Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Larry Bird,PF,27,BOS,0.247,0.504,0.497,0.888,181,615,520,144,69,237,197,1908,24.2,0.552,14.9,26.2,2.3,1.3,12.1,26.7,13.6,7.6,7.3,0.858,MVP,1984,0.756,Correct
Mark Aguirre,SF,24,DAL,0.268,0.532,0.528,0.749,161,308,358,80,22,285,246,2330,23.5,0.572,9.4,21.0,1.3,0.4,12.3,33.4,9.0,3.7,4.1,0.037,Candidate,1984,0.524,Predicted
