Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Julius Erving,SF,30,PHI,0.222,0.525,0.522,0.787,244,413,364,173,147,266,233,2014,25.1,0.572,12.5,19.8,2.8,2.8,13.1,28.4,13.8,7.5,6.9,0.658,MVP,1981,0.756,Correct
Moses Malone,C,25,HOU,0.333,0.522,0.522,0.757,474,706,141,83,150,308,223,2222,25.1,0.585,20.3,6.6,1.2,2.6,14.0,27.6,13.7,3.3,4.3,0.261,Candidate,1981,0.488,Predicted
