Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Magic Johnson,PG,27,LAL,0.205,0.532,0.525,0.848,122,382,977,138,36,300,168,1909,27.0,0.602,9.7,47.2,2.2,0.7,15.9,26.3,15.9,8.8,8.0,0.94,MVP,1987,0.793,Correct
Michael Jordan,SG,23,CHI,0.182,0.491,0.484,0.857,166,264,377,236,125,272,237,3041,29.8,0.562,7.4,22.2,3.6,2.3,9.1,38.3,16.9,10.8,10.6,0.576,Candidate,1987,0.488,Predicted
