Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Karl Malone,PF,35,UTA,0.0,0.494,0.493,0.788,107,356,201,62,28,162,134,1164,25.6,0.577,15.4,23.0,1.9,1.2,13.8,30.5,9.6,6.7,4.0,0.701,MVP,1999,0.74,Correct
Shaquille O'Neal,C,26,LAL,0.0,0.577,0.576,0.54,187,338,114,36,82,122,155,1289,30.6,0.584,18.0,14.4,1.1,3.5,10.0,32.4,9.0,7.1,3.9,0.075,Candidate,1999,0.62,Predicted
