Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Larry Bird,PF,27,BOS,0.247,0.504,0.497,0.888,181,615,520,144,69,237,197,1908,24.2,0.552,14.9,26.2,2.3,1.3,12.1,26.7,13.6,7.6,7.3,0.858,MVP,1984,0.756,Correct
Magic Johnson,PG,24,LAL,0.207,0.579,0.569,0.81,99,392,875,150,49,306,169,1178,22.6,0.628,10.8,42.5,2.7,1.0,24.6,19.5,10.2,6.6,5.6,0.401,Candidate,1984,0.659,Predicted
