Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Magic Johnson,PG,30,LAL,0.384,0.51,0.526,0.89,128,394,907,132,34,289,167,1765,26.6,0.622,10.2,45.5,2.2,0.7,16.9,24.8,16.5,10.1,8.9,0.691,MVP,1990,0.768,Correct
Michael Jordan,SG,26,CHI,0.376,0.548,0.55,0.848,143,422,519,227,54,247,241,2753,31.2,0.606,10.4,28.6,3.5,1.1,9.8,33.7,19.0,11.2,10.6,0.613,Candidate,1990,0.671,Predicted
