Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Stephen Curry,PG,27,GSW,0.454,0.566,0.63,0.908,68,362,527,169,15,262,161,2375,31.5,0.669,8.6,33.7,3.0,0.4,12.9,32.6,17.9,11.9,9.5,1.0,MVP,2016,0.89,Correct
Russell Westbrook,PG,27,OKC,0.296,0.503,0.489,0.812,145,481,834,163,20,342,200,1878,27.6,0.554,12.4,49.6,2.9,0.6,16.8,31.6,14.0,7.8,6.8,0.371,Candidate,2016,0.671,Predicted
