Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Moses Malone,C,26,HOU,0.0,0.52,0.519,0.762,558,630,142,76,125,294,208,2520,26.8,0.576,19.3,6.9,1.1,2.1,11.9,29.9,15.4,4.5,5.5,0.735,MVP,1982,0.561,Correct
Julius Erving,SF,31,PHI,0.273,0.548,0.547,0.763,220,337,319,161,141,214,229,1974,25.9,0.593,11.2,18.1,2.8,2.9,11.4,28.1,13.3,7.7,6.8,0.294,Candidate,1982,0.707,Predicted
