Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
LeBron James,SF,25,CLE,0.333,0.56,0.545,0.767,71,483,651,125,77,261,119,2258,31.1,0.604,11.1,41.8,2.2,2.0,12.3,33.5,18.5,11.8,10.3,0.98,MVP,2010,0.744,Correct
Kevin Durant,SF,21,OKC,0.365,0.506,0.514,0.9,105,518,231,112,84,271,171,2472,26.2,0.607,11.0,13.5,1.8,1.9,11.7,32.0,16.1,7.1,7.5,0.495,Candidate,2010,0.61,Predicted
