Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Tim Duncan,PF,25,SAS,0.1,0.511,0.508,0.799,268,774,307,61,203,263,217,2089,27.0,0.576,18.0,18.3,1.0,4.3,12.7,29.0,17.8,7.6,8.0,0.757,MVP,2002,0.707,Correct
Shaquille O'Neal,C,29,LAL,0.0,0.58,0.579,0.555,235,480,200,41,137,171,199,1822,29.7,0.59,16.3,16.4,0.9,4.1,10.0,31.8,13.2,8.0,6.1,0.552,Candidate,2002,0.707,Predicted
