Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
David Robinson,C,29,SAS,0.3,0.533,0.532,0.774,234,643,236,134,262,233,230,2238,29.1,0.602,16.2,13.7,2.2,5.9,11.1,29.9,17.5,9.2,8.7,0.858,MVP,1995,0.756,Correct
Karl Malone,PF,31,UTA,0.268,0.543,0.54,0.742,156,715,285,129,85,236,269,2187,25.1,0.59,17.4,16.4,2.1,2.2,11.3,30.3,13.8,5.6,6.0,0.507,Candidate,1995,0.732,Predicted
