Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Steve Nash,PG,31,PHO,0.439,0.548,0.583,0.921,47,286,826,61,12,276,120,1489,23.3,0.632,6.6,44.4,1.1,0.3,19.0,23.3,12.4,5.0,4.9,0.739,MVP,2006,0.659,Correct
LeBron James,SF,21,CLE,0.335,0.518,0.515,0.738,75,481,521,123,66,260,181,2478,28.1,0.568,9.8,32.8,2.0,1.5,10.7,33.6,16.3,9.1,9.4,0.55,Candidate,2006,0.61,Predicted
