Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Julius Erving,SF,30,PHI,0.222,0.525,0.522,0.787,244,413,364,173,147,266,233,2014,25.1,0.572,12.5,19.8,2.8,2.8,13.1,28.4,13.8,7.5,6.9,0.658,MVP,1981,0.756,Correct
Artis Gilmore,C,31,CHI,0.0,0.67,0.67,0.705,220,608,172,47,198,236,295,1469,21.7,0.699,16.7,8.9,0.8,4.0,18.4,18.5,12.3,4.3,4.5,0.006,Candidate,1981,0.549,Predicted
