Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Michael Jordan,SG,27,CHI,0.312,0.551,0.547,0.851,118,374,453,223,83,202,229,2580,31.6,0.605,9.5,25.2,3.7,1.7,8.7,32.9,20.3,12.0,10.8,0.928,MVP,1991,0.744,Correct
David Robinson,C,25,SAS,0.143,0.554,0.552,0.762,335,728,208,127,320,270,264,2101,27.4,0.615,19.0,10.9,2.0,6.2,13.7,26.6,17.0,8.5,8.2,0.496,Candidate,1991,0.671,Predicted
