Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
LeBron James,SF,27,MIA,0.362,0.556,0.554,0.771,94,398,387,115,50,213,96,1683,30.7,0.605,12.6,33.6,2.6,1.7,13.3,32.0,14.5,10.9,7.6,0.888,MVP,2012,0.697,Correct
Arron Afflalo,SG,26,DEN,0.398,0.504,0.534,0.798,40,157,149,36,13,85,134,943,14.7,0.584,5.5,11.1,0.9,0.5,9.5,19.1,5.3,0.1,1.1,0.0,OOR,2012,0.576,Predicted
