Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Larry Bird,SF,28,BOS,0.427,0.529,0.538,0.882,164,678,531,129,98,248,208,2295,26.5,0.585,14.7,25.7,1.9,1.7,11.2,28.5,15.7,8.8,8.7,0.978,MVP,1985,0.768,Correct
Michael Jordan,SG,21,CHI,0.173,0.526,0.518,0.845,167,367,481,196,69,291,285,2313,25.8,0.592,9.8,25.3,3.0,1.3,13.0,29.8,14.0,7.3,7.4,0.172,Candidate,1985,0.463,Predicted
