Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Michael Jordan,SG,32,CHI,0.427,0.506,0.525,0.834,148,395,352,180,42,197,195,2491,29.4,0.582,10.2,21.2,3.1,1.0,8.4,33.3,20.4,10.5,9.8,0.986,MVP,1996,0.878,Correct
David Robinson,C,30,SAS,0.333,0.517,0.517,0.761,319,681,247,111,271,190,262,2051,29.4,0.589,18.4,14.6,1.9,6.4,9.8,28.8,18.3,8.9,8.3,0.508,Candidate,1996,0.72,Predicted
