Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Nick Anderson,SG,25,ORL,79,2920,594,1324,0.449,88,249,0.353,506,1075,0.471,0.482,298,402,0.741,122,355,477,265,128,56,164,200,1574,17.3,0.524,0.188,0.304,5.0,13.0,9.2,14.7,2.2,1.2,9.9,24.5,4.0,3.7,7.7,0.126,2.0,0.8,2.8,3.5,0,0.0,OOR,1993
Ron Anderson,SF,34,PHI,69,1263,225,544,0.414,39,120,0.325,186,424,0.439,0.449,72,89,0.809,62,122,184,93,31,5,63,75,561,11.8,0.481,0.221,0.164,5.3,10.4,7.9,11.7,1.2,0.2,9.7,21.6,0.0,0.5,0.5,0.019,-1.4,-2.3,-3.7,-0.5,0,0.0,OOR,1993
Willie Anderson,SG,26,SAS,38,560,80,186,0.43,1,8,0.125,79,178,0.444,0.433,22,28,0.786,7,50,57,79,14,6,44,52,183,8.7,0.461,0.043,0.151,1.5,9.8,5.8,20.4,1.3,0.7,18.2,19.0,-0.6,0.5,-0.1,-0.007,-3.9,-0.9,-4.7,-0.4,0,0.0,OOR,1993
Greg Anthony,PG,25,NYK,70,1699,174,419,0.415,4,30,0.133,170,389,0.437,0.42,107,159,0.673,42,128,170,398,113,12,104,141,459,13.7,0.469,0.072,0.379,2.8,8.1,5.6,33.3,3.4,0.5,17.5,15.1,1.0,3.6,4.6,0.131,-0.6,3.3,2.7,2.0,0,0.0,OOR,1993
B.J. Armstrong,PG,25,CHI,82,2492,408,818,0.499,63,139,0.453,345,679,0.508,0.537,130,151,0.861,27,122,149,330,66,6,83,169,1009,14.7,0.57,0.17,0.185,1.2,5.8,3.4,18.6,1.4,0.2,8.6,16.8,5.7,1.7,7.5,0.144,0.8,-0.6,0.2,1.4,0,0.0,OOR,1993
Vincent Askew,SG,26,TOT,73,1129,152,309,0.492,2,6,0.333,150,303,0.495,0.495,105,149,0.705,62,99,161,122,40,19,69,135,411,13.1,0.549,0.019,0.482,6.3,10.4,8.3,14.6,1.8,1.1,15.6,16.5,1.5,1.2,2.7,0.114,-0.5,0.3,-0.2,0.5,0,0.0,OOR,1993
Keith Askins,SF,25,MIA,69,935,88,213,0.413,22,65,0.338,66,148,0.446,0.465,29,40,0.725,74,124,198,31,31,29,37,141,227,9.3,0.492,0.305,0.188,8.9,15.5,12.1,4.8,1.7,2.1,13.8,12.4,0.4,1.0,1.4,0.072,-2.6,0.6,-2.0,0.0,0,0.0,OOR,1993
Stacey Augmon,SG,24,ATL,73,2112,397,792,0.501,0,4,0.0,397,788,0.504,0.501,227,307,0.739,141,146,287,170,91,18,157,141,1021,15.2,0.551,0.005,0.388,7.2,8.0,7.6,12.1,2.1,0.5,14.5,21.2,2.5,1.2,3.7,0.084,0.2,-0.6,-0.4,0.8,0,0.0,OOR,1993
Isaac Austin,C,23,UTA,46,306,50,112,0.446,0,1,0.0,50,111,0.45,0.446,29,44,0.659,38,41,79,6,8,14,23,60,129,11.4,0.491,0.009,0.393,14.6,14.8,14.7,2.9,1.3,2.9,14.9,21.7,0.0,0.4,0.3,0.052,-4.6,-1.4,-6.0,-0.3,0,0.0,OOR,1993
Anthony Avent,PF,23,MIL,82,2285,347,802,0.433,0,2,0.0,347,800,0.434,0.433,112,172,0.651,180,332,512,91,57,73,140,237,806,10.2,0.459,0.002,0.214,9.0,17.0,12.9,5.9,1.2,2.1,13.8,19.1,-1.5,1.8,0.3,0.005,-3.8,-1.7,-5.5,-2.0,0,0.0,OOR,1993
John Bagley,PG,32,BOS,10,97,9,25,0.36,0,1,0.0,9,24,0.375,0.36,5,6,0.833,1,6,7,20,2,0,17,11,23,2.0,0.416,0.04,0.24,1.2,6.9,4.1,26.4,1.0,0.0,38.1,20.0,-0.4,0.1,-0.3,-0.159,-7.1,-2.7,-9.8,-0.2,0,0.0,OOR,1993
Thurl Bailey,PF,31,MIN,70,1276,203,446,0.455,0,0,0.0,203,446,0.455,0.455,119,142,0.838,53,162,215,61,20,47,60,88,525,12.9,0.516,0.0,0.318,5.0,15.2,10.1,7.9,0.8,2.3,10.6,19.8,0.6,0.6,1.2,0.046,-1.1,-1.4,-2.5,-0.1,0,0.0,OOR,1993
Steve Bardo,SG,24,DAL,23,175,19,62,0.306,1,6,0.167,18,56,0.321,0.315,12,17,0.706,10,27,37,29,8,3,17,28,51,7.7,0.367,0.097,0.274,5.7,18.3,11.4,23.9,2.2,1.1,19.7,20.1,-0.4,0.1,-0.3,-0.084,-4.9,-0.3,-5.1,-0.1,0,0.0,OOR,1993
Charles Barkley,PF,29,PHO,76,2859,716,1376,0.52,67,220,0.305,649,1156,0.561,0.545,445,582,0.765,237,691,928,385,119,74,233,196,1944,25.9,0.596,0.16,0.423,9.5,26.3,18.1,21.2,2.0,1.6,12.5,26.9,9.6,4.8,14.4,0.242,6.3,1.4,7.8,7.1,59,0.852,MVP,1993
Dana Barros,PG,25,SEA,69,1243,214,474,0.451,64,169,0.379,150,305,0.492,0.519,49,59,0.831,18,89,107,151,63,3,58,78,541,15.0,0.541,0.357,0.124,1.7,8.5,5.0,17.2,2.5,0.2,10.4,18.9,2.1,1.4,3.5,0.134,1.1,0.4,1.5,1.1,0,0.0,OOR,1993
Jon Barry,SG,23,MIL,47,552,76,206,0.369,21,63,0.333,55,143,0.385,0.42,33,49,0.673,10,33,43,68,35,3,42,57,206,9.6,0.453,0.306,0.238,2.1,7.0,4.5,17.8,3.2,0.4,15.6,20.9,-0.5,0.4,-0.1,-0.011,-3.8,-0.3,-4.1,-0.3,0,0.0,OOR,1993
John Battle,SG,30,CLE,41,497,83,200,0.415,1,6,0.167,82,194,0.423,0.418,56,72,0.778,4,25,29,54,9,5,22,39,223,11.1,0.481,0.03,0.36,1.0,5.5,3.3,15.6,0.9,0.6,8.7,22.6,0.1,0.3,0.5,0.047,-3.2,-1.6,-4.8,-0.4,0,0.0,OOR,1993
Kenny Battle,SG,28,BOS,3,29,6,13,0.462,0,1,0.0,6,12,0.5,0.462,2,2,1.0,7,4,11,2,1,0,2,2,14,20.7,0.504,0.077,0.154,27.6,15.5,21.5,10.4,1.7,0.0,12.6,23.8,0.1,0.0,0.1,0.143,2.8,-2.7,0.1,0.0,0,0.0,OOR,1993
William Bedford,C,29,SAS,16,66,9,27,0.333,1,1,1.0,8,26,0.308,0.352,6,12,0.5,1,9,10,0,0,1,1,15,25,3.0,0.387,0.037,0.444,1.8,14.9,8.7,0.0,0.0,0.9,3.0,22.2,-0.1,0.1,-0.1,-0.05,-9.3,-3.7,-13.0,-0.2,0,0.0,OOR,1993
Benoit Benjamin,C,28,TOT,59,754,133,271,0.491,0,0,0.0,133,271,0.491,0.491,69,104,0.663,51,158,209,22,31,48,78,134,335,13.2,0.529,0.0,0.384,7.7,24.5,16.0,4.3,2.1,4.2,19.8,22.2,-0.5,1.4,0.9,0.057,-4.6,0.8,-3.8,-0.3,0,0.0,OOR,1993
Tony Bennett,PG,23,CHH,75,857,110,260,0.423,26,80,0.325,84,180,0.467,0.473,30,41,0.732,12,51,63,136,30,0,50,110,276,9.3,0.496,0.308,0.158,1.6,6.1,3.9,20.9,1.7,0.0,15.2,15.8,0.3,0.4,0.7,0.039,-2.4,-0.7,-3.1,-0.2,0,0.0,OOR,1993
David Benoit,SF,24,UTA,82,1712,258,592,0.436,34,98,0.347,224,494,0.453,0.465,114,152,0.75,116,276,392,43,45,43,90,201,664,11.3,0.504,0.166,0.257,8.0,17.8,13.0,3.6,1.3,1.6,12.0,18.8,0.3,2.0,2.3,0.065,-2.4,-0.9,-3.3,-0.6,0,0.0,OOR,1993
Rolando Blackman,SG,33,NYK,60,1434,239,539,0.443,31,73,0.425,208,466,0.446,0.472,71,90,0.789,23,79,102,157,22,10,65,129,580,10.6,0.501,0.135,0.167,1.8,5.9,4.0,17.1,0.8,0.5,10.1,19.4,0.9,2.0,2.9,0.097,-1.2,0.6,-0.7,0.5,0,0.0,OOR,1993
Alex Blackwell,SF,22,LAL,27,109,14,42,0.333,0,3,0.0,14,39,0.359,0.333,6,8,0.75,10,13,23,7,4,2,5,14,34,8.2,0.373,0.071,0.19,10.4,13.7,12.0,9.1,1.8,1.1,9.9,19.8,-0.1,0.1,0.0,-0.016,-4.7,-1.0,-5.7,-0.1,0,0.0,OOR,1993
Lance Blanks,SG,26,MIN,61,642,65,150,0.433,11,43,0.256,54,107,0.505,0.47,20,32,0.625,18,50,68,72,16,5,31,61,161,8.4,0.491,0.287,0.213,3.4,9.3,6.4,16.9,1.3,0.5,15.9,13.5,0.0,0.2,0.2,0.013,-2.5,-1.1,-3.7,-0.3,0,0.0,OOR,1993
Ricky Blanton,SF,26,CHI,2,13,3,7,0.429,0,0,0.0,3,7,0.429,0.429,0,0,0.0,2,1,3,1,2,0,1,1,6,19.3,0.429,0.0,0.0,17.2,9.2,13.3,11.9,8.0,0.0,12.5,26.6,0.0,0.0,0.0,0.088,-1.8,1.5,-0.3,0.0,0,0.0,OOR,1993
Mookie Blaylock,PG,25,ATL,80,2820,414,964,0.429,118,315,0.375,296,649,0.456,0.491,123,169,0.728,89,191,280,671,203,23,187,156,1069,17.1,0.515,0.327,0.175,3.4,7.8,5.5,33.6,3.5,0.5,15.3,18.0,4.4,2.6,7.0,0.119,2.3,1.1,3.4,3.8,0,0.0,OOR,1993
Muggsy Bogues,PG,28,CHH,81,2833,331,730,0.453,6,26,0.231,325,704,0.462,0.458,140,168,0.833,51,247,298,711,161,5,154,179,808,14.5,0.503,0.036,0.23,2.0,8.9,5.6,32.5,2.7,0.1,16.1,13.9,3.6,2.3,5.9,0.1,0.1,0.6,0.8,2.0,0,0.0,OOR,1993
Manute Bol,C,30,PHI,58,855,52,127,0.409,10,32,0.313,42,95,0.442,0.449,12,19,0.632,44,149,193,18,14,119,50,87,126,8.5,0.465,0.252,0.15,5.6,18.8,12.2,2.8,0.8,8.2,27.0,9.2,-0.9,1.1,0.2,0.013,-4.8,2.6,-2.2,0.0,0,0.0,OOR,1993
Walter Bond,SG,23,DAL,74,1578,227,565,0.402,7,42,0.167,220,523,0.421,0.408,129,167,0.772,52,144,196,122,75,18,112,223,590,9.0,0.462,0.074,0.296,3.3,10.8,6.7,11.8,2.3,0.7,14.9,19.4,-1.2,0.4,-0.8,-0.024,-4.4,-0.6,-5.0,-1.2,0,0.0,OOR,1993
Anthony Bonner,PF,24,SAC,70,1764,229,497,0.461,0,7,0.0,229,490,0.467,0.461,143,241,0.593,188,267,455,96,86,17,105,183,601,12.3,0.498,0.014,0.485,11.4,17.5,14.3,7.6,2.3,0.6,14.8,16.4,0.6,1.8,2.4,0.067,-1.8,-0.5,-2.4,-0.2,0,0.0,OOR,1993
Anthony Bowie,SG,29,ORL,77,1761,268,569,0.471,15,48,0.313,253,521,0.486,0.484,67,84,0.798,36,158,194,175,54,14,84,131,618,11.2,0.51,0.084,0.148,2.5,9.6,6.2,14.9,1.5,0.5,12.2,16.9,0.9,1.6,2.5,0.069,-1.5,0.3,-1.2,0.3,0,0.0,OOR,1993
Sam Bowie,C,31,NJN,79,2092,287,638,0.45,2,6,0.333,285,632,0.451,0.451,141,181,0.779,158,398,556,127,32,128,120,226,717,13.2,0.5,0.009,0.284,8.2,20.9,14.5,8.8,0.8,3.8,14.3,16.8,0.9,3.3,4.3,0.098,-1.8,1.4,-0.4,0.8,0,0.0,OOR,1993
Terrell Brandon,PG,22,CLE,82,1622,297,621,0.478,13,42,0.31,284,579,0.491,0.489,118,143,0.825,37,142,179,302,79,27,107,122,725,16.7,0.53,0.068,0.23,2.7,9.6,6.3,27.4,2.5,1.0,13.5,21.6,1.9,2.1,3.9,0.117,0.5,0.8,1.3,1.3,0,0.0,OOR,1993
Randy Breuer,C,32,ATL,12,107,15,31,0.484,0,0,0.0,15,31,0.484,0.484,2,5,0.4,10,18,28,6,2,3,5,12,32,11.1,0.482,0.0,0.161,10.0,19.5,14.6,7.8,0.9,1.8,13.1,14.8,0.0,0.1,0.1,0.052,-3.0,-0.3,-3.3,0.0,0,0.0,OOR,1993
Frank Brickowski,C,33,MIL,66,2075,456,836,0.545,8,26,0.308,448,810,0.553,0.55,195,268,0.728,120,285,405,196,80,44,202,235,1115,17.0,0.584,0.031,0.321,6.6,16.0,11.3,15.5,1.9,1.4,17.5,23.9,1.9,1.8,3.7,0.085,0.3,-0.3,0.0,1.1,0,0.0,OOR,1993
Kevin Brooks,SF,23,DEN,55,571,93,233,0.399,6,26,0.231,87,207,0.42,0.412,35,40,0.875,22,59,81,34,10,2,39,46,227,8.4,0.453,0.112,0.172,4.1,11.0,7.5,8.7,0.8,0.2,13.5,20.7,-0.4,0.5,0.0,0.002,-3.6,-2.0,-5.6,-0.5,0,0.0,OOR,1993
Scott Brooks,PG,27,HOU,82,1516,183,385,0.475,41,99,0.414,142,286,0.497,0.529,112,135,0.83,22,77,99,243,79,3,72,136,519,14.1,0.584,0.257,0.351,1.8,5.4,3.7,22.6,2.6,0.1,13.9,15.0,2.9,1.7,4.6,0.145,-0.4,1.2,0.7,1.0,0,0.0,OOR,1993
Chucky Brown,SF,24,NJN,77,1186,160,331,0.483,0,5,0.0,160,326,0.491,0.483,71,98,0.724,88,144,232,51,20,24,56,112,391,11.2,0.523,0.015,0.296,8.1,13.3,10.7,6.2,0.8,1.3,13.0,15.2,0.9,1.3,2.2,0.088,-1.9,-0.2,-2.1,0.0,0,0.0,OOR,1993
Dee Brown,PG,24,BOS,80,2254,328,701,0.468,26,82,0.317,302,619,0.488,0.486,192,242,0.793,45,201,246,461,138,32,136,203,874,17.2,0.541,0.117,0.345,2.3,10.0,6.2,28.1,3.1,0.9,14.4,18.2,3.6,2.7,6.4,0.135,1.1,1.9,3.0,2.8,0,0.0,OOR,1993
Mike Brown,C,29,UTA,82,1551,176,409,0.43,0,1,0.0,176,408,0.431,0.43,113,164,0.689,147,244,391,64,32,23,95,190,465,9.4,0.483,0.002,0.401,11.2,17.3,14.4,5.6,1.0,1.0,16.5,16.0,-0.1,1.6,1.5,0.047,-3.3,-1.0,-4.3,-0.9,0,0.0,OOR,1993
Randy Brown,PG,24,SAC,75,1726,225,486,0.463,2,6,0.333,223,480,0.465,0.465,115,157,0.732,75,137,212,196,108,34,120,206,567,11.3,0.511,0.012,0.323,4.6,9.2,6.8,15.8,3.0,1.2,17.8,15.9,0.2,1.7,1.9,0.052,-2.6,1.3,-1.3,0.3,0,0.0,OOR,1993
Mark Bryant,C,27,POR,80,1396,186,370,0.503,0,1,0.0,186,369,0.504,0.503,104,148,0.703,132,192,324,41,37,23,65,226,476,11.2,0.547,0.003,0.4,10.0,15.5,12.7,4.1,1.3,1.0,13.0,14.7,1.5,1.8,3.2,0.111,-2.9,-0.1,-3.0,-0.3,0,0.0,OOR,1993
Jud Buechler,SF,24,GSW,70,1287,176,403,0.437,20,59,0.339,156,344,0.453,0.462,65,87,0.747,81,114,195,94,47,19,55,98,437,11.5,0.495,0.146,0.216,7.0,9.9,8.5,9.9,1.8,0.9,11.1,15.7,1.0,0.8,1.8,0.067,-0.8,-0.3,-1.0,0.3,0,0.0,OOR,1993
