Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
Kent Benson,C,33,2,12,2,2,1.0,0,0,0.0,2,2,1.0,1.0,1,2,0.5,0,1,1,0,1,1,2,2,5,OOR,1988
Walter Berry,SF,23,73,1922,540,960,0.563,0,0,0.0,540,960,0.563,0.563,192,320,0.6,176,219,395,110,55,63,162,207,1272,OOR,1988
Larry Bird,SF,31,76,2965,881,1672,0.527,98,237,0.414,783,1435,0.546,0.556,415,453,0.916,108,595,703,467,125,57,213,157,2275,Candidate,1988
Otis Birdsong,SG,32,67,1882,337,736,0.458,9,25,0.36,328,711,0.461,0.464,47,92,0.511,73,94,167,222,54,11,129,143,730,OOR,1988
Uwe Blab,C,25,73,658,58,132,0.439,0,0,0.0,58,132,0.439,0.439,46,65,0.708,52,82,134,35,8,29,49,108,162,OOR,1988
Rolando Blackman,SG,28,71,2580,497,1050,0.473,0,5,0.0,497,1045,0.476,0.473,331,379,0.873,82,164,246,262,64,18,144,112,1325,OOR,1988
Nate Blackwell,PG,22,10,112,15,41,0.366,2,11,0.182,13,30,0.433,0.39,5,6,0.833,2,4,6,18,3,0,8,16,37,OOR,1988
Muggsy Bogues,PG,23,79,1628,166,426,0.39,3,16,0.188,163,410,0.398,0.393,58,74,0.784,35,101,136,404,127,3,101,138,393,OOR,1988
Manute Bol,C,25,77,1136,75,165,0.455,0,1,0.0,75,164,0.457,0.455,26,49,0.531,72,203,275,13,11,208,35,160,176,OOR,1988
Dudley Bradley,SG,30,65,1437,156,365,0.427,37,102,0.363,119,263,0.452,0.478,74,97,0.763,25,102,127,151,114,43,88,172,423,OOR,1988
Adrian Branch,SF,24,20,308,56,134,0.418,1,5,0.2,55,129,0.426,0.422,20,23,0.87,20,28,48,16,16,11,29,41,133,OOR,1988
Randy Breuer,C,27,81,2258,390,788,0.495,0,0,0.0,390,788,0.495,0.495,188,286,0.657,191,360,551,103,46,107,107,198,968,OOR,1988
Frank Brickowski,C,28,70,2227,425,805,0.528,1,5,0.2,424,800,0.53,0.529,268,349,0.768,167,316,483,266,74,36,207,275,1119,OOR,1988
Michael Brooks,SF,29,16,133,20,49,0.408,0,0,0.0,20,49,0.408,0.408,3,4,0.75,19,25,44,13,4,1,12,21,43,OOR,1988
Mike Brown,C,24,46,591,78,174,0.448,0,1,0.0,78,173,0.451,0.448,41,71,0.577,66,93,159,28,11,4,38,85,197,OOR,1988
Steve Burtt,SG,25,19,312,62,138,0.449,0,4,0.0,62,134,0.463,0.449,47,69,0.681,6,21,27,38,10,5,40,56,171,OOR,1988
Michael Cage,PF,26,72,2660,360,766,0.47,0,1,0.0,360,765,0.471,0.47,326,474,0.688,371,567,938,110,91,58,160,194,1046,OOR,1988
Tony Campbell,SF,25,13,242,57,101,0.564,1,3,0.333,56,98,0.571,0.569,28,39,0.718,8,19,27,15,11,2,26,41,143,OOR,1988
Rick Carlisle,SG,28,26,204,29,67,0.433,6,17,0.353,23,50,0.46,0.478,10,11,0.909,6,7,13,32,11,4,22,39,74,OOR,1988
Antoine Carr,PF,26,80,1483,281,517,0.544,1,4,0.25,280,513,0.546,0.544,142,182,0.78,94,195,289,103,38,83,116,272,705,OOR,1988
Joe Barry Carroll,C,29,77,2004,402,924,0.435,0,2,0.0,402,922,0.436,0.435,172,225,0.764,131,358,489,113,50,106,164,195,976,OOR,1988
Bill Cartwright,C,30,82,1676,287,528,0.544,0,0,0.0,287,528,0.544,0.544,340,426,0.798,127,257,384,85,43,43,135,234,914,OOR,1988
Terry Catledge,PF,24,70,1610,296,585,0.506,0,2,0.0,296,583,0.508,0.506,154,235,0.655,180,217,397,63,33,9,101,172,746,OOR,1988
Tom Chambers,PF,28,82,2680,611,1364,0.448,33,109,0.303,578,1255,0.461,0.46,419,519,0.807,135,355,490,212,87,53,209,297,1674,OOR,1988
Maurice Cheeks,PG,31,79,2871,428,865,0.495,3,22,0.136,425,843,0.504,0.497,227,275,0.825,59,194,253,635,167,22,160,116,1086,OOR,1988
Ben Coleman,PF,26,70,1498,226,453,0.499,0,3,0.0,226,450,0.502,0.499,141,185,0.762,116,234,350,62,43,41,127,230,593,OOR,1988
Norris Coleman,SF,26,29,431,66,191,0.346,1,2,0.5,65,189,0.344,0.348,20,36,0.556,36,45,81,13,11,6,16,51,153,OOR,1988
Steve Colter,PG,25,68,1513,203,441,0.46,3,10,0.3,200,431,0.464,0.464,75,95,0.789,58,115,173,261,62,14,88,132,484,OOR,1988
Dallas Comegys,PF,23,75,1122,156,363,0.43,0,1,0.0,156,362,0.431,0.43,106,150,0.707,54,164,218,65,36,70,116,175,418,OOR,1988
Lester Conner,PG,28,52,399,50,108,0.463,0,7,0.0,50,101,0.495,0.463,32,41,0.78,20,18,38,59,38,1,33,31,132,OOR,1988
Jeff Cook,PF,31,33,359,14,59,0.237,0,1,0.0,14,58,0.241,0.237,23,28,0.821,37,69,106,14,9,8,14,64,51,OOR,1988
Michael Cooper,SG,31,61,1793,189,482,0.392,57,178,0.32,132,304,0.434,0.451,97,113,0.858,50,178,228,289,66,26,101,136,532,OOR,1988
Wayne Cooper,C,31,45,865,118,270,0.437,0,1,0.0,118,269,0.439,0.437,50,67,0.746,98,172,270,30,12,94,59,145,286,OOR,1988
Tyrone Corbin,SF,25,84,1739,257,525,0.49,1,6,0.167,256,519,0.493,0.49,110,138,0.797,127,223,350,115,72,18,104,181,625,OOR,1988
Dave Corzine,C,31,80,2328,344,715,0.481,1,9,0.111,343,706,0.486,0.482,115,153,0.752,170,357,527,154,36,95,109,149,804,OOR,1988
Winston Crite,SF,22,29,258,34,68,0.5,0,0,0.0,34,68,0.5,0.5,19,25,0.76,27,37,64,15,5,8,25,42,87,OOR,1988
Pat Cummings,PF,31,62,946,140,307,0.456,0,1,0.0,140,306,0.458,0.456,59,80,0.738,82,153,235,37,20,10,65,143,339,OOR,1988
Terry Cummings,PF,26,76,2629,675,1392,0.485,1,3,0.333,674,1389,0.485,0.485,270,406,0.665,184,369,553,181,78,46,170,274,1621,OOR,1988
Earl Cureton,PF,30,69,1128,133,310,0.429,0,3,0.0,133,307,0.433,0.429,33,63,0.524,97,174,271,63,32,36,58,135,299,OOR,1988
Dell Curry,SG,23,79,1499,340,742,0.458,28,81,0.346,312,661,0.472,0.477,79,101,0.782,43,123,166,149,94,22,108,128,787,OOR,1988
Quintin Dailey,SG,27,67,1282,328,755,0.434,2,12,0.167,326,743,0.439,0.436,243,313,0.776,62,92,154,109,69,4,123,128,901,OOR,1988
Adrian Dantley,SF,32,69,2144,444,863,0.514,0,2,0.0,444,861,0.516,0.514,492,572,0.86,84,143,227,171,39,10,135,144,1380,OOR,1988
Brad Daugherty,C,22,79,2957,551,1081,0.51,0,2,0.0,551,1079,0.511,0.51,378,528,0.716,151,514,665,333,48,56,267,235,1480,OOR,1988
Brad Davis,PG,32,75,1480,208,415,0.501,30,74,0.405,178,341,0.522,0.537,91,108,0.843,18,84,102,303,51,18,91,149,537,OOR,1988
Charles Davis,SF,29,21,226,48,115,0.417,1,17,0.059,47,98,0.48,0.422,7,10,0.7,16,25,41,20,2,4,18,29,104,OOR,1988
Walter Davis,SF,33,68,1951,488,1031,0.473,36,96,0.375,452,935,0.483,0.491,205,231,0.887,32,127,159,278,86,3,126,131,1217,OOR,1988
Darryl Dawkins,C,31,6,33,2,9,0.222,0,0,0.0,2,9,0.222,0.222,6,15,0.4,2,3,5,2,0,2,7,14,10,OOR,1988
Johnny Dawkins,PG,24,65,2179,405,835,0.485,19,61,0.311,386,774,0.499,0.496,198,221,0.896,66,138,204,480,88,2,154,95,1027,OOR,1988
Darren Daye,SF,27,47,655,112,217,0.516,0,1,0.0,112,216,0.519,0.516,59,87,0.678,30,46,76,71,29,4,44,68,283,OOR,1988
James Donaldson,C,30,81,2523,212,380,0.558,0,0,0.0,212,380,0.558,0.558,147,189,0.778,247,508,755,66,40,104,113,175,571,OOR,1988
Billy Donovan,PG,22,44,364,44,109,0.404,0,7,0.0,44,102,0.431,0.404,17,21,0.81,5,20,25,87,16,1,42,33,105,OOR,1988
Greg Dreiling,C,25,20,74,8,17,0.471,0,0,0.0,8,17,0.471,0.471,18,26,0.692,3,14,17,5,2,4,11,19,34,OOR,1988
Larry Drew,PG,29,74,2024,328,720,0.456,26,90,0.289,302,630,0.479,0.474,83,108,0.769,21,98,119,383,65,0,152,114,765,OOR,1988
Clyde Drexler,SG,25,81,3060,849,1679,0.506,11,52,0.212,838,1627,0.515,0.509,476,587,0.811,261,272,533,467,203,52,236,250,2185,Candidate,1988
Kevin Duckworth,C,23,78,2223,450,907,0.496,0,0,0.0,450,907,0.496,0.496,331,430,0.77,224,352,576,66,31,32,177,280,1231,OOR,1988
Chris Dudley,C,22,55,513,65,137,0.474,0,0,0.0,65,137,0.474,0.474,40,71,0.563,74,70,144,23,13,19,31,87,170,OOR,1988
Joe Dumars,SG,24,82,2732,453,960,0.472,4,19,0.211,449,941,0.477,0.474,251,308,0.815,63,137,200,387,87,15,172,155,1161,OOR,1988
T.R. Dunn,SG,32,82,1534,70,156,0.449,0,1,0.0,70,155,0.452,0.449,40,52,0.769,110,130,240,87,101,11,26,152,180,OOR,1988
Mark Eaton,C,31,82,2731,226,541,0.418,0,0,0.0,226,541,0.418,0.418,119,191,0.623,230,487,717,55,41,304,131,320,571,OOR,1988
Franklin Edwards,PG,28,16,414,54,115,0.47,0,2,0.0,54,113,0.478,0.47,24,32,0.75,4,15,19,92,10,1,47,10,132,OOR,1988
James Edwards,C,32,69,1705,302,643,0.47,0,1,0.0,302,642,0.47,0.47,210,321,0.654,119,293,412,78,16,37,130,216,814,OOR,1988
Craig Ehlo,SG,26,79,1709,226,485,0.466,22,64,0.344,204,421,0.485,0.489,89,132,0.674,86,188,274,206,82,30,107,182,563,OOR,1988
Dale Ellis,SG,27,75,2790,764,1519,0.503,107,259,0.413,657,1260,0.521,0.538,303,395,0.767,167,173,340,197,74,11,172,221,1938,OOR,1988
Chris Engler,C,28,54,399,36,88,0.409,0,0,0.0,36,88,0.409,0.409,31,35,0.886,32,66,98,15,9,6,29,73,103,OOR,1988
Alex English,SF,34,80,2818,843,1704,0.495,0,6,0.0,843,1698,0.496,0.495,314,379,0.828,166,207,373,377,70,23,181,193,2000,OOR,1988
Mike Evans,PG,32,56,656,139,307,0.453,36,91,0.396,103,216,0.477,0.511,30,37,0.811,9,39,48,81,34,6,43,78,344,OOR,1988
Patrick Ewing,C,25,82,2546,656,1183,0.555,0,3,0.0,656,1180,0.556,0.555,341,476,0.716,245,431,676,125,104,245,287,332,1653,OOR,1988
Jim Farmer,SG,23,30,157,26,69,0.377,0,6,0.0,26,63,0.413,0.377,9,10,0.9,9,9,18,16,3,1,22,18,61,OOR,1988
Dave Feitl,C,25,70,1128,182,404,0.45,0,4,0.0,182,400,0.455,0.45,94,134,0.701,83,252,335,53,15,9,87,146,458,OOR,1988
Kenny Fields,SF,25,7,154,16,36,0.444,0,0,0.0,16,36,0.444,0.444,20,26,0.769,13,16,29,10,5,2,19,17,52,OOR,1988
Vern Fleming,PG,25,80,2733,442,845,0.523,0,13,0.0,442,832,0.531,0.523,227,283,0.802,106,258,364,568,115,11,175,225,1111,OOR,1988
Sleepy Floyd,PG,27,77,2514,420,969,0.433,14,72,0.194,406,897,0.453,0.441,301,354,0.85,77,219,296,544,95,12,223,190,1155,OOR,1988
Tellis Frank,PF,22,78,1597,242,565,0.428,0,1,0.0,242,564,0.429,0.428,150,207,0.725,95,235,330,111,53,23,109,267,634,OOR,1988
World B. Free,SG,34,58,682,143,350,0.409,8,35,0.229,135,315,0.429,0.42,80,100,0.8,14,30,44,60,20,3,49,74,374,OOR,1988
Kevin Gamble,SF,22,9,19,0,3,0.0,0,1,0.0,0,2,0.0,0.0,0,0,0.0,2,1,3,1,2,0,2,2,0,OOR,1988
Winston Garland,PG,23,67,2122,340,775,0.439,13,39,0.333,327,736,0.444,0.447,138,157,0.879,68,159,227,429,116,7,167,188,831,OOR,1988
Armen Gilliam,PF,23,55,1807,342,720,0.475,0,0,0.0,342,720,0.475,0.475,131,193,0.679,134,300,434,72,58,29,123,143,815,OOR,1988
Artis Gilmore,C,38,71,893,99,181,0.547,0,0,0.0,99,181,0.547,0.547,67,128,0.523,69,142,211,21,15,30,67,148,265,OOR,1988
Mike Gminski,C,28,81,2961,505,1126,0.448,0,2,0.0,505,1124,0.449,0.448,355,392,0.906,245,569,814,139,64,118,177,176,1365,OOR,1988
Lancaster Gordon,SG,25,8,65,11,31,0.355,0,0,0.0,11,31,0.355,0.355,6,6,1.0,2,2,4,7,1,2,4,8,28,OOR,1988
Horace Grant,PF,22,81,1827,254,507,0.501,0,2,0.0,254,505,0.503,0.501,114,182,0.626,155,292,447,89,51,53,86,221,622,OOR,1988
Stuart Gray,C,24,74,807,90,193,0.466,0,1,0.0,90,192,0.469,0.466,44,73,0.603,70,180,250,44,11,32,50,152,224,OOR,1988
A.C. Green,PF,24,82,2636,322,640,0.503,0,2,0.0,322,638,0.505,0.503,293,379,0.773,245,465,710,93,87,45,120,204,937,OOR,1988
Rickey Green,PG,33,81,1116,157,370,0.424,4,19,0.211,153,351,0.436,0.43,75,83,0.904,14,66,80,300,57,1,94,83,393,OOR,1988
Sidney Green,PF,27,82,2049,258,585,0.441,0,2,0.0,258,583,0.443,0.441,126,190,0.663,221,421,642,93,65,32,148,318,642,OOR,1988
Dave Greenwood,PF,30,45,1236,151,328,0.46,0,2,0.0,151,326,0.463,0.46,83,111,0.748,92,208,300,97,33,22,74,134,385,OOR,1988
Claude Gregory,PF,29,23,313,61,134,0.455,0,1,0.0,61,133,0.459,0.455,12,36,0.333,37,58,95,16,9,13,22,37,134,OOR,1988
Darrell Griffith,SG,29,52,1052,251,585,0.429,28,102,0.275,223,483,0.462,0.453,59,92,0.641,36,91,127,91,52,5,67,102,589,OOR,1988
Pétur Guðmundsson,C,29,69,1017,139,280,0.496,0,1,0.0,139,279,0.498,0.496,117,145,0.807,93,230,323,86,18,61,103,197,395,OOR,1988
Bob Hansen,SG,27,81,1796,316,611,0.517,32,97,0.33,284,514,0.553,0.543,113,152,0.743,64,123,187,175,65,5,91,193,777,OOR,1988
Bill Hanzlik,SF,30,77,1334,109,287,0.38,3,16,0.188,106,271,0.391,0.385,129,163,0.791,39,132,171,166,64,17,95,185,350,OOR,1988
Derek Harper,PG,26,82,3032,536,1167,0.459,60,192,0.313,476,975,0.488,0.485,261,344,0.759,71,175,246,634,168,35,190,164,1393,OOR,1988
Ron Harper,SG,24,57,1830,340,732,0.464,3,20,0.15,337,712,0.473,0.467,196,278,0.705,64,159,223,281,122,52,158,157,879,OOR,1988
Steve Harris,SG,24,58,1084,223,487,0.458,0,7,0.0,223,480,0.465,0.458,89,113,0.788,53,73,126,87,50,8,56,89,535,OOR,1988
Scott Hastings,PF,27,55,403,40,82,0.488,5,12,0.417,35,70,0.5,0.518,25,27,0.926,27,70,97,16,8,10,14,67,110,OOR,1988
Dave Henderson,SG,23,22,351,47,116,0.405,0,1,0.0,47,115,0.409,0.405,32,47,0.681,11,24,35,34,12,5,40,41,126,OOR,1988
Gerald Henderson,PG,32,75,1505,194,453,0.428,69,163,0.423,125,290,0.431,0.504,138,170,0.812,27,80,107,231,69,5,133,187,595,OOR,1988
Kevin Henderson,SG,23,17,190,21,53,0.396,0,1,0.0,21,52,0.404,0.396,15,26,0.577,9,12,21,23,8,0,17,26,57,OOR,1988
Conner Henry,SG,24,39,433,62,150,0.413,20,45,0.444,42,105,0.4,0.48,39,47,0.83,13,36,49,67,12,5,39,37,183,OOR,1988
Rod Higgins,SF,28,68,2188,381,725,0.526,19,39,0.487,362,686,0.528,0.539,273,322,0.848,94,199,293,188,70,31,111,188,1054,OOR,1988
Roy Hinson,SF,26,77,2592,453,930,0.487,0,2,0.0,453,928,0.488,0.487,272,351,0.775,159,358,517,99,69,140,169,275,1178,OOR,1988
Craig Hodges,SG,27,66,1445,242,523,0.463,86,175,0.491,156,348,0.448,0.545,59,71,0.831,19,59,78,153,46,2,77,118,629,OOR,1988
Michael Holton,PG,26,82,1279,163,353,0.462,3,15,0.2,160,338,0.473,0.466,107,129,0.829,50,99,149,211,41,10,86,154,436,OOR,1988
Dave Hoppen,C,23,39,642,84,183,0.459,0,1,0.0,84,182,0.462,0.459,54,62,0.871,58,116,174,32,13,6,37,87,222,OOR,1988
Dennis Hopson,SG,22,61,1365,222,549,0.404,12,45,0.267,210,504,0.417,0.415,131,177,0.74,63,80,143,118,57,25,119,145,587,OOR,1988
Jeff Hornacek,SG,24,82,2243,306,605,0.506,17,58,0.293,289,547,0.528,0.52,152,185,0.822,71,191,262,540,107,10,156,151,781,OOR,1988
Phil Hubbard,SF,31,78,1631,237,485,0.489,0,5,0.0,237,480,0.494,0.489,182,243,0.749,117,164,281,81,50,7,118,167,656,OOR,1988
Eddie Hughes,PG,27,11,42,5,13,0.385,1,6,0.167,4,7,0.571,0.423,6,6,1.0,3,1,4,8,0,0,6,5,17,OOR,1988
Jay Humphries,PG,25,68,1809,284,538,0.528,3,18,0.167,281,520,0.54,0.531,112,153,0.732,49,125,174,395,81,5,127,177,683,OOR,1988
Marc Iavaroni,PF,31,81,1238,143,308,0.464,0,2,0.0,143,306,0.467,0.464,78,99,0.788,94,174,268,67,23,25,83,162,364,OOR,1988
Mark Jackson,PG,22,82,3249,438,1013,0.432,32,126,0.254,406,887,0.458,0.448,206,266,0.774,120,276,396,868,205,6,258,244,1114,OOR,1988
Michael Jackson,PG,23,58,760,64,171,0.374,6,25,0.24,58,146,0.397,0.392,23,32,0.719,17,42,59,179,20,5,58,81,157,OOR,1988
Buck Johnson,SF,24,70,879,155,298,0.52,1,8,0.125,154,290,0.531,0.522,67,91,0.736,77,91,168,49,30,26,54,127,378,OOR,1988
Clemon Johnson,C,31,74,723,49,105,0.467,0,0,0.0,49,105,0.467,0.467,22,32,0.688,66,108,174,17,13,24,29,104,120,OOR,1988
Dennis Johnson,PG,33,77,2670,352,803,0.438,12,46,0.261,340,757,0.449,0.446,255,298,0.856,62,178,240,598,93,29,195,204,971,OOR,1988
Eddie Johnson,SF,28,73,2177,533,1110,0.48,24,94,0.255,509,1016,0.501,0.491,204,240,0.85,121,197,318,180,33,9,139,190,1294,OOR,1988
Frank Johnson,PG,29,75,1258,216,498,0.434,1,9,0.111,215,489,0.44,0.435,121,149,0.812,39,82,121,188,70,4,99,120,554,OOR,1988
Kannard Johnson,SF,22,4,12,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,0,0,0,0,1,0,2,1,2,OOR,1988
Kevin Johnson,PG,21,80,1917,275,596,0.461,5,24,0.208,270,572,0.472,0.466,177,211,0.839,36,155,191,437,103,24,146,155,732,OOR,1988
Magic Johnson,PG,28,72,2637,490,996,0.492,11,56,0.196,479,940,0.51,0.497,417,489,0.853,88,361,449,858,114,13,269,147,1408,Candidate,1988
Steve Johnson,C,30,43,1050,258,488,0.529,0,1,0.0,258,487,0.53,0.529,146,249,0.586,84,158,242,57,17,32,122,151,662,OOR,1988
Vinnie Johnson,SG,31,82,1935,425,959,0.443,5,24,0.208,420,935,0.449,0.446,147,217,0.677,90,141,231,267,58,18,152,164,1002,OOR,1988
Caldwell Jones,C,37,79,1778,128,263,0.487,0,4,0.0,128,259,0.494,0.487,78,106,0.736,105,303,408,81,29,99,82,251,334,OOR,1988
Charles Jones,PF,30,69,1313,72,177,0.407,0,1,0.0,72,176,0.409,0.407,53,75,0.707,106,219,325,59,53,113,57,226,197,OOR,1988
Charles Jones,PF,26,37,186,16,40,0.4,0,1,0.0,16,39,0.41,0.4,19,33,0.576,11,20,31,8,3,6,12,28,51,OOR,1988
Michael Jordan,SG,24,82,3311,1069,1998,0.535,7,53,0.132,1062,1945,0.546,0.537,723,860,0.841,139,310,449,485,259,131,252,270,2868,MVP,1988
Jerome Kersey,SF,25,79,2888,611,1225,0.499,3,15,0.2,608,1210,0.502,0.5,291,396,0.735,211,446,657,243,127,65,161,302,1516,OOR,1988
Albert King,SF,28,72,1593,211,540,0.391,17,49,0.347,194,491,0.395,0.406,78,103,0.757,71,145,216,109,39,18,93,219,517,OOR,1988
Bernard King,SF,31,69,2044,470,938,0.501,1,6,0.167,469,932,0.503,0.502,247,324,0.762,86,194,280,192,49,10,211,202,1188,OOR,1988
Greg Kite,C,26,53,1063,92,205,0.449,0,1,0.0,92,204,0.451,0.449,40,79,0.506,85,179,264,47,19,58,73,153,224,OOR,1988
Joe Kleine,C,26,82,1999,324,686,0.472,0,0,0.0,324,686,0.472,0.472,153,188,0.814,179,400,579,93,28,59,107,228,801,OOR,1988
Bart Kofoed,SG,23,36,225,18,48,0.375,2,7,0.286,16,41,0.39,0.396,8,13,0.615,4,11,15,23,6,1,18,42,46,OOR,1988
Jon Koncak,C,24,49,1073,98,203,0.483,0,2,0.0,98,201,0.488,0.483,83,136,0.61,103,230,333,19,36,56,53,161,279,OOR,1988
Larry Krystkowiak,PF,23,50,1050,128,266,0.481,0,3,0.0,128,263,0.487,0.481,103,127,0.811,88,143,231,50,18,8,57,137,359,OOR,1988
Bill Laimbeer,C,30,82,2897,455,923,0.493,13,39,0.333,442,884,0.5,0.5,187,214,0.874,165,667,832,199,66,78,136,284,1110,OOR,1988
Jeff Lamp,SF,28,3,7,0,0,0.0,0,0,0.0,0,0,0.0,0.0,2,2,1.0,0,0,0,0,0,0,0,1,2,OOR,1988
Allen Leavell,SG,30,80,2150,291,666,0.437,19,88,0.216,272,578,0.471,0.451,218,251,0.869,22,126,148,405,124,9,130,162,819,OOR,1988
Fat Lever,SG,27,82,3061,643,1360,0.473,12,57,0.211,631,1303,0.484,0.477,248,316,0.785,203,462,665,639,223,21,182,214,1546,OOR,1988
Cliff Levingston,PF,27,82,2135,314,564,0.557,1,2,0.5,313,562,0.557,0.558,190,246,0.772,228,276,504,71,52,84,94,287,819,OOR,1988
Ralph Lewis,SG,24,50,310,27,87,0.31,0,1,0.0,27,86,0.314,0.31,29,48,0.604,17,34,51,14,13,4,19,36,83,OOR,1988
Reggie Lewis,SG,22,49,405,90,193,0.466,0,4,0.0,90,189,0.476,0.466,40,57,0.702,28,35,63,26,16,15,30,54,220,OOR,1988
Alton Lister,C,29,82,1812,173,343,0.504,1,2,0.5,172,341,0.504,0.506,114,188,0.606,200,427,627,58,27,140,90,319,461,OOR,1988
Brad Lohaus,PF,23,70,718,122,246,0.496,3,13,0.231,119,233,0.511,0.502,50,62,0.806,46,92,138,49,20,41,59,123,297,OOR,1988
John Long,SG,31,81,2022,417,879,0.474,34,77,0.442,383,802,0.478,0.494,166,183,0.907,72,157,229,173,84,11,127,164,1034,OOR,1988
John Lucas,PG,34,81,1766,281,631,0.445,51,151,0.338,230,480,0.479,0.486,130,162,0.802,29,130,159,392,88,3,125,102,743,OOR,1988
Maurice Lucas,PF,35,73,1191,168,373,0.45,0,3,0.0,168,370,0.454,0.45,109,148,0.736,101,214,315,94,33,10,73,188,445,OOR,1988
Rick Mahorn,PF,29,67,1963,276,481,0.574,1,2,0.5,275,479,0.574,0.575,164,217,0.756,159,406,565,60,43,42,119,262,717,OOR,1988
Jeff Malone,SG,26,80,2655,648,1360,0.476,10,24,0.417,638,1336,0.478,0.48,335,380,0.882,44,162,206,237,51,13,172,198,1641,OOR,1988
Karl Malone,PF,24,82,3198,858,1650,0.52,0,5,0.0,858,1645,0.522,0.52,552,789,0.7,277,709,986,199,117,50,325,296,2268,OOR,1988
Moses Malone,C,32,79,2692,531,1090,0.487,2,7,0.286,529,1083,0.488,0.488,543,689,0.788,372,512,884,112,59,72,249,160,1607,OOR,1988
Pace Mannion,SF,27,35,477,48,118,0.407,2,12,0.167,46,106,0.434,0.415,25,37,0.676,17,34,51,55,13,7,24,53,123,OOR,1988
Bill Martin,SF,25,10,101,16,51,0.314,0,1,0.0,16,50,0.32,0.314,8,13,0.615,9,18,27,6,5,0,9,16,40,OOR,1988
Maurice Martin,SF,23,26,136,23,61,0.377,1,4,0.25,22,57,0.386,0.385,10,21,0.476,13,11,24,14,6,3,10,21,57,OOR,1988
Wes Matthews,PG,28,51,706,114,248,0.46,7,30,0.233,107,218,0.491,0.474,54,65,0.831,16,50,66,138,25,3,69,65,289,OOR,1988
