Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Jon Barry,SG,34,57,1101,120,297,0.404,51,138,0.37,69,159,0.434,0.49,60,71,0.845,25,98,123,147,57,8,53,66,351,OOR
Mengke Bateer,C,28,7,40,4,7,0.571,0,0,0.0,4,7,0.571,0.571,0,0,0.0,5,3,8,1,1,0,2,10,8,OOR
Tony Battie,C,27,73,1478,170,384,0.443,2,9,0.222,168,375,0.448,0.445,66,89,0.742,118,241,359,58,26,67,63,159,408,OOR
Shane Battier,SF,25,79,1947,242,543,0.446,65,186,0.349,177,357,0.496,0.506,120,164,0.732,102,201,303,101,101,58,56,187,669,OOR
Lonny Baxter,C-PF,25,62,766,103,209,0.493,1,3,0.333,102,206,0.495,0.495,44,76,0.579,64,123,187,20,17,29,38,123,251,OOR
Jerome Beasley,PF,23,2,5,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,0,1,1,0,0,0,0,0,2,OOR
Raja Bell,SG,27,82,2020,329,805,0.409,62,166,0.373,267,639,0.418,0.447,195,248,0.786,60,181,241,107,63,13,111,262,915,OOR
Troy Bell,PG,23,6,34,4,18,0.222,0,4,0.0,4,14,0.286,0.222,3,3,1.0,3,1,4,4,1,0,6,6,11,OOR
Jonathan Bender,SF,23,21,271,50,106,0.472,9,22,0.409,41,84,0.488,0.514,39,47,0.83,9,31,40,9,5,11,33,23,148,OOR
Travis Best,PG,31,61,762,64,172,0.372,3,20,0.15,61,152,0.401,0.381,40,46,0.87,17,51,68,112,31,4,33,66,171,OOR
Mike Bibby,PG,25,82,2980,527,1170,0.45,148,378,0.392,379,792,0.479,0.514,304,373,0.815,67,210,277,444,112,18,175,146,1506,OOR
Chauncey Billups,PG,27,78,2758,392,996,0.394,130,335,0.388,262,661,0.396,0.459,404,460,0.878,35,241,276,446,84,8,189,177,1318,OOR
Steve Blake,PG,23,75,1392,157,407,0.386,75,202,0.371,82,205,0.4,0.478,55,67,0.821,18,99,117,209,57,7,128,100,444,OOR
Corie Blount,PF-C,35,62,1050,115,253,0.455,0,3,0.0,115,250,0.46,0.455,15,27,0.556,98,177,275,55,49,24,43,135,245,OOR
Mark Blount,C,28,82,2402,342,604,0.566,0,0,0.0,342,604,0.566,0.566,159,221,0.719,207,382,589,75,80,106,150,253,843,OOR
Keith Bogans,SF,23,73,1787,183,454,0.403,67,187,0.358,116,267,0.434,0.477,65,103,0.631,106,211,317,98,46,10,75,128,498,OOR
Calvin Booth,C,27,71,1206,135,290,0.466,0,2,0.0,135,288,0.469,0.466,75,94,0.798,86,194,280,28,17,101,45,150,345,OOR
Carlos Boozer,PF,22,75,2592,471,900,0.523,1,6,0.167,470,894,0.526,0.524,219,285,0.768,230,627,857,148,74,55,134,199,1162,OOR
Curtis Borchardt,C,23,16,258,22,56,0.393,0,1,0.0,22,55,0.4,0.393,14,18,0.778,13,41,54,15,4,14,18,40,58,OOR
Chris Bosh,C,19,75,2510,327,712,0.459,5,14,0.357,322,698,0.461,0.463,202,288,0.701,191,366,557,78,59,106,107,215,861,OOR
Ruben Boumtje-Boumtje,C,25,9,26,1,5,0.2,0,0,0.0,1,5,0.2,0.2,2,2,1.0,0,1,1,1,0,1,0,2,4,OOR
Bruce Bowen,SF,32,82,2624,211,502,0.42,77,212,0.363,134,290,0.462,0.497,66,114,0.579,45,208,253,113,84,33,90,166,565,OOR
Ryan Bowen,PF,28,52,392,18,53,0.34,0,0,0.0,18,53,0.34,0.34,10,12,0.833,39,48,87,18,18,16,6,47,46,OOR
Earl Boykins,SG,27,82,1849,321,766,0.419,55,171,0.322,266,595,0.447,0.455,142,162,0.877,42,101,143,295,51,3,100,84,839,OOR
Michael Bradley,C-PF,24,16,98,7,15,0.467,0,0,0.0,7,15,0.467,0.467,1,2,0.5,6,17,23,1,3,0,7,14,15,OOR
Shawn Bradley,C,31,66,773,89,188,0.473,0,1,0.0,89,187,0.476,0.473,41,49,0.837,72,101,173,20,33,74,17,130,219,OOR
Torraye Braggs,PF,27,15,154,16,33,0.485,0,0,0.0,16,33,0.485,0.485,8,12,0.667,18,21,39,7,4,2,13,29,40,OOR
Elton Brand,PF,24,69,2670,484,982,0.493,0,1,0.0,484,981,0.493,0.493,411,532,0.773,269,445,714,227,64,154,193,229,1379,OOR
J.R. Bremer,PG,23,36,443,43,158,0.272,19,74,0.257,24,84,0.286,0.332,13,20,0.65,9,27,36,51,18,4,24,32,118,OOR
Jamison Brewer,PG,23,13,160,13,35,0.371,5,14,0.357,8,21,0.381,0.443,1,6,0.167,2,9,11,17,7,0,10,9,32,OOR
Primož Brezec,C,24,18,72,12,26,0.462,0,0,0.0,12,26,0.462,0.462,4,6,0.667,5,10,15,3,0,3,6,13,28,OOR
Damone Brown,PF,24,3,17,1,10,0.1,0,0,0.0,1,10,0.1,0.1,1,2,0.5,3,2,5,0,2,0,1,2,3,OOR
Devin Brown,SG,25,58,627,85,196,0.434,4,14,0.286,81,182,0.445,0.444,60,74,0.811,38,92,130,33,15,4,38,61,234,OOR
Kedrick Brown,SF,22,55,969,117,254,0.461,38,99,0.384,79,155,0.51,0.535,17,27,0.63,41,105,146,64,30,7,29,80,289,OOR
Kwame Brown,PF,21,74,2239,288,589,0.489,1,2,0.5,287,587,0.489,0.49,228,334,0.683,178,372,550,112,66,52,140,144,805,OOR
P.J. Brown,PF,34,80,2753,339,712,0.476,0,1,0.0,339,711,0.477,0.476,158,185,0.854,237,453,690,155,78,73,101,203,836,OOR
Tierre Brown,PG,24,3,17,2,4,0.5,0,0,0.0,2,4,0.5,0.5,2,4,0.5,0,1,1,2,0,0,7,1,6,OOR
Rick Brunson,PG,31,40,412,40,105,0.381,11,23,0.478,29,82,0.354,0.433,27,31,0.871,9,28,37,82,25,3,33,44,118,OOR
Kobe Bryant,SG,25,65,2447,516,1178,0.438,71,217,0.327,445,961,0.463,0.468,454,533,0.852,103,256,359,330,112,28,171,176,1557,Candidate
Greg Buckner,SG,27,53,703,66,175,0.377,12,44,0.273,54,131,0.412,0.411,20,27,0.741,28,75,103,45,21,4,34,77,164,OOR
Rodney Buford,SF,26,22,141,19,56,0.339,0,2,0.0,19,54,0.352,0.339,3,6,0.5,6,9,15,7,6,1,4,9,41,OOR
Caron Butler,SF,23,68,2030,240,631,0.38,10,42,0.238,230,589,0.39,0.388,133,176,0.756,92,234,326,126,75,13,91,162,623,OOR
Mitchell Butler,SG,33,41,552,54,124,0.435,11,30,0.367,43,94,0.457,0.48,15,24,0.625,24,47,71,32,22,4,24,54,134,OOR
Rasual Butler,SF,24,45,675,119,250,0.476,50,108,0.463,69,142,0.486,0.576,16,21,0.762,4,57,61,23,10,13,28,72,304,OOR
Žarko Čabarkapa,PF,22,49,570,81,197,0.411,6,32,0.188,75,165,0.455,0.426,35,53,0.66,26,73,99,40,10,13,54,75,203,OOR
Marcus Camby,C,29,72,2162,262,549,0.477,0,2,0.0,262,547,0.479,0.477,98,136,0.721,211,516,727,132,86,187,98,239,622,OOR
Elden Campbell,C,35,65,892,138,314,0.439,0,0,0.0,138,314,0.439,0.439,85,124,0.685,52,157,209,45,21,50,63,137,361,OOR
Brian Cardinal,PF,26,76,1634,220,466,0.472,55,124,0.444,165,342,0.482,0.531,238,271,0.878,100,217,317,103,66,20,84,206,733,OOR
Matt Carroll,SG,23,16,70,7,16,0.438,1,3,0.333,6,13,0.462,0.469,4,6,0.667,1,5,6,2,1,0,6,8,19,OOR
Anthony Carter,PG,28,5,87,11,37,0.297,0,3,0.0,11,34,0.324,0.297,0,0,0.0,2,9,11,12,4,0,12,9,22,OOR
Maurice Carter,SG,27,10,110,11,35,0.314,4,11,0.364,7,24,0.292,0.371,16,20,0.8,2,9,11,4,0,0,9,10,42,OOR
Vince Carter,SG,27,73,2785,608,1457,0.417,93,243,0.383,515,1214,0.424,0.449,336,417,0.806,95,254,349,348,88,65,223,212,1645,OOR
Sam Cassell,PG,34,81,2838,620,1270,0.488,74,186,0.398,546,1084,0.504,0.517,289,331,0.873,44,227,271,592,102,18,220,247,1603,OOR
Kelvin Cato,PF,29,69,1743,161,360,0.447,0,0,0.0,161,360,0.447,0.447,96,142,0.676,153,319,472,72,52,96,84,203,418,OOR
Tyson Chandler,PF,21,35,782,67,158,0.424,0,1,0.0,67,157,0.427,0.424,79,118,0.669,82,188,270,23,17,43,38,87,213,OOR
Calbert Cheaney,SF,32,79,2067,278,578,0.481,0,10,0.0,278,568,0.489,0.481,47,77,0.61,77,183,260,136,60,12,85,184,603,OOR
Doug Christie,SG,33,82,2780,317,688,0.461,49,142,0.345,268,546,0.491,0.496,148,172,0.86,69,260,329,347,151,41,155,186,831,OOR
Keon Clark,PF,28,2,27,2,6,0.333,0,0,0.0,2,6,0.333,0.333,0,0,0.0,1,6,7,1,1,0,0,1,4,OOR
Speedy Claxton,PG,25,60,1595,224,524,0.427,4,22,0.182,220,502,0.438,0.431,182,224,0.813,38,118,156,267,97,9,102,146,634,OOR
Mateen Cleaves,PG,26,4,92,7,23,0.304,0,1,0.0,7,22,0.318,0.304,1,2,0.5,1,6,7,19,4,2,5,13,15,OOR
Derrick Coleman,C,36,34,843,107,259,0.413,8,36,0.222,99,223,0.444,0.429,49,65,0.754,45,147,192,46,23,26,57,79,271,OOR
Bimbo Coles,PG,35,22,170,12,34,0.353,0,0,0.0,12,34,0.353,0.353,4,6,0.667,2,8,10,15,3,0,9,27,28,OOR
Jason Collier,C,26,20,545,79,165,0.479,1,4,0.25,78,161,0.484,0.482,67,85,0.788,36,75,111,17,11,11,31,71,226,OOR
Jarron Collins,C,25,81,1732,147,295,0.498,0,1,0.0,147,294,0.5,0.498,188,262,0.718,117,199,316,77,26,18,79,255,482,OOR
Jason Collins,C,25,78,2220,163,384,0.424,0,2,0.0,163,382,0.427,0.424,136,184,0.739,143,257,400,153,67,56,97,251,462,OOR
Brian Cook,C,23,35,442,67,141,0.475,0,5,0.0,67,136,0.493,0.475,21,28,0.75,31,70,101,20,16,16,17,64,155,OOR
Omar Cook,PG,22,17,139,7,27,0.259,0,1,0.0,7,26,0.269,0.259,0,0,0.0,3,3,6,24,10,0,10,14,14,OOR
Chris Crawford,PF,28,56,1207,211,471,0.448,44,113,0.389,167,358,0.466,0.495,103,119,0.866,58,117,175,45,37,20,55,131,569,OOR
Jamal Crawford,SG,23,80,2811,509,1318,0.386,165,521,0.317,344,797,0.432,0.449,200,240,0.833,46,237,283,405,111,29,193,161,1383,OOR
Austin Croshere,PF,28,77,1051,119,307,0.388,56,144,0.389,63,163,0.387,0.479,93,104,0.894,60,183,243,52,24,14,55,101,387,OOR
Eddy Curry,PF,21,73,2154,417,840,0.496,1,1,1.0,416,839,0.496,0.497,235,350,0.671,143,308,451,68,24,83,177,258,1070,OOR
Michael Curry,SF,35,70,1229,76,196,0.388,3,15,0.2,73,181,0.403,0.395,49,58,0.845,22,65,87,53,23,5,48,153,204,OOR
Samuel Dalembert,C,22,82,2197,270,499,0.541,0,1,0.0,270,498,0.542,0.541,112,174,0.644,194,432,626,21,44,189,86,273,652,OOR
Erick Dampier,C,28,74,2403,348,650,0.535,0,2,0.0,348,648,0.537,0.535,217,332,0.654,344,543,887,60,33,137,131,227,913,OOR
Antonio Daniels,PG,28,71,1512,187,398,0.47,42,116,0.362,145,282,0.514,0.523,155,184,0.842,23,119,142,298,45,6,61,64,571,OOR
Marquis Daniels,SG,23,56,1039,203,411,0.494,11,36,0.306,192,375,0.512,0.507,60,78,0.769,66,80,146,116,53,12,44,51,477,OOR
Antonio Davis,C,35,80,2570,266,660,0.403,0,0,0.0,266,660,0.403,0.403,176,230,0.765,207,464,671,137,37,65,114,206,708,OOR
Baron Davis,PG,24,67,2686,554,1402,0.395,187,582,0.321,367,820,0.448,0.462,237,352,0.673,66,221,287,501,158,27,215,178,1532,OOR
Dale Davis,C,34,76,1682,133,281,0.473,0,0,0.0,133,281,0.473,0.473,65,106,0.613,158,240,398,72,43,62,40,154,331,OOR
Hubert Davis,SG,33,17,78,1,11,0.091,0,1,0.0,1,10,0.1,0.091,2,2,1.0,2,6,8,4,2,0,3,12,4,OOR
Josh Davis,PF,23,4,23,2,5,0.4,0,2,0.0,2,3,0.667,0.4,1,1,1.0,1,4,5,0,0,0,2,3,5,OOR
Ricky Davis,SF-SG,24,79,2474,446,950,0.469,52,140,0.371,394,810,0.486,0.497,196,273,0.718,77,281,358,259,96,22,189,171,1140,OOR
Andrew DeClercq,C,30,71,1211,93,195,0.477,0,0,0.0,93,195,0.477,0.477,44,54,0.815,131,186,317,44,47,32,54,217,230,OOR
Tony Delk,SG,30,33,509,70,184,0.38,20,66,0.303,50,118,0.424,0.435,37,44,0.841,16,43,59,28,27,7,17,46,197,OOR
Derrick Dial,SG,28,9,86,9,28,0.321,2,9,0.222,7,19,0.368,0.357,6,8,0.75,5,8,13,2,6,0,1,6,26,OOR
Boris Diaw,SG,21,76,1919,140,313,0.447,6,26,0.231,134,287,0.467,0.457,56,93,0.602,111,231,342,182,59,37,126,191,342,OOR
Dan Dickau,PG,25,43,294,37,98,0.378,10,30,0.333,27,68,0.397,0.429,11,14,0.786,7,19,26,38,17,0,26,44,95,OOR
Kaniel Dickens,PF,25,3,12,3,3,1.0,0,0,0.0,3,3,1.0,1.0,1,2,0.5,2,0,2,0,0,0,1,3,7,OOR
DeSagana Diop,C,22,56,730,57,147,0.388,0,0,0.0,57,147,0.388,0.388,12,20,0.6,72,127,199,34,26,51,29,116,126,OOR
Vlade Divac,C,35,81,2317,314,668,0.47,2,13,0.154,312,655,0.476,0.472,170,260,0.654,136,327,463,432,57,77,173,222,800,OOR
Juan Dixon,SG,25,71,1478,247,637,0.388,59,198,0.298,188,439,0.428,0.434,111,139,0.799,30,118,148,137,82,4,104,111,664,OOR
Michael Doleac,C,26,72,1029,140,322,0.435,0,0,0.0,140,322,0.435,0.435,45,52,0.865,88,177,265,44,23,36,48,142,325,OOR
Keyon Dooling,PG,23,58,1137,137,352,0.389,8,46,0.174,129,306,0.422,0.401,78,94,0.83,17,62,79,130,45,6,65,108,360,OOR
Bryce Drew,PG,29,15,78,4,18,0.222,1,7,0.143,3,11,0.273,0.25,3,3,1.0,0,6,6,13,4,0,8,1,12,OOR
Predrag Drobnjak,C,28,61,949,149,379,0.393,11,36,0.306,138,343,0.402,0.408,73,86,0.849,54,142,196,39,22,24,48,85,382,OOR
Tim Duncan,PF,27,69,2527,592,1181,0.501,2,12,0.167,590,1169,0.505,0.502,352,588,0.599,227,632,859,213,62,185,183,164,1538,Candidate
Mike Dunleavy,SF,23,75,2336,323,720,0.449,94,254,0.37,229,466,0.491,0.514,137,185,0.741,87,355,442,220,68,13,143,169,877,OOR
Ronald Dupree,SF,23,47,893,111,282,0.394,4,9,0.444,107,273,0.392,0.401,66,105,0.629,55,112,167,55,32,18,51,134,292,OOR
Ndudi Ebi,SF,19,17,32,6,14,0.429,0,0,0.0,6,14,0.429,0.429,1,4,0.25,2,1,3,3,0,4,3,6,13,OOR
Howard Eisley,PG,31,67,1457,166,451,0.368,52,163,0.319,114,288,0.396,0.426,76,89,0.854,20,109,129,273,56,5,98,137,460,OOR
Francisco Elson,C,27,62,875,94,199,0.472,0,1,0.0,94,198,0.475,0.472,30,45,0.667,65,138,203,32,35,39,35,145,218,OOR
Melvin Ely,PF,25,42,510,66,153,0.431,0,1,0.0,66,152,0.434,0.431,25,42,0.595,48,53,101,22,9,17,20,68,157,OOR
Reggie Evans,PF,23,75,1280,67,165,0.406,0,3,0.0,67,162,0.414,0.406,83,148,0.561,156,252,408,33,54,10,65,176,217,OOR
Desmond Ferguson,SF,26,7,32,5,12,0.417,3,8,0.375,2,4,0.5,0.542,0,2,0.0,0,4,4,1,0,0,1,0,13,OOR
Michael Finley,SG,30,72,2778,514,1159,0.443,150,370,0.405,364,789,0.461,0.508,164,193,0.85,78,247,325,212,84,39,83,118,1342,OOR
Derek Fisher,SG,29,82,1769,203,576,0.352,52,179,0.291,151,397,0.38,0.398,122,153,0.797,30,122,152,187,103,4,79,115,580,OOR
Marcus Fizer,SF,25,46,738,134,350,0.383,2,17,0.118,132,333,0.396,0.386,90,120,0.75,61,141,202,43,16,8,51,97,360,OOR
Alton Ford,PF,22,9,41,6,11,0.545,0,0,0.0,6,11,0.545,0.545,3,6,0.5,3,8,11,3,0,1,3,9,15,OOR
T.J. Ford,PG,20,55,1472,153,398,0.384,5,21,0.238,148,377,0.393,0.391,80,98,0.816,37,140,177,356,60,3,139,123,391,OOR
Danny Fortson,C,27,56,625,71,139,0.511,0,0,0.0,71,139,0.511,0.511,75,92,0.815,114,136,250,9,12,11,37,148,217,OOR
Jeff Foster,C,27,82,1961,197,362,0.544,0,4,0.0,197,358,0.55,0.544,103,154,0.669,248,362,610,64,71,27,60,189,497,OOR
Tremaine Fowlkes,SF,27,36,261,15,48,0.313,1,8,0.125,14,40,0.35,0.323,13,18,0.722,18,35,53,14,9,3,12,37,44,OOR
Rick Fox,SF,34,38,846,73,186,0.392,15,61,0.246,58,125,0.464,0.433,22,30,0.733,29,73,102,98,29,4,48,99,183,OOR
Adonal Foyle,C,28,44,572,59,130,0.454,0,0,0.0,59,130,0.454,0.454,19,35,0.543,54,113,167,17,6,46,21,68,137,OOR
Richie Frahm,SF,26,54,469,63,139,0.453,34,92,0.37,29,47,0.617,0.576,23,26,0.885,12,44,56,24,16,4,7,50,183,OOR
Steve Francis,PG,26,79,3194,450,1117,0.403,73,250,0.292,377,867,0.435,0.436,337,435,0.775,116,317,433,493,139,35,294,257,1310,OOR
Hiram Fuller,PF,22,4,43,3,8,0.375,0,0,0.0,3,8,0.375,0.375,2,6,0.333,4,7,11,2,0,1,4,5,8,OOR
Dan Gadzuric,C,25,75,1260,183,349,0.524,0,1,0.0,183,348,0.526,0.524,58,118,0.492,126,220,346,28,51,105,45,186,424,OOR
Reece Gaines,PG,23,38,364,25,86,0.291,3,10,0.3,22,76,0.289,0.308,16,25,0.64,8,31,39,40,11,2,18,22,69,OOR
Alex Garcia,SG,23,2,13,1,7,0.143,0,0,0.0,1,7,0.143,0.143,1,2,0.5,0,0,0,0,2,0,1,0,3,OOR
Kevin Garnett,PF,27,82,3231,804,1611,0.499,11,43,0.256,793,1568,0.506,0.502,368,465,0.791,245,894,1139,409,120,178,212,202,1987,MVP
Pat Garrity,PF,27,2,22,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,0,0,0,1,0,0,0,2,2,OOR
Pau Gasol,PF,23,78,2458,506,1049,0.482,4,15,0.267,502,1034,0.485,0.484,365,511,0.714,206,394,600,198,44,132,187,185,1381,OOR
Devean George,SF,26,82,1951,233,571,0.408,65,186,0.349,168,385,0.436,0.465,73,96,0.76,87,245,332,112,81,38,88,189,604,OOR
Eddie Gill,PG,25,22,157,15,36,0.417,3,8,0.375,12,28,0.429,0.458,17,20,0.85,4,13,17,16,9,1,12,16,50,OOR
Kendall Gill,SG,35,56,1411,215,548,0.392,9,38,0.237,206,510,0.404,0.401,100,136,0.735,61,129,190,89,65,16,83,107,539,OOR
Manu Ginóbili,SG,26,77,2260,330,789,0.418,88,245,0.359,242,544,0.445,0.474,239,298,0.802,86,258,344,291,136,16,161,181,987,OOR
Gordan Giriček,SF-SG,26,73,2041,316,724,0.436,60,152,0.395,256,572,0.448,0.478,135,158,0.854,51,175,226,122,56,15,103,144,827,OOR
Dion Glover,SG,25,69,1643,230,589,0.39,40,119,0.336,190,470,0.404,0.424,120,156,0.769,58,208,266,130,50,19,102,123,620,OOR
Anthony Goldwire,PG,32,11,85,7,22,0.318,2,8,0.25,5,14,0.357,0.364,1,1,1.0,1,6,7,11,5,0,3,5,17,OOR
Drew Gooden,PF,22,79,2134,369,829,0.445,9,42,0.214,360,787,0.457,0.451,167,262,0.637,160,356,516,89,62,72,126,196,914,OOR
Brian Grant,C,31,76,2303,289,613,0.471,0,1,0.0,289,612,0.472,0.471,86,110,0.782,174,350,524,69,51,35,82,254,664,OOR
Horace Grant,PF,38,55,1106,92,224,0.411,0,1,0.0,92,223,0.413,0.411,39,54,0.722,79,154,233,71,24,21,29,70,223,OOR
Paul Grant,C,30,10,98,11,23,0.478,0,0,0.0,11,23,0.478,0.478,3,8,0.375,7,10,17,3,1,1,7,17,25,OOR
Willie Green,SG,22,53,767,143,357,0.401,19,61,0.311,124,296,0.419,0.427,59,81,0.728,16,49,65,53,26,5,59,83,364,OOR
Adrian Griffin,SG,29,19,133,5,18,0.278,1,2,0.5,4,16,0.25,0.306,0,4,0.0,1,18,19,10,7,2,3,17,11,OOR
Tom Gugliotta,PF,34,55,819,70,203,0.345,1,4,0.25,69,199,0.347,0.347,20,28,0.714,65,122,187,63,31,12,39,81,161,OOR
Marcus Haislip,PF,23,31,263,36,74,0.486,1,2,0.5,35,72,0.486,0.493,20,28,0.714,21,32,53,4,6,12,9,25,93,OOR
Darvin Ham,SF,30,54,484,37,75,0.493,1,2,0.5,36,73,0.493,0.5,21,35,0.6,47,46,93,16,13,8,31,63,96,OOR
Richard Hamilton,SG,25,78,2772,530,1166,0.455,18,68,0.265,512,1098,0.466,0.462,297,342,0.868,78,201,279,310,103,17,210,222,1375,OOR
Zendon Hamilton,C,28,46,473,51,95,0.537,0,0,0.0,51,95,0.537,0.537,67,96,0.698,49,97,146,13,8,8,27,74,169,OOR
Ben Handlogten,C,30,17,172,25,47,0.532,0,0,0.0,25,47,0.532,0.532,18,27,0.667,22,33,55,6,3,4,10,32,68,OOR
Travis Hansen,SF,25,41,507,46,130,0.354,9,30,0.3,37,100,0.37,0.388,22,27,0.815,30,40,70,19,10,9,15,67,123,OOR
Anfernee Hardaway,SG,32,76,2095,279,679,0.411,30,79,0.38,249,600,0.415,0.433,111,138,0.804,69,218,287,176,70,20,107,146,699,OOR
Matt Harpring,SF,27,31,1134,193,410,0.471,8,33,0.242,185,377,0.491,0.48,108,157,0.688,91,156,247,63,22,2,65,102,502,OOR
Al Harrington,PF,23,79,2441,421,909,0.463,21,77,0.273,400,832,0.481,0.475,185,252,0.734,163,345,508,131,80,22,163,250,1048,OOR
Othella Harrington,PF,30,56,872,100,202,0.495,0,0,0.0,100,202,0.495,0.495,58,78,0.744,58,119,177,29,12,14,65,134,258,OOR
Lucious Harris,PG,33,69,1504,187,463,0.404,38,101,0.376,149,362,0.412,0.445,66,78,0.846,39,101,140,135,41,2,53,74,478,OOR
Jason Hart,PG,25,53,660,71,159,0.447,2,9,0.222,69,150,0.46,0.453,33,43,0.767,10,69,79,81,28,5,29,59,177,OOR
Donnell Harvey,PF,23,60,783,89,201,0.443,0,3,0.0,89,198,0.449,0.443,61,83,0.735,48,116,164,21,24,27,45,129,239,OOR
Udonis Haslem,PF,23,75,1795,205,447,0.459,0,3,0.0,205,444,0.462,0.459,140,183,0.765,189,284,473,51,33,24,74,197,550,OOR
Trenton Hassell,SG,24,81,2264,177,381,0.465,4,13,0.308,173,368,0.47,0.47,48,61,0.787,68,189,257,133,36,54,46,200,406,OOR
Jarvis Hayes,SF,22,70,2044,278,695,0.4,40,131,0.305,238,564,0.422,0.429,77,98,0.786,71,193,264,106,71,11,110,157,673,OOR
Brendan Haywood,C,24,77,1484,200,388,0.515,0,1,0.0,200,387,0.517,0.515,137,234,0.585,186,201,387,43,32,100,80,154,537,OOR
Shane Heal,PG,33,6,72,7,24,0.292,4,18,0.222,3,6,0.5,0.375,4,5,0.8,1,3,4,5,1,0,5,2,22,OOR
Alan Henderson,PF,31,6,68,10,21,0.476,0,0,0.0,10,21,0.476,0.476,4,6,0.667,11,10,21,2,1,2,3,1,24,OOR
Nenê,PF,21,77,2504,334,630,0.53,0,2,0.0,334,628,0.532,0.53,240,352,0.682,154,349,503,168,116,41,183,280,908,OOR
Tyrone Hill,PF,35,5,38,3,5,0.6,0,0,0.0,3,5,0.6,0.6,3,4,0.75,5,3,8,0,0,1,2,10,9,OOR
Kirk Hinrich,PG,23,76,2706,318,823,0.386,144,369,0.39,174,454,0.383,0.474,135,168,0.804,42,217,259,517,101,21,204,276,915,OOR
