Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Harvey Catchings,PF,30,80,1603,94,224,0.42,0,0,0.0,94,224,0.42,0.42,41,69,0.594,129,227,356,97,42,134,94,237,229,OOR
Bobby Cattage,PF,23,49,337,60,135,0.444,0,2,0.0,60,133,0.451,0.444,30,41,0.732,22,51,73,7,7,0,18,58,150,OOR
Tom Chambers,PF,22,81,2682,554,1056,0.525,0,2,0.0,554,1054,0.526,0.525,284,458,0.62,211,350,561,146,58,46,220,341,1392,OOR
Maurice Cheeks,PG,25,79,2498,352,676,0.521,6,22,0.273,346,654,0.529,0.525,171,220,0.777,51,197,248,667,209,33,184,247,881,OOR
Jim Chones,C,32,59,867,74,171,0.433,0,0,0.0,74,171,0.433,0.433,36,46,0.783,39,146,185,64,15,32,41,114,184,OOR
Don Collins,SG,23,79,1609,334,653,0.511,1,12,0.083,333,641,0.52,0.512,121,169,0.716,101,95,196,148,89,24,135,195,790,OOR
Darwin Cook,PG,23,82,2090,387,803,0.482,7,31,0.226,380,772,0.492,0.486,118,162,0.728,52,103,155,319,146,24,175,196,899,OOR
Jeff Cook,PF,25,76,1298,151,358,0.422,0,2,0.0,151,356,0.424,0.422,89,134,0.664,112,189,301,100,37,23,80,174,391,OOR
Joe Cooper,C,24,1,11,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,1,1,2,0,0,0,1,2,2,OOR
Michael Cooper,SG,25,76,2197,383,741,0.517,2,17,0.118,381,724,0.526,0.518,139,171,0.813,84,185,269,230,120,61,151,216,907,OOR
Wayne Cooper,C,25,76,1818,281,669,0.42,1,8,0.125,280,661,0.424,0.421,119,160,0.744,200,350,550,115,37,106,88,285,682,OOR
Hollis Copeland,SF,26,18,118,16,38,0.421,0,0,0.0,16,38,0.421,0.421,5,6,0.833,3,2,5,9,4,2,4,19,37,OOR
Dave Corzine,C,25,82,2189,336,648,0.519,1,4,0.25,335,644,0.52,0.519,159,213,0.746,211,418,629,130,33,126,139,235,832,OOR
Charlie Criss,PG,33,55,1392,222,498,0.446,10,29,0.345,212,469,0.452,0.456,141,159,0.887,13,69,82,187,44,6,82,96,595,OOR
Geoff Crompton,C,26,35,203,11,32,0.344,0,0,0.0,11,32,0.344,0.344,6,15,0.4,10,31,41,13,6,12,17,39,28,OOR
Pat Cummings,PF,25,78,1132,219,430,0.509,0,2,0.0,219,428,0.512,0.509,67,91,0.736,61,184,245,99,22,9,108,227,505,OOR
Earl Cureton,PF,24,66,956,149,306,0.487,0,2,0.0,149,304,0.49,0.487,51,94,0.543,90,180,270,32,31,27,44,142,349,OOR
Bob Dandridge,SF,34,11,174,21,55,0.382,0,0,0.0,21,55,0.382,0.382,10,17,0.588,4,13,17,13,5,2,11,25,52,OOR
Adrian Dantley,SF,26,81,3222,904,1586,0.57,1,3,0.333,903,1583,0.57,0.57,648,818,0.792,231,283,514,324,95,14,299,252,2457,OOR
Brad Davis,PG,26,82,2614,397,771,0.515,14,49,0.286,383,722,0.53,0.524,185,230,0.804,35,191,226,509,73,6,159,218,993,OOR
Charles Davis,SF,23,54,575,88,184,0.478,0,2,0.0,88,182,0.484,0.478,30,37,0.811,54,79,133,31,10,13,43,89,206,OOR
Johnny Davis,SG,26,82,2664,538,1153,0.467,5,27,0.185,533,1126,0.473,0.469,315,394,0.799,72,106,178,346,76,11,186,176,1396,OOR
Ron Davis,SF,27,7,67,10,25,0.4,0,0,0.0,10,25,0.4,0.4,3,6,0.5,7,6,13,4,0,0,5,8,23,OOR
Walter Davis,SF,27,55,1182,350,669,0.523,3,16,0.188,347,653,0.531,0.525,91,111,0.82,21,82,103,162,46,3,112,104,794,OOR
Darryl Dawkins,C,25,48,1124,207,367,0.564,0,2,0.0,207,365,0.567,0.564,114,164,0.695,68,237,305,55,19,55,96,193,528,OOR
Larry Demic,PF,24,48,356,39,83,0.47,0,1,0.0,39,82,0.476,0.47,14,39,0.359,29,50,79,14,4,6,26,65,92,OOR
Kenny Dennard,PF,23,30,607,62,121,0.512,0,0,0.0,62,121,0.512,0.512,26,40,0.65,47,86,133,42,35,8,35,81,150,OOR
Coby Dietrick,C,33,74,999,92,200,0.46,0,1,0.0,92,199,0.462,0.46,38,54,0.704,63,125,188,87,49,30,44,131,222,OOR
Mickey Dillard,PG,23,33,221,29,79,0.367,0,4,0.0,29,75,0.387,0.367,15,23,0.652,6,9,15,34,8,2,17,40,73,OOR
James Donaldson,C,24,82,1710,255,419,0.609,0,0,0.0,255,419,0.609,0.609,151,240,0.629,138,352,490,51,27,139,115,186,661,OOR
John Douglas,SG,25,64,1031,181,389,0.465,18,59,0.305,163,330,0.494,0.488,67,102,0.657,27,63,90,146,48,9,92,147,447,OOR
Leon Douglas,C,27,63,1093,70,140,0.5,0,0,0.0,70,140,0.5,0.5,32,80,0.4,111,179,290,35,15,38,55,210,172,OOR
John Drew,SF,27,70,2040,465,957,0.486,4,12,0.333,461,945,0.488,0.488,364,491,0.741,169,206,375,96,64,3,178,250,1298,OOR
Larry Drew,PG,23,81,1973,358,757,0.473,8,27,0.296,350,730,0.479,0.478,150,189,0.794,30,119,149,419,110,1,174,150,874,OOR
Terry Duerod,SG,25,21,146,34,77,0.442,0,1,0.0,34,76,0.447,0.442,4,12,0.333,6,9,15,12,3,1,2,9,72,OOR
Mike Dunleavy,SG,27,70,1315,206,450,0.458,33,86,0.384,173,364,0.475,0.494,75,106,0.708,24,80,104,227,45,3,80,161,520,OOR
T.R. Dunn,SG,26,82,2519,258,504,0.512,0,1,0.0,258,503,0.513,0.512,153,215,0.712,211,348,559,188,135,36,123,210,669,OOR
John Duren,PG,23,79,1056,121,268,0.451,3,11,0.273,118,257,0.459,0.457,27,37,0.73,14,70,84,157,20,4,72,143,272,OOR
Craig Dykema,SF,22,32,103,17,37,0.459,2,4,0.5,15,33,0.455,0.486,7,9,0.778,3,9,12,15,2,0,7,19,43,OOR
Franklin Edwards,PG,22,42,291,65,150,0.433,0,9,0.0,65,141,0.461,0.433,20,27,0.741,10,17,27,45,16,5,24,37,150,OOR
James Edwards,C,26,77,2539,528,1033,0.511,0,4,0.0,528,1029,0.513,0.511,232,339,0.684,189,392,581,123,24,117,162,347,1288,OOR
Len Elmore,C,29,81,2100,300,652,0.46,0,0,0.0,300,652,0.46,0.46,135,170,0.794,167,274,441,100,92,92,136,280,735,OOR
Alex English,SF,28,82,3015,855,1553,0.551,0,8,0.0,855,1545,0.553,0.551,372,443,0.84,210,348,558,433,87,120,261,261,2082,OOR
Julius Erving,SF,31,81,2789,780,1428,0.546,3,11,0.273,777,1417,0.548,0.547,411,539,0.763,220,337,557,319,161,141,214,229,1974,Candidate
Mike Evans,PG,26,22,270,35,86,0.407,0,6,0.0,35,80,0.438,0.407,13,20,0.65,5,17,22,42,13,0,26,36,83,OOR
Eric Fernsten,C,28,43,202,19,49,0.388,0,0,0.0,19,49,0.388,0.388,19,30,0.633,12,30,42,8,5,7,13,23,57,OOR
Chris Ford,SG,33,76,1591,188,450,0.418,20,63,0.317,168,387,0.434,0.44,39,56,0.696,52,56,108,142,42,10,52,143,435,OOR
Don Ford,SF,29,21,201,9,24,0.375,0,1,0.0,9,23,0.391,0.375,5,6,0.833,14,21,35,11,8,0,15,30,23,OOR
Phil Ford,PG,25,72,1952,285,649,0.439,7,32,0.219,278,617,0.451,0.445,136,166,0.819,24,81,105,451,63,1,194,160,713,OOR
World B. Free,SG,28,78,2796,650,1452,0.448,10,56,0.179,640,1396,0.458,0.451,479,647,0.74,118,130,248,419,71,8,208,222,1789,OOR
Mike Gale,PG,31,75,1793,185,373,0.496,0,5,0.0,185,368,0.503,0.496,51,65,0.785,37,152,189,261,121,28,126,173,421,OOR
Calvin Garrett,SF,25,51,858,105,242,0.434,3,10,0.3,102,232,0.44,0.44,17,26,0.654,27,67,94,76,32,6,38,94,230,OOR
George Gervin,SG,29,79,2817,993,1987,0.5,10,36,0.278,983,1951,0.504,0.502,555,642,0.864,138,254,392,187,77,45,210,215,2551,OOR
Artis Gilmore,C,32,82,2796,546,837,0.652,1,1,1.0,545,836,0.652,0.653,424,552,0.768,224,611,835,136,49,220,227,287,1517,OOR
Mike Glenn,SG,26,49,833,158,291,0.543,1,2,0.5,157,289,0.543,0.545,59,67,0.881,5,56,61,87,26,3,27,80,376,OOR
Mike Gminski,C,22,64,740,119,270,0.441,0,0,0.0,119,270,0.441,0.441,97,118,0.822,70,116,186,41,17,48,56,69,335,OOR
Glen Gondrezick,SF,26,80,1699,250,495,0.505,0,3,0.0,250,492,0.508,0.505,160,217,0.737,140,283,423,152,92,36,100,229,660,OOR
Rickey Green,PG,27,81,2822,500,1015,0.493,0,8,0.0,500,1007,0.497,0.493,202,264,0.765,85,158,243,630,185,9,198,183,1202,OOR
Dave Greenwood,PF,24,82,2914,480,1014,0.473,0,3,0.0,480,1011,0.475,0.473,240,291,0.825,192,594,786,262,70,93,180,292,1200,OOR
Kevin Grevey,SG,28,71,2164,376,857,0.439,28,82,0.341,348,775,0.449,0.455,165,193,0.855,57,138,195,149,44,23,96,151,945,OOR
Paul Griffin,PF,28,23,459,32,66,0.485,0,0,0.0,32,66,0.485,0.485,24,37,0.649,29,66,95,54,20,8,40,67,88,OOR
Darrell Griffith,SG,23,80,2597,689,1429,0.482,15,52,0.288,674,1377,0.489,0.487,189,271,0.697,128,177,305,187,95,34,193,213,1582,OOR
Bob Gross,SF,28,59,1377,173,322,0.537,3,6,0.5,170,316,0.538,0.542,78,104,0.75,101,158,259,125,75,41,88,162,427,OOR
Ernie Grunfeld,SG,26,81,1892,420,822,0.511,2,14,0.143,418,808,0.517,0.512,188,229,0.821,55,127,182,276,72,39,148,191,1030,OOR
Pétur Guðmundsson,C,23,68,845,83,166,0.5,1,1,1.0,82,165,0.497,0.503,52,76,0.684,51,135,186,59,13,30,73,163,219,OOR
Glenn Hagan,PG,26,4,25,3,7,0.429,0,0,0.0,3,7,0.429,0.429,1,1,1.0,2,2,4,8,3,0,1,7,7,OOR
Bill Hanzlik,SF,24,81,1974,167,357,0.468,0,4,0.0,167,353,0.473,0.468,138,176,0.784,99,167,266,183,81,30,106,250,472,OOR
Alan Hardy,SG,24,38,310,62,136,0.456,0,5,0.0,62,131,0.473,0.456,18,29,0.621,14,20,34,20,9,4,20,32,142,OOR
James Hardy,SF,25,82,1814,179,369,0.485,0,1,0.0,179,368,0.486,0.485,64,93,0.688,153,317,470,110,58,67,78,192,422,OOR
Mike Harper,PF,24,68,1433,184,370,0.497,0,1,0.0,184,369,0.499,0.497,96,153,0.627,127,212,339,54,55,82,92,229,464,OOR
Joe Hassett,SG,26,68,787,144,382,0.377,71,214,0.332,73,168,0.435,0.47,31,37,0.838,13,40,53,104,30,3,36,94,390,OOR
Steve Hawes,PF,31,49,1317,178,370,0.481,4,10,0.4,174,360,0.483,0.486,96,126,0.762,89,231,320,142,36,34,87,156,456,OOR
Elvin Hayes,PF,36,82,3032,519,1100,0.472,0,5,0.0,519,1095,0.474,0.472,280,422,0.664,267,480,747,144,62,104,208,287,1318,OOR
Steve Hayes,C,26,35,487,54,111,0.486,0,0,0.0,54,111,0.486,0.486,32,53,0.604,39,78,117,28,4,20,19,71,140,OOR
Spencer Haywood,PF,32,76,2086,395,829,0.476,0,3,0.0,395,826,0.478,0.476,219,260,0.842,144,278,422,64,45,68,175,249,1009,OOR
Gerald Henderson,PG,26,82,1844,353,705,0.501,2,12,0.167,351,693,0.506,0.502,125,172,0.727,47,105,152,252,82,11,150,199,833,OOR
Tom Henderson,SG,30,75,1721,183,403,0.454,0,2,0.0,183,401,0.456,0.454,105,150,0.7,33,105,138,306,55,7,105,120,471,OOR
Keith Herron,SG,25,30,269,39,106,0.368,0,1,0.0,39,105,0.371,0.368,7,8,0.875,10,11,21,23,8,2,12,25,85,OOR
Kenny Higgs,PG,27,76,1696,202,468,0.432,4,21,0.19,198,447,0.443,0.436,161,197,0.817,23,121,144,395,72,6,156,263,569,OOR
Armond Hill,PG,28,40,723,53,126,0.421,0,2,0.0,53,124,0.427,0.421,39,55,0.709,12,40,52,106,21,5,66,88,145,OOR
Brad Holland,SG,25,14,194,27,78,0.346,0,3,0.0,27,75,0.36,0.346,3,6,0.5,6,7,13,18,11,1,8,13,57,OOR
Lionel Hollins,PG,28,81,2257,380,797,0.477,2,16,0.125,378,781,0.484,0.478,132,188,0.702,35,152,187,316,103,20,146,198,894,OOR
Cedrick Hordges,PF,25,77,1372,204,414,0.493,3,13,0.231,201,401,0.501,0.496,116,199,0.583,119,276,395,65,26,19,111,230,527,OOR
Phil Hubbard,SF,25,83,1839,326,665,0.49,0,4,0.0,326,661,0.493,0.49,191,280,0.682,187,286,473,91,65,19,161,292,843,OOR
Geoff Huston,PG,24,78,2409,325,672,0.484,3,10,0.3,322,662,0.486,0.486,153,200,0.765,53,97,150,590,70,11,171,169,806,OOR
Dan Issel,C,33,81,2472,651,1236,0.527,4,6,0.667,647,1230,0.526,0.528,546,655,0.834,174,434,608,179,67,55,169,245,1852,OOR
Tracy Jackson,SG,22,49,478,79,172,0.459,0,0,0.0,79,172,0.459,0.459,38,49,0.776,35,28,63,27,14,3,24,48,196,OOR
Clay Johnson,SG,25,7,65,11,20,0.55,0,0,0.0,11,20,0.55,0.55,3,6,0.5,8,4,12,7,3,3,7,13,25,OOR
Clemon Johnson,C,25,79,1979,312,641,0.487,0,0,0.0,312,641,0.487,0.487,123,189,0.651,184,387,571,127,60,112,138,241,747,OOR
Dennis Johnson,SG,27,80,2937,577,1228,0.47,8,42,0.19,569,1186,0.48,0.473,399,495,0.806,142,268,410,369,105,55,233,253,1561,OOR
Eddie Johnson,SG,26,68,2314,455,1011,0.45,7,30,0.233,448,981,0.457,0.454,294,385,0.764,63,128,191,358,102,16,186,188,1211,OOR
Eddie Johnson,SF,22,74,1517,295,643,0.459,1,11,0.091,294,632,0.465,0.46,99,149,0.664,128,194,322,109,50,14,97,210,690,OOR
Frank Johnson,PG,23,79,2027,336,812,0.414,17,79,0.215,319,733,0.435,0.424,153,204,0.75,34,113,147,380,76,7,160,196,842,OOR
George Johnson,C,33,75,1578,91,195,0.467,0,0,0.0,91,195,0.467,0.467,43,64,0.672,152,302,454,79,20,234,92,259,225,OOR
George Johnson,PF,25,59,720,120,291,0.412,0,2,0.0,120,289,0.415,0.412,60,80,0.75,72,145,217,40,36,25,68,147,300,OOR
John Johnson,SF,34,14,187,22,45,0.489,0,0,0.0,22,45,0.489,0.489,15,20,0.75,3,15,18,29,4,3,17,20,59,OOR
Magic Johnson,SG,22,78,2991,556,1036,0.537,6,29,0.207,550,1007,0.546,0.54,329,433,0.76,252,499,751,743,208,34,286,223,1447,OOR
Marques Johnson,SF,25,60,1900,404,760,0.532,0,4,0.0,404,756,0.534,0.532,182,260,0.7,153,211,364,213,59,35,145,142,990,OOR
Mickey Johnson,PF,29,76,1934,372,757,0.491,1,7,0.143,371,750,0.495,0.492,233,291,0.801,133,321,454,215,72,45,191,240,978,OOR
Ollie Johnson,SF,32,26,150,27,54,0.5,1,3,0.333,26,51,0.51,0.509,6,7,0.857,7,15,22,10,13,3,13,28,61,OOR
Reggie Johnson,PF,24,75,1904,351,662,0.53,0,1,0.0,351,661,0.531,0.53,118,156,0.756,140,311,451,73,33,60,100,257,820,OOR
Steve Johnson,C,24,78,1741,395,644,0.613,0,0,0.0,395,644,0.613,0.613,212,330,0.642,152,307,459,91,39,89,197,372,1002,OOR
Vinnie Johnson,SG,25,74,1295,217,444,0.489,3,12,0.25,214,432,0.495,0.492,107,142,0.754,82,77,159,171,56,25,96,101,544,OOR
Bobby Jones,PF,30,76,2181,416,737,0.564,0,3,0.0,416,734,0.567,0.564,263,333,0.79,109,284,393,189,99,112,145,211,1095,OOR
Caldwell Jones,C,31,81,2446,231,465,0.497,0,3,0.0,231,462,0.5,0.497,179,219,0.817,164,544,708,100,38,146,155,301,641,OOR
Dwight Jones,PF,29,78,2040,303,572,0.53,1,1,1.0,302,571,0.529,0.531,172,238,0.723,156,351,507,114,49,36,155,217,779,OOR
Edgar Jones,PF,25,48,802,142,259,0.548,1,2,0.5,141,257,0.549,0.55,90,129,0.698,70,137,207,40,28,92,66,149,375,OOR
Major Jones,PF,28,60,746,113,213,0.531,0,3,0.0,113,210,0.538,0.531,42,77,0.545,80,122,202,25,20,29,50,100,268,OOR
Eddie Jordan,PG,27,58,608,89,208,0.428,1,9,0.111,88,199,0.442,0.43,43,54,0.796,4,39,43,131,62,1,66,98,222,OOR
Jeff Judkins,SF,25,30,251,31,81,0.383,1,10,0.1,30,71,0.423,0.389,16,26,0.615,14,20,34,14,6,5,9,33,79,OOR
Clarence Kea,PF,22,35,248,26,49,0.531,0,0,0.0,26,49,0.531,0.531,29,42,0.69,26,35,61,14,4,3,16,55,81,OOR
Rich Kelley,C,28,81,1892,236,505,0.467,0,1,0.0,236,504,0.468,0.467,167,223,0.749,168,329,497,293,64,71,244,292,639,OOR
Greg Kelser,SF,24,60,741,116,271,0.428,0,3,0.0,116,268,0.433,0.428,105,160,0.656,80,113,193,57,18,21,84,131,337,OOR
Larry Kenon,PF,29,60,1036,192,412,0.466,0,0,0.0,192,412,0.466,0.466,50,88,0.568,72,108,180,65,30,7,82,71,434,OOR
Albert King,SF,22,76,1694,391,812,0.482,3,13,0.231,388,799,0.486,0.483,133,171,0.778,105,207,312,142,64,36,180,261,918,OOR
Bernard King,SF,25,79,2861,740,1307,0.566,1,5,0.2,739,1302,0.568,0.567,352,499,0.705,140,329,469,282,78,23,267,285,1833,OOR
Reggie King,SF,24,80,2609,383,752,0.509,0,0,0.0,383,752,0.509,0.509,201,285,0.705,162,361,523,173,84,29,155,221,967,OOR
Billy Knight,SF,29,81,1803,378,764,0.495,9,32,0.281,369,732,0.504,0.501,233,282,0.826,97,160,257,118,63,14,137,132,998,OOR
Toby Knight,SF,26,40,550,102,183,0.557,0,0,0.0,102,183,0.557,0.557,17,25,0.68,33,49,82,23,14,11,21,74,221,OOR
Joel Kramer,PF,26,56,549,55,133,0.414,0,0,0.0,55,133,0.414,0.414,33,42,0.786,36,72,108,51,19,11,26,62,143,OOR
Kevin Kunnert,C,30,21,237,20,48,0.417,0,0,0.0,20,48,0.417,0.417,9,17,0.529,20,46,66,18,3,6,18,51,49,OOR
Mitch Kupchak,PF,27,26,821,153,267,0.573,0,0,0.0,153,267,0.573,0.573,65,98,0.663,64,146,210,33,12,10,43,80,371,OOR
Sam Lacey,C,33,56,670,67,154,0.435,0,1,0.0,67,153,0.438,0.435,27,37,0.73,20,87,107,77,22,38,56,139,161,OOR
Tom LaGarde,C,26,47,909,113,269,0.42,0,2,0.0,113,267,0.423,0.42,86,166,0.518,63,147,210,49,17,17,82,138,312,OOR
Bill Laimbeer,C,24,80,1829,265,536,0.494,4,13,0.308,261,523,0.499,0.498,184,232,0.793,234,383,617,100,39,64,121,296,718,OOR
John Lambert,PF,29,63,764,86,197,0.437,1,7,0.143,85,190,0.447,0.439,34,42,0.81,55,123,178,37,18,16,48,123,207,OOR
Jeff Lamp,SF,22,54,617,100,196,0.51,0,1,0.0,100,195,0.513,0.51,50,61,0.82,24,40,64,28,16,1,45,83,250,OOR
Mark Landsberger,PF,26,75,1134,144,329,0.438,0,2,0.0,144,327,0.44,0.438,33,65,0.508,164,237,401,32,10,7,49,134,321,OOR
Bob Lanier,C,33,74,1986,407,729,0.558,0,2,0.0,407,727,0.56,0.558,182,242,0.752,92,296,388,219,72,56,166,211,996,OOR
Allen Leavell,PG,24,79,2150,370,793,0.467,9,31,0.29,361,762,0.474,0.472,115,135,0.852,49,119,168,457,150,15,153,182,864,OOR
Rock Lee,C,26,2,10,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,4,0.0,0,1,1,2,0,0,0,3,2,OOR
Ron Lee,PG,29,81,1467,88,246,0.358,18,59,0.305,70,187,0.374,0.394,84,119,0.706,35,120,155,312,116,20,123,221,278,OOR
Ronnie Lester,PG,23,75,2252,329,657,0.501,4,8,0.5,325,649,0.501,0.504,208,256,0.813,75,138,213,362,80,14,185,158,870,OOR
Alton Lister,C,23,80,1186,149,287,0.519,0,0,0.0,149,287,0.519,0.519,64,123,0.52,108,279,387,84,18,118,129,239,362,OOR
Lewis Lloyd,SG,22,16,95,25,45,0.556,0,0,0.0,25,45,0.556,0.556,7,11,0.636,9,7,16,6,5,1,14,20,57,OOR
Scott Lloyd,PF,29,74,1047,108,285,0.379,2,4,0.5,106,281,0.377,0.382,69,91,0.758,60,103,163,67,15,7,59,175,287,OOR
Kevin Loder,SF,22,71,1139,208,448,0.464,0,11,0.0,208,437,0.476,0.464,77,107,0.72,69,126,195,88,35,30,68,147,493,OOR
John Long,SG,25,69,2211,637,1294,0.492,2,15,0.133,635,1279,0.496,0.493,238,275,0.865,95,162,257,148,65,25,167,173,1514,OOR
John Lucas,PG,28,79,1940,263,618,0.426,2,22,0.091,261,596,0.438,0.427,138,176,0.784,40,126,166,551,95,6,156,105,666,OOR
