Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
Lou Amundson,PF,28,46,691,83,183,0.454,0,0,0.0,83,183,0.454,0.454,34,87,0.391,81,104,185,17,14,33,24,87,200,OOR,2011
Chris Andersen,C,32,45,732,82,137,0.599,0,1,0.0,82,136,0.603,0.599,86,135,0.637,75,144,219,20,23,58,25,79,250,OOR,2011
David Andersen,PF,30,40,373,56,121,0.463,8,23,0.348,48,98,0.49,0.496,14,22,0.636,20,64,84,13,5,9,22,40,134,OOR,2011
James Anderson,SF,21,26,286,31,81,0.383,18,46,0.391,13,35,0.371,0.494,14,18,0.778,2,21,23,18,3,6,13,24,94,OOR,2011
Ryan Anderson,PF,22,64,1424,226,525,0.43,134,341,0.393,92,184,0.5,0.558,95,117,0.812,129,226,355,52,30,38,49,137,681,OOR,2011
Carmelo Anthony,SF,26,77,2751,684,1503,0.455,95,251,0.378,589,1252,0.47,0.487,507,605,0.838,118,445,563,221,68,46,206,224,1970,OOR,2011
Joel Anthony,C,28,75,1463,53,99,0.535,0,0,0.0,53,99,0.535,0.535,47,73,0.644,104,162,266,24,10,93,36,194,153,OOR,2011
Gilbert Arenas,PG,29,70,1796,269,734,0.366,97,327,0.297,172,407,0.423,0.433,120,153,0.784,22,167,189,274,74,21,177,188,755,OOR,2011
Trevor Ariza,SF,25,75,2600,303,762,0.398,82,271,0.303,221,491,0.45,0.451,138,197,0.701,61,347,408,162,120,31,118,180,826,OOR,2011
Hilton Armstrong,C,26,53,488,37,76,0.487,2,4,0.5,35,72,0.486,0.5,16,33,0.485,42,89,131,14,18,21,28,84,92,OOR,2011
Carlos Arroyo,PG,31,64,1185,120,273,0.44,31,69,0.449,89,204,0.436,0.496,39,47,0.83,20,83,103,125,21,1,60,71,310,OOR,2011
Darrell Arthur,PF,22,80,1609,310,624,0.497,0,6,0.0,310,618,0.502,0.497,109,134,0.813,115,227,342,53,52,63,88,228,729,OOR,2011
Ömer Aşık,C,24,82,989,78,141,0.553,0,0,0.0,78,141,0.553,0.553,73,145,0.503,112,194,306,32,20,56,64,153,229,OOR,2011
D.J. Augustin,PG,23,82,2757,399,958,0.416,111,333,0.333,288,625,0.461,0.474,269,297,0.906,38,187,225,498,54,3,155,152,1178,OOR,2011
Luke Babbitt,SF,21,24,137,15,55,0.273,3,16,0.188,12,39,0.308,0.3,3,9,0.333,6,24,30,6,2,2,8,15,36,OOR,2011
Renaldo Balkman,SF,26,8,62,6,13,0.462,1,2,0.5,5,11,0.455,0.5,3,4,0.75,2,5,7,2,4,2,1,15,16,OOR,2011
Marcus Banks,PG,29,3,22,0,2,0.0,0,0,0.0,0,2,0.0,0.0,6,8,0.75,0,1,1,3,1,0,2,4,6,OOR,2011
Leandro Barbosa,SG,28,58,1395,294,653,0.45,72,213,0.338,222,440,0.505,0.505,109,137,0.796,14,85,99,119,50,6,84,112,769,OOR,2011
J.J. Barea,PG,26,81,1669,285,649,0.439,66,189,0.349,219,460,0.476,0.49,133,157,0.847,29,130,159,317,30,1,136,136,769,OOR,2011
Andrea Bargnani,C,25,66,2353,525,1173,0.448,77,223,0.345,448,950,0.472,0.48,287,350,0.82,74,269,343,119,34,46,152,160,1414,OOR,2011
Matt Barnes,SF,30,53,1020,131,279,0.47,34,107,0.318,97,172,0.564,0.53,60,77,0.779,73,155,228,71,39,22,58,127,356,OOR,2011
Earl Barron,C,29,21,305,32,99,0.323,0,0,0.0,32,99,0.323,0.323,15,24,0.625,32,44,76,11,8,6,16,46,79,OOR,2011
Brandon Bass,PF,25,76,1980,332,645,0.515,0,2,0.0,332,643,0.516,0.515,190,233,0.815,134,290,424,57,27,52,97,159,854,OOR,2011
Tony Battie,C,34,38,377,45,96,0.469,2,3,0.667,43,93,0.462,0.479,8,14,0.571,17,82,99,12,5,15,12,59,100,OOR,2011
Shane Battier,SF,32,82,2375,229,509,0.45,102,267,0.382,127,242,0.525,0.55,64,93,0.688,90,283,373,185,69,81,79,158,624,OOR,2011
Nicolas Batum,SF,22,80,2522,367,807,0.455,118,342,0.345,249,465,0.535,0.528,138,164,0.841,109,252,361,123,68,49,83,194,990,OOR,2011
Jerryd Bayless,PG,22,71,1496,218,517,0.422,49,146,0.336,169,371,0.456,0.469,166,206,0.806,26,139,165,266,38,5,127,149,651,OOR,2011
Michael Beasley,SF,22,73,2361,561,1246,0.45,60,164,0.366,501,1082,0.463,0.474,219,291,0.753,118,291,409,158,54,52,195,222,1401,OOR,2011
Rodrigue Beaubois,PG,22,28,496,94,223,0.422,25,83,0.301,69,140,0.493,0.478,23,30,0.767,7,45,52,64,20,8,47,76,236,OOR,2011
Marco Belinelli,SG,24,80,1957,302,691,0.437,134,324,0.414,168,367,0.458,0.534,98,125,0.784,17,134,151,92,38,6,77,146,836,OOR,2011
Charlie Bell,SG,31,19,171,12,43,0.279,6,21,0.286,6,22,0.273,0.349,2,4,0.5,6,12,18,13,6,1,6,13,32,OOR,2011
Raja Bell,SG,34,68,2097,191,467,0.409,68,193,0.352,123,274,0.449,0.482,91,102,0.892,31,145,176,118,56,14,63,169,541,OOR,2011
Mike Bibby,PG,32,80,2285,248,576,0.431,153,348,0.44,95,228,0.417,0.563,39,62,0.629,17,178,195,265,50,9,101,175,688,OOR,2011
Andris Biedriņš,C,24,59,1397,142,266,0.534,0,0,0.0,142,266,0.534,0.534,10,31,0.323,145,281,426,60,52,52,57,198,294,OOR,2011
Chauncey Billups,PG,34,72,2310,339,794,0.427,146,363,0.402,193,431,0.448,0.519,384,419,0.916,25,165,190,387,71,14,177,146,1208,OOR,2011
DeJuan Blair,PF,21,81,1734,292,583,0.501,0,2,0.0,292,581,0.503,0.501,90,137,0.657,215,350,565,77,95,42,113,213,674,OOR,2011
Steve Blake,PG,30,79,1581,110,306,0.359,73,193,0.378,37,113,0.327,0.479,26,30,0.867,19,137,156,170,40,3,73,99,319,OOR,2011
Andray Blatche,PF,24,64,2172,426,957,0.445,4,18,0.222,422,939,0.449,0.447,220,283,0.777,183,343,526,144,98,51,172,182,1076,OOR,2011
Eric Bledsoe,PG,21,81,1841,206,486,0.424,32,116,0.276,174,370,0.47,0.457,99,133,0.744,68,155,223,289,92,26,194,130,543,OOR,2011
Keith Bogans,SG,30,82,1461,124,307,0.404,90,237,0.38,34,70,0.486,0.55,21,32,0.656,19,129,148,101,38,9,41,113,359,OOR,2011
Andrew Bogut,C,26,65,2297,367,742,0.495,0,4,0.0,367,738,0.497,0.495,96,217,0.442,199,521,720,131,47,168,125,217,830,OOR,2011
Matt Bonner,PF,30,66,1432,172,371,0.464,105,230,0.457,67,141,0.475,0.605,32,43,0.744,60,179,239,60,26,21,27,110,481,OOR,2011
Trevor Booker,PF,23,65,1063,139,253,0.549,0,1,0.0,139,252,0.552,0.549,68,101,0.673,98,153,251,35,29,42,38,115,346,OOR,2011
Carlos Boozer,C,29,59,1882,431,845,0.51,0,0,0.0,431,845,0.51,0.51,171,244,0.701,130,435,565,145,45,18,149,186,1033,OOR,2011
Chris Bosh,PF,26,77,2795,524,1056,0.496,6,25,0.24,518,1031,0.502,0.499,384,471,0.815,141,500,641,144,59,49,138,172,1438,OOR,2011
Earl Boykins,PG,34,57,862,156,352,0.443,27,71,0.38,129,281,0.459,0.482,69,82,0.841,15,40,55,141,38,3,52,43,408,OOR,2011
Craig Brackins,PF,23,3,33,4,16,0.25,0,5,0.0,4,11,0.364,0.25,0,0,0.0,2,2,4,1,1,0,0,3,8,OOR,2011
Avery Bradley,PG,20,31,162,23,67,0.343,0,5,0.0,23,62,0.371,0.343,6,12,0.5,4,13,17,12,9,0,16,20,52,OOR,2011
Elton Brand,PF,31,81,2809,502,981,0.512,0,1,0.0,502,980,0.512,0.512,213,273,0.78,237,439,676,120,92,106,101,244,1217,OOR,2011
Corey Brewer,SF-SG,24,69,1510,193,488,0.395,30,112,0.268,163,376,0.434,0.426,136,192,0.708,57,118,175,89,100,16,87,159,552,OOR,2011
Ronnie Brewer,SG,25,81,1781,205,427,0.48,6,27,0.222,199,400,0.498,0.487,87,133,0.654,55,207,262,140,106,22,55,82,503,OOR,2011
Jon Brockman,C,23,63,677,48,94,0.511,0,0,0.0,48,94,0.511,0.511,40,59,0.678,74,110,184,18,14,3,24,119,136,OOR,2011
Aaron Brooks,PG,26,59,1284,220,587,0.375,70,236,0.297,150,351,0.427,0.434,124,140,0.886,20,58,78,233,34,3,99,115,634,OOR,2011
Derrick Brown,SF,23,49,576,74,131,0.565,5,10,0.5,69,121,0.57,0.584,32,60,0.533,41,58,99,33,20,10,35,59,185,OOR,2011
Kwame Brown,C,28,66,1714,194,375,0.517,0,0,0.0,194,375,0.517,0.517,136,231,0.589,147,303,450,43,26,39,69,174,524,OOR,2011
Shannon Brown,SG,25,82,1568,273,643,0.425,74,212,0.349,199,431,0.462,0.482,92,101,0.911,35,122,157,96,67,16,75,124,712,OOR,2011
Kobe Bryant,SG,32,82,2779,740,1639,0.451,115,356,0.323,625,1283,0.487,0.487,483,583,0.828,83,336,419,388,99,12,243,172,2078,Candidate,2011
Chase Budinger,SF,22,78,1738,279,656,0.425,89,274,0.325,190,382,0.497,0.493,118,138,0.855,52,229,281,127,41,18,67,114,765,OOR,2011
Caron Butler,SF,30,29,867,170,378,0.45,28,65,0.431,142,313,0.454,0.487,68,88,0.773,22,96,118,46,28,8,49,59,436,OOR,2011
Rasual Butler,SG,31,47,770,79,237,0.333,46,136,0.338,33,101,0.327,0.43,18,27,0.667,10,67,77,27,8,15,24,37,222,OOR,2011
Andrew Bynum,C,23,54,1500,237,413,0.574,0,0,0.0,237,413,0.574,0.574,138,209,0.66,170,338,508,73,19,106,74,140,612,OOR,2011
Will Bynum,PG,28,61,1125,182,406,0.448,16,50,0.32,166,356,0.466,0.468,102,122,0.836,15,59,74,195,52,4,83,113,482,OOR,2011
José Calderón,PG,29,68,2102,262,596,0.44,57,156,0.365,205,440,0.466,0.487,88,103,0.854,30,172,202,605,81,7,148,143,669,OOR,2011
Marcus Camby,C,36,59,1540,117,294,0.398,0,1,0.0,117,293,0.399,0.398,43,70,0.614,182,424,606,121,40,92,62,140,277,OOR,2011
Derrick Caracter,C,22,41,215,32,66,0.485,0,0,0.0,32,66,0.485,0.485,17,23,0.739,19,24,43,7,4,10,19,47,81,OOR,2011
Brian Cardinal,SF,33,56,618,43,100,0.43,42,87,0.483,1,13,0.077,0.64,17,18,0.944,10,49,59,40,24,7,17,82,145,OOR,2011
Rodney Carney,SF,26,27,336,46,110,0.418,17,38,0.447,29,72,0.403,0.495,18,27,0.667,13,35,48,11,12,5,16,33,127,OOR,2011
DeMarre Carroll,PF,24,12,50,4,12,0.333,0,0,0.0,4,12,0.333,0.333,2,2,1.0,2,6,8,4,1,1,0,5,10,OOR,2011
Matt Carroll,SG,30,54,582,89,199,0.447,17,46,0.37,72,153,0.471,0.49,40,52,0.769,12,56,68,23,17,6,23,43,235,OOR,2011
Anthony Carter,PG,35,33,463,45,106,0.425,12,40,0.3,33,66,0.5,0.481,8,8,1.0,7,44,51,69,27,6,39,49,110,OOR,2011
Vince Carter,SG,34,73,2051,389,891,0.437,116,321,0.361,273,570,0.479,0.502,128,173,0.74,54,221,275,146,67,20,90,193,1022,OOR,2011
Omri Casspi,SF,22,71,1702,225,546,0.412,92,247,0.372,133,299,0.445,0.496,68,101,0.673,74,233,307,74,54,13,68,115,610,OOR,2011
Mario Chalmers,PG,24,70,1579,155,388,0.399,83,231,0.359,72,157,0.459,0.506,54,62,0.871,12,134,146,177,76,7,91,158,447,OOR,2011
Tyson Chandler,C,28,74,2059,266,407,0.654,0,0,0.0,266,407,0.654,0.654,216,295,0.732,206,486,692,32,36,80,88,240,748,OOR,2011
Wilson Chandler,SF,23,72,2401,429,953,0.45,112,320,0.35,317,633,0.501,0.509,130,161,0.807,75,333,408,120,48,94,104,199,1100,OOR,2011
Josh Childress,SG,27,54,894,121,214,0.565,1,16,0.063,120,198,0.606,0.568,29,59,0.492,69,86,155,42,33,23,44,68,272,OOR,2011
Earl Clark,SF,23,42,464,68,158,0.43,0,5,0.0,68,153,0.444,0.43,27,47,0.574,37,64,101,9,8,18,28,45,163,OOR,2011
Jarron Collins,C,32,28,181,6,21,0.286,0,0,0.0,6,21,0.286,0.286,7,10,0.7,14,10,24,2,4,1,7,29,19,OOR,2011
Jason Collins,C,32,49,593,34,71,0.479,1,1,1.0,33,70,0.471,0.486,27,41,0.659,30,72,102,22,9,9,26,97,96,OOR,2011
Sherron Collins,PG,23,20,66,7,25,0.28,2,10,0.2,5,15,0.333,0.32,1,1,1.0,0,5,5,8,2,0,4,2,17,OOR,2011
Darren Collison,PG,23,79,2360,398,870,0.457,41,124,0.331,357,746,0.479,0.481,202,232,0.871,40,185,225,403,87,14,194,109,1039,OOR,2011
Nick Collison,C,30,71,1524,137,242,0.566,0,0,0.0,137,242,0.566,0.566,55,73,0.753,119,197,316,69,42,31,55,210,329,OOR,2011
Mike Conley,PG,23,81,2872,423,953,0.444,80,217,0.369,343,736,0.466,0.486,181,247,0.733,32,215,247,528,144,18,176,182,1107,OOR,2011
Brian Cook,PF,30,40,447,72,170,0.424,34,79,0.43,38,91,0.418,0.524,15,24,0.625,19,77,96,15,12,11,25,75,193,OOR,2011
Daequan Cook,SG,23,43,598,79,181,0.436,65,154,0.422,14,27,0.519,0.616,16,20,0.8,8,64,72,20,14,1,17,51,239,OOR,2011
Marcus Cousin,C,24,4,18,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,0,0.0,0,3,3,0,0,1,1,1,4,OOR,2011
DeMarcus Cousins,C,20,81,2309,432,1004,0.43,3,18,0.167,429,986,0.435,0.432,276,402,0.687,217,482,699,204,85,68,268,332,1143,OOR,2011
Jamal Crawford,SG,30,76,2297,368,874,0.421,119,349,0.341,249,525,0.474,0.489,222,260,0.854,22,108,130,241,57,14,145,97,1077,OOR,2011
Jordan Crawford,SG,22,42,1027,192,500,0.384,33,128,0.258,159,372,0.427,0.417,73,84,0.869,31,74,105,117,39,3,83,63,490,OOR,2011
Dante Cunningham,PF,23,78,1637,218,472,0.462,1,13,0.077,217,459,0.473,0.463,45,62,0.726,96,181,277,43,54,43,51,177,482,OOR,2011
Stephen Curry,PG,22,74,2489,505,1053,0.48,151,342,0.442,354,711,0.498,0.551,212,227,0.934,52,234,286,432,109,20,226,233,1373,OOR,2011
Samuel Dalembert,C,29,80,1938,268,567,0.473,0,2,0.0,268,565,0.474,0.473,108,148,0.73,212,445,657,67,36,116,132,225,644,OOR,2011
Erick Dampier,C,35,51,815,52,89,0.584,0,1,0.0,52,88,0.591,0.584,24,44,0.545,53,124,177,22,14,47,32,82,128,OOR,2011
Antonio Daniels,PG,35,4,35,2,5,0.4,0,2,0.0,2,3,0.667,0.4,2,2,1.0,0,5,5,2,0,0,1,0,6,OOR,2011
Marquis Daniels,SF,30,49,938,114,232,0.491,4,21,0.19,110,211,0.521,0.5,39,57,0.684,24,89,113,64,39,22,38,63,271,OOR,2011
Baron Davis,PG,31,58,1649,289,693,0.417,81,239,0.339,208,454,0.458,0.475,101,131,0.771,35,121,156,391,78,28,146,143,760,OOR,2011
Ed Davis,PF,21,65,1602,215,373,0.576,0,0,0.0,215,373,0.576,0.576,71,128,0.555,168,294,462,40,39,67,48,183,501,OOR,2011
Glen Davis,C,25,78,2298,359,801,0.448,2,15,0.133,357,786,0.454,0.449,195,265,0.736,101,324,425,92,78,30,85,231,915,OOR,2011
Austin Daye,SF,22,72,1446,193,471,0.41,69,172,0.401,124,299,0.415,0.483,82,108,0.759,64,210,274,78,39,39,59,165,537,OOR,2011
Carlos Delfino,SF,28,49,1590,200,513,0.39,105,284,0.37,95,229,0.415,0.492,60,75,0.8,24,176,200,112,76,8,57,72,565,OOR,2011
Luol Deng,SF,25,82,3208,531,1155,0.46,115,333,0.345,416,822,0.506,0.51,253,336,0.753,116,360,476,230,78,48,156,162,1430,OOR,2011
DeMar DeRozan,SG,21,82,2851,539,1154,0.467,5,52,0.096,534,1102,0.485,0.469,327,402,0.813,75,240,315,148,85,31,144,217,1410,OOR,2011
Boris Diaw,PF,28,82,2778,381,774,0.492,78,226,0.345,303,548,0.553,0.543,84,123,0.683,105,309,414,337,74,46,166,190,924,OOR,2011
Ike Diogu,PF,27,36,470,83,148,0.561,0,0,0.0,83,148,0.561,0.561,41,62,0.661,41,74,115,2,3,3,22,72,207,OOR,2011
DeSagana Diop,C,29,16,181,8,24,0.333,0,0,0.0,8,24,0.333,0.333,4,11,0.364,12,28,40,7,4,15,11,26,20,OOR,2011
Keyon Dooling,PG,30,80,1757,206,519,0.397,81,234,0.346,125,285,0.439,0.475,78,94,0.83,12,105,117,243,54,4,91,119,571,OOR,2011
Joey Dorsey,C,27,43,522,52,99,0.525,0,0,0.0,52,99,0.525,0.525,31,65,0.477,79,111,190,27,24,17,39,78,135,OOR,2011
Toney Douglas,SG,24,81,1971,314,755,0.416,143,383,0.373,171,372,0.46,0.511,85,107,0.794,65,179,244,244,89,4,89,177,856,OOR,2011
Chris Douglas-Roberts,SF,24,44,884,117,273,0.429,15,46,0.326,102,227,0.449,0.456,74,89,0.831,7,81,88,50,29,13,35,73,323,OOR,2011
Zabian Dowdell,PG,26,24,292,51,125,0.408,3,10,0.3,48,115,0.417,0.42,16,17,0.941,5,15,20,51,20,2,29,30,121,OOR,2011
Goran Dragić,PG,24,70,1234,192,441,0.435,56,155,0.361,136,286,0.476,0.499,83,133,0.624,36,106,142,204,50,10,117,125,523,OOR,2011
Jared Dudley,SF,25,82,2140,300,629,0.477,105,253,0.415,195,376,0.519,0.56,162,218,0.743,111,207,318,108,87,20,77,139,867,OOR,2011
Chris Duhon,PG,28,51,774,49,129,0.38,13,52,0.25,36,77,0.468,0.43,14,25,0.56,9,43,52,118,16,2,61,30,125,OOR,2011
Tim Duncan,C,34,76,2156,419,838,0.5,0,4,0.0,419,834,0.502,0.5,184,257,0.716,169,509,678,203,50,146,122,119,1022,OOR,2011
Mike Dunleavy,SG,30,61,1683,240,520,0.462,102,254,0.402,138,266,0.519,0.56,100,125,0.8,28,248,276,105,40,30,69,107,682,OOR,2011
Ronald Dupree,SF,30,3,13,1,4,0.25,0,1,0.0,1,3,0.333,0.25,0,0,0.0,0,3,3,1,0,0,0,2,2,OOR,2011
Kevin Durant,SF,22,78,3038,711,1538,0.462,145,414,0.35,566,1124,0.504,0.509,594,675,0.88,57,476,533,214,88,76,218,159,2161,Candidate,2011
Devin Ebanks,SG,21,20,118,21,51,0.412,2,5,0.4,19,46,0.413,0.431,18,23,0.783,15,12,27,2,4,5,6,7,62,OOR,2011
Wayne Ellington,SG,23,62,1181,160,397,0.403,48,121,0.397,112,276,0.406,0.463,42,53,0.792,26,82,108,72,28,3,53,85,410,OOR,2011
Monta Ellis,SG,25,80,3227,726,1611,0.451,137,379,0.361,589,1232,0.478,0.493,340,431,0.789,44,237,281,450,168,23,252,203,1929,OOR,2011
Francisco Elson,C,34,62,610,54,113,0.478,0,0,0.0,54,113,0.478,0.478,26,31,0.839,35,80,115,33,21,14,32,84,134,OOR,2011
Melvin Ely,C,32,30,366,28,51,0.549,0,0,0.0,28,51,0.549,0.549,13,21,0.619,27,47,74,14,4,11,14,50,69,OOR,2011
Semih Erden,C,24,41,595,62,111,0.559,0,0,0.0,62,111,0.559,0.559,39,60,0.65,37,81,118,20,15,24,34,104,163,OOR,2011
Jeremy Evans,SF,23,49,463,76,115,0.661,0,1,0.0,76,114,0.667,0.661,26,37,0.703,36,61,97,24,17,17,19,50,178,OOR,2011
Maurice Evans,SF,32,73,1549,177,424,0.417,55,167,0.329,122,257,0.475,0.482,52,58,0.897,52,104,156,45,34,14,33,129,461,OOR,2011
Reggie Evans,PF,30,30,798,42,103,0.408,0,1,0.0,42,102,0.412,0.408,48,88,0.545,119,226,345,38,29,6,39,89,132,OOR,2011
Tyreke Evans,SG,21,57,2107,382,933,0.409,43,148,0.291,339,785,0.432,0.432,205,266,0.771,46,229,275,319,85,30,184,143,1012,OOR,2011
Patrick Ewing,SF,26,7,19,0,5,0.0,0,2,0.0,0,3,0.0,0.0,3,4,0.75,1,1,2,2,0,1,1,1,3,OOR,2011
Christian Eyenga,SF,21,44,947,130,306,0.425,25,91,0.275,105,215,0.488,0.466,18,28,0.643,27,96,123,35,34,28,47,78,303,OOR,2011
Jordan Farmar,PG,24,73,1796,255,651,0.392,109,304,0.359,146,347,0.421,0.475,82,100,0.82,24,149,173,368,62,6,139,128,701,OOR,2011
Derrick Favors,PF,19,78,1535,215,416,0.517,0,0,0.0,215,416,0.517,0.517,103,173,0.595,171,241,412,39,29,68,77,246,533,OOR,2011
Raymond Felton,PG-SG,26,75,2737,427,1005,0.425,116,329,0.353,311,676,0.46,0.483,194,241,0.805,48,221,269,625,125,11,221,150,1164,OOR,2011
Rudy Fernández,SG,25,78,1821,213,575,0.37,116,361,0.321,97,214,0.453,0.471,126,146,0.863,37,135,172,193,87,14,88,134,668,OOR,2011
Kyrylo Fesenko,C,24,53,456,44,100,0.44,0,1,0.0,44,99,0.444,0.44,18,46,0.391,34,74,108,18,4,16,25,90,106,OOR,2011
Landry Fields,SG,22,82,2541,299,602,0.497,86,219,0.393,213,383,0.556,0.568,113,147,0.769,105,416,521,155,80,17,107,114,797,OOR,2011
Derek Fisher,PG,36,82,2297,206,529,0.389,63,159,0.396,143,370,0.386,0.449,83,103,0.806,14,138,152,224,99,8,70,192,558,OOR,2011
Jonny Flynn,PG,21,53,983,108,296,0.365,31,100,0.31,77,196,0.393,0.417,32,42,0.762,12,65,77,182,34,3,113,58,279,OOR,2011
Gary Forbes,SF,25,63,791,124,273,0.454,19,58,0.328,105,215,0.488,0.489,59,87,0.678,28,88,116,49,23,6,46,77,326,OOR,2011
T.J. Ford,PG,27,41,773,91,236,0.386,6,32,0.188,85,204,0.417,0.398,35,48,0.729,17,64,81,141,35,8,63,69,223,OOR,2011
Jeff Foster,C,34,56,940,80,167,0.479,0,3,0.0,80,164,0.488,0.479,27,48,0.563,160,190,350,46,24,31,26,127,187,OOR,2011
Randy Foye,SG,27,63,1551,206,531,0.388,71,217,0.327,135,314,0.43,0.455,133,149,0.893,13,90,103,170,47,21,95,122,616,OOR,2011
Channing Frye,PF,27,77,2541,358,829,0.432,171,439,0.39,187,390,0.479,0.535,89,107,0.832,65,448,513,96,46,79,73,272,976,OOR,2011
Dan Gadzuric,C-PF,32,42,463,54,129,0.419,0,1,0.0,54,128,0.422,0.419,10,27,0.37,71,64,135,14,13,29,29,91,118,OOR,2011
Sundiata Gaines,PG,24,24,301,42,105,0.4,9,38,0.237,33,67,0.493,0.443,18,36,0.5,13,25,38,42,16,1,27,25,111,OOR,2011
Danilo Gallinari,PF-SF,22,62,2104,265,640,0.414,103,293,0.352,162,347,0.467,0.495,337,391,0.862,59,246,305,104,51,27,83,144,970,OOR,2011
Francisco García,SF,29,58,1386,207,475,0.436,81,224,0.362,126,251,0.502,0.521,65,76,0.855,24,109,133,71,51,49,45,126,560,OOR,2011
Kevin Garnett,PF,34,71,2220,434,822,0.528,1,5,0.2,433,817,0.53,0.529,187,217,0.862,83,548,631,171,95,57,115,148,1056,OOR,2011
Marc Gasol,C,26,81,2586,364,691,0.527,3,7,0.429,361,684,0.528,0.529,220,294,0.748,154,415,569,200,74,136,146,265,951,OOR,2011
Pau Gasol,C,30,82,3037,593,1120,0.529,1,3,0.333,592,1117,0.53,0.53,354,430,0.823,268,568,836,273,48,130,142,203,1541,OOR,2011
Rudy Gay,SF,24,54,2152,409,869,0.471,57,144,0.396,352,725,0.486,0.503,194,241,0.805,82,254,336,153,91,58,135,131,1069,OOR,2011
Alonzo Gee,SG,23,56,1118,121,264,0.458,17,51,0.333,104,213,0.488,0.491,72,92,0.783,62,120,182,38,40,18,55,94,331,OOR,2011
Paul George,SG,20,61,1265,179,395,0.453,41,138,0.297,138,257,0.537,0.505,77,101,0.762,37,187,224,65,62,26,70,127,476,OOR,2011
Daniel Gibson,SG,24,67,1865,264,660,0.4,118,293,0.403,146,367,0.398,0.489,134,163,0.822,24,153,177,201,48,21,80,154,780,OOR,2011
Taj Gibson,PF,25,80,1742,234,502,0.466,1,8,0.125,233,494,0.472,0.467,100,148,0.676,162,296,458,58,39,106,71,203,569,OOR,2011
Manu Ginóbili,SG,33,80,2426,441,1018,0.433,154,441,0.349,287,577,0.497,0.509,357,410,0.871,42,253,295,393,123,28,174,163,1393,OOR,2011
Ryan Gomes,SF,28,76,2095,207,505,0.41,72,211,0.341,135,294,0.459,0.481,61,85,0.718,61,193,254,118,62,12,55,159,547,OOR,2011
Drew Gooden,PF,29,35,860,156,362,0.431,3,20,0.15,153,342,0.447,0.435,81,102,0.794,73,165,238,47,21,18,46,98,396,OOR,2011
Ben Gordon,SG,27,82,2131,339,770,0.44,107,266,0.402,232,504,0.46,0.51,136,160,0.85,41,154,195,171,48,16,141,178,921,OOR,2011
Eric Gordon,SG,22,56,2112,427,949,0.45,106,291,0.364,321,658,0.488,0.506,287,348,0.825,45,119,164,244,71,18,151,115,1247,OOR,2011
Marcin Gortat,C,26,80,2032,338,603,0.561,1,4,0.25,337,599,0.563,0.561,140,193,0.725,148,483,631,70,36,91,81,188,817,OOR,2011
Joey Graham,SF,28,39,586,82,179,0.458,9,30,0.3,73,149,0.49,0.483,29,36,0.806,8,76,84,18,6,7,28,73,202,OOR,2011
Stephen Graham,SG,28,59,959,81,200,0.405,5,21,0.238,76,179,0.425,0.418,31,38,0.816,17,106,123,40,14,1,38,106,198,OOR,2011
Danny Granger,SF,27,79,2763,535,1260,0.425,157,407,0.386,378,853,0.443,0.487,395,466,0.848,87,338,425,203,89,62,206,213,1622,OOR,2011
