Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
Chauncey Billups,PG,29,81,2925,423,1012,0.418,184,425,0.433,239,587,0.407,0.509,465,520,0.894,41,211,252,699,71,8,170,160,1495,Candidate,2006
Steve Blake,PG,25,68,1781,206,470,0.438,76,184,0.413,130,286,0.455,0.519,72,91,0.791,26,120,146,306,42,5,83,107,560,OOR,2006
Andray Blatche,PF,19,29,175,26,67,0.388,3,13,0.231,23,54,0.426,0.41,10,12,0.833,12,26,38,10,5,7,12,36,65,OOR,2006
Mark Blount,C,30,81,2240,373,734,0.508,0,0,0.0,373,734,0.508,0.508,168,222,0.757,96,269,365,99,40,76,194,254,914,OOR,2006
Keith Bogans,SG-SF,25,72,1912,215,544,0.395,65,200,0.325,150,344,0.436,0.455,127,186,0.683,55,200,255,128,71,9,90,167,622,OOR,2006
Andrew Bogut,PF,21,82,2348,323,606,0.533,0,3,0.0,323,603,0.536,0.533,122,194,0.629,189,384,573,192,49,68,125,259,768,OOR,2006
Matt Bonner,PF,25,78,1710,209,467,0.448,102,243,0.42,107,224,0.478,0.557,63,76,0.829,86,198,284,56,49,31,32,216,583,OOR,2006
Calvin Booth,C,29,33,250,20,47,0.426,1,2,0.5,19,45,0.422,0.436,5,9,0.556,19,33,52,12,9,9,8,44,46,OOR,2006
Carlos Boozer,PF,24,33,1025,219,399,0.549,0,0,0.0,219,399,0.549,0.549,99,137,0.723,73,212,285,88,30,8,69,105,537,OOR,2006
Chris Bosh,C,21,70,2751,549,1087,0.505,0,13,0.0,549,1074,0.511,0.505,474,581,0.816,204,443,647,181,50,79,157,209,1572,OOR,2006
Bruce Bowen,SF,34,82,2755,232,536,0.433,104,245,0.424,128,291,0.44,0.53,51,84,0.607,35,285,320,126,79,30,67,191,619,OOR,2006
Ryan Bowen,SF,30,68,652,37,124,0.298,3,22,0.136,34,102,0.333,0.31,11,14,0.786,31,57,88,24,21,6,13,85,88,OOR,2006
Earl Boykins,PG,29,60,1542,271,661,0.41,62,179,0.346,209,482,0.434,0.457,152,174,0.874,21,60,81,230,48,4,83,73,756,OOR,2006
Michael Bradley,PF,26,46,367,32,79,0.405,1,5,0.2,31,74,0.419,0.411,2,3,0.667,40,67,107,17,5,7,19,39,67,OOR,2006
Elton Brand,PF,26,79,3099,756,1435,0.527,1,3,0.333,755,1432,0.527,0.527,440,568,0.775,236,554,790,208,81,201,173,227,1953,OOR,2006
Primož Brezec,C,26,79,2165,409,791,0.517,0,2,0.0,409,789,0.518,0.517,164,224,0.732,181,259,440,45,19,32,85,227,982,OOR,2006
Devin Brown,SG,27,81,1711,207,527,0.393,39,118,0.331,168,409,0.411,0.43,158,212,0.745,73,134,207,104,44,14,99,153,611,OOR,2006
Kwame Brown,C,23,72,1978,204,388,0.526,0,1,0.0,204,387,0.527,0.526,128,235,0.545,182,291,473,72,27,46,100,196,536,OOR,2006
P.J. Brown,C,36,75,2380,269,583,0.461,0,0,0.0,269,583,0.461,0.461,139,168,0.827,182,365,547,90,46,50,90,216,677,OOR,2006
Rick Brunson,PG,33,27,246,21,54,0.389,5,13,0.385,16,41,0.39,0.435,7,12,0.583,1,21,22,35,8,1,22,22,54,OOR,2006
Kobe Bryant,SG,27,80,3277,978,2173,0.45,180,518,0.347,798,1655,0.482,0.491,696,819,0.85,71,354,425,360,147,30,250,233,2832,Candidate,2006
Greg Buckner,SG,29,73,1758,181,417,0.434,86,243,0.354,95,174,0.546,0.537,43,55,0.782,31,178,209,127,87,20,52,180,491,OOR,2006
Pat Burke,C,32,42,346,63,127,0.496,2,7,0.286,61,120,0.508,0.504,13,21,0.619,21,52,73,16,6,13,33,62,141,OOR,2006
Antonio Burks,PG,25,57,570,51,144,0.354,1,6,0.167,50,138,0.362,0.358,10,23,0.435,4,33,37,76,20,0,36,45,113,OOR,2006
Kevin Burleson,PG,26,39,340,22,88,0.25,10,54,0.185,12,34,0.353,0.307,16,17,0.941,4,22,26,48,26,2,25,63,70,OOR,2006
Caron Butler,SF,25,75,2708,494,1086,0.455,41,120,0.342,453,966,0.469,0.474,289,332,0.87,114,352,466,186,127,18,175,238,1318,OOR,2006
Jackie Butler,C,20,55,740,117,215,0.544,0,0,0.0,117,215,0.544,0.544,58,77,0.753,67,116,183,25,17,31,62,127,292,OOR,2006
Rasual Butler,SF,26,79,1875,257,633,0.406,92,242,0.38,165,391,0.422,0.479,79,114,0.693,51,181,232,40,33,45,65,142,685,OOR,2006
Andrew Bynum,C,18,46,338,33,82,0.402,0,0,0.0,33,82,0.402,0.402,8,27,0.296,34,46,80,9,4,22,17,56,74,OOR,2006
Will Bynum,PG,23,15,162,21,52,0.404,2,9,0.222,19,43,0.442,0.423,10,16,0.625,3,9,12,19,7,0,14,10,54,OOR,2006
Žarko Čabarkapa,PF,24,61,505,67,174,0.385,5,20,0.25,62,154,0.403,0.399,60,84,0.714,37,74,111,20,13,7,35,87,199,OOR,2006
José Calderón,SG,24,64,1487,132,312,0.423,7,43,0.163,125,269,0.465,0.434,78,92,0.848,30,111,141,288,42,4,101,93,349,OOR,2006
Marcus Camby,C,31,56,1857,302,649,0.465,1,11,0.091,301,638,0.472,0.466,111,156,0.712,132,536,668,115,79,184,92,158,716,OOR,2006
Brian Cardinal,PF,28,36,402,46,111,0.414,13,29,0.448,33,82,0.402,0.473,19,27,0.704,11,44,55,33,23,0,27,65,124,OOR,2006
Matt Carroll,SG,25,78,1275,192,476,0.403,72,185,0.389,120,291,0.412,0.479,138,168,0.821,34,123,157,35,47,11,48,120,594,OOR,2006
Anthony Carter,PG,30,45,589,53,137,0.387,4,15,0.267,49,122,0.402,0.401,40,55,0.727,9,53,62,101,24,9,40,71,150,OOR,2006
Vince Carter,SG,29,79,2906,653,1518,0.43,125,367,0.341,528,1151,0.459,0.471,480,601,0.799,135,327,462,338,94,53,213,235,1911,OOR,2006
Sam Cassell,PG,36,78,2653,493,1112,0.443,70,190,0.368,423,922,0.459,0.475,289,335,0.863,40,247,287,491,74,11,175,225,1345,OOR,2006
Kelvin Cato,C,31,27,333,36,84,0.429,0,0,0.0,36,84,0.429,0.429,26,35,0.743,20,50,70,4,6,12,18,52,98,OOR,2006
Tyson Chandler,C,23,79,2121,160,283,0.565,0,1,0.0,160,282,0.567,0.565,97,193,0.503,265,449,714,81,41,104,123,298,417,OOR,2006
Calbert Cheaney,SF,34,42,448,42,108,0.389,0,8,0.0,42,100,0.42,0.389,8,8,1.0,20,41,61,19,13,2,17,38,92,OOR,2006
Josh Childress,SF,22,74,2249,278,504,0.552,32,65,0.492,246,439,0.56,0.583,154,201,0.766,134,253,387,131,86,39,101,184,742,OOR,2006
Doug Christie,SG,35,7,185,9,26,0.346,0,1,0.0,9,25,0.36,0.346,8,12,0.667,2,11,13,14,9,1,6,10,26,OOR,2006
Speedy Claxton,PG,27,71,2019,304,736,0.413,17,63,0.27,287,673,0.426,0.425,246,320,0.769,39,154,193,339,108,6,154,177,871,OOR,2006
Mateen Cleaves,PG,28,27,230,25,71,0.352,4,16,0.25,21,55,0.382,0.38,19,24,0.792,2,12,14,42,3,2,14,30,73,OOR,2006
Jarron Collins,C,27,79,1730,129,280,0.461,0,0,0.0,129,280,0.461,0.461,157,219,0.717,134,199,333,97,36,27,61,252,415,OOR,2006
Jason Collins,C,27,71,1895,104,262,0.397,3,12,0.25,101,250,0.404,0.403,44,86,0.512,93,249,342,70,46,40,61,251,255,OOR,2006
Nick Collison,PF,25,66,1448,207,394,0.525,0,3,0.0,207,391,0.529,0.525,79,113,0.699,143,225,368,74,21,35,77,213,493,OOR,2006
Brian Cook,PF,25,81,1535,261,511,0.511,36,84,0.429,225,427,0.527,0.546,84,101,0.832,88,186,274,74,37,32,61,205,642,OOR,2006
Jamal Crawford,SG,25,79,2555,366,879,0.416,101,293,0.345,265,586,0.452,0.474,295,357,0.826,36,212,248,301,87,15,175,150,1128,OOR,2006
Austin Croshere,PF,30,50,1148,132,285,0.463,54,140,0.386,78,145,0.538,0.558,90,102,0.882,62,203,265,62,22,7,48,105,408,OOR,2006
Eddy Curry,C,23,72,1865,336,597,0.563,0,0,0.0,336,597,0.563,0.563,307,486,0.632,145,287,432,19,28,56,179,239,979,OOR,2006
Samuel Dalembert,C,24,66,1761,196,369,0.531,0,1,0.0,196,368,0.533,0.531,93,132,0.705,159,382,541,25,34,160,107,244,485,OOR,2006
Erick Dampier,C,30,82,1934,171,347,0.493,0,0,0.0,171,347,0.493,0.493,127,215,0.591,273,367,640,51,27,106,115,263,469,OOR,2006
Antonio Daniels,SG,30,80,2283,230,550,0.418,23,101,0.228,207,449,0.461,0.439,284,336,0.845,19,153,172,284,52,8,89,96,767,OOR,2006
Marquis Daniels,SG,25,62,1766,246,512,0.48,4,19,0.211,242,493,0.491,0.484,138,183,0.754,81,143,224,172,67,13,100,143,634,OOR,2006
Antonio Davis,PF-C,37,44,940,82,190,0.432,0,1,0.0,82,189,0.434,0.432,52,81,0.642,90,118,208,21,23,10,51,125,216,OOR,2006
Baron Davis,PG,26,54,1971,335,861,0.389,102,324,0.315,233,537,0.434,0.448,195,289,0.675,45,191,236,480,89,14,159,165,967,OOR,2006
Dale Davis,C,36,28,178,9,24,0.375,0,1,0.0,9,23,0.391,0.375,8,15,0.533,21,32,53,6,0,9,4,23,26,OOR,2006
Josh Davis,PF,25,6,17,2,7,0.286,0,2,0.0,2,5,0.4,0.286,2,3,0.667,3,1,4,1,2,0,1,3,6,OOR,2006
Ricky Davis,SG-SF,26,78,3207,584,1304,0.448,73,242,0.302,511,1062,0.481,0.476,275,345,0.797,65,286,351,394,91,17,213,190,1516,OOR,2006
Carlos Delfino,SG,23,68,726,91,226,0.403,20,60,0.333,71,166,0.428,0.447,45,67,0.672,28,85,113,44,21,15,36,86,247,OOR,2006
Tony Delk,PG-SG,32,24,385,71,161,0.441,20,47,0.426,51,114,0.447,0.503,20,27,0.741,14,39,53,33,13,1,19,28,182,OOR,2006
Luol Deng,SF,20,78,2604,442,954,0.463,21,78,0.269,421,876,0.481,0.474,207,276,0.75,127,389,516,147,72,50,105,128,1112,OOR,2006
Boris Diaw,PF,23,81,2874,449,853,0.526,8,30,0.267,441,823,0.536,0.531,174,238,0.731,159,399,558,503,58,85,189,260,1080,OOR,2006
Dan Dickau,PG,27,19,234,17,46,0.37,10,20,0.5,7,26,0.269,0.478,18,18,1.0,5,11,16,40,11,1,18,40,62,OOR,2006
Travis Diener,PG,23,23,246,29,69,0.42,25,57,0.439,4,12,0.333,0.601,5,6,0.833,4,17,21,16,7,0,10,22,88,OOR,2006
Ike Diogu,PF,22,69,1031,175,334,0.524,0,0,0.0,175,334,0.524,0.524,136,168,0.81,95,134,229,29,15,30,78,164,486,OOR,2006
DeSagana Diop,C,24,81,1510,75,154,0.487,1,2,0.5,74,152,0.487,0.49,39,72,0.542,145,229,374,23,44,146,36,253,190,OOR,2006
Juan Dixon,SG,27,76,1920,357,821,0.435,65,170,0.382,292,651,0.449,0.474,156,194,0.804,30,147,177,149,58,6,113,157,935,OOR,2006
Michael Doleac,C,28,31,371,37,88,0.42,0,0,0.0,37,88,0.42,0.42,24,30,0.8,23,62,85,8,10,7,14,45,98,OOR,2006
Keyon Dooling,PG,25,50,1137,178,405,0.44,13,43,0.302,165,362,0.456,0.456,101,121,0.835,11,67,78,109,49,4,82,116,470,OOR,2006
Chris Duhon,PG,23,74,2155,215,538,0.4,100,278,0.36,115,260,0.442,0.493,117,143,0.818,28,192,220,373,70,3,117,152,647,OOR,2006
Tim Duncan,PF,29,80,2784,574,1185,0.484,2,5,0.4,572,1180,0.485,0.485,335,533,0.629,231,650,881,253,70,162,198,219,1485,OOR,2006
Mike Dunleavy,SF,25,81,2578,331,816,0.406,74,260,0.285,257,556,0.462,0.451,196,252,0.778,78,321,399,237,60,32,120,199,932,OOR,2006
Ronald Dupree,SF,25,36,265,33,63,0.524,0,1,0.0,33,62,0.532,0.524,14,41,0.341,21,28,49,14,12,0,14,44,80,OOR,2006
John Edwards,C,24,40,296,31,64,0.484,0,0,0.0,31,64,0.484,0.484,8,11,0.727,18,30,48,5,3,15,12,76,70,OOR,2006
Howard Eisley,PG,33,32,394,34,103,0.33,13,42,0.31,21,61,0.344,0.393,20,24,0.833,3,30,33,69,11,2,21,34,101,OOR,2006
Monta Ellis,SG,20,49,886,132,318,0.415,28,82,0.341,104,236,0.441,0.459,42,59,0.712,22,83,105,78,32,11,58,69,334,OOR,2006
Francisco Elson,C,29,72,1579,151,284,0.532,1,5,0.2,150,279,0.538,0.533,49,74,0.662,99,240,339,47,54,45,65,211,352,OOR,2006
Melvin Ely,PF,27,57,1348,216,425,0.508,0,2,0.0,216,423,0.511,0.508,128,192,0.667,94,183,277,76,29,44,100,160,560,OOR,2006
Maurice Evans,SG,27,80,1139,154,341,0.452,43,116,0.371,111,225,0.493,0.515,52,65,0.8,76,87,163,60,41,15,39,122,403,OOR,2006
Reggie Evans,PF,25,67,1393,131,268,0.489,0,1,0.0,131,267,0.491,0.489,115,217,0.53,171,331,502,38,40,10,85,166,377,OOR,2006
Daniel Ewing,SG,22,66,971,97,255,0.38,22,78,0.282,75,177,0.424,0.424,36,46,0.783,23,62,85,84,37,6,57,86,252,OOR,2006
Noel Felix,SF,24,12,82,6,25,0.24,1,3,0.333,5,22,0.227,0.26,5,8,0.625,3,10,13,2,2,3,8,13,18,OOR,2006
Raymond Felton,PG,21,80,2406,345,883,0.391,97,271,0.358,248,612,0.405,0.446,161,222,0.725,77,188,265,446,102,8,182,181,948,OOR,2006
Michael Finley,SG,32,77,2038,286,695,0.412,110,279,0.394,176,416,0.423,0.491,98,115,0.852,31,216,247,116,37,7,62,97,780,OOR,2006
Derek Fisher,PG,31,82,2589,364,887,0.41,117,295,0.397,247,592,0.417,0.476,244,293,0.833,36,175,211,352,125,8,156,237,1089,OOR,2006
Gerald Fitch,PG,23,18,239,30,89,0.337,7,26,0.269,23,63,0.365,0.376,17,23,0.739,7,23,30,33,7,5,15,28,84,OOR,2006
Marcus Fizer,PF,27,3,39,9,17,0.529,1,1,1.0,8,16,0.5,0.559,1,2,0.5,1,6,7,1,0,0,2,5,20,OOR,2006
Sharrod Ford,PF,24,3,13,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,0,0.0,1,2,3,0,0,1,2,7,4,OOR,2006
T.J. Ford,PG,22,72,2557,328,789,0.416,35,104,0.337,293,685,0.428,0.438,187,248,0.754,63,248,311,473,104,7,219,196,878,OOR,2006
Danny Fortson,C,29,23,276,27,51,0.529,0,0,0.0,27,51,0.529,0.529,33,43,0.767,31,47,78,2,4,2,26,76,87,OOR,2006
Jeff Foster,C,29,63,1581,138,250,0.552,0,4,0.0,138,246,0.561,0.552,96,159,0.604,224,350,574,50,41,27,64,191,372,OOR,2006
Adonal Foyle,C,30,77,1824,152,300,0.507,0,0,0.0,152,300,0.507,0.507,41,67,0.612,143,281,424,33,44,125,80,215,345,OOR,2006
Richie Frahm,SG,28,33,342,39,100,0.39,23,70,0.329,16,30,0.533,0.505,7,10,0.7,3,30,33,21,4,2,8,30,108,OOR,2006
Steve Francis,PG-SG,28,70,2393,333,765,0.435,25,83,0.301,308,682,0.452,0.452,314,399,0.787,74,216,290,345,74,17,214,204,1005,OOR,2006
Channing Frye,C,22,65,1572,305,640,0.477,3,9,0.333,302,631,0.479,0.479,189,229,0.825,138,236,374,53,30,47,97,200,802,OOR,2006
Dan Gadzuric,C,27,74,885,171,309,0.553,0,1,0.0,171,308,0.555,0.553,41,89,0.461,91,141,232,24,25,43,35,171,383,OOR,2006
Deng Gai,C,23,2,5,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,OOR,2006
Reece Gaines,PG,25,12,54,6,12,0.5,0,2,0.0,6,10,0.6,0.5,1,4,0.25,0,0,0,3,1,0,1,1,13,OOR,2006
Francisco García,SF,24,67,1301,130,325,0.4,39,137,0.285,91,188,0.484,0.46,78,101,0.772,39,146,185,94,41,47,75,135,377,OOR,2006
Kevin Garnett,PF,29,76,2957,626,1191,0.526,8,30,0.267,618,1161,0.532,0.529,396,489,0.81,214,752,966,308,104,107,180,206,1656,OOR,2006
Pat Garrity,PF,29,57,938,101,242,0.417,50,129,0.388,51,113,0.451,0.521,30,37,0.811,31,77,108,38,12,9,38,108,282,OOR,2006
Pau Gasol,PF,25,80,3135,600,1194,0.503,3,12,0.25,597,1182,0.505,0.504,425,617,0.689,191,522,713,371,46,153,235,184,1628,OOR,2006
Devean George,SF,28,71,1542,170,425,0.4,50,160,0.313,120,265,0.453,0.459,58,86,0.674,82,192,274,68,66,34,54,159,448,OOR,2006
Eddie Gill,PG,27,41,122,10,45,0.222,7,23,0.304,3,22,0.136,0.3,18,23,0.783,0,15,15,12,11,1,9,13,45,OOR,2006
Manu Ginóbili,SG,28,65,1813,309,669,0.462,83,217,0.382,226,452,0.5,0.524,280,360,0.778,42,188,230,235,101,26,121,156,981,OOR,2006
Gordan Giriček,SG,28,37,956,166,383,0.433,18,59,0.305,148,324,0.457,0.457,43,57,0.754,15,55,70,63,16,4,63,87,393,OOR,2006
Anthony Goldwire,PG,34,3,22,1,7,0.143,0,2,0.0,1,5,0.2,0.143,0,0,0.0,0,1,1,2,0,0,1,0,2,OOR,2006
Ryan Gomes,PF,23,61,1376,173,355,0.487,3,9,0.333,170,346,0.491,0.492,112,149,0.752,102,196,298,58,35,5,55,83,461,OOR,2006
Drew Gooden,PF,24,79,2174,334,652,0.512,1,3,0.333,333,649,0.513,0.513,176,258,0.682,237,428,665,56,52,49,106,190,845,OOR,2006
Ben Gordon,SG,22,80,2482,486,1152,0.422,166,382,0.435,320,770,0.416,0.494,211,268,0.787,43,176,219,240,75,5,180,238,1349,OOR,2006
Joey Graham,SF,23,80,1581,198,414,0.478,29,87,0.333,169,327,0.517,0.513,108,133,0.812,57,187,244,60,37,13,92,228,533,OOR,2006
Stephen Graham,SG,23,22,175,21,54,0.389,2,10,0.2,19,44,0.432,0.407,14,15,0.933,5,22,27,7,5,2,13,31,58,OOR,2006
Danny Granger,SF,22,78,1765,221,478,0.462,30,93,0.323,191,385,0.496,0.494,115,148,0.777,131,253,384,90,58,62,80,211,587,OOR,2006
Brian Grant,C,33,21,248,27,65,0.415,0,0,0.0,27,65,0.415,0.415,7,8,0.875,11,46,57,7,5,3,7,45,61,OOR,2006
Devin Green,SG,23,27,135,6,28,0.214,0,2,0.0,6,26,0.231,0.214,13,21,0.619,10,14,24,7,3,0,5,13,25,OOR,2006
Gerald Green,SG,20,32,374,66,138,0.478,6,20,0.3,60,118,0.508,0.5,29,37,0.784,10,31,41,18,13,4,22,41,167,OOR,2006
Willie Green,SG,24,10,153,28,66,0.424,10,19,0.526,18,47,0.383,0.5,4,5,0.8,1,14,15,5,2,0,12,13,70,OOR,2006
Orien Greene,PG,23,80,1235,100,253,0.395,9,40,0.225,91,213,0.427,0.413,45,68,0.662,37,108,145,129,77,10,109,181,254,OOR,2006
Adrian Griffin,SG,31,52,1245,98,204,0.48,0,2,0.0,98,202,0.485,0.48,41,53,0.774,75,152,227,89,51,9,39,113,237,OOR,2006
Eddie Griffin,C,23,70,1359,130,370,0.351,16,82,0.195,114,288,0.396,0.373,44,74,0.595,107,282,389,40,13,148,43,125,320,OOR,2006
Anthony Grundy,SG,26,12,108,19,38,0.5,5,15,0.333,14,23,0.609,0.566,9,14,0.643,1,16,17,9,7,0,9,14,52,OOR,2006
Richard Hamilton,SG,27,80,2825,649,1322,0.491,55,120,0.458,594,1202,0.494,0.512,256,303,0.845,84,172,256,275,52,16,173,207,1609,OOR,2006
Zendon Hamilton,C,30,12,49,7,14,0.5,0,0,0.0,7,14,0.5,0.5,12,18,0.667,3,8,11,0,4,0,6,5,26,OOR,2006
Anfernee Hardaway,SF,34,4,72,4,14,0.286,0,1,0.0,4,13,0.308,0.286,2,2,1.0,0,10,10,8,2,0,6,7,10,OOR,2006
Matt Harpring,SF,29,71,1944,322,678,0.475,14,39,0.359,308,639,0.482,0.485,227,313,0.725,158,210,368,98,59,14,109,202,885,OOR,2006
Al Harrington,PF,25,76,2782,551,1220,0.452,66,191,0.346,485,1029,0.471,0.479,243,350,0.694,132,391,523,238,85,14,195,301,1411,OOR,2006
Othella Harrington,C,32,72,824,135,273,0.495,0,0,0.0,135,273,0.495,0.495,77,123,0.626,54,100,154,39,7,13,61,131,347,OOR,2006
Devin Harris,PG,22,56,1275,190,405,0.469,5,21,0.238,185,384,0.482,0.475,169,236,0.716,26,99,125,177,53,16,84,121,554,OOR,2006
David Harrison,C,23,67,1034,148,294,0.503,0,0,0.0,148,294,0.503,0.503,89,174,0.511,84,170,254,14,23,59,79,193,385,OOR,2006
Jason Hart,PG,27,66,818,86,221,0.389,9,31,0.29,77,190,0.405,0.41,37,56,0.661,12,59,71,70,31,5,43,85,218,OOR,2006
Udonis Haslem,PF,25,81,2491,300,591,0.508,0,2,0.0,300,589,0.509,0.508,157,199,0.789,167,467,634,95,50,17,80,216,757,OOR,2006
Trenton Hassell,SG,26,77,2514,286,616,0.464,7,23,0.304,279,593,0.47,0.47,131,176,0.744,82,134,216,203,43,29,124,201,710,OOR,2006
Chuck Hayes,PF,22,40,535,59,105,0.562,0,1,0.0,59,104,0.567,0.562,29,45,0.644,67,112,179,14,26,14,12,76,147,OOR,2006
