Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Junior Bridgeman,SF,32,58,1161,199,451,0.441,6,18,0.333,193,433,0.446,0.448,106,119,0.891,29,94,123,108,31,8,68,81,510,OOR
Mike Brittain,C,22,32,219,22,43,0.512,0,0,0.0,22,43,0.512,0.512,10,19,0.526,10,39,49,5,3,12,20,54,54,OOR
Tony Brown,SG,25,10,132,18,41,0.439,0,2,0.0,18,39,0.462,0.439,9,13,0.692,5,11,16,14,5,1,4,16,45,OOR
Wallace Bryant,C,26,17,218,15,48,0.313,0,0,0.0,15,48,0.313,0.313,11,19,0.579,17,36,53,15,5,5,9,38,41,OOR
Quinn Buckner,PG,31,32,419,49,104,0.471,0,1,0.0,49,103,0.476,0.471,19,27,0.704,9,42,51,86,40,3,55,80,117,OOR
Michael Cage,PF,24,78,1566,204,426,0.479,0,3,0.0,204,423,0.482,0.479,113,174,0.649,168,249,417,81,62,34,106,176,521,OOR
Tony Campbell,SF,23,82,1292,294,608,0.484,2,9,0.222,292,599,0.487,0.485,58,73,0.795,83,153,236,45,62,7,86,164,648,OOR
Rick Carlisle,SG,26,77,760,92,189,0.487,0,10,0.0,92,179,0.514,0.487,15,23,0.652,22,55,77,104,19,4,50,92,199,OOR
Antoine Carr,PF,24,17,258,49,93,0.527,0,0,0.0,49,93,0.527,0.527,18,27,0.667,16,36,52,14,7,15,14,51,116,OOR
Kenny Carr,PF,30,55,1557,232,466,0.498,0,4,0.0,232,462,0.502,0.498,149,217,0.687,146,346,492,70,38,30,106,203,613,OOR
Joe Barry Carroll,C,27,79,2801,650,1404,0.463,0,2,0.0,650,1402,0.464,0.463,377,501,0.752,193,477,670,176,101,143,275,277,1677,OOR
Butch Carter,SG,27,9,67,7,24,0.292,0,1,0.0,7,23,0.304,0.292,6,7,0.857,2,2,4,4,1,0,7,14,20,OOR
Bill Cartwright,C,28,2,36,3,7,0.429,0,0,0.0,3,7,0.429,0.429,6,10,0.6,2,8,10,5,1,1,6,6,12,OOR
Terry Catledge,PF,22,64,1092,202,431,0.469,0,4,0.0,202,427,0.473,0.469,90,139,0.647,107,165,272,21,31,8,69,127,494,OOR
Bobby Cattage,PF,27,29,185,28,83,0.337,1,5,0.2,27,78,0.346,0.343,35,44,0.795,15,19,34,4,6,0,13,23,92,OOR
Tom Chambers,PF,26,66,2019,432,928,0.466,13,48,0.271,419,880,0.476,0.473,346,414,0.836,126,305,431,132,55,37,194,248,1223,OOR
Lorenzo Charles,SF,22,36,273,49,88,0.557,0,0,0.0,49,88,0.557,0.557,24,36,0.667,13,26,39,8,2,6,18,37,122,OOR
Maurice Cheeks,PG,29,82,3270,490,913,0.537,4,17,0.235,486,896,0.542,0.539,282,335,0.842,55,180,235,753,207,27,238,160,1266,OOR
Fred Cofield,PG,24,45,469,75,184,0.408,3,15,0.2,72,169,0.426,0.416,12,20,0.6,6,40,46,82,20,3,49,65,165,OOR
Steve Colter,PG,23,81,1868,272,597,0.456,27,83,0.325,245,514,0.477,0.478,135,164,0.823,41,136,177,257,113,10,115,188,706,OOR
Lester Conner,PG,26,36,413,51,136,0.375,2,7,0.286,49,129,0.38,0.382,40,54,0.741,25,37,62,43,24,1,15,23,144,OOR
Darwin Cook,PG,27,79,1965,267,627,0.426,11,53,0.208,256,574,0.446,0.435,84,111,0.757,51,126,177,390,156,22,132,172,629,OOR
Jeff Cook,PF,29,36,373,31,73,0.425,0,1,0.0,31,72,0.431,0.425,27,42,0.643,33,53,86,21,13,11,14,65,89,OOR
David Cooke,PF,22,6,38,2,11,0.182,0,0,0.0,2,11,0.182,0.182,5,10,0.5,5,5,10,1,4,0,2,5,9,OOR
Michael Cooper,SG,29,82,2269,274,606,0.452,63,163,0.387,211,443,0.476,0.504,147,170,0.865,44,200,244,466,89,43,151,238,758,OOR
Wayne Cooper,C,29,78,2112,422,906,0.466,3,7,0.429,419,899,0.466,0.467,174,219,0.795,190,420,610,81,42,227,117,315,1021,OOR
Tyrone Corbin,SF,23,16,174,27,64,0.422,0,1,0.0,27,63,0.429,0.422,10,14,0.714,11,14,25,11,11,2,12,21,64,OOR
Dave Corzine,C,29,67,1709,255,519,0.491,3,12,0.25,252,507,0.497,0.494,127,171,0.743,132,301,433,150,28,53,104,133,640,OOR
Ron Crevier,C,27,3,4,0,3,0.0,0,0,0.0,0,3,0.0,0.0,0,2,0.0,1,0,1,0,0,0,0,2,0,OOR
Jeff Cross,PF,24,21,128,6,24,0.25,0,0,0.0,6,24,0.25,0.25,14,25,0.56,9,21,30,1,2,3,6,38,26,OOR
Pat Cummings,C,29,31,1007,195,408,0.478,0,2,0.0,195,406,0.48,0.478,97,139,0.698,92,188,280,47,27,12,87,136,487,OOR
Terry Cummings,PF,24,82,2669,681,1438,0.474,0,2,0.0,681,1436,0.474,0.474,265,404,0.656,222,472,694,193,121,51,191,283,1627,OOR
Earl Cureton,PF,28,80,2017,285,564,0.505,0,2,0.0,285,562,0.507,0.505,117,211,0.555,198,306,504,137,58,58,150,239,687,OOR
Quintin Dailey,SG,25,35,723,203,470,0.432,0,8,0.0,203,462,0.439,0.432,163,198,0.823,20,48,68,67,22,5,67,86,569,OOR
Adrian Dantley,SF,30,76,2744,818,1453,0.563,1,11,0.091,817,1442,0.567,0.563,630,796,0.791,178,217,395,264,64,4,231,206,2267,OOR
Brad Davis,PG,30,82,1971,267,502,0.532,32,89,0.36,235,413,0.569,0.564,198,228,0.868,26,120,146,467,57,15,110,174,764,OOR
Charles Davis,SF,27,57,873,188,397,0.474,3,24,0.125,185,373,0.496,0.477,61,75,0.813,60,110,170,55,26,7,50,113,440,OOR
Johnny Davis,SG,30,66,1014,148,344,0.43,3,13,0.231,145,331,0.438,0.435,118,138,0.855,8,47,55,217,37,4,78,76,417,OOR
Walter Davis,SG,31,70,2239,624,1287,0.485,18,76,0.237,606,1211,0.5,0.492,257,305,0.843,54,149,203,361,99,3,219,153,1523,OOR
Darryl Dawkins,C,29,51,1207,284,441,0.644,0,1,0.0,284,440,0.645,0.644,210,297,0.707,85,166,251,77,16,59,124,227,778,OOR
Darren Daye,SF,25,64,1075,198,399,0.496,1,3,0.333,197,396,0.497,0.497,159,237,0.671,71,112,183,109,46,11,98,121,556,OOR
James Donaldson,C,28,83,2682,256,459,0.558,0,0,0.0,256,459,0.558,0.558,204,254,0.803,171,624,795,96,28,139,123,189,716,OOR
Larry Drew,PG,27,75,1971,376,776,0.485,10,31,0.323,366,745,0.491,0.491,128,161,0.795,25,100,125,338,66,2,133,134,890,OOR
Clyde Drexler,SG,23,75,2576,542,1142,0.475,12,60,0.2,530,1082,0.49,0.48,293,381,0.769,171,250,421,600,197,46,282,270,1389,OOR
Joe Dumars,SG,22,82,1957,287,597,0.481,5,16,0.313,282,581,0.485,0.485,190,238,0.798,60,59,119,390,66,11,158,200,769,OOR
T.R. Dunn,SG,30,82,2401,172,379,0.454,0,1,0.0,172,378,0.455,0.454,68,88,0.773,143,234,377,171,155,16,51,228,412,OOR
Devin Durrant,SF,25,4,51,8,21,0.381,0,0,0.0,8,21,0.381,0.381,1,4,0.25,2,6,8,5,3,0,4,10,17,OOR
Mark Eaton,C,29,80,2551,277,589,0.47,0,0,0.0,277,589,0.47,0.47,122,202,0.604,172,503,675,101,33,369,157,282,676,OOR
Franklin Edwards,PG,26,73,1491,262,577,0.454,1,9,0.111,261,568,0.46,0.455,132,151,0.874,24,62,86,259,89,4,137,87,657,OOR
James Edwards,C,30,52,1314,318,587,0.542,0,0,0.0,318,587,0.542,0.542,212,302,0.702,79,222,301,74,23,29,128,200,848,OOR
Craig Ehlo,SG,24,36,199,36,84,0.429,3,9,0.333,33,75,0.44,0.446,23,29,0.793,17,29,46,29,11,4,15,22,98,OOR
Dale Ellis,SF,25,72,1086,193,470,0.411,63,173,0.364,130,297,0.438,0.478,59,82,0.72,86,82,168,37,40,9,38,78,508,OOR
Alex English,SF,32,81,3024,951,1888,0.504,1,5,0.2,950,1883,0.505,0.504,511,593,0.862,192,213,405,320,73,29,249,235,2414,OOR
Julius Erving,SF,35,74,2474,521,1085,0.48,9,32,0.281,512,1053,0.486,0.484,289,368,0.785,169,201,370,248,113,82,214,196,1340,OOR
Mike Evans,PG,30,81,1389,304,715,0.425,39,176,0.222,265,539,0.492,0.452,126,149,0.846,30,71,101,177,61,1,124,159,773,OOR
Patrick Ewing,C,23,50,1771,386,814,0.474,0,5,0.0,386,809,0.477,0.474,226,306,0.739,124,327,451,102,54,103,172,191,998,OOR
Kenny Fields,SF,23,78,1120,204,398,0.513,0,4,0.0,204,394,0.518,0.513,91,132,0.689,59,144,203,79,51,15,77,170,499,OOR
Vern Fleming,PG,23,80,2870,436,862,0.506,1,6,0.167,435,856,0.508,0.506,263,353,0.745,102,284,386,505,131,5,208,230,1136,OOR
Sleepy Floyd,PG,25,82,2764,510,1007,0.506,39,119,0.328,471,888,0.53,0.526,351,441,0.796,76,221,297,746,157,16,290,199,1410,OOR
Rod Foster,PG,25,48,704,85,218,0.39,9,32,0.281,76,186,0.409,0.411,23,32,0.719,9,49,58,121,22,1,61,77,202,OOR
World B. Free,SG,32,75,2535,652,1433,0.455,71,169,0.42,581,1264,0.46,0.48,379,486,0.78,72,146,218,314,91,19,172,186,1754,OOR
Bill Garnett,PF,25,80,1197,112,239,0.469,0,2,0.0,112,237,0.473,0.469,116,162,0.716,106,169,275,95,39,22,91,174,340,OOR
George Gervin,SG,33,82,2065,519,1100,0.472,4,19,0.211,515,1081,0.476,0.474,283,322,0.879,78,137,215,144,49,23,161,210,1325,OOR
Mike Gibson,PF,25,32,161,20,51,0.392,0,0,0.0,20,51,0.392,0.392,8,11,0.727,15,25,40,5,8,4,6,35,48,OOR
Artis Gilmore,C,36,71,2395,423,684,0.618,0,1,0.0,423,683,0.619,0.618,338,482,0.701,166,434,600,102,39,108,186,239,1184,OOR
Mike Glenn,SG,30,38,573,94,190,0.495,0,0,0.0,94,190,0.495,0.495,47,49,0.959,4,53,57,39,9,3,18,42,235,OOR
Georgi Glouchkov,PF,26,49,772,84,209,0.402,1,1,1.0,83,208,0.399,0.404,70,122,0.574,31,132,163,32,26,25,76,124,239,OOR
Mike Gminski,C,26,81,2525,491,949,0.517,0,1,0.0,491,948,0.518,0.517,351,393,0.893,206,462,668,133,56,71,140,163,1333,OOR
Lancaster Gordon,SG,23,60,704,130,345,0.377,7,28,0.25,123,317,0.388,0.387,45,56,0.804,24,44,68,60,33,10,62,91,312,OOR
Stuart Gray,C,22,67,423,54,108,0.5,0,0,0.0,54,108,0.5,0.5,47,74,0.635,45,73,118,15,8,11,32,94,155,OOR
A.C. Green,PF,22,82,1542,209,388,0.539,1,6,0.167,208,382,0.545,0.54,102,167,0.611,160,221,381,54,49,49,99,229,521,OOR
Ken Green,PF,26,7,72,13,27,0.481,0,0,0.0,13,27,0.481,0.481,5,9,0.556,12,15,27,2,4,0,1,8,31,OOR
Kenny Green,SF,21,41,453,83,192,0.432,0,1,0.0,83,191,0.435,0.432,35,49,0.714,27,46,73,9,5,9,35,53,201,OOR
Rickey Green,PG,31,80,2012,357,758,0.471,5,29,0.172,352,729,0.483,0.474,213,250,0.852,32,103,135,411,106,6,132,130,932,OOR
Sidney Green,PF,25,80,2307,407,875,0.465,0,8,0.0,407,867,0.469,0.465,262,335,0.782,208,450,658,139,70,37,220,292,1076,OOR
Dave Greenwood,PF,28,68,1910,198,388,0.51,0,1,0.0,198,387,0.512,0.51,142,184,0.772,151,380,531,90,37,52,113,207,538,OOR
Claude Gregory,PF,27,2,2,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,2,0,2,0,1,0,2,1,2,OOR
Ernie Grunfeld,SF,30,76,1402,148,355,0.417,26,61,0.426,122,294,0.415,0.454,90,108,0.833,42,164,206,119,39,13,50,192,412,OOR
Pétur Guðmundsson,C,27,8,128,20,37,0.541,0,0,0.0,20,37,0.541,0.541,18,27,0.667,17,21,38,3,3,4,11,25,58,OOR
Bob Hansen,SG,25,82,2032,299,628,0.476,17,50,0.34,282,578,0.488,0.49,95,132,0.72,82,162,244,193,74,9,126,205,710,OOR
Bill Hanzlik,SF,28,79,1982,331,741,0.447,8,41,0.195,323,700,0.461,0.452,318,405,0.785,88,176,264,316,107,16,165,277,988,OOR
Derek Harper,PG,24,79,2150,390,730,0.534,12,51,0.235,378,679,0.557,0.542,171,229,0.747,75,151,226,416,153,23,144,166,963,OOR
Steve Harris,SG,22,57,482,103,233,0.442,1,5,0.2,102,228,0.447,0.444,50,54,0.926,25,32,57,50,21,4,34,55,257,OOR
Scott Hastings,PF,25,62,650,65,159,0.409,3,4,0.75,62,155,0.4,0.418,60,70,0.857,44,80,124,26,14,8,40,118,193,OOR
Steve Hayes,C,30,58,397,39,87,0.448,0,0,0.0,39,87,0.448,0.448,11,36,0.306,32,45,77,7,5,19,16,81,89,OOR
Gerald Henderson,PG,30,82,2568,434,900,0.482,18,52,0.346,416,848,0.491,0.492,185,223,0.83,89,98,187,487,138,11,184,230,1071,OOR
Jerome Henderson,C,26,1,3,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,0,0.0,0,1,1,0,0,0,0,1,4,OOR
Carl Henry,SG,25,28,149,31,67,0.463,4,10,0.4,27,57,0.474,0.493,12,17,0.706,8,11,19,4,5,0,9,11,78,OOR
Rod Higgins,SF,26,30,332,39,106,0.368,1,9,0.111,38,97,0.392,0.373,19,27,0.704,14,37,51,24,9,11,13,49,98,OOR
Roy Hinson,SF,24,82,2834,621,1167,0.532,0,4,0.0,621,1163,0.534,0.532,364,506,0.719,167,472,639,102,62,112,188,316,1606,OOR
Craig Hodges,SG,25,66,1739,284,568,0.5,73,162,0.451,211,406,0.52,0.564,75,86,0.872,39,78,117,229,74,2,89,157,716,OOR
Michael Holton,PG-SG,24,28,512,77,175,0.44,1,12,0.083,76,163,0.466,0.443,28,44,0.636,11,22,33,55,25,0,27,47,183,OOR
Phil Hubbard,SF,29,23,640,93,198,0.47,0,1,0.0,93,197,0.472,0.47,76,112,0.679,48,72,120,29,20,3,66,78,262,OOR
Alfredrick Hughes,SG,23,68,866,152,372,0.409,3,17,0.176,149,355,0.42,0.413,49,84,0.583,49,64,113,61,26,5,63,79,356,OOR
Jay Humphries,PG,23,82,2733,352,735,0.479,4,29,0.138,348,706,0.493,0.482,197,257,0.767,56,204,260,526,132,9,190,222,905,OOR
Geoff Huston,PG,28,82,1208,140,273,0.513,2,6,0.333,138,267,0.517,0.516,63,92,0.685,10,55,65,342,38,4,83,67,345,OOR
Marc Iavaroni,PF,29,68,1014,110,244,0.451,0,2,0.0,110,242,0.455,0.451,76,115,0.661,63,146,209,82,32,17,72,163,296,OOR
Clemon Johnson,C,29,75,1069,105,223,0.471,0,0,0.0,105,223,0.471,0.471,51,81,0.63,106,149,255,15,23,62,38,129,261,OOR
Dennis Johnson,PG,31,78,2732,482,1060,0.455,6,42,0.143,476,1018,0.468,0.458,243,297,0.818,69,199,268,456,110,35,173,206,1213,OOR
Eddie Johnson,SG,30,71,1477,284,621,0.457,29,85,0.341,255,536,0.476,0.481,112,155,0.723,30,91,121,333,18,2,150,128,709,OOR
Frank Johnson,PG,27,14,402,69,154,0.448,0,3,0.0,69,151,0.457,0.448,38,54,0.704,7,21,28,76,11,1,29,30,176,OOR
George Johnson,C,37,41,264,12,23,0.522,0,0,0.0,12,23,0.522,0.522,11,16,0.688,26,34,60,13,6,37,14,46,35,OOR
George Johnson,PF,29,2,7,1,3,0.333,0,0,0.0,1,3,0.333,0.333,2,2,1.0,1,1,2,0,0,0,1,1,4,OOR
Ken Johnson,PF,23,64,815,113,214,0.528,0,0,0.0,113,214,0.528,0.528,37,85,0.435,90,153,243,19,13,22,59,147,263,OOR
Magic Johnson,PG,26,72,2578,483,918,0.526,10,43,0.233,473,875,0.541,0.532,378,434,0.871,85,341,426,907,113,16,273,133,1354,Candidate
Marques Johnson,SG,29,75,2605,613,1201,0.51,1,15,0.067,612,1186,0.516,0.511,298,392,0.76,156,260,416,283,107,50,183,214,1525,OOR
Mickey Johnson,PF,33,79,1574,214,507,0.422,5,24,0.208,209,483,0.433,0.427,183,233,0.785,98,234,332,217,67,25,165,248,616,OOR
Steve Johnson,C,28,71,1828,362,573,0.632,0,0,0.0,362,573,0.632,0.632,259,373,0.694,143,319,462,95,44,66,191,291,983,OOR
Vinnie Johnson,SG,29,79,1978,465,996,0.467,2,13,0.154,463,983,0.471,0.468,165,214,0.771,119,107,226,269,80,23,88,180,1097,OOR
Bobby Jones,PF,34,70,1519,189,338,0.559,0,1,0.0,189,337,0.561,0.559,114,145,0.786,49,120,169,126,48,50,90,159,492,OOR
Caldwell Jones,C,35,80,1437,126,254,0.496,0,7,0.0,126,247,0.51,0.496,124,150,0.827,105,250,355,74,38,61,102,244,376,OOR
Charles Jones,C,28,81,1609,129,254,0.508,0,1,0.0,129,253,0.51,0.508,54,86,0.628,122,199,321,76,57,133,71,235,312,OOR
Charles Jones,PF,24,43,742,75,164,0.457,0,1,0.0,75,163,0.46,0.457,50,98,0.51,65,128,193,52,32,25,57,87,200,OOR
Earl Jones,C,25,12,43,5,12,0.417,0,0,0.0,5,12,0.417,0.417,3,4,0.75,4,6,10,4,0,1,7,13,13,OOR
Edgar Jones,PF,29,53,1011,187,370,0.505,7,23,0.304,180,347,0.519,0.515,132,178,0.742,71,136,207,45,30,38,64,142,513,OOR
Ozell Jones,C,25,3,18,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,0,0.0,0,2,2,0,2,1,3,5,0,OOR
Michael Jordan,SG,22,18,451,150,328,0.457,3,18,0.167,147,310,0.474,0.462,105,125,0.84,23,41,64,53,37,21,45,46,408,OOR
Yvon Joseph,C,28,1,5,0,0,0.0,0,0,0.0,0,0,0.0,0.0,2,2,1.0,0,0,0,0,0,0,0,1,2,OOR
Harold Keeling,SG,22,20,75,17,39,0.436,0,0,0.0,17,39,0.436,0.436,10,14,0.714,3,3,6,10,7,0,7,9,44,OOR
Rich Kelley,C,32,37,324,28,49,0.571,0,2,0.0,28,47,0.596,0.571,18,22,0.818,29,52,81,43,10,3,22,62,74,OOR
Clark Kellogg,PF,24,19,568,139,294,0.473,4,13,0.308,135,281,0.48,0.48,53,69,0.768,51,117,168,57,28,8,61,59,335,OOR
Jerome Kersey,SF,23,79,1217,258,470,0.549,0,6,0.0,258,464,0.556,0.549,156,229,0.681,137,156,293,83,85,32,113,208,672,OOR
Albert King,SF,26,73,1998,438,961,0.456,4,23,0.174,434,938,0.463,0.458,167,203,0.823,116,250,366,181,58,24,181,205,1047,OOR
Greg Kite,C,24,64,464,34,91,0.374,0,1,0.0,34,90,0.378,0.374,15,39,0.385,35,93,128,17,3,28,32,81,83,OOR
Joe Kleine,C,24,80,1180,160,344,0.465,0,0,0.0,160,344,0.465,0.465,94,130,0.723,113,260,373,46,24,34,107,224,414,OOR
Jon Koncak,C,22,82,1695,263,519,0.507,0,1,0.0,263,518,0.508,0.507,156,257,0.607,171,296,467,55,37,69,111,296,682,OOR
Mitch Kupchak,PF,31,55,783,124,257,0.482,0,1,0.0,124,256,0.484,0.482,84,112,0.75,69,122,191,17,12,7,64,102,332,OOR
Bill Laimbeer,C,28,82,2891,545,1107,0.492,4,14,0.286,541,1093,0.495,0.494,266,319,0.834,305,770,1075,146,59,65,133,291,1360,OOR
Jeff Lamp,SF,26,74,1321,245,514,0.477,7,30,0.233,238,484,0.492,0.483,111,133,0.835,53,147,200,117,39,4,68,155,608,OOR
Allen Leavell,PG,28,74,1190,212,458,0.463,24,67,0.358,188,391,0.481,0.489,135,158,0.854,6,61,67,234,58,8,88,126,583,OOR
Keith Lee,PF,23,58,1197,177,380,0.466,2,9,0.222,175,371,0.472,0.468,75,96,0.781,116,235,351,67,29,37,78,204,431,OOR
Ronnie Lester,PG,27,27,222,26,52,0.5,0,3,0.0,26,49,0.531,0.5,15,19,0.789,0,10,10,54,9,3,42,27,67,OOR
Fat Lever,PG,25,78,2616,468,1061,0.441,12,38,0.316,456,1023,0.446,0.447,132,182,0.725,136,284,420,584,178,15,210,204,1080,OOR
Cliff Levingston,PF,25,81,1945,294,551,0.534,0,1,0.0,294,550,0.535,0.534,164,242,0.678,193,341,534,72,76,39,113,260,752,OOR
Alton Lister,C,27,81,1812,318,577,0.551,0,2,0.0,318,575,0.553,0.551,160,266,0.602,199,393,592,101,49,142,161,300,796,OOR
Lewis Lloyd,SG,26,82,2444,592,1119,0.529,3,15,0.2,589,1104,0.534,0.53,199,236,0.843,155,169,324,300,102,24,194,216,1386,OOR
John Long,SG,29,62,1176,264,548,0.482,3,16,0.188,261,532,0.491,0.484,89,104,0.856,47,51,98,82,41,13,59,92,620,OOR
John Lucas,PG,32,65,2120,365,818,0.446,45,146,0.308,320,672,0.476,0.474,231,298,0.775,33,110,143,571,77,5,149,124,1006,OOR
Maurice Lucas,PF,33,77,1750,302,653,0.462,1,2,0.5,301,651,0.462,0.463,180,230,0.783,164,402,566,84,45,24,121,253,785,OOR
Kyle Macy,PG,28,82,2426,286,592,0.483,58,141,0.411,228,451,0.506,0.532,73,90,0.811,41,137,178,446,81,11,117,201,703,OOR
Rick Mahorn,PF,27,80,1442,157,345,0.455,0,1,0.0,157,344,0.456,0.455,81,119,0.681,121,291,412,64,40,61,109,261,395,OOR
Jeff Malone,SG,24,80,2992,735,1522,0.483,3,17,0.176,732,1505,0.486,0.484,322,371,0.868,66,222,288,191,70,12,168,180,1795,OOR
Karl Malone,PF,22,81,2475,504,1016,0.496,0,2,0.0,504,1014,0.497,0.496,195,405,0.481,174,544,718,236,105,44,279,295,1203,OOR
Moses Malone,C,30,74,2706,571,1246,0.458,0,1,0.0,571,1245,0.459,0.458,617,784,0.787,339,533,872,90,67,71,261,194,1759,OOR
Pace Mannion,SF,25,57,673,97,214,0.453,8,42,0.19,89,172,0.517,0.472,53,82,0.646,26,56,82,55,32,5,41,68,255,OOR
Bill Martin,SF,23,66,691,143,298,0.48,0,8,0.0,143,290,0.493,0.48,46,54,0.852,42,60,102,52,21,7,58,108,332,OOR
Brian Martin,SF-PF,23,8,21,3,7,0.429,0,0,0.0,3,7,0.429,0.429,0,2,0.0,1,3,4,0,0,1,2,7,6,OOR
Wes Matthews,PG,26,75,1853,320,603,0.531,4,25,0.16,316,578,0.547,0.534,173,211,0.82,30,101,131,476,87,32,232,168,817,OOR
Cedric Maxwell,SF,30,76,2458,314,661,0.475,0,3,0.0,314,658,0.477,0.475,447,562,0.795,241,383,624,215,61,29,206,252,1075,OOR
Bob McAdoo,C,34,29,609,116,251,0.462,0,0,0.0,116,251,0.462,0.462,62,81,0.765,25,78,103,35,10,18,49,64,294,OOR
Dwayne McClain,SF,22,45,461,69,180,0.383,1,9,0.111,68,171,0.398,0.386,18,35,0.514,14,16,30,67,38,4,40,61,157,OOR
Tim McCormick,C,23,77,1705,253,444,0.57,1,2,0.5,252,442,0.57,0.571,174,244,0.713,140,263,403,83,19,28,110,219,681,OOR
Rodney McCray,SF,24,82,2610,338,629,0.537,0,3,0.0,338,626,0.54,0.537,171,222,0.77,159,361,520,292,50,58,130,197,847,OOR
Xavier McDaniel,SF,22,82,2706,576,1176,0.49,2,10,0.2,574,1166,0.492,0.491,250,364,0.687,307,348,655,193,101,37,248,305,1404,OOR
