Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
Michael Cage,PF,25,80,2922,457,878,0.521,0,3,0.0,457,875,0.522,0.521,341,467,0.73,354,568,922,131,99,67,171,221,1255,OOR,1987
Tony Campbell,SF,24,40,332,57,145,0.393,0,3,0.0,57,142,0.401,0.393,24,39,0.615,21,37,58,19,12,1,34,40,138,OOR,1987
Rick Carlisle,SG,27,42,297,30,92,0.326,5,16,0.313,25,76,0.329,0.353,15,20,0.75,8,22,30,35,8,0,25,28,80,OOR,1987
Antoine Carr,PF,25,65,695,134,265,0.506,1,3,0.333,133,262,0.508,0.508,73,103,0.709,60,96,156,34,14,48,40,146,342,OOR,1987
Kenny Carr,PF,31,49,1443,201,399,0.504,0,2,0.0,201,397,0.506,0.504,126,169,0.746,131,368,499,83,29,13,103,159,528,OOR,1987
Joe Barry Carroll,C,28,81,2724,690,1461,0.472,0,0,0.0,690,1461,0.472,0.472,340,432,0.787,173,416,589,214,92,123,226,255,1720,OOR,1987
Bill Cartwright,C,29,58,1989,335,631,0.531,0,0,0.0,335,631,0.531,0.531,346,438,0.79,132,313,445,96,40,26,128,188,1016,OOR,1987
Terry Catledge,PF,23,78,2149,413,835,0.495,0,4,0.0,413,831,0.497,0.495,199,335,0.594,248,312,560,56,43,14,145,195,1025,OOR,1987
Tom Chambers,PF,27,82,3018,660,1446,0.456,54,145,0.372,606,1301,0.466,0.475,535,630,0.849,163,382,545,245,81,50,268,307,1909,OOR,1987
Maurice Cheeks,PG,30,68,2624,415,788,0.527,4,17,0.235,411,771,0.533,0.529,227,292,0.777,47,168,215,538,180,15,173,109,1061,OOR,1987
Fred Cofield,PG,25,5,27,2,11,0.182,0,1,0.0,2,10,0.2,0.182,0,0,0.0,1,4,5,4,2,0,1,1,4,OOR,1987
Ben Coleman,C,25,68,1029,182,313,0.581,0,1,0.0,182,312,0.583,0.581,88,121,0.727,99,189,288,37,32,31,94,200,452,OOR,1987
Don Collins,SF,28,6,57,10,28,0.357,0,0,0.0,10,28,0.357,0.357,5,7,0.714,11,4,15,2,2,1,5,11,25,OOR,1987
Steve Colter,PG,24,70,1322,169,397,0.426,4,17,0.235,165,380,0.434,0.431,82,107,0.766,23,85,108,210,56,12,70,99,424,OOR,1987
Darwin Cook,SG,28,82,1420,265,622,0.426,2,23,0.087,263,599,0.439,0.428,82,103,0.796,46,99,145,151,98,17,96,136,614,OOR,1987
Michael Cooper,SG,30,82,2253,322,736,0.438,89,231,0.385,233,505,0.461,0.498,126,148,0.851,58,196,254,373,78,43,102,199,859,OOR,1987
Wayne Cooper,C,30,69,1561,235,524,0.448,0,3,0.0,235,521,0.451,0.448,79,109,0.725,162,311,473,68,13,101,78,257,549,OOR,1987
Tyrone Corbin,SF,24,63,1170,156,381,0.409,1,4,0.25,155,377,0.411,0.411,91,124,0.734,88,127,215,97,55,5,66,129,404,OOR,1987
Dave Corzine,C,30,82,2287,294,619,0.475,0,5,0.0,294,614,0.479,0.475,95,129,0.736,199,341,540,209,38,87,114,202,683,OOR,1987
Pat Cummings,PF,30,49,1056,172,382,0.45,0,0,0.0,172,382,0.45,0.45,79,110,0.718,123,189,312,38,26,7,85,145,423,OOR,1987
Terry Cummings,PF,25,82,2770,729,1426,0.511,0,3,0.0,729,1423,0.512,0.511,249,376,0.662,214,486,700,229,129,81,172,296,1707,OOR,1987
Earl Cureton,C,29,78,1973,243,510,0.476,0,2,0.0,243,508,0.478,0.476,82,152,0.539,212,240,452,122,33,56,80,188,568,OOR,1987
Dell Curry,SG,22,67,636,139,326,0.426,17,60,0.283,122,266,0.459,0.452,30,38,0.789,30,48,78,58,27,4,44,86,325,OOR,1987
Quintin Dailey,SG,26,49,924,200,491,0.407,1,10,0.1,199,481,0.414,0.408,119,155,0.768,34,49,83,79,43,8,71,113,520,OOR,1987
Adrian Dantley,SF,31,81,2736,601,1126,0.534,1,6,0.167,600,1120,0.536,0.534,539,664,0.812,104,228,332,162,63,7,181,193,1742,OOR,1987
Brad Daugherty,C,21,80,2695,487,905,0.538,0,0,0.0,487,905,0.538,0.538,279,401,0.696,152,495,647,304,49,63,248,248,1253,OOR,1987
Brad Davis,PG,31,82,1582,199,436,0.456,32,106,0.302,167,330,0.506,0.493,147,171,0.86,27,87,114,373,63,10,114,159,577,OOR,1987
Walter Davis,SG,32,79,2646,779,1515,0.514,21,81,0.259,758,1434,0.529,0.521,288,334,0.862,90,154,244,364,96,5,226,184,1867,OOR,1987
Darryl Dawkins,C,30,6,106,20,32,0.625,0,0,0.0,20,32,0.625,0.625,17,24,0.708,9,10,19,2,2,3,15,25,57,OOR,1987
Johnny Dawkins,PG,23,81,1682,334,764,0.437,14,47,0.298,320,717,0.446,0.446,153,191,0.801,56,113,169,290,67,3,120,118,835,OOR,1987
Darren Daye,SF,26,62,731,101,202,0.5,0,0,0.0,101,202,0.5,0.5,34,65,0.523,37,88,125,76,25,7,57,100,236,OOR,1987
James Donaldson,C,29,82,3028,311,531,0.586,0,0,0.0,311,531,0.586,0.586,267,329,0.812,295,678,973,63,51,136,104,191,889,OOR,1987
Bruce Douglas,SG,22,8,98,7,24,0.292,0,1,0.0,7,23,0.304,0.292,0,4,0.0,5,9,14,17,9,0,9,9,14,OOR,1987
Greg Dreiling,C,24,24,128,16,37,0.432,0,0,0.0,16,37,0.432,0.432,10,12,0.833,12,31,43,7,2,2,7,42,42,OOR,1987
Larry Drew,PG,28,60,1566,295,683,0.432,12,72,0.167,283,611,0.463,0.441,139,166,0.837,26,77,103,326,60,2,151,107,741,OOR,1987
Clyde Drexler,SG,24,82,3114,707,1408,0.502,11,47,0.234,696,1361,0.511,0.506,357,470,0.76,227,291,518,566,204,71,253,281,1782,OOR,1987
Kevin Duckworth,C,22,65,875,130,273,0.476,0,1,0.0,130,272,0.478,0.476,92,134,0.687,76,147,223,29,21,21,78,192,352,OOR,1987
Joe Dumars,SG,23,79,2439,369,749,0.493,9,22,0.409,360,727,0.495,0.499,184,246,0.748,50,117,167,352,83,5,171,194,931,OOR,1987
T.R. Dunn,SG,31,81,1932,118,276,0.428,0,2,0.0,118,274,0.431,0.428,36,55,0.655,91,174,265,147,100,21,33,160,272,OOR,1987
Mark Eaton,C,30,79,2505,234,585,0.4,0,0,0.0,234,585,0.4,0.4,140,213,0.657,211,486,697,105,43,321,142,273,608,OOR,1987
Jerry Eaves,PG,27,3,26,1,8,0.125,0,0,0.0,1,8,0.125,0.125,2,2,1.0,1,0,1,0,1,0,2,6,4,OOR,1987
Franklin Edwards,PG,27,8,122,9,32,0.281,0,4,0.0,9,28,0.321,0.281,10,14,0.714,2,8,10,29,5,0,17,7,28,OOR,1987
James Edwards,C,31,14,304,57,110,0.518,0,0,0.0,57,110,0.518,0.518,54,70,0.771,20,40,60,19,6,7,15,42,168,OOR,1987
Craig Ehlo,SG,25,44,890,99,239,0.414,5,29,0.172,94,210,0.448,0.425,70,99,0.707,55,106,161,92,40,30,61,80,273,OOR,1987
Dale Ellis,SG,26,82,3073,785,1520,0.516,86,240,0.358,699,1280,0.546,0.545,385,489,0.787,187,260,447,238,104,32,238,267,2041,OOR,1987
Chris Engler,C,27,30,195,23,51,0.451,0,0,0.0,23,51,0.451,0.451,12,16,0.75,23,34,57,8,5,11,12,33,58,OOR,1987
Alex English,SF,33,82,3085,965,1920,0.503,4,15,0.267,961,1905,0.504,0.504,411,487,0.844,146,198,344,422,73,21,214,216,2345,OOR,1987
Julius Erving,SF,36,60,1918,400,850,0.471,14,53,0.264,386,797,0.484,0.479,191,235,0.813,115,149,264,191,76,94,158,137,1005,OOR,1987
Mike Evans,SG,31,81,1567,334,729,0.458,53,169,0.314,281,560,0.502,0.495,96,123,0.78,36,92,128,185,79,12,107,149,817,OOR,1987
Patrick Ewing,PF,24,63,2206,530,1053,0.503,0,7,0.0,530,1046,0.507,0.503,296,415,0.713,157,398,555,104,89,147,229,248,1356,OOR,1987
Dave Feitl,C,24,62,498,88,202,0.436,0,1,0.0,88,201,0.438,0.436,53,71,0.746,39,78,117,22,9,4,38,83,229,OOR,1987
Kenny Fields,SF,24,48,883,159,352,0.452,3,12,0.25,156,340,0.459,0.456,73,94,0.777,63,85,148,61,32,11,53,123,394,OOR,1987
Vern Fleming,PG,24,82,2549,370,727,0.509,2,10,0.2,368,717,0.513,0.51,238,302,0.788,109,225,334,473,109,18,167,222,980,OOR,1987
Sleepy Floyd,PG,26,82,3064,503,1030,0.488,73,190,0.384,430,840,0.512,0.524,462,537,0.86,56,212,268,848,146,18,280,199,1541,OOR,1987
World B. Free,SG,33,20,285,39,123,0.317,2,9,0.222,37,114,0.325,0.325,36,47,0.766,5,14,19,30,5,4,18,26,116,OOR,1987
Kenny Gattison,PF,22,77,1104,148,311,0.476,0,3,0.0,148,308,0.481,0.476,108,171,0.632,87,183,270,36,24,33,88,178,404,OOR,1987
Artis Gilmore,C,37,82,2405,346,580,0.597,0,0,0.0,346,580,0.597,0.597,242,356,0.68,185,394,579,150,39,95,178,235,934,OOR,1987
Mike Glenn,SG,31,4,34,5,13,0.385,0,0,0.0,5,13,0.385,0.385,5,7,0.714,0,2,2,1,1,0,0,3,15,OOR,1987
Mike Gminski,C,27,72,2272,433,947,0.457,0,0,0.0,433,947,0.457,0.457,313,370,0.846,192,438,630,99,52,69,129,159,1179,OOR,1987
Grant Gondrezick,SG,24,64,836,135,300,0.45,4,17,0.235,131,283,0.463,0.457,75,107,0.701,47,63,110,81,25,4,56,91,349,OOR,1987
Lancaster Gordon,SG,24,70,1130,221,545,0.406,14,48,0.292,207,497,0.416,0.418,70,95,0.737,64,62,126,139,61,13,102,106,526,OOR,1987
Stewart Granger,PG,25,15,166,20,54,0.37,0,3,0.0,20,51,0.392,0.37,9,11,0.818,6,11,17,27,7,1,22,17,49,OOR,1987
Stuart Gray,C,23,55,456,41,101,0.406,0,0,0.0,41,101,0.406,0.406,28,39,0.718,39,90,129,26,10,28,36,93,110,OOR,1987
A.C. Green,PF,23,79,2240,316,587,0.538,0,5,0.0,316,582,0.543,0.538,220,282,0.78,210,405,615,84,70,80,102,171,852,OOR,1987
Kenny Green,SF,22,19,172,25,70,0.357,0,0,0.0,25,70,0.357,0.357,14,19,0.737,6,22,28,7,4,2,15,8,64,OOR,1987
Rickey Green,PG,32,81,2090,301,644,0.467,7,19,0.368,294,625,0.47,0.473,172,208,0.827,38,125,163,541,110,2,133,108,781,OOR,1987
Sidney Green,PF,26,80,1792,256,542,0.472,0,2,0.0,256,540,0.474,0.472,119,177,0.672,196,457,653,62,41,50,127,197,631,OOR,1987
Dave Greenwood,PF,29,79,2587,336,655,0.513,3,6,0.5,333,649,0.513,0.515,241,307,0.785,256,527,783,237,71,50,161,248,916,OOR,1987
Darrell Griffith,SG,28,76,1843,463,1038,0.446,67,200,0.335,396,838,0.473,0.478,149,212,0.703,81,146,227,129,97,29,135,167,1142,OOR,1987
Bob Hansen,SG,26,72,1453,272,601,0.453,16,45,0.356,256,556,0.46,0.466,136,179,0.76,84,119,203,102,44,6,77,146,696,OOR,1987
Bill Hanzlik,PF,29,73,1990,307,746,0.412,22,80,0.275,285,666,0.428,0.426,316,402,0.786,79,177,256,280,87,28,132,245,952,OOR,1987
Derek Harper,PG,25,77,2556,497,993,0.501,76,212,0.358,421,781,0.539,0.539,160,234,0.684,51,148,199,609,167,25,138,195,1230,OOR,1987
Ron Harper,SG,23,82,3064,734,1614,0.455,20,94,0.213,714,1520,0.47,0.461,386,564,0.684,169,223,392,394,209,84,345,247,1874,OOR,1987
Steve Harris,SG,23,74,1174,251,599,0.419,0,8,0.0,251,591,0.425,0.419,111,130,0.854,71,99,170,100,37,16,74,111,613,OOR,1987
Scott Hastings,PF,26,40,256,23,68,0.338,2,12,0.167,21,56,0.375,0.353,23,29,0.793,16,54,70,13,10,7,13,35,71,OOR,1987
Cedric Henderson,PF,21,8,16,4,8,0.5,0,0,0.0,4,8,0.5,0.5,3,3,1.0,3,5,8,0,0,0,4,2,11,OOR,1987
Gerald Henderson,PG,31,74,2045,298,674,0.442,19,77,0.247,279,597,0.467,0.456,190,230,0.826,50,125,175,471,101,11,172,208,805,OOR,1987
Jerome Henderson,PF,27,6,36,4,13,0.308,0,0,0.0,4,13,0.308,0.308,4,4,1.0,2,5,7,0,1,1,6,12,12,OOR,1987
Kevin Henderson,PG,22,5,45,3,8,0.375,0,0,0.0,3,8,0.375,0.375,2,2,1.0,1,2,3,11,1,0,4,9,8,OOR,1987
Conner Henry,SG,23,54,323,46,136,0.338,13,42,0.31,33,94,0.351,0.386,17,27,0.63,7,27,34,35,9,1,26,34,122,OOR,1987
Rod Higgins,SF,27,73,1497,214,412,0.519,3,17,0.176,211,395,0.534,0.523,200,240,0.833,72,165,237,96,40,21,76,145,631,OOR,1987
Roy Hinson,SF,25,76,2489,393,823,0.478,0,1,0.0,393,822,0.478,0.478,273,360,0.758,150,338,488,60,45,161,149,281,1059,OOR,1987
Craig Hodges,PG,26,78,2147,315,682,0.462,85,228,0.373,230,454,0.507,0.524,131,147,0.891,48,92,140,240,76,7,124,189,846,OOR,1987
Michael Holton,PG,25,58,479,70,171,0.409,7,23,0.304,63,148,0.426,0.43,44,55,0.8,9,29,38,73,16,2,41,51,191,OOR,1987
Jeff Hornacek,SG,23,80,1561,159,350,0.454,12,43,0.279,147,307,0.479,0.471,94,121,0.777,41,143,184,361,70,5,153,130,424,OOR,1987
Phil Hubbard,SF,30,68,2083,321,605,0.531,0,4,0.0,321,601,0.534,0.531,162,272,0.596,178,210,388,136,66,7,156,224,804,OOR,1987
Jay Humphries,PG,24,82,2579,359,753,0.477,5,27,0.185,354,726,0.488,0.48,200,260,0.769,62,198,260,632,112,9,195,239,923,OOR,1987
Geoff Huston,PG,29,19,428,55,121,0.455,1,2,0.5,54,119,0.454,0.459,18,34,0.529,6,11,17,101,14,0,45,28,129,OOR,1987
Marc Iavaroni,PF,30,78,845,100,215,0.465,0,4,0.0,100,211,0.474,0.465,78,116,0.672,64,109,173,36,16,11,56,154,278,OOR,1987
Myron Jackson,PG,22,8,22,2,9,0.222,0,0,0.0,2,9,0.222,0.222,7,8,0.875,1,2,3,6,1,0,5,1,11,OOR,1987
Buck Johnson,SF,23,60,520,94,201,0.468,0,1,0.0,94,200,0.47,0.468,40,58,0.69,38,50,88,40,17,15,37,81,228,OOR,1987
Clemon Johnson,C,30,78,1051,88,178,0.494,0,2,0.0,88,176,0.5,0.494,70,110,0.636,106,171,277,21,21,42,36,137,246,OOR,1987
Dennis Johnson,PG,32,79,2933,423,953,0.444,7,62,0.113,416,891,0.467,0.448,209,251,0.833,45,216,261,594,87,38,177,201,1062,OOR,1987
Eddie Johnson,SG,31,24,508,85,186,0.457,5,15,0.333,80,171,0.468,0.47,42,55,0.764,11,35,46,115,12,1,41,36,217,OOR,1987
Eddie Johnson,SF,27,81,2457,606,1309,0.463,37,118,0.314,569,1191,0.478,0.477,267,322,0.829,146,207,353,251,42,19,163,218,1516,OOR,1987
Frank Johnson,PG,28,18,399,59,128,0.461,0,1,0.0,59,127,0.465,0.461,35,49,0.714,10,20,30,58,21,0,31,31,153,OOR,1987
Magic Johnson,PG,27,80,2904,683,1308,0.522,8,39,0.205,675,1269,0.532,0.525,535,631,0.848,122,382,504,977,138,36,300,168,1909,MVP,1987
Marques Johnson,SF,30,10,302,68,155,0.439,0,6,0.0,68,149,0.456,0.439,30,42,0.714,9,24,33,28,12,5,17,24,166,OOR,1987
Steffond Johnson,PF,24,29,234,27,64,0.422,0,3,0.0,27,61,0.443,0.422,20,38,0.526,15,28,43,5,9,2,18,55,74,OOR,1987
Steve Johnson,C,29,79,2345,494,889,0.556,0,0,0.0,494,889,0.556,0.556,342,490,0.698,194,372,566,155,49,76,276,340,1330,OOR,1987
Vinnie Johnson,SG,30,78,2166,533,1154,0.462,4,14,0.286,529,1140,0.464,0.464,158,201,0.786,123,134,257,300,92,16,133,159,1228,OOR,1987
Anthony Jones,SF-SG,24,65,858,133,322,0.413,7,20,0.35,126,302,0.417,0.424,50,65,0.769,40,64,104,73,42,19,49,79,323,OOR,1987
Caldwell Jones,PF,36,78,1578,111,224,0.496,0,2,0.0,111,222,0.5,0.496,97,124,0.782,114,341,455,64,23,77,87,227,319,OOR,1987
Charles Jones,PF,29,79,1609,118,249,0.474,0,1,0.0,118,248,0.476,0.474,48,76,0.632,144,212,356,80,67,165,77,252,284,OOR,1987
Michael Jordan,SG,23,82,3281,1098,2279,0.482,12,66,0.182,1086,2213,0.491,0.484,833,972,0.857,166,264,430,377,236,125,272,237,3041,Candidate,1987
Clark Kellogg,PF,25,4,60,8,22,0.364,1,2,0.5,7,20,0.35,0.386,3,4,0.75,7,4,11,6,5,0,4,12,20,OOR,1987
Tim Kempton,PF,23,66,936,97,206,0.471,0,1,0.0,97,205,0.473,0.471,95,137,0.693,70,124,194,53,38,12,49,162,289,OOR,1987
Jerome Kersey,SF,24,82,2088,373,733,0.509,1,23,0.043,372,710,0.524,0.51,262,364,0.72,201,295,496,194,122,77,149,328,1009,OOR,1987
Albert King,SF,27,61,1291,244,573,0.426,13,32,0.406,231,541,0.427,0.437,81,100,0.81,82,132,214,103,34,28,103,177,582,OOR,1987
Bernard King,SF,30,6,214,52,105,0.495,0,0,0.0,52,105,0.495,0.495,32,43,0.744,13,19,32,19,2,0,15,14,136,OOR,1987
Curtis Kitchen,PF,23,6,31,3,6,0.5,0,1,0.0,3,5,0.6,0.5,3,4,0.75,4,5,9,1,2,3,0,4,9,OOR,1987
Greg Kite,C,25,74,745,47,110,0.427,0,1,0.0,47,109,0.431,0.427,29,76,0.382,61,108,169,27,17,46,34,148,123,OOR,1987
Joe Kleine,C,25,79,1658,256,543,0.471,0,1,0.0,256,542,0.472,0.471,110,140,0.786,173,310,483,71,35,30,90,213,622,OOR,1987
Jon Koncak,C,23,82,1684,169,352,0.48,0,1,0.0,169,351,0.481,0.48,125,191,0.654,153,340,493,31,52,76,92,262,463,OOR,1987
Larry Krystkowiak,PF,22,68,1004,170,373,0.456,1,12,0.083,169,361,0.468,0.457,110,148,0.743,77,162,239,85,22,12,67,141,451,OOR,1987
Bill Laimbeer,C,29,82,2854,506,1010,0.501,6,21,0.286,500,989,0.506,0.504,245,274,0.894,243,712,955,151,72,69,120,283,1263,OOR,1987
Jim Lampley,C,26,1,16,1,3,0.333,0,0,0.0,1,3,0.333,0.333,1,2,0.5,1,4,5,0,1,0,1,0,3,OOR,1987
Allen Leavell,PG,29,53,1175,147,358,0.411,18,57,0.316,129,301,0.429,0.436,100,119,0.84,14,47,61,224,53,10,64,126,412,OOR,1987
Keith Lee,PF,24,67,870,170,374,0.455,0,1,0.0,170,373,0.456,0.455,72,101,0.713,93,158,251,69,25,40,85,147,412,OOR,1987
Fat Lever,PG,26,82,3054,643,1370,0.469,22,92,0.239,621,1278,0.486,0.477,244,312,0.782,216,513,729,654,201,34,167,219,1552,OOR,1987
Cliff Levingston,PF,26,82,1848,251,496,0.506,0,3,0.0,251,493,0.509,0.506,155,212,0.731,219,314,533,40,48,68,72,261,657,OOR,1987
Alton Lister,C,28,75,2288,346,687,0.504,0,1,0.0,346,686,0.504,0.504,179,265,0.675,223,482,705,110,32,180,169,289,871,OOR,1987
Lewis Lloyd,SG,27,32,688,165,310,0.532,1,7,0.143,164,303,0.541,0.534,65,86,0.756,13,35,48,90,19,5,52,69,396,OOR,1987
John Long,SG,30,80,2265,490,1170,0.419,19,67,0.284,471,1103,0.427,0.427,219,246,0.89,75,142,217,258,96,8,153,167,1218,OOR,1987
John Lucas,PG,33,43,1358,285,624,0.457,46,126,0.365,239,498,0.48,0.494,137,174,0.787,29,96,125,290,71,6,89,82,753,OOR,1987
Maurice Lucas,PF,34,63,1120,175,388,0.451,0,5,0.0,175,383,0.457,0.451,150,187,0.802,88,219,307,65,34,21,75,171,500,OOR,1987
Kyle Macy,PG,29,76,1250,164,341,0.481,14,46,0.304,150,295,0.508,0.501,34,41,0.829,25,88,113,197,59,7,58,136,376,OOR,1987
Rick Mahorn,PF,28,63,1278,144,322,0.447,0,0,0.0,144,322,0.447,0.447,96,117,0.821,93,282,375,38,32,50,73,221,384,OOR,1987
Jeff Malone,SG,25,80,2763,689,1509,0.457,4,26,0.154,685,1483,0.462,0.458,376,425,0.885,50,168,218,298,75,13,182,154,1758,OOR,1987
Karl Malone,PF,23,82,2857,728,1422,0.512,0,7,0.0,728,1415,0.514,0.512,323,540,0.598,278,577,855,158,104,60,237,323,1779,OOR,1987
Moses Malone,C,31,73,2488,595,1311,0.454,0,11,0.0,595,1300,0.458,0.454,570,692,0.824,340,484,824,120,59,92,202,139,1760,OOR,1987
Pace Mannion,SF,26,23,284,31,94,0.33,3,9,0.333,28,85,0.329,0.346,18,31,0.581,10,29,39,45,18,4,23,32,83,OOR,1987
Bill Martin,SF,24,8,68,9,25,0.36,0,0,0.0,9,25,0.36,0.36,7,8,0.875,2,5,7,0,4,2,7,5,25,OOR,1987
Fernando Martín,C,24,24,146,9,31,0.29,0,1,0.0,9,30,0.3,0.29,4,11,0.364,8,20,28,9,7,1,20,24,22,OOR,1987
Maurice Martin,SF,22,43,286,51,135,0.378,3,15,0.2,48,120,0.4,0.389,42,66,0.636,12,29,41,35,13,6,33,48,147,OOR,1987
Wes Matthews,PG,27,50,532,89,187,0.476,1,3,0.333,88,184,0.478,0.479,29,36,0.806,13,34,47,100,23,4,51,53,208,OOR,1987
Cedric Maxwell,SF,31,81,1968,253,477,0.53,0,1,0.0,253,476,0.532,0.53,303,391,0.775,175,260,435,197,39,14,136,178,809,OOR,1987
Tim McCormick,C,24,81,2817,391,718,0.545,0,4,0.0,391,714,0.548,0.545,251,349,0.719,180,431,611,114,36,64,153,270,1033,OOR,1987
