Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
David Benoit,SF,27,81,1961,255,581,0.439,64,192,0.333,191,389,0.491,0.494,87,112,0.777,90,293,383,82,43,49,71,166,661,OOR,1996
Travis Best,PG,23,59,571,69,163,0.423,8,25,0.32,61,138,0.442,0.448,75,90,0.833,11,33,44,97,20,3,63,80,221,OOR,1996
Mookie Blaylock,PG,28,81,2893,455,1123,0.405,231,623,0.371,224,500,0.448,0.508,127,170,0.747,110,222,332,478,212,17,188,151,1268,OOR,1996
Corie Blount,PF,27,57,715,79,167,0.473,0,2,0.0,79,165,0.479,0.473,25,44,0.568,69,101,170,42,25,35,47,109,183,OOR,1996
Muggsy Bogues,PG,31,6,77,6,16,0.375,0,1,0.0,6,15,0.4,0.375,2,2,1.0,6,1,7,19,2,0,6,4,14,OOR,1996
Anthony Bonner,PF,27,4,43,5,15,0.333,0,0,0.0,5,15,0.333,0.333,3,7,0.429,6,13,19,4,3,0,3,11,13,OOR,1996
Melvin Booker,PG,23,11,131,16,50,0.32,3,19,0.158,13,31,0.419,0.35,9,11,0.818,1,8,9,21,5,1,12,18,44,OOR,1996
Anthony Bowie,SG,32,74,1078,128,272,0.471,12,31,0.387,116,241,0.481,0.493,40,46,0.87,40,83,123,105,34,10,55,112,308,OOR,1996
Donnie Boyce,SG,22,8,41,9,23,0.391,4,8,0.5,5,15,0.333,0.478,2,4,0.5,5,5,10,3,3,1,6,2,24,OOR,1996
Shawn Bradley,C,23,79,2329,387,873,0.443,1,4,0.25,386,869,0.444,0.444,169,246,0.687,221,417,638,63,49,288,179,286,944,OOR,1996
Marques Bragg,PF,25,53,369,54,120,0.45,0,0,0.0,54,120,0.45,0.45,23,41,0.561,38,41,79,8,17,8,26,71,131,OOR,1996
Terrell Brandon,PG,25,75,2570,510,1096,0.465,91,235,0.387,419,861,0.487,0.507,338,381,0.887,47,201,248,487,132,33,142,146,1449,OOR,1996
Tim Breaux,SF,25,54,570,59,161,0.366,15,46,0.326,44,115,0.383,0.413,28,45,0.622,22,38,60,24,11,8,30,42,161,OOR,1996
Frank Brickowski,C,36,63,986,123,252,0.488,32,79,0.405,91,173,0.526,0.552,61,86,0.709,26,125,151,58,26,8,78,185,339,OOR,1996
Scott Brooks,PG,30,69,716,134,293,0.457,25,62,0.403,109,231,0.472,0.5,59,69,0.855,11,30,41,100,42,3,43,53,352,OOR,1996
Chucky Brown,PF,27,82,2019,300,555,0.541,1,8,0.125,299,547,0.547,0.541,104,150,0.693,134,307,441,89,47,38,94,163,705,OOR,1996
Dee Brown,PG,27,65,1591,246,616,0.399,68,220,0.309,178,396,0.449,0.455,135,158,0.854,36,100,136,146,80,12,74,119,695,OOR,1996
Mike Brown,C,32,9,162,9,16,0.563,0,0,0.0,9,16,0.563,0.563,8,17,0.471,14,23,37,3,3,2,6,24,26,OOR,1996
P.J. Brown,C,26,81,2942,354,798,0.444,3,15,0.2,351,783,0.448,0.445,204,265,0.77,215,345,560,165,79,100,133,249,915,OOR,1996
Randy Brown,PG,27,68,671,78,192,0.406,1,11,0.091,77,181,0.425,0.409,28,46,0.609,17,49,66,73,57,12,31,88,185,OOR,1996
Mark Bryant,PF,30,71,1587,242,446,0.543,0,2,0.0,242,444,0.545,0.543,127,177,0.718,131,220,351,52,31,19,85,234,611,OOR,1996
Jud Buechler,SF,27,74,740,112,242,0.463,40,90,0.444,72,152,0.474,0.545,14,22,0.636,45,66,111,56,34,7,39,70,278,OOR,1996
Matt Bullard,PF,28,46,460,66,162,0.407,26,72,0.361,40,90,0.444,0.488,16,20,0.8,18,42,60,18,17,11,24,50,174,OOR,1996
Scott Burrell,SF,25,20,693,92,206,0.447,37,98,0.378,55,108,0.509,0.536,42,56,0.75,26,72,98,47,27,13,43,76,263,OOR,1996
Junior Burrough,PF,23,61,495,64,170,0.376,0,0,0.0,64,170,0.376,0.376,61,93,0.656,45,64,109,15,15,10,40,74,189,OOR,1996
Mitchell Butler,SG,25,61,858,88,229,0.384,13,60,0.217,75,169,0.444,0.413,48,83,0.578,29,89,118,67,41,12,67,104,237,OOR,1996
Jason Caffey,PF,22,57,545,71,162,0.438,0,1,0.0,71,161,0.441,0.438,40,68,0.588,51,60,111,24,12,7,48,91,182,OOR,1996
Michael Cage,C,34,82,2631,220,396,0.556,0,1,0.0,220,395,0.557,0.556,50,92,0.543,288,441,729,53,87,79,54,215,490,OOR,1996
Adrian Caldwell,PF,29,51,327,46,83,0.554,0,0,0.0,46,83,0.554,0.554,18,36,0.5,42,68,110,6,9,5,35,73,110,OOR,1996
Elden Campbell,PF,27,82,2699,447,888,0.503,0,5,0.0,447,883,0.506,0.503,249,349,0.713,162,461,623,181,88,212,137,300,1143,OOR,1996
Antoine Carr,SF,34,80,1532,233,510,0.457,0,3,0.0,233,507,0.46,0.457,114,144,0.792,71,129,200,74,28,65,78,254,580,OOR,1996
Chris Carr,SG,21,60,590,90,217,0.415,11,42,0.262,79,175,0.451,0.44,49,60,0.817,27,75,102,43,10,5,40,77,240,OOR,1996
Sam Cassell,PG,26,61,1682,289,658,0.439,73,210,0.348,216,448,0.482,0.495,235,285,0.825,51,137,188,278,53,4,157,166,886,OOR,1996
Duane Causwell,C,27,73,1044,90,216,0.417,0,1,0.0,90,215,0.419,0.417,70,96,0.729,86,162,248,20,27,78,53,173,250,OOR,1996
Cedric Ceballos,SF,26,78,2628,638,1203,0.53,51,184,0.277,587,1019,0.576,0.552,329,409,0.804,215,321,536,119,94,22,167,144,1656,OOR,1996
Rex Chapman,SG,28,56,1865,289,679,0.426,125,337,0.371,164,342,0.48,0.518,83,113,0.735,22,123,145,166,45,10,79,117,786,OOR,1996
Calbert Cheaney,SF,24,70,2324,426,905,0.471,52,154,0.338,374,751,0.498,0.499,151,214,0.706,67,172,239,154,67,18,129,205,1055,OOR,1996
Pete Chilcutt,PF,27,74,651,73,179,0.408,37,98,0.378,36,81,0.444,0.511,17,26,0.654,51,105,156,26,19,14,22,65,200,OOR,1996
Randolph Childress,PG,23,28,250,25,79,0.316,13,47,0.277,12,32,0.375,0.399,22,27,0.815,1,18,19,32,8,1,28,22,85,OOR,1996
Chris Childs,PG,28,78,2408,324,778,0.416,95,259,0.367,229,519,0.441,0.478,259,304,0.852,51,194,245,548,111,8,230,246,1002,OOR,1996
Doug Christie,SF,25,55,1036,150,337,0.445,46,106,0.434,104,231,0.45,0.513,69,93,0.742,34,120,154,117,70,19,95,141,415,OOR,1996
Robert Churchwell,SG,23,4,20,3,8,0.375,0,0,0.0,3,8,0.375,0.375,0,0,0.0,0,3,3,1,0,0,2,1,6,OOR,1996
Charles Claxton,C,25,3,7,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,2,0.0,2,0,2,0,0,1,1,4,2,OOR,1996
John Coker,C,24,5,11,4,5,0.8,0,0,0.0,4,5,0.8,0.8,0,0,0.0,2,0,2,1,0,1,0,1,8,OOR,1996
Derrick Coleman,PF,28,11,294,48,118,0.407,7,21,0.333,41,97,0.423,0.436,20,32,0.625,13,59,72,31,4,10,28,30,123,OOR,1996
Bimbo Coles,PG,27,81,2615,318,777,0.409,88,254,0.346,230,523,0.44,0.466,168,211,0.796,49,211,260,422,94,17,171,253,892,OOR,1996
Marty Conlon,C,28,74,958,153,327,0.468,5,30,0.167,148,297,0.498,0.476,84,110,0.764,58,119,177,68,20,11,79,126,395,OOR,1996
Anthony Cook,PF,28,11,60,7,16,0.438,0,2,0.0,7,14,0.5,0.438,1,4,0.25,5,7,12,2,0,1,1,8,15,OOR,1996
Tyrone Corbin,SF,33,71,1284,155,351,0.442,3,18,0.167,152,333,0.456,0.446,100,120,0.833,81,163,244,84,63,20,67,147,413,OOR,1996
Joe Courtney,PF,26,23,200,15,35,0.429,0,0,0.0,15,35,0.429,0.429,8,18,0.444,24,25,49,9,5,6,17,35,38,OOR,1996
John Crotty,PG,26,58,617,51,114,0.447,8,27,0.296,43,87,0.494,0.482,62,72,0.861,20,34,54,102,22,6,51,60,172,OOR,1996
Terry Cummings,PF,34,81,1777,270,584,0.462,1,7,0.143,269,577,0.466,0.463,104,160,0.65,162,283,445,89,56,30,69,263,645,OOR,1996
Dell Curry,SG,31,82,2371,441,974,0.453,164,406,0.404,277,568,0.488,0.537,146,171,0.854,68,196,264,176,108,25,130,173,1192,OOR,1996
Michael Curry,SG-SF,27,46,783,73,161,0.453,20,53,0.377,53,108,0.491,0.516,45,62,0.726,27,58,85,27,24,2,24,92,211,OOR,1996
Rastko Cvetković,C,25,14,48,5,16,0.313,0,1,0.0,5,15,0.333,0.313,0,4,0.0,4,7,11,3,2,1,3,11,10,OOR,1996
Sasha Danilović,SG,25,19,542,83,184,0.451,34,78,0.436,49,106,0.462,0.543,55,72,0.764,12,34,46,47,15,3,37,49,255,OOR,1996
Yinka Dare,C,23,58,626,63,144,0.438,0,0,0.0,63,144,0.438,0.438,38,62,0.613,56,125,181,0,8,40,72,117,164,OOR,1996
Antonio Davis,PF,27,82,2092,236,482,0.49,1,2,0.5,235,480,0.49,0.491,246,345,0.713,188,313,501,43,33,66,87,248,719,OOR,1996
Dale Davis,PF,26,78,2617,334,599,0.558,0,0,0.0,334,599,0.558,0.558,135,289,0.467,252,457,709,76,56,112,119,238,803,OOR,1996
Hubert Davis,SG,25,74,1773,275,566,0.486,127,267,0.476,148,299,0.495,0.598,112,129,0.868,35,88,123,103,31,8,63,120,789,OOR,1996
Mark Davis,SF,22,57,571,55,149,0.369,4,13,0.308,51,136,0.375,0.383,74,116,0.638,56,69,125,47,40,22,68,92,188,OOR,1996
Terry Davis,PF,28,28,501,55,108,0.509,0,0,0.0,55,108,0.509,0.509,27,47,0.574,43,74,117,21,10,4,25,66,137,OOR,1996
Todd Day,SG,26,79,1807,299,817,0.366,100,302,0.331,199,515,0.386,0.427,224,287,0.78,70,154,224,107,81,51,109,225,922,OOR,1996
Andrew DeClercq,C,22,22,203,24,50,0.48,0,1,0.0,24,49,0.49,0.48,11,19,0.579,18,21,39,9,7,5,4,30,59,OOR,1996
Terry Dehere,PG,24,82,2018,315,686,0.459,139,316,0.44,176,370,0.476,0.56,247,327,0.755,41,102,143,350,54,16,191,239,1016,OOR,1996
Vinny Del Negro,SG,29,82,2766,478,962,0.497,57,150,0.38,421,812,0.518,0.527,178,214,0.832,36,236,272,315,85,6,100,166,1191,OOR,1996
Bison Dele,C,26,65,2157,416,766,0.543,1,6,0.167,415,760,0.546,0.544,196,267,0.734,149,343,492,122,70,55,190,226,1029,OOR,1996
Dell Demps,SG,25,16,87,19,33,0.576,1,2,0.5,18,31,0.581,0.591,14,17,0.824,2,7,9,8,3,1,12,10,53,OOR,1996
Vlade Divac,C,27,79,2470,414,807,0.513,3,18,0.167,411,789,0.521,0.515,189,295,0.641,198,481,679,261,76,131,199,274,1020,OOR,1996
Sherman Douglas,PG,29,79,2335,345,685,0.504,40,110,0.364,305,575,0.53,0.533,160,219,0.731,55,125,180,436,63,5,194,163,890,OOR,1996
Clyde Drexler,SG,33,52,1997,331,764,0.433,78,235,0.332,253,529,0.478,0.484,265,338,0.784,97,276,373,302,105,24,134,153,1005,OOR,1996
Kevin Duckworth,C,31,8,58,3,14,0.214,0,0,0.0,3,14,0.214,0.214,3,6,0.5,2,5,7,2,2,0,2,19,9,OOR,1996
Chris Dudley,C,30,80,1924,162,358,0.453,0,1,0.0,162,357,0.454,0.453,80,157,0.51,239,481,720,37,41,100,79,251,404,OOR,1996
Joe Dumars,PG,32,67,2193,255,598,0.426,121,298,0.406,134,300,0.447,0.528,162,197,0.822,28,110,138,265,43,3,97,106,793,OOR,1996
Richard Dumas,PF,26,39,739,95,203,0.468,2,9,0.222,93,194,0.479,0.473,49,70,0.7,42,57,99,44,42,6,49,79,241,OOR,1996
Tony Dumas,SG,23,67,1284,274,655,0.418,74,207,0.357,200,448,0.446,0.475,154,257,0.599,58,57,115,99,42,13,77,128,776,OOR,1996
Ledell Eackles,SG,29,55,1238,161,377,0.427,54,128,0.422,107,249,0.43,0.499,98,118,0.831,44,104,148,86,28,3,57,84,474,OOR,1996
Acie Earl,C,25,42,655,117,276,0.424,0,3,0.0,117,273,0.429,0.424,82,114,0.719,51,78,129,27,18,37,49,73,316,OOR,1996
Tyus Edney,PG,22,80,2481,305,740,0.412,53,144,0.368,252,596,0.423,0.448,197,252,0.782,63,138,201,491,89,3,192,203,860,OOR,1996
Blue Edwards,SF,30,82,2773,401,956,0.419,84,245,0.343,317,711,0.446,0.463,157,208,0.755,98,248,346,212,118,46,170,243,1043,OOR,1996
Doug Edwards,PF,25,31,519,32,91,0.352,0,4,0.0,32,87,0.368,0.352,29,38,0.763,35,52,87,39,10,18,29,51,93,OOR,1996
James Edwards,C,40,28,274,41,110,0.373,0,0,0.0,41,110,0.373,0.373,16,26,0.615,15,25,40,11,1,8,21,61,98,OOR,1996
Kevin Edwards,SG,30,34,1007,142,390,0.364,42,104,0.404,100,286,0.35,0.418,68,84,0.81,14,61,75,71,54,7,68,67,394,OOR,1996
Craig Ehlo,SG,34,79,1758,253,591,0.428,82,221,0.371,171,370,0.462,0.497,81,103,0.786,65,191,256,138,85,9,104,138,669,OOR,1996
Howard Eisley,PG,23,65,961,104,242,0.43,14,62,0.226,90,180,0.5,0.459,65,77,0.844,22,56,78,146,29,3,77,130,287,OOR,1996
Mario Elie,SF,32,45,1385,180,357,0.504,41,127,0.323,139,230,0.604,0.562,98,115,0.852,47,108,155,138,45,11,59,93,499,OOR,1996
Sean Elliott,SF,27,77,2901,525,1127,0.466,161,392,0.411,364,735,0.495,0.537,326,423,0.771,69,327,396,211,69,33,198,178,1537,OOR,1996
Dale Ellis,SF,35,81,2626,459,959,0.479,150,364,0.412,309,595,0.519,0.557,136,179,0.76,88,227,315,139,57,7,98,191,1204,OOR,1996
LaPhonso Ellis,SF,25,45,1269,189,432,0.438,4,22,0.182,185,410,0.451,0.442,89,148,0.601,93,229,322,74,36,33,83,163,471,OOR,1996
LeRon Ellis,C,26,12,74,5,22,0.227,0,0,0.0,5,22,0.227,0.227,3,6,0.5,5,3,8,4,2,3,3,11,13,OOR,1996
Pervis Ellison,C,28,69,1431,145,295,0.492,0,0,0.0,145,295,0.492,0.492,75,117,0.641,151,300,451,62,39,99,84,207,365,OOR,1996
Vincenzo Esposito,PG,26,30,282,36,100,0.36,13,56,0.232,23,44,0.523,0.425,31,39,0.795,4,12,16,23,7,0,39,27,116,OOR,1996
Patrick Ewing,C,33,76,2783,678,1456,0.466,4,28,0.143,674,1428,0.472,0.467,351,461,0.761,157,649,806,160,68,184,221,247,1711,OOR,1996
Duane Ferrell,SF,30,54,591,80,166,0.482,0,8,0.0,80,158,0.506,0.482,42,57,0.737,32,61,93,30,23,3,34,83,202,OOR,1996
Danny Ferry,PF,29,82,2680,422,919,0.459,143,363,0.394,279,556,0.502,0.537,103,134,0.769,71,238,309,191,57,37,122,233,1090,OOR,1996
Michael Finley,SF,22,82,3212,465,976,0.476,61,186,0.328,404,790,0.511,0.508,242,323,0.749,139,235,374,289,85,31,133,199,1233,OOR,1996
Matt Fish,C,26,18,134,21,36,0.583,0,0,0.0,21,36,0.583,0.583,10,19,0.526,10,11,21,8,3,7,3,19,52,OOR,1996
Vern Fleming,PG,33,77,1747,227,524,0.433,3,28,0.107,224,496,0.452,0.436,133,177,0.751,49,121,170,255,41,5,122,115,590,OOR,1996
Sherell Ford,SF,23,28,139,30,80,0.375,4,25,0.16,26,55,0.473,0.4,26,34,0.765,12,12,24,5,8,1,6,27,90,OOR,1996
Greg Foster,C,27,73,803,107,244,0.439,1,8,0.125,106,236,0.449,0.441,61,72,0.847,53,125,178,25,7,22,58,120,276,OOR,1996
Rick Fox,SF,26,81,2588,421,928,0.454,99,272,0.364,322,656,0.491,0.507,196,254,0.772,158,292,450,369,113,41,216,290,1137,OOR,1996
Kevin Gamble,SF,30,65,1325,152,379,0.401,44,114,0.386,108,265,0.408,0.459,38,48,0.792,21,92,113,100,35,8,43,147,386,OOR,1996
Kevin Garnett,SF,19,80,2293,361,735,0.491,8,28,0.286,353,707,0.499,0.497,105,149,0.705,175,326,501,145,86,131,110,189,835,OOR,1996
Chris Gatling,PF,28,71,1427,326,567,0.575,0,1,0.0,326,566,0.576,0.575,139,207,0.671,129,288,417,43,36,40,95,217,791,OOR,1996
Kenny Gattison,PF,31,25,570,91,190,0.479,0,0,0.0,91,190,0.479,0.479,47,78,0.603,35,79,114,14,10,11,40,75,229,OOR,1996
Matt Geiger,C,26,77,2349,357,666,0.536,3,8,0.375,354,658,0.538,0.538,149,205,0.727,201,448,649,60,46,63,137,290,866,OOR,1996
Kendall Gill,SG,27,47,1683,246,524,0.469,26,79,0.329,220,445,0.494,0.494,138,176,0.784,72,160,232,260,64,24,131,131,656,OOR,1996
Armen Gilliam,SF,31,78,2856,576,1216,0.474,0,1,0.0,576,1215,0.474,0.474,277,350,0.791,241,472,713,140,73,53,177,180,1429,OOR,1996
Gerald Glass,SF,28,15,71,12,33,0.364,1,6,0.167,11,27,0.407,0.379,1,1,1.0,6,2,8,4,3,1,0,10,26,OOR,1996
Anthony Goldwire,PG,24,42,621,76,189,0.402,33,83,0.398,43,106,0.406,0.489,46,60,0.767,8,35,43,112,16,0,63,79,231,OOR,1996
Greg Graham,SG,25,53,613,78,193,0.404,32,82,0.39,46,111,0.414,0.487,52,68,0.765,17,40,57,52,25,1,46,64,240,OOR,1996
Ron Grandison,PF,31,28,311,22,58,0.379,4,14,0.286,18,44,0.409,0.414,17,25,0.68,20,35,55,13,12,2,12,31,65,OOR,1996
Brian Grant,PF,23,78,2398,427,842,0.507,4,17,0.235,423,825,0.513,0.51,262,358,0.732,175,370,545,127,40,103,185,269,1120,OOR,1996
Gary Grant,PG,30,47,596,88,181,0.486,8,24,0.333,80,157,0.51,0.508,48,58,0.828,12,40,52,69,39,3,45,91,232,OOR,1996
Greg Grant,PG,29,31,527,35,99,0.354,8,34,0.235,27,65,0.415,0.394,5,6,0.833,7,27,34,97,22,2,30,43,83,OOR,1996
Harvey Grant,PF,30,76,2394,314,679,0.462,21,67,0.313,293,612,0.479,0.478,60,110,0.545,117,244,361,111,60,43,82,173,709,OOR,1996
Horace Grant,PF,30,63,2286,347,677,0.513,1,6,0.167,346,671,0.516,0.513,152,207,0.734,178,402,580,170,62,74,64,144,847,OOR,1996
A.C. Green,SF,32,82,2113,215,444,0.484,14,52,0.269,201,392,0.513,0.5,168,237,0.709,166,388,554,72,45,23,79,141,612,OOR,1996
Tom Gugliotta,PF,26,78,2835,473,1004,0.471,26,86,0.302,447,918,0.487,0.484,289,374,0.773,176,514,690,238,139,96,234,265,1261,OOR,1996
Jack Haley,C,32,1,7,2,6,0.333,0,0,0.0,2,6,0.333,0.333,1,2,0.5,1,1,2,0,0,0,1,2,5,OOR,1996
Thomas Hamilton,C,20,11,70,9,31,0.29,0,0,0.0,9,31,0.29,0.29,7,18,0.389,10,12,22,1,0,9,9,12,25,OOR,1996
Geert Hammink,C,26,6,17,2,4,0.5,0,0,0.0,2,4,0.5,0.5,4,7,0.571,2,2,4,0,0,0,2,2,8,OOR,1996
Tom Hammonds,PF,28,71,1045,127,268,0.474,0,0,0.0,127,268,0.474,0.474,88,115,0.765,85,138,223,23,23,13,48,137,342,OOR,1996
Darrin Hancock,SF,24,63,838,112,214,0.523,1,3,0.333,111,211,0.526,0.526,47,73,0.644,40,58,98,47,28,5,56,94,272,OOR,1996
Anfernee Hardaway,PG,24,82,3015,623,1215,0.513,89,283,0.314,534,932,0.573,0.549,445,580,0.767,129,225,354,582,166,41,229,160,1780,Candidate,1996
Tim Hardaway,PG,29,80,2534,419,992,0.422,138,379,0.364,281,613,0.458,0.492,241,305,0.79,35,194,229,640,132,17,235,201,1217,OOR,1996
Derek Harper,PG,34,82,2893,436,939,0.464,121,325,0.372,315,614,0.513,0.529,156,206,0.757,32,170,202,352,131,5,178,201,1149,OOR,1996
Ron Harper,PG,32,80,1886,234,501,0.467,28,104,0.269,206,397,0.519,0.495,98,139,0.705,74,139,213,208,105,32,73,137,594,OOR,1996
Lucious Harris,SG,25,61,1016,183,397,0.461,47,125,0.376,136,272,0.5,0.52,68,87,0.782,41,81,122,79,35,3,46,56,481,OOR,1996
Antonio Harvey,PF,25,55,821,83,224,0.371,0,2,0.0,83,222,0.374,0.371,38,83,0.458,69,131,200,15,27,47,44,76,204,OOR,1996
Hersey Hawkins,SG,29,82,2823,443,936,0.473,146,380,0.384,297,556,0.534,0.551,249,285,0.874,86,211,297,218,149,14,164,172,1281,OOR,1996
Alvin Heggs,SF,28,4,14,3,5,0.6,0,0,0.0,3,5,0.6,0.6,2,3,0.667,1,1,2,0,0,0,0,0,8,OOR,1996
Alan Henderson,PF,23,79,1416,192,434,0.442,0,3,0.0,192,431,0.445,0.442,119,200,0.595,164,192,356,51,44,43,87,217,503,OOR,1996
Carl Herrera,PF,29,44,393,40,97,0.412,0,1,0.0,40,96,0.417,0.412,5,17,0.294,30,51,81,16,9,8,29,61,85,OOR,1996
Sean Higgins,SF,27,44,916,134,323,0.415,48,129,0.372,86,194,0.443,0.489,35,37,0.946,20,72,92,55,24,11,49,90,351,OOR,1996
Grant Hill,SF,23,80,3260,564,1221,0.462,5,26,0.192,559,1195,0.468,0.464,485,646,0.751,127,656,783,548,100,48,263,242,1618,OOR,1996
Tyrone Hill,PF,27,44,929,130,254,0.512,0,0,0.0,130,254,0.512,0.512,81,135,0.6,94,150,244,33,31,20,64,144,341,OOR,1996
Donald Hodge,C,26,15,115,9,24,0.375,0,0,0.0,9,24,0.375,0.375,0,0,0.0,9,14,23,4,1,8,2,26,18,OOR,1996
Fred Hoiberg,SG,23,15,85,8,19,0.421,1,3,0.333,7,16,0.438,0.447,15,18,0.833,4,5,9,8,6,1,7,12,32,OOR,1996
Jeff Hornacek,SG,32,82,2588,442,880,0.502,104,223,0.466,338,657,0.514,0.561,259,290,0.893,62,147,209,340,106,20,127,171,1247,OOR,1996
Robert Horry,SF,25,71,2634,300,732,0.41,142,388,0.366,158,344,0.459,0.507,111,143,0.776,97,315,412,281,116,109,160,197,853,OOR,1996
Allan Houston,SG,24,82,3072,564,1244,0.453,191,447,0.427,373,797,0.468,0.53,298,362,0.823,54,246,300,250,61,16,233,233,1617,OOR,1996
Byron Houston,PF,26,25,276,32,64,0.5,1,3,0.333,31,61,0.508,0.508,21,26,0.808,31,53,84,7,13,7,17,59,86,OOR,1996
Juwan Howard,PF,22,81,3294,733,1500,0.489,4,13,0.308,729,1487,0.49,0.49,319,426,0.749,188,472,660,360,67,39,303,269,1789,OOR,1996
Lindsey Hunter,PG,25,80,2138,239,628,0.381,117,289,0.405,122,339,0.36,0.474,84,120,0.7,44,150,194,188,84,18,80,185,679,OOR,1996
