Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Robert Archibald,PF,22.0,12.0,72.0,6.0,20.0,0.3,0.0,0.0,0.0,6.0,20.0,0.3,0.3,7.0,18.0,0.389,6.0,11.0,17.0,3.0,0.0,3.0,7.0,9.0,19.0,OOR
Gilbert Arenas,PG,21.0,82.0,2866.0,509.0,1180.0,0.431,109.0,313.0,0.348,400.0,867.0,0.461,0.478,370.0,468.0,0.791,97.0,289.0,386.0,514.0,124.0,17.0,290.0,260.0,1497.0,OOR
Brandon Armstrong,SG,22.0,17.0,69.0,9.0,27.0,0.333,1.0,6.0,0.167,8.0,21.0,0.381,0.352,5.0,6.0,0.833,0.0,4.0,4.0,2.0,3.0,1.0,5.0,8.0,24.0,OOR
Darrell Armstrong,PG,34.0,82.0,2350.0,263.0,643.0,0.409,78.0,232.0,0.336,185.0,411.0,0.45,0.47,165.0,188.0,0.878,91.0,204.0,295.0,323.0,135.0,13.0,160.0,167.0,769.0,OOR
Carlos Arroyo,PG,23.0,44.0,287.0,50.0,109.0,0.459,3.0,7.0,0.429,47.0,102.0,0.461,0.472,18.0,22.0,0.818,11.0,15.0,26.0,53.0,12.0,1.0,30.0,28.0,121.0,OOR
Chucky Atkins,PG,28.0,65.0,1398.0,168.0,465.0,0.361,86.0,242.0,0.355,82.0,223.0,0.368,0.454,40.0,49.0,0.816,21.0,75.0,96.0,175.0,27.0,4.0,77.0,108.0,462.0,OOR
Stacey Augmon,SG,34.0,70.0,862.0,79.0,192.0,0.411,0.0,7.0,0.0,79.0,185.0,0.427,0.411,54.0,72.0,0.75,26.0,93.0,119.0,69.0,27.0,9.0,40.0,80.0,212.0,OOR
Dalibor Bagarić,C,22.0,10.0,76.0,8.0,26.0,0.308,0.0,0.0,0.0,8.0,26.0,0.308,0.308,3.0,4.0,0.75,7.0,13.0,20.0,4.0,3.0,3.0,5.0,11.0,19.0,OOR
Vin Baker,C,31.0,52.0,942.0,99.0,207.0,0.478,0.0,4.0,0.0,99.0,203.0,0.488,0.478,72.0,107.0,0.673,90.0,108.0,198.0,29.0,22.0,30.0,61.0,146.0,270.0,OOR
Brent Barry,SG,31.0,75.0,2480.0,264.0,577.0,0.458,118.0,293.0,0.403,146.0,284.0,0.514,0.56,128.0,161.0,0.795,48.0,253.0,301.0,384.0,113.0,15.0,142.0,199.0,774.0,OOR
Jon Barry,SG,33.0,80.0,1473.0,191.0,424.0,0.45,87.0,214.0,0.407,104.0,210.0,0.495,0.553,86.0,100.0,0.86,33.0,147.0,180.0,206.0,63.0,14.0,81.0,104.0,555.0,OOR
Maceo Baston,PF,27.0,16.0,106.0,15.0,25.0,0.6,0.0,0.0,0.0,15.0,25.0,0.6,0.6,10.0,12.0,0.833,4.0,19.0,23.0,0.0,4.0,11.0,6.0,16.0,40.0,OOR
Mengke Bateer,C,27.0,12.0,46.0,4.0,17.0,0.235,1.0,3.0,0.333,3.0,14.0,0.214,0.265,0.0,2.0,0.0,2.0,8.0,10.0,4.0,0.0,0.0,6.0,14.0,9.0,OOR
Mike Batiste,PF,25.0,75.0,1248.0,197.0,467.0,0.422,18.0,81.0,0.222,179.0,386.0,0.464,0.441,69.0,88.0,0.784,82.0,175.0,257.0,52.0,42.0,16.0,69.0,120.0,481.0,OOR
Tony Battie,C,26.0,67.0,1683.0,199.0,369.0,0.539,1.0,5.0,0.2,198.0,364.0,0.544,0.541,88.0,118.0,0.746,148.0,285.0,433.0,49.0,33.0,81.0,48.0,197.0,487.0,OOR
Shane Battier,SF,24.0,78.0,2383.0,275.0,569.0,0.483,86.0,216.0,0.398,189.0,353.0,0.535,0.559,120.0,145.0,0.828,128.0,217.0,345.0,105.0,102.0,88.0,68.0,207.0,756.0,OOR
Lonny Baxter,C,24.0,55.0,682.0,96.0,206.0,0.466,0.0,2.0,0.0,96.0,204.0,0.471,0.466,70.0,103.0,0.68,65.0,100.0,165.0,16.0,9.0,22.0,46.0,135.0,262.0,OOR
Raja Bell,SG,26.0,75.0,1173.0,93.0,211.0,0.441,21.0,51.0,0.412,72.0,160.0,0.45,0.491,23.0,34.0,0.676,47.0,98.0,145.0,57.0,52.0,8.0,43.0,134.0,230.0,OOR
Jonathan Bender,SF,22.0,46.0,819.0,112.0,254.0,0.441,19.0,53.0,0.358,93.0,201.0,0.463,0.478,60.0,84.0,0.714,42.0,91.0,133.0,42.0,8.0,56.0,42.0,86.0,303.0,OOR
Corey Benjamin,SG,24.0,9.0,152.0,13.0,43.0,0.302,2.0,13.0,0.154,11.0,30.0,0.367,0.326,12.0,16.0,0.75,10.0,21.0,31.0,10.0,1.0,2.0,6.0,20.0,40.0,OOR
Travis Best,PG,30.0,72.0,1807.0,231.0,583.0,0.396,36.0,109.0,0.33,195.0,474.0,0.411,0.427,105.0,123.0,0.854,26.0,121.0,147.0,255.0,44.0,7.0,106.0,174.0,603.0,OOR
Mike Bibby,PG,24.0,55.0,1835.0,329.0,700.0,0.47,56.0,137.0,0.409,273.0,563.0,0.485,0.51,161.0,187.0,0.861,34.0,113.0,147.0,285.0,72.0,8.0,127.0,93.0,875.0,OOR
Chauncey Billups,PG,26.0,74.0,2327.0,366.0,870.0,0.421,149.0,380.0,0.392,217.0,490.0,0.443,0.506,318.0,362.0,0.878,38.0,235.0,273.0,287.0,63.0,15.0,134.0,136.0,1199.0,OOR
Corie Blount,C,34.0,50.0,836.0,65.0,134.0,0.485,0.0,0.0,0.0,65.0,134.0,0.485,0.485,20.0,35.0,0.571,68.0,137.0,205.0,50.0,33.0,19.0,43.0,121.0,150.0,OOR
Mark Blount,C,27.0,81.0,1403.0,150.0,347.0,0.432,0.0,0.0,0.0,150.0,347.0,0.432,0.432,101.0,139.0,0.727,111.0,197.0,308.0,56.0,42.0,68.0,103.0,187.0,401.0,OOR
Calvin Booth,C,26.0,47.0,575.0,52.0,119.0,0.437,0.0,2.0,0.0,52.0,117.0,0.444,0.437,34.0,47.0,0.723,32.0,77.0,109.0,12.0,11.0,33.0,22.0,74.0,138.0,OOR
Carlos Boozer,PF,21.0,81.0,2049.0,331.0,618.0,0.536,0.0,1.0,0.0,331.0,617.0,0.536,0.536,148.0,192.0,0.771,202.0,407.0,609.0,106.0,59.0,50.0,103.0,224.0,810.0,OOR
Ruben Boumtje-Boumtje,C,24.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,OOR
Bruce Bowen,SF,31.0,82.0,2566.0,223.0,479.0,0.466,101.0,229.0,0.441,122.0,250.0,0.488,0.571,36.0,89.0,0.404,59.0,180.0,239.0,113.0,66.0,42.0,72.0,195.0,583.0,OOR
Ryan Bowen,SG,27.0,62.0,996.0,97.0,197.0,0.492,2.0,7.0,0.286,95.0,190.0,0.5,0.497,27.0,41.0,0.659,78.0,79.0,157.0,54.0,65.0,29.0,43.0,82.0,223.0,OOR
Earl Boykins,PG,26.0,68.0,1321.0,199.0,464.0,0.429,29.0,77.0,0.377,170.0,387.0,0.439,0.46,173.0,200.0,0.865,35.0,53.0,88.0,221.0,38.0,4.0,73.0,75.0,600.0,OOR
Michael Bradley,PF,23.0,67.0,1314.0,151.0,314.0,0.481,1.0,6.0,0.167,150.0,308.0,0.487,0.482,35.0,67.0,0.522,162.0,247.0,409.0,67.0,16.0,32.0,76.0,125.0,338.0,OOR
Shawn Bradley,C,30.0,81.0,1731.0,201.0,375.0,0.536,0.0,1.0,0.0,201.0,374.0,0.537,0.536,141.0,175.0,0.806,151.0,325.0,476.0,54.0,65.0,170.0,67.0,242.0,543.0,OOR
Elton Brand,PF,23.0,62.0,2454.0,451.0,899.0,0.502,0.0,1.0,0.0,451.0,898.0,0.502,0.502,244.0,356.0,0.685,283.0,420.0,703.0,157.0,71.0,158.0,161.0,204.0,1146.0,OOR
J.R. Bremer,PG,22.0,64.0,1503.0,171.0,464.0,0.369,101.0,286.0,0.353,70.0,178.0,0.393,0.477,85.0,111.0,0.766,18.0,127.0,145.0,164.0,38.0,3.0,59.0,80.0,528.0,OOR
Jamison Brewer,PG,22.0,10.0,80.0,9.0,17.0,0.529,0.0,2.0,0.0,9.0,15.0,0.6,0.529,4.0,9.0,0.444,5.0,4.0,9.0,18.0,2.0,1.0,6.0,11.0,22.0,OOR
Primož Brezec,C,23.0,22.0,111.0,15.0,38.0,0.395,0.0,1.0,0.0,15.0,37.0,0.405,0.395,12.0,20.0,0.6,13.0,10.0,23.0,4.0,2.0,4.0,7.0,16.0,42.0,OOR
Damone Brown,PF,23.0,5.0,115.0,11.0,35.0,0.314,0.0,2.0,0.0,11.0,33.0,0.333,0.314,6.0,8.0,0.75,3.0,12.0,15.0,3.0,1.0,0.0,6.0,14.0,28.0,OOR
Devin Brown,SG,24.0,10.0,93.0,12.0,35.0,0.343,0.0,1.0,0.0,12.0,34.0,0.353,0.343,6.0,8.0,0.75,8.0,10.0,18.0,7.0,4.0,1.0,9.0,14.0,30.0,OOR
Kedrick Brown,SF,21.0,51.0,666.0,61.0,171.0,0.357,3.0,39.0,0.077,58.0,132.0,0.439,0.365,20.0,32.0,0.625,45.0,95.0,140.0,20.0,34.0,13.0,23.0,68.0,145.0,OOR
Kwame Brown,C,20.0,80.0,1773.0,224.0,502.0,0.446,0.0,3.0,0.0,224.0,499.0,0.449,0.446,145.0,217.0,0.668,128.0,298.0,426.0,58.0,50.0,80.0,110.0,159.0,593.0,OOR
P.J. Brown,PF,33.0,78.0,2609.0,319.0,601.0,0.531,0.0,3.0,0.0,319.0,598.0,0.533,0.531,194.0,232.0,0.836,243.0,458.0,701.0,147.0,67.0,80.0,98.0,203.0,832.0,OOR
Randy Brown,PG,34.0,32.0,262.0,16.0,43.0,0.372,0.0,0.0,0.0,16.0,43.0,0.372,0.372,9.0,12.0,0.75,3.0,23.0,26.0,35.0,17.0,2.0,17.0,36.0,41.0,OOR
Tierre Brown,PG,23.0,15.0,168.0,27.0,59.0,0.458,0.0,1.0,0.0,27.0,58.0,0.466,0.458,11.0,14.0,0.786,8.0,22.0,30.0,39.0,13.0,0.0,22.0,9.0,65.0,OOR
Rick Brunson,PG,30.0,17.0,196.0,23.0,50.0,0.46,4.0,6.0,0.667,19.0,44.0,0.432,0.5,10.0,12.0,0.833,4.0,15.0,19.0,36.0,10.0,3.0,17.0,20.0,60.0,OOR
Kobe Bryant,SG,24.0,82.0,3401.0,868.0,1924.0,0.451,124.0,324.0,0.383,744.0,1600.0,0.465,0.483,601.0,713.0,0.843,106.0,458.0,564.0,481.0,181.0,67.0,288.0,218.0,2461.0,Candidate
Mark Bryant,PF,37.0,16.0,100.0,5.0,19.0,0.263,0.0,0.0,0.0,5.0,19.0,0.263,0.263,3.0,4.0,0.75,8.0,12.0,20.0,4.0,1.0,1.0,7.0,18.0,13.0,OOR
Greg Buckner,SG,26.0,75.0,1514.0,185.0,398.0,0.465,15.0,55.0,0.273,170.0,343.0,0.496,0.484,65.0,81.0,0.802,72.0,144.0,216.0,96.0,72.0,16.0,62.0,203.0,450.0,OOR
Pat Burke,C,29.0,62.0,783.0,113.0,296.0,0.382,1.0,7.0,0.143,112.0,289.0,0.388,0.383,40.0,58.0,0.69,57.0,89.0,146.0,23.0,19.0,25.0,47.0,99.0,267.0,OOR
Caron Butler,SF,22.0,78.0,2858.0,429.0,1032.0,0.416,34.0,107.0,0.318,395.0,925.0,0.427,0.432,309.0,375.0,0.824,135.0,262.0,397.0,213.0,137.0,31.0,192.0,230.0,1201.0,OOR
Rasual Butler,SG,23.0,72.0,1514.0,207.0,572.0,0.362,50.0,171.0,0.292,157.0,401.0,0.392,0.406,76.0,104.0,0.731,29.0,157.0,186.0,93.0,21.0,43.0,77.0,105.0,540.0,OOR
Jason Caffey,PF,29.0,51.0,894.0,113.0,248.0,0.456,0.0,0.0,0.0,113.0,248.0,0.456,0.456,69.0,106.0,0.651,68.0,108.0,176.0,38.0,19.0,15.0,56.0,122.0,295.0,OOR
Marcus Camby,C,28.0,29.0,616.0,93.0,227.0,0.41,2.0,5.0,0.4,91.0,222.0,0.41,0.414,33.0,50.0,0.66,75.0,133.0,208.0,47.0,20.0,40.0,27.0,69.0,221.0,OOR
Elden Campbell,C,34.0,56.0,869.0,117.0,295.0,0.397,0.0,1.0,0.0,117.0,294.0,0.398,0.397,109.0,136.0,0.801,47.0,134.0,181.0,51.0,33.0,39.0,50.0,129.0,343.0,OOR
Brian Cardinal,PF,25.0,5.0,15.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.333,0.25,2.0,2.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,4.0,OOR
Anthony Carter,PG,27.0,49.0,912.0,83.0,233.0,0.356,0.0,8.0,0.0,83.0,225.0,0.369,0.356,33.0,50.0,0.66,12.0,71.0,83.0,203.0,45.0,5.0,81.0,70.0,199.0,OOR
Vince Carter,SG,26.0,43.0,1471.0,355.0,760.0,0.467,45.0,131.0,0.344,310.0,629.0,0.493,0.497,129.0,160.0,0.806,59.0,129.0,188.0,143.0,48.0,41.0,74.0,121.0,884.0,OOR
Sam Cassell,PG,33.0,78.0,2700.0,546.0,1162.0,0.47,59.0,163.0,0.362,487.0,999.0,0.487,0.495,385.0,447.0,0.861,57.0,285.0,342.0,450.0,88.0,14.0,177.0,216.0,1536.0,OOR
Kelvin Cato,C,28.0,73.0,1247.0,133.0,256.0,0.52,0.0,4.0,0.0,133.0,252.0,0.528,0.52,66.0,124.0,0.532,132.0,296.0,428.0,20.0,38.0,85.0,56.0,176.0,332.0,OOR
Tyson Chandler,C,20.0,75.0,1827.0,257.0,484.0,0.531,0.0,0.0,0.0,257.0,484.0,0.531,0.531,177.0,291.0,0.608,169.0,345.0,514.0,76.0,37.0,106.0,135.0,220.0,691.0,OOR
Calbert Cheaney,SG,31.0,81.0,2351.0,325.0,651.0,0.499,10.0,25.0,0.4,315.0,626.0,0.503,0.507,40.0,69.0,0.58,73.0,211.0,284.0,163.0,65.0,13.0,108.0,225.0,700.0,OOR
Chris Childs,PG,35.0,12.0,106.0,6.0,20.0,0.3,1.0,6.0,0.167,5.0,14.0,0.357,0.325,2.0,3.0,0.667,3.0,2.0,5.0,16.0,8.0,1.0,6.0,17.0,15.0,OOR
Doug Christie,SG,32.0,80.0,2710.0,267.0,557.0,0.479,73.0,185.0,0.395,194.0,372.0,0.522,0.545,141.0,174.0,0.81,61.0,281.0,342.0,376.0,180.0,37.0,144.0,186.0,748.0,OOR
Keon Clark,C,27.0,80.0,1780.0,226.0,451.0,0.501,0.0,4.0,0.0,226.0,447.0,0.506,0.501,84.0,128.0,0.656,138.0,313.0,451.0,80.0,38.0,150.0,94.0,227.0,536.0,OOR
Speedy Claxton,PG,24.0,30.0,471.0,67.0,145.0,0.462,0.0,11.0,0.0,67.0,134.0,0.5,0.462,39.0,57.0,0.684,22.0,34.0,56.0,75.0,22.0,7.0,35.0,43.0,173.0,OOR
Mateen Cleaves,PG,25.0,12.0,55.0,6.0,23.0,0.261,1.0,1.0,1.0,5.0,22.0,0.227,0.283,3.0,4.0,0.75,1.0,7.0,8.0,10.0,2.0,0.0,14.0,6.0,16.0,OOR
Derrick Coleman,C,35.0,64.0,1742.0,223.0,498.0,0.448,22.0,67.0,0.328,201.0,431.0,0.466,0.47,134.0,171.0,0.784,151.0,299.0,450.0,87.0,53.0,69.0,96.0,171.0,602.0,OOR
Bimbo Coles,PG,34.0,35.0,691.0,56.0,168.0,0.333,7.0,32.0,0.219,49.0,136.0,0.36,0.354,35.0,42.0,0.833,11.0,48.0,59.0,72.0,17.0,4.0,28.0,60.0,154.0,OOR
Jason Collier,C,25.0,13.0,104.0,17.0,36.0,0.472,0.0,0.0,0.0,17.0,36.0,0.472,0.472,2.0,2.0,1.0,12.0,17.0,29.0,1.0,2.0,1.0,2.0,10.0,36.0,OOR
Jarron Collins,C,24.0,22.0,421.0,38.0,86.0,0.442,0.0,1.0,0.0,38.0,85.0,0.447,0.442,44.0,62.0,0.71,32.0,28.0,60.0,14.0,5.0,6.0,19.0,70.0,120.0,OOR
Jason Collins,C,24.0,81.0,1900.0,140.0,338.0,0.414,0.0,4.0,0.0,140.0,334.0,0.419,0.414,180.0,236.0,0.763,136.0,232.0,368.0,87.0,47.0,44.0,85.0,252.0,460.0,OOR
Chris Crawford,PF,27.0,5.0,38.0,8.0,13.0,0.615,1.0,3.0,0.333,7.0,10.0,0.7,0.654,7.0,8.0,0.875,3.0,4.0,7.0,1.0,2.0,3.0,2.0,7.0,24.0,OOR
Jamal Crawford,PG,22.0,80.0,1992.0,334.0,808.0,0.413,86.0,242.0,0.355,248.0,566.0,0.438,0.467,104.0,129.0,0.806,21.0,164.0,185.0,334.0,77.0,25.0,134.0,126.0,858.0,OOR
Austin Croshere,PF,27.0,49.0,633.0,86.0,209.0,0.411,27.0,69.0,0.391,59.0,140.0,0.421,0.476,53.0,65.0,0.815,40.0,115.0,155.0,56.0,6.0,13.0,28.0,48.0,252.0,OOR
John Crotty,PG,33.0,12.0,180.0,14.0,41.0,0.341,4.0,13.0,0.308,10.0,28.0,0.357,0.39,9.0,15.0,0.6,1.0,14.0,15.0,29.0,3.0,0.0,9.0,16.0,41.0,OOR
Eddy Curry,C,20.0,81.0,1571.0,335.0,573.0,0.585,0.0,0.0,0.0,335.0,573.0,0.585,0.585,179.0,287.0,0.624,116.0,237.0,353.0,37.0,18.0,62.0,137.0,226.0,849.0,OOR
Michael Curry,SF,34.0,78.0,1555.0,92.0,229.0,0.402,16.0,54.0,0.296,76.0,175.0,0.434,0.437,36.0,45.0,0.8,16.0,111.0,127.0,104.0,44.0,4.0,43.0,163.0,236.0,OOR
Erick Dampier,C,27.0,82.0,1978.0,259.0,522.0,0.496,0.0,2.0,0.0,259.0,520.0,0.498,0.496,155.0,222.0,0.698,248.0,295.0,543.0,58.0,27.0,154.0,112.0,242.0,673.0,OOR
Antonio Daniels,SG,27.0,67.0,872.0,84.0,186.0,0.452,18.0,59.0,0.305,66.0,127.0,0.52,0.5,65.0,76.0,0.855,11.0,61.0,72.0,85.0,33.0,9.0,32.0,43.0,251.0,OOR
Antonio Davis,C,34.0,53.0,1894.0,261.0,641.0,0.407,0.0,0.0,0.0,261.0,641.0,0.407,0.407,216.0,280.0,0.771,130.0,307.0,437.0,131.0,23.0,62.0,118.0,150.0,738.0,OOR
Baron Davis,PG,23.0,50.0,1889.0,332.0,798.0,0.416,99.0,283.0,0.35,233.0,515.0,0.452,0.478,93.0,131.0,0.71,56.0,130.0,186.0,320.0,91.0,22.0,140.0,148.0,856.0,OOR
Dale Davis,C,33.0,78.0,2282.0,237.0,438.0,0.541,0.0,0.0,0.0,237.0,438.0,0.541,0.541,105.0,166.0,0.633,233.0,331.0,564.0,94.0,51.0,70.0,71.0,189.0,579.0,OOR
Emanual Davis,SG,34.0,24.0,340.0,32.0,88.0,0.364,7.0,29.0,0.241,25.0,59.0,0.424,0.403,17.0,22.0,0.773,5.0,38.0,43.0,36.0,12.0,2.0,25.0,28.0,88.0,OOR
Hubert Davis,SG,32.0,43.0,328.0,31.0,79.0,0.392,12.0,36.0,0.333,19.0,43.0,0.442,0.468,5.0,6.0,0.833,6.0,30.0,36.0,29.0,5.0,0.0,11.0,23.0,79.0,OOR
Ricky Davis,SG,23.0,79.0,3131.0,602.0,1470.0,0.41,74.0,204.0,0.363,528.0,1266.0,0.417,0.435,348.0,465.0,0.748,97.0,293.0,390.0,436.0,125.0,36.0,277.0,180.0,1626.0,OOR
Andrew DeClercq,C,29.0,77.0,1327.0,149.0,279.0,0.534,0.0,0.0,0.0,149.0,279.0,0.534,0.534,67.0,104.0,0.644,142.0,197.0,339.0,52.0,39.0,36.0,84.0,258.0,365.0,OOR
Tony Delk,PG,29.0,67.0,1873.0,233.0,560.0,0.416,120.0,304.0,0.395,113.0,256.0,0.441,0.523,68.0,87.0,0.782,41.0,191.0,232.0,146.0,72.0,10.0,69.0,124.0,654.0,OOR
Dan Dickau,PG,24.0,50.0,515.0,70.0,170.0,0.412,22.0,61.0,0.361,48.0,109.0,0.44,0.476,21.0,26.0,0.808,9.0,34.0,43.0,85.0,14.0,2.0,53.0,66.0,183.0,OOR
Michael Dickerson,SG,27.0,6.0,87.0,10.0,24.0,0.417,4.0,11.0,0.364,6.0,13.0,0.462,0.5,5.0,5.0,1.0,1.0,5.0,6.0,8.0,5.0,1.0,6.0,16.0,29.0,OOR
DeSagana Diop,PF,21.0,80.0,943.0,54.0,154.0,0.351,0.0,0.0,0.0,54.0,154.0,0.351,0.351,11.0,30.0,0.367,63.0,152.0,215.0,43.0,33.0,81.0,56.0,148.0,119.0,OOR
Vlade Divac,C,34.0,80.0,2384.0,305.0,655.0,0.466,6.0,25.0,0.24,299.0,630.0,0.475,0.47,179.0,251.0,0.713,157.0,417.0,574.0,274.0,83.0,105.0,152.0,239.0,795.0,OOR
Juan Dixon,PG,24.0,42.0,647.0,104.0,271.0,0.384,25.0,84.0,0.298,79.0,187.0,0.422,0.43,37.0,46.0,0.804,13.0,59.0,72.0,40.0,26.0,3.0,42.0,54.0,270.0,OOR
Michael Doleac,C,25.0,75.0,1041.0,146.0,343.0,0.426,0.0,0.0,0.0,146.0,343.0,0.426,0.426,36.0,46.0,0.783,65.0,154.0,219.0,42.0,16.0,16.0,49.0,150.0,328.0,OOR
Keyon Dooling,SG,22.0,55.0,969.0,128.0,329.0,0.389,50.0,139.0,0.36,78.0,190.0,0.411,0.465,44.0,57.0,0.772,9.0,63.0,72.0,89.0,24.0,6.0,60.0,93.0,350.0,OOR
Bryce Drew,PG,28.0,13.0,79.0,8.0,27.0,0.296,3.0,7.0,0.429,5.0,20.0,0.25,0.352,0.0,0.0,0.0,4.0,9.0,13.0,11.0,2.0,0.0,3.0,2.0,19.0,OOR
Predrag Drobnjak,C,27.0,82.0,1984.0,325.0,789.0,0.412,30.0,85.0,0.353,295.0,704.0,0.419,0.431,91.0,115.0,0.791,111.0,209.0,320.0,86.0,48.0,38.0,65.0,180.0,771.0,OOR
Chris Dudley,C,37.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,OOR
Tim Duncan,PF,26.0,81.0,3181.0,714.0,1392.0,0.513,6.0,22.0,0.273,708.0,1370.0,0.517,0.515,450.0,634.0,0.71,259.0,784.0,1043.0,316.0,55.0,237.0,248.0,231.0,1884.0,MVP
Mike Dunleavy,SF,22.0,82.0,1305.0,168.0,417.0,0.403,52.0,150.0,0.347,116.0,267.0,0.434,0.465,78.0,100.0,0.78,66.0,148.0,214.0,106.0,53.0,19.0,86.0,120.0,466.0,OOR
Howard Eisley,PG,30.0,82.0,2243.0,262.0,628.0,0.417,131.0,337.0,0.389,131.0,291.0,0.45,0.521,89.0,105.0,0.848,24.0,162.0,186.0,444.0,71.0,9.0,149.0,222.0,744.0,OOR
LaPhonso Ellis,PF,32.0,55.0,784.0,100.0,262.0,0.382,27.0,107.0,0.252,73.0,155.0,0.471,0.433,50.0,66.0,0.758,44.0,113.0,157.0,15.0,15.0,15.0,31.0,88.0,277.0,OOR
Melvin Ely,C,24.0,52.0,802.0,92.0,186.0,0.495,0.0,0.0,0.0,92.0,186.0,0.495,0.495,52.0,74.0,0.703,64.0,110.0,174.0,15.0,10.0,32.0,50.0,95.0,236.0,OOR
Evan Eschmeyer,C,27.0,17.0,135.0,7.0,19.0,0.368,0.0,0.0,0.0,7.0,19.0,0.368,0.368,3.0,4.0,0.75,10.0,19.0,29.0,6.0,10.0,7.0,6.0,35.0,17.0,OOR
Reggie Evans,PF,22.0,67.0,1365.0,66.0,140.0,0.471,0.0,0.0,0.0,66.0,140.0,0.471,0.471,80.0,154.0,0.519,167.0,278.0,445.0,34.0,38.0,11.0,52.0,173.0,212.0,OOR
Danny Ferry,SF,36.0,64.0,601.0,44.0,124.0,0.355,21.0,60.0,0.35,23.0,64.0,0.359,0.44,10.0,13.0,0.769,20.0,55.0,75.0,21.0,7.0,9.0,27.0,55.0,119.0,OOR
Michael Finley,SF,29.0,69.0,2642.0,507.0,1193.0,0.425,119.0,322.0,0.37,388.0,871.0,0.445,0.475,198.0,230.0,0.861,107.0,295.0,402.0,205.0,76.0,21.0,114.0,105.0,1331.0,OOR
Derek Fisher,PG,28.0,82.0,2829.0,339.0,775.0,0.437,85.0,212.0,0.401,254.0,563.0,0.451,0.492,100.0,125.0,0.8,40.0,199.0,239.0,298.0,93.0,15.0,94.0,195.0,863.0,OOR
Marcus Fizer,PF,24.0,38.0,809.0,178.0,383.0,0.465,1.0,6.0,0.167,177.0,377.0,0.469,0.466,88.0,134.0,0.657,80.0,136.0,216.0,48.0,14.0,17.0,57.0,89.0,445.0,OOR
