Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W/L%
Mike Bratz,PG,29,GSW,56,746,106,250,0.424,6,26,0.231,100,224,0.446,0.436,69,82,0.841,11,47,58,122,47,4,54,76,287,12.8,0.502,0.104,0.328,1.5,7.7,4.4,22.1,2.9,0.3,15.9,17.9,0.4,0.4,0.8,0.05,-1.5,-0.1,-1.6,0.1,0,0.0,OOR,1985,0.268
Randy Breuer,C,24,MIL,78,1083,162,317,0.511,0,0,0.0,162,317,0.511,0.511,89,127,0.701,92,164,256,40,21,82,63,179,413,13.4,0.554,0.0,0.401,9.5,16.7,13.1,4.9,0.9,4.5,14.5,16.4,1.1,1.9,3.0,0.133,-1.8,1.3,-0.5,0.4,0,0.0,OOR,1985,0.72
Ron Brewer,SG,29,NJN,20,326,62,118,0.525,0,2,0.0,62,116,0.534,0.525,23,25,0.92,9,12,21,17,6,6,9,23,147,13.3,0.57,0.017,0.212,3.0,4.2,3.6,7.0,0.9,1.1,6.5,17.1,0.6,0.2,0.8,0.111,0.3,-1.3,-1.0,0.1,0,0.0,OOR,1985,0.512
Frank Brickowski,C,25,SEA,78,1115,150,305,0.492,0,4,0.0,150,301,0.498,0.492,85,127,0.669,76,184,260,100,34,15,100,171,385,10.5,0.533,0.013,0.416,7.9,19.1,13.5,12.9,1.5,0.8,21.7,17.3,-0.3,1.3,1.0,0.042,-3.5,0.3,-3.2,-0.3,0,0.0,OOR,1985,0.378
Junior Bridgeman,SF,31,LAC,80,2042,460,990,0.465,14,39,0.359,446,951,0.469,0.472,181,206,0.879,55,175,230,171,47,18,116,128,1115,14.8,0.516,0.039,0.208,3.1,9.2,6.2,12.5,1.1,0.5,9.7,23.9,2.2,0.9,3.1,0.074,-0.2,-1.2,-1.4,0.3,0,0.0,OOR,1985,0.378
Rickey Brown,C,26,ATL,69,814,78,192,0.406,0,0,0.0,78,192,0.406,0.406,39,68,0.574,76,147,223,25,19,22,51,117,195,7.5,0.439,0.0,0.354,10.4,19.5,15.0,4.0,1.1,1.5,18.7,13.8,-0.6,1.0,0.4,0.024,-4.3,0.1,-4.1,-0.5,0,0.0,OOR,1985,0.415
Tony Brown,SF,24,IND,82,1586,214,465,0.46,0,6,0.0,214,459,0.466,0.46,116,171,0.678,146,142,288,159,59,12,116,212,544,10.8,0.503,0.013,0.368,9.6,9.5,9.6,13.4,1.7,0.4,17.7,16.3,0.4,1.4,1.8,0.054,-1.6,-0.1,-1.7,0.1,0,0.0,OOR,1985,0.268
Wallace Bryant,C,25,DAL,56,860,67,148,0.453,0,0,0.0,67,148,0.453,0.453,30,44,0.682,74,167,241,84,21,24,46,110,164,10.3,0.49,0.0,0.297,9.6,22.6,16.0,11.9,1.2,1.6,21.6,10.4,0.3,1.0,1.3,0.073,-1.9,1.2,-0.7,0.3,0,0.0,OOR,1985,0.537
Quinn Buckner,PG,30,BOS,75,858,74,193,0.383,0,1,0.0,74,192,0.385,0.383,32,50,0.64,26,61,87,148,63,2,67,142,180,7.5,0.419,0.005,0.259,3.5,7.5,5.6,20.1,3.5,0.1,23.8,13.4,-0.7,1.2,0.5,0.027,-5.2,2.0,-3.1,-0.3,0,0.0,OOR,1985,0.768
Steve Burtt,SG,22,GSW,47,418,72,188,0.383,0,1,0.0,72,187,0.385,0.383,53,77,0.688,10,18,28,20,21,4,33,76,197,7.4,0.444,0.005,0.41,2.5,5.3,3.8,6.8,2.3,0.5,12.9,23.9,-0.5,0.1,-0.4,-0.043,-6.0,-1.5,-7.5,-0.6,0,0.0,OOR,1985,0.268
Don Buse,PG,34,KCK,65,939,82,203,0.404,31,87,0.356,51,116,0.44,0.48,23,30,0.767,21,40,61,203,38,1,45,75,218,10.5,0.504,0.429,0.148,2.6,4.8,3.7,25.7,1.9,0.1,17.2,11.0,1.0,0.2,1.3,0.064,0.2,-0.1,0.0,0.5,0,0.0,OOR,1985,0.378
Michael Cage,PF,23,LAC,75,1610,216,398,0.543,0,0,0.0,216,398,0.543,0.543,101,137,0.737,126,266,392,51,41,32,81,164,533,12.5,0.582,0.0,0.344,9.0,17.7,13.5,4.2,1.2,1.1,15.0,13.7,1.8,1.4,3.2,0.096,-1.3,-0.2,-1.5,0.2,0,0.0,OOR,1985,0.378
Tony Campbell,SF,22,DET,56,625,130,262,0.496,0,1,0.0,130,261,0.498,0.496,56,70,0.8,41,48,89,24,28,3,69,107,316,10.3,0.54,0.004,0.267,6.6,8.4,7.4,5.1,2.0,0.3,19.1,22.2,-0.2,0.6,0.4,0.031,-4.3,-0.7,-5.0,-0.5,0,0.0,OOR,1985,0.561
Rick Carlisle,SG,25,BOS,38,179,26,67,0.388,0,2,0.0,26,65,0.4,0.388,15,17,0.882,8,13,21,25,3,0,19,21,67,7.2,0.45,0.03,0.254,5.2,7.7,6.5,17.5,0.8,0.0,20.3,21.3,-0.2,0.1,-0.1,-0.021,-5.2,-2.3,-7.5,-0.3,0,0.0,OOR,1985,0.768
Antoine Carr,PF,23,ATL,62,1195,198,375,0.528,2,6,0.333,196,369,0.531,0.531,101,128,0.789,79,153,232,80,29,78,108,219,499,13.0,0.578,0.016,0.341,7.3,13.8,10.6,9.5,1.2,3.7,20.0,18.6,0.6,1.5,2.1,0.084,-2.6,1.3,-1.3,0.2,0,0.0,OOR,1985,0.415
Kenny Carr,PF,29,POR,48,1120,190,363,0.523,0,3,0.0,190,360,0.528,0.523,118,164,0.72,90,233,323,56,25,17,100,141,498,13.4,0.572,0.008,0.452,9.0,23.2,16.1,6.6,1.0,0.8,18.7,18.9,0.7,1.4,2.1,0.091,-1.5,-0.9,-2.4,-0.1,0,0.0,OOR,1985,0.512
M.L. Carr,SF,34,BOS,47,397,62,149,0.416,9,23,0.391,53,126,0.421,0.446,17,17,1.0,21,22,43,24,21,6,24,44,150,9.9,0.479,0.154,0.114,6.1,5.8,6.0,7.7,2.5,0.8,13.3,18.5,0.0,0.5,0.4,0.05,-2.5,0.0,-2.5,-0.1,0,0.0,OOR,1985,0.768
Butch Carter,SG,26,NYK,69,1279,214,476,0.45,11,43,0.256,203,433,0.469,0.461,109,134,0.813,36,59,95,167,57,5,109,151,548,11.5,0.512,0.09,0.282,3.2,5.5,4.3,18.7,2.2,0.2,16.9,20.8,0.1,0.8,0.9,0.032,-1.6,-0.6,-2.2,-0.1,0,0.0,OOR,1985,0.293
Howard Carter,SG,23,DAL,11,66,4,23,0.174,0,3,0.0,4,20,0.2,0.174,1,1,1.0,1,2,3,4,1,0,8,4,9,-7.4,0.192,0.13,0.043,1.7,3.5,2.6,7.3,0.7,0.0,25.4,19.9,-0.4,0.0,-0.4,-0.309,-11.0,-4.5,-15.5,-0.2,0,0.0,OOR,1985,0.537
Harvey Catchings,C,33,LAC,70,1049,72,149,0.483,0,1,0.0,72,148,0.486,0.483,59,89,0.663,89,173,262,14,15,57,55,162,203,7.8,0.539,0.007,0.597,9.7,17.7,13.8,1.6,0.7,2.9,22.6,9.5,0.1,1.0,1.1,0.05,-4.1,0.4,-3.7,-0.5,0,0.0,OOR,1985,0.378
Ron Cavenall,C,25,NYK,53,653,28,86,0.326,0,0,0.0,28,86,0.326,0.326,22,39,0.564,53,113,166,19,12,42,45,123,78,4.1,0.378,0.0,0.453,9.2,20.7,14.7,3.5,0.9,3.9,30.4,9.4,-1.0,0.7,-0.2,-0.016,-6.4,0.6,-5.8,-0.6,0,0.0,OOR,1985,0.293
Tom Chambers,PF,25,SEA,81,2923,629,1302,0.483,6,22,0.273,623,1280,0.487,0.485,475,571,0.832,164,415,579,209,70,57,260,312,1739,16.5,0.56,0.017,0.439,6.5,16.5,11.5,11.6,1.2,1.1,14.3,26.0,3.1,2.9,5.9,0.098,0.0,-0.6,-0.6,1.0,0,0.0,OOR,1985,0.378
Maurice Cheeks,PG,28,PHI,78,2616,422,741,0.57,6,26,0.231,416,715,0.582,0.574,175,199,0.879,54,163,217,497,169,24,155,184,1025,17.6,0.619,0.035,0.269,2.4,7.0,4.7,26.8,3.1,0.5,15.8,15.1,6.2,2.8,9.0,0.165,2.2,1.5,3.7,3.8,0,0.0,OOR,1985,0.707
Carlos Clark,SG,24,BOS,62,562,64,152,0.421,0,5,0.0,64,147,0.435,0.421,41,53,0.774,29,40,69,48,35,2,42,66,169,8.9,0.482,0.033,0.349,6.0,7.5,6.8,10.3,2.9,0.2,19.3,15.8,-0.2,0.7,0.5,0.044,-3.5,1.3,-2.2,0.0,0,0.0,OOR,1985,0.768
Don Collins,SG,26,WSB,11,91,12,34,0.353,0,0,0.0,12,34,0.353,0.353,8,9,0.889,10,9,19,7,7,4,8,5,32,12.9,0.421,0.0,0.265,11.8,11.2,11.5,10.1,3.7,2.5,17.4,21.0,-0.1,0.2,0.0,0.025,-1.1,1.8,0.7,0.1,0,0.0,OOR,1985,0.488
Steve Colter,PG,22,POR,78,1462,216,477,0.453,26,74,0.351,190,403,0.471,0.48,98,130,0.754,40,110,150,243,75,9,112,142,556,12.5,0.52,0.155,0.273,3.1,8.4,5.7,21.2,2.4,0.3,17.3,17.5,0.9,1.4,2.3,0.076,-0.8,0.0,-0.8,0.4,0,0.0,OOR,1985,0.512
Lester Conner,PG,25,GSW,79,2258,246,546,0.451,4,20,0.2,242,526,0.46,0.454,144,192,0.75,87,159,246,369,161,13,138,136,640,13.1,0.508,0.037,0.352,4.0,8.6,6.1,21.2,3.3,0.3,18.0,13.3,1.5,1.3,2.8,0.06,-0.7,1.0,0.3,1.3,0,0.0,OOR,1985,0.268
Darwin Cook,PG,26,NJN,58,1063,212,453,0.468,2,23,0.087,210,430,0.488,0.47,47,54,0.87,21,71,92,160,74,10,75,96,473,14.3,0.496,0.051,0.119,2.1,7.7,4.9,20.8,3.3,0.5,13.6,21.0,0.3,1.2,1.6,0.071,-1.4,1.2,-0.2,0.5,0,0.0,OOR,1985,0.512
Jeff Cook,PF,28,SAS,72,1288,138,279,0.495,0,1,0.0,138,278,0.496,0.495,47,64,0.734,122,192,314,62,30,23,48,203,323,9.6,0.526,0.004,0.229,10.8,16.3,13.6,6.0,1.1,1.0,13.5,11.1,1.2,1.1,2.3,0.085,-2.1,-0.3,-2.4,-0.1,0,0.0,OOR,1985,0.5
Joe Cooper,C,27,SEA,3,45,7,15,0.467,0,0,0.0,7,15,0.467,0.467,3,6,0.5,3,6,9,2,2,1,0,7,17,13.2,0.482,0.0,0.4,7.7,15.5,11.6,6.6,2.1,1.3,0.0,16.4,0.1,0.1,0.1,0.117,-3.5,-0.8,-4.3,0.0,0,0.0,OOR,1985,0.378
Michael Cooper,SG,28,LAL,82,2189,276,593,0.465,35,123,0.285,241,470,0.513,0.495,115,133,0.865,56,199,255,429,93,49,156,208,702,12.9,0.539,0.207,0.224,3.2,9.5,6.6,22.4,2.0,1.2,19.3,14.9,2.3,2.3,4.6,0.102,0.4,1.1,1.5,1.9,0,0.0,OOR,1985,0.756
Wayne Cooper,C,28,DEN,80,2031,404,856,0.472,0,2,0.0,404,854,0.473,0.472,161,235,0.685,229,402,631,86,28,197,149,304,969,15.1,0.505,0.002,0.275,11.3,22.5,16.6,5.4,0.6,5.4,13.4,20.6,0.9,2.6,3.5,0.082,-2.1,-0.3,-2.4,-0.2,0,0.0,OOR,1985,0.634
Dave Corzine,C,28,CHI,82,2062,276,568,0.486,0,1,0.0,276,567,0.487,0.486,149,200,0.745,130,292,422,140,32,64,124,189,701,11.8,0.534,0.002,0.352,7.5,16.0,11.9,9.2,0.7,1.8,15.9,15.8,1.3,1.6,2.9,0.067,-0.8,-0.4,-1.3,0.4,0,0.0,OOR,1985,0.463
Charlie Criss,PG,36,ATL,4,115,7,17,0.412,0,2,0.0,7,15,0.467,0.412,4,6,0.667,2,12,14,22,3,0,11,5,18,6.9,0.458,0.118,0.353,1.9,11.3,6.7,23.7,1.3,0.0,35.9,11.0,-0.1,0.1,0.0,-0.012,-3.3,1.0,-2.3,0.0,0,0.0,OOR,1985,0.415
Pat Cummings,C,28,NYK,63,2069,410,797,0.514,0,4,0.0,410,793,0.517,0.514,177,227,0.78,139,379,518,109,50,17,166,247,997,14.3,0.556,0.005,0.285,7.6,21.9,14.5,7.9,1.2,0.5,15.6,21.2,1.3,2.0,3.3,0.077,-0.5,-1.0,-1.5,0.3,0,0.0,OOR,1985,0.293
Terry Cummings,PF,23,MIL,79,2722,759,1532,0.495,0,1,0.0,759,1531,0.496,0.495,343,463,0.741,244,472,716,228,117,67,190,264,1861,22.1,0.536,0.001,0.302,10.0,19.1,14.6,13.5,2.1,1.5,9.9,28.8,5.6,5.1,10.7,0.189,3.6,0.7,4.3,4.3,2,0.177,Candidate,1985,0.72
Earl Cureton,C,27,DET,81,1642,207,428,0.484,0,3,0.0,207,425,0.487,0.484,82,144,0.569,169,250,419,83,56,42,114,216,496,10.2,0.505,0.007,0.336,10.3,16.6,13.3,6.0,1.6,1.4,18.8,14.1,0.0,2.0,2.0,0.06,-2.6,0.4,-2.2,-0.1,0,0.0,OOR,1985,0.561
Quintin Dailey,SG,24,CHI,79,2101,525,1111,0.473,7,30,0.233,518,1081,0.479,0.476,205,251,0.817,57,151,208,191,71,5,154,192,1262,15.2,0.517,0.027,0.226,3.2,8.1,5.7,14.6,1.6,0.1,11.2,27.3,1.4,1.2,2.6,0.059,-0.5,-1.5,-2.1,-0.1,0,0.0,OOR,1985,0.463
Adrian Dantley,SF,29,UTA,55,1971,512,964,0.531,0,0,0.0,512,964,0.531,0.531,438,545,0.804,148,175,323,186,57,8,171,133,1462,21.9,0.607,0.0,0.565,8.0,9.0,8.5,15.2,1.3,0.2,12.4,27.7,5.6,2.3,8.0,0.194,4.2,-0.5,3.8,2.9,0,0.0,OOR,1985,0.5
Brad Davis,PG,29,DAL,82,2539,310,614,0.505,47,115,0.409,263,499,0.527,0.543,158,178,0.888,39,154,193,581,91,10,123,219,825,15.2,0.596,0.187,0.29,1.7,7.1,4.3,29.5,1.7,0.2,15.1,13.4,5.7,1.7,7.4,0.14,1.1,-0.1,1.0,1.9,0,0.0,OOR,1985,0.537
Charles Davis,SF,26,MIL,61,774,153,356,0.43,1,10,0.1,152,346,0.439,0.431,51,62,0.823,59,94,153,51,22,5,54,113,358,11.1,0.467,0.028,0.174,8.5,13.4,11.0,9.4,1.4,0.4,12.3,23.0,-0.1,1.1,1.0,0.06,-2.9,-1.0,-3.9,-0.4,0,0.0,OOR,1985,0.72
Johnny Davis,PG,29,CLE,76,1920,337,791,0.426,12,46,0.261,325,745,0.436,0.434,255,300,0.85,35,84,119,426,43,4,152,136,941,14.7,0.51,0.058,0.379,2.0,4.7,3.4,31.6,1.1,0.1,14.1,22.5,2.3,0.8,3.0,0.076,1.2,-1.9,-0.7,0.6,0,0.0,OOR,1985,0.439
Walter Davis,SG,30,PHO,23,570,139,309,0.45,3,10,0.3,136,299,0.455,0.455,64,73,0.877,6,29,35,98,18,0,50,42,345,14.9,0.506,0.032,0.236,1.2,5.7,3.5,26.8,1.5,0.0,12.8,27.9,0.2,0.4,0.6,0.05,-0.6,-2.1,-2.7,-0.1,0,0.0,OOR,1985,0.439
Darryl Dawkins,C,28,NJN,39,972,192,339,0.566,0,1,0.0,192,338,0.568,0.566,143,201,0.711,55,126,181,45,14,35,93,171,527,14.5,0.616,0.003,0.593,6.1,15.0,10.4,6.4,0.7,2.1,17.9,21.6,1.2,0.9,2.1,0.104,-1.9,-0.8,-2.7,-0.2,0,0.0,OOR,1985,0.512
Darren Daye,SF,24,WSB,80,1573,258,504,0.512,1,7,0.143,257,497,0.517,0.513,178,249,0.715,93,179,272,240,53,19,134,164,695,15.7,0.566,0.014,0.494,6.4,12.9,9.5,21.0,1.6,0.7,17.9,19.8,1.8,2.1,3.8,0.117,0.4,0.8,1.1,1.2,0,0.0,OOR,1985,0.488
James Donaldson,C,27,LAC,82,2392,351,551,0.637,0,0,0.0,351,551,0.637,0.637,227,303,0.749,168,500,668,48,28,130,206,217,929,14.6,0.679,0.0,0.55,8.0,22.4,15.5,2.7,0.6,2.9,23.1,15.2,2.5,2.5,5.0,0.101,-1.0,0.3,-0.7,0.8,0,0.0,OOR,1985,0.378
John Drew,SF,30,UTA,19,463,107,260,0.412,0,4,0.0,107,256,0.418,0.412,94,122,0.77,36,46,82,35,22,2,42,65,308,15.2,0.491,0.015,0.469,8.2,10.0,9.2,11.6,2.2,0.2,11.8,30.5,0.0,0.7,0.7,0.07,-2.2,-0.9,-3.1,-0.1,0,0.0,OOR,1985,0.5
Larry Drew,PG,26,KCK,72,2373,457,913,0.501,7,28,0.25,450,885,0.508,0.504,154,194,0.794,39,125,164,484,93,8,179,147,1075,14.7,0.538,0.031,0.212,1.9,6.0,3.9,27.8,1.8,0.2,15.2,19.6,2.9,0.7,3.6,0.073,1.0,-1.2,-0.1,1.1,0,0.0,OOR,1985,0.378
Clyde Drexler,SG,22,POR,80,2555,573,1161,0.494,8,37,0.216,565,1124,0.503,0.497,223,294,0.759,217,259,476,441,177,68,223,265,1377,19.7,0.534,0.032,0.253,9.5,11.3,10.4,24.4,3.2,1.5,14.7,23.5,4.0,3.5,7.5,0.141,2.9,1.4,4.3,4.1,0,0.001,Candidate,1985,0.512
Mike Dunleavy,PG,30,MIL,19,433,64,135,0.474,16,47,0.34,48,88,0.545,0.533,25,29,0.862,6,25,31,85,15,3,40,55,169,12.3,0.572,0.348,0.215,1.5,6.4,4.0,26.1,1.7,0.4,21.3,17.7,0.4,0.5,1.0,0.105,0.1,0.4,0.5,0.3,0,0.0,OOR,1985,0.72
T.R. Dunn,SG,29,DEN,81,2290,175,358,0.489,0,2,0.0,175,356,0.492,0.489,84,116,0.724,169,216,385,153,140,14,65,213,434,9.8,0.531,0.006,0.324,7.4,10.7,9.0,7.4,2.7,0.3,13.7,7.8,2.1,2.3,4.4,0.092,-1.3,1.1,-0.1,1.0,0,0.0,OOR,1985,0.634
Devin Durrant,SF,24,IND,59,756,114,274,0.416,0,3,0.0,114,271,0.421,0.416,72,102,0.706,49,75,124,80,19,10,77,106,300,8.8,0.47,0.011,0.372,6.8,10.5,8.6,14.5,1.1,0.7,19.5,20.6,-0.7,0.6,-0.1,-0.008,-3.2,-1.1,-4.4,-0.5,0,0.0,OOR,1985,0.268
Mark Eaton,C,28,UTA,82,2813,302,673,0.449,0,0,0.0,302,673,0.449,0.449,190,267,0.712,207,720,927,124,36,456,206,312,794,13.6,0.502,0.0,0.397,7.8,25.8,17.0,5.7,0.6,8.7,20.7,14.1,-1.3,6.7,5.4,0.093,-3.1,4.2,1.2,2.3,0,0.005,Candidate,1985,0.5
Jerry Eaves,PG,25,ATL,3,37,3,6,0.5,0,0,0.0,3,6,0.5,0.5,5,6,0.833,0,0,0,4,0,0,4,6,11,4.1,0.637,0.0,1.0,0.0,0.0,0.0,13.8,0.0,0.0,31.6,14.1,0.0,0.0,0.0,0.0,-4.3,-1.8,-6.0,0.0,0,0.0,OOR,1985,0.415
Kenton Edelin,SF,22,IND,10,143,4,13,0.308,0,0,0.0,4,13,0.308,0.308,3,8,0.375,8,18,26,10,5,4,3,39,11,3.3,0.333,0.0,0.615,5.9,13.4,9.6,8.2,1.6,1.6,15.4,5.4,0.0,0.2,0.1,0.042,-5.9,1.8,-4.2,-0.1,0,0.0,OOR,1985,0.268
Franklin Edwards,PG,25,LAC,16,198,36,66,0.545,0,0,0.0,36,66,0.545,0.545,19,24,0.792,3,11,14,38,17,0,17,10,91,18.7,0.594,0.0,0.364,1.7,6.0,3.9,27.0,4.1,0.0,18.2,19.3,0.4,0.2,0.6,0.134,0.9,1.5,2.3,0.2,0,0.0,OOR,1985,0.378
James Edwards,C,29,PHO,70,1787,384,766,0.501,0,3,0.0,384,763,0.503,0.501,276,370,0.746,95,292,387,153,26,52,162,237,1044,15.8,0.562,0.004,0.483,6.1,18.2,12.3,12.8,0.7,1.6,14.9,24.8,1.7,2.0,3.7,0.099,-0.5,-0.2,-0.7,0.6,0,0.0,OOR,1985,0.439
Craig Ehlo,SG,23,HOU,45,189,34,69,0.493,0,3,0.0,34,66,0.515,0.493,19,30,0.633,8,17,25,26,11,3,22,26,87,12.8,0.529,0.043,0.435,4.7,10.0,7.4,18.0,2.7,0.9,21.1,21.8,0.0,0.2,0.2,0.057,-2.0,1.1,-0.9,0.1,0,0.0,OOR,1985,0.585
Dale Ellis,SF,24,DAL,72,1314,274,603,0.454,42,109,0.385,232,494,0.47,0.489,77,104,0.74,100,138,238,56,46,7,58,131,667,14.7,0.514,0.181,0.172,8.5,12.2,10.3,6.2,1.7,0.3,8.2,22.5,1.3,1.1,2.4,0.088,0.3,-1.3,-1.0,0.3,0,0.0,OOR,1985,0.537
Chris Engler,C,25,NJN,11,82,8,20,0.4,0,0,0.0,8,20,0.4,0.4,5,9,0.556,12,18,30,0,2,5,2,5,21,13.2,0.438,0.0,0.45,16.1,25.4,20.6,0.0,1.2,3.6,7.7,12.8,0.0,0.1,0.2,0.095,-0.4,-1.5,-1.9,0.0,0,0.0,OOR,1985,0.512
Alex English,SF,31,DEN,81,2924,939,1812,0.518,1,5,0.2,938,1807,0.519,0.518,383,462,0.829,203,255,458,344,101,46,251,259,2262,21.6,0.561,0.003,0.255,7.0,9.9,8.3,17.9,1.5,0.9,11.1,29.3,6.8,2.1,8.9,0.146,4.1,-1.4,2.7,3.5,0,0.015,Candidate,1985,0.634
Julius Erving,SF,34,PHI,78,2535,610,1236,0.494,3,14,0.214,607,1222,0.497,0.495,338,442,0.765,172,242,414,233,135,109,208,199,1561,20.0,0.546,0.011,0.358,7.7,10.7,9.2,14.6,2.5,2.5,12.7,26.0,4.5,3.1,7.6,0.144,3.0,0.5,3.5,3.5,0,0.001,Candidate,1985,0.707
Mike Evans,SG,29,DEN,81,1437,323,661,0.489,57,157,0.363,266,504,0.528,0.532,113,131,0.863,26,93,119,231,65,12,130,174,816,15.6,0.568,0.238,0.198,1.8,7.4,4.4,21.4,2.0,0.5,15.3,22.3,1.9,1.0,2.9,0.098,0.8,-0.9,0.0,0.7,0,0.0,OOR,1985,0.634
Kenny Fields,SF,22,MIL,51,535,84,191,0.44,0,0,0.0,84,191,0.44,0.44,27,36,0.75,41,43,84,38,9,10,32,84,195,8.9,0.471,0.0,0.188,8.6,8.9,8.7,9.6,0.8,1.1,13.4,18.2,0.1,0.6,0.7,0.06,-3.1,-0.8,-3.9,-0.3,0,0.0,OOR,1985,0.72
Vern Fleming,PG,22,IND,80,2486,433,922,0.47,0,4,0.0,433,918,0.472,0.47,260,339,0.767,148,175,323,247,99,8,197,232,1126,12.8,0.526,0.004,0.368,6.2,7.5,6.9,14.0,1.8,0.2,15.5,20.1,1.3,2.0,3.3,0.063,-1.1,-0.5,-1.6,0.3,0,0.0,OOR,1985,0.268
Sleepy Floyd,SG,24,GSW,82,2873,610,1372,0.445,42,143,0.294,568,1229,0.462,0.46,336,415,0.81,62,140,202,406,134,41,251,226,1598,15.4,0.514,0.104,0.302,2.2,6.0,3.9,21.1,2.2,0.8,13.9,24.6,2.3,0.8,3.1,0.052,0.8,-1.2,-0.4,1.1,0,0.0,OOR,1985,0.268
Phil Ford,PG,28,HOU,25,290,14,47,0.298,0,4,0.0,14,43,0.326,0.298,16,18,0.889,3,24,27,61,6,1,17,33,44,6.4,0.401,0.085,0.383,1.2,9.2,5.2,23.5,1.0,0.2,23.6,9.8,0.0,0.2,0.2,0.033,-3.6,0.5,-3.1,-0.1,0,0.0,OOR,1985,0.585
Rod Foster,PG,24,PHO,79,1318,286,636,0.45,41,126,0.325,245,510,0.48,0.482,83,110,0.755,27,53,80,186,61,0,117,171,696,12.1,0.508,0.198,0.173,2.4,4.5,3.4,21.1,2.2,0.0,14.6,24.8,-0.2,1.2,0.9,0.034,-1.9,-0.9,-2.8,-0.3,0,0.0,OOR,1985,0.439
World B. Free,SG,31,CLE,71,2249,609,1328,0.459,71,193,0.368,538,1135,0.474,0.485,308,411,0.749,61,150,211,320,75,16,139,163,1597,19.7,0.529,0.145,0.309,2.9,7.2,5.1,23.5,1.6,0.4,8.4,29.4,4.5,1.4,6.0,0.127,3.7,-0.8,3.0,2.8,0,0.003,Candidate,1985,0.439
Bill Garnett,PF,24,IND,65,1123,149,310,0.481,0,2,0.0,149,308,0.484,0.481,120,174,0.69,98,188,286,67,28,15,92,196,418,10.7,0.541,0.006,0.561,9.1,17.8,13.4,8.0,1.1,0.7,19.2,16.8,0.3,1.2,1.5,0.063,-3.0,-0.2,-3.2,-0.4,0,0.0,OOR,1985,0.268
George Gervin,SG,32,SAS,72,2091,600,1182,0.508,0,10,0.0,600,1172,0.512,0.508,324,384,0.844,79,155,234,178,66,48,198,208,1524,18.5,0.564,0.008,0.325,4.4,8.1,6.3,13.1,1.5,1.3,12.8,29.7,3.2,1.4,4.6,0.106,1.3,-1.6,-0.3,0.9,0,0.0,OOR,1985,0.5
Artis Gilmore,C,35,SAS,81,2756,532,854,0.623,0,2,0.0,532,852,0.624,0.623,484,646,0.749,231,615,846,131,40,173,241,306,1548,20.3,0.68,0.002,0.756,9.8,24.5,17.4,6.4,0.7,3.5,17.5,20.0,7.1,3.3,10.5,0.183,2.0,0.2,2.2,2.9,0,0.0,OOR,1985,0.5
Mike Glenn,SG,29,ATL,60,1126,228,388,0.588,0,2,0.0,228,386,0.591,0.588,62,76,0.816,20,61,81,122,27,0,55,74,518,15.2,0.615,0.005,0.196,2.0,5.9,3.9,16.3,1.2,0.0,11.5,17.4,2.3,0.7,2.9,0.126,0.7,-0.3,0.3,0.7,0,0.0,OOR,1985,0.415
Mike Gminski,C,25,NJN,81,2418,380,818,0.465,0,1,0.0,380,817,0.465,0.465,276,328,0.841,229,404,633,158,38,92,136,135,1036,16.1,0.538,0.001,0.401,10.3,19.4,14.7,8.5,0.7,2.2,12.4,18.3,3.6,2.5,6.1,0.122,1.1,-0.6,0.5,1.6,0,0.0,OOR,1985,0.512
Lancaster Gordon,SG,22,LAC,63,682,110,287,0.383,2,9,0.222,108,278,0.388,0.387,37,49,0.755,26,35,61,88,33,6,69,61,259,8.2,0.42,0.031,0.171,4.4,5.5,5.0,17.6,2.3,0.5,18.3,22.6,-1.2,0.4,-0.8,-0.055,-4.8,-1.2,-6.1,-0.7,0,0.0,OOR,1985,0.378
Stewart Granger,PG,23,ATL,9,92,6,17,0.353,0,1,0.0,6,16,0.375,0.353,4,8,0.5,1,5,6,12,2,0,12,13,16,-0.2,0.39,0.059,0.471,1.2,5.9,3.6,16.3,1.0,0.0,36.9,14.6,-0.3,0.1,-0.2,-0.125,-8.1,-0.7,-8.8,-0.2,0,0.0,OOR,1985,0.415
Butch Graves,SG,23,CLE,4,11,2,6,0.333,0,1,0.0,2,5,0.4,0.333,1,5,0.2,0,2,2,1,1,0,1,4,5,-0.8,0.305,0.167,0.833,0.0,19.7,9.8,13.1,4.3,0.0,10.9,33.6,-0.1,0.0,-0.1,-0.243,-16.1,-0.8,-16.9,0.0,0,0.0,OOR,1985,0.439
Stuart Gray,C,21,IND,52,391,35,92,0.38,0,0,0.0,35,92,0.38,0.38,32,47,0.681,29,94,123,15,9,14,51,82,102,4.6,0.453,0.0,0.511,7.8,25.6,16.6,4.8,1.1,2.0,31.2,16.5,-1.0,0.5,-0.4,-0.052,-7.8,-0.2,-7.9,-0.6,0,0.0,OOR,1985,0.268
