Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Vin Baker,PF,32,54,1313,208,432,0.481,1,3,0.333,207,429,0.483,0.483,114,157,0.726,112,168,280,66,29,32,77,160,531,14.8,0.53,0.007,0.363,10.0,14.4,12.2,9.0,1.1,1.9,13.3,20.1,1.7,1.1,2.8,0.101,-1.0,-1.1,-2.1,0.0,0,0.0,OOR,2004
Marcus Banks,PG,22,81,1385,177,442,0.4,27,86,0.314,150,356,0.421,0.431,99,131,0.756,30,103,133,175,88,13,125,171,480,11.0,0.48,0.195,0.296,2.5,8.4,5.5,21.3,3.3,0.7,20.0,20.5,-0.6,1.4,0.7,0.026,-3.4,0.4,-3.0,-0.4,0,0.0,OOR,2004
Leandro Barbosa,PG,21,70,1500,210,470,0.447,83,210,0.395,127,260,0.488,0.535,47,61,0.77,23,100,123,165,93,7,120,184,550,12.7,0.553,0.447,0.13,1.7,7.6,4.7,18.0,3.2,0.3,19.5,18.6,0.9,1.0,1.9,0.061,-1.3,0.5,-0.8,0.5,0,0.0,OOR,2004
Matt Barnes,SF,23,38,724,63,138,0.457,2,13,0.154,61,125,0.488,0.464,43,61,0.705,53,98,151,48,27,3,44,76,171,10.6,0.519,0.094,0.442,8.3,15.5,11.9,10.6,2.0,0.3,21.1,12.8,0.4,0.3,0.7,0.045,-1.4,-0.7,-2.2,0.0,0,0.0,OOR,2004
Dana Barros,SG,36,1,11,2,3,0.667,0,0,0.0,2,3,0.667,0.667,2,2,1.0,0,0,0,0,0,0,0,2,6,17.8,0.773,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.1,0.0,0.1,0.256,-1.7,-4.7,-6.4,0.0,0,0.0,OOR,2004
Brent Barry,SG,32,59,1803,215,427,0.504,114,252,0.452,101,175,0.577,0.637,91,110,0.827,21,183,204,342,85,16,139,121,635,18.3,0.668,0.59,0.258,1.4,11.9,6.7,30.5,2.5,0.7,22.6,15.8,4.9,0.7,5.7,0.151,3.2,0.1,3.2,2.4,0,0.0,OOR,2004
Jon Barry,SG,34,57,1101,120,297,0.404,51,138,0.37,69,159,0.434,0.49,60,71,0.845,25,98,123,147,57,8,53,66,351,14.6,0.535,0.465,0.239,2.5,10.2,6.3,20.6,2.7,0.5,13.9,15.2,1.7,1.1,2.8,0.122,0.8,1.2,2.0,1.1,0,0.0,OOR,2004
Mengke Bateer,C,28,7,40,4,7,0.571,0,0,0.0,4,7,0.571,0.571,0,0,0.0,5,3,8,1,1,0,2,10,8,7.2,0.571,0.0,0.0,14.3,8.7,11.5,4.4,1.4,0.0,22.2,10.9,0.0,0.0,0.1,0.09,-5.6,0.3,-5.3,0.0,0,0.0,OOR,2004
Tony Battie,C,27,73,1478,170,384,0.443,2,9,0.222,168,375,0.448,0.445,66,89,0.742,118,241,359,58,26,67,63,159,408,11.9,0.482,0.023,0.232,9.0,18.1,13.6,6.4,0.9,3.3,13.0,14.8,0.8,1.4,2.3,0.074,-2.2,-0.1,-2.4,-0.1,0,0.0,OOR,2004
Shane Battier,SF,25,79,1947,242,543,0.446,65,186,0.349,177,357,0.496,0.506,120,164,0.732,102,201,303,101,101,58,56,187,669,15.3,0.544,0.343,0.302,5.9,11.8,8.8,8.4,2.7,2.2,8.3,15.5,3.5,2.3,5.9,0.145,1.1,1.5,2.6,2.3,0,0.0,OOR,2004
Lonny Baxter,C-PF,25,62,766,103,209,0.493,1,3,0.333,102,206,0.495,0.495,44,76,0.579,64,123,187,20,17,29,38,123,251,12.6,0.518,0.014,0.364,9.4,18.5,13.9,4.8,1.2,2.8,13.6,17.2,0.5,1.0,1.5,0.094,-3.3,0.1,-3.2,-0.2,0,0.0,OOR,2004
Jerome Beasley,PF,23,2,5,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,0,1,1,0,0,0,0,0,2,5.9,0.333,0.0,0.0,0.0,23.6,11.7,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,-0.117,-1.8,-3.4,-5.2,0.0,0,0.0,OOR,2004
Raja Bell,SG,27,82,2020,329,805,0.409,62,166,0.373,267,639,0.418,0.447,195,248,0.786,60,181,241,107,63,13,111,262,915,12.7,0.5,0.206,0.308,3.6,11.3,7.4,10.2,1.7,0.5,10.8,23.6,2.2,1.5,3.7,0.088,-1.2,-0.8,-2.0,0.0,0,0.0,OOR,2004
Troy Bell,PG,23,6,34,4,18,0.222,0,4,0.0,4,14,0.286,0.222,3,3,1.0,3,1,4,4,1,0,6,6,11,-4.5,0.285,0.222,0.167,9.9,3.4,6.6,18.7,1.5,0.0,23.7,33.5,-0.2,0.0,-0.2,-0.326,-13.0,-6.5,-19.6,-0.2,0,0.0,OOR,2004
Jonathan Bender,SF,23,21,271,50,106,0.472,9,22,0.409,41,84,0.488,0.514,39,47,0.83,9,31,40,9,5,11,33,23,148,15.7,0.584,0.208,0.443,3.9,13.7,8.7,6.5,1.0,3.1,20.7,27.8,0.1,0.4,0.5,0.087,-0.8,-0.7,-1.5,0.0,0,0.0,OOR,2004
Travis Best,PG,31,61,762,64,172,0.372,3,20,0.15,61,152,0.401,0.381,40,46,0.87,17,51,68,112,31,4,33,66,171,10.1,0.445,0.116,0.267,2.4,7.5,4.9,19.5,2.1,0.4,14.7,12.9,0.5,0.2,0.7,0.044,-2.8,-0.2,-3.0,-0.2,0,0.0,OOR,2004
Mike Bibby,PG,25,82,2980,527,1170,0.45,148,378,0.392,379,792,0.479,0.514,304,373,0.815,67,210,277,444,112,18,175,146,1506,19.3,0.564,0.323,0.319,2.6,7.8,5.3,24.5,1.9,0.4,11.6,22.9,8.0,1.3,9.3,0.151,3.4,-1.0,2.4,3.3,0,0.0,OOR,2004
Chauncey Billups,PG,27,78,2758,392,996,0.394,130,335,0.388,262,661,0.396,0.459,404,460,0.878,35,241,276,446,84,8,189,177,1318,18.6,0.55,0.336,0.462,1.5,10.0,5.8,29.3,1.7,0.2,13.6,23.5,7.1,4.2,11.3,0.198,3.1,0.5,3.6,3.9,0,0.0,OOR,2004
Steve Blake,PG,23,75,1392,157,407,0.386,75,202,0.371,82,205,0.4,0.478,55,67,0.821,18,99,117,209,57,7,128,100,444,10.9,0.509,0.496,0.165,1.4,8.2,4.7,25.8,2.1,0.4,22.7,17.9,0.1,0.7,0.7,0.026,-1.5,-1.2,-2.7,-0.2,0,0.0,OOR,2004
Corie Blount,PF-C,35,62,1050,115,253,0.455,0,3,0.0,115,250,0.46,0.455,15,27,0.556,98,177,275,55,49,24,43,135,245,11.9,0.462,0.012,0.107,10.1,19.1,14.5,9.0,2.5,1.7,14.0,13.3,0.3,1.6,1.9,0.085,-2.5,1.0,-1.4,0.1,0,0.0,OOR,2004
Mark Blount,C,28,82,2402,342,604,0.566,0,0,0.0,342,604,0.566,0.566,159,221,0.719,207,382,589,75,80,106,150,253,843,16.0,0.601,0.0,0.366,10.1,17.9,14.0,5.4,1.7,3.4,17.6,16.1,3.7,2.9,6.5,0.131,-0.6,0.1,-0.5,0.9,0,0.0,OOR,2004
Keith Bogans,SF,23,73,1787,183,454,0.403,67,187,0.358,116,267,0.434,0.477,65,103,0.631,106,211,317,98,46,10,75,128,498,11.0,0.499,0.412,0.227,6.6,13.7,10.1,8.7,1.4,0.4,13.1,14.5,1.3,0.0,1.3,0.034,-0.5,-2.0,-2.4,-0.2,0,0.0,OOR,2004
Calvin Booth,C,27,71,1206,135,290,0.466,0,2,0.0,135,288,0.469,0.466,75,94,0.798,86,194,280,28,17,101,45,150,345,13.6,0.521,0.007,0.324,8.5,18.8,13.7,3.7,0.8,6.3,12.0,14.4,1.3,0.9,2.2,0.088,-2.2,0.3,-1.8,0.0,0,0.0,OOR,2004
Carlos Boozer,PF,22,75,2592,471,900,0.523,1,6,0.167,470,894,0.526,0.524,219,285,0.768,230,627,857,148,74,55,134,199,1162,20.8,0.567,0.007,0.317,9.8,26.8,18.3,10.3,1.5,1.5,11.6,20.0,6.1,3.4,9.4,0.174,2.4,-0.2,2.1,2.7,0,0.0,OOR,2004
Curtis Borchardt,C,23,16,258,22,56,0.393,0,1,0.0,22,55,0.4,0.393,14,18,0.778,13,41,54,15,4,14,18,40,58,7.9,0.454,0.018,0.321,6.2,20.0,13.0,9.8,0.9,4.6,22.0,14.8,-0.2,0.3,0.1,0.026,-4.4,1.4,-3.0,-0.1,0,0.0,OOR,2004
Chris Bosh,C,19,75,2510,327,712,0.459,5,14,0.357,322,698,0.461,0.463,202,288,0.701,191,366,557,78,59,106,107,215,861,15.1,0.513,0.02,0.404,8.7,16.9,12.8,5.8,1.3,3.1,11.3,18.3,2.5,3.8,6.2,0.119,-1.2,0.5,-0.8,0.8,0,0.0,OOR,2004
Ruben Boumtje-Boumtje,C,25,9,26,1,5,0.2,0,0,0.0,1,5,0.2,0.2,2,2,1.0,0,1,1,1,0,1,0,2,4,3.4,0.34,0.0,0.4,0.0,4.5,2.3,5.6,0.0,2.9,0.0,10.7,0.0,0.0,0.0,-0.014,-4.4,-1.4,-5.8,0.0,0,0.0,OOR,2004
Bruce Bowen,SF,32,82,2624,211,502,0.42,77,212,0.363,134,290,0.462,0.497,66,114,0.579,45,208,253,113,84,33,90,166,565,8.2,0.512,0.422,0.227,1.9,8.8,5.4,6.7,1.7,0.9,14.0,11.3,0.8,4.6,5.4,0.098,-2.6,2.2,-0.5,1.0,0,0.0,OOR,2004
Ryan Bowen,PF,28,52,392,18,53,0.34,0,0,0.0,18,53,0.34,0.34,10,12,0.833,39,48,87,18,18,16,6,47,46,9.9,0.395,0.0,0.226,11.1,14.0,12.5,6.4,2.4,2.9,9.3,7.2,0.3,0.5,0.8,0.097,-2.0,1.8,-0.3,0.2,0,0.0,OOR,2004
Earl Boykins,SG,27,82,1849,321,766,0.419,55,171,0.322,266,595,0.447,0.455,142,162,0.877,42,101,143,295,51,3,100,84,839,16.2,0.501,0.223,0.211,2.5,6.3,4.4,27.3,1.4,0.1,10.7,22.2,3.3,0.8,4.1,0.105,2.0,-1.5,0.4,1.1,0,0.0,OOR,2004
Michael Bradley,C-PF,24,16,98,7,15,0.467,0,0,0.0,7,15,0.467,0.467,1,2,0.5,6,17,23,1,3,0,7,14,15,4.1,0.472,0.0,0.133,7.0,19.8,13.4,1.6,1.6,0.0,30.6,10.8,-0.1,0.1,0.0,-0.015,-7.6,-2.3,-9.9,-0.2,0,0.0,OOR,2004
Shawn Bradley,C,31,66,773,89,188,0.473,0,1,0.0,89,187,0.476,0.473,41,49,0.837,72,101,173,20,33,74,17,130,219,15.6,0.523,0.005,0.261,9.9,14.6,12.2,3.6,2.2,7.1,7.5,12.8,1.5,0.9,2.3,0.145,-1.5,1.6,0.1,0.4,0,0.0,OOR,2004
Torraye Braggs,PF,27,15,154,16,33,0.485,0,0,0.0,16,33,0.485,0.485,8,12,0.667,18,21,39,7,4,2,13,29,40,9.5,0.522,0.0,0.364,14.3,15.3,14.9,7.8,1.4,1.0,25.4,15.8,0.0,0.2,0.2,0.07,-4.7,0.7,-4.0,-0.1,0,0.0,OOR,2004
Elton Brand,PF,24,69,2670,484,982,0.493,0,1,0.0,484,981,0.493,0.493,411,532,0.773,269,445,714,227,64,154,193,229,1379,23.2,0.567,0.001,0.542,11.4,19.1,15.2,16.0,1.3,4.2,13.7,23.4,7.9,1.8,9.7,0.174,4.0,0.0,4.0,4.0,0,0.0,OOR,2004
J.R. Bremer,PG,23,36,443,43,158,0.272,19,74,0.257,24,84,0.286,0.332,13,20,0.65,9,27,36,51,18,4,24,32,118,6.2,0.354,0.468,0.127,2.3,6.7,4.5,18.1,2.1,0.6,12.6,19.4,-0.7,0.3,-0.5,-0.053,-4.3,-0.9,-5.2,-0.4,0,0.0,OOR,2004
Jamison Brewer,PG,23,13,160,13,35,0.371,5,14,0.357,8,21,0.381,0.443,1,6,0.167,2,9,11,17,7,0,10,9,32,6.6,0.425,0.4,0.171,1.5,6.7,4.1,17.3,2.4,0.0,21.0,14.1,-0.2,0.2,0.0,0.014,-3.3,1.8,-1.5,0.0,0,0.0,OOR,2004
Primož Brezec,C,24,18,72,12,26,0.462,0,0,0.0,12,26,0.462,0.462,4,6,0.667,5,10,15,3,0,3,6,13,28,9.7,0.489,0.0,0.231,8.1,16.6,12.3,7.9,0.0,3.2,17.3,22.7,0.0,0.1,0.1,0.04,-5.1,0.0,-5.1,-0.1,0,0.0,OOR,2004
Damone Brown,PF,24,3,17,1,10,0.1,0,0,0.0,1,10,0.1,0.1,1,2,0.5,3,2,5,0,2,0,1,2,3,-4.3,0.138,0.0,0.2,20.9,13.9,17.4,0.0,6.3,0.0,8.4,32.8,-0.2,0.0,-0.1,-0.345,-10.9,-4.7,-15.7,-0.1,0,0.0,OOR,2004
Devin Brown,SG,25,58,627,85,196,0.434,4,14,0.286,81,182,0.445,0.444,60,74,0.811,38,92,130,33,15,4,38,61,234,13.1,0.512,0.071,0.378,6.9,16.2,11.6,9.0,1.3,0.5,14.3,19.7,0.5,1.2,1.7,0.133,-1.9,0.6,-1.4,0.1,0,0.0,OOR,2004
Kedrick Brown,SF,22,55,969,117,254,0.461,38,99,0.384,79,155,0.51,0.535,17,27,0.63,41,105,146,64,30,7,29,80,289,12.5,0.543,0.39,0.106,4.8,12.1,8.5,10.8,1.6,0.5,9.8,13.7,1.4,0.6,2.0,0.1,0.3,0.2,0.5,0.6,0,0.0,OOR,2004
Kwame Brown,PF,21,74,2239,288,589,0.489,1,2,0.5,287,587,0.489,0.49,228,334,0.683,178,372,550,112,66,52,140,144,805,15.7,0.547,0.003,0.567,8.7,19.2,13.8,8.8,1.5,1.7,16.0,17.3,2.9,2.0,4.9,0.105,0.0,-0.5,-0.6,0.8,0,0.0,OOR,2004
P.J. Brown,PF,34,80,2753,339,712,0.476,0,1,0.0,339,711,0.477,0.476,158,185,0.854,237,453,690,155,78,73,101,203,836,15.7,0.527,0.001,0.26,9.6,19.3,14.3,9.8,1.5,2.0,11.3,14.8,4.7,3.4,8.1,0.142,0.3,0.4,0.7,1.9,0,0.0,OOR,2004
Tierre Brown,PG,24,3,17,2,4,0.5,0,0,0.0,2,4,0.5,0.5,2,4,0.5,0,1,1,2,0,0,7,1,6,-9.2,0.521,0.0,1.0,0.0,6.9,3.4,20.2,0.0,0.0,54.9,34.3,-0.2,0.0,-0.2,-0.497,-13.0,-8.6,-21.6,-0.1,0,0.0,OOR,2004
Rick Brunson,PG,31,40,412,40,105,0.381,11,23,0.478,29,82,0.354,0.433,27,31,0.871,9,28,37,82,25,3,33,44,118,13.1,0.497,0.219,0.295,2.3,7.6,4.9,32.8,3.2,0.5,21.8,16.5,0.2,0.4,0.6,0.075,-1.3,1.2,-0.1,0.2,0,0.0,OOR,2004
Kobe Bryant,SG,25,65,2447,516,1178,0.438,71,217,0.327,445,961,0.463,0.468,454,533,0.852,103,256,359,330,112,28,171,176,1557,23.7,0.551,0.184,0.452,4.7,12.0,8.3,24.4,2.4,0.8,10.8,29.1,7.8,3.0,10.7,0.21,5.1,0.5,5.6,4.7,0,0.172,Candidate,2004
Greg Buckner,SG,27,53,703,66,175,0.377,12,44,0.273,54,131,0.412,0.411,20,27,0.741,28,75,103,45,21,4,34,77,164,7.4,0.439,0.251,0.154,4.7,12.4,8.6,11.0,1.6,0.4,15.4,14.8,-0.3,0.7,0.3,0.024,-3.8,0.3,-3.5,-0.3,0,0.0,OOR,2004
Rodney Buford,SF,26,22,141,19,56,0.339,0,2,0.0,19,54,0.352,0.339,3,6,0.5,6,9,15,7,6,1,4,9,41,6.2,0.35,0.036,0.107,4.9,7.1,6.0,7.6,2.2,0.5,6.4,20.1,-0.3,0.1,-0.2,-0.063,-5.1,-2.1,-7.2,-0.2,0,0.0,OOR,2004
Caron Butler,SF,23,68,2030,240,631,0.38,10,42,0.238,230,589,0.39,0.388,133,176,0.756,92,234,326,126,75,13,91,162,623,10.7,0.44,0.067,0.279,5.2,13.6,9.4,10.8,2.0,0.5,11.4,18.5,-0.2,2.4,2.1,0.05,-2.9,0.1,-2.9,-0.4,0,0.0,OOR,2004
Mitchell Butler,SG,33,41,552,54,124,0.435,11,30,0.367,43,94,0.457,0.48,15,24,0.625,24,47,71,32,22,4,24,54,134,9.3,0.498,0.242,0.194,4.7,9.8,7.2,9.7,2.1,0.5,15.1,12.7,0.2,0.3,0.5,0.048,-2.5,0.2,-2.3,0.0,0,0.0,OOR,2004
Rasual Butler,SF,24,45,675,119,250,0.476,50,108,0.463,69,142,0.486,0.576,16,21,0.762,4,57,61,23,10,13,28,72,304,14.0,0.586,0.432,0.084,0.7,10.0,5.3,6.6,0.8,1.5,9.7,20.0,1.0,0.5,1.6,0.113,0.8,-0.7,0.1,0.4,0,0.0,OOR,2004
Žarko Čabarkapa,PF,22,49,570,81,197,0.411,6,32,0.188,75,165,0.455,0.426,35,53,0.66,26,73,99,40,10,13,54,75,203,8.4,0.461,0.162,0.269,5.2,14.7,9.9,11.6,0.9,1.7,19.7,21.7,-0.7,0.3,-0.4,-0.037,-4.2,-1.4,-5.7,-0.5,0,0.0,OOR,2004
Marcus Camby,C,29,72,2162,262,549,0.477,0,2,0.0,262,547,0.479,0.477,98,136,0.721,211,516,727,132,86,187,98,239,622,17.8,0.511,0.004,0.248,10.9,27.4,19.0,9.6,2.0,6.1,13.9,14.3,2.6,4.3,6.9,0.154,-0.1,2.6,2.6,2.5,0,0.0,OOR,2004
Elden Campbell,C,35,65,892,138,314,0.439,0,0,0.0,138,314,0.439,0.439,85,124,0.685,52,157,209,45,21,50,63,137,361,13.8,0.49,0.0,0.395,6.8,20.1,13.6,9.3,1.3,4.3,14.6,22.6,0.1,2.0,2.1,0.115,-3.0,2.0,-1.0,0.2,0,0.0,OOR,2004
Brian Cardinal,PF,26,76,1634,220,466,0.472,55,124,0.444,165,342,0.482,0.531,238,271,0.878,100,217,317,103,66,20,84,206,733,19.4,0.626,0.266,0.582,6.9,15.0,10.9,10.7,2.2,0.9,12.6,18.9,5.5,1.7,7.2,0.212,2.2,1.0,3.2,2.2,0,0.0,OOR,2004
Matt Carroll,SG,23,16,70,7,16,0.438,1,3,0.333,6,13,0.462,0.469,4,6,0.667,1,5,6,2,1,0,6,8,19,3.8,0.51,0.188,0.375,1.6,8.2,4.9,4.6,0.8,0.0,24.4,16.5,-0.1,0.0,0.0,-0.033,-6.6,-1.5,-8.2,-0.1,0,0.0,OOR,2004
Anthony Carter,PG,28,5,87,11,37,0.297,0,3,0.0,11,34,0.324,0.297,0,0,0.0,2,9,11,12,4,0,12,9,22,0.3,0.297,0.081,0.0,2.6,11.4,7.1,23.3,2.5,0.0,24.5,26.0,-0.5,0.2,-0.3,-0.176,-9.9,-1.0,-10.9,-0.2,0,0.0,OOR,2004
Maurice Carter,SG,27,10,110,11,35,0.314,4,11,0.364,7,24,0.292,0.371,16,20,0.8,2,9,11,4,0,0,9,10,42,5.8,0.479,0.314,0.571,2.0,9.5,5.7,5.8,0.0,0.0,17.0,21.7,-0.1,0.0,0.0,-0.014,-4.8,-3.2,-8.0,-0.2,0,0.0,OOR,2004
Vince Carter,SG,27,73,2785,608,1457,0.417,93,243,0.383,515,1214,0.424,0.449,336,417,0.806,95,254,349,348,88,65,223,212,1645,20.0,0.501,0.167,0.286,3.9,10.6,7.2,28.0,1.7,1.7,12.0,32.5,2.6,3.4,6.0,0.103,3.5,0.2,3.6,3.9,0,0.0,OOR,2004
Sam Cassell,PG,34,81,2838,620,1270,0.488,74,186,0.398,546,1084,0.504,0.517,289,331,0.873,44,227,271,592,102,18,220,247,1603,22.8,0.566,0.146,0.261,1.9,8.7,5.5,38.0,1.9,0.5,13.5,27.2,8.8,3.3,12.1,0.205,4.1,0.3,4.4,4.6,0,0.003,Candidate,2004
Kelvin Cato,PF,29,69,1743,161,360,0.447,0,0,0.0,161,360,0.447,0.447,96,142,0.676,153,319,472,72,52,96,84,203,418,13.2,0.495,0.0,0.394,10.9,20.5,16.0,6.9,1.6,4.2,16.6,13.9,1.1,3.5,4.6,0.127,-2.0,2.4,0.4,1.1,0,0.0,OOR,2004
Tyson Chandler,PF,21,35,782,67,158,0.424,0,1,0.0,67,157,0.427,0.424,79,118,0.669,82,188,270,23,17,43,38,87,213,14.2,0.507,0.006,0.747,11.1,27.0,18.9,4.7,1.1,4.1,15.3,14.2,0.7,1.2,1.9,0.116,-2.1,0.3,-1.8,0.0,0,0.0,OOR,2004
Calbert Cheaney,SF,32,79,2067,278,578,0.481,0,10,0.0,278,568,0.489,0.481,47,77,0.61,77,183,260,136,60,12,85,184,603,10.6,0.493,0.017,0.133,4.2,10.0,7.1,11.2,1.6,0.4,12.2,15.5,1.0,1.3,2.3,0.054,-2.4,0.1,-2.3,-0.1,0,0.0,OOR,2004
Doug Christie,SG,33,82,2780,317,688,0.461,49,142,0.345,268,546,0.491,0.496,148,172,0.86,69,260,329,347,151,41,155,186,831,14.0,0.544,0.206,0.25,2.9,10.4,6.7,18.6,2.8,1.0,16.9,14.9,3.4,2.4,5.7,0.099,-0.3,1.1,0.8,2.0,0,0.0,OOR,2004
Keon Clark,PF,28,2,27,2,6,0.333,0,0,0.0,2,6,0.333,0.333,0,0,0.0,1,6,7,1,1,0,0,1,4,8.8,0.333,0.0,0.0,4.5,28.0,16.1,6.1,2.1,0.0,0.0,10.3,0.0,0.0,0.0,0.058,-2.1,1.2,-0.9,0.0,0,0.0,OOR,2004
Speedy Claxton,PG,25,60,1595,224,524,0.427,4,22,0.182,220,502,0.438,0.431,182,224,0.813,38,118,156,267,97,9,102,146,634,17.3,0.509,0.042,0.427,2.7,8.4,5.5,28.7,3.3,0.4,14.1,20.9,2.6,1.6,4.2,0.127,-0.2,1.3,1.1,1.2,0,0.0,OOR,2004
