Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W
Keith Edmonson,SG,22,ATL,32,309,48,139,0.345,0,2,0.0,48,137,0.35,0.345,16,27,0.593,20,19,39,22,11,6,20,41,112,6.8,0.371,0.014,0.194,6.9,6.5,6.7,10.3,1.7,1.1,11.7,23.0,-0.6,0.3,-0.3,-0.051,-5.0,-0.8,-5.9,-0.3,0,0.0,OOR,1983,43.0
Franklin Edwards,PG,23,PHI,81,1266,228,483,0.472,0,8,0.0,228,475,0.48,0.472,86,113,0.761,23,62,85,221,81,6,110,119,542,14.2,0.509,0.017,0.234,2.0,5.0,3.5,24.0,3.0,0.3,17.1,20.1,1.1,1.7,2.7,0.104,-0.8,0.9,0.1,0.7,0,0.0,OOR,1983,65.0
James Edwards,C,27,PHO,31,667,128,263,0.487,0,0,0.0,128,263,0.487,0.487,69,108,0.639,56,99,155,40,12,19,49,110,325,14.5,0.523,0.0,0.411,9.5,16.7,13.1,8.8,0.9,1.6,13.6,22.4,0.6,0.7,1.4,0.098,-1.5,-0.5,-2.0,0.0,0,0.0,OOR,1983,46.0
Len Elmore,C,30,NJN,74,975,97,244,0.398,0,1,0.0,97,243,0.399,0.398,54,84,0.643,81,157,238,39,44,38,83,125,248,8.2,0.441,0.004,0.344,9.5,18.0,13.8,5.1,2.1,2.3,22.8,14.7,-1.0,1.9,0.9,0.045,-4.0,1.4,-2.6,-0.2,0,0.0,OOR,1983,49.0
Chris Engler,C,23,GSW,54,369,38,94,0.404,0,0,0.0,38,94,0.404,0.404,5,16,0.313,43,61,104,11,7,17,24,95,81,5.8,0.401,0.0,0.17,12.2,18.5,15.3,3.7,0.9,2.6,19.2,13.3,-0.3,0.3,0.0,-0.006,-6.2,-0.9,-7.1,-0.5,0,0.0,OOR,1983,
Alex English,SF,29,DEN,82,2988,959,1857,0.516,2,12,0.167,957,1845,0.519,0.517,406,490,0.829,263,338,601,397,116,126,263,235,2326,24.1,0.561,0.006,0.264,8.9,11.5,10.2,19.5,1.7,2.1,11.3,28.9,8.7,1.6,10.3,0.166,5.4,-0.8,4.6,5.0,0,0.056,Candidate,1983,45.0
Julius Erving,SF,32,PHI,72,2421,605,1170,0.517,2,7,0.286,603,1163,0.518,0.518,330,435,0.759,173,318,491,263,112,131,196,202,1542,23.1,0.566,0.006,0.372,7.9,13.3,10.7,16.5,2.2,3.0,12.6,25.5,6.8,4.1,10.9,0.217,4.6,1.9,6.5,5.2,3,0.149,Candidate,1983,65.0
Mike Evans,SG,27,DEN,42,695,115,243,0.473,0,9,0.0,115,234,0.491,0.473,33,41,0.805,4,54,58,113,23,3,71,94,263,8.9,0.504,0.037,0.169,0.6,7.9,4.2,19.5,1.4,0.2,21.4,17.6,-0.3,0.1,-0.2,-0.01,-3.6,-1.8,-5.3,-0.6,0,0.0,OOR,1983,45.0
Bruce Flowers,PF,25,CLE,53,699,110,206,0.534,0,2,0.0,110,204,0.539,0.534,41,53,0.774,71,109,180,47,19,12,43,99,261,15.2,0.569,0.01,0.257,11.3,18.2,14.7,10.1,1.3,1.0,15.8,16.4,1.1,0.6,1.7,0.119,0.0,0.2,0.2,0.4,0,0.0,OOR,1983,23.0
Sleepy Floyd,PG,22,NJN,76,1248,226,527,0.429,10,25,0.4,216,502,0.43,0.438,150,180,0.833,56,81,137,138,58,17,106,134,612,13.8,0.505,0.047,0.342,4.8,7.3,6.0,15.3,2.1,0.8,14.9,22.4,1.0,1.1,2.2,0.083,-0.6,-0.3,-0.9,0.3,0,0.0,OOR,1983,49.0
Phil Ford,PG,26,MIL,77,1610,213,445,0.479,1,9,0.111,212,436,0.486,0.48,97,123,0.789,18,85,103,290,52,3,134,190,524,10.4,0.525,0.02,0.276,1.3,5.6,3.5,24.1,1.5,0.1,21.2,16.2,0.7,1.6,2.4,0.07,-2.2,-0.4,-2.6,-0.3,0,0.0,OOR,1983,51.0
World B. Free,SG,29,CLE,73,2638,649,1423,0.456,15,45,0.333,634,1378,0.46,0.461,430,583,0.738,92,109,201,290,97,15,209,241,1743,18.4,0.519,0.032,0.41,3.8,4.8,4.3,18.2,1.8,0.3,11.1,29.6,4.5,1.2,5.7,0.104,2.2,-1.2,1.1,2.0,0,0.0,OOR,1983,23.0
Bill Garnett,C,22,DAL,75,1411,170,319,0.533,0,3,0.0,170,316,0.538,0.533,129,174,0.741,141,265,406,103,48,70,81,245,469,15.0,0.593,0.009,0.545,10.6,20.6,15.5,9.0,1.6,2.7,17.0,13.4,2.6,1.3,3.9,0.133,-0.2,0.9,0.7,1.0,0,0.0,OOR,1983,30.0
Calvin Garrett,SF,26,HOU,4,34,4,11,0.364,0,1,0.0,4,10,0.4,0.364,2,2,1.0,3,4,7,3,0,0,3,4,10,6.4,0.421,0.091,0.182,8.9,13.4,11.0,12.1,0.0,0.0,20.2,17.5,0.0,0.0,0.0,-0.051,-4.1,-0.6,-4.6,0.0,0,0.0,OOR,1983,58.0
George Gervin,SG,30,SAS,78,2830,757,1553,0.487,12,33,0.364,745,1520,0.49,0.491,517,606,0.853,111,246,357,264,88,67,247,243,2043,20.5,0.561,0.021,0.39,4.4,9.1,6.9,14.0,1.4,1.3,12.0,29.1,7.6,1.8,9.4,0.159,2.9,-1.1,1.8,2.7,0,0.04,Candidate,1983,45.0
Artis Gilmore,C,33,SAS,82,2797,556,888,0.626,0,6,0.0,556,882,0.63,0.626,367,496,0.74,299,685,984,126,40,192,254,273,1479,21.2,0.668,0.007,0.559,12.1,25.8,19.2,6.1,0.7,3.7,18.7,19.4,7.5,3.5,11.0,0.189,2.7,0.2,2.8,3.4,0,0.044,Candidate,1983,45.0
Mike Glenn,SG,27,ATL,73,1124,230,444,0.518,0,1,0.0,230,443,0.519,0.518,74,89,0.831,16,74,90,125,30,9,52,132,534,15.1,0.553,0.002,0.2,1.5,7.0,4.3,17.3,1.3,0.5,9.7,19.8,2.0,0.9,2.9,0.126,-0.2,0.2,0.0,0.6,0,0.0,OOR,1983,43.0
Mike Gminski,C,23,NJN,80,1255,213,426,0.5,0,1,0.0,213,425,0.501,0.5,175,225,0.778,154,228,382,61,35,116,126,118,601,18.4,0.572,0.002,0.528,14.0,20.3,17.2,6.7,1.3,5.4,19.4,20.4,1.7,2.6,4.3,0.166,0.5,1.5,2.1,1.3,0,0.0,OOR,1983,49.0
Glen Gondrezick,PF,27,DEN,76,1130,134,294,0.456,0,3,0.0,134,291,0.46,0.456,82,114,0.719,108,193,301,100,80,9,49,161,350,13.5,0.508,0.01,0.388,9.6,17.3,13.5,10.0,3.0,0.4,12.5,12.9,1.5,1.1,2.5,0.108,-0.4,0.8,0.4,0.7,0,0.0,OOR,1983,45.0
Rickey Green,PG,28,UTA,78,2783,464,942,0.493,2,13,0.154,462,929,0.497,0.494,185,232,0.797,62,161,223,697,220,4,222,154,1115,17.2,0.534,0.014,0.246,2.3,5.7,4.1,34.5,3.5,0.1,17.5,17.8,3.8,2.8,6.6,0.114,1.3,0.7,2.0,2.8,0,0.0,OOR,1983,14.0
Dave Greenwood,PF,25,CHI,79,2355,312,686,0.455,0,4,0.0,312,682,0.457,0.455,165,233,0.708,217,548,765,151,54,90,154,261,789,13.0,0.5,0.006,0.34,9.9,24.9,17.4,8.5,1.0,2.0,16.3,15.5,1.3,2.3,3.6,0.073,-1.0,-0.1,-1.1,0.5,0,0.0,OOR,1983,28.0
John Greig,SF,21,SEA,9,26,7,13,0.538,0,0,0.0,7,13,0.538,0.538,5,6,0.833,2,4,6,0,0,1,2,4,19,19.9,0.607,0.0,0.462,8.6,15.7,12.3,0.0,0.0,2.0,11.3,27.2,0.1,0.0,0.1,0.182,-3.6,-0.2,-3.8,0.0,0,0.0,OOR,1983,30.0
Kevin Grevey,SF,29,WSB,41,756,114,294,0.388,15,38,0.395,99,256,0.387,0.413,54,69,0.783,18,31,49,49,18,7,27,61,297,9.5,0.458,0.129,0.235,2.6,4.6,3.6,9.5,1.1,0.5,7.7,19.3,0.2,0.8,1.0,0.064,-2.4,0.0,-2.4,-0.1,0,0.0,OOR,1983,42.0
Paul Griffin,PF,29,SAS,53,956,60,116,0.517,0,0,0.0,60,116,0.517,0.517,53,76,0.697,77,139,216,86,33,25,68,153,173,8.9,0.579,0.0,0.655,9.1,15.3,12.3,10.3,1.6,1.4,31.3,9.1,0.5,0.9,1.4,0.068,-1.8,1.2,-0.6,0.3,0,0.0,OOR,1983,45.0
Darrell Griffith,SG,24,UTA,77,2787,752,1554,0.484,38,132,0.288,714,1422,0.502,0.496,167,246,0.679,100,204,304,270,138,33,252,184,1709,15.8,0.514,0.085,0.158,3.8,7.3,5.6,15.6,2.2,0.6,13.2,26.9,0.6,2.2,2.8,0.048,0.2,-1.1,-0.9,0.8,0,0.0,OOR,1983,14.0
Bob Gross,SF,29,SDC,27,373,35,82,0.427,1,3,0.333,34,79,0.43,0.433,12,19,0.632,32,34,66,34,22,7,24,69,83,8.7,0.459,0.037,0.232,9.1,11.3,10.1,11.1,2.7,1.1,21.0,11.9,0.0,0.2,0.2,0.032,-2.8,0.6,-2.2,0.0,0,0.0,OOR,1983,
Ernie Grunfeld,SF,27,NYK,77,1422,167,377,0.443,0,4,0.0,167,373,0.448,0.443,81,98,0.827,42,121,163,136,40,10,84,172,415,8.9,0.494,0.011,0.26,3.4,10.1,6.7,13.5,1.4,0.4,16.7,15.1,0.2,1.9,2.2,0.073,-2.8,1.0,-1.8,0.1,0,0.0,OOR,1983,44.0
Bill Hanzlik,SF,25,DEN,82,1547,187,437,0.428,1,7,0.143,186,430,0.433,0.429,125,160,0.781,80,156,236,268,75,15,144,220,500,10.6,0.493,0.016,0.366,5.2,10.2,7.7,19.7,2.1,0.5,22.1,15.6,0.3,0.7,1.0,0.03,-2.0,-0.4,-2.5,-0.2,0,0.0,OOR,1983,45.0
Joe Hassett,SG,27,GSW,6,139,19,44,0.432,1,9,0.111,18,35,0.514,0.443,0,0,0.0,3,8,11,21,2,0,9,14,39,7.5,0.443,0.205,0.0,2.3,6.4,4.3,19.4,0.7,0.0,17.0,15.0,0.0,0.0,0.0,-0.008,-2.7,-1.2,-3.8,-0.1,0,0.0,OOR,1983,
Scott Hastings,C-PF,22,NYK,31,140,13,38,0.342,0,3,0.0,13,35,0.371,0.342,11,20,0.55,15,26,41,3,6,1,9,34,37,6.4,0.395,0.079,0.526,12.1,21.6,16.8,2.9,2.1,0.4,16.1,16.8,-0.2,0.3,0.1,0.031,-5.3,0.0,-5.3,-0.2,0,0.0,OOR,1983,44.0
Steve Hawes,PF,32,ATL,77,1416,163,390,0.418,5,21,0.238,158,369,0.428,0.424,69,94,0.734,81,280,361,95,38,14,107,189,400,8.6,0.464,0.054,0.241,6.2,20.7,13.6,8.9,1.3,0.5,19.9,15.6,-1.0,2.0,1.0,0.035,-3.9,0.4,-3.5,-0.5,0,0.0,OOR,1983,43.0
Elvin Hayes,PF,37,HOU,81,2302,424,890,0.476,2,4,0.5,422,886,0.476,0.478,196,287,0.683,199,417,616,158,50,81,200,232,1046,14.7,0.515,0.004,0.322,8.7,20.7,14.3,10.4,1.0,2.0,16.4,21.1,0.6,1.8,2.4,0.05,-0.7,-0.7,-1.4,0.4,0,0.0,OOR,1983,58.0
Steve Hayes,C,27,CLE,65,1058,104,217,0.479,0,1,0.0,104,216,0.481,0.479,29,51,0.569,102,134,236,36,17,41,49,215,237,8.2,0.495,0.005,0.235,10.7,14.8,12.7,4.7,0.8,2.3,17.0,11.5,0.4,0.8,1.2,0.055,-4.1,0.3,-3.8,-0.5,0,0.0,OOR,1983,23.0
Spencer Haywood,PF,33,WSB,38,775,125,312,0.401,0,1,0.0,125,311,0.402,0.401,63,87,0.724,77,106,183,30,12,27,67,94,313,10.0,0.447,0.003,0.279,10.9,15.3,13.1,5.7,0.7,2.0,16.1,22.3,-0.8,1.2,0.4,0.025,-4.1,-0.5,-4.6,-0.5,0,0.0,OOR,1983,42.0
Gerald Henderson,PG,27,BOS,82,1551,286,618,0.463,3,16,0.188,283,602,0.47,0.465,96,133,0.722,57,67,124,195,95,3,128,190,671,12.1,0.496,0.026,0.215,4.0,4.6,4.3,16.7,2.8,0.1,15.9,20.3,0.5,1.8,2.3,0.073,-2.1,0.6,-1.5,0.2,0,0.0,OOR,1983,56.0
Tom Henderson,SG,31,HOU,51,789,107,263,0.407,0,2,0.0,107,261,0.41,0.407,45,57,0.789,18,51,69,138,37,2,50,57,259,11.5,0.45,0.008,0.217,2.3,7.4,4.7,24.6,2.2,0.1,14.8,17.1,0.0,0.3,0.4,0.022,-2.1,-0.5,-2.6,-0.1,0,0.0,OOR,1983,58.0
Rod Higgins,SF,23,CHI,82,2196,313,698,0.448,13,41,0.317,300,657,0.457,0.458,209,264,0.792,159,207,366,175,66,65,127,248,848,12.7,0.521,0.059,0.378,7.7,10.1,8.9,10.7,1.4,1.6,13.5,16.6,2.7,1.2,3.8,0.083,-0.1,-0.3,-0.4,0.9,0,0.0,OOR,1983,28.0
Johnny High,SG,25,PHO,82,1155,100,217,0.461,1,5,0.2,99,212,0.467,0.463,63,136,0.463,45,105,150,153,85,34,106,205,264,8.6,0.477,0.023,0.627,4.5,9.6,7.2,16.3,3.5,1.6,27.7,13.5,-1.0,2.2,1.2,0.051,-4.0,3.3,-0.7,0.4,0,0.0,OOR,1983,46.0
Armond Hill,PG,29,MIL,14,169,14,26,0.538,0,0,0.0,14,26,0.538,0.538,18,22,0.818,5,15,20,27,9,0,13,20,46,12.6,0.645,0.0,0.846,3.4,9.3,6.5,20.1,2.6,0.0,26.7,11.9,0.2,0.2,0.5,0.137,-2.0,1.2,-0.8,0.1,0,0.0,OOR,1983,51.0
Craig Hodges,SG,22,SDC,76,2022,318,704,0.452,20,90,0.222,298,614,0.485,0.466,94,130,0.723,53,69,122,275,82,4,161,192,750,10.3,0.493,0.128,0.185,2.8,4.2,3.4,18.0,1.9,0.1,17.5,17.7,0.6,0.2,0.8,0.018,-1.9,-1.7,-3.5,-0.8,0,0.0,OOR,1983,
Lionel Hollins,PG,29,SDC,56,1844,313,717,0.437,3,21,0.143,310,696,0.445,0.439,129,179,0.721,30,98,128,373,111,14,198,155,758,12.8,0.476,0.029,0.25,1.7,6.6,4.0,27.2,2.8,0.4,19.9,21.0,-0.2,0.8,0.6,0.016,-1.1,-1.2,-2.3,-0.1,0,0.0,OOR,1983,
Phil Hubbard,SF,26,CLE,82,1953,288,597,0.482,0,2,0.0,288,595,0.484,0.482,204,296,0.689,222,249,471,89,87,8,158,271,780,13.9,0.536,0.003,0.496,12.6,14.9,13.7,6.7,2.2,0.2,17.8,19.0,1.6,1.8,3.4,0.084,-1.0,-0.3,-1.3,0.4,0,0.0,OOR,1983,23.0
Geoff Huston,PG,25,CLE,80,2716,401,832,0.482,4,12,0.333,397,820,0.484,0.484,168,245,0.686,41,118,159,487,74,4,195,215,974,12.6,0.518,0.014,0.294,1.7,5.1,3.3,26.5,1.3,0.1,17.2,17.6,2.4,1.0,3.4,0.06,-0.6,-1.3,-1.9,0.0,0,0.0,OOR,1983,23.0
Marc Iavaroni,PF,26,PHI,80,1612,163,353,0.462,0,2,0.0,163,351,0.464,0.462,78,113,0.69,117,212,329,83,32,44,133,238,404,7.3,0.502,0.006,0.32,8.0,13.3,10.8,6.4,0.9,1.5,24.8,13.2,-0.6,2.1,1.5,0.045,-3.5,0.5,-3.1,-0.4,0,0.0,OOR,1983,65.0
Dan Issel,C,34,DEN,80,2431,661,1296,0.51,4,19,0.211,657,1277,0.514,0.512,400,479,0.835,151,445,596,223,83,43,174,227,1726,21.6,0.573,0.015,0.37,6.3,18.6,12.4,12.6,1.5,0.9,10.4,25.5,6.8,1.5,8.4,0.165,3.2,-1.2,2.1,2.5,0,0.0,OOR,1983,45.0
Tracy Jackson,SG,23,CHI,78,1309,199,426,0.467,2,13,0.154,197,413,0.477,0.469,92,126,0.73,87,92,179,105,64,11,83,132,492,11.9,0.511,0.031,0.296,7.1,7.5,7.3,10.9,2.2,0.4,14.7,16.7,1.0,0.7,1.7,0.062,-1.1,-0.1,-1.2,0.3,0,0.0,OOR,1983,28.0
Clay Johnson,SG,26,LAL,48,447,53,135,0.393,0,2,0.0,53,133,0.398,0.393,38,48,0.792,40,29,69,24,22,4,25,62,144,9.4,0.461,0.015,0.356,10.4,6.9,8.5,6.1,2.3,0.5,13.8,16.0,0.2,0.3,0.6,0.061,-2.6,-0.8,-3.4,-0.2,0,0.0,OOR,1983,48.0
Clemon Johnson,C,26,IND,83,1914,299,581,0.515,0,1,0.0,299,580,0.516,0.515,111,180,0.617,190,334,524,139,67,92,124,221,709,15.3,0.537,0.002,0.31,10.5,18.9,14.6,9.5,1.6,2.7,15.8,16.1,2.1,2.2,4.3,0.109,0.2,0.5,0.7,1.3,0,0.0,OOR,1983,20.0
Dennis Johnson,PG,28,PHO,77,2551,398,861,0.462,5,31,0.161,393,830,0.473,0.465,292,369,0.791,92,243,335,388,97,39,204,204,1093,14.8,0.534,0.036,0.429,4.2,10.1,7.2,20.4,1.8,0.9,16.6,19.6,3.0,3.6,6.6,0.125,0.3,0.6,0.9,1.9,0,0.0,OOR,1983,46.0
Eddie Johnson,SG,27,ATL,61,1813,389,858,0.453,14,41,0.341,375,817,0.459,0.462,186,237,0.785,26,98,124,318,61,6,156,138,978,16.0,0.508,0.048,0.276,1.5,5.7,3.6,27.7,1.6,0.2,13.9,25.7,1.6,1.5,3.0,0.081,0.8,-1.1,-0.3,0.8,0,0.0,OOR,1983,43.0
Eddie Johnson,SF,23,KCK,82,2933,677,1370,0.494,20,71,0.282,657,1299,0.506,0.501,247,317,0.779,191,310,501,216,70,20,181,259,1621,15.9,0.537,0.052,0.231,7.0,11.4,9.2,10.4,1.1,0.4,10.7,22.2,5.3,2.1,7.4,0.121,1.6,-1.3,0.2,1.7,0,0.0,OOR,1983,38.0
Frank Johnson,PG,24,WSB,68,2324,321,786,0.408,14,61,0.23,307,725,0.423,0.417,196,261,0.751,46,132,178,549,110,6,238,170,852,12.9,0.473,0.078,0.332,2.2,6.3,4.2,33.9,2.3,0.1,20.9,20.3,-0.4,3.3,3.0,0.061,-0.9,0.2,-0.7,0.8,0,0.0,OOR,1983,42.0
George Johnson,C,34,ATL,37,461,25,57,0.439,0,0,0.0,25,57,0.439,0.439,14,19,0.737,44,73,117,17,10,59,19,69,64,10.8,0.49,0.0,0.333,10.2,16.8,13.5,4.6,1.1,7.2,22.5,7.6,0.1,0.8,1.0,0.1,-2.8,3.7,0.9,0.3,0,0.0,OOR,1983,43.0
George Johnson,SF,26,IND,82,2297,409,858,0.477,7,38,0.184,402,820,0.49,0.481,126,172,0.733,176,369,545,220,77,53,242,279,951,12.7,0.509,0.044,0.2,7.9,18.2,12.8,12.7,1.5,1.3,20.6,20.1,-0.4,1.4,1.0,0.021,-1.7,-0.9,-2.7,-0.4,0,0.0,OOR,1983,20.0
Magic Johnson,SG,23,LAL,79,2907,511,933,0.548,0,21,0.0,511,912,0.56,0.548,304,380,0.8,214,469,683,829,176,47,301,200,1326,23.0,0.603,0.023,0.407,8.5,17.1,13.0,34.4,2.8,0.9,21.5,19.0,8.8,3.8,12.5,0.207,5.4,1.8,7.2,6.8,2,0.406,Candidate,1983,48.0
Marques Johnson,SF,26,MIL,80,2853,723,1420,0.509,4,20,0.2,719,1400,0.514,0.511,264,359,0.735,196,366,562,363,100,56,196,211,1714,21.1,0.543,0.014,0.253,7.9,13.5,10.8,20.3,1.7,1.1,11.0,25.7,6.6,4.1,10.7,0.18,4.2,0.4,4.5,4.7,0,0.002,Candidate,1983,51.0
Mickey Johnson,PF,30,NJN,78,2053,391,921,0.425,3,36,0.083,388,885,0.438,0.426,312,380,0.821,163,331,494,255,82,46,238,288,1097,15.8,0.504,0.039,0.413,8.7,18.0,13.3,17.5,1.8,1.3,17.9,25.5,1.2,2.9,4.1,0.095,-0.4,0.3,-0.2,0.9,0,0.0,OOR,1983,49.0
Reggie Johnson,SF,25,KCK,79,1541,247,509,0.485,1,4,0.25,246,505,0.487,0.486,95,130,0.731,107,184,291,71,26,43,104,232,590,10.5,0.521,0.008,0.255,7.6,12.7,10.1,6.0,0.8,1.6,15.5,16.9,0.9,1.5,2.4,0.074,-2.2,-0.4,-2.6,-0.2,0,0.0,OOR,1983,38.0
Steve Johnson,C,25,KCK,79,1544,371,595,0.624,0,0,0.0,371,595,0.624,0.624,186,324,0.574,140,258,398,95,40,83,180,323,928,18.1,0.629,0.0,0.545,9.8,18.1,13.9,8.8,1.2,3.0,19.6,22.8,2.5,1.9,4.4,0.137,-0.2,0.7,0.5,1.0,0,0.0,OOR,1983,38.0
Vinnie Johnson,SG,26,DET,82,2511,520,1013,0.513,11,40,0.275,509,973,0.523,0.519,245,315,0.778,167,186,353,301,93,49,152,263,1296,17.6,0.563,0.039,0.311,6.8,7.9,7.3,17.0,1.7,1.0,11.7,20.0,5.9,1.8,7.7,0.147,2.1,0.0,2.1,2.6,0,0.0,OOR,1983,37.0
Jim Johnstone,PF-C,22,DET,23,191,11,30,0.367,0,0,0.0,11,30,0.367,0.367,9,20,0.45,15,31,46,11,3,7,15,33,31,4.5,0.399,0.0,0.667,8.2,17.2,12.7,6.8,0.7,1.9,27.9,11.0,-0.2,0.2,-0.1,-0.02,-4.4,0.0,-4.4,-0.2,0,0.0,OOR,1983,37.0
Bobby Jones,PF,31,PHI,74,1749,250,460,0.543,0,1,0.0,250,459,0.545,0.543,165,208,0.793,102,242,344,142,85,91,109,199,665,16.4,0.603,0.002,0.452,6.4,14.0,10.4,10.6,2.3,2.9,16.5,15.0,3.3,3.1,6.4,0.175,1.3,2.8,4.0,2.7,0,0.0,OOR,1983,65.0
Caldwell Jones,C,32,HOU,82,2440,307,677,0.453,0,2,0.0,307,675,0.455,0.453,162,206,0.786,222,446,668,138,46,131,171,278,776,12.3,0.505,0.003,0.304,9.2,20.9,14.7,7.9,0.9,3.0,18.2,15.4,0.4,2.1,2.5,0.05,-2.2,0.0,-2.2,-0.1,0,0.0,OOR,1983,58.0
Dwight Jones,PF,30,CHI,81,1164,148,325,0.455,0,1,0.0,148,324,0.457,0.455,79,123,0.642,84,225,309,62,31,23,101,172,375,9.2,0.495,0.003,0.378,7.9,20.6,14.4,6.7,1.2,1.0,21.0,16.1,-0.4,1.1,0.6,0.027,-3.6,-0.6,-4.2,-0.7,0,0.0,OOR,1983,28.0
Edgar Jones,PF,26,DET,77,1658,237,479,0.495,2,9,0.222,235,470,0.5,0.497,201,286,0.703,136,312,448,89,42,108,146,267,677,13.9,0.56,0.019,0.597,8.7,19.9,14.3,6.9,1.2,3.5,19.4,17.7,1.4,2.0,3.4,0.098,-1.9,0.7,-1.3,0.3,0,0.0,OOR,1983,37.0
Hutch Jones,SF,23,SDC,9,85,17,37,0.459,0,0,0.0,17,37,0.459,0.459,6,6,1.0,10,7,17,4,3,0,6,14,40,13.0,0.505,0.0,0.162,12.4,10.2,11.4,6.6,1.6,0.0,13.1,20.9,0.1,0.0,0.1,0.064,-2.7,-1.0,-3.7,0.0,0,0.0,OOR,1983,
Major Jones,PF,29,HOU,60,878,142,311,0.457,0,2,0.0,142,309,0.46,0.457,56,102,0.549,114,149,263,39,22,22,83,104,340,11.9,0.478,0.006,0.328,13.1,19.4,16.0,6.5,1.2,1.4,18.9,20.0,-0.6,0.6,0.1,0.004,-2.7,-1.8,-4.4,-0.5,0,0.0,OOR,1983,58.0
Eddie Jordan,PG,28,LAL,35,333,40,132,0.303,3,16,0.188,37,116,0.319,0.314,11,17,0.647,8,18,26,80,31,1,54,52,94,5.2,0.337,0.121,0.129,2.8,5.7,4.3,27.2,4.3,0.2,27.9,23.0,-1.2,0.4,-0.8,-0.113,-6.6,-0.5,-7.0,-0.5,0,0.0,OOR,1983,48.0
Jeff Judkins,SF,26,POR,34,309,39,88,0.443,2,8,0.25,37,80,0.463,0.455,25,30,0.833,18,25,43,17,15,2,17,39,105,10.9,0.519,0.091,0.341,6.5,9.1,7.8,7.3,2.3,0.4,14.4,15.5,0.3,0.3,0.6,0.089,-1.9,0.3,-1.6,0.1,0,0.0,OOR,1983,25.0
Rich Kelley,C,29,DEN,70,1345,130,293,0.444,0,0,0.0,130,293,0.444,0.444,142,175,0.811,131,273,404,138,54,39,118,221,402,12.2,0.543,0.0,0.597,10.0,20.3,15.3,12.2,1.8,1.5,24.2,13.8,0.9,1.5,2.4,0.086,-2.0,0.7,-1.3,0.2,0,0.0,OOR,1983,45.0
Clark Kellogg,PF,21,IND,81,2761,680,1420,0.479,4,18,0.222,676,1402,0.482,0.48,261,352,0.741,340,520,860,223,141,43,217,298,1625,20.3,0.516,0.013,0.248,12.6,21.3,16.8,11.7,2.4,0.9,12.1,25.5,4.4,2.4,6.8,0.119,2.1,-1.2,0.9,2.0,0,0.0,OOR,1983,20.0
Greg Kelser,SF,25,SEA,80,1507,247,450,0.549,0,3,0.0,247,447,0.553,0.549,173,257,0.673,158,245,403,97,52,35,149,243,667,14.7,0.592,0.007,0.571,11.7,16.6,14.3,8.6,1.6,1.2,20.9,18.9,1.7,2.1,3.9,0.123,-1.1,0.4,-0.8,0.5,0,0.0,OOR,1983,30.0
Larry Kenon,PF,30,CLE,48,770,119,257,0.463,0,1,0.0,119,256,0.465,0.463,42,57,0.737,66,81,147,39,23,9,47,64,280,12.3,0.496,0.004,0.222,9.4,12.2,10.8,7.5,1.5,0.7,14.3,17.7,0.4,0.5,0.9,0.055,-0.7,-0.6,-1.3,0.1,0,0.0,OOR,1983,23.0
Albert King,SF,23,NJN,79,2447,582,1226,0.475,6,23,0.261,576,1203,0.479,0.477,176,227,0.775,157,299,456,291,95,41,245,278,1346,15.6,0.508,0.019,0.185,7.3,13.6,10.5,18.2,1.8,1.0,15.6,25.2,1.7,3.9,5.7,0.112,0.3,0.3,0.5,1.6,0,0.0,OOR,1983,49.0
Bernard King,SF,26,NYK,68,2207,603,1142,0.528,0,6,0.0,603,1136,0.531,0.528,280,388,0.722,99,227,326,195,90,13,197,233,1486,20.3,0.566,0.005,0.34,5.2,12.2,8.7,16.0,2.0,0.4,13.0,29.1,4.0,3.5,7.5,0.163,2.8,0.7,3.5,3.1,0,0.005,Candidate,1983,44.0
Reggie King,SF,25,KCK,58,995,104,225,0.462,0,0,0.0,104,225,0.462,0.462,73,96,0.76,91,149,240,58,28,11,65,94,281,10.5,0.526,0.0,0.427,9.9,16.2,13.0,7.0,1.3,0.6,19.6,12.8,0.7,1.0,1.6,0.077,-0.8,-0.2,-1.0,0.3,0,0.0,OOR,1983,38.0
Billy Knight,SG,30,IND,80,2262,512,984,0.52,3,19,0.158,509,965,0.527,0.522,343,408,0.841,152,172,324,192,66,8,193,143,1370,18.7,0.589,0.019,0.415,6.9,8.6,7.7,12.0,1.3,0.2,14.2,23.6,5.5,0.3,5.8,0.123,2.8,-2.2,0.6,1.5,0,0.0,OOR,1983,20.0
Joe Kopicki,PF,22,WSB,17,201,23,51,0.451,0,1,0.0,23,50,0.46,0.451,21,25,0.84,18,44,62,9,9,2,8,21,67,15.1,0.54,0.02,0.49,9.8,24.5,17.1,6.2,2.2,0.6,11.4,14.4,0.3,0.4,0.7,0.177,-1.1,1.3,0.2,0.2,0,0.0,OOR,1983,42.0
