Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W/L%
Nick Anderson,SG,26,ORL,81,2811,504,1054,0.478,101,314,0.322,403,740,0.545,0.526,168,250,0.672,113,363,476,294,134,33,165,148,1277,16.9,0.549,0.298,0.237,4.6,14.3,9.5,15.7,2.4,0.7,12.4,20.2,4.6,3.0,7.6,0.129,2.0,0.6,2.5,3.2,0,0.0,OOR,1994,0.61
Ron Anderson,SF,35,NJN,21,356,35,86,0.407,7,26,0.269,28,60,0.467,0.448,19,23,0.826,16,37,53,17,8,3,10,16,96,9.9,0.499,0.302,0.267,4.9,11.8,8.3,6.8,1.1,0.5,9.4,12.7,0.3,0.2,0.5,0.061,-1.4,-1.3,-2.7,-0.1,0,0.0,OOR,1994,0.549
Willie Anderson,SG,27,SAS,80,2488,394,837,0.471,22,68,0.324,372,769,0.484,0.484,145,171,0.848,68,174,242,347,71,46,153,187,955,14.2,0.523,0.081,0.204,3.2,7.5,5.5,21.6,1.5,1.2,14.4,19.2,3.2,2.3,5.6,0.107,0.2,0.1,0.3,1.4,0,0.0,OOR,1994,0.671
Greg Anthony,PG,26,NYK,80,1994,225,571,0.394,48,160,0.3,177,411,0.431,0.436,130,168,0.774,43,146,189,365,114,13,127,163,628,13.0,0.487,0.28,0.294,2.5,8.1,5.4,27.3,3.0,0.5,16.5,17.0,1.6,3.9,5.5,0.132,-0.8,2.4,1.6,1.8,0,0.0,OOR,1994,0.695
B.J. Armstrong,PG,26,CHI,82,2770,479,1007,0.476,60,135,0.444,419,872,0.481,0.505,194,227,0.855,28,142,170,323,80,9,131,147,1212,14.5,0.547,0.134,0.225,1.2,6.0,3.6,18.0,1.5,0.2,10.6,19.8,4.9,2.6,7.5,0.13,0.3,-0.4,-0.1,1.3,0,0.0,OOR,1994,0.671
Vincent Askew,SG,27,SEA,80,1690,273,567,0.481,6,31,0.194,267,536,0.498,0.487,175,211,0.829,60,124,184,194,73,19,70,145,727,15.9,0.551,0.055,0.372,4.2,8.7,6.5,16.8,2.2,0.8,9.6,18.5,3.9,2.1,6.0,0.169,1.1,0.7,1.8,1.6,0,0.0,OOR,1994,0.768
Keith Askins,SF,26,MIA,37,319,36,88,0.409,4,21,0.19,32,67,0.478,0.432,9,10,0.9,33,49,82,13,11,1,21,57,85,8.2,0.46,0.239,0.114,11.7,17.5,14.6,5.9,1.8,0.2,18.5,15.3,-0.1,0.4,0.3,0.044,-4.2,-0.4,-4.6,-0.2,0,0.0,OOR,1994,0.512
Stacey Augmon,SG,25,ATL,82,2605,439,861,0.51,1,7,0.143,438,854,0.513,0.51,333,436,0.764,178,216,394,187,149,45,147,179,1212,17.9,0.576,0.008,0.506,7.5,9.2,8.3,11.0,2.9,1.1,12.3,19.8,5.7,4.0,9.7,0.179,1.3,1.4,2.7,3.1,0,0.0,OOR,1994,0.695
Isaac Austin,C,24,PHI,14,201,29,66,0.439,0,1,0.0,29,65,0.446,0.439,14,23,0.609,25,44,69,17,5,10,17,29,72,14.1,0.473,0.015,0.348,13.6,24.1,18.8,13.2,1.2,3.0,18.3,20.1,0.0,0.2,0.2,0.04,-2.9,-1.2,-4.2,-0.1,0,0.0,OOR,1994,0.305
Anthony Avent,PF,24,ORL,74,1371,150,398,0.377,0,0,0.0,150,398,0.377,0.377,89,123,0.724,144,194,338,65,33,31,85,147,389,9.2,0.43,0.0,0.309,11.7,16.4,14.0,6.8,1.2,1.5,15.8,16.9,-0.6,1.0,0.4,0.014,-3.7,-1.4,-5.1,-1.1,0,0.0,OOR,1994,0.61
John Bagley,PG,33,ATL,3,13,0,2,0.0,0,0,0.0,0,2,0.0,0.0,2,2,1.0,0,1,1,3,0,0,0,2,2,7.6,0.347,0.0,1.0,0.0,8.5,4.2,28.1,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.105,-5.4,-1.4,-6.8,0.0,0,0.0,OOR,1994,0.695
Thurl Bailey,PF,32,MIN,79,1297,232,455,0.51,0,2,0.0,232,453,0.512,0.51,119,149,0.799,66,149,215,54,20,58,58,93,583,15.2,0.56,0.004,0.327,6.1,13.2,9.7,7.2,0.8,2.9,10.0,19.5,1.9,0.7,2.6,0.097,0.5,-0.8,-0.3,0.6,0,0.0,OOR,1994,0.244
Vin Baker,C,22,MIL,82,2560,435,869,0.501,1,5,0.2,434,864,0.502,0.501,234,411,0.569,277,344,621,163,60,114,162,231,1105,16.1,0.526,0.006,0.473,11.8,16.3,13.9,10.6,1.2,3.0,13.4,20.5,2.6,1.7,4.4,0.082,0.0,-1.1,-1.2,0.5,0,0.0,OOR,1994,0.244
Charles Barkley,PF,30,PHO,65,2298,518,1046,0.495,48,178,0.27,470,868,0.541,0.518,318,452,0.704,198,529,727,296,101,37,206,160,1402,22.8,0.563,0.17,0.432,9.8,25.6,17.8,20.0,2.2,1.0,14.2,26.5,5.6,3.3,8.8,0.185,4.5,0.7,5.2,4.2,0,0.005,Candidate,1994,0.683
Dana Barros,PG,26,PHI,81,2519,412,878,0.469,135,354,0.381,277,524,0.529,0.546,116,145,0.8,28,168,196,424,107,5,167,96,1075,16.0,0.571,0.403,0.165,1.2,7.3,4.3,27.2,2.1,0.1,15.1,19.1,3.9,0.8,4.7,0.089,1.7,-1.1,0.6,1.7,0,0.0,OOR,1994,0.305
Jon Barry,SG,24,MIL,72,1242,158,382,0.414,32,115,0.278,126,267,0.472,0.455,97,122,0.795,36,110,146,168,102,17,83,110,445,14.6,0.511,0.301,0.319,3.2,10.8,6.8,21.0,4.2,0.9,16.0,18.1,0.8,1.3,2.1,0.08,-1.2,1.8,0.6,0.8,0,0.0,OOR,1994,0.244
John Battle,SG,31,CLE,51,814,130,273,0.476,5,19,0.263,125,254,0.492,0.485,73,97,0.753,7,32,39,83,22,1,41,66,338,12.2,0.535,0.07,0.355,1.0,4.6,2.8,16.2,1.4,0.1,11.5,19.6,0.9,0.5,1.4,0.084,-1.6,-1.1,-2.7,-0.1,0,0.0,OOR,1994,0.573
Benoit Benjamin,C,29,NJN,77,1817,283,589,0.48,0,0,0.0,283,589,0.48,0.48,152,214,0.71,135,364,499,44,35,90,97,198,718,14.2,0.525,0.0,0.363,7.7,21.5,14.5,3.8,1.0,3.1,12.4,18.1,1.4,2.6,4.1,0.107,-2.0,0.0,-2.1,0.0,0,0.0,OOR,1994,0.549
Tony Bennett,PG,24,CHH,74,983,105,263,0.399,27,75,0.36,78,188,0.415,0.451,11,15,0.733,16,74,90,163,39,1,40,84,248,9.9,0.46,0.285,0.057,1.9,8.1,5.1,22.2,2.0,0.1,12.9,13.4,0.5,0.5,0.9,0.045,-1.9,-0.2,-2.1,0.0,0,0.0,OOR,1994,0.5
David Benoit,SF,25,UTA,55,1070,139,361,0.385,12,59,0.203,127,302,0.421,0.402,68,88,0.773,89,171,260,23,23,37,37,115,358,10.9,0.448,0.163,0.244,9.7,18.2,14.0,3.2,1.1,2.4,8.5,18.1,0.1,1.5,1.6,0.072,-2.5,-1.1,-3.6,-0.4,0,0.0,OOR,1994,0.646
Rolando Blackman,SG,34,NYK,55,969,161,369,0.436,30,84,0.357,131,285,0.46,0.477,48,53,0.906,23,70,93,76,25,6,44,100,400,11.3,0.51,0.228,0.144,2.7,8.0,5.4,12.7,1.3,0.4,10.1,19.7,0.9,1.5,2.4,0.118,-1.8,0.4,-1.5,0.1,0,0.0,OOR,1994,0.695
Mookie Blaylock,PG,26,ATL,81,2915,444,1079,0.411,114,341,0.334,330,738,0.447,0.464,116,159,0.73,117,307,424,789,212,44,196,144,1118,19.6,0.487,0.316,0.147,4.4,11.6,8.0,40.4,3.7,1.0,14.6,19.8,4.9,5.3,10.2,0.168,3.4,2.3,5.7,5.7,0,0.001,Candidate,1994,0.695
Corie Blount,PF,25,CHI,67,690,76,174,0.437,0,0,0.0,76,174,0.437,0.437,46,75,0.613,76,118,194,56,19,33,52,93,198,12.3,0.478,0.0,0.431,12.9,20.0,16.5,11.4,1.4,3.3,20.1,16.6,0.0,1.2,1.2,0.085,-3.2,1.0,-2.3,0.0,0,0.0,OOR,1994,0.671
Muggsy Bogues,PG,29,CHH,77,2746,354,751,0.471,2,12,0.167,352,739,0.476,0.473,125,155,0.806,78,235,313,780,133,2,171,147,835,16.2,0.51,0.016,0.206,3.2,9.2,6.3,39.2,2.4,0.0,17.3,15.4,4.8,1.7,6.4,0.112,1.4,-0.4,1.0,2.1,0,0.0,OOR,1994,0.5
Manute Bol,C,31,MIA,14,116,4,19,0.211,0,3,0.0,4,16,0.25,0.211,0,0,0.0,3,15,18,1,2,16,5,13,8,3.1,0.211,0.158,0.0,2.9,14.6,8.7,1.1,0.9,8.8,20.8,8.9,-0.3,0.1,-0.2,-0.066,-7.5,1.2,-6.3,-0.1,0,0.0,OOR,1994,0.512
Walter Bond,SG,24,UTA,56,559,63,156,0.404,19,54,0.352,44,102,0.431,0.465,31,40,0.775,20,41,61,31,16,12,17,90,176,9.1,0.507,0.346,0.256,4.2,8.3,6.3,8.0,1.5,1.5,8.9,15.1,0.5,0.6,1.0,0.089,-2.7,0.3,-2.4,0.0,0,0.0,OOR,1994,0.646
Anthony Bonner,SF,25,NYK,73,1402,162,288,0.563,0,0,0.0,162,288,0.563,0.563,50,105,0.476,150,194,344,88,76,13,89,175,374,12.6,0.56,0.0,0.365,12.4,15.4,13.9,9.4,2.8,0.7,21.0,13.2,0.9,3.2,4.1,0.14,-1.4,2.4,1.0,1.1,0,0.0,OOR,1994,0.695
Anthony Bowie,SG,30,ORL,70,948,139,289,0.481,1,18,0.056,138,271,0.509,0.483,41,49,0.837,29,91,120,102,32,12,58,81,320,11.5,0.515,0.062,0.17,3.5,10.7,7.1,15.4,1.7,0.8,15.7,16.6,0.6,0.7,1.3,0.065,-1.9,0.2,-1.7,0.1,0,0.0,OOR,1994,0.61
Sam Bowie,C,32,LAL,25,556,75,172,0.436,1,4,0.25,74,168,0.44,0.439,72,83,0.867,27,104,131,47,4,28,43,65,223,13.6,0.535,0.023,0.483,5.1,21.2,12.8,12.1,0.4,3.2,17.1,19.1,0.4,0.4,0.8,0.073,-1.8,0.0,-1.8,0.0,0,0.0,OOR,1994,0.402
Shawn Bradley,C,21,PHI,49,1385,201,491,0.409,0,3,0.0,201,488,0.412,0.409,102,168,0.607,98,208,306,98,45,147,148,170,504,11.6,0.446,0.006,0.342,7.7,16.5,12.1,11.1,1.6,6.4,20.8,22.4,-2.7,1.6,-1.1,-0.039,-5.1,1.7,-3.4,-0.5,0,0.0,OOR,1994,0.305
Terrell Brandon,PG,23,CLE,73,1548,230,548,0.42,7,32,0.219,223,516,0.432,0.426,139,162,0.858,38,121,159,277,84,16,111,108,606,15.0,0.489,0.058,0.296,2.8,9.1,6.0,27.9,2.8,0.7,15.2,21.1,1.1,1.8,2.9,0.091,-0.5,0.8,0.3,0.9,0,0.0,OOR,1994,0.573
Randy Breuer,C,33,SAC,26,247,8,26,0.308,0,1,0.0,8,25,0.32,0.308,3,14,0.214,15,41,56,8,6,19,9,30,19,5.4,0.295,0.038,0.538,6.5,18.5,12.4,4.2,1.2,4.9,21.9,7.0,-0.3,0.3,0.0,-0.007,-5.6,0.9,-4.7,-0.2,0,0.0,OOR,1994,0.341
Frank Brickowski,C,34,MIL,71,2094,368,754,0.488,4,20,0.2,364,734,0.496,0.491,195,254,0.768,85,319,404,222,80,27,181,242,935,14.3,0.54,0.027,0.337,4.5,17.9,11.0,17.2,1.9,0.8,17.3,21.5,1.0,1.7,2.7,0.062,-1.3,-0.1,-1.5,0.3,0,0.0,OOR,1994,0.244
Kevin Brooks,SF,24,DEN,34,190,36,99,0.364,4,23,0.174,32,76,0.421,0.384,9,10,0.9,5,16,21,3,0,2,12,19,85,5.3,0.411,0.232,0.101,3.0,9.1,6.1,2.6,0.0,0.7,10.4,25.9,-0.4,0.1,-0.2,-0.062,-6.0,-3.7,-9.6,-0.4,0,0.0,OOR,1994,0.512
Scott Brooks,PG,28,HOU,73,1225,142,289,0.491,23,61,0.377,119,228,0.522,0.531,74,85,0.871,10,92,102,149,51,2,55,98,381,12.2,0.584,0.211,0.294,1.0,7.9,4.6,17.6,2.1,0.1,14.4,13.8,1.8,1.6,3.3,0.131,-1.6,1.5,-0.1,0.6,0,0.0,OOR,1994,0.707
Chucky Brown,SF,25,DAL,1,10,1,1,1.0,0,0,0.0,1,1,1.0,1.0,1,1,1.0,0,1,1,0,0,0,0,2,3,10.8,1.042,0.0,1.0,0.0,12.1,5.6,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.183,-0.8,0.0,-0.9,0.0,0,0.0,OOR,1994,0.159
Dee Brown,SG,25,BOS,77,2867,490,1021,0.48,30,96,0.313,460,925,0.497,0.495,182,219,0.831,63,237,300,347,156,47,126,207,1192,16.0,0.533,0.094,0.214,2.5,9.4,5.9,18.2,2.7,1.0,10.1,18.8,4.1,2.3,6.4,0.108,0.4,1.2,1.5,2.5,0,0.0,OOR,1994,0.39
Mike Brown,C,30,MIN,82,1921,111,260,0.427,0,2,0.0,111,258,0.43,0.427,77,118,0.653,119,328,447,72,51,29,75,218,299,7.2,0.479,0.008,0.454,7.4,19.6,13.6,5.4,1.3,1.0,19.4,8.8,0.0,1.6,1.5,0.038,-3.6,0.2,-3.4,-0.7,0,0.0,OOR,1994,0.244
P.J. Brown,C,24,NJN,79,1950,167,402,0.415,1,6,0.167,166,396,0.419,0.417,115,152,0.757,188,305,493,93,71,93,72,177,450,12.2,0.48,0.015,0.378,10.0,16.8,13.3,6.7,1.8,3.0,13.3,11.7,1.4,2.8,4.2,0.105,-1.5,1.5,0.1,1.0,0,0.0,OOR,1994,0.549
Randy Brown,PG,25,SAC,61,1041,110,251,0.438,0,4,0.0,110,247,0.445,0.438,53,87,0.609,40,72,112,133,63,14,75,132,273,9.3,0.472,0.016,0.347,4.1,7.7,5.9,18.3,3.0,0.9,20.6,14.8,-0.4,0.8,0.4,0.017,-4.0,1.0,-3.0,-0.3,0,0.0,OOR,1994,0.341
Mark Bryant,C,28,POR,79,1441,185,384,0.482,0,1,0.0,185,383,0.483,0.482,72,104,0.692,117,198,315,37,32,29,66,187,442,9.9,0.514,0.003,0.271,8.5,15.6,11.9,3.5,1.1,1.3,13.3,14.0,0.9,1.4,2.3,0.076,-3.2,-0.4,-3.6,-0.6,0,0.0,OOR,1994,0.573
Jud Buechler,SF,25,GSW,36,218,42,84,0.5,12,29,0.414,30,55,0.545,0.571,10,20,0.5,13,19,32,16,8,1,12,24,106,14.9,0.571,0.345,0.238,6.6,9.3,7.9,10.6,1.8,0.3,11.5,19.8,0.4,0.1,0.5,0.112,0.3,-1.0,-0.7,0.1,0,0.0,OOR,1994,0.61
Matt Bullard,PF,26,HOU,65,725,78,226,0.345,50,154,0.325,28,72,0.389,0.456,20,26,0.769,23,61,84,64,14,6,28,67,226,8.8,0.476,0.681,0.115,3.7,8.9,6.4,12.6,1.0,0.5,10.5,16.2,0.2,0.8,1.0,0.068,-1.4,-0.4,-1.8,0.0,0,0.0,OOR,1994,0.707
Evers Burns,PF,22,SAC,23,143,22,55,0.4,0,0,0.0,22,55,0.4,0.4,12,23,0.522,13,17,30,9,6,3,7,33,56,9.7,0.43,0.0,0.418,9.7,13.3,11.5,9.7,2.1,1.3,9.7,21.3,-0.1,0.1,0.1,0.02,-5.0,-0.6,-5.5,-0.1,0,0.0,OOR,1994,0.341
Scott Burrell,SF,23,CHH,51,767,98,234,0.419,2,6,0.333,96,228,0.421,0.423,46,70,0.657,46,86,132,62,37,16,45,88,244,10.4,0.461,0.026,0.299,6.8,12.0,9.5,11.1,2.4,1.3,14.5,17.2,-0.2,0.7,0.5,0.03,-2.8,0.2,-2.6,-0.1,0,0.0,OOR,1994,0.5
Willie Burton,SF,25,MIA,53,697,124,283,0.438,3,15,0.2,121,268,0.451,0.443,120,158,0.759,50,86,136,39,18,20,54,96,371,15.6,0.526,0.053,0.558,8.1,14.0,11.1,8.9,1.3,2.0,13.3,25.1,0.9,0.7,1.6,0.113,-0.7,-1.0,-1.7,0.1,0,0.0,OOR,1994,0.512
Mitchell Butler,SG,23,WSB,75,1321,207,418,0.495,0,5,0.0,207,413,0.501,0.495,104,180,0.578,106,119,225,77,54,20,87,131,518,13.0,0.521,0.012,0.431,9.2,10.7,10.0,8.9,2.0,0.9,14.9,19.0,0.7,0.4,1.1,0.04,-1.0,-1.4,-2.4,-0.1,0,0.0,OOR,1994,0.293
Michael Cage,C,32,SEA,82,1708,171,314,0.545,0,1,0.0,171,313,0.546,0.545,36,74,0.486,164,280,444,45,77,38,51,179,378,11.9,0.545,0.003,0.236,11.3,19.5,15.4,3.5,2.3,1.6,12.8,10.0,1.9,3.0,4.9,0.137,-0.9,0.6,-0.3,0.7,0,0.0,OOR,1994,0.768
Elden Campbell,PF,25,LAL,76,2253,373,808,0.462,0,2,0.0,373,806,0.463,0.462,188,273,0.689,167,352,519,86,64,146,98,241,934,15.2,0.503,0.002,0.338,7.7,17.7,12.5,5.7,1.4,4.1,9.6,19.2,2.0,2.2,4.2,0.089,-1.1,-0.1,-1.2,0.5,0,0.0,OOR,1994,0.402
Tony Campbell,SF,31,DAL,63,1214,227,512,0.443,7,28,0.25,220,484,0.455,0.45,94,120,0.783,76,110,186,82,50,15,84,134,555,13.3,0.491,0.055,0.234,6.8,10.7,8.6,11.4,2.1,0.8,12.9,22.8,0.4,1.2,1.5,0.061,-1.5,-0.5,-2.0,0.0,0,0.0,OOR,1994,0.159
Antoine Carr,PF,32,SAS,34,465,78,160,0.488,0,1,0.0,78,159,0.491,0.488,42,58,0.724,12,39,51,15,9,22,15,75,198,12.8,0.534,0.006,0.363,3.1,9.0,6.2,5.1,1.0,3.1,7.5,19.3,0.7,0.5,1.2,0.124,-2.2,0.5,-1.7,0.0,0,0.0,OOR,1994,0.671
Bill Cartwright,C,36,CHI,42,780,98,191,0.513,0,0,0.0,98,191,0.513,0.513,39,57,0.684,43,109,152,57,8,8,50,83,235,10.1,0.544,0.0,0.298,6.4,16.4,11.4,10.5,0.5,0.7,18.8,15.1,0.4,0.9,1.3,0.077,-2.5,-0.1,-2.6,-0.1,0,0.0,OOR,1994,0.671
Sam Cassell,PG,24,HOU,66,1122,162,388,0.418,26,88,0.295,136,300,0.453,0.451,90,107,0.841,25,109,134,192,59,7,94,136,440,13.1,0.506,0.227,0.276,2.6,10.2,6.6,25.8,2.7,0.4,17.8,20.9,0.4,1.8,2.2,0.093,-2.1,1.3,-0.7,0.4,0,0.0,OOR,1994,0.707
Duane Causwell,C,25,SAC,41,674,71,137,0.518,0,0,0.0,71,137,0.518,0.518,40,68,0.588,68,118,186,11,19,49,33,109,182,11.8,0.545,0.0,0.496,10.8,19.6,15.1,2.3,1.4,4.6,16.5,12.5,0.4,0.8,1.2,0.085,-3.2,0.6,-2.6,-0.1,0,0.0,OOR,1994,0.341
Cedric Ceballos,SF,24,PHO,53,1602,425,795,0.535,0,9,0.0,425,786,0.541,0.535,160,221,0.724,153,191,344,91,59,23,93,124,1010,20.9,0.566,0.011,0.278,10.9,13.3,12.1,9.4,1.8,0.9,9.4,25.8,4.1,1.4,5.5,0.166,3.2,-0.9,2.3,1.8,0,0.0,OOR,1994,0.683
Tom Chambers,PF,34,UTA,80,1838,329,748,0.44,14,45,0.311,315,703,0.448,0.449,221,281,0.786,87,239,326,79,40,32,89,232,893,13.4,0.512,0.06,0.376,5.5,14.8,10.2,6.8,1.1,1.2,9.3,23.1,1.8,2.1,3.9,0.101,-1.5,-0.8,-2.3,-0.1,0,0.0,OOR,1994,0.646
Rex Chapman,SG,26,WSB,60,2025,431,865,0.498,64,165,0.388,367,700,0.524,0.535,168,206,0.816,57,89,146,185,59,8,117,83,1094,16.9,0.572,0.191,0.238,3.2,5.2,4.2,15.3,1.5,0.2,10.9,22.7,4.2,-0.3,3.9,0.092,2.4,-2.2,0.3,1.2,0,0.0,OOR,1994,0.293
Calbert Cheaney,SG,22,WSB,65,1604,327,696,0.47,1,23,0.043,326,673,0.484,0.471,124,161,0.77,88,102,190,126,63,10,108,148,779,14.0,0.508,0.033,0.231,6.3,7.6,6.9,12.9,2.0,0.4,12.3,23.4,1.0,0.2,1.2,0.035,-0.9,-1.5,-2.4,-0.2,0,0.0,OOR,1994,0.293
Pete Chilcutt,PF,25,SAC,76,1365,203,448,0.453,3,15,0.2,200,433,0.462,0.456,41,65,0.631,129,242,371,86,53,39,74,164,450,12.7,0.472,0.033,0.145,10.1,19.8,14.9,9.7,1.9,1.8,13.4,17.2,0.1,1.4,1.5,0.052,-2.2,-0.1,-2.3,-0.1,0,0.0,OOR,1994,0.341
Doug Christie,SG,23,LAL,65,1515,244,562,0.434,39,119,0.328,205,443,0.463,0.469,145,208,0.697,93,142,235,136,89,28,140,186,672,13.5,0.514,0.212,0.37,6.4,10.6,8.4,13.4,3.0,1.2,17.6,22.1,0.1,1.2,1.4,0.044,-1.1,0.0,-1.1,0.3,0,0.0,OOR,1994,0.402
Ben Coleman,PF,32,DET,9,77,12,25,0.48,0,0,0.0,12,25,0.48,0.48,4,8,0.5,10,16,26,0,2,2,7,9,28,11.6,0.491,0.0,0.32,14.2,23.4,18.7,0.0,1.3,1.7,19.7,20.2,-0.1,0.1,0.0,-0.004,-3.9,-3.0,-6.9,-0.1,0,0.0,OOR,1994,0.244
Derrick Coleman,PF,26,NJN,77,2778,541,1209,0.447,38,121,0.314,503,1088,0.462,0.463,439,567,0.774,262,608,870,262,68,142,208,209,1559,21.4,0.534,0.1,0.469,9.8,23.5,16.5,15.6,1.2,3.2,12.5,25.3,5.5,4.4,9.9,0.171,3.3,1.0,4.3,4.4,0,0.0,OOR,1994,0.549
Bimbo Coles,PG,25,MIA,76,1726,233,519,0.449,20,99,0.202,213,420,0.507,0.468,102,131,0.779,50,109,159,263,75,12,107,132,588,13.0,0.51,0.191,0.252,3.3,7.2,5.2,22.7,2.2,0.5,15.7,17.1,1.8,1.4,3.2,0.089,-0.3,0.2,0.0,0.9,0,0.0,OOR,1994,0.512
Marty Conlon,C,26,CHH,30,579,95,165,0.576,0,2,0.0,95,163,0.583,0.576,43,53,0.811,53,86,139,34,9,8,33,69,233,15.0,0.619,0.012,0.321,10.4,16.6,13.5,8.7,0.8,0.9,14.9,16.3,1.2,0.3,1.4,0.12,0.2,-1.9,-1.7,0.0,0,0.0,OOR,1994,0.5
Lester Conner,PG,34,IND,11,169,14,38,0.368,0,3,0.0,14,35,0.4,0.368,3,6,0.5,10,14,24,31,14,1,9,12,31,12.0,0.381,0.079,0.158,7.1,9.2,8.2,25.5,4.3,0.4,18.1,12.9,0.0,0.3,0.3,0.075,-2.3,2.7,0.3,0.1,0,0.0,OOR,1994,0.573
Anthony Cook,PF,26,MIL,25,203,26,54,0.481,0,1,0.0,26,53,0.491,0.481,10,25,0.4,20,36,56,4,3,14,12,22,62,11.3,0.477,0.019,0.463,10.7,21.6,15.8,3.1,0.8,4.6,15.6,16.4,-0.1,0.2,0.1,0.02,-3.8,-1.1,-4.9,-0.1,0,0.0,OOR,1994,0.244
Duane Cooper,PG,24,PHO,23,136,18,41,0.439,1,7,0.143,17,34,0.5,0.451,11,15,0.733,2,7,9,28,3,0,20,12,48,7.9,0.504,0.171,0.366,1.7,5.7,3.7,27.9,1.1,0.0,29.6,20.8,-0.2,0.0,-0.1,-0.038,-4.3,-3.3,-7.6,-0.2,0,0.0,OOR,1994,0.683
