Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
Steve Burtt,SG,29,31,356,74,160,0.463,1,6,0.167,73,154,0.474,0.466,38,54,0.704,10,24,34,59,16,4,33,58,187,OOR,1992
Michael Cage,PF,30,82,2461,307,542,0.566,0,5,0.0,307,537,0.572,0.566,106,171,0.62,266,462,728,92,99,55,78,237,720,OOR,1992
Demetrius Calip,PG,22,7,58,4,18,0.222,1,5,0.2,3,13,0.231,0.25,2,3,0.667,1,4,5,12,1,0,5,8,11,OOR,1992
Elden Campbell,C,23,81,1876,220,491,0.448,0,2,0.0,220,489,0.45,0.448,138,223,0.619,155,268,423,59,53,159,73,203,578,OOR,1992
Tony Campbell,SF,29,78,2441,527,1137,0.464,13,37,0.351,514,1100,0.467,0.469,240,299,0.803,141,145,286,229,84,31,165,206,1307,OOR,1992
Antoine Carr,PF,30,81,1867,359,732,0.49,1,5,0.2,358,727,0.492,0.491,162,212,0.764,128,218,346,63,32,96,114,264,881,OOR,1992
Bill Cartwright,C,34,64,1471,208,445,0.467,0,0,0.0,208,445,0.467,0.467,96,159,0.604,93,231,324,87,22,14,75,131,512,OOR,1992
Terry Catledge,PF,28,78,2430,457,922,0.496,0,4,0.0,457,918,0.498,0.496,240,346,0.694,257,292,549,109,58,16,138,196,1154,OOR,1992
Duane Causwell,C,23,80,2291,250,455,0.549,0,1,0.0,250,454,0.551,0.549,136,222,0.613,196,384,580,59,47,215,124,281,636,OOR,1992
Cedric Ceballos,SF,22,64,725,176,365,0.482,1,6,0.167,175,359,0.487,0.484,109,148,0.736,60,92,152,50,16,11,71,52,462,OOR,1992
Tom Chambers,PF,32,69,1948,426,989,0.431,18,49,0.367,408,940,0.434,0.44,258,311,0.83,86,315,401,142,57,37,103,196,1128,OOR,1992
Rex Chapman,PG-SG,24,22,567,113,252,0.448,8,29,0.276,105,223,0.471,0.464,36,53,0.679,10,48,58,89,15,8,45,51,270,OOR,1992
Maurice Cheeks,PG,35,56,1086,115,249,0.462,3,6,0.5,112,243,0.461,0.468,26,43,0.605,29,66,95,185,83,0,36,73,259,OOR,1992
Pete Chilcutt,PF,23,69,817,113,250,0.452,2,2,1.0,111,248,0.448,0.456,23,28,0.821,78,109,187,38,32,17,41,70,251,OOR,1992
Derrick Coleman,PF,24,65,2207,483,958,0.504,23,76,0.303,460,882,0.522,0.516,300,393,0.763,203,415,618,205,54,98,248,168,1289,OOR,1992
Bimbo Coles,PG,23,81,1976,295,649,0.455,10,52,0.192,285,597,0.477,0.462,216,262,0.824,69,120,189,366,73,13,167,151,816,OOR,1992
Marty Conlon,C,24,45,381,48,101,0.475,0,0,0.0,48,101,0.475,0.475,24,32,0.75,33,36,69,12,9,7,27,40,120,OOR,1992
Lester Conner,PG,32,81,1420,103,239,0.431,0,7,0.0,103,232,0.444,0.431,81,115,0.704,63,121,184,294,97,10,79,86,287,OOR,1992
Anthony Cook,PF,24,22,115,15,25,0.6,0,0,0.0,15,25,0.6,0.6,4,6,0.667,13,21,34,2,5,4,3,10,34,OOR,1992
Wayne Cooper,C,35,35,344,35,82,0.427,0,0,0.0,35,82,0.427,0.427,7,11,0.636,38,63,101,21,4,27,15,57,77,OOR,1992
Tom Copa,C,27,33,132,22,40,0.55,0,0,0.0,22,40,0.55,0.55,4,13,0.308,14,22,36,3,2,6,8,29,48,OOR,1992
Lanard Copeland,SG,26,10,48,7,23,0.304,0,2,0.0,7,21,0.333,0.304,2,2,1.0,1,6,7,5,2,0,4,5,16,OOR,1992
Tyrone Corbin,SF,29,80,2207,303,630,0.481,0,4,0.0,303,626,0.484,0.481,174,201,0.866,163,309,472,140,82,20,97,193,780,OOR,1992
Chris Corchiani,PG,23,51,741,77,193,0.399,10,37,0.27,67,156,0.429,0.425,91,104,0.875,18,60,78,141,45,2,74,94,255,OOR,1992
Corey Crowder,SF,22,51,328,43,112,0.384,13,30,0.433,30,82,0.366,0.442,15,18,0.833,16,25,41,17,7,2,13,35,114,OOR,1992
Terry Cummings,PF,30,70,2149,514,1053,0.488,5,13,0.385,509,1040,0.489,0.491,177,249,0.711,247,384,631,102,58,34,115,210,1210,OOR,1992
Dell Curry,SG,27,77,2020,504,1038,0.486,74,183,0.404,430,855,0.503,0.521,127,152,0.836,57,202,259,177,93,20,134,156,1209,OOR,1992
Quintin Dailey,SG,31,11,98,9,37,0.243,0,1,0.0,9,36,0.25,0.243,13,16,0.813,2,10,12,4,5,1,10,6,31,OOR,1992
Brad Daugherty,C,26,73,2643,576,1010,0.57,0,2,0.0,576,1008,0.571,0.57,414,533,0.777,191,569,760,262,65,78,185,190,1566,OOR,1992
Brad Davis,PG,36,33,429,38,86,0.442,5,18,0.278,33,68,0.485,0.471,11,15,0.733,4,29,33,66,11,3,27,57,92,OOR,1992
Dale Davis,PF,22,64,1301,154,279,0.552,0,1,0.0,154,278,0.554,0.552,87,152,0.572,158,252,410,30,27,74,49,191,395,OOR,1992
Terry Davis,PF,24,68,2149,256,531,0.482,0,5,0.0,256,526,0.487,0.482,181,285,0.635,228,444,672,57,26,29,117,202,693,OOR,1992
Walter Davis,SF,37,46,741,185,403,0.459,5,16,0.313,180,387,0.465,0.465,82,94,0.872,20,50,70,68,29,1,45,69,457,OOR,1992
Johnny Dawkins,PG,28,82,2815,394,902,0.437,36,101,0.356,358,801,0.447,0.457,164,186,0.882,42,185,227,567,89,5,183,158,988,OOR,1992
Bison Dele,PF,22,48,905,171,324,0.528,0,0,0.0,171,324,0.528,0.528,95,142,0.669,115,157,272,33,41,53,86,139,437,OOR,1992
Vlade Divac,C,23,36,979,157,317,0.495,5,19,0.263,152,298,0.51,0.503,86,112,0.768,87,160,247,60,55,35,88,114,405,OOR,1992
James Donaldson,C,34,58,1075,112,245,0.457,0,0,0.0,112,245,0.457,0.457,61,86,0.709,99,190,289,33,8,49,48,103,285,OOR,1992
Sherman Douglas,PG,25,42,752,117,253,0.462,1,10,0.1,116,243,0.477,0.464,73,107,0.682,13,50,63,172,25,9,68,78,308,OOR,1992
Greg Dreiling,C,29,60,509,43,87,0.494,1,1,1.0,42,86,0.488,0.5,30,40,0.75,22,74,96,25,10,16,31,123,117,OOR,1992
Clyde Drexler,SG,29,76,2751,694,1476,0.47,114,338,0.337,580,1138,0.51,0.509,401,505,0.794,166,334,500,512,138,70,240,229,1903,Candidate,1992
Kevin Duckworth,C,27,82,2222,362,786,0.461,0,3,0.0,362,783,0.462,0.461,156,226,0.69,151,346,497,99,38,37,143,264,880,OOR,1992
Chris Dudley,C,26,82,1902,190,472,0.403,0,0,0.0,190,472,0.403,0.403,80,171,0.468,343,396,739,58,38,179,79,275,460,OOR,1992
Joe Dumars,SG,28,82,3192,587,1311,0.448,49,120,0.408,538,1191,0.452,0.466,412,475,0.867,82,106,188,375,71,12,193,145,1635,OOR,1992
Ledell Eackles,SG,25,65,1463,355,759,0.468,7,35,0.2,348,724,0.481,0.472,139,187,0.743,39,139,178,125,47,7,75,145,856,OOR,1992
Mark Eaton,C,35,81,2023,107,240,0.446,0,0,0.0,107,240,0.446,0.446,52,87,0.598,150,341,491,40,36,205,60,239,266,OOR,1992
Patrick Eddie,C,24,4,13,2,9,0.222,0,0,0.0,2,9,0.222,0.222,0,0,0.0,0,1,1,0,0,0,0,3,4,OOR,1992
Blue Edwards,SF,26,81,2283,433,830,0.522,39,103,0.379,394,727,0.542,0.545,113,146,0.774,86,212,298,137,81,46,122,236,1018,OOR,1992
James Edwards,C,36,72,1437,250,538,0.465,0,1,0.0,250,537,0.466,0.465,198,271,0.731,55,147,202,53,24,33,72,236,698,OOR,1992
Kevin Edwards,PG,26,81,1840,325,716,0.454,7,32,0.219,318,684,0.465,0.459,162,191,0.848,56,155,211,170,99,20,120,138,819,OOR,1992
Craig Ehlo,SG,30,63,2016,310,684,0.453,69,167,0.413,241,517,0.466,0.504,87,123,0.707,94,213,307,238,78,22,104,150,776,OOR,1992
Mario Elie,SG,28,79,1677,221,424,0.521,23,70,0.329,198,354,0.559,0.548,155,182,0.852,69,158,227,174,68,15,83,159,620,OOR,1992
Sean Elliott,SF,23,82,3120,514,1040,0.494,25,82,0.305,489,958,0.51,0.506,285,331,0.861,143,296,439,214,84,29,152,149,1338,OOR,1992
Dale Ellis,SF,31,81,2191,485,1034,0.469,138,329,0.419,347,705,0.492,0.536,164,212,0.774,92,161,253,104,57,18,119,151,1272,OOR,1992
LeRon Ellis,C,22,29,103,17,50,0.34,0,0,0.0,17,50,0.34,0.34,9,19,0.474,12,12,24,1,6,9,11,11,43,OOR,1992
Pervis Ellison,C,24,66,2511,547,1014,0.539,1,3,0.333,546,1011,0.54,0.54,227,312,0.728,217,523,740,190,62,177,196,222,1322,OOR,1992
A.J. English,SG,24,81,1665,366,846,0.433,6,34,0.176,360,812,0.443,0.436,148,176,0.841,74,94,168,143,32,9,89,160,886,OOR,1992
Patrick Ewing,C,29,82,3150,796,1525,0.522,1,6,0.167,795,1519,0.523,0.522,377,511,0.738,228,693,921,156,88,245,209,277,1970,Candidate,1992
Dave Feitl,C,29,34,175,33,77,0.429,0,0,0.0,33,77,0.429,0.429,16,19,0.842,21,40,61,6,2,3,19,22,82,OOR,1992
Duane Ferrell,SF,26,66,1598,331,632,0.524,11,33,0.333,320,599,0.534,0.532,166,218,0.761,105,105,210,92,49,17,99,134,839,OOR,1992
Danny Ferry,PF,25,68,937,134,328,0.409,17,48,0.354,117,280,0.418,0.434,61,73,0.836,53,160,213,75,22,15,46,135,346,OOR,1992
Vern Fleming,PG,29,82,1737,294,610,0.482,6,27,0.222,288,583,0.494,0.487,132,179,0.737,69,140,209,266,56,7,140,134,726,OOR,1992
Sleepy Floyd,PG,31,82,1662,286,704,0.406,37,123,0.301,249,581,0.429,0.433,135,170,0.794,34,116,150,239,57,21,128,128,744,OOR,1992
Greg Foster,PF,23,49,548,89,193,0.461,0,1,0.0,89,192,0.464,0.461,35,49,0.714,43,102,145,35,6,12,36,83,213,OOR,1992
Rick Fox,SF,22,81,1535,241,525,0.459,23,70,0.329,218,455,0.479,0.481,139,184,0.755,73,147,220,126,78,30,123,230,644,OOR,1992
Tellis Frank,PF,26,10,140,18,33,0.545,0,0,0.0,18,33,0.545,0.545,10,15,0.667,8,18,26,8,5,4,5,24,46,OOR,1992
Anthony Frederick,SF,27,66,852,161,370,0.435,4,17,0.235,157,353,0.445,0.441,63,92,0.685,75,69,144,71,40,26,58,91,389,OOR,1992
Kevin Gamble,SF,26,82,2496,480,908,0.529,9,31,0.29,471,877,0.537,0.534,139,157,0.885,80,206,286,219,75,37,97,200,1108,OOR,1992
Winston Garland,PG,27,78,2209,333,750,0.444,9,28,0.321,324,722,0.449,0.45,171,199,0.859,67,123,190,411,98,22,175,206,846,OOR,1992
Tom Garrick,SG,25,40,549,59,143,0.413,1,4,0.25,58,139,0.417,0.416,18,26,0.692,12,44,56,98,36,4,44,54,137,OOR,1992
Chris Gatling,PF,24,54,612,117,206,0.568,0,4,0.0,117,202,0.579,0.568,72,109,0.661,75,107,182,16,31,36,44,101,306,OOR,1992
Kenny Gattison,PF,27,82,2223,423,799,0.529,0,2,0.0,423,797,0.531,0.529,196,285,0.688,177,403,580,131,59,69,140,273,1042,OOR,1992
Tate George,SG,23,70,1037,165,386,0.427,1,6,0.167,164,380,0.432,0.429,87,106,0.821,36,69,105,162,41,3,82,98,418,OOR,1992
Kendall Gill,SG,23,79,2906,666,1427,0.467,6,25,0.24,660,1402,0.471,0.469,284,381,0.745,165,237,402,329,154,46,180,237,1622,OOR,1992
Armen Gilliam,PF,27,81,2771,512,1001,0.511,0,2,0.0,512,999,0.513,0.511,343,425,0.807,234,426,660,118,51,85,166,176,1367,OOR,1992
Gerald Glass,SF,24,75,1822,383,871,0.44,16,54,0.296,367,817,0.449,0.449,77,125,0.616,107,153,260,175,66,30,103,171,859,OOR,1992
Mike Gminski,C,32,35,499,90,199,0.452,1,3,0.333,89,196,0.454,0.455,21,28,0.75,37,81,118,31,11,16,20,37,202,OOR,1992
Dan Godfread,C,24,1,2,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,OOR,1992
Paul Graham,SG,24,78,1718,305,682,0.447,55,141,0.39,250,541,0.462,0.488,126,170,0.741,72,159,231,175,96,21,91,193,791,OOR,1992
Ron Grandison,PF,27,3,25,2,4,0.5,0,0,0.0,2,4,0.5,0.5,6,10,0.6,3,8,11,1,1,1,3,4,10,OOR,1992
Gary Grant,PG,26,78,2049,275,595,0.462,15,51,0.294,260,544,0.478,0.475,44,54,0.815,34,150,184,538,138,14,187,181,609,OOR,1992
Greg Grant,PG,25,68,891,99,225,0.44,7,18,0.389,92,207,0.444,0.456,20,24,0.833,14,55,69,217,45,2,46,76,225,OOR,1992
Harvey Grant,SF,26,64,2388,489,1022,0.478,1,8,0.125,488,1014,0.481,0.479,176,220,0.8,157,275,432,170,74,27,109,178,1155,OOR,1992
Horace Grant,PF,26,81,2859,457,790,0.578,0,2,0.0,457,788,0.58,0.578,235,317,0.741,344,463,807,217,100,131,98,196,1149,OOR,1992
Jeff Grayer,SG,26,82,1659,309,689,0.448,19,66,0.288,290,623,0.465,0.462,102,153,0.667,129,128,257,150,64,13,105,142,739,OOR,1992
A.C. Green,PF,28,82,2902,382,803,0.476,12,56,0.214,370,747,0.495,0.483,340,457,0.744,306,456,762,117,91,36,111,141,1116,OOR,1992
Rickey Green,PG,37,26,367,46,103,0.447,1,4,0.25,45,99,0.455,0.451,13,18,0.722,3,21,24,68,17,1,18,28,106,OOR,1992
Sean Green,SG,21,35,256,62,158,0.392,2,10,0.2,60,148,0.405,0.399,15,28,0.536,22,20,42,22,13,6,27,31,141,OOR,1992
Sidney Green,PF,31,80,1127,147,344,0.427,0,0,0.0,147,344,0.427,0.427,73,89,0.82,92,250,342,36,29,11,62,148,367,OOR,1992
Jack Haley,C,28,49,394,31,84,0.369,0,0,0.0,31,84,0.369,0.369,14,29,0.483,31,64,95,7,7,8,25,75,76,OOR,1992
Tom Hammonds,PF,24,37,984,195,400,0.488,0,1,0.0,195,399,0.489,0.488,50,82,0.61,49,136,185,36,22,13,58,118,440,OOR,1992
Bob Hansen,SG,31,68,809,79,178,0.444,7,27,0.259,72,151,0.477,0.463,8,22,0.364,17,60,77,69,27,3,28,134,173,OOR,1992
Tim Hardaway,PG,25,81,3332,734,1592,0.461,127,376,0.338,607,1216,0.499,0.501,298,389,0.766,81,229,310,807,164,13,267,208,1893,OOR,1992
Derek Harper,PG,30,65,2252,448,1011,0.443,58,186,0.312,390,825,0.473,0.472,198,261,0.759,49,121,170,373,101,17,154,150,1152,OOR,1992
Ron Harper,SG,28,82,3144,569,1292,0.44,64,211,0.303,505,1081,0.467,0.465,293,398,0.736,120,327,447,417,152,72,252,199,1495,OOR,1992
Scott Hastings,C,31,40,421,17,50,0.34,0,9,0.0,17,41,0.415,0.34,24,28,0.857,30,68,98,26,10,15,22,56,58,OOR,1992
Hersey Hawkins,SG,25,81,3013,521,1127,0.462,91,229,0.397,430,898,0.479,0.503,403,461,0.874,53,218,271,248,157,43,189,174,1536,OOR,1992
Gerald Henderson,PG,36,16,96,12,32,0.375,3,8,0.375,9,24,0.375,0.422,9,11,0.818,1,7,8,10,3,0,8,12,36,OOR,1992
Steve Henson,PG,23,50,386,52,144,0.361,23,48,0.479,29,96,0.302,0.441,23,29,0.793,17,24,41,82,15,1,40,50,150,OOR,1992
Carl Herrera,PF,25,43,566,83,161,0.516,0,1,0.0,83,160,0.519,0.516,25,44,0.568,33,66,99,27,16,25,37,60,191,OOR,1992
Rod Higgins,SF,32,25,535,87,211,0.412,33,95,0.347,54,116,0.466,0.491,48,59,0.814,30,55,85,22,15,13,15,75,255,OOR,1992
Sean Higgins,PF-SF,23,38,616,127,277,0.458,6,25,0.24,121,252,0.48,0.469,31,36,0.861,29,73,102,41,16,6,41,58,291,OOR,1992
Tyrone Hill,C,23,82,1886,254,487,0.522,0,1,0.0,254,486,0.523,0.522,163,235,0.694,182,411,593,47,73,43,106,315,671,OOR,1992
Donald Hodge,PF,22,51,1058,163,328,0.497,0,0,0.0,163,328,0.497,0.497,100,150,0.667,118,157,275,39,25,23,75,128,426,OOR,1992
Craig Hodges,SG,31,56,555,93,242,0.384,36,96,0.375,57,146,0.39,0.459,16,17,0.941,7,17,24,54,14,1,22,33,238,OOR,1992
Dave Hoppen,C,27,11,40,2,7,0.286,0,0,0.0,2,7,0.286,0.286,5,10,0.5,1,9,10,2,0,0,3,6,9,OOR,1992
Dennis Hopson,SG,26,71,1314,276,593,0.465,12,47,0.255,264,546,0.484,0.476,179,253,0.708,105,101,206,102,67,39,100,115,743,OOR,1992
Jeff Hornacek,SG,28,81,3078,635,1240,0.512,83,189,0.439,552,1051,0.525,0.546,279,315,0.886,106,301,407,411,158,31,170,218,1632,OOR,1992
Brian Howard,SF,24,27,318,54,104,0.519,1,2,0.5,53,102,0.52,0.524,22,31,0.71,17,34,51,14,11,8,15,55,131,OOR,1992
Jay Humphries,PG,29,71,2261,377,803,0.469,42,144,0.292,335,659,0.508,0.496,195,249,0.783,44,140,184,466,119,13,148,210,991,OOR,1992
Cedric Hunter,PG,27,1,1,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,OOR,1992
Mike Iuzzolino,PG,24,52,1280,160,355,0.451,59,136,0.434,101,219,0.461,0.534,107,128,0.836,27,71,98,194,33,1,92,79,486,OOR,1992
Jaren Jackson,SG,24,5,54,11,23,0.478,0,0,0.0,11,23,0.478,0.478,4,6,0.667,5,5,10,3,2,0,4,7,26,OOR,1992
Mark Jackson,PG,26,81,2461,367,747,0.491,11,43,0.256,356,704,0.506,0.499,171,222,0.77,95,210,305,694,112,13,211,153,916,OOR,1992
Dave Jamerson,SG,24,48,378,79,191,0.414,8,28,0.286,71,163,0.436,0.435,25,27,0.926,22,21,43,33,17,0,24,39,191,OOR,1992
Henry James,SF,26,65,866,164,403,0.407,29,90,0.322,135,313,0.431,0.443,61,76,0.803,35,77,112,25,16,11,43,94,418,OOR,1992
Les Jepsen,C,24,31,87,9,24,0.375,0,1,0.0,9,23,0.391,0.375,7,11,0.636,12,18,30,1,1,5,3,17,25,OOR,1992
Avery Johnson,PG,26,69,1235,158,330,0.479,4,15,0.267,154,315,0.489,0.485,66,101,0.653,13,67,80,266,61,9,110,89,386,OOR,1992
Buck Johnson,SF,28,80,2202,290,633,0.458,1,9,0.111,289,624,0.463,0.459,104,143,0.727,95,217,312,158,72,49,104,234,685,OOR,1992
