Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Axel Toupane,SF,24.0,4.0,47.0,5.0,9.0,0.556,1.0,4.0,0.25,4.0,5.0,0.8,0.611,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,11.0
Karl-Anthony Towns,C,21.0,82.0,3030.0,802.0,1480.0,0.542,101.0,275.0,0.367,701.0,1205.0,0.582,0.576,356.0,428.0,0.832,296.0,711.0,1007.0,220.0,56.0,103.0,212.0,241.0,2061.0
P.J. Tucker,SF,31.0,81.0,2236.0,199.0,482.0,0.413,70.0,196.0,0.357,129.0,286.0,0.451,0.485,72.0,93.0,0.774,117.0,354.0,471.0,99.0,116.0,19.0,66.0,196.0,540.0
Evan Turner,SF,28.0,65.0,1658.0,235.0,552.0,0.426,31.0,118.0,0.263,204.0,434.0,0.47,0.454,85.0,103.0,0.825,36.0,211.0,247.0,205.0,53.0,24.0,100.0,121.0,586.0
Myles Turner,C,20.0,81.0,2541.0,444.0,869.0,0.511,40.0,115.0,0.348,404.0,754.0,0.536,0.534,245.0,303.0,0.809,139.0,450.0,589.0,106.0,74.0,172.0,105.0,262.0,1173.0
Beno Udrih,PG,34.0,39.0,560.0,92.0,197.0,0.467,11.0,32.0,0.344,81.0,165.0,0.491,0.495,32.0,34.0,0.941,6.0,51.0,57.0,131.0,13.0,0.0,36.0,29.0,227.0
Tyler Ulis,PG,21.0,61.0,1123.0,184.0,437.0,0.421,21.0,79.0,0.266,163.0,358.0,0.455,0.445,55.0,71.0,0.775,20.0,75.0,95.0,226.0,48.0,5.0,77.0,73.0,444.0
Jarrod Uthoff,PF,23.0,9.0,115.0,16.0,38.0,0.421,3.0,9.0,0.333,13.0,29.0,0.448,0.461,5.0,7.0,0.714,8.0,14.0,22.0,9.0,2.0,4.0,3.0,8.0,40.0
Jonas Valančiūnas,C,24.0,80.0,2066.0,391.0,702.0,0.557,1.0,2.0,0.5,390.0,700.0,0.557,0.558,176.0,217.0,0.811,226.0,533.0,759.0,57.0,37.0,63.0,106.0,216.0,959.0
Denzel Valentine,SG,23.0,57.0,976.0,102.0,288.0,0.354,73.0,208.0,0.351,29.0,80.0,0.363,0.481,14.0,18.0,0.778,11.0,140.0,151.0,63.0,30.0,7.0,49.0,86.0,291.0
Fred VanVleet,PG,22.0,37.0,294.0,39.0,111.0,0.351,11.0,29.0,0.379,28.0,82.0,0.341,0.401,18.0,22.0,0.818,4.0,38.0,42.0,35.0,16.0,3.0,15.0,36.0,107.0
Anderson Varejão,C,34.0,14.0,92.0,5.0,14.0,0.357,0.0,0.0,0.0,5.0,14.0,0.357,0.357,8.0,11.0,0.727,12.0,15.0,27.0,10.0,3.0,3.0,8.0,16.0,18.0
Greivis Vásquez,PG,30.0,3.0,39.0,2.0,8.0,0.25,1.0,3.0,0.333,1.0,5.0,0.2,0.313,2.0,3.0,0.667,0.0,2.0,2.0,5.0,1.0,1.0,1.0,6.0,7.0
Rashad Vaughn,SG,20.0,41.0,458.0,57.0,156.0,0.365,26.0,81.0,0.321,31.0,75.0,0.413,0.449,2.0,5.0,0.4,4.0,45.0,49.0,23.0,19.0,10.0,14.0,32.0,142.0
Noah Vonleh,PF,21.0,74.0,1265.0,130.0,270.0,0.481,7.0,20.0,0.35,123.0,250.0,0.492,0.494,60.0,94.0,0.638,131.0,256.0,387.0,31.0,30.0,27.0,64.0,154.0,327.0
Nikola Vučević,C,26.0,75.0,2163.0,483.0,1031.0,0.468,23.0,75.0,0.307,460.0,956.0,0.481,0.48,107.0,160.0,0.669,176.0,603.0,779.0,208.0,76.0,74.0,117.0,180.0,1096.0
Sasha Vujačić,SG,32.0,42.0,408.0,42.0,136.0,0.309,23.0,74.0,0.311,19.0,62.0,0.306,0.393,17.0,24.0,0.708,12.0,47.0,59.0,52.0,13.0,2.0,16.0,38.0,124.0
Dwyane Wade,SG,35.0,60.0,1792.0,414.0,955.0,0.434,45.0,145.0,0.31,369.0,810.0,0.456,0.457,223.0,281.0,0.794,63.0,207.0,270.0,228.0,86.0,41.0,138.0,112.0,1096.0
Dion Waiters,SG,25.0,46.0,1384.0,281.0,663.0,0.424,85.0,215.0,0.395,196.0,448.0,0.438,0.488,82.0,127.0,0.646,18.0,135.0,153.0,200.0,42.0,20.0,103.0,95.0,729.0
Kemba Walker,PG,26.0,79.0,2739.0,643.0,1449.0,0.444,240.0,602.0,0.399,403.0,847.0,0.476,0.527,304.0,359.0,0.847,45.0,263.0,308.0,434.0,85.0,22.0,168.0,119.0,1830.0
John Wall,PG,26.0,78.0,2836.0,647.0,1435.0,0.451,89.0,272.0,0.327,558.0,1163.0,0.48,0.482,422.0,527.0,0.801,59.0,267.0,326.0,831.0,157.0,49.0,322.0,151.0,1805.0
T.J. Warren,SF,23.0,66.0,2048.0,403.0,814.0,0.495,26.0,98.0,0.265,377.0,716.0,0.527,0.511,119.0,154.0,0.773,125.0,214.0,339.0,75.0,76.0,39.0,57.0,175.0,951.0
C.J. Watson,PG,32.0,62.0,1012.0,96.0,248.0,0.387,32.0,105.0,0.305,64.0,143.0,0.448,0.452,57.0,66.0,0.864,16.0,73.0,89.0,114.0,43.0,2.0,47.0,84.0,281.0
Briante Weber,PG,24.0,20.0,205.0,25.0,60.0,0.417,1.0,10.0,0.1,24.0,50.0,0.48,0.425,11.0,16.0,0.688,8.0,18.0,26.0,21.0,12.0,1.0,8.0,16.0,62.0
David West,C,36.0,68.0,854.0,135.0,252.0,0.536,3.0,8.0,0.375,132.0,244.0,0.541,0.542,43.0,56.0,0.768,47.0,156.0,203.0,151.0,42.0,48.0,78.0,105.0,316.0
Russell Westbrook,PG,28.0,81.0,2802.0,824.0,1941.0,0.425,200.0,583.0,0.343,624.0,1358.0,0.459,0.476,710.0,840.0,0.845,137.0,727.0,864.0,840.0,132.0,31.0,438.0,190.0,2558.0
Okaro White,PF,24.0,35.0,471.0,33.0,87.0,0.379,12.0,34.0,0.353,21.0,53.0,0.396,0.448,20.0,22.0,0.909,25.0,57.0,82.0,21.0,10.0,10.0,18.0,52.0,98.0
Isaiah Whitehead,PG,21.0,73.0,1643.0,204.0,508.0,0.402,44.0,149.0,0.295,160.0,359.0,0.446,0.445,91.0,113.0,0.805,32.0,152.0,184.0,192.0,42.0,36.0,142.0,175.0,543.0
Hassan Whiteside,C,27.0,77.0,2513.0,542.0,973.0,0.557,0.0,0.0,0.0,542.0,973.0,0.557,0.557,225.0,358.0,0.628,293.0,795.0,1088.0,57.0,57.0,161.0,154.0,226.0,1309.0
Andrew Wiggins,SF,21.0,82.0,3048.0,709.0,1570.0,0.452,103.0,289.0,0.356,606.0,1281.0,0.473,0.484,412.0,542.0,0.76,102.0,226.0,328.0,189.0,82.0,30.0,187.0,183.0,1933.0
C.J. Wilcox,SG,26.0,22.0,108.0,8.0,31.0,0.258,3.0,15.0,0.2,5.0,16.0,0.313,0.306,2.0,2.0,1.0,4.0,8.0,12.0,12.0,2.0,1.0,6.0,8.0,21.0
Alan Williams,C,24.0,47.0,708.0,138.0,267.0,0.517,0.0,1.0,0.0,138.0,266.0,0.519,0.517,70.0,112.0,0.625,94.0,198.0,292.0,23.0,27.0,32.0,37.0,125.0,346.0
Deron Williams,PG,32.0,64.0,1657.0,263.0,600.0,0.438,85.0,234.0,0.363,178.0,366.0,0.486,0.509,90.0,109.0,0.826,14.0,133.0,147.0,360.0,31.0,8.0,138.0,138.0,701.0
Derrick Williams,PF,25.0,50.0,804.0,108.0,244.0,0.443,30.0,97.0,0.309,78.0,147.0,0.531,0.504,58.0,89.0,0.652,19.0,111.0,130.0,28.0,14.0,7.0,28.0,60.0,304.0
Lou Williams,SG,30.0,81.0,1994.0,428.0,998.0,0.429,163.0,446.0,0.365,265.0,552.0,0.48,0.511,402.0,457.0,0.88,26.0,176.0,202.0,239.0,80.0,20.0,160.0,92.0,1421.0
Marvin Williams,PF,30.0,76.0,2295.0,297.0,704.0,0.422,124.0,354.0,0.35,173.0,350.0,0.494,0.51,131.0,150.0,0.873,89.0,411.0,500.0,106.0,58.0,53.0,60.0,134.0,849.0
Reggie Williams,SF,30.0,6.0,79.0,8.0,23.0,0.348,5.0,11.0,0.455,3.0,12.0,0.25,0.457,6.0,7.0,0.857,2.0,4.0,6.0,4.0,3.0,0.0,0.0,2.0,27.0
Troy Williams,SF,22.0,30.0,557.0,73.0,167.0,0.437,18.0,62.0,0.29,55.0,105.0,0.524,0.491,21.0,32.0,0.656,15.0,54.0,69.0,25.0,27.0,10.0,32.0,60.0,185.0
Kyle Wiltjer,PF,24.0,14.0,44.0,4.0,14.0,0.286,4.0,13.0,0.308,0.0,1.0,0.0,0.429,1.0,2.0,0.5,4.0,6.0,10.0,2.0,3.0,1.0,5.0,4.0,13.0
Justise Winslow,SF,20.0,18.0,625.0,80.0,225.0,0.356,7.0,35.0,0.2,73.0,190.0,0.384,0.371,29.0,47.0,0.617,23.0,71.0,94.0,66.0,26.0,6.0,33.0,52.0,196.0
Jeff Withey,C,26.0,51.0,432.0,55.0,103.0,0.534,0.0,1.0,0.0,55.0,102.0,0.539,0.534,36.0,48.0,0.75,52.0,69.0,121.0,7.0,16.0,32.0,14.0,52.0,146.0
Christian Wood,PF,21.0,13.0,107.0,12.0,23.0,0.522,0.0,5.0,0.0,12.0,18.0,0.667,0.522,11.0,15.0,0.733,14.0,15.0,29.0,2.0,3.0,6.0,7.0,11.0,35.0
Metta World Peace,SF,37.0,25.0,160.0,19.0,68.0,0.279,9.0,38.0,0.237,10.0,30.0,0.333,0.346,10.0,16.0,0.625,5.0,15.0,20.0,11.0,10.0,2.0,7.0,18.0,57.0
Brandan Wright,PF,29.0,28.0,447.0,83.0,135.0,0.615,0.0,1.0,0.0,83.0,134.0,0.619,0.615,23.0,35.0,0.657,31.0,47.0,78.0,15.0,11.0,20.0,10.0,42.0,189.0
Delon Wright,PG,24.0,27.0,446.0,49.0,116.0,0.422,10.0,30.0,0.333,39.0,86.0,0.453,0.466,42.0,55.0,0.764,16.0,32.0,48.0,57.0,27.0,11.0,25.0,31.0,150.0
James Young,SG,21.0,29.0,220.0,25.0,58.0,0.431,12.0,35.0,0.343,13.0,23.0,0.565,0.534,6.0,9.0,0.667,6.0,20.0,26.0,4.0,10.0,2.0,4.0,15.0,68.0
Joe Young,PG,24.0,33.0,135.0,26.0,72.0,0.361,5.0,23.0,0.217,21.0,49.0,0.429,0.396,11.0,15.0,0.733,1.0,16.0,17.0,15.0,4.0,0.0,5.0,5.0,68.0
Nick Young,SG,31.0,60.0,1556.0,272.0,633.0,0.43,170.0,421.0,0.404,102.0,212.0,0.481,0.564,77.0,90.0,0.856,25.0,113.0,138.0,58.0,37.0,14.0,36.0,137.0,791.0
Thaddeus Young,PF,28.0,74.0,2237.0,362.0,687.0,0.527,45.0,118.0,0.381,317.0,569.0,0.557,0.56,45.0,86.0,0.523,131.0,317.0,448.0,122.0,113.0,29.0,95.0,135.0,814.0
Cody Zeller,C,24.0,62.0,1725.0,253.0,443.0,0.571,0.0,1.0,0.0,253.0,442.0,0.572,0.571,133.0,196.0,0.679,135.0,270.0,405.0,99.0,62.0,58.0,65.0,189.0,639.0
Tyler Zeller,C,27.0,51.0,525.0,78.0,158.0,0.494,0.0,1.0,0.0,78.0,157.0,0.497,0.494,22.0,39.0,0.564,43.0,81.0,124.0,42.0,7.0,21.0,20.0,61.0,178.0
Stephen Zimmerman,C,20.0,19.0,108.0,10.0,31.0,0.323,0.0,0.0,0.0,10.0,31.0,0.323,0.323,3.0,5.0,0.6,11.0,24.0,35.0,4.0,2.0,5.0,3.0,17.0,23.0
Paul Zipser,SF,22.0,44.0,843.0,88.0,221.0,0.398,33.0,99.0,0.333,55.0,122.0,0.451,0.473,31.0,40.0,0.775,15.0,110.0,125.0,36.0,15.0,16.0,40.0,78.0,240.0
Ivica Zubac,C,19.0,38.0,609.0,126.0,238.0,0.529,0.0,3.0,0.0,126.0,235.0,0.536,0.529,32.0,49.0,0.653,41.0,118.0,159.0,30.0,14.0,33.0,30.0,66.0,284.0
