Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Matt Barnes,PF,28,77,2082,285,674,0.423,117,341,0.343,168,333,0.505,0.51,101,136,0.743,79,342,421,212,52,26,130,209,788,OOR
Brent Barry,SG,37,56,857,70,172,0.407,49,131,0.374,21,41,0.512,0.549,19,20,0.95,17,77,94,78,24,3,48,45,208,OOR
Brandon Bass,C,23,81,1574,252,508,0.496,0,6,0.0,252,502,0.502,0.496,182,210,0.867,129,238,367,43,27,55,86,140,686,OOR
Maceo Baston,PF,33,27,217,25,46,0.543,0,1,0.0,25,45,0.556,0.543,17,27,0.63,22,30,52,7,6,10,12,39,67,OOR
Tony Battie,PF,32,77,1202,158,323,0.489,2,9,0.222,156,314,0.497,0.492,54,82,0.659,92,186,278,31,26,25,46,112,372,OOR
Shane Battier,SG,30,60,2031,145,354,0.41,91,237,0.384,54,117,0.462,0.538,55,67,0.821,52,233,285,137,48,54,49,114,436,OOR
Nicolas Batum,SF,20,79,1454,161,361,0.446,62,168,0.369,99,193,0.513,0.532,42,52,0.808,84,136,220,74,50,40,50,139,426,OOR
Jerryd Bayless,PG,20,53,655,69,189,0.365,7,27,0.259,62,162,0.383,0.384,83,103,0.806,8,49,57,78,16,2,56,81,228,OOR
Michael Beasley,PF,20,81,2009,452,957,0.472,33,81,0.407,419,876,0.478,0.49,186,241,0.772,110,329,439,83,41,37,121,184,1123,OOR
Marco Belinelli,SG,22,42,882,140,317,0.442,52,131,0.397,88,186,0.473,0.524,40,52,0.769,10,61,71,88,36,1,59,73,372,OOR
Charlie Bell,SG,29,70,1783,217,524,0.414,87,240,0.363,130,284,0.458,0.497,66,80,0.825,32,102,134,151,50,7,76,138,587,OOR
Raja Bell,SG,32,67,2315,299,684,0.437,114,271,0.421,185,413,0.448,0.52,87,102,0.853,41,202,243,142,50,8,86,166,799,OOR
Mike Bibby,PG,30,79,2740,437,1005,0.435,167,428,0.39,270,577,0.468,0.518,135,171,0.789,38,240,278,392,98,11,128,145,1176,OOR
Andris Biedriņš,C,22,62,1863,308,533,0.578,0,1,0.0,308,532,0.579,0.578,119,216,0.551,223,470,693,121,63,96,110,236,735,OOR
Chauncey Billups,PG,32,79,2789,410,980,0.418,162,397,0.408,248,583,0.425,0.501,418,458,0.913,32,207,239,506,93,18,177,161,1400,OOR
Steve Blake,PG,28,69,2188,277,647,0.428,140,328,0.427,137,319,0.429,0.536,63,75,0.84,28,145,173,348,69,4,108,126,757,OOR
Andray Blatche,C,22,71,1703,297,630,0.471,5,21,0.238,292,609,0.479,0.475,114,162,0.704,126,252,378,118,53,74,117,211,713,OOR
Mark Blount,C,33,20,207,30,78,0.385,11,27,0.407,19,51,0.373,0.455,8,13,0.615,10,31,41,4,1,7,14,17,79,OOR
Keith Bogans,SG,28,65,1272,119,324,0.367,74,218,0.339,45,106,0.425,0.481,52,57,0.912,31,171,202,64,43,4,41,105,364,OOR
Andrew Bogut,C,24,36,1124,183,317,0.577,0,0,0.0,183,317,0.577,0.577,56,98,0.571,117,252,369,72,23,37,86,130,422,OOR
Matt Bonner,PF,28,81,1928,266,536,0.496,118,268,0.44,148,268,0.552,0.606,17,23,0.739,97,289,386,82,47,26,37,190,667,OOR
Josh Boone,C,24,62,995,113,214,0.528,0,0,0.0,113,214,0.528,0.528,32,85,0.376,104,154,258,31,22,48,31,106,258,OOR
Calvin Booth,C,32,8,56,5,10,0.5,0,0,0.0,5,10,0.5,0.5,6,8,0.75,5,6,11,0,1,2,1,10,16,OOR
Carlos Boozer,PF,27,37,1197,251,512,0.49,0,0,0.0,251,512,0.49,0.49,97,139,0.698,111,274,385,79,39,7,79,132,599,OOR
Chris Bosh,C,24,77,2928,615,1263,0.487,12,49,0.245,603,1214,0.497,0.492,504,617,0.817,215,556,771,191,67,77,174,189,1746,OOR
Bruce Bowen,SF,37,80,1506,79,187,0.422,42,98,0.429,37,89,0.416,0.535,14,26,0.538,16,129,145,40,36,13,25,123,214,OOR
Ryan Bowen,SF,33,21,219,22,38,0.579,0,0,0.0,22,38,0.579,0.579,3,5,0.6,10,14,24,9,14,5,5,37,47,OOR
Elton Brand,PF,29,29,920,163,365,0.447,0,0,0.0,163,365,0.447,0.447,73,108,0.676,77,177,254,37,17,45,68,78,399,OOR
Corey Brewer,SF,22,15,307,37,90,0.411,5,12,0.417,32,78,0.41,0.439,14,19,0.737,18,31,49,25,15,3,13,37,93,OOR
Ronnie Brewer,SF,23,81,2605,421,828,0.508,22,85,0.259,399,743,0.537,0.522,247,352,0.702,101,199,300,179,138,30,110,128,1111,OOR
Aaron Brooks,PG,24,80,1998,316,783,0.404,113,309,0.366,203,474,0.428,0.476,149,172,0.866,33,124,157,238,46,8,125,152,894,OOR
Andre Brown,PF,27,4,41,1,7,0.143,0,0,0.0,1,7,0.143,0.143,2,2,1.0,7,5,12,1,1,0,5,9,4,OOR
Bobby Brown,SG-PG,24,68,931,141,360,0.392,45,130,0.346,96,230,0.417,0.454,34,43,0.791,14,38,52,117,21,3,63,95,361,OOR
Dee Brown,PG,24,19,261,18,49,0.367,7,24,0.292,11,25,0.44,0.439,3,5,0.6,7,22,29,36,10,0,17,28,46,OOR
Devin Brown,SG,30,63,869,111,313,0.355,28,97,0.289,83,216,0.384,0.399,78,100,0.78,31,88,119,54,32,5,54,81,328,OOR
Kwame Brown,C,26,58,999,90,169,0.533,0,0,0.0,90,169,0.533,0.533,63,122,0.516,91,199,290,32,24,24,50,138,243,OOR
Shannon Brown,SG,23,48,477,78,165,0.473,14,37,0.378,64,128,0.5,0.515,32,39,0.821,11,33,44,38,22,7,38,42,202,OOR
Kobe Bryant,SG,30,82,2960,800,1712,0.467,118,336,0.351,682,1376,0.496,0.502,483,564,0.856,90,339,429,399,120,37,210,189,2201,Candidate
Greg Buckner,SF,32,63,878,61,159,0.384,13,51,0.255,48,108,0.444,0.425,20,25,0.8,32,98,130,57,29,8,38,108,155,OOR
Caron Butler,SG,28,67,2585,491,1085,0.453,65,210,0.31,426,875,0.487,0.482,345,402,0.858,118,296,414,290,106,20,210,165,1392,OOR
Rasual Butler,SF,29,82,2614,348,803,0.433,140,359,0.39,208,444,0.468,0.521,86,110,0.782,49,222,271,75,51,61,59,159,922,OOR
Andrew Bynum,C,21,50,1446,281,502,0.56,0,0,0.0,281,502,0.56,0.56,152,215,0.707,137,261,398,71,18,90,85,157,714,OOR
Will Bynum,PG,26,57,803,156,342,0.456,3,19,0.158,153,323,0.474,0.461,95,119,0.798,19,56,75,157,34,2,76,85,410,OOR
José Calderón,PG,27,68,2333,320,644,0.497,82,202,0.406,238,442,0.538,0.561,151,154,0.981,16,178,194,607,74,7,143,114,873,OOR
Marcus Camby,C,34,62,1925,254,496,0.512,1,4,0.25,253,492,0.514,0.513,132,182,0.725,161,529,690,127,51,132,93,129,641,OOR
Brian Cardinal,PF,31,64,909,65,169,0.385,30,92,0.326,35,77,0.455,0.473,30,35,0.857,39,103,142,76,37,13,48,135,190,OOR
Rodney Carney,SG,24,67,1199,176,423,0.416,79,226,0.35,97,197,0.492,0.509,50,66,0.758,36,90,126,26,45,29,43,94,481,OOR
Matt Carroll,SG,28,55,616,65,171,0.38,13,53,0.245,52,118,0.441,0.418,21,25,0.84,7,62,69,27,21,6,33,67,164,OOR
Anthony Carter,PG,33,78,1787,167,386,0.433,21,88,0.239,146,298,0.49,0.46,57,78,0.731,40,165,205,364,96,13,155,142,412,OOR
Vince Carter,SG,32,80,2946,588,1345,0.437,151,392,0.385,437,953,0.459,0.493,335,410,0.817,74,336,410,376,82,38,166,234,1662,OOR
Mario Chalmers,PG,22,82,2626,278,662,0.42,114,311,0.367,164,351,0.467,0.506,148,193,0.767,37,191,228,403,160,8,165,240,818,OOR
Tyson Chandler,C,26,45,1445,160,283,0.565,0,0,0.0,160,283,0.565,0.565,77,133,0.579,163,230,393,22,15,56,70,144,397,OOR
Wilson Chandler,SF,21,82,2735,455,1054,0.432,103,314,0.328,352,740,0.476,0.481,171,215,0.795,91,354,445,170,71,75,139,250,1184,OOR
Speedy Claxton,PG,30,2,15,2,7,0.286,0,0,0.0,2,7,0.286,0.286,1,2,0.5,0,0,0,3,0,0,0,1,5,OOR
Jarron Collins,C,30,26,201,16,35,0.457,0,0,0.0,16,35,0.457,0.457,8,11,0.727,20,17,37,7,2,1,9,35,40,OOR
Jason Collins,C,30,31,422,22,70,0.314,0,0,0.0,22,70,0.314,0.314,13,28,0.464,28,42,70,11,9,13,12,73,57,OOR
Mardy Collins,PG-SG,24,48,890,105,247,0.425,13,31,0.419,92,216,0.426,0.451,28,46,0.609,31,76,107,111,31,10,58,80,251,OOR
Nick Collison,C,28,71,1831,243,428,0.568,0,2,0.0,243,426,0.57,0.568,98,136,0.721,181,308,489,66,51,50,73,239,584,OOR
Mike Conley,PG,21,82,2508,323,730,0.442,88,217,0.406,235,513,0.458,0.503,161,197,0.817,25,251,276,354,90,8,143,146,895,OOR
Brian Cook,PF,28,30,171,28,76,0.368,13,30,0.433,15,46,0.326,0.454,5,6,0.833,7,25,32,5,3,3,13,26,74,OOR
Daequan Cook,SF,21,75,1833,242,645,0.375,153,395,0.387,89,250,0.356,0.494,49,56,0.875,19,170,189,71,39,10,42,125,686,OOR
Jamal Crawford,PG-SG,28,65,2479,419,1022,0.41,142,394,0.36,277,628,0.441,0.479,300,344,0.872,23,170,193,288,57,13,148,92,1280,OOR
Joe Crawford,SF,22,2,23,3,10,0.3,1,4,0.25,2,6,0.333,0.35,2,2,1.0,1,3,4,1,1,0,0,2,9,OOR
Javaris Crittenton,PG-SG,21,63,1174,131,285,0.46,2,15,0.133,129,270,0.478,0.463,53,92,0.576,57,109,166,150,40,6,82,101,317,OOR
Austin Croshere,PF,33,14,100,14,39,0.359,5,15,0.333,9,24,0.375,0.423,7,12,0.583,11,23,34,9,1,1,6,5,40,OOR
Eddy Curry,C,26,3,12,2,2,1.0,0,0,0.0,2,2,1.0,1.0,1,3,0.333,0,4,4,0,0,0,2,5,5,OOR
Samuel Dalembert,C,27,82,2036,216,434,0.498,0,2,0.0,216,432,0.5,0.498,91,124,0.734,214,487,701,18,33,146,117,248,523,OOR
Erick Dampier,C,33,80,1836,182,280,0.65,0,0,0.0,182,280,0.65,0.65,90,141,0.638,216,349,565,77,24,95,74,191,454,OOR
Antonio Daniels,PG,33,74,1021,99,236,0.419,22,60,0.367,77,176,0.438,0.466,80,100,0.8,5,72,77,177,26,1,62,55,300,OOR
Marquis Daniels,SF,28,54,1700,311,689,0.451,18,90,0.2,293,599,0.489,0.464,93,129,0.721,80,168,248,114,62,26,94,120,733,OOR
Jermareo Davidson,SF,24,14,111,17,35,0.486,0,0,0.0,17,35,0.486,0.486,8,17,0.471,10,24,34,1,2,3,5,12,42,OOR
Baron Davis,PG,29,65,2248,355,959,0.37,99,328,0.302,256,631,0.406,0.422,159,210,0.757,46,192,238,501,108,35,193,193,968,OOR
Glen Davis,C,23,76,1637,199,450,0.442,2,5,0.4,197,445,0.443,0.444,130,178,0.73,121,180,301,69,53,19,71,230,530,OOR
Paul Davis,PF,24,27,320,40,98,0.408,0,1,0.0,40,97,0.412,0.408,27,34,0.794,28,39,67,12,10,3,13,44,107,OOR
Ricky Davis,SG,29,36,785,83,245,0.339,35,111,0.315,48,134,0.358,0.41,31,36,0.861,9,51,60,82,19,5,39,63,232,OOR
Luol Deng,SF,23,49,1665,265,591,0.448,8,20,0.4,257,571,0.45,0.455,152,191,0.796,80,215,295,94,60,25,72,85,690,OOR
Boris Diaw,PF,26,81,2754,448,884,0.507,75,181,0.414,373,703,0.531,0.549,101,147,0.687,118,314,432,333,61,53,215,202,1072,OOR
Yakhouba Diawara,SF,26,63,851,76,217,0.35,51,163,0.313,25,54,0.463,0.468,10,19,0.526,26,56,82,27,13,6,16,75,213,OOR
Travis Diener,PG,26,55,719,74,179,0.413,46,118,0.39,28,61,0.459,0.542,12,15,0.8,6,80,86,122,26,5,21,42,206,OOR
Ike Diogu,PF,25,29,215,39,74,0.527,1,2,0.5,38,72,0.528,0.534,40,53,0.755,26,30,56,3,3,3,12,23,119,OOR
DeSagana Diop,C,27,75,1036,74,171,0.433,0,0,0.0,74,171,0.433,0.433,22,66,0.333,114,159,273,32,29,56,39,128,170,OOR
Juan Dixon,PG,30,50,816,101,256,0.395,25,75,0.333,76,181,0.42,0.443,34,39,0.872,8,59,67,118,35,6,70,74,261,OOR
Keyon Dooling,PG,28,77,2074,261,598,0.436,99,235,0.421,162,363,0.446,0.519,127,154,0.825,24,131,155,270,71,8,105,135,748,OOR
Joey Dorsey,PF,25,3,6,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,0,1,1,1,0,0,0,0,2,OOR
Quincy Douby,PG,24,27,300,42,110,0.382,14,46,0.304,28,64,0.438,0.445,17,19,0.895,6,26,32,25,5,5,13,27,115,OOR
Chris Douglas-Roberts,SG,22,44,585,81,176,0.46,3,12,0.25,78,164,0.476,0.469,51,62,0.823,14,36,50,52,12,7,31,34,216,OOR
Goran Dragić,PG,22,55,728,88,224,0.393,20,54,0.37,68,170,0.4,0.438,50,65,0.769,33,70,103,111,29,3,73,87,246,OOR
Jared Dudley,SF,23,68,1155,136,285,0.477,29,74,0.392,107,211,0.507,0.528,71,105,0.676,82,123,205,56,57,8,43,105,372,OOR
Chris Duhon,PG,26,79,2906,287,681,0.421,127,325,0.391,160,356,0.449,0.515,179,209,0.856,45,201,246,566,72,7,221,126,880,OOR
Tim Duncan,C,32,75,2524,558,1107,0.504,0,2,0.0,558,1105,0.505,0.504,334,483,0.692,201,599,800,264,38,126,165,173,1450,OOR
Mike Dunleavy,SG,28,18,495,93,232,0.401,32,90,0.356,61,142,0.43,0.47,53,65,0.815,14,54,68,44,12,9,38,36,271,OOR
Kevin Durant,SF,20,74,2885,661,1390,0.476,97,230,0.422,564,1160,0.486,0.51,452,524,0.863,77,405,482,205,96,53,225,134,1871,OOR
Monta Ellis,SG,23,25,892,194,430,0.451,8,26,0.308,186,404,0.46,0.46,78,94,0.83,14,94,108,93,39,8,67,67,474,OOR
Francisco Elson,C,32,59,977,83,169,0.491,1,4,0.25,82,165,0.497,0.494,33,39,0.846,100,129,229,32,36,36,48,144,200,OOR
Melvin Ely,C,30,31,373,37,95,0.389,0,0,0.0,37,95,0.389,0.389,23,36,0.639,30,34,64,18,2,9,23,58,97,OOR
Maurice Evans,SF,30,80,1840,208,482,0.432,98,248,0.395,110,234,0.47,0.533,60,73,0.822,88,155,243,54,50,10,43,163,574,OOR
Reggie Evans,PF,28,79,1137,79,178,0.444,0,1,0.0,79,177,0.446,0.444,104,175,0.594,135,226,361,26,41,8,69,161,262,OOR
Jordan Farmar,PG,22,65,1192,161,412,0.391,49,146,0.336,112,266,0.421,0.45,45,77,0.584,22,95,117,155,57,10,87,105,416,OOR
Desmon Farmer,SG,27,3,54,4,14,0.286,3,12,0.25,1,2,0.5,0.393,2,2,1.0,0,6,6,2,0,0,4,6,13,OOR
Raymond Felton,PG,24,82,3086,442,1083,0.408,59,207,0.285,383,876,0.437,0.435,219,272,0.805,54,256,310,553,126,30,228,191,1162,OOR
Rudy Fernández,SG,23,78,1993,268,630,0.425,159,398,0.399,109,232,0.47,0.552,120,143,0.839,47,160,207,159,69,12,86,111,815,OOR
Kyrylo Fesenko,C,22,21,156,21,36,0.583,0,0,0.0,21,36,0.583,0.583,7,21,0.333,14,23,37,4,7,15,9,35,49,OOR
Michael Finley,SF,35,81,2336,301,689,0.437,131,319,0.411,170,370,0.459,0.532,51,62,0.823,26,244,270,114,37,17,61,82,784,OOR
Derek Fisher,PG,34,82,2441,292,688,0.424,120,302,0.397,172,386,0.446,0.512,110,130,0.846,25,163,188,261,95,6,72,187,814,OOR
T.J. Ford,PG,25,74,2258,413,913,0.452,35,104,0.337,378,809,0.467,0.472,245,281,0.872,59,200,259,392,89,16,180,180,1106,OOR
Jeff Foster,C,32,74,1828,177,353,0.501,2,7,0.286,175,346,0.506,0.504,96,146,0.658,215,293,508,130,53,49,88,229,452,OOR
Randy Foye,SG,25,70,2494,399,981,0.407,111,308,0.36,288,673,0.428,0.463,230,272,0.846,34,180,214,303,72,26,150,201,1139,OOR
Adonal Foyle,C,33,10,62,7,11,0.636,0,0,0.0,7,11,0.636,0.636,3,6,0.5,9,17,26,1,0,8,3,5,17,OOR
Channing Frye,PF,25,63,746,113,267,0.423,11,33,0.333,102,234,0.436,0.444,26,36,0.722,41,99,140,24,17,16,29,106,263,OOR
Dan Gadzuric,C,30,67,941,117,244,0.48,0,2,0.0,117,242,0.483,0.48,37,68,0.544,95,160,255,39,32,43,41,162,271,OOR
Danilo Gallinari,SG,20,28,412,56,125,0.448,32,72,0.444,24,53,0.453,0.576,26,27,0.963,13,42,55,15,14,4,15,48,170,OOR
Francisco García,SF,27,65,1975,295,665,0.444,88,221,0.398,207,444,0.466,0.51,146,178,0.82,56,162,218,150,80,67,112,196,824,OOR
Thomas Gardner,SG,23,16,98,9,36,0.25,4,23,0.174,5,13,0.385,0.306,2,4,0.5,0,7,7,2,4,1,3,4,24,OOR
Kevin Garnett,PF,32,57,1772,393,740,0.531,2,8,0.25,391,732,0.534,0.532,111,132,0.841,78,407,485,144,63,68,90,128,899,OOR
Marc Gasol,C,24,82,2521,350,661,0.53,0,1,0.0,350,660,0.53,0.53,275,375,0.733,201,404,605,143,63,90,164,265,975,OOR
Pau Gasol,C,28,81,2999,592,1045,0.567,1,2,0.5,591,1043,0.567,0.567,343,439,0.781,262,518,780,284,52,81,157,172,1528,OOR
Rudy Gay,SF,22,79,2945,572,1262,0.453,85,242,0.351,487,1020,0.477,0.487,264,344,0.767,109,328,437,135,98,59,203,221,1493,OOR
Devean George,SF,31,43,708,54,142,0.38,22,76,0.289,32,66,0.485,0.458,17,22,0.773,25,53,78,15,23,11,17,57,147,OOR
Daniel Gibson,PG,22,75,1795,206,527,0.391,108,283,0.382,98,244,0.402,0.493,66,86,0.767,31,124,155,132,44,16,61,163,586,OOR
J.R. Giddens,SF,23,6,8,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,0,0.0,2,1,3,0,1,0,1,1,4,OOR
Eddie Gill,PG,30,6,43,6,9,0.667,2,3,0.667,4,6,0.667,0.778,0,0,0.0,0,4,4,11,3,1,5,10,14,OOR
Manu Ginóbili,SG,31,44,1181,223,491,0.454,69,209,0.33,154,282,0.546,0.524,168,190,0.884,24,174,198,157,64,16,88,90,683,OOR
Ryan Gomes,SF,26,82,2614,420,974,0.431,106,285,0.372,314,689,0.456,0.486,146,181,0.807,106,286,392,135,63,22,128,183,1092,OOR
Drew Gooden,PF,27,51,1264,237,506,0.468,0,4,0.0,237,502,0.472,0.468,131,156,0.84,113,249,362,48,30,18,76,144,605,OOR
Ben Gordon,SG,25,82,2999,598,1315,0.455,173,422,0.41,425,893,0.476,0.521,330,382,0.864,52,231,283,279,71,22,200,184,1699,OOR
Eric Gordon,SG,20,78,2677,411,901,0.456,131,337,0.389,280,564,0.496,0.529,299,350,0.854,45,156,201,215,78,35,164,172,1252,OOR
Marcin Gortat,PF,24,63,794,106,187,0.567,1,1,1.0,105,186,0.565,0.57,26,45,0.578,96,190,286,14,18,53,25,111,239,OOR
Joey Graham,SF,26,78,1541,231,480,0.481,3,16,0.188,228,464,0.491,0.484,132,160,0.825,95,197,292,48,35,12,74,191,597,OOR
Stephen Graham,SG,26,52,684,106,256,0.414,20,66,0.303,86,190,0.453,0.453,50,62,0.806,21,75,96,33,10,4,45,82,282,OOR
Danny Granger,SF,25,67,2424,571,1277,0.447,182,450,0.404,389,827,0.47,0.518,404,460,0.878,49,292,341,183,69,97,165,207,1728,OOR
Aaron Gray,C,24,56,715,81,167,0.485,0,1,0.0,81,166,0.488,0.485,34,59,0.576,84,136,220,46,14,18,40,135,196,OOR
Gerald Green,SG,23,38,376,79,180,0.439,14,46,0.304,65,134,0.485,0.478,27,32,0.844,14,40,54,15,10,5,33,51,199,OOR
Jeff Green,PF,22,78,2873,476,1068,0.446,96,247,0.389,380,821,0.463,0.491,242,307,0.788,120,399,519,155,81,33,173,202,1290,OOR
Willie Green,SG,27,81,1828,286,658,0.435,51,161,0.317,235,497,0.473,0.473,62,85,0.729,29,97,126,158,53,13,64,154,685,OOR
Donté Greene,SF,20,55,725,77,236,0.326,26,100,0.26,51,136,0.375,0.381,29,34,0.853,19,67,86,30,16,14,37,68,209,OOR
Hamed Haddadi,C,23,19,120,15,31,0.484,0,0,0.0,15,31,0.484,0.484,18,30,0.6,16,31,47,8,1,12,9,20,48,OOR
Malik Hairston,SG,21,15,155,24,49,0.49,0,1,0.0,24,48,0.5,0.49,2,7,0.286,11,17,28,13,6,7,12,19,50,OOR
Richard Hamilton,SG,30,67,2279,466,1043,0.447,70,190,0.368,396,853,0.464,0.48,223,263,0.848,44,163,207,297,40,4,133,176,1225,OOR
Matt Harpring,SG,32,63,693,111,241,0.461,0,2,0.0,111,239,0.464,0.461,55,72,0.764,47,76,123,28,29,9,29,102,277,OOR
Al Harrington,PF,28,73,2546,532,1212,0.439,171,470,0.364,361,742,0.487,0.509,234,295,0.793,99,356,455,102,88,22,161,227,1469,OOR
Devin Harris,PG,25,69,2494,455,1039,0.438,64,220,0.291,391,819,0.477,0.469,496,605,0.82,30,201,231,476,114,13,212,164,1470,OOR
Jason Hart,PG,30,39,348,30,94,0.319,0,6,0.0,30,88,0.341,0.319,18,23,0.783,13,33,46,48,12,4,22,39,78,OOR
Udonis Haslem,PF,28,75,2560,333,643,0.518,0,0,0.0,333,643,0.518,0.518,128,170,0.753,169,449,618,85,43,25,82,204,794,OOR
Trenton Hassell,SF,29,53,1094,86,191,0.45,2,8,0.25,84,183,0.459,0.455,20,25,0.8,50,96,146,51,21,16,30,92,194,OOR
Spencer Hawes,C,20,77,2259,373,800,0.466,40,115,0.348,333,685,0.486,0.491,90,136,0.662,148,401,549,149,44,93,160,249,876,OOR
Chuck Hayes,C,25,71,858,42,113,0.372,0,4,0.0,42,109,0.385,0.372,7,19,0.368,74,176,250,42,34,19,25,134,91,OOR
Jarvis Hayes,SF,27,74,1832,257,577,0.445,94,244,0.385,163,333,0.489,0.527,36,52,0.692,27,240,267,54,52,7,49,162,644,OOR
Brendan Haywood,C,29,6,175,24,50,0.48,0,0,0.0,24,50,0.48,0.48,10,21,0.476,13,31,44,8,4,15,9,14,58,OOR
Luther Head,PG-SG,26,32,498,55,144,0.382,20,54,0.37,35,90,0.389,0.451,19,24,0.792,6,46,52,58,17,2,25,37,149,OOR
Walter Herrmann,SF,29,59,630,82,207,0.396,41,120,0.342,41,87,0.471,0.495,19,25,0.76,28,79,107,22,7,4,17,43,224,OOR
Roy Hibbert,C,22,70,1009,198,420,0.471,0,0,0.0,198,420,0.471,0.471,98,147,0.667,115,128,243,49,20,76,55,215,494,OOR
