Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W
Craig Ehlo,SG,24,HOU,36,199,36,84,0.429,3,9,0.333,33,75,0.44,0.446,23,29,0.793,17,29,46,29,11,4,15,22,98,17.5,0.506,0.107,0.345,9.1,15.9,12.5,18.9,2.6,1.1,13.4,21.9,0.3,0.2,0.5,0.126,1.4,0.4,1.9,0.2,0,0.0,OOR,1986,47.0
Dale Ellis,SF,25,DAL,72,1086,193,470,0.411,63,173,0.364,130,297,0.438,0.478,59,82,0.72,86,82,168,37,40,9,38,78,508,13.5,0.502,0.368,0.174,8.9,8.1,8.5,4.6,1.7,0.4,7.0,20.4,1.2,0.4,1.6,0.071,1.1,-2.0,-0.9,0.3,0,0.0,OOR,1986,42.0
Alex English,SF,32,DEN,81,3024,951,1888,0.504,1,5,0.2,950,1883,0.505,0.504,511,593,0.862,192,213,405,320,73,29,249,235,2414,21.7,0.562,0.003,0.314,6.3,7.7,7.0,17.0,1.1,0.5,10.4,30.5,7.6,2.3,9.8,0.156,4.4,-1.5,2.9,3.7,0,0.071,Candidate,1986,44.0
Julius Erving,SF,35,PHI,74,2474,521,1085,0.48,9,32,0.281,512,1053,0.486,0.484,289,368,0.785,169,201,370,248,113,82,214,196,1340,17.4,0.537,0.029,0.339,7.7,9.1,8.4,15.4,2.2,1.9,14.6,23.8,3.3,2.6,5.9,0.114,1.8,0.3,2.1,2.6,0,0.0,OOR,1986,54.0
Mike Evans,PG,30,DEN,81,1389,304,715,0.425,39,176,0.222,265,539,0.492,0.452,126,149,0.846,30,71,101,177,61,1,124,159,773,12.4,0.495,0.246,0.208,2.2,5.6,3.8,17.7,2.0,0.0,13.7,25.1,-0.1,1.2,1.1,0.037,-1.6,-1.2,-2.8,-0.3,0,0.0,OOR,1986,44.0
Patrick Ewing,C,23,NYK,50,1771,386,814,0.474,0,5,0.0,386,809,0.477,0.474,226,306,0.739,124,327,451,102,54,103,172,191,998,17.4,0.526,0.006,0.376,7.6,21.9,14.4,9.6,1.5,3.6,15.3,26.5,0.0,3.1,3.1,0.084,-0.1,1.2,1.1,1.4,0,0.0,OOR,1986,23.0
Kenny Fields,SF,23,MIL,78,1120,204,398,0.513,0,4,0.0,204,394,0.518,0.513,91,132,0.689,59,144,203,79,51,15,77,170,499,13.3,0.547,0.01,0.332,5.9,14.2,10.1,9.7,2.1,0.8,14.4,19.1,1.0,1.8,2.8,0.12,-1.2,1.0,-0.2,0.5,0,0.0,OOR,1986,57.0
Vern Fleming,PG,23,IND,80,2870,436,862,0.506,1,6,0.167,435,856,0.508,0.506,263,353,0.745,102,284,386,505,131,5,208,230,1136,15.3,0.558,0.007,0.41,3.9,10.7,7.3,24.5,2.2,0.1,17.0,17.5,3.6,3.2,6.9,0.115,0.3,0.9,1.1,2.3,0,0.0,OOR,1986,26.0
Sleepy Floyd,PG,25,GSW,82,2764,510,1007,0.506,39,119,0.328,471,888,0.53,0.526,351,441,0.796,76,221,297,746,157,16,290,199,1410,20.0,0.587,0.118,0.438,2.9,9.0,5.8,36.6,2.6,0.3,19.4,21.2,6.0,1.5,7.5,0.13,3.6,-0.1,3.5,3.9,0,0.0,OOR,1986,
Rod Foster,PG,25,PHO,48,704,85,218,0.39,9,32,0.281,76,186,0.409,0.411,23,32,0.719,9,49,58,121,22,1,61,77,202,6.6,0.435,0.147,0.147,1.5,7.7,4.7,22.4,1.4,0.1,20.8,16.6,-0.8,0.5,-0.3,-0.02,-3.9,-1.0,-4.8,-0.5,0,0.0,OOR,1986,31.0
World B. Free,SG,32,CLE,75,2535,652,1433,0.455,71,169,0.42,581,1264,0.46,0.48,379,486,0.78,72,146,218,314,91,19,172,186,1754,19.0,0.533,0.118,0.339,3.1,6.4,4.7,19.9,1.7,0.4,9.5,29.3,4.5,1.5,6.1,0.115,3.2,-0.9,2.3,2.8,0,0.0,OOR,1986,29.0
Bill Garnett,PF,25,IND,80,1197,112,239,0.469,0,2,0.0,112,237,0.473,0.469,116,162,0.716,106,169,275,95,39,22,91,174,340,10.5,0.548,0.008,0.678,9.7,15.2,12.5,10.2,1.6,1.1,22.7,13.8,0.5,1.5,2.0,0.078,-2.3,0.9,-1.4,0.2,0,0.0,OOR,1986,26.0
George Gervin,SG,33,CHI,82,2065,519,1100,0.472,4,19,0.211,515,1081,0.476,0.474,283,322,0.879,78,137,215,144,49,23,161,210,1325,16.0,0.534,0.017,0.293,4.1,7.8,5.9,11.2,1.1,0.6,11.5,27.6,2.8,0.2,3.0,0.069,0.5,-2.6,-2.1,0.0,0,0.0,OOR,1986,30.0
Mike Gibson,PF,25,DET,32,161,20,51,0.392,0,0,0.0,20,51,0.392,0.392,8,11,0.727,15,25,40,5,8,4,6,35,48,8.7,0.43,0.0,0.216,9.7,16.9,13.2,3.8,2.3,1.4,9.7,15.0,0.0,0.2,0.2,0.059,-4.3,0.3,-4.0,-0.1,0,0.0,OOR,1986,46.0
Artis Gilmore,C,36,SAS,71,2395,423,684,0.618,0,1,0.0,423,683,0.619,0.618,338,482,0.701,166,434,600,102,39,108,186,239,1184,17.1,0.661,0.001,0.705,8.1,20.1,14.3,5.8,0.8,2.5,17.2,18.2,4.8,2.4,7.1,0.143,0.8,0.0,0.8,1.7,0,0.0,OOR,1986,62.0
Mike Glenn,SG,30,MIL,38,573,94,190,0.495,0,0,0.0,94,190,0.495,0.495,47,49,0.959,4,53,57,39,9,3,18,42,235,12.0,0.555,0.0,0.258,0.8,10.2,5.5,9.1,0.7,0.3,7.8,16.1,0.9,0.6,1.5,0.128,-0.6,-0.4,-1.1,0.1,0,0.0,OOR,1986,57.0
Georgi Glouchkov,PF,26,PHO,49,772,84,209,0.402,1,1,1.0,83,208,0.399,0.404,70,122,0.574,31,132,163,32,26,25,76,124,239,5.7,0.455,0.005,0.584,4.8,18.9,12.1,5.3,1.5,1.8,22.4,17.5,-1.4,0.9,-0.5,-0.029,-6.3,0.0,-6.3,-0.8,0,0.0,OOR,1986,31.0
Mike Gminski,C,26,NJN,81,2525,491,949,0.517,0,1,0.0,491,948,0.518,0.517,351,393,0.893,206,462,668,133,56,71,140,163,1333,19.0,0.594,0.001,0.414,9.1,20.6,14.8,7.5,1.0,1.6,11.1,19.9,6.3,2.9,9.2,0.175,2.7,-0.2,2.5,2.9,0,0.0,OOR,1986,39.0
Lancaster Gordon,SG,23,LAC,60,704,130,345,0.377,7,28,0.25,123,317,0.388,0.387,45,56,0.804,24,44,68,60,33,10,62,91,312,7.8,0.422,0.081,0.162,3.7,7.0,5.3,12.7,2.2,0.8,14.4,24.6,-1.3,0.2,-1.1,-0.072,-5.4,-2.0,-7.4,-1.0,0,0.0,OOR,1986,30.0
Stuart Gray,C,22,IND,67,423,54,108,0.5,0,0,0.0,54,108,0.5,0.5,47,74,0.635,45,73,118,15,8,11,32,94,155,10.5,0.551,0.0,0.685,11.6,18.6,15.1,4.8,0.9,1.5,18.5,16.7,0.2,0.5,0.7,0.085,-4.0,-0.1,-4.1,-0.2,0,0.0,OOR,1986,26.0
A.C. Green,PF,22,LAL,82,1542,209,388,0.539,1,6,0.167,208,382,0.545,0.54,102,167,0.611,160,221,381,54,49,49,99,229,521,11.8,0.564,0.015,0.43,12.4,15.5,14.0,4.2,1.5,1.7,17.7,14.7,1.4,2.0,3.3,0.103,-1.6,0.1,-1.6,0.2,0,0.0,OOR,1986,32.0
Ken Green,PF,26,NYK,7,72,13,27,0.481,0,0,0.0,13,27,0.481,0.481,5,9,0.556,12,15,27,2,4,0,1,8,31,19.3,0.501,0.0,0.333,18.0,24.7,21.2,4.4,2.7,0.0,3.1,18.6,0.1,0.1,0.3,0.184,1.5,-1.5,0.0,0.0,0,0.0,OOR,1986,23.0
Kenny Green,SF,21,PHI,41,453,83,192,0.432,0,1,0.0,83,191,0.435,0.432,35,49,0.714,27,46,73,9,5,9,35,53,201,8.7,0.471,0.005,0.255,6.5,11.2,8.9,2.9,0.5,1.1,14.1,22.5,-0.4,0.4,0.0,-0.003,-4.6,-2.4,-7.0,-0.6,0,0.0,OOR,1986,54.0
Rickey Green,PG,31,UTA,80,2012,357,758,0.471,5,29,0.172,352,729,0.483,0.474,213,250,0.852,32,103,135,411,106,6,132,130,932,16.4,0.537,0.038,0.33,1.8,5.5,3.7,29.4,2.4,0.2,13.2,20.1,3.0,2.2,5.2,0.124,0.8,0.2,1.0,1.5,0,0.0,OOR,1986,37.0
Sidney Green,PF,25,CHI,80,2307,407,875,0.465,0,8,0.0,407,867,0.469,0.465,262,335,0.782,208,450,658,139,70,37,220,292,1076,14.2,0.526,0.009,0.383,9.8,22.9,16.1,8.6,1.5,0.9,17.7,21.9,0.9,1.6,2.5,0.052,-1.3,-1.4,-2.7,-0.4,0,0.0,OOR,1986,30.0
Dave Greenwood,PF,28,SAS,68,1910,198,388,0.51,0,1,0.0,198,387,0.512,0.51,142,184,0.772,151,380,531,90,37,52,113,207,538,11.1,0.574,0.003,0.474,9.3,22.1,15.9,5.9,0.9,1.5,19.4,12.3,1.5,1.9,3.4,0.085,-1.4,-0.1,-1.6,0.2,0,0.0,OOR,1986,62.0
Claude Gregory,PF,27,WSB,2,2,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,2,0,2,0,1,0,2,1,2,23.0,0.5,0.0,0.0,100.0,0.0,54.1,0.0,24.2,0.0,50.0,83.6,0.0,0.0,0.0,-0.64,-15.4,1.3,-14.2,0.0,0,0.0,OOR,1986,39.0
Ernie Grunfeld,SF,30,NYK,76,1402,148,355,0.417,26,61,0.426,122,294,0.415,0.454,90,108,0.833,42,164,206,119,39,13,50,192,412,9.8,0.512,0.172,0.304,3.2,13.9,8.3,11.9,1.4,0.6,11.0,13.5,1.0,1.6,2.7,0.091,-2.2,1.0,-1.2,0.3,0,0.0,OOR,1986,23.0
Pétur Guðmundsson,C,27,LAL,8,128,20,37,0.541,0,0,0.0,20,37,0.541,0.541,18,27,0.667,17,21,38,3,3,4,11,25,58,13.9,0.593,0.0,0.73,15.8,17.8,16.9,2.9,1.1,1.7,18.4,18.9,0.2,0.2,0.3,0.13,-2.5,-0.8,-3.4,0.0,0,0.0,OOR,1986,32.0
Bob Hansen,SG,25,UTA,82,2032,299,628,0.476,17,50,0.34,282,578,0.488,0.49,95,132,0.72,82,162,244,193,74,9,126,205,710,10.1,0.517,0.08,0.21,4.5,8.6,6.5,13.1,1.7,0.2,15.5,16.2,0.4,2.1,2.5,0.058,-2.6,0.1,-2.5,-0.3,0,0.0,OOR,1986,37.0
Bill Hanzlik,SF,28,DEN,79,1982,331,741,0.447,8,41,0.195,323,700,0.461,0.452,318,405,0.785,88,176,264,316,107,16,165,277,988,15.3,0.537,0.055,0.547,4.4,9.7,7.0,20.7,2.4,0.4,15.2,21.1,2.4,2.3,4.7,0.115,-0.3,0.7,0.4,1.2,0,0.0,OOR,1986,44.0
Derek Harper,PG,24,DAL,79,2150,390,730,0.534,12,51,0.235,378,679,0.557,0.542,171,229,0.747,75,151,226,416,153,23,144,166,963,18.8,0.58,0.07,0.314,3.9,7.6,5.8,26.3,3.3,0.6,14.8,18.5,4.5,1.7,6.2,0.138,2.1,1.2,3.4,2.9,0,0.0,OOR,1986,42.0
Steve Harris,SG,22,HOU,57,482,103,233,0.442,1,5,0.2,102,228,0.447,0.444,50,54,0.926,25,32,57,50,21,4,34,55,257,14.0,0.5,0.021,0.232,5.5,7.2,6.4,14.1,2.0,0.5,11.7,23.6,0.4,0.4,0.8,0.078,-1.5,-0.9,-2.4,-0.1,0,0.0,OOR,1986,47.0
Scott Hastings,PF,25,ATL,62,650,65,159,0.409,3,4,0.75,62,155,0.4,0.418,60,70,0.857,44,80,124,26,14,8,40,118,193,7.5,0.508,0.025,0.44,7.5,13.5,10.5,5.2,1.0,0.7,17.4,14.4,0.2,0.7,0.8,0.063,-3.6,0.1,-3.5,-0.2,0,0.0,OOR,1986,50.0
Steve Hayes,C,30,UTA,58,397,39,87,0.448,0,0,0.0,39,87,0.448,0.448,11,36,0.306,32,45,77,7,5,19,16,81,89,5.1,0.433,0.0,0.414,8.9,12.2,10.6,2.3,0.6,2.7,13.5,12.1,-0.3,0.4,0.2,0.023,-5.9,-0.3,-6.2,-0.4,0,0.0,OOR,1986,37.0
Gerald Henderson,PG,30,SEA,82,2568,434,900,0.482,18,52,0.346,416,848,0.491,0.492,185,223,0.83,89,98,187,487,138,11,184,230,1071,15.7,0.537,0.058,0.248,4.0,4.6,4.3,28.4,2.6,0.3,15.6,19.3,3.6,2.6,6.2,0.115,1.0,0.3,1.3,2.1,0,0.0,OOR,1986,
Jerome Henderson,C,26,LAL,1,3,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,0,0.0,0,1,1,0,0,0,0,1,4,37.7,0.667,0.0,0.0,0.0,36.1,18.9,0.0,0.0,0.0,0.0,40.3,0.0,0.0,0.0,0.349,3.4,0.2,3.6,0.0,0,0.0,OOR,1986,32.0
Carl Henry,SG,25,SAC,28,149,31,67,0.463,4,10,0.4,27,57,0.474,0.493,12,17,0.706,8,11,19,4,5,0,9,11,78,12.5,0.524,0.149,0.254,6.1,8.3,7.2,3.9,1.6,0.0,10.8,22.7,0.1,0.1,0.2,0.049,-0.4,-2.1,-2.5,0.0,0,0.0,OOR,1986,35.0
Rod Higgins,SF,26,SEA,30,332,39,106,0.368,1,9,0.111,38,97,0.392,0.373,19,27,0.704,14,37,51,24,9,11,13,49,98,7.7,0.416,0.085,0.255,4.8,12.8,8.8,9.5,1.3,1.9,9.9,16.0,-0.1,0.3,0.1,0.019,-3.7,0.2,-3.5,-0.1,0,0.0,OOR,1986,
Roy Hinson,SF,24,CLE,82,2834,621,1167,0.532,0,4,0.0,621,1163,0.534,0.532,364,506,0.719,167,472,639,102,62,112,188,316,1606,17.4,0.578,0.003,0.434,6.5,18.4,12.4,5.5,1.0,2.3,11.9,22.8,4.5,2.9,7.4,0.125,0.8,-0.1,0.7,1.9,0,0.0,OOR,1986,29.0
Craig Hodges,SG,25,MIL,66,1739,284,568,0.5,73,162,0.451,211,406,0.52,0.564,75,86,0.872,39,78,117,229,74,2,89,157,716,13.9,0.591,0.285,0.151,2.5,5.0,3.8,17.7,2.0,0.1,12.8,16.0,3.3,2.0,5.3,0.147,1.4,0.5,1.9,1.7,0,0.0,OOR,1986,57.0
Michael Holton,PG-SG,24,CHI,28,512,77,175,0.44,1,12,0.083,76,163,0.466,0.443,28,44,0.636,11,22,33,55,25,0,27,47,183,10.1,0.471,0.069,0.251,2.4,5.0,3.6,14.8,2.3,0.0,12.2,17.5,0.0,0.2,0.2,0.019,-2.7,-0.8,-3.4,-0.2,0,0.0,OOR,1986,30.0
Phil Hubbard,SF,29,CLE,23,640,93,198,0.47,0,1,0.0,93,197,0.472,0.47,76,112,0.679,48,72,120,29,20,3,66,78,262,9.7,0.53,0.005,0.566,8.3,12.4,10.4,6.2,1.5,0.3,21.1,20.0,-0.3,0.5,0.2,0.015,-2.8,-0.8,-3.5,-0.2,0,0.0,OOR,1986,29.0
Alfredrick Hughes,SG,23,SAS,68,866,152,372,0.409,3,17,0.176,149,355,0.42,0.413,49,84,0.583,49,64,113,61,26,5,63,79,356,8.2,0.435,0.046,0.226,6.6,8.2,7.4,9.6,1.4,0.3,13.3,21.9,-1.0,0.5,-0.5,-0.029,-3.6,-2.1,-5.7,-0.8,0,0.0,OOR,1986,62.0
Jay Humphries,PG,23,PHO,82,2733,352,735,0.479,4,29,0.138,348,706,0.493,0.482,197,257,0.767,56,204,260,526,132,9,190,222,905,12.6,0.534,0.039,0.35,2.5,8.2,5.5,25.3,2.2,0.2,18.3,15.1,2.4,2.4,4.8,0.084,-0.9,0.3,-0.6,0.9,0,0.0,OOR,1986,31.0
Geoff Huston,PG,28,GSW,82,1208,140,273,0.513,2,6,0.333,138,267,0.517,0.516,63,92,0.685,10,55,65,342,38,4,83,67,345,13.7,0.55,0.022,0.337,0.9,5.1,2.9,35.1,1.4,0.2,20.9,12.9,1.7,0.1,1.8,0.072,0.9,-1.9,-1.0,0.3,0,0.0,OOR,1986,
Marc Iavaroni,PF,29,SAS,68,1014,110,244,0.451,0,2,0.0,110,242,0.455,0.451,76,115,0.661,63,146,209,82,32,17,72,163,296,8.7,0.502,0.008,0.471,7.2,15.8,11.6,10.3,1.5,0.9,19.6,14.6,-0.1,1.1,1.0,0.046,-3.6,0.4,-3.2,-0.3,0,0.0,OOR,1986,62.0
Clemon Johnson,C,29,PHI,75,1069,105,223,0.471,0,0,0.0,105,223,0.471,0.471,51,81,0.63,106,149,255,15,23,62,38,129,261,10.4,0.505,0.0,0.363,11.1,15.6,13.3,1.8,1.0,3.3,12.8,11.2,0.7,1.2,2.0,0.088,-1.8,0.3,-1.6,0.1,0,0.0,OOR,1986,54.0
Dennis Johnson,PG,31,BOS,78,2732,482,1060,0.455,6,42,0.143,476,1018,0.468,0.458,243,297,0.818,69,199,268,456,110,35,173,206,1213,14.7,0.509,0.04,0.28,3.0,7.5,5.4,22.0,1.9,0.7,12.7,20.5,3.0,3.7,6.7,0.118,0.0,0.5,0.5,1.8,0,0.001,Candidate,1986,67.0
Eddie Johnson,SG,30,SAC,71,1477,284,621,0.457,29,85,0.341,255,536,0.476,0.481,112,155,0.723,30,91,121,333,18,2,150,128,709,13.5,0.514,0.137,0.25,2.2,6.8,4.5,33.0,0.6,0.1,17.9,23.2,0.8,0.7,1.5,0.049,1.0,-2.6,-1.6,0.1,0,0.0,OOR,1986,35.0
Frank Johnson,PG,27,WSB,14,402,69,154,0.448,0,3,0.0,69,151,0.457,0.448,38,54,0.704,7,21,28,76,11,1,29,30,176,13.7,0.495,0.019,0.351,1.9,5.6,3.8,28.6,1.3,0.1,14.0,21.5,0.2,0.3,0.5,0.064,-0.7,-1.3,-2.0,0.0,0,0.0,OOR,1986,39.0
George Johnson,C,37,SEA,41,264,12,23,0.522,0,0,0.0,12,23,0.522,0.522,11,16,0.688,26,34,60,13,6,37,14,46,35,10.7,0.583,0.0,0.696,11.4,15.6,13.4,6.2,1.1,8.5,31.8,7.0,0.1,0.5,0.6,0.103,-3.2,4.1,0.9,0.2,0,0.0,OOR,1986,
George Johnson,PF,29,WSB,2,7,1,3,0.333,0,0,0.0,1,3,0.333,0.333,2,2,1.0,1,1,2,0,0,0,1,1,4,11.5,0.515,0.0,0.667,15.5,15.4,15.5,0.0,0.0,0.0,20.5,29.1,0.0,0.0,0.0,0.025,-2.1,-3.0,-5.1,0.0,0,0.0,OOR,1986,39.0
Ken Johnson,PF,23,POR,64,815,113,214,0.528,0,0,0.0,113,214,0.528,0.528,37,85,0.435,90,153,243,19,13,22,59,147,263,9.3,0.523,0.0,0.397,12.5,21.3,16.9,3.0,0.7,1.5,19.0,15.1,0.0,0.8,0.8,0.044,-3.6,-1.4,-4.9,-0.6,0,0.0,OOR,1986,32.0
Magic Johnson,PG,26,LAL,72,2578,483,918,0.526,10,43,0.233,473,875,0.541,0.532,378,434,0.871,85,341,426,907,113,16,273,133,1354,24.0,0.61,0.047,0.473,3.9,14.3,9.4,45.1,2.0,0.3,19.8,21.6,9.0,3.1,12.1,0.226,6.0,0.7,6.7,5.7,0,0.263,Candidate,1986,32.0
Marques Johnson,SG,29,LAC,75,2605,613,1201,0.51,1,15,0.067,612,1186,0.516,0.511,298,392,0.76,156,260,416,283,107,50,183,214,1525,18.9,0.555,0.012,0.326,6.5,11.2,8.8,17.5,1.9,1.0,11.8,24.0,4.8,1.1,5.9,0.108,2.4,-0.7,1.7,2.5,0,0.0,OOR,1986,30.0
Mickey Johnson,PF,33,NJN,79,1574,214,507,0.422,5,24,0.208,209,483,0.433,0.427,183,233,0.785,98,234,332,217,67,25,165,248,616,11.8,0.505,0.047,0.46,6.9,16.7,11.8,18.1,2.0,0.9,21.3,19.6,-0.1,1.9,1.8,0.055,-2.0,0.7,-1.4,0.3,0,0.0,OOR,1986,39.0
Steve Johnson,C,28,SAS,71,1828,362,573,0.632,0,0,0.0,362,573,0.632,0.632,259,373,0.694,143,319,462,95,44,66,191,291,983,16.8,0.667,0.0,0.651,9.2,19.4,14.4,7.3,1.1,2.0,20.6,20.4,3.0,1.9,4.9,0.128,-0.5,0.1,-0.4,0.7,0,0.0,OOR,1986,62.0
Vinnie Johnson,SG,29,DET,79,1978,465,996,0.467,2,13,0.154,463,983,0.471,0.468,165,214,0.771,119,107,226,269,80,23,88,180,1097,17.0,0.503,0.013,0.215,6.2,5.9,6.1,19.1,1.9,0.6,7.5,23.3,3.4,1.4,4.7,0.115,1.7,-0.2,1.4,1.7,0,0.0,OOR,1986,46.0
Bobby Jones,PF,34,PHI,70,1519,189,338,0.559,0,1,0.0,189,337,0.561,0.559,114,145,0.786,49,120,169,126,48,50,90,159,492,11.8,0.612,0.003,0.429,3.6,8.8,6.2,11.2,1.5,1.9,18.3,13.0,1.9,1.4,3.2,0.102,-0.5,0.9,0.4,0.9,0,0.0,OOR,1986,54.0
Caldwell Jones,C,35,POR,80,1437,126,254,0.496,0,7,0.0,126,247,0.51,0.496,124,150,0.827,105,250,355,74,38,61,102,244,376,9.7,0.588,0.028,0.591,8.3,19.8,14.0,6.3,1.2,2.4,24.2,11.6,0.8,1.6,2.3,0.078,-2.8,0.6,-2.2,-0.1,0,0.0,OOR,1986,32.0
Charles Jones,C,28,WSB,81,1609,129,254,0.508,0,1,0.0,129,253,0.51,0.508,54,86,0.628,122,199,321,76,57,133,71,235,312,10.5,0.535,0.004,0.339,8.2,13.3,10.8,6.3,1.7,4.6,19.6,9.4,0.6,2.6,3.2,0.096,-2.6,3.0,0.4,1.0,0,0.0,OOR,1986,39.0
Charles Jones,PF,24,PHO,43,742,75,164,0.457,0,1,0.0,75,163,0.46,0.457,50,98,0.51,65,128,193,52,32,25,57,87,200,10.0,0.483,0.006,0.598,10.5,19.1,15.0,8.9,2.0,1.9,21.6,14.2,-0.3,1.0,0.6,0.042,-2.2,1.0,-1.2,0.2,0,0.0,OOR,1986,31.0
Earl Jones,C,25,MIL,12,43,5,12,0.417,0,0,0.0,5,12,0.417,0.417,3,4,0.75,4,6,10,4,0,1,7,13,13,2.0,0.472,0.0,0.333,10.5,15.4,13.0,11.7,0.0,1.4,33.7,19.4,-0.1,0.1,0.0,-0.055,-10.7,-0.7,-11.5,-0.1,0,0.0,OOR,1986,57.0
Edgar Jones,PF,29,CLE,53,1011,187,370,0.505,7,23,0.304,180,347,0.519,0.515,132,178,0.742,71,136,207,45,30,38,64,142,513,15.8,0.572,0.062,0.481,7.8,14.8,11.3,6.4,1.4,2.1,12.5,20.7,1.6,1.0,2.6,0.122,0.0,0.5,0.5,0.6,0,0.0,OOR,1986,29.0
Ozell Jones,C,25,LAC,3,18,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,0,0.0,0,2,2,0,2,1,3,5,0,-7.1,0.0,0.0,0.0,0.0,12.5,6.1,0.0,5.2,3.0,60.0,11.1,-0.1,0.0,-0.1,-0.249,-16.0,2.6,-13.4,-0.1,0,0.0,OOR,1986,30.0
Michael Jordan,SG,22,CHI,18,451,150,328,0.457,3,18,0.167,147,310,0.474,0.462,105,125,0.84,23,41,64,53,37,21,45,46,408,27.5,0.533,0.055,0.381,5.6,10.7,8.0,21.7,3.9,2.7,10.5,38.6,1.0,0.5,1.5,0.16,7.5,2.2,9.7,1.3,0,0.0,OOR,1986,30.0
Yvon Joseph,C,28,NJN,1,5,0,0,0.0,0,0,0.0,0,0,0.0,0.0,2,2,1.0,0,0,0,0,0,0,0,1,2,12.8,1.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.309,0.4,0.4,0.7,0.0,0,0.0,OOR,1986,39.0
Harold Keeling,SG,22,DAL,20,75,17,39,0.436,0,0,0.0,17,39,0.436,0.436,10,14,0.714,3,3,6,10,7,0,7,9,44,16.1,0.487,0.0,0.359,4.5,4.3,4.4,19.3,4.4,0.0,13.4,28.4,0.0,0.1,0.1,0.041,-2.6,-0.1,-2.8,0.0,0,0.0,OOR,1986,42.0
Rich Kelley,C,32,SAC,37,324,28,49,0.571,0,2,0.0,28,47,0.596,0.571,18,22,0.818,29,52,81,43,10,3,22,62,74,11.0,0.631,0.041,0.449,10.2,18.0,14.1,16.4,1.5,0.5,27.3,10.1,0.4,0.3,0.7,0.104,-1.6,1.2,-0.3,0.1,0,0.0,OOR,1986,35.0
Clark Kellogg,PF,24,IND,19,568,139,294,0.473,4,13,0.308,135,281,0.48,0.48,53,69,0.768,51,117,168,57,28,8,61,59,335,18.2,0.516,0.044,0.235,9.8,22.2,16.1,16.0,2.3,0.8,15.8,27.8,0.0,0.9,0.9,0.08,0.7,0.5,1.1,0.5,0,0.0,OOR,1986,26.0
Jerome Kersey,SF,23,POR,79,1217,258,470,0.549,0,6,0.0,258,464,0.556,0.549,156,229,0.681,137,156,293,83,85,32,113,208,672,18.5,0.589,0.013,0.487,12.7,14.6,13.6,9.8,3.2,1.5,16.5,22.2,2.0,1.6,3.6,0.143,0.6,0.5,1.1,0.9,0,0.0,OOR,1986,32.0
Albert King,SF,26,NJN,73,1998,438,961,0.456,4,23,0.174,434,938,0.463,0.458,167,203,0.823,116,250,366,181,58,24,181,205,1047,13.3,0.498,0.024,0.211,6.5,14.1,10.3,13.4,1.3,0.7,14.7,24.6,0.0,1.9,1.9,0.045,-1.1,-1.1,-2.2,-0.1,0,0.0,OOR,1986,39.0
Greg Kite,C,24,BOS,64,464,34,91,0.374,0,1,0.0,34,90,0.378,0.374,15,39,0.385,35,93,128,17,3,28,32,81,83,4.6,0.384,0.011,0.429,8.9,20.7,15.2,4.2,0.3,3.3,22.8,12.4,-0.7,0.8,0.1,0.007,-6.3,0.3,-6.0,-0.5,0,0.0,OOR,1986,67.0
Joe Kleine,C,24,SAC,80,1180,160,344,0.465,0,0,0.0,160,344,0.465,0.465,94,130,0.723,113,260,373,46,24,34,107,224,414,9.7,0.516,0.0,0.378,10.9,24.8,17.9,5.1,1.0,1.6,21.1,17.4,-0.4,1.3,0.9,0.037,-4.4,-0.5,-5.0,-0.9,0,0.0,OOR,1986,35.0
Jon Koncak,C,22,ATL,82,1695,263,519,0.507,0,1,0.0,263,518,0.508,0.507,156,257,0.607,171,296,467,55,37,69,111,296,682,13.0,0.539,0.002,0.495,11.2,19.2,15.2,4.5,1.0,2.4,14.9,17.9,1.4,2.4,3.7,0.106,-2.1,0.2,-1.9,0.0,0,0.0,OOR,1986,50.0
Mitch Kupchak,PF,31,LAL,55,783,124,257,0.482,0,1,0.0,124,256,0.484,0.482,84,112,0.75,69,122,191,17,12,7,64,102,332,10.7,0.542,0.004,0.436,10.5,16.9,13.8,2.7,0.7,0.5,17.3,19.1,0.3,0.8,1.1,0.069,-3.0,-1.8,-4.7,-0.5,0,0.0,OOR,1986,32.0
Bill Laimbeer,C,28,DET,82,2891,545,1107,0.492,4,14,0.286,541,1093,0.495,0.494,266,319,0.834,305,770,1075,146,59,65,133,291,1360,17.6,0.545,0.013,0.288,10.9,28.9,19.7,6.6,0.9,1.3,9.6,18.7,5.4,3.8,9.2,0.153,1.3,-0.7,0.6,1.9,0,0.0,OOR,1986,46.0
