Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Corey Benjamin,PG,22.0,65.0,857.0,115.0,302.0,0.381,21.0,81.0,0.259,94.0,221.0,0.425,0.416,56.0,83.0,0.675,38.0,62.0,100.0,69.0,28.0,16.0,63.0,128.0,307.0
David Benoit,SF,32.0,49.0,446.0,71.0,147.0,0.483,5.0,13.0,0.385,66.0,134.0,0.493,0.5,31.0,39.0,0.795,20.0,61.0,81.0,22.0,6.0,6.0,28.0,75.0,178.0
Travis Best,PG,28.0,77.0,2457.0,347.0,788.0,0.44,37.0,97.0,0.381,310.0,691.0,0.449,0.464,187.0,226.0,0.827,38.0,184.0,222.0,473.0,110.0,11.0,127.0,246.0,918.0
Mike Bibby,PG,22.0,82.0,3190.0,525.0,1157.0,0.454,108.0,285.0,0.379,417.0,872.0,0.478,0.5,143.0,188.0,0.761,47.0,257.0,304.0,685.0,107.0,12.0,248.0,148.0,1301.0
Chauncey Billups,SG,24.0,77.0,1790.0,248.0,587.0,0.422,73.0,194.0,0.376,175.0,393.0,0.445,0.485,144.0,171.0,0.842,32.0,126.0,158.0,260.0,51.0,11.0,111.0,178.0,713.0
Mookie Blaylock,PG,33.0,69.0,2352.0,317.0,801.0,0.396,73.0,225.0,0.324,244.0,576.0,0.424,0.441,53.0,76.0,0.697,71.0,201.0,272.0,462.0,163.0,20.0,128.0,134.0,760.0
Corie Blount,PF,32.0,68.0,1305.0,130.0,294.0,0.442,2.0,8.0,0.25,128.0,286.0,0.448,0.446,51.0,83.0,0.614,181.0,219.0,400.0,59.0,42.0,22.0,73.0,165.0,313.0
Mark Blount,C,25.0,64.0,1098.0,101.0,200.0,0.505,0.0,0.0,0.0,101.0,200.0,0.505,0.505,46.0,66.0,0.697,97.0,134.0,231.0,32.0,39.0,76.0,62.0,183.0,248.0
Muggsy Bogues,PG,36.0,3.0,34.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,0.0,4.0,3.0,0.0
Etdrick Bohannon,PF,27.0,6.0,19.0,2.0,4.0,0.5,0.0,0.0,0.0,2.0,4.0,0.5,0.5,4.0,4.0,1.0,3.0,4.0,7.0,0.0,0.0,2.0,1.0,4.0,8.0
Calvin Booth,C,24.0,55.0,933.0,120.0,252.0,0.476,0.0,0.0,0.0,120.0,252.0,0.476,0.476,53.0,78.0,0.679,77.0,169.0,246.0,42.0,29.0,111.0,53.0,146.0,293.0
Cal Bowdler,SF,23.0,44.0,375.0,53.0,114.0,0.465,1.0,5.0,0.2,52.0,109.0,0.477,0.469,33.0,40.0,0.825,30.0,47.0,77.0,4.0,10.0,21.0,11.0,45.0,140.0
Bruce Bowen,SF,29.0,82.0,2685.0,211.0,581.0,0.363,103.0,307.0,0.336,108.0,274.0,0.394,0.452,98.0,161.0,0.609,45.0,200.0,245.0,132.0,83.0,53.0,74.0,269.0,623.0
Ryan Bowen,SF,25.0,57.0,696.0,80.0,144.0,0.556,4.0,11.0,0.364,76.0,133.0,0.571,0.569,27.0,44.0,0.614,62.0,51.0,113.0,30.0,37.0,12.0,24.0,95.0,191.0
Ira Bowman,PG,27.0,3.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0
Earl Boykins,PG,24.0,10.0,149.0,25.0,63.0,0.397,1.0,8.0,0.125,24.0,55.0,0.436,0.405,14.0,17.0,0.824,4.0,7.0,11.0,32.0,5.0,0.0,9.0,9.0,65.0
Shawn Bradley,C,28.0,82.0,2001.0,219.0,447.0,0.49,1.0,6.0,0.167,218.0,441.0,0.494,0.491,140.0,178.0,0.787,160.0,448.0,608.0,38.0,36.0,228.0,88.0,256.0,579.0
Elton Brand,PF,21.0,74.0,2906.0,578.0,1215.0,0.476,0.0,2.0,0.0,578.0,1213.0,0.477,0.476,334.0,472.0,0.708,285.0,461.0,746.0,240.0,71.0,118.0,219.0,243.0,1490.0
Terrell Brandon,PG,30.0,78.0,2821.0,511.0,1134.0,0.451,33.0,91.0,0.363,478.0,1043.0,0.458,0.465,195.0,224.0,0.871,60.0,238.0,298.0,583.0,161.0,21.0,155.0,138.0,1250.0
Chucky Brown,SF,32.0,26.0,339.0,40.0,95.0,0.421,0.0,3.0,0.0,40.0,92.0,0.435,0.421,22.0,34.0,0.647,8.0,46.0,54.0,11.0,9.0,7.0,8.0,37.0,102.0
Dee Brown,PG,32.0,7.0,155.0,16.0,44.0,0.364,12.0,32.0,0.375,4.0,12.0,0.333,0.5,4.0,5.0,0.8,0.0,11.0,11.0,12.0,4.0,0.0,7.0,10.0,48.0
P.J. Brown,C,31.0,80.0,2811.0,249.0,561.0,0.444,0.0,4.0,0.0,249.0,557.0,0.447,0.444,178.0,209.0,0.852,257.0,485.0,742.0,127.0,78.0,92.0,108.0,260.0,676.0
Randy Brown,PG,32.0,54.0,1238.0,100.0,237.0,0.422,0.0,3.0,0.0,100.0,234.0,0.427,0.422,23.0,40.0,0.575,23.0,76.0,99.0,154.0,62.0,10.0,56.0,132.0,223.0
Rick Brunson,PG,28.0,22.0,208.0,18.0,54.0,0.333,2.0,14.0,0.143,16.0,40.0,0.4,0.352,8.0,15.0,0.533,5.0,16.0,21.0,31.0,8.0,1.0,17.0,21.0,46.0
Kobe Bryant,SG,22.0,68.0,2783.0,701.0,1510.0,0.464,61.0,200.0,0.305,640.0,1310.0,0.489,0.484,475.0,557.0,0.853,104.0,295.0,399.0,338.0,114.0,43.0,220.0,222.0,1938.0
Mark Bryant,PF,35.0,18.0,101.0,8.0,20.0,0.4,0.0,0.0,0.0,8.0,20.0,0.4,0.4,3.0,5.0,0.6,4.0,17.0,21.0,3.0,1.0,2.0,5.0,29.0,19.0
Greg Buckner,SG,24.0,37.0,820.0,84.0,192.0,0.438,2.0,7.0,0.286,82.0,185.0,0.443,0.443,59.0,81.0,0.728,60.0,97.0,157.0,49.0,33.0,9.0,27.0,118.0,229.0
Jud Buechler,SF,32.0,57.0,737.0,76.0,164.0,0.463,32.0,77.0,0.416,44.0,87.0,0.506,0.561,9.0,12.0,0.75,20.0,74.0,94.0,39.0,21.0,10.0,25.0,83.0,193.0
Rodney Buford,SF,23.0,47.0,573.0,104.0,241.0,0.432,16.0,38.0,0.421,88.0,203.0,0.433,0.465,24.0,29.0,0.828,16.0,58.0,74.0,17.0,17.0,6.0,29.0,68.0,248.0
Matt Bullard,PF,33.0,61.0,1000.0,129.0,305.0,0.423,86.0,213.0,0.404,43.0,92.0,0.467,0.564,10.0,14.0,0.714,22.0,108.0,130.0,42.0,10.0,9.0,12.0,76.0,354.0
Scott Burrell,SF,30.0,4.0,41.0,7.0,15.0,0.467,2.0,6.0,0.333,5.0,9.0,0.556,0.533,1.0,4.0,0.25,1.0,2.0,3.0,1.0,3.0,0.0,0.0,8.0,17.0
Jason Caffey,PF,27.0,70.0,1460.0,179.0,367.0,0.488,0.0,0.0,0.0,179.0,367.0,0.488,0.488,142.0,211.0,0.673,135.0,218.0,353.0,53.0,38.0,25.0,77.0,184.0,500.0
Marcus Camby,C,26.0,63.0,2127.0,304.0,580.0,0.524,1.0,8.0,0.125,303.0,572.0,0.53,0.525,150.0,225.0,0.667,196.0,527.0,723.0,52.0,66.0,136.0,63.0,205.0,759.0
Elden Campbell,PF,32.0,78.0,2337.0,367.0,834.0,0.44,0.0,6.0,0.0,367.0,828.0,0.443,0.44,288.0,406.0,0.709,157.0,451.0,608.0,104.0,60.0,140.0,144.0,280.0,1022.0
Brian Cardinal,PF,23.0,15.0,126.0,10.0,31.0,0.323,0.0,5.0,0.0,10.0,26.0,0.385,0.323,11.0,18.0,0.611,8.0,15.0,23.0,3.0,7.0,2.0,9.0,27.0,31.0
Chris Carr,SG,26.0,35.0,309.0,53.0,112.0,0.473,17.0,37.0,0.459,36.0,75.0,0.48,0.549,46.0,60.0,0.767,11.0,33.0,44.0,11.0,4.0,3.0,19.0,45.0,169.0
Anthony Carter,PG,25.0,72.0,1630.0,195.0,480.0,0.406,6.0,40.0,0.15,189.0,440.0,0.43,0.413,65.0,103.0,0.631,46.0,134.0,180.0,268.0,73.0,10.0,119.0,154.0,461.0
Vince Carter,SF,24.0,75.0,2979.0,762.0,1656.0,0.46,162.0,397.0,0.408,600.0,1259.0,0.477,0.509,384.0,502.0,0.765,176.0,240.0,416.0,291.0,114.0,82.0,167.0,205.0,2070.0
Sam Cassell,PG,31.0,76.0,2709.0,537.0,1132.0,0.474,30.0,98.0,0.306,507.0,1034.0,0.49,0.488,277.0,323.0,0.858,46.0,244.0,290.0,580.0,88.0,8.0,220.0,214.0,1381.0
Kelvin Cato,C,26.0,35.0,624.0,64.0,111.0,0.577,0.0,0.0,0.0,64.0,111.0,0.577,0.577,37.0,57.0,0.649,47.0,94.0,141.0,11.0,13.0,31.0,25.0,89.0,165.0
Duane Causwell,C,32.0,31.0,384.0,32.0,85.0,0.376,0.0,0.0,0.0,32.0,85.0,0.376,0.376,12.0,25.0,0.48,23.0,60.0,83.0,5.0,8.0,18.0,23.0,67.0,76.0
Cedric Ceballos,SF,31.0,40.0,559.0,101.0,229.0,0.441,22.0,73.0,0.301,79.0,156.0,0.506,0.489,37.0,43.0,0.86,34.0,72.0,106.0,20.0,16.0,7.0,32.0,61.0,261.0
Calbert Cheaney,SG,29.0,9.0,153.0,10.0,30.0,0.333,0.0,0.0,0.0,10.0,30.0,0.333,0.333,1.0,2.0,0.5,5.0,15.0,20.0,9.0,4.0,2.0,5.0,14.0,21.0
Chris Childs,PG,33.0,77.0,1859.0,135.0,335.0,0.403,32.0,106.0,0.302,103.0,229.0,0.45,0.451,60.0,71.0,0.845,24.0,178.0,202.0,355.0,59.0,15.0,156.0,242.0,362.0
Doug Christie,SG,30.0,81.0,2939.0,311.0,788.0,0.395,94.0,250.0,0.376,217.0,538.0,0.403,0.454,280.0,312.0,0.897,95.0,260.0,355.0,289.0,183.0,45.0,154.0,224.0,996.0
Keon Clark,PF,25.0,81.0,1720.0,249.0,519.0,0.48,0.0,1.0,0.0,249.0,518.0,0.481,0.48,142.0,240.0,0.592,136.0,298.0,434.0,72.0,32.0,154.0,90.0,244.0,640.0
Mateen Cleaves,PG,23.0,78.0,1268.0,160.0,400.0,0.4,5.0,17.0,0.294,155.0,383.0,0.405,0.406,97.0,137.0,0.708,26.0,106.0,132.0,207.0,49.0,1.0,139.0,153.0,422.0
John Coker,C,29.0,6.0,32.0,1.0,8.0,0.125,0.0,0.0,0.0,1.0,8.0,0.125,0.125,0.0,0.0,0.0,3.0,2.0,5.0,2.0,1.0,0.0,2.0,4.0,2.0
Derrick Coleman,PF,33.0,34.0,683.0,97.0,255.0,0.38,20.0,51.0,0.392,77.0,204.0,0.377,0.42,63.0,92.0,0.685,46.0,138.0,184.0,39.0,10.0,21.0,42.0,53.0,277.0
Bimbo Coles,PG,32.0,47.0,804.0,91.0,239.0,0.381,2.0,16.0,0.125,89.0,223.0,0.399,0.385,48.0,56.0,0.857,9.0,39.0,48.0,138.0,27.0,6.0,59.0,87.0,232.0
Jason Collier,C,23.0,23.0,222.0,27.0,71.0,0.38,0.0,1.0,0.0,27.0,70.0,0.386,0.38,17.0,24.0,0.708,12.0,25.0,37.0,6.0,2.0,3.0,11.0,27.0,71.0
Sean Colson,PG,25.0,13.0,44.0,6.0,24.0,0.25,1.0,5.0,0.2,5.0,19.0,0.263,0.271,2.0,4.0,0.5,2.0,4.0,6.0,10.0,1.0,0.0,2.0,6.0,15.0
Tyrone Corbin,SF,38.0,15.0,117.0,9.0,38.0,0.237,0.0,5.0,0.0,9.0,33.0,0.273,0.237,2.0,4.0,0.5,3.0,10.0,13.0,4.0,2.0,0.0,3.0,18.0,20.0
Chris Crawford,PF,25.0,47.0,901.0,122.0,270.0,0.452,6.0,22.0,0.273,116.0,248.0,0.468,0.463,68.0,83.0,0.819,28.0,82.0,110.0,37.0,21.0,16.0,62.0,117.0,318.0
Jamal Crawford,PG,20.0,61.0,1050.0,107.0,304.0,0.352,41.0,117.0,0.35,66.0,187.0,0.353,0.419,27.0,34.0,0.794,9.0,80.0,89.0,141.0,43.0,14.0,85.0,68.0,282.0
Austin Croshere,PF,25.0,81.0,1874.0,276.0,701.0,0.394,70.0,207.0,0.338,206.0,494.0,0.417,0.444,200.0,231.0,0.866,123.0,264.0,387.0,92.0,36.0,50.0,136.0,180.0,822.0
John Crotty,PG,31.0,31.0,264.0,22.0,65.0,0.338,4.0,7.0,0.571,18.0,58.0,0.31,0.369,17.0,19.0,0.895,13.0,15.0,28.0,34.0,6.0,0.0,19.0,32.0,65.0
Vonteego Cummings,PG,24.0,66.0,1495.0,178.0,517.0,0.344,48.0,143.0,0.336,130.0,374.0,0.348,0.391,79.0,116.0,0.681,47.0,90.0,137.0,227.0,67.0,14.0,91.0,160.0,483.0
Bill Curley,PF,28.0,20.0,192.0,25.0,47.0,0.532,1.0,2.0,0.5,24.0,45.0,0.533,0.543,12.0,19.0,0.632,21.0,16.0,37.0,3.0,7.0,9.0,16.0,45.0,63.0
Dell Curry,SG,36.0,71.0,956.0,162.0,382.0,0.424,62.0,145.0,0.428,100.0,237.0,0.422,0.505,43.0,51.0,0.843,16.0,69.0,85.0,75.0,27.0,8.0,39.0,66.0,429.0
Michael Curry,SG,32.0,68.0,1485.0,145.0,319.0,0.455,4.0,9.0,0.444,141.0,310.0,0.455,0.461,62.0,73.0,0.849,21.0,100.0,121.0,132.0,27.0,3.0,61.0,173.0,356.0
Erick Dampier,C,25.0,43.0,1038.0,126.0,314.0,0.401,0.0,2.0,0.0,126.0,312.0,0.404,0.401,67.0,126.0,0.532,97.0,153.0,250.0,59.0,17.0,58.0,82.0,123.0,319.0
Antonio Daniels,PG,25.0,79.0,2060.0,275.0,588.0,0.468,74.0,183.0,0.404,201.0,405.0,0.496,0.531,121.0,156.0,0.776,26.0,137.0,163.0,304.0,61.0,14.0,109.0,120.0,745.0
Kornél Dávid,SF,29.0,27.0,209.0,25.0,51.0,0.49,0.0,0.0,0.0,25.0,51.0,0.49,0.49,12.0,13.0,0.923,15.0,37.0,52.0,7.0,6.0,4.0,11.0,28.0,62.0
Antonio Davis,C,32.0,78.0,2729.0,375.0,866.0,0.433,0.0,1.0,0.0,375.0,865.0,0.434,0.433,319.0,423.0,0.754,274.0,513.0,787.0,106.0,22.0,151.0,135.0,230.0,1069.0
Baron Davis,PG,21.0,82.0,3192.0,409.0,957.0,0.427,85.0,274.0,0.31,324.0,683.0,0.474,0.472,228.0,337.0,0.677,129.0,279.0,408.0,598.0,170.0,36.0,226.0,267.0,1131.0
Dale Davis,C,31.0,81.0,2162.0,242.0,487.0,0.497,0.0,4.0,0.0,242.0,483.0,0.501,0.497,96.0,152.0,0.632,233.0,373.0,606.0,103.0,44.0,76.0,67.0,199.0,580.0
Emanual Davis,SG,32.0,62.0,1290.0,133.0,318.0,0.418,50.0,127.0,0.394,83.0,191.0,0.435,0.497,45.0,55.0,0.818,28.0,126.0,154.0,137.0,64.0,12.0,77.0,101.0,361.0
Hubert Davis,PG,30.0,66.0,1692.0,196.0,433.0,0.453,78.0,171.0,0.456,118.0,262.0,0.45,0.543,54.0,62.0,0.871,28.0,111.0,139.0,110.0,35.0,1.0,81.0,121.0,524.0
Ricky Davis,SG,21.0,7.0,70.0,12.0,29.0,0.414,1.0,1.0,1.0,11.0,28.0,0.393,0.431,7.0,8.0,0.875,1.0,6.0,7.0,11.0,5.0,2.0,5.0,7.0,32.0
Terry Davis,PF,33.0,19.0,228.0,12.0,25.0,0.48,0.0,0.0,0.0,12.0,25.0,0.48,0.48,9.0,22.0,0.409,24.0,29.0,53.0,7.0,1.0,1.0,5.0,34.0,33.0
Todd Day,SG,31.0,31.0,345.0,44.0,118.0,0.373,26.0,69.0,0.377,18.0,49.0,0.367,0.483,18.0,23.0,0.783,10.0,27.0,37.0,28.0,10.0,7.0,24.0,52.0,132.0
Andrew DeClercq,C,27.0,67.0,903.0,107.0,193.0,0.554,0.0,0.0,0.0,107.0,193.0,0.554,0.554,47.0,82.0,0.573,91.0,145.0,236.0,32.0,41.0,33.0,51.0,198.0,261.0
Vinny Del Negro,PG,34.0,65.0,922.0,106.0,234.0,0.453,1.0,13.0,0.077,105.0,221.0,0.475,0.455,41.0,44.0,0.932,12.0,70.0,82.0,126.0,26.0,3.0,34.0,78.0,254.0
Tony Delk,SG,27.0,82.0,2288.0,383.0,923.0,0.415,54.0,168.0,0.321,329.0,755.0,0.436,0.444,185.0,235.0,0.787,76.0,185.0,261.0,160.0,75.0,17.0,101.0,171.0,1005.0
Derrick Dial,SG,25.0,33.0,207.0,36.0,83.0,0.434,2.0,10.0,0.2,34.0,73.0,0.466,0.446,12.0,21.0,0.571,12.0,26.0,38.0,21.0,4.0,6.0,12.0,22.0,86.0
Michael Dickerson,SG,25.0,70.0,2618.0,425.0,1020.0,0.417,86.0,230.0,0.374,339.0,790.0,0.429,0.459,206.0,270.0,0.763,70.0,159.0,229.0,233.0,62.0,27.0,162.0,207.0,1142.0
Vlade Divac,C,32.0,81.0,2420.0,364.0,755.0,0.482,4.0,14.0,0.286,360.0,741.0,0.486,0.485,242.0,350.0,0.691,207.0,466.0,673.0,231.0,87.0,93.0,192.0,242.0,974.0
Michael Doleac,C,23.0,77.0,1398.0,220.0,527.0,0.417,0.0,3.0,0.0,220.0,524.0,0.42,0.417,50.0,59.0,0.847,70.0,203.0,273.0,65.0,37.0,41.0,59.0,239.0,490.0
Keyon Dooling,PG,20.0,76.0,1237.0,148.0,362.0,0.409,28.0,80.0,0.35,120.0,282.0,0.426,0.448,125.0,179.0,0.698,8.0,81.0,89.0,177.0,41.0,11.0,94.0,107.0,449.0
Sherman Douglas,PG,34.0,59.0,1094.0,122.0,303.0,0.403,8.0,40.0,0.2,114.0,263.0,0.433,0.416,86.0,115.0,0.748,21.0,53.0,74.0,144.0,36.0,4.0,79.0,93.0,338.0
Bryce Drew,PG,26.0,48.0,1305.0,124.0,327.0,0.379,40.0,105.0,0.381,84.0,222.0,0.378,0.44,14.0,19.0,0.737,12.0,57.0,69.0,185.0,32.0,3.0,68.0,99.0,302.0
Chris Dudley,C,35.0,53.0,613.0,29.0,73.0,0.397,0.0,0.0,0.0,29.0,73.0,0.397,0.397,14.0,36.0,0.389,64.0,119.0,183.0,18.0,14.0,29.0,26.0,111.0,72.0
Tim Duncan,PF,24.0,82.0,3174.0,702.0,1406.0,0.499,7.0,27.0,0.259,695.0,1379.0,0.504,0.502,409.0,662.0,0.618,259.0,738.0,997.0,245.0,70.0,192.0,242.0,247.0,1820.0
Tyus Edney,PG,27.0,24.0,263.0,35.0,91.0,0.385,1.0,6.0,0.167,34.0,85.0,0.4,0.39,35.0,39.0,0.897,5.0,19.0,24.0,54.0,17.0,0.0,25.0,17.0,106.0
Kevin Edwards,SG,35.0,46.0,634.0,56.0,170.0,0.329,5.0,19.0,0.263,51.0,151.0,0.338,0.344,43.0,53.0,0.811,23.0,59.0,82.0,52.0,29.0,8.0,37.0,46.0,160.0
Howard Eisley,SG,28.0,82.0,2426.0,265.0,675.0,0.393,107.0,269.0,0.398,158.0,406.0,0.389,0.472,104.0,126.0,0.825,23.0,174.0,197.0,295.0,99.0,12.0,102.0,218.0,741.0
Obinna Ekezie,PF,25.0,33.0,281.0,32.0,81.0,0.395,0.0,0.0,0.0,32.0,81.0,0.395,0.395,37.0,53.0,0.698,31.0,47.0,78.0,9.0,5.0,5.0,14.0,48.0,101.0
Khalid El-Amin,PG,21.0,50.0,936.0,115.0,311.0,0.37,28.0,84.0,0.333,87.0,227.0,0.383,0.415,56.0,72.0,0.778,21.0,60.0,81.0,145.0,48.0,2.0,54.0,99.0,314.0
Mario Elie,SG,37.0,68.0,1506.0,104.0,246.0,0.423,36.0,100.0,0.36,68.0,146.0,0.466,0.496,55.0,69.0,0.797,38.0,117.0,155.0,131.0,58.0,12.0,60.0,112.0,299.0
Sean Elliott,SF,32.0,52.0,1229.0,147.0,339.0,0.434,55.0,129.0,0.426,92.0,210.0,0.438,0.515,60.0,84.0,0.714,17.0,153.0,170.0,81.0,23.0,25.0,51.0,80.0,409.0
LaPhonso Ellis,PF,30.0,82.0,1948.0,298.0,642.0,0.464,7.0,22.0,0.318,291.0,620.0,0.469,0.47,169.0,214.0,0.79,199.0,295.0,494.0,93.0,67.0,74.0,108.0,290.0,772.0
Pervis Ellison,C,33.0,9.0,40.0,2.0,7.0,0.286,0.0,0.0,0.0,2.0,7.0,0.286,0.286,2.0,2.0,1.0,2.0,10.0,12.0,3.0,0.0,2.0,3.0,13.0,6.0
Evan Eschmeyer,C,25.0,74.0,1331.0,92.0,200.0,0.46,0.0,0.0,0.0,92.0,200.0,0.46,0.46,67.0,102.0,0.657,135.0,231.0,366.0,40.0,41.0,58.0,53.0,220.0,251.0
Patrick Ewing,C,38.0,79.0,2107.0,294.0,684.0,0.43,0.0,2.0,0.0,294.0,682.0,0.431,0.43,172.0,251.0,0.685,124.0,461.0,585.0,92.0,53.0,91.0,151.0,229.0,760.0
Jamie Feick,C,26.0,6.0,149.0,8.0,23.0,0.348,0.0,0.0,0.0,8.0,23.0,0.348,0.348,6.0,12.0,0.5,12.0,44.0,56.0,5.0,8.0,3.0,7.0,15.0,22.0
