Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Danny Ferry,SF,34.0,80.0,1688.0,178.0,375.0,0.475,70.0,156.0,0.449,108.0,219.0,0.493,0.568,22.0,30.0,0.733,55.0,168.0,223.0,71.0,28.0,21.0,50.0,169.0,448.0
Michael Finley,SF,27.0,82.0,3443.0,711.0,1552.0,0.458,91.0,263.0,0.346,620.0,1289.0,0.481,0.487,252.0,325.0,0.775,109.0,316.0,425.0,360.0,118.0,32.0,190.0,174.0,1765.0
Derek Fisher,PG,26.0,20.0,709.0,77.0,187.0,0.412,25.0,63.0,0.397,52.0,124.0,0.419,0.479,50.0,62.0,0.806,5.0,54.0,59.0,87.0,39.0,2.0,29.0,50.0,229.0
Marcus Fizer,PF,22.0,72.0,1580.0,278.0,646.0,0.43,10.0,39.0,0.256,268.0,607.0,0.442,0.438,117.0,161.0,0.727,76.0,237.0,313.0,76.0,30.0,19.0,124.0,175.0,683.0
Danny Fortson,PF,24.0,6.0,203.0,29.0,50.0,0.58,0.0,0.0,0.0,29.0,50.0,0.58,0.58,42.0,54.0,0.778,29.0,69.0,98.0,5.0,2.0,0.0,10.0,22.0,100.0
Greg Foster,C,32.0,62.0,451.0,56.0,133.0,0.421,3.0,9.0,0.333,53.0,124.0,0.427,0.432,10.0,14.0,0.714,29.0,83.0,112.0,32.0,9.0,12.0,25.0,76.0,125.0
Jeff Foster,C,24.0,71.0,1152.0,100.0,213.0,0.469,2.0,7.0,0.286,98.0,206.0,0.476,0.474,47.0,91.0,0.516,144.0,245.0,389.0,33.0,39.0,28.0,52.0,152.0,249.0
Rick Fox,SF,31.0,82.0,2291.0,287.0,646.0,0.444,118.0,300.0,0.393,169.0,346.0,0.488,0.536,95.0,122.0,0.779,80.0,245.0,325.0,262.0,70.0,29.0,136.0,225.0,787.0
Adonal Foyle,C,25.0,58.0,1457.0,156.0,375.0,0.416,0.0,0.0,0.0,156.0,375.0,0.416,0.416,30.0,68.0,0.441,156.0,249.0,405.0,48.0,31.0,156.0,79.0,136.0,342.0
Steve Francis,PG,23.0,80.0,3194.0,550.0,1219.0,0.451,133.0,336.0,0.396,417.0,883.0,0.472,0.506,358.0,438.0,0.817,190.0,363.0,553.0,517.0,141.0,31.0,265.0,274.0,1591.0
Todd Fuller,C,26.0,10.0,77.0,10.0,35.0,0.286,0.0,0.0,0.0,10.0,35.0,0.286,0.286,8.0,8.0,1.0,7.0,11.0,18.0,1.0,3.0,2.0,3.0,10.0,28.0
Lawrence Funderburke,PF,30.0,59.0,698.0,120.0,242.0,0.496,0.0,0.0,0.0,120.0,242.0,0.496,0.496,48.0,77.0,0.623,74.0,122.0,196.0,17.0,9.0,13.0,32.0,44.0,288.0
Rubén Garcés,PF,27.0,13.0,73.0,7.0,22.0,0.318,0.0,0.0,0.0,7.0,22.0,0.318,0.318,2.0,8.0,0.25,16.0,13.0,29.0,5.0,3.0,2.0,5.0,14.0,16.0
Chris Garner,PG,25.0,8.0,149.0,7.0,37.0,0.189,0.0,7.0,0.0,7.0,30.0,0.233,0.189,5.0,6.0,0.833,2.0,10.0,12.0,18.0,7.0,1.0,9.0,18.0,19.0
Kevin Garnett,PF,24.0,81.0,3202.0,704.0,1475.0,0.477,19.0,66.0,0.288,685.0,1409.0,0.486,0.484,357.0,467.0,0.764,219.0,702.0,921.0,401.0,111.0,145.0,230.0,204.0,1784.0
Dean Garrett,C,34.0,70.0,831.0,75.0,156.0,0.481,0.0,0.0,0.0,75.0,156.0,0.481,0.481,27.0,39.0,0.692,65.0,152.0,217.0,24.0,26.0,49.0,25.0,93.0,177.0
Pat Garrity,SF,24.0,76.0,1579.0,223.0,576.0,0.387,97.0,224.0,0.433,126.0,352.0,0.358,0.471,85.0,98.0,0.867,51.0,159.0,210.0,51.0,40.0,15.0,68.0,241.0,628.0
Chris Gatling,PF,33.0,74.0,1670.0,329.0,733.0,0.449,28.0,92.0,0.304,301.0,641.0,0.47,0.468,156.0,228.0,0.684,99.0,292.0,391.0,61.0,52.0,27.0,119.0,185.0,842.0
Matt Geiger,C,31.0,35.0,542.0,88.0,224.0,0.393,0.0,2.0,0.0,88.0,222.0,0.396,0.393,37.0,54.0,0.685,50.0,89.0,139.0,14.0,12.0,8.0,25.0,73.0,213.0
Devean George,SF,23.0,59.0,593.0,64.0,207.0,0.309,15.0,68.0,0.221,49.0,139.0,0.353,0.345,39.0,55.0,0.709,35.0,75.0,110.0,19.0,15.0,15.0,34.0,87.0,182.0
Eddie Gill,PG,22.0,8.0,152.0,16.0,41.0,0.39,3.0,9.0,0.333,13.0,32.0,0.406,0.427,4.0,5.0,0.8,0.0,9.0,9.0,24.0,4.0,1.0,10.0,9.0,39.0
Kendall Gill,SG,32.0,31.0,892.0,107.0,323.0,0.331,4.0,14.0,0.286,103.0,309.0,0.333,0.337,65.0,90.0,0.722,32.0,99.0,131.0,87.0,47.0,7.0,48.0,64.0,283.0
Dion Glover,SG,22.0,57.0,929.0,141.0,336.0,0.42,9.0,46.0,0.196,132.0,290.0,0.455,0.433,47.0,69.0,0.681,39.0,92.0,131.0,69.0,49.0,10.0,54.0,92.0,338.0
Anthony Goldwire,PG,29.0,20.0,201.0,30.0,80.0,0.375,9.0,34.0,0.265,21.0,46.0,0.457,0.431,13.0,17.0,0.765,1.0,11.0,12.0,34.0,9.0,0.0,15.0,13.0,82.0
Steve Goodrich,PF,24.0,12.0,133.0,7.0,18.0,0.389,1.0,3.0,0.333,6.0,15.0,0.4,0.417,4.0,7.0,0.571,7.0,14.0,21.0,6.0,2.0,1.0,8.0,14.0,19.0
Brian Grant,C,28.0,82.0,2771.0,484.0,1010.0,0.479,0.0,1.0,0.0,484.0,1009.0,0.48,0.479,282.0,354.0,0.797,217.0,501.0,718.0,101.0,60.0,71.0,170.0,293.0,1250.0
Gary Grant,PG,35.0,4.0,17.0,5.0,7.0,0.714,0.0,0.0,0.0,5.0,7.0,0.714,0.714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0
Horace Grant,PF,35.0,77.0,2390.0,263.0,569.0,0.462,0.0,3.0,0.0,263.0,566.0,0.465,0.462,131.0,169.0,0.775,220.0,325.0,545.0,121.0,51.0,61.0,48.0,181.0,657.0
A.C. Green,PF,37.0,82.0,1411.0,144.0,324.0,0.444,0.0,6.0,0.0,144.0,318.0,0.453,0.444,79.0,111.0,0.712,107.0,206.0,313.0,39.0,30.0,8.0,45.0,119.0,367.0
Adrian Griffin,SF,26.0,44.0,377.0,33.0,97.0,0.34,9.0,26.0,0.346,24.0,71.0,0.338,0.387,18.0,24.0,0.75,27.0,60.0,87.0,27.0,18.0,5.0,18.0,45.0,93.0
Tom Gugliotta,PF,31.0,57.0,1159.0,149.0,380.0,0.392,3.0,12.0,0.25,146.0,368.0,0.397,0.396,61.0,77.0,0.792,76.0,179.0,255.0,55.0,47.0,21.0,51.0,110.0,362.0
A.J. Guyton,PG,22.0,33.0,630.0,78.0,192.0,0.406,27.0,69.0,0.391,51.0,123.0,0.415,0.477,15.0,18.0,0.833,10.0,26.0,36.0,64.0,9.0,5.0,24.0,35.0,198.0
Darvin Ham,SF,27.0,29.0,540.0,39.0,80.0,0.488,2.0,3.0,0.667,37.0,77.0,0.481,0.5,29.0,49.0,0.592,56.0,65.0,121.0,25.0,17.0,21.0,33.0,85.0,109.0
Richard Hamilton,SF,22.0,78.0,2519.0,547.0,1249.0,0.438,40.0,146.0,0.274,507.0,1103.0,0.46,0.454,277.0,319.0,0.868,75.0,163.0,238.0,224.0,75.0,10.0,201.0,203.0,1411.0
Zendon Hamilton,C,25.0,3.0,19.0,2.0,9.0,0.222,0.0,0.0,0.0,2.0,9.0,0.222,0.222,5.0,8.0,0.625,3.0,5.0,8.0,0.0,0.0,0.0,2.0,4.0,9.0
Tom Hammonds,PF,33.0,7.0,30.0,3.0,10.0,0.3,0.0,0.0,0.0,3.0,10.0,0.3,0.3,1.0,2.0,0.5,2.0,2.0,4.0,1.0,0.0,0.0,3.0,8.0,7.0
Anfernee Hardaway,SG,29.0,4.0,112.0,15.0,36.0,0.417,2.0,8.0,0.25,13.0,28.0,0.464,0.444,7.0,11.0,0.636,5.0,13.0,18.0,15.0,6.0,1.0,3.0,6.0,39.0
Tim Hardaway,PG,34.0,77.0,2613.0,408.0,1042.0,0.392,189.0,517.0,0.366,219.0,525.0,0.417,0.482,145.0,181.0,0.801,26.0,178.0,204.0,483.0,90.0,6.0,189.0,155.0,1150.0
Ron Harper,PG,37.0,47.0,1139.0,127.0,271.0,0.469,19.0,72.0,0.264,108.0,199.0,0.543,0.504,34.0,48.0,0.708,46.0,120.0,166.0,113.0,39.0,25.0,62.0,70.0,307.0
Matt Harpring,SG,24.0,56.0,1615.0,238.0,524.0,0.454,13.0,52.0,0.25,225.0,472.0,0.477,0.467,134.0,165.0,0.812,90.0,152.0,242.0,102.0,42.0,17.0,90.0,161.0,623.0
Al Harrington,PF,20.0,78.0,1892.0,241.0,543.0,0.444,1.0,7.0,0.143,240.0,536.0,0.448,0.445,103.0,157.0,0.656,119.0,262.0,381.0,130.0,63.0,18.0,148.0,223.0,586.0
Othella Harrington,C,27.0,74.0,1815.0,247.0,507.0,0.487,0.0,3.0,0.0,247.0,504.0,0.49,0.487,171.0,224.0,0.763,139.0,249.0,388.0,56.0,34.0,45.0,145.0,237.0,665.0
Lucious Harris,SG,30.0,73.0,2071.0,265.0,624.0,0.425,46.0,132.0,0.348,219.0,492.0,0.445,0.462,107.0,139.0,0.77,71.0,217.0,288.0,135.0,74.0,16.0,64.0,127.0,683.0
Jason Hart,PG,22.0,1.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
Antonio Harvey,PF,30.0,12.0,72.0,13.0,28.0,0.464,0.0,0.0,0.0,13.0,28.0,0.464,0.464,5.0,6.0,0.833,5.0,9.0,14.0,4.0,1.0,6.0,3.0,10.0,31.0
Donnell Harvey,PF,20.0,18.0,65.0,8.0,14.0,0.571,0.0,0.0,0.0,8.0,14.0,0.571,0.571,6.0,16.0,0.375,6.0,14.0,20.0,2.0,3.0,1.0,7.0,15.0,22.0
Hersey Hawkins,SG,34.0,59.0,681.0,56.0,137.0,0.409,17.0,46.0,0.37,39.0,91.0,0.429,0.471,54.0,63.0,0.857,17.0,63.0,80.0,72.0,33.0,9.0,19.0,45.0,183.0
Michael Hawkins,PG,28.0,10.0,76.0,3.0,9.0,0.333,2.0,4.0,0.5,1.0,5.0,0.2,0.444,0.0,0.0,0.0,2.0,3.0,5.0,13.0,2.0,0.0,6.0,13.0,8.0
Alan Henderson,PF,28.0,73.0,1810.0,298.0,671.0,0.444,0.0,1.0,0.0,298.0,670.0,0.445,0.444,173.0,271.0,0.638,180.0,226.0,406.0,50.0,51.0,29.0,126.0,164.0,769.0
Cedric Henderson,SF,25.0,55.0,961.0,102.0,262.0,0.389,1.0,8.0,0.125,101.0,254.0,0.398,0.391,30.0,46.0,0.652,19.0,71.0,90.0,79.0,29.0,23.0,63.0,101.0,235.0
Chris Herren,PG,25.0,25.0,408.0,29.0,96.0,0.302,16.0,55.0,0.291,13.0,41.0,0.317,0.385,9.0,12.0,0.75,4.0,17.0,21.0,56.0,14.0,0.0,20.0,43.0,83.0
Grant Hill,SF,28.0,4.0,133.0,19.0,43.0,0.442,1.0,1.0,1.0,18.0,42.0,0.429,0.453,16.0,26.0,0.615,8.0,17.0,25.0,25.0,5.0,2.0,11.0,9.0,55.0
Tyrone Hill,PF,32.0,76.0,2363.0,278.0,587.0,0.474,0.0,1.0,0.0,278.0,586.0,0.474,0.474,172.0,273.0,0.63,239.0,448.0,687.0,48.0,37.0,27.0,127.0,242.0,728.0
Fred Hoiberg,SG,28.0,74.0,2247.0,217.0,495.0,0.438,103.0,250.0,0.412,114.0,245.0,0.465,0.542,136.0,157.0,0.866,21.0,287.0,308.0,263.0,98.0,12.0,74.0,155.0,673.0
Robert Horry,PF,30.0,79.0,1587.0,147.0,380.0,0.387,54.0,156.0,0.346,93.0,224.0,0.415,0.458,59.0,83.0,0.711,93.0,203.0,296.0,128.0,54.0,54.0,79.0,210.0,407.0
Eddie House,PG,22.0,50.0,550.0,104.0,247.0,0.421,19.0,55.0,0.345,85.0,192.0,0.443,0.46,24.0,35.0,0.686,5.0,37.0,42.0,52.0,13.0,0.0,35.0,58.0,251.0
Allan Houston,SG,29.0,78.0,2858.0,542.0,1208.0,0.449,96.0,252.0,0.381,446.0,956.0,0.467,0.488,279.0,307.0,0.909,20.0,263.0,283.0,173.0,52.0,10.0,161.0,190.0,1459.0
Juwan Howard,PF,27.0,81.0,2974.0,583.0,1218.0,0.479,0.0,3.0,0.0,583.0,1215.0,0.48,0.479,296.0,383.0,0.773,171.0,401.0,572.0,224.0,75.0,37.0,242.0,292.0,1462.0
Troy Hudson,PG,24.0,75.0,1008.0,125.0,372.0,0.336,22.0,109.0,0.202,103.0,263.0,0.392,0.366,85.0,104.0,0.817,38.0,67.0,105.0,162.0,37.0,3.0,92.0,82.0,357.0
Larry Hughes,SG,22.0,50.0,1846.0,308.0,805.0,0.383,14.0,75.0,0.187,294.0,730.0,0.403,0.391,193.0,252.0,0.766,76.0,200.0,276.0,223.0,96.0,29.0,152.0,147.0,823.0
Lindsey Hunter,PG,30.0,82.0,2002.0,298.0,783.0,0.381,152.0,407.0,0.373,146.0,376.0,0.388,0.478,77.0,96.0,0.802,32.0,137.0,169.0,222.0,102.0,12.0,68.0,172.0,825.0
Zydrunas Ilgauskas,C,25.0,24.0,616.0,114.0,234.0,0.487,0.0,2.0,0.0,114.0,232.0,0.491,0.487,53.0,78.0,0.679,65.0,95.0,160.0,18.0,15.0,37.0,60.0,78.0,281.0
Allen Iverson,SG,25.0,71.0,2979.0,762.0,1813.0,0.42,98.0,306.0,0.32,664.0,1507.0,0.441,0.447,585.0,719.0,0.814,50.0,223.0,273.0,325.0,178.0,20.0,237.0,147.0,2207.0
Bobby Jackson,PG,27.0,79.0,1648.0,231.0,526.0,0.439,39.0,104.0,0.375,192.0,422.0,0.455,0.476,65.0,88.0,0.739,74.0,172.0,246.0,161.0,87.0,7.0,103.0,139.0,566.0
Jaren Jackson,SG,33.0,16.0,114.0,16.0,40.0,0.4,7.0,18.0,0.389,9.0,22.0,0.409,0.488,0.0,2.0,0.0,1.0,11.0,12.0,7.0,5.0,0.0,3.0,13.0,39.0
Jim Jackson,SF,30.0,56.0,1690.0,239.0,632.0,0.378,26.0,80.0,0.325,213.0,552.0,0.386,0.399,139.0,169.0,0.822,53.0,171.0,224.0,163.0,53.0,10.0,130.0,139.0,643.0
Marc Jackson,C,26.0,48.0,1410.0,237.0,508.0,0.467,5.0,23.0,0.217,232.0,485.0,0.478,0.471,154.0,192.0,0.802,119.0,242.0,361.0,59.0,34.0,27.0,93.0,138.0,633.0
Mark Jackson,PG,35.0,83.0,2588.0,244.0,583.0,0.419,70.0,207.0,0.338,174.0,376.0,0.463,0.479,73.0,93.0,0.785,63.0,242.0,305.0,661.0,84.0,7.0,175.0,139.0,631.0
Stephen Jackson,SF,22.0,77.0,1660.0,243.0,572.0,0.425,52.0,155.0,0.335,191.0,417.0,0.458,0.47,97.0,135.0,0.719,41.0,167.0,208.0,140.0,86.0,14.0,130.0,166.0,635.0
Sam Jacobson,PG,25.0,14.0,59.0,9.0,18.0,0.5,0.0,0.0,0.0,9.0,18.0,0.5,0.5,2.0,3.0,0.667,3.0,3.0,6.0,4.0,3.0,0.0,0.0,19.0,20.0
Tim James,SF,24.0,30.0,197.0,16.0,52.0,0.308,1.0,3.0,0.333,15.0,49.0,0.306,0.317,12.0,14.0,0.857,15.0,20.0,35.0,8.0,2.0,5.0,8.0,27.0,45.0
Antawn Jamison,SF,24.0,82.0,3394.0,800.0,1812.0,0.442,62.0,205.0,0.302,738.0,1607.0,0.459,0.459,382.0,534.0,0.715,280.0,435.0,715.0,164.0,114.0,28.0,199.0,225.0,2044.0
Anthony Johnson,PG,26.0,53.0,511.0,53.0,152.0,0.349,1.0,5.0,0.2,52.0,147.0,0.354,0.352,23.0,33.0,0.697,10.0,34.0,44.0,78.0,23.0,6.0,34.0,62.0,130.0
Avery Johnson,PG,35.0,55.0,1290.0,134.0,300.0,0.447,1.0,6.0,0.167,133.0,294.0,0.452,0.448,41.0,60.0,0.683,21.0,64.0,85.0,237.0,33.0,4.0,60.0,90.0,310.0
DerMarr Johnson,SF,20.0,78.0,1313.0,146.0,390.0,0.374,41.0,127.0,0.323,105.0,263.0,0.399,0.427,64.0,87.0,0.736,56.0,122.0,178.0,64.0,43.0,30.0,93.0,134.0,397.0
Ervin Johnson,C,33.0,82.0,1981.0,108.0,198.0,0.545,0.0,0.0,0.0,108.0,198.0,0.545,0.545,50.0,93.0,0.538,205.0,408.0,613.0,40.0,44.0,97.0,47.0,257.0,266.0
Larry Johnson,PF,31.0,65.0,2105.0,246.0,598.0,0.411,51.0,163.0,0.313,195.0,435.0,0.448,0.454,102.0,128.0,0.797,90.0,273.0,363.0,127.0,39.0,29.0,97.0,209.0,645.0
Damon Jones,PG,24.0,71.0,1415.0,170.0,416.0,0.409,84.0,231.0,0.364,86.0,185.0,0.465,0.51,37.0,52.0,0.712,16.0,108.0,124.0,224.0,36.0,1.0,76.0,58.0,461.0
Eddie Jones,SG,29.0,63.0,2282.0,388.0,871.0,0.445,90.0,238.0,0.378,298.0,633.0,0.471,0.497,228.0,270.0,0.844,75.0,217.0,292.0,171.0,110.0,58.0,135.0,183.0,1094.0
Jumaine Jones,SF,21.0,65.0,866.0,122.0,275.0,0.444,20.0,60.0,0.333,102.0,215.0,0.474,0.48,40.0,53.0,0.755,63.0,126.0,189.0,32.0,30.0,15.0,39.0,68.0,304.0
Popeye Jones,PF,30.0,45.0,638.0,60.0,153.0,0.392,1.0,6.0,0.167,59.0,147.0,0.401,0.395,41.0,55.0,0.745,83.0,137.0,220.0,31.0,19.0,8.0,21.0,95.0,162.0
Garth Joseph,C,27.0,4.0,16.0,1.0,5.0,0.2,0.0,0.0,0.0,1.0,5.0,0.2,0.2,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0
Adam Keefe,PF,30.0,67.0,836.0,64.0,159.0,0.403,1.0,3.0,0.333,63.0,156.0,0.404,0.406,39.0,63.0,0.619,90.0,119.0,209.0,36.0,28.0,20.0,40.0,102.0,168.0
Shawn Kemp,PF,31.0,68.0,1083.0,168.0,413.0,0.407,4.0,11.0,0.364,164.0,402.0,0.408,0.412,101.0,131.0,0.771,63.0,196.0,259.0,65.0,45.0,23.0,99.0,184.0,441.0
Steve Kerr,PG,35.0,55.0,650.0,67.0,159.0,0.421,33.0,77.0,0.429,34.0,82.0,0.415,0.525,14.0,15.0,0.933,6.0,29.0,35.0,57.0,16.0,1.0,21.0,30.0,181.0
Jerome Kersey,SF,38.0,22.0,243.0,32.0,69.0,0.464,0.0,1.0,0.0,32.0,68.0,0.471,0.464,8.0,16.0,0.5,8.0,37.0,45.0,15.0,14.0,8.0,6.0,36.0,72.0
Lari Ketner,PF,23.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Jason Kidd,PG,27.0,77.0,3065.0,451.0,1097.0,0.411,69.0,232.0,0.297,382.0,865.0,0.442,0.443,328.0,403.0,0.814,91.0,403.0,494.0,753.0,166.0,23.0,286.0,171.0,1299.0
Gerard King,SF,28.0,45.0,706.0,90.0,176.0,0.511,0.0,0.0,0.0,90.0,176.0,0.511,0.511,36.0,45.0,0.8,39.0,90.0,129.0,31.0,14.0,11.0,47.0,94.0,216.0
Brevin Knight,PG,25.0,53.0,1457.0,139.0,371.0,0.375,1.0,10.0,0.1,138.0,361.0,0.382,0.376,54.0,66.0,0.818,23.0,145.0,168.0,311.0,101.0,4.0,91.0,155.0,333.0
Travis Knight,C,26.0,45.0,256.0,10.0,53.0,0.189,0.0,1.0,0.0,10.0,52.0,0.192,0.189,9.0,18.0,0.5,19.0,34.0,53.0,5.0,5.0,11.0,10.0,47.0,29.0
Toni Kukoč,SF,32.0,65.0,1597.0,275.0,582.0,0.473,70.0,157.0,0.446,205.0,425.0,0.482,0.533,101.0,160.0,0.631,66.0,193.0,259.0,199.0,48.0,11.0,111.0,98.0,721.0
Christian Laettner,C-PF,31.0,78.0,1663.0,277.0,551.0,0.503,4.0,13.0,0.308,273.0,538.0,0.507,0.506,170.0,204.0,0.833,118.0,247.0,365.0,124.0,71.0,46.0,137.0,242.0,728.0
Raef LaFrentz,C,24.0,78.0,2457.0,387.0,812.0,0.477,51.0,139.0,0.367,336.0,673.0,0.499,0.508,183.0,262.0,0.698,173.0,434.0,607.0,107.0,37.0,206.0,97.0,290.0,1008.0
Trajan Langdon,SG,24.0,65.0,1116.0,135.0,313.0,0.431,51.0,124.0,0.411,84.0,189.0,0.444,0.513,68.0,76.0,0.895,12.0,77.0,89.0,81.0,38.0,9.0,52.0,114.0,389.0
Dan Langhi,SF,23.0,33.0,241.0,37.0,99.0,0.374,0.0,1.0,0.0,37.0,98.0,0.378,0.374,16.0,29.0,0.552,13.0,28.0,41.0,4.0,7.0,1.0,8.0,16.0,90.0
Voshon Lenard,SG,27.0,80.0,2331.0,336.0,846.0,0.397,147.0,382.0,0.385,189.0,464.0,0.407,0.484,153.0,192.0,0.797,47.0,184.0,231.0,190.0,65.0,18.0,102.0,170.0,972.0
Quincy Lewis,SF,23.0,35.0,402.0,50.0,123.0,0.407,9.0,25.0,0.36,41.0,98.0,0.418,0.443,15.0,21.0,0.714,14.0,33.0,47.0,18.0,10.0,10.0,17.0,78.0,124.0
Rashard Lewis,PF,21.0,78.0,2720.0,426.0,887.0,0.48,123.0,285.0,0.432,303.0,602.0,0.503,0.55,176.0,213.0,0.826,143.0,398.0,541.0,125.0,91.0,45.0,129.0,191.0,1151.0
Randy Livingston,PG,25.0,2.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Art Long,PF,28.0,9.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,8.0,1.0,0.0,3.0,2.0,5.0,0.0
Grant Long,PF,34.0,66.0,1507.0,140.0,319.0,0.439,4.0,15.0,0.267,136.0,304.0,0.447,0.445,112.0,157.0,0.713,76.0,198.0,274.0,83.0,72.0,15.0,62.0,160.0,396.0
Luc Longley,C,32.0,25.0,301.0,18.0,54.0,0.333,0.0,0.0,0.0,18.0,54.0,0.333,0.333,13.0,17.0,0.765,26.0,40.0,66.0,7.0,3.0,9.0,22.0,51.0,49.0
Felipe López,SG-PG,26.0,70.0,1565.0,211.0,478.0,0.441,19.0,52.0,0.365,192.0,426.0,0.451,0.461,109.0,156.0,0.699,55.0,179.0,234.0,107.0,62.0,30.0,83.0,156.0,550.0
Tyronn Lue,PG,23.0,38.0,468.0,50.0,117.0,0.427,11.0,34.0,0.324,39.0,83.0,0.47,0.474,19.0,24.0,0.792,5.0,27.0,32.0,45.0,19.0,0.0,27.0,54.0,130.0
George Lynch,SF,30.0,82.0,2649.0,274.0,616.0,0.445,15.0,57.0,0.263,259.0,559.0,0.463,0.457,123.0,171.0,0.719,200.0,390.0,590.0,139.0,99.0,30.0,109.0,222.0,686.0
Todd MacCulloch,C,25.0,63.0,597.0,109.0,185.0,0.589,0.0,0.0,0.0,109.0,185.0,0.589,0.589,42.0,66.0,0.636,69.0,99.0,168.0,10.0,7.0,19.0,27.0,96.0,260.0
Don MacLean,SF,31.0,8.0,76.0,10.0,20.0,0.5,2.0,2.0,1.0,8.0,18.0,0.444,0.55,9.0,12.0,0.75,7.0,11.0,18.0,4.0,5.0,1.0,10.0,9.0,31.0
Mark Madsen,PF,25.0,70.0,641.0,55.0,113.0,0.487,1.0,1.0,1.0,54.0,112.0,0.482,0.491,26.0,37.0,0.703,74.0,78.0,152.0,24.0,8.0,8.0,27.0,111.0,137.0
Corey Maggette,SF,21.0,69.0,1359.0,225.0,487.0,0.462,17.0,56.0,0.304,208.0,431.0,0.483,0.479,223.0,288.0,0.774,88.0,203.0,291.0,82.0,35.0,9.0,106.0,140.0,690.0
Jamaal Magloire,C,22.0,74.0,1095.0,122.0,271.0,0.45,0.0,2.0,0.0,122.0,269.0,0.454,0.45,95.0,145.0,0.655,103.0,192.0,295.0,27.0,18.0,78.0,61.0,139.0,339.0
Dan Majerle,SG,35.0,53.0,1306.0,87.0,259.0,0.336,57.0,181.0,0.315,30.0,78.0,0.385,0.446,36.0,44.0,0.818,20.0,146.0,166.0,88.0,53.0,15.0,35.0,98.0,267.0
Karl Malone,PF,37.0,81.0,2895.0,670.0,1345.0,0.498,2.0,5.0,0.4,668.0,1340.0,0.499,0.499,536.0,676.0,0.793,114.0,555.0,669.0,361.0,93.0,62.0,244.0,216.0,1878.0
Matt Maloney,PG,29.0,55.0,1403.0,146.0,348.0,0.42,51.0,142.0,0.359,95.0,206.0,0.461,0.493,26.0,34.0,0.765,14.0,103.0,117.0,154.0,56.0,5.0,70.0,94.0,369.0
Danny Manning,PF,34.0,82.0,1305.0,247.0,500.0,0.494,7.0,28.0,0.25,240.0,472.0,0.508,0.501,102.0,140.0,0.729,66.0,148.0,214.0,92.0,47.0,29.0,96.0,219.0,603.0
Stephon Marbury,PG,23.0,67.0,2557.0,563.0,1277.0,0.441,110.0,335.0,0.328,453.0,942.0,0.481,0.484,362.0,458.0,0.79,53.0,152.0,205.0,506.0,79.0,5.0,197.0,150.0,1598.0
Shawn Marion,SF,22.0,79.0,2857.0,557.0,1160.0,0.48,21.0,82.0,0.256,536.0,1078.0,0.497,0.489,234.0,289.0,0.81,220.0,628.0,848.0,160.0,132.0,108.0,129.0,211.0,1369.0
Donyell Marshall,SF,27.0,81.0,2326.0,427.0,849.0,0.503,41.0,128.0,0.32,386.0,721.0,0.535,0.527,205.0,273.0,0.751,172.0,394.0,566.0,133.0,85.0,78.0,128.0,196.0,1100.0
Darrick Martin,PG,29.0,31.0,176.0,29.0,76.0,0.382,14.0,27.0,0.519,15.0,49.0,0.306,0.474,31.0,35.0,0.886,2.0,14.0,16.0,14.0,7.0,0.0,10.0,27.0,103.0
Kenyon Martin,PF,23.0,68.0,2272.0,346.0,777.0,0.445,1.0,11.0,0.091,345.0,766.0,0.45,0.446,121.0,192.0,0.63,137.0,365.0,502.0,131.0,78.0,113.0,138.0,281.0,814.0
Jamal Mashburn,SF,28.0,76.0,2989.0,573.0,1388.0,0.413,103.0,289.0,0.356,470.0,1099.0,0.428,0.45,279.0,364.0,0.766,92.0,484.0,576.0,411.0,85.0,13.0,211.0,185.0,1528.0
Anthony Mason,PF,34.0,80.0,3254.0,460.0,954.0,0.482,0.0,0.0,0.0,460.0,954.0,0.482,0.482,370.0,474.0,0.781,169.0,601.0,770.0,248.0,80.0,25.0,179.0,231.0,1290.0
Desmond Mason,SF,23.0,78.0,1522.0,189.0,439.0,0.431,18.0,67.0,0.269,171.0,372.0,0.46,0.451,67.0,91.0,0.736,72.0,177.0,249.0,63.0,39.0,20.0,53.0,146.0,463.0
Tony Massenburg,PF,33.0,52.0,823.0,92.0,199.0,0.462,0.0,0.0,0.0,92.0,199.0,0.462,0.462,49.0,70.0,0.7,75.0,135.0,210.0,9.0,10.0,28.0,48.0,122.0,233.0
