Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Vin Baker,C,22,82,2560,435,869,0.501,1,5,0.2,434,864,0.502,0.501,234,411,0.569,277,344,621,163,60,114,162,231,1105,OOR
Charles Barkley,PF,30,65,2298,518,1046,0.495,48,178,0.27,470,868,0.541,0.518,318,452,0.704,198,529,727,296,101,37,206,160,1402,OOR
Dana Barros,PG,26,81,2519,412,878,0.469,135,354,0.381,277,524,0.529,0.546,116,145,0.8,28,168,196,424,107,5,167,96,1075,OOR
Jon Barry,SG,24,72,1242,158,382,0.414,32,115,0.278,126,267,0.472,0.455,97,122,0.795,36,110,146,168,102,17,83,110,445,OOR
John Battle,SG,31,51,814,130,273,0.476,5,19,0.263,125,254,0.492,0.485,73,97,0.753,7,32,39,83,22,1,41,66,338,OOR
Benoit Benjamin,C,29,77,1817,283,589,0.48,0,0,0.0,283,589,0.48,0.48,152,214,0.71,135,364,499,44,35,90,97,198,718,OOR
Tony Bennett,PG,24,74,983,105,263,0.399,27,75,0.36,78,188,0.415,0.451,11,15,0.733,16,74,90,163,39,1,40,84,248,OOR
David Benoit,SF,25,55,1070,139,361,0.385,12,59,0.203,127,302,0.421,0.402,68,88,0.773,89,171,260,23,23,37,37,115,358,OOR
Rolando Blackman,SG,34,55,969,161,369,0.436,30,84,0.357,131,285,0.46,0.477,48,53,0.906,23,70,93,76,25,6,44,100,400,OOR
Mookie Blaylock,PG,26,81,2915,444,1079,0.411,114,341,0.334,330,738,0.447,0.464,116,159,0.73,117,307,424,789,212,44,196,144,1118,OOR
Corie Blount,PF,25,67,690,76,174,0.437,0,0,0.0,76,174,0.437,0.437,46,75,0.613,76,118,194,56,19,33,52,93,198,OOR
Muggsy Bogues,PG,29,77,2746,354,751,0.471,2,12,0.167,352,739,0.476,0.473,125,155,0.806,78,235,313,780,133,2,171,147,835,OOR
Manute Bol,C,31,14,116,4,19,0.211,0,3,0.0,4,16,0.25,0.211,0,0,0.0,3,15,18,1,2,16,5,13,8,OOR
Walter Bond,SG,24,56,559,63,156,0.404,19,54,0.352,44,102,0.431,0.465,31,40,0.775,20,41,61,31,16,12,17,90,176,OOR
Anthony Bonner,SF,25,73,1402,162,288,0.563,0,0,0.0,162,288,0.563,0.563,50,105,0.476,150,194,344,88,76,13,89,175,374,OOR
Anthony Bowie,SG,30,70,948,139,289,0.481,1,18,0.056,138,271,0.509,0.483,41,49,0.837,29,91,120,102,32,12,58,81,320,OOR
Sam Bowie,C,32,25,556,75,172,0.436,1,4,0.25,74,168,0.44,0.439,72,83,0.867,27,104,131,47,4,28,43,65,223,OOR
Shawn Bradley,C,21,49,1385,201,491,0.409,0,3,0.0,201,488,0.412,0.409,102,168,0.607,98,208,306,98,45,147,148,170,504,OOR
Terrell Brandon,PG,23,73,1548,230,548,0.42,7,32,0.219,223,516,0.432,0.426,139,162,0.858,38,121,159,277,84,16,111,108,606,OOR
Randy Breuer,C,33,26,247,8,26,0.308,0,1,0.0,8,25,0.32,0.308,3,14,0.214,15,41,56,8,6,19,9,30,19,OOR
Frank Brickowski,C,34,71,2094,368,754,0.488,4,20,0.2,364,734,0.496,0.491,195,254,0.768,85,319,404,222,80,27,181,242,935,OOR
Kevin Brooks,SF,24,34,190,36,99,0.364,4,23,0.174,32,76,0.421,0.384,9,10,0.9,5,16,21,3,0,2,12,19,85,OOR
Scott Brooks,PG,28,73,1225,142,289,0.491,23,61,0.377,119,228,0.522,0.531,74,85,0.871,10,92,102,149,51,2,55,98,381,OOR
Chucky Brown,SF,25,1,10,1,1,1.0,0,0,0.0,1,1,1.0,1.0,1,1,1.0,0,1,1,0,0,0,0,2,3,OOR
Dee Brown,SG,25,77,2867,490,1021,0.48,30,96,0.313,460,925,0.497,0.495,182,219,0.831,63,237,300,347,156,47,126,207,1192,OOR
Mike Brown,C,30,82,1921,111,260,0.427,0,2,0.0,111,258,0.43,0.427,77,118,0.653,119,328,447,72,51,29,75,218,299,OOR
P.J. Brown,C,24,79,1950,167,402,0.415,1,6,0.167,166,396,0.419,0.417,115,152,0.757,188,305,493,93,71,93,72,177,450,OOR
Randy Brown,PG,25,61,1041,110,251,0.438,0,4,0.0,110,247,0.445,0.438,53,87,0.609,40,72,112,133,63,14,75,132,273,OOR
Mark Bryant,C,28,79,1441,185,384,0.482,0,1,0.0,185,383,0.483,0.482,72,104,0.692,117,198,315,37,32,29,66,187,442,OOR
Jud Buechler,SF,25,36,218,42,84,0.5,12,29,0.414,30,55,0.545,0.571,10,20,0.5,13,19,32,16,8,1,12,24,106,OOR
Matt Bullard,PF,26,65,725,78,226,0.345,50,154,0.325,28,72,0.389,0.456,20,26,0.769,23,61,84,64,14,6,28,67,226,OOR
Evers Burns,PF,22,23,143,22,55,0.4,0,0,0.0,22,55,0.4,0.4,12,23,0.522,13,17,30,9,6,3,7,33,56,OOR
Scott Burrell,SF,23,51,767,98,234,0.419,2,6,0.333,96,228,0.421,0.423,46,70,0.657,46,86,132,62,37,16,45,88,244,OOR
Willie Burton,SF,25,53,697,124,283,0.438,3,15,0.2,121,268,0.451,0.443,120,158,0.759,50,86,136,39,18,20,54,96,371,OOR
Mitchell Butler,SG,23,75,1321,207,418,0.495,0,5,0.0,207,413,0.501,0.495,104,180,0.578,106,119,225,77,54,20,87,131,518,OOR
Michael Cage,C,32,82,1708,171,314,0.545,0,1,0.0,171,313,0.546,0.545,36,74,0.486,164,280,444,45,77,38,51,179,378,OOR
Elden Campbell,PF,25,76,2253,373,808,0.462,0,2,0.0,373,806,0.463,0.462,188,273,0.689,167,352,519,86,64,146,98,241,934,OOR
Tony Campbell,SF,31,63,1214,227,512,0.443,7,28,0.25,220,484,0.455,0.45,94,120,0.783,76,110,186,82,50,15,84,134,555,OOR
Antoine Carr,PF,32,34,465,78,160,0.488,0,1,0.0,78,159,0.491,0.488,42,58,0.724,12,39,51,15,9,22,15,75,198,OOR
Bill Cartwright,C,36,42,780,98,191,0.513,0,0,0.0,98,191,0.513,0.513,39,57,0.684,43,109,152,57,8,8,50,83,235,OOR
Sam Cassell,PG,24,66,1122,162,388,0.418,26,88,0.295,136,300,0.453,0.451,90,107,0.841,25,109,134,192,59,7,94,136,440,OOR
Duane Causwell,C,25,41,674,71,137,0.518,0,0,0.0,71,137,0.518,0.518,40,68,0.588,68,118,186,11,19,49,33,109,182,OOR
Cedric Ceballos,SF,24,53,1602,425,795,0.535,0,9,0.0,425,786,0.541,0.535,160,221,0.724,153,191,344,91,59,23,93,124,1010,OOR
Tom Chambers,PF,34,80,1838,329,748,0.44,14,45,0.311,315,703,0.448,0.449,221,281,0.786,87,239,326,79,40,32,89,232,893,OOR
Rex Chapman,SG,26,60,2025,431,865,0.498,64,165,0.388,367,700,0.524,0.535,168,206,0.816,57,89,146,185,59,8,117,83,1094,OOR
Calbert Cheaney,SG,22,65,1604,327,696,0.47,1,23,0.043,326,673,0.484,0.471,124,161,0.77,88,102,190,126,63,10,108,148,779,OOR
Pete Chilcutt,PF,25,76,1365,203,448,0.453,3,15,0.2,200,433,0.462,0.456,41,65,0.631,129,242,371,86,53,39,74,164,450,OOR
Doug Christie,SG,23,65,1515,244,562,0.434,39,119,0.328,205,443,0.463,0.469,145,208,0.697,93,142,235,136,89,28,140,186,672,OOR
Ben Coleman,PF,32,9,77,12,25,0.48,0,0,0.0,12,25,0.48,0.48,4,8,0.5,10,16,26,0,2,2,7,9,28,OOR
Derrick Coleman,PF,26,77,2778,541,1209,0.447,38,121,0.314,503,1088,0.462,0.463,439,567,0.774,262,608,870,262,68,142,208,209,1559,OOR
Bimbo Coles,PG,25,76,1726,233,519,0.449,20,99,0.202,213,420,0.507,0.468,102,131,0.779,50,109,159,263,75,12,107,132,588,OOR
Marty Conlon,C,26,30,579,95,165,0.576,0,2,0.0,95,163,0.583,0.576,43,53,0.811,53,86,139,34,9,8,33,69,233,OOR
Lester Conner,PG,34,11,169,14,38,0.368,0,3,0.0,14,35,0.4,0.368,3,6,0.5,10,14,24,31,14,1,9,12,31,OOR
Anthony Cook,PF,26,25,203,26,54,0.481,0,1,0.0,26,53,0.491,0.481,10,25,0.4,20,36,56,4,3,14,12,22,62,OOR
Duane Cooper,PG,24,23,136,18,41,0.439,1,7,0.143,17,34,0.5,0.451,11,15,0.733,2,7,9,28,3,0,20,12,48,OOR
Tyrone Corbin,SF,31,82,2149,268,588,0.456,6,29,0.207,262,559,0.469,0.461,117,144,0.813,150,239,389,122,99,24,92,212,659,OOR
Chris Corchiani,PG,25,51,467,40,94,0.426,11,38,0.289,29,56,0.518,0.484,26,38,0.684,8,36,44,86,22,2,38,47,117,OOR
Joe Courtney,PF,24,52,345,67,148,0.453,2,3,0.667,65,145,0.448,0.459,32,47,0.681,28,28,56,15,10,12,21,44,168,OOR
John Crotty,PG,24,45,313,45,99,0.455,11,24,0.458,34,75,0.453,0.51,31,36,0.861,11,20,31,77,15,1,27,36,132,OOR
Terry Cummings,PF,32,59,1133,183,428,0.428,0,2,0.0,183,426,0.43,0.428,63,107,0.589,132,165,297,50,31,13,59,137,429,OOR
Earl Cureton,PF,36,2,30,2,8,0.25,0,0,0.0,2,8,0.25,0.25,0,2,0.0,4,8,12,0,0,0,1,4,4,OOR
Dell Curry,SG,29,82,2173,533,1171,0.455,152,378,0.402,381,793,0.48,0.52,117,134,0.873,71,191,262,221,98,27,120,161,1335,OOR
Michael Curry,SG,25,10,43,3,14,0.214,0,2,0.0,3,12,0.25,0.214,3,4,0.75,0,1,1,1,1,0,3,6,9,OOR
Lloyd Daniels,SG,26,65,980,140,372,0.376,44,125,0.352,96,247,0.389,0.435,46,64,0.719,45,66,111,94,29,16,60,69,370,OOR
Brad Daugherty,C,28,50,1838,296,606,0.488,0,0,0.0,296,606,0.488,0.488,256,326,0.785,128,380,508,149,41,36,110,145,848,OOR
Antonio Davis,PF,25,81,1732,216,425,0.508,0,1,0.0,216,424,0.509,0.508,194,302,0.642,190,315,505,55,45,84,107,189,626,OOR
Brian Davis,SF,23,68,374,40,126,0.317,1,3,0.333,39,123,0.317,0.321,50,68,0.735,21,34,55,22,16,4,19,34,131,OOR
Dale Davis,PF,24,66,2292,308,582,0.529,0,1,0.0,308,581,0.53,0.529,155,294,0.527,280,438,718,100,48,106,102,214,771,OOR
Hubert Davis,SG,23,56,1333,238,505,0.471,53,132,0.402,185,373,0.496,0.524,85,103,0.825,23,44,67,165,40,4,76,118,614,OOR
Terry Davis,PF,26,15,286,24,59,0.407,0,0,0.0,24,59,0.407,0.407,8,12,0.667,30,44,74,6,9,1,5,27,56,OOR
Johnny Dawkins,PG,30,72,1343,177,423,0.418,37,105,0.352,140,318,0.44,0.462,84,100,0.84,28,95,123,263,63,5,111,74,475,OOR
Todd Day,SG,24,76,2127,351,845,0.415,33,148,0.223,318,697,0.456,0.435,231,331,0.698,115,195,310,138,103,52,129,221,966,OOR
Terry Dehere,PG,22,64,759,129,342,0.377,23,57,0.404,106,285,0.372,0.411,61,81,0.753,25,43,68,78,28,3,61,69,342,OOR
Vinny Del Negro,SG,27,77,1949,309,634,0.487,15,43,0.349,294,591,0.497,0.499,140,170,0.824,27,134,161,320,64,1,102,168,773,OOR
Bison Dele,C,24,80,1507,251,464,0.541,0,3,0.0,251,461,0.544,0.541,137,211,0.649,138,308,446,50,49,87,104,221,639,OOR
Dell Demps,PG,23,2,11,2,6,0.333,0,0,0.0,2,6,0.333,0.333,0,2,0.0,0,0,0,1,2,0,1,1,4,OOR
Vlade Divac,C,25,79,2685,453,895,0.506,9,47,0.191,444,848,0.524,0.511,208,303,0.686,282,569,851,307,92,112,191,288,1123,OOR
Sherman Douglas,PG,27,78,2789,425,919,0.462,13,56,0.232,412,863,0.477,0.47,177,276,0.641,70,123,193,683,89,11,233,171,1040,OOR
Greg Dreiling,C,31,54,685,52,104,0.5,1,1,1.0,51,103,0.495,0.505,27,38,0.711,47,123,170,31,16,24,43,159,132,OOR
Clyde Drexler,SG,31,68,2334,473,1105,0.428,71,219,0.324,402,886,0.454,0.46,286,368,0.777,154,291,445,333,98,34,167,202,1303,OOR
Kevin Duckworth,C,29,69,1485,184,441,0.417,0,0,0.0,184,441,0.417,0.417,88,132,0.667,103,222,325,56,37,35,101,223,456,OOR
Chris Dudley,C,28,6,86,6,25,0.24,0,0,0.0,6,25,0.24,0.24,2,4,0.5,16,8,24,5,4,3,2,18,14,OOR
Joe Dumars,SG,30,69,2591,505,1118,0.452,124,320,0.388,381,798,0.477,0.507,276,330,0.836,35,116,151,261,63,4,159,118,1410,OOR
Acie Earl,C,23,74,1149,151,372,0.406,0,1,0.0,151,371,0.407,0.406,108,160,0.675,85,162,247,12,24,53,72,178,410,OOR
Bill Edwards,PF,22,3,44,2,18,0.111,0,5,0.0,2,13,0.154,0.111,2,5,0.4,5,9,14,4,3,1,4,6,6,OOR
Blue Edwards,SF,28,82,2322,382,800,0.478,38,106,0.358,344,694,0.496,0.501,151,189,0.799,104,225,329,171,83,27,146,235,953,OOR
Doug Edwards,PF,23,16,107,17,49,0.347,0,1,0.0,17,48,0.354,0.347,9,16,0.563,7,11,18,8,2,5,6,9,43,OOR
James Edwards,C,38,45,469,78,168,0.464,0,0,0.0,78,168,0.464,0.464,54,79,0.684,11,54,65,22,4,3,30,90,210,OOR
Kevin Edwards,SG,28,82,2727,471,1028,0.458,35,99,0.354,436,929,0.469,0.475,167,217,0.77,94,187,281,232,120,34,135,150,1144,OOR
Craig Ehlo,SG,32,82,2147,316,708,0.446,77,221,0.348,239,487,0.491,0.501,112,154,0.727,71,208,279,273,136,26,130,161,821,OOR
Mario Elie,SF,30,67,1606,208,466,0.446,56,167,0.335,152,299,0.508,0.506,154,179,0.86,28,153,181,208,50,8,109,124,626,OOR
Sean Elliott,SF,25,73,2409,360,791,0.455,26,87,0.299,334,704,0.474,0.472,139,173,0.803,68,195,263,197,54,27,129,174,885,OOR
Dale Ellis,SF,33,77,2590,478,967,0.494,131,332,0.395,347,635,0.546,0.562,83,107,0.776,70,185,255,80,66,11,75,141,1170,OOR
Harold Ellis,SF,23,49,923,159,292,0.545,0,4,0.0,159,288,0.552,0.545,106,149,0.711,94,59,153,31,73,2,43,97,424,OOR
LaPhonso Ellis,PF,23,79,2699,483,963,0.502,7,23,0.304,476,940,0.506,0.505,242,359,0.674,220,462,682,167,63,80,172,304,1215,OOR
LeRon Ellis,C,24,50,680,88,182,0.484,0,0,0.0,88,182,0.484,0.484,45,68,0.662,70,118,188,24,17,25,21,83,221,OOR
Pervis Ellison,C,26,47,1178,137,292,0.469,0,3,0.0,137,289,0.474,0.469,70,97,0.722,77,165,242,70,25,50,73,140,344,OOR
Jo Jo English,SG,23,36,419,56,129,0.434,8,17,0.471,48,112,0.429,0.465,10,21,0.476,9,36,45,38,8,10,36,61,130,OOR
Patrick Ewing,C,31,79,2972,745,1503,0.496,4,14,0.286,741,1489,0.498,0.497,445,582,0.765,219,666,885,179,90,217,260,275,1939,Candidate
Jim Farmer,SG,29,4,29,2,6,0.333,0,2,0.0,2,4,0.5,0.333,0,0,0.0,0,2,2,4,0,0,5,3,4,OOR
Duane Ferrell,SF,28,72,1155,184,379,0.485,1,9,0.111,183,370,0.495,0.487,144,184,0.783,62,67,129,65,44,16,64,85,513,OOR
Danny Ferry,PF,27,70,965,149,334,0.446,14,51,0.275,135,283,0.477,0.467,38,43,0.884,47,94,141,74,28,22,41,113,350,OOR
Vern Fleming,PG,31,55,1053,147,318,0.462,0,4,0.0,147,314,0.468,0.462,64,87,0.736,27,96,123,173,40,6,87,98,358,OOR
Sleepy Floyd,PG,33,53,737,70,209,0.335,8,36,0.222,62,173,0.358,0.354,52,78,0.667,10,60,70,101,12,8,61,71,200,OOR
Alphonso Ford,PG,22,6,16,7,13,0.538,1,1,1.0,6,12,0.5,0.577,1,2,0.5,0,0,0,1,2,0,1,2,16,OOR
Greg Foster,PF,25,3,19,4,7,0.571,0,0,0.0,4,7,0.571,0.571,2,2,1.0,0,3,3,0,0,1,1,3,10,OOR
Rick Fox,SF,24,82,2096,340,728,0.467,33,100,0.33,307,628,0.489,0.49,174,230,0.757,105,250,355,217,81,52,158,244,887,OOR
Tellis Frank,PF,28,67,959,67,160,0.419,0,2,0.0,67,158,0.424,0.419,54,76,0.711,83,137,220,57,35,35,49,163,188,OOR
Corey Gaines,SG,28,18,78,9,20,0.45,2,5,0.4,7,15,0.467,0.5,13,15,0.867,3,10,13,30,2,0,5,12,33,OOR
Chad Gallagher,C,24,2,3,3,3,1.0,0,0,0.0,3,3,1.0,1.0,0,0,0.0,0,0,0,0,0,0,0,2,6,OOR
Kevin Gamble,SF,28,75,1880,368,804,0.458,25,103,0.243,343,701,0.489,0.473,103,126,0.817,41,118,159,149,57,22,77,134,864,OOR
Chris Gatling,C,26,82,1296,271,461,0.588,0,1,0.0,271,460,0.589,0.588,129,208,0.62,143,254,397,41,40,63,84,223,671,OOR
Kenny Gattison,PF,29,77,1644,233,445,0.524,0,0,0.0,233,445,0.524,0.524,126,195,0.646,105,253,358,95,59,46,79,229,592,OOR
Andrew Gaze,SG,28,7,70,8,17,0.471,4,8,0.5,4,9,0.444,0.588,2,2,1.0,1,6,7,5,2,1,3,9,22,OOR
Matt Geiger,C,24,72,1199,202,352,0.574,1,5,0.2,201,347,0.579,0.575,116,149,0.779,119,184,303,32,36,29,61,201,521,OOR
Kendall Gill,SG,25,79,2435,429,969,0.443,38,120,0.317,391,849,0.461,0.462,215,275,0.782,91,177,268,275,151,32,143,194,1111,OOR
Armen Gilliam,PF,29,82,1969,348,682,0.51,0,1,0.0,348,681,0.511,0.51,274,361,0.759,197,303,500,69,38,61,106,129,970,OOR
Mike Gminski,C,34,29,309,36,103,0.35,0,0,0.0,36,103,0.35,0.35,14,18,0.778,22,52,74,11,13,16,13,23,86,OOR
Ricky Grace,PG,26,3,8,2,3,0.667,0,0,0.0,2,3,0.667,0.667,0,2,0.0,0,1,1,1,0,0,0,3,4,OOR
Greg Graham,SG,23,70,889,122,305,0.4,2,25,0.08,120,280,0.429,0.403,92,110,0.836,21,65,86,66,61,4,65,54,338,OOR
Paul Graham,SG,26,21,128,21,57,0.368,3,13,0.231,18,44,0.409,0.395,13,17,0.765,4,8,12,13,4,5,5,11,58,OOR
Gary Grant,PG,28,78,1533,253,563,0.449,17,62,0.274,236,501,0.471,0.464,65,76,0.855,42,100,142,291,119,12,136,139,588,OOR
Harvey Grant,SF,28,77,2112,356,774,0.46,2,7,0.286,354,767,0.462,0.461,84,131,0.641,109,242,351,107,70,49,56,179,798,OOR
Horace Grant,PF,28,70,2570,460,878,0.524,0,6,0.0,460,872,0.528,0.524,137,230,0.596,306,463,769,236,74,84,109,164,1057,OOR
Josh Grant,PF,26,53,382,59,146,0.404,17,61,0.279,42,85,0.494,0.462,22,29,0.759,27,62,89,24,18,8,30,62,157,OOR
Jeff Grayer,SG,28,67,1096,191,363,0.526,2,12,0.167,189,351,0.538,0.529,71,118,0.602,76,115,191,62,33,13,63,103,455,OOR
A.C. Green,PF,30,82,2825,465,926,0.502,8,35,0.229,457,891,0.513,0.506,266,362,0.735,275,478,753,137,70,38,100,142,1204,OOR
Litterial Green,PG,23,29,126,22,57,0.386,1,4,0.25,21,53,0.396,0.395,28,37,0.757,6,6,12,9,6,1,13,16,73,OOR
Sean Green,SG,23,36,334,63,183,0.344,10,41,0.244,53,142,0.373,0.372,13,18,0.722,10,24,34,16,18,6,27,21,149,OOR
Tom Gugliotta,PF,24,78,2795,540,1159,0.466,40,148,0.27,500,1011,0.495,0.483,213,311,0.685,189,539,728,276,172,51,247,174,1333,OOR
Andrés Guibert,C,25,5,33,6,20,0.3,0,0,0.0,6,20,0.3,0.3,3,6,0.5,10,6,16,2,0,1,6,6,15,OOR
Jay Guidinger,C,24,32,131,16,32,0.5,0,0,0.0,16,32,0.5,0.5,15,21,0.714,15,18,33,3,4,5,16,23,47,OOR
Jack Haley,PF,30,28,94,21,48,0.438,0,0,0.0,21,48,0.438,0.438,17,21,0.81,6,18,24,1,0,0,10,18,59,OOR
Geert Hammink,C,24,1,3,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,1,0,1,1,0,0,0,1,2,OOR
Tom Hammonds,PF,26,74,877,115,230,0.5,0,0,0.0,115,230,0.5,0.5,71,104,0.683,62,137,199,34,20,12,41,91,301,OOR
Anfernee Hardaway,PG,22,82,3015,509,1092,0.466,50,187,0.267,459,905,0.507,0.489,245,330,0.742,192,247,439,544,190,51,292,205,1313,OOR
Derek Harper,PG,32,82,2204,303,744,0.407,73,203,0.36,230,541,0.425,0.456,112,163,0.687,20,121,141,334,125,8,135,163,791,OOR
Ron Harper,SG,30,75,2856,569,1335,0.426,71,236,0.301,498,1099,0.453,0.453,299,418,0.715,129,331,460,344,144,54,242,167,1508,OOR
Lucious Harris,SG,23,77,1165,162,385,0.421,7,33,0.212,155,352,0.44,0.43,87,119,0.731,45,112,157,106,49,10,78,117,418,OOR
Tony Harris,SG,26,5,88,9,31,0.29,3,9,0.333,6,22,0.273,0.339,23,25,0.92,3,7,10,8,4,0,6,8,44,OOR
Antonio Harvey,PF,23,27,247,29,79,0.367,0,0,0.0,29,79,0.367,0.367,12,26,0.462,26,33,59,5,8,19,17,39,70,OOR
Scott Haskin,C,23,27,186,21,45,0.467,0,0,0.0,21,45,0.467,0.467,13,19,0.684,17,38,55,6,2,15,13,33,55,OOR
Hersey Hawkins,SG,27,82,2648,395,859,0.46,78,235,0.332,317,624,0.508,0.505,312,362,0.862,89,288,377,216,135,22,158,167,1180,OOR
Skeeter Henry,SG,26,4,15,1,5,0.2,0,2,0.0,1,3,0.333,0.2,2,4,0.5,0,2,2,4,0,0,1,1,4,OOR
Steve Henson,PG,25,3,17,1,2,0.5,1,1,1.0,0,1,0.0,0.75,0,0,0.0,0,1,1,5,0,0,1,3,3,OOR
Carl Herrera,PF,27,75,1292,142,310,0.458,0,0,0.0,142,310,0.458,0.458,69,97,0.711,101,184,285,37,32,26,69,159,353,OOR
Rod Higgins,SF,34,36,547,71,163,0.436,22,50,0.44,49,113,0.434,0.503,31,42,0.738,25,57,82,36,25,14,21,53,195,OOR
Tyrone Hill,PF,25,57,1447,216,398,0.543,0,2,0.0,216,396,0.545,0.543,171,256,0.668,184,315,499,46,53,35,78,193,603,OOR
Donald Hodge,C,24,50,428,46,101,0.455,0,0,0.0,46,101,0.455,0.455,44,52,0.846,46,49,95,32,15,13,30,66,136,OOR
Tito Horford,C,28,3,28,0,2,0.0,0,0,0.0,0,2,0.0,0.0,0,0,0.0,1,2,3,0,1,3,1,3,0,OOR
Jeff Hornacek,SG,30,80,2820,472,1004,0.47,70,208,0.337,402,796,0.505,0.505,260,296,0.878,60,219,279,419,127,13,171,186,1274,OOR
Robert Horry,SF,23,81,2370,322,702,0.459,44,136,0.324,278,566,0.491,0.49,115,157,0.732,128,312,440,231,119,75,137,186,803,OOR
Allan Houston,SG,22,79,1519,272,671,0.405,35,117,0.299,237,554,0.428,0.431,89,108,0.824,19,101,120,100,34,13,99,165,668,OOR
Byron Houston,PF,24,71,866,81,177,0.458,1,7,0.143,80,170,0.471,0.46,33,54,0.611,67,127,194,32,33,31,49,181,196,OOR
Stephen Howard,SF,23,9,53,10,17,0.588,0,0,0.0,10,17,0.588,0.588,11,16,0.688,10,6,16,1,1,3,6,13,31,OOR
Jay Humphries,SG,31,75,1619,233,535,0.436,38,96,0.396,195,439,0.444,0.471,57,76,0.75,35,92,127,219,65,11,95,168,561,OOR
Lindsey Hunter,PG,23,82,2172,335,893,0.375,69,207,0.333,266,686,0.388,0.414,104,142,0.732,47,142,189,390,121,10,184,174,843,OOR
Bobby Hurley,PG,22,19,499,54,146,0.37,2,16,0.125,52,130,0.4,0.377,24,30,0.8,6,28,34,115,13,1,48,28,134,OOR
Jaren Jackson,SG,26,29,187,34,87,0.391,0,6,0.0,34,81,0.42,0.391,12,14,0.857,6,11,17,27,4,2,14,20,80,OOR
