Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status,Season
Leandro Barbosa,PG,22,63,1087,168,354,0.475,51,139,0.367,117,215,0.544,0.547,55,69,0.797,32,98,130,126,30,7,87,127,442,OOR,2005
Matt Barnes,SF,24,43,715,62,151,0.411,5,22,0.227,57,129,0.442,0.427,35,58,0.603,49,84,133,57,30,7,45,80,164,OOR,2005
Andre Barrett,PG,22,38,483,45,124,0.363,14,52,0.269,31,72,0.431,0.419,14,19,0.737,11,29,40,69,19,1,27,51,118,OOR,2005
Brent Barry,SG,33,81,1742,194,459,0.423,100,280,0.357,94,179,0.525,0.532,113,135,0.837,29,161,190,178,39,20,64,123,601,OOR,2005
Jon Barry,SG,35,69,1505,161,368,0.438,71,165,0.43,90,203,0.443,0.534,62,71,0.873,26,133,159,167,60,9,67,95,455,OOR,2005
Tony Battie,C,28,81,1894,163,354,0.46,0,6,0.0,163,348,0.468,0.46,68,94,0.723,109,343,452,42,30,81,81,244,394,OOR,2005
Shane Battier,SG,26,80,2516,271,613,0.442,70,177,0.395,201,436,0.461,0.499,180,228,0.789,158,255,413,126,91,77,75,201,792,OOR,2005
Lonny Baxter,PF,26,4,36,3,11,0.273,0,0,0.0,3,11,0.273,0.273,0,2,0.0,4,4,8,0,0,0,4,10,6,OOR,2005
Raja Bell,SG,28,63,1790,303,667,0.454,54,134,0.403,249,533,0.467,0.495,112,150,0.747,48,153,201,91,44,8,79,205,772,OOR,2005
Jonathan Bender,SF,24,7,93,16,40,0.4,1,5,0.2,15,35,0.429,0.413,3,6,0.5,5,9,14,4,1,2,10,9,36,OOR,2005
Travis Best,PG,32,76,1461,190,452,0.42,26,85,0.306,164,367,0.447,0.449,108,122,0.885,19,88,107,143,66,9,67,148,514,OOR,2005
Mike Bibby,PG,26,80,3084,560,1264,0.443,131,364,0.36,429,900,0.477,0.495,320,413,0.775,77,255,332,541,124,30,203,191,1571,OOR,2005
Andris Biedriņš,C,18,30,384,45,78,0.577,0,1,0.0,45,77,0.584,0.577,19,40,0.475,47,71,118,12,12,24,12,87,109,OOR,2005
Chauncey Billups,PG,28,80,2866,404,913,0.442,165,387,0.426,239,526,0.454,0.533,343,382,0.898,48,223,271,464,81,9,180,194,1316,OOR,2005
Steve Blake,PG,24,44,648,61,186,0.328,36,93,0.387,25,93,0.269,0.425,33,41,0.805,18,53,71,69,13,0,39,47,191,OOR,2005
Mark Blount,C,29,82,2130,327,618,0.529,0,1,0.0,327,617,0.53,0.529,117,164,0.713,143,254,397,129,33,64,158,229,771,OOR,2005
Tony Bobbitt,SG,25,2,12,2,5,0.4,1,2,0.5,1,3,0.333,0.5,0,0,0.0,0,3,3,0,0,0,0,1,5,OOR,2005
Keith Bogans,SG,24,74,1791,262,688,0.381,57,173,0.329,205,515,0.398,0.422,133,183,0.727,76,150,226,135,68,8,122,167,714,OOR,2005
Matt Bonner,C,24,82,1553,247,463,0.533,39,92,0.424,208,371,0.561,0.576,56,71,0.789,108,177,285,48,39,19,40,220,589,OOR,2005
Calvin Booth,C,28,51,451,49,108,0.454,0,1,0.0,49,107,0.458,0.454,26,32,0.813,29,78,107,8,15,28,16,78,124,OOR,2005
Carlos Boozer,PF,23,51,1772,361,693,0.521,0,1,0.0,361,692,0.522,0.521,187,268,0.698,141,316,457,144,41,24,137,179,909,OOR,2005
Curtis Borchardt,C,24,67,859,74,172,0.43,0,0,0.0,74,172,0.43,0.43,52,71,0.732,86,138,224,49,10,32,52,160,200,OOR,2005
Chris Bosh,PF,20,81,3017,473,1005,0.471,3,10,0.3,470,995,0.472,0.472,412,542,0.76,194,524,718,153,76,113,187,226,1361,OOR,2005
Bruce Bowen,SF,33,82,2627,251,598,0.42,102,253,0.403,149,345,0.432,0.505,71,112,0.634,50,235,285,126,55,39,57,175,675,OOR,2005
Ryan Bowen,SF,29,66,604,47,111,0.423,3,6,0.5,44,105,0.419,0.437,14,21,0.667,21,55,76,18,23,5,7,61,111,OOR,2005
Earl Boykins,PG,28,82,2162,340,824,0.413,56,166,0.337,284,658,0.432,0.447,279,303,0.921,37,106,143,372,78,12,121,122,1015,OOR,2005
Michael Bradley,PF,25,18,119,15,24,0.625,0,1,0.0,15,23,0.652,0.625,3,8,0.375,8,20,28,5,1,2,5,12,33,OOR,2005
Shawn Bradley,C,32,77,885,84,186,0.452,0,0,0.0,84,186,0.452,0.452,43,63,0.683,70,144,214,15,25,63,33,153,211,OOR,2005
Torraye Braggs,PF,28,7,24,3,7,0.429,0,0,0.0,3,7,0.429,0.429,0,0,0.0,7,5,12,0,0,0,2,4,6,OOR,2005
Elton Brand,PF,25,81,3001,629,1251,0.503,0,3,0.0,629,1248,0.504,0.503,364,484,0.752,296,474,770,208,62,169,183,240,1622,OOR,2005
Jamison Brewer,PG,24,18,185,11,37,0.297,3,15,0.2,8,22,0.364,0.338,6,13,0.462,6,16,22,12,8,1,13,11,31,OOR,2005
Primož Brezec,C,25,72,2276,387,756,0.512,0,0,0.0,387,756,0.512,0.512,164,220,0.745,226,305,531,86,33,55,106,183,938,OOR,2005
Damone Brown,SF,25,14,152,23,62,0.371,4,11,0.364,19,51,0.373,0.403,4,9,0.444,10,18,28,14,1,6,15,17,54,OOR,2005
Devin Brown,SG,26,67,1238,173,409,0.423,45,121,0.372,128,288,0.444,0.478,103,130,0.792,37,139,176,92,39,12,53,83,494,OOR,2005
Kedrick Brown,SF,23,8,55,2,6,0.333,0,3,0.0,2,3,0.667,0.333,8,10,0.8,1,10,11,4,3,1,5,4,12,OOR,2005
Kwame Brown,PF,22,42,908,109,237,0.46,0,0,0.0,109,237,0.46,0.46,74,129,0.574,72,134,206,39,25,15,67,112,292,OOR,2005
P.J. Brown,PF,35,82,2817,338,758,0.446,0,0,0.0,338,758,0.446,0.446,210,243,0.864,266,471,737,178,74,50,101,233,886,OOR,2005
Tierre Brown,PG,25,76,1066,124,348,0.356,26,72,0.361,98,276,0.355,0.394,59,75,0.787,21,72,93,155,32,1,74,59,333,OOR,2005
Rick Brunson,PG,32,80,1945,166,442,0.376,48,130,0.369,118,312,0.378,0.43,57,74,0.77,23,164,187,410,82,7,125,106,437,OOR,2005
Kobe Bryant,SG,26,66,2689,573,1324,0.433,131,387,0.339,442,937,0.472,0.482,542,664,0.816,95,297,392,398,86,53,270,174,1819,OOR,2005
Greg Buckner,SG,28,70,1522,160,303,0.528,49,121,0.405,111,182,0.61,0.609,63,81,0.778,66,142,208,133,75,6,49,169,432,OOR,2005
Rodney Buford,SF,27,64,1313,187,489,0.382,34,108,0.315,153,381,0.402,0.417,37,45,0.822,33,156,189,63,40,4,35,101,445,OOR,2005
Antonio Burks,PG,24,24,219,28,60,0.467,3,11,0.273,25,49,0.51,0.492,14,19,0.737,1,11,12,28,13,1,12,25,73,OOR,2005
Caron Butler,SF,24,77,2746,441,991,0.445,38,125,0.304,403,866,0.465,0.464,275,319,0.862,146,304,450,146,110,23,125,213,1195,OOR,2005
Jackie Butler,C,19,3,5,4,4,1.0,0,0,0.0,4,4,1.0,1.0,2,2,1.0,0,0,0,0,1,0,1,0,10,OOR,2005
Rasual Butler,SF,25,65,1203,163,409,0.399,57,153,0.373,106,256,0.414,0.468,37,48,0.771,15,136,151,62,18,29,37,104,420,OOR,2005
Žarko Čabarkapa,PF,23,40,475,86,177,0.486,13,36,0.361,73,141,0.518,0.523,53,65,0.815,35,67,102,25,10,5,30,59,238,OOR,2005
Marcus Camby,C,30,66,2015,279,600,0.465,0,4,0.0,279,596,0.468,0.465,125,173,0.723,131,530,661,152,61,199,103,177,683,OOR,2005
Elden Campbell,C,36,40,390,39,123,0.317,0,2,0.0,39,121,0.322,0.317,42,55,0.764,28,65,93,19,8,7,29,57,120,OOR,2005
Brian Cardinal,PF,27,58,1433,160,432,0.37,44,125,0.352,116,307,0.378,0.421,158,181,0.873,63,162,225,114,88,19,83,172,522,OOR,2005
Geno Carlisle,SG,28,6,16,2,3,0.667,0,0,0.0,2,3,0.667,0.667,4,6,0.667,1,0,1,1,0,0,1,1,8,OOR,2005
Matt Carroll,SG,24,25,430,70,180,0.389,13,39,0.333,57,141,0.404,0.425,71,83,0.855,13,47,60,17,17,2,25,37,224,OOR,2005
Anthony Carter,PG,29,66,742,72,177,0.407,2,17,0.118,70,160,0.438,0.412,35,51,0.686,12,57,69,161,35,18,62,88,181,OOR,2005
Vince Carter,SF-SG,28,77,2828,696,1541,0.452,127,313,0.406,569,1228,0.463,0.493,367,460,0.798,106,295,401,327,109,48,168,243,1886,OOR,2005
Sam Cassell,PG,35,59,1522,319,687,0.464,27,103,0.262,292,584,0.5,0.484,134,155,0.865,25,132,157,301,36,14,109,160,799,OOR,2005
Kelvin Cato,C,30,62,1525,160,297,0.539,0,0,0.0,160,297,0.539,0.539,112,143,0.783,102,314,416,40,55,82,64,170,432,OOR,2005
Lionel Chalmers,PG,24,36,433,42,125,0.336,12,49,0.245,30,76,0.395,0.384,15,24,0.625,4,27,31,51,13,0,24,30,111,OOR,2005
Tyson Chandler,C,22,80,2189,207,419,0.494,0,2,0.0,207,417,0.496,0.494,226,336,0.673,261,514,775,65,69,141,118,268,640,OOR,2005
Calbert Cheaney,SG,33,55,951,113,265,0.426,0,3,0.0,113,262,0.431,0.426,24,37,0.649,32,92,124,64,17,15,35,95,250,OOR,2005
Josh Childress,SG,21,80,2376,302,642,0.47,13,56,0.232,289,586,0.493,0.481,190,231,0.823,195,287,482,151,74,35,106,184,807,OOR,2005
Doug Christie,SG,34,52,1525,130,332,0.392,15,62,0.242,115,270,0.426,0.414,70,78,0.897,38,139,177,199,80,18,104,106,345,OOR,2005
Speedy Claxton,PG,26,62,1866,257,611,0.421,11,61,0.18,246,550,0.447,0.43,187,254,0.736,37,147,184,374,109,8,119,184,712,OOR,2005
Mateen Cleaves,PG,27,14,65,5,14,0.357,0,2,0.0,5,12,0.417,0.357,3,4,0.75,2,4,6,7,2,0,2,2,13,OOR,2005
Derrick Coleman,C,37,5,50,3,14,0.214,0,2,0.0,3,12,0.25,0.214,3,3,1.0,3,12,15,0,0,0,2,6,9,OOR,2005
Jason Collier,C,27,70,942,174,376,0.463,6,14,0.429,168,362,0.464,0.471,48,71,0.676,84,100,184,18,15,13,63,147,402,OOR,2005
Jarron Collins,C,26,50,961,65,157,0.414,0,1,0.0,65,156,0.417,0.414,83,119,0.697,57,107,164,61,11,6,34,146,213,OOR,2005
Jason Collins,C,26,80,2542,186,451,0.412,2,6,0.333,184,445,0.413,0.415,137,209,0.656,153,335,488,105,71,71,91,322,511,OOR,2005
Nick Collison,C,24,82,1396,190,354,0.537,0,3,0.0,190,351,0.541,0.537,83,118,0.703,156,220,376,32,34,50,62,252,463,OOR,2005
Brian Cook,C,24,72,1087,176,422,0.417,78,199,0.392,98,223,0.439,0.509,28,37,0.757,63,153,216,35,23,26,29,139,458,OOR,2005
Omar Cook,PG,23,5,74,10,24,0.417,0,4,0.0,10,20,0.5,0.417,3,6,0.5,2,5,7,22,6,1,6,6,23,OOR,2005
Jamal Crawford,SG,24,70,2688,437,1097,0.398,185,512,0.361,252,585,0.431,0.483,182,216,0.843,33,170,203,302,92,19,148,135,1241,OOR,2005
Austin Croshere,PF,29,73,1827,188,497,0.378,45,174,0.259,143,323,0.443,0.424,226,256,0.883,103,272,375,98,48,17,104,154,647,OOR,2005
Eddy Curry,C,22,63,1808,393,730,0.538,0,0,0.0,393,730,0.538,0.538,226,314,0.72,116,222,338,37,21,58,163,202,1012,OOR,2005
Michael Curry,SF,36,18,249,13,29,0.448,0,0,0.0,13,29,0.448,0.448,4,8,0.5,8,19,27,15,5,4,5,39,30,OOR,2005
Samuel Dalembert,C,23,72,1785,250,477,0.524,0,0,0.0,250,477,0.524,0.524,89,148,0.601,187,355,542,35,46,121,114,241,589,OOR,2005
Erick Dampier,C,29,59,1609,202,367,0.55,0,3,0.0,202,364,0.555,0.55,138,228,0.605,183,318,501,51,15,80,102,205,542,OOR,2005
Antonio Daniels,PG,29,75,2026,273,623,0.438,49,165,0.297,224,458,0.489,0.478,248,304,0.816,20,149,169,309,51,3,78,78,843,OOR,2005
Erik Daniels,SF,22,21,72,6,18,0.333,1,2,0.5,5,16,0.313,0.361,0,0,0.0,7,11,18,4,2,0,6,7,13,OOR,2005
Marquis Daniels,SG,24,60,1412,220,504,0.437,7,35,0.2,213,469,0.454,0.443,98,133,0.737,87,129,216,128,83,14,86,124,545,OOR,2005
Antonio Davis,PF,36,72,1843,193,419,0.461,0,0,0.0,193,419,0.461,0.461,115,152,0.757,152,276,428,80,27,41,96,147,501,OOR,2005
Baron Davis,PG,25,46,1581,291,752,0.387,118,354,0.333,173,398,0.435,0.465,185,243,0.761,32,143,175,362,81,14,131,126,885,OOR,2005
Dale Davis,C,35,61,1307,112,234,0.479,0,0,0.0,112,234,0.479,0.479,60,99,0.606,152,223,375,47,32,65,43,162,284,OOR,2005
Josh Davis,PF,24,42,328,42,111,0.378,19,53,0.358,23,58,0.397,0.464,14,17,0.824,29,50,79,12,8,4,15,45,117,OOR,2005
Ricky Davis,SG,25,82,2696,481,1041,0.462,61,180,0.339,420,861,0.488,0.491,286,351,0.815,66,183,249,246,89,27,205,174,1309,OOR,2005
Andrew DeClercq,C,31,8,49,4,9,0.444,0,0,0.0,4,9,0.444,0.444,1,3,0.333,7,3,10,0,2,0,1,14,9,OOR,2005
Carlos Delfino,SG,22,30,459,42,117,0.359,9,35,0.257,33,82,0.402,0.397,23,40,0.575,13,42,55,38,22,6,23,44,116,OOR,2005
Tony Delk,SG,31,56,1340,246,591,0.416,72,202,0.356,174,389,0.447,0.477,103,136,0.757,28,102,130,104,47,3,54,123,667,OOR,2005
Luol Deng,SF,19,61,1663,280,645,0.434,31,117,0.265,249,528,0.472,0.458,120,162,0.741,92,230,322,135,48,27,118,98,711,OOR,2005
Boris Diaw,SG,22,66,1201,124,294,0.422,9,50,0.18,115,244,0.471,0.437,57,77,0.74,54,116,170,149,37,18,87,123,314,OOR,2005
Dan Dickau,PG,26,71,2090,306,756,0.405,85,245,0.347,221,511,0.432,0.461,190,228,0.833,34,146,180,347,76,4,145,201,887,OOR,2005
Kaniel Dickens,SF,26,11,61,4,14,0.286,3,9,0.333,1,5,0.2,0.393,2,2,1.0,3,6,9,1,2,1,2,5,13,OOR,2005
DeSagana Diop,C,23,39,306,20,69,0.29,0,2,0.0,20,67,0.299,0.29,0,5,0.0,30,40,70,15,8,27,12,53,40,OOR,2005
Vlade Divac,C,36,15,130,13,31,0.419,0,0,0.0,13,31,0.419,0.419,8,12,0.667,18,14,32,19,4,1,14,25,34,OOR,2005
Juan Dixon,SG,26,63,1054,186,447,0.416,48,147,0.327,138,300,0.46,0.47,87,97,0.897,32,87,119,111,43,4,68,98,507,OOR,2005
Michael Doleac,C,27,80,1175,148,331,0.447,0,2,0.0,148,329,0.45,0.447,25,41,0.61,74,185,259,47,23,22,36,160,321,OOR,2005
Keyon Dooling,PG,24,74,1184,139,345,0.403,19,75,0.253,120,270,0.444,0.43,85,109,0.78,11,79,90,132,39,11,65,120,382,OOR,2005
Predrag Drobnjak,C,29,71,1435,238,543,0.438,25,71,0.352,213,472,0.451,0.461,96,120,0.8,73,165,238,49,42,24,78,138,597,OOR,2005
Chris Duhon,PG,22,82,2177,172,488,0.352,94,265,0.355,78,223,0.35,0.449,49,67,0.731,23,190,213,398,82,3,119,205,487,OOR,2005
Tim Duncan,PF,28,66,2203,517,1042,0.496,3,9,0.333,514,1033,0.498,0.498,305,455,0.67,202,530,732,179,45,174,127,144,1342,Candidate,2005
Mike Dunleavy,SF,24,79,2570,408,905,0.451,107,276,0.388,301,629,0.479,0.51,134,172,0.779,97,338,435,203,79,26,132,198,1057,OOR,2005
Ronald Dupree,SF,24,47,472,61,127,0.48,1,2,0.5,60,125,0.48,0.484,29,47,0.617,34,61,95,24,7,10,22,60,152,OOR,2005
Ndudi Ebi,SG,20,2,54,11,21,0.524,0,1,0.0,11,20,0.55,0.524,5,9,0.556,6,10,16,1,1,1,3,7,27,OOR,2005
Corsley Edwards,C,25,10,110,10,31,0.323,0,0,0.0,10,31,0.323,0.323,7,12,0.583,12,13,25,3,3,4,2,19,27,OOR,2005
John Edwards,C,23,25,139,11,30,0.367,0,0,0.0,11,30,0.367,0.367,7,14,0.5,8,11,19,3,3,4,8,12,29,OOR,2005
Howard Eisley,PG,32,74,1428,161,405,0.398,27,103,0.262,134,302,0.444,0.431,66,83,0.795,15,75,90,250,45,9,111,156,415,OOR,2005
Obinna Ekezie,C,29,42,732,79,182,0.434,0,1,0.0,79,181,0.436,0.434,72,93,0.774,69,110,179,11,22,12,45,129,230,OOR,2005
Francisco Elson,C,28,67,939,101,216,0.468,1,3,0.333,100,213,0.469,0.47,45,79,0.57,61,140,201,34,34,41,40,129,248,OOR,2005
Melvin Ely,PF,26,79,1649,227,526,0.432,0,0,0.0,227,526,0.432,0.432,122,212,0.575,142,184,326,76,32,69,115,199,576,OOR,2005
Andre Emmett,SG,22,8,28,2,6,0.333,0,0,0.0,2,6,0.333,0.333,3,5,0.6,0,2,2,0,0,0,1,4,7,OOR,2005
Maurice Evans,SG,26,65,1233,165,373,0.442,27,82,0.329,138,291,0.474,0.479,59,78,0.756,88,113,201,45,37,8,34,104,416,OOR,2005
Reggie Evans,PF,24,79,1881,131,275,0.476,0,2,0.0,131,273,0.48,0.476,125,234,0.534,254,482,736,58,58,15,104,202,387,OOR,2005
Michael Finley,SG,31,64,2358,387,907,0.427,116,285,0.407,271,622,0.436,0.491,113,136,0.831,45,217,262,169,48,18,60,123,1003,OOR,2005
Derek Fisher,PG,30,74,2222,297,755,0.393,108,291,0.371,189,464,0.407,0.465,175,203,0.862,38,180,218,301,76,4,129,176,877,OOR,2005
Marcus Fizer,PF,26,54,903,133,292,0.455,0,6,0.0,133,286,0.465,0.455,70,103,0.68,29,146,175,64,25,13,63,96,336,OOR,2005
Luis Flores,PG,23,16,77,14,29,0.483,5,10,0.5,9,19,0.474,0.569,2,2,1.0,1,2,3,11,2,0,11,9,35,OOR,2005
Danny Fortson,C,28,62,1047,118,226,0.522,0,0,0.0,118,226,0.522,0.522,227,258,0.88,157,191,348,8,15,7,91,265,463,OOR,2005
Jeff Foster,C,28,61,1594,168,324,0.519,0,5,0.0,168,319,0.527,0.519,90,142,0.634,205,345,550,43,46,12,55,186,426,OOR,2005
Tremaine Fowlkes,SF,28,8,56,9,17,0.529,1,3,0.333,8,14,0.571,0.559,0,2,0.0,3,5,8,0,2,0,5,7,19,OOR,2005
Adonal Foyle,C,29,78,1700,156,311,0.502,0,0,0.0,156,311,0.502,0.502,40,72,0.556,165,264,429,56,26,159,58,201,352,OOR,2005
Richie Frahm,SG,27,43,499,56,140,0.4,31,80,0.388,25,60,0.417,0.511,21,25,0.84,17,44,61,30,15,4,14,35,164,OOR,2005
Steve Francis,PG,27,78,2978,563,1330,0.423,38,127,0.299,525,1203,0.436,0.438,499,606,0.823,126,324,450,547,112,28,317,273,1663,OOR,2005
Matt Freije,PF,23,23,441,37,127,0.291,14,54,0.259,23,73,0.315,0.346,5,8,0.625,16,45,61,20,13,2,17,40,93,OOR,2005
Lawrence Funderburke,PF,34,2,21,3,6,0.5,0,0,0.0,3,6,0.5,0.5,3,5,0.6,1,2,3,0,0,0,0,2,9,OOR,2005
Dan Gadzuric,C,26,81,1783,243,451,0.539,0,0,0.0,243,451,0.539,0.539,107,199,0.538,261,413,674,30,47,106,81,224,593,OOR,2005
Reece Gaines,PG,24,21,187,17,50,0.34,4,14,0.286,13,36,0.361,0.38,3,4,0.75,1,13,14,7,5,1,7,17,41,OOR,2005
Alex Garcia,SG,24,8,146,18,52,0.346,5,18,0.278,13,34,0.382,0.394,3,4,0.75,7,8,15,18,4,1,8,15,44,OOR,2005
Kevin Garnett,PF,28,82,3121,683,1360,0.502,6,25,0.24,677,1335,0.507,0.504,445,549,0.811,247,861,1108,466,121,112,222,207,1817,OOR,2005
Pat Garrity,PF,28,71,955,123,306,0.402,49,147,0.333,74,159,0.465,0.482,29,33,0.879,21,103,124,30,19,9,30,107,324,OOR,2005
Pau Gasol,PF,24,56,1790,357,695,0.514,1,6,0.167,356,689,0.517,0.514,282,367,0.768,130,280,410,135,37,93,137,146,997,OOR,2005
Devean George,SF,27,15,306,37,104,0.356,21,58,0.362,16,46,0.348,0.457,15,20,0.75,13,40,53,14,8,2,12,32,110,OOR,2005
Eddie Gill,PG,26,73,1021,81,242,0.335,36,117,0.308,45,125,0.36,0.409,71,81,0.877,16,96,112,83,59,5,60,105,269,OOR,2005
Kendall Gill,SG,36,14,284,32,80,0.4,3,9,0.333,29,71,0.408,0.419,18,20,0.9,11,26,37,27,14,4,9,37,85,OOR,2005
Manu Ginóbili,SG,27,74,2193,367,780,0.471,97,258,0.376,270,522,0.517,0.533,355,442,0.803,75,254,329,288,119,27,172,190,1186,OOR,2005
Gordan Giriček,SG,27,81,1660,283,632,0.448,38,105,0.362,245,527,0.465,0.478,111,137,0.81,25,157,182,137,46,11,90,155,715,OOR,2005
Dion Glover,SG,26,7,68,8,22,0.364,1,8,0.125,7,14,0.5,0.386,8,10,0.8,3,8,11,4,3,3,2,9,25,OOR,2005
Anthony Goldwire,PG,33,33,537,57,136,0.419,32,80,0.4,25,56,0.446,0.537,26,31,0.839,10,49,59,78,15,0,15,32,172,OOR,2005
Drew Gooden,PF,23,82,2523,464,943,0.492,5,28,0.179,459,915,0.502,0.495,251,310,0.81,207,546,753,130,77,76,133,233,1184,OOR,2005
Ben Gordon,SG,21,82,2002,434,1056,0.411,134,331,0.405,300,725,0.414,0.474,233,270,0.863,55,160,215,164,53,10,186,224,1235,OOR,2005
Brian Grant,C,32,69,1136,103,209,0.493,0,0,0.0,103,209,0.493,0.493,57,79,0.722,101,156,257,34,23,23,43,175,263,OOR,2005
Willie Green,SG,23,57,1066,155,423,0.366,30,105,0.286,125,318,0.393,0.402,97,125,0.776,22,111,133,100,34,6,75,121,437,OOR,2005
Adrian Griffin,SF,30,69,667,58,161,0.36,2,9,0.222,56,152,0.368,0.366,33,44,0.75,52,94,146,53,43,4,30,78,151,OOR,2005
Eddie Griffin,PF,22,70,1492,202,522,0.387,67,204,0.328,135,318,0.425,0.451,56,78,0.718,128,325,453,53,23,118,55,120,527,OOR,2005
Tom Gugliotta,PF,35,47,966,99,241,0.411,8,26,0.308,91,215,0.423,0.427,33,43,0.767,56,135,191,68,41,17,57,104,239,OOR,2005
Marcus Haislip,PF,24,9,106,13,38,0.342,0,1,0.0,13,37,0.351,0.342,6,11,0.545,5,10,15,3,2,2,6,15,32,OOR,2005
Darvin Ham,SF,31,47,275,17,37,0.459,0,0,0.0,17,37,0.459,0.459,12,31,0.387,19,16,35,5,6,7,8,39,46,OOR,2005
Richard Hamilton,SG,26,76,2926,510,1160,0.44,36,118,0.305,474,1042,0.455,0.455,368,429,0.858,74,221,295,372,77,13,217,232,1424,OOR,2005
Zendon Hamilton,C,29,16,159,11,32,0.344,0,0,0.0,11,32,0.344,0.344,29,48,0.604,18,24,42,6,5,2,12,26,51,OOR,2005
Ben Handlogten,C,31,21,297,43,83,0.518,0,1,0.0,43,82,0.524,0.518,9,17,0.529,23,42,65,13,7,5,18,55,95,OOR,2005
Anfernee Hardaway,SF,33,37,894,110,260,0.423,15,50,0.3,95,210,0.452,0.452,34,46,0.739,19,70,89,74,28,3,50,79,269,OOR,2005
Matt Harpring,SF,28,78,2584,418,855,0.489,9,43,0.209,409,812,0.504,0.494,245,315,0.778,196,284,480,142,70,16,133,250,1090,OOR,2005
Al Harrington,SF,24,66,2550,453,986,0.459,16,74,0.216,437,912,0.479,0.468,236,351,0.672,145,316,461,208,85,16,204,249,1158,OOR,2005
Junior Harrington,SG,24,29,550,64,178,0.36,6,19,0.316,58,159,0.365,0.376,29,35,0.829,13,50,63,62,25,5,41,72,163,OOR,2005
Othella Harrington,PF,31,70,1271,217,424,0.512,0,0,0.0,217,424,0.512,0.512,127,177,0.718,106,186,292,56,24,18,84,188,561,OOR,2005
