Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W/L%
Mike Bantom,SF,30,PHI,82,2016,334,712,0.469,2,6,0.333,332,706,0.47,0.471,168,267,0.629,174,266,440,114,63,61,149,272,838,12.7,0.505,0.008,0.375,9.7,14.4,12.1,8.1,1.5,1.7,15.2,20.2,0.2,2.7,2.9,0.069,-2.0,-0.3,-2.3,-0.1,0,0.0,OOR,1982,0.707
Billy Ray Bates,SG,25,POR,75,1229,327,692,0.473,12,41,0.293,315,651,0.484,0.481,166,211,0.787,53,55,108,111,41,5,93,100,832,17.8,0.53,0.059,0.305,4.9,5.0,4.9,13.9,1.6,0.2,10.6,29.4,1.8,0.6,2.4,0.094,1.5,-2.0,-0.5,0.5,0,0.0,OOR,1982,0.512
Mel Bennett,PF,27,CLE,3,23,2,4,0.5,0,0,0.0,2,4,0.5,0.5,1,6,0.167,1,2,3,0,1,0,4,2,5,-2.7,0.377,0.0,1.5,4.6,10.5,7.4,0.0,2.1,0.0,37.6,19.1,-0.1,0.0,-0.1,-0.27,-5.0,-0.4,-5.5,-0.1,0,0.0,OOR,1982,0.183
Kent Benson,C,27,DET,75,2467,405,802,0.505,3,11,0.273,402,791,0.508,0.507,127,158,0.804,219,434,653,159,66,98,160,214,940,14.4,0.539,0.014,0.197,9.4,19.9,14.5,8.8,1.2,2.2,15.5,16.3,2.2,3.0,5.2,0.101,0.0,0.4,0.4,1.5,0,0.0,OOR,1982,0.476
Larry Bird,PF,25,BOS,77,2923,711,1414,0.503,11,52,0.212,700,1362,0.514,0.507,328,380,0.863,200,637,837,447,143,66,254,244,1761,22.6,0.557,0.037,0.269,7.7,23.4,15.8,22.5,2.3,1.2,13.8,25.2,6.8,5.7,12.5,0.205,4.4,2.3,6.6,6.4,20,0.588,Candidate,1982,0.768
Otis Birdsong,SG,26,NJN,37,1025,225,480,0.469,0,10,0.0,225,470,0.479,0.469,74,127,0.583,30,67,97,124,30,5,64,74,524,13.3,0.489,0.021,0.265,3.3,7.5,5.3,18.2,1.4,0.3,10.7,23.4,0.5,1.1,1.6,0.074,-0.5,-0.7,-1.2,0.2,0,0.0,OOR,1982,0.537
Rolando Blackman,SG,22,DAL,82,1979,439,855,0.513,1,4,0.25,438,851,0.515,0.514,212,276,0.768,97,157,254,105,46,30,113,122,1091,16.2,0.559,0.005,0.323,5.4,9.4,7.3,8.3,1.1,0.9,10.4,22.7,3.2,0.8,4.1,0.098,1.8,-1.6,0.2,1.1,0,0.0,OOR,1982,0.341
Ray Blume,SG,23,CHI,49,546,102,222,0.459,4,18,0.222,98,204,0.48,0.468,18,28,0.643,14,27,41,68,23,2,54,57,226,9.7,0.482,0.081,0.126,3.0,5.4,4.3,18.9,2.0,0.2,18.7,22.1,-0.5,0.3,-0.1,-0.013,-3.3,-1.2,-4.5,-0.3,0,0.0,OOR,1982,0.415
Alex Bradley,SF,22,NYK,39,331,54,103,0.524,0,1,0.0,54,102,0.529,0.524,29,48,0.604,31,34,65,11,12,5,28,37,137,12.4,0.552,0.01,0.466,10.5,12.0,11.2,4.6,1.7,0.9,18.4,18.9,0.1,0.3,0.4,0.053,-1.6,-1.0,-2.6,0.0,0,0.0,OOR,1982,0.402
Charles Bradley,SG,22,BOS,51,339,55,122,0.451,0,1,0.0,55,121,0.455,0.451,42,62,0.677,12,26,38,22,14,6,37,61,152,8.9,0.509,0.008,0.508,4.0,8.2,6.2,8.5,2.0,1.0,19.9,22.0,-0.2,0.4,0.2,0.03,-4.7,0.2,-4.5,-0.2,0,0.0,OOR,1982,0.768
Dudley Bradley,SG,24,PHO,64,937,125,281,0.445,1,4,0.25,124,277,0.448,0.447,74,100,0.74,30,57,87,80,78,10,71,115,325,10.9,0.5,0.014,0.356,3.6,6.6,5.1,11.4,4.0,0.6,17.9,17.4,-0.3,1.7,1.4,0.071,-3.7,2.6,-1.1,0.2,0,0.0,OOR,1982,0.561
Brad Branson,PF,23,CLE,10,176,21,52,0.404,0,0,0.0,21,52,0.404,0.404,11,12,0.917,14,19,33,6,5,4,13,17,53,8.4,0.463,0.0,0.231,8.5,13.0,10.6,4.6,1.4,1.3,18.5,16.5,-0.1,0.1,-0.1,-0.016,-3.1,-0.8,-3.9,-0.1,0,0.0,OOR,1982,0.183
Mike Bratz,PG,26,SAS,81,1616,230,565,0.407,46,138,0.333,184,427,0.431,0.448,119,152,0.783,40,126,166,438,65,11,139,183,625,14.2,0.495,0.244,0.269,2.7,8.4,5.5,34.2,1.9,0.4,18.0,19.0,1.5,1.2,2.7,0.081,0.6,-1.0,-0.3,0.7,0,0.0,OOR,1982,0.585
Jim Brewer,PF,30,LAL,71,966,81,175,0.463,1,6,0.167,80,169,0.473,0.466,7,19,0.368,106,158,264,42,39,46,37,127,170,10.1,0.464,0.034,0.109,12.4,17.2,14.9,4.8,1.9,2.5,16.8,9.1,0.4,1.4,1.8,0.088,-1.8,1.0,-0.8,0.3,0,0.0,OOR,1982,0.695
Ron Brewer,SG,26,CLE,72,2319,569,1194,0.477,8,31,0.258,561,1163,0.482,0.48,211,260,0.812,55,106,161,188,82,30,125,151,1357,15.9,0.519,0.026,0.218,2.5,5.3,3.9,12.8,1.7,0.7,8.7,25.2,2.6,0.7,3.3,0.068,0.8,-1.1,-0.2,1.0,0,0.0,OOR,1982,0.183
Junior Bridgeman,SF,28,MIL,41,924,209,433,0.483,4,9,0.444,205,424,0.483,0.487,89,103,0.864,37,88,125,109,28,3,64,91,511,16.0,0.534,0.021,0.238,4.8,10.5,7.8,17.6,1.5,0.2,11.8,24.1,1.4,1.2,2.6,0.136,0.7,-0.5,0.3,0.5,0,0.0,OOR,1982,0.671
Allan Bristow,SF,30,DAL,82,2035,218,499,0.437,3,18,0.167,215,481,0.447,0.44,134,164,0.817,119,220,339,448,65,6,165,222,573,12.6,0.502,0.036,0.329,6.5,12.8,9.5,29.3,1.6,0.2,22.4,14.9,1.3,1.2,2.5,0.059,-0.3,-0.2,-0.5,0.8,0,0.0,OOR,1982,0.341
Jim Brogan,SG,23,SDC,63,1027,165,364,0.453,9,32,0.281,156,332,0.47,0.466,61,84,0.726,61,59,120,156,49,13,83,123,400,13.0,0.499,0.088,0.231,6.9,7.0,7.0,20.6,2.3,0.7,17.2,19.2,0.6,0.2,0.8,0.035,-0.2,-0.8,-1.0,0.3,0,0.0,OOR,1982,0.207
Michael Brooks,SF,23,SDC,82,2750,537,1066,0.504,0,7,0.0,537,1059,0.507,0.504,202,267,0.757,207,417,624,236,113,39,197,285,1276,16.1,0.539,0.007,0.25,8.7,18.6,13.5,12.2,1.9,0.8,14.3,20.4,3.4,1.2,4.5,0.079,1.0,-0.7,0.2,1.5,0,0.0,OOR,1982,0.207
Fred Brown,SG,33,SEA,82,1785,393,863,0.455,25,77,0.325,368,786,0.468,0.47,111,129,0.86,42,98,140,238,69,4,96,111,922,15.2,0.501,0.089,0.149,2.6,5.8,4.3,20.1,1.9,0.1,9.5,23.6,1.7,2.2,3.9,0.104,0.3,-0.2,0.1,0.9,0,0.0,OOR,1982,0.634
Rickey Brown,C,23,GSW,82,1260,192,418,0.459,0,0,0.0,192,418,0.459,0.459,86,122,0.705,136,228,364,19,36,29,84,243,470,11.2,0.498,0.0,0.292,11.6,20.1,15.8,2.0,1.4,1.3,15.1,17.8,0.4,1.4,1.8,0.068,-3.5,-1.0,-4.6,-0.8,0,0.0,OOR,1982,0.549
Joe Bryant,SF,27,SDC,75,1988,341,701,0.486,8,30,0.267,333,671,0.496,0.492,194,247,0.785,79,195,274,189,78,29,183,250,884,12.8,0.546,0.043,0.352,4.6,12.0,8.2,13.1,1.9,0.8,18.4,20.3,1.0,0.5,1.5,0.036,-1.0,-0.9,-2.0,0.0,0,0.0,OOR,1982,0.207
Quinn Buckner,PG,27,MIL,70,2156,396,822,0.482,4,15,0.267,392,807,0.486,0.484,110,168,0.655,77,173,250,328,174,3,180,218,906,14.4,0.506,0.018,0.204,4.3,8.9,6.6,21.4,3.9,0.1,16.7,20.5,0.7,3.9,4.6,0.103,-1.2,2.1,0.9,1.6,0,0.0,OOR,1982,0.671
Roger Burkman,SG,23,CHI,6,30,0,4,0.0,0,1,0.0,0,3,0.0,0.0,5,6,0.833,2,4,6,5,6,2,3,6,5,15.5,0.377,0.25,1.5,7.9,14.5,11.3,19.7,9.7,3.7,31.1,13.5,0.0,0.1,0.1,0.093,-3.9,2.0,-2.0,0.1,0,0.0,OOR,1982,0.415
David Burns,PG,23,DEN,9,87,7,16,0.438,0,0,0.0,7,16,0.438,0.438,9,15,0.6,1,4,5,15,3,0,13,17,23,3.6,0.509,0.0,0.938,1.3,5.0,3.1,19.5,1.5,0.0,36.5,15.8,-0.2,0.0,-0.1,-0.071,-4.5,-0.5,-5.0,-0.1,0,0.0,OOR,1982,0.561
Don Buse,PG,31,IND,82,2529,312,685,0.455,73,189,0.386,239,496,0.482,0.509,100,123,0.813,46,177,223,407,164,27,95,176,797,14.8,0.539,0.276,0.18,1.9,7.8,4.8,22.5,3.2,0.6,11.4,13.7,3.7,3.4,7.1,0.135,0.3,2.3,2.6,2.9,0,0.0,OOR,1982,0.427
Kenny Carr,PF,26,CLE,74,1926,348,692,0.503,1,10,0.1,347,682,0.509,0.504,198,302,0.656,167,364,531,86,64,22,152,249,895,14.7,0.543,0.014,0.436,9.2,22.4,15.5,6.5,1.6,0.6,15.6,20.6,1.3,1.6,2.9,0.073,-1.0,-0.8,-1.9,0.1,0,0.0,OOR,1982,0.183
M.L. Carr,SF,31,BOS,56,1296,184,409,0.45,5,17,0.294,179,392,0.457,0.456,82,116,0.707,56,94,150,128,67,21,63,136,455,11.9,0.495,0.042,0.284,4.9,7.8,6.4,12.6,2.4,0.9,12.0,16.2,1.0,1.8,2.8,0.103,-1.2,1.8,0.5,0.8,0,0.0,OOR,1982,0.768
Joe Barry Carroll,C,23,GSW,76,2627,527,1016,0.519,0,1,0.0,527,1015,0.519,0.519,235,323,0.728,210,423,633,64,64,127,206,265,1289,15.9,0.557,0.001,0.318,8.6,17.9,13.1,3.4,1.2,2.7,15.1,20.9,2.6,2.9,5.5,0.1,-0.4,-0.4,-0.8,0.8,0,0.0,OOR,1982,0.549
Butch Carter,SG,23,IND,75,1035,188,402,0.468,8,25,0.32,180,377,0.477,0.478,58,70,0.829,30,49,79,60,34,11,54,110,442,11.1,0.511,0.062,0.174,3.1,5.3,4.1,8.8,1.6,0.6,11.1,19.6,0.3,0.9,1.3,0.059,-2.3,-0.3,-2.6,-0.2,0,0.0,OOR,1982,0.427
Reggie Carter,SG,24,NYK,75,923,119,280,0.425,0,0,0.0,119,280,0.425,0.425,64,80,0.8,35,60,95,130,36,6,78,124,302,9.4,0.479,0.0,0.286,4.3,7.6,5.9,18.5,1.9,0.4,19.8,17.6,-0.3,0.6,0.3,0.016,-3.1,-0.4,-3.5,-0.3,0,0.0,OOR,1982,0.402
Bill Cartwright,C,24,NYK,72,2060,390,694,0.562,0,0,0.0,390,694,0.562,0.562,257,337,0.763,116,305,421,87,48,65,166,208,1037,16.3,0.616,0.0,0.486,6.3,17.3,11.7,6.0,1.1,1.8,16.5,20.2,3.2,1.8,5.0,0.116,0.4,-0.4,0.0,1.1,0,0.0,OOR,1982,0.402
Harvey Catchings,PF,30,MIL,80,1603,94,224,0.42,0,0,0.0,94,224,0.42,0.42,41,69,0.594,129,227,356,97,42,134,94,237,229,8.1,0.45,0.0,0.308,9.6,15.6,12.7,7.2,1.3,4.8,27.0,8.9,-0.6,3.0,2.3,0.07,-3.2,2.8,-0.4,0.6,0,0.0,OOR,1982,0.671
Bobby Cattage,PF,23,UTA,49,337,60,135,0.444,0,2,0.0,60,133,0.451,0.444,30,41,0.732,22,51,73,7,7,0,18,58,150,10.5,0.49,0.015,0.304,6.9,16.6,11.6,2.8,1.0,0.0,10.5,20.3,0.1,0.1,0.2,0.028,-3.8,-2.4,-6.2,-0.4,0,0.0,OOR,1982,0.305
Tom Chambers,PF,22,SDC,81,2682,554,1056,0.525,0,2,0.0,554,1054,0.526,0.525,284,458,0.62,211,350,561,146,58,46,220,341,1392,15.0,0.553,0.002,0.434,9.1,16.0,12.5,7.9,1.0,1.0,14.9,22.4,2.9,0.4,3.3,0.059,-0.2,-2.0,-2.2,-0.1,0,0.0,OOR,1982,0.207
Maurice Cheeks,PG,25,PHI,79,2498,352,676,0.521,6,22,0.273,346,654,0.529,0.525,171,220,0.777,51,197,248,667,209,33,184,247,881,18.3,0.57,0.033,0.325,2.4,8.5,5.6,34.7,4.0,0.8,19.2,16.0,4.6,4.0,8.6,0.166,1.8,2.4,4.2,3.9,0,0.0,OOR,1982,0.707
Jim Chones,C,32,WSB,59,867,74,171,0.433,0,0,0.0,74,171,0.433,0.433,36,46,0.783,39,146,185,64,15,32,41,114,184,8.6,0.481,0.0,0.269,5.0,18.1,11.7,9.6,0.8,2.1,17.7,11.2,0.0,1.4,1.4,0.076,-3.1,2.2,-0.9,0.2,0,0.0,OOR,1982,0.524
Don Collins,SG,23,WSB,79,1609,334,653,0.511,1,12,0.083,333,641,0.52,0.512,121,169,0.716,101,95,196,148,89,24,135,195,790,15.1,0.543,0.018,0.259,7.0,6.3,6.7,14.2,2.7,0.8,15.7,22.4,0.9,2.5,3.4,0.101,-0.3,1.6,1.3,1.3,0,0.0,OOR,1982,0.524
Darwin Cook,PG,23,NJN,82,2090,387,803,0.482,7,31,0.226,380,772,0.492,0.486,118,162,0.728,52,103,155,319,146,24,175,196,899,13.7,0.514,0.039,0.202,2.8,5.6,4.2,21.8,3.3,0.7,16.7,20.0,0.7,3.2,3.9,0.089,-0.9,1.6,0.7,1.4,0,0.0,OOR,1982,0.537
Jeff Cook,PF,25,PHO,76,1298,151,358,0.422,0,2,0.0,151,356,0.424,0.422,89,134,0.664,112,189,301,100,37,23,80,174,391,10.2,0.469,0.006,0.374,9.8,15.7,12.8,10.0,1.4,1.0,16.1,15.8,0.0,2.0,2.0,0.073,-2.7,0.2,-2.5,-0.2,0,0.0,OOR,1982,0.561
Joe Cooper,C,24,NJN,1,11,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,1,1,2,0,0,0,1,2,2,1.3,0.5,0.0,0.0,10.2,10.4,10.3,0.0,0.0,0.0,33.3,10.9,0.0,0.0,0.0,-0.026,-4.6,-0.2,-4.8,0.0,0,0.0,OOR,1982,0.537
Michael Cooper,SG,25,LAL,76,2197,383,741,0.517,2,17,0.118,381,724,0.526,0.518,139,171,0.813,84,185,269,230,120,61,151,216,907,14.3,0.556,0.023,0.231,4.3,8.8,6.7,12.9,2.5,1.5,15.6,17.5,2.4,2.6,5.0,0.109,-0.3,1.2,0.9,1.6,0,0.004,Candidate,1982,0.695
Wayne Cooper,C,25,DAL,76,1818,281,669,0.42,1,8,0.125,280,661,0.424,0.421,119,160,0.744,200,350,550,115,37,106,88,285,682,13.8,0.461,0.012,0.239,12.1,22.8,17.3,9.0,1.0,3.4,10.6,18.7,0.9,1.9,2.9,0.076,-1.8,-0.2,-2.0,0.0,0,0.0,OOR,1982,0.341
Hollis Copeland,SF,26,NYK,18,118,16,38,0.421,0,0,0.0,16,38,0.421,0.421,5,6,0.833,3,2,5,9,4,2,4,19,37,7.5,0.455,0.0,0.158,2.9,2.0,2.4,10.1,1.6,1.0,9.0,15.6,0.0,0.1,0.1,0.029,-3.8,-0.1,-4.0,-0.1,0,0.0,OOR,1982,0.402
Dave Corzine,C,25,SAS,82,2189,336,648,0.519,1,4,0.25,335,644,0.52,0.519,159,213,0.746,211,418,629,130,33,126,139,235,832,14.9,0.561,0.006,0.329,10.3,20.5,15.4,7.6,0.7,3.2,15.8,16.0,2.6,2.5,5.2,0.113,-0.1,0.2,0.1,1.1,0,0.0,OOR,1982,0.585
Charlie Criss,PG,33,SDC,55,1392,222,498,0.446,10,29,0.345,212,469,0.452,0.456,141,159,0.887,13,69,82,187,44,6,82,96,595,13.3,0.524,0.058,0.319,1.1,5.9,3.4,19.2,1.5,0.3,12.6,19.5,1.6,0.4,2.1,0.072,-0.2,-1.1,-1.3,0.2,0,0.0,OOR,1982,0.207
Geoff Crompton,C,26,MIL,35,203,11,32,0.344,0,0,0.0,11,32,0.344,0.344,6,15,0.4,10,31,41,13,6,12,17,39,28,3.6,0.363,0.0,0.469,5.9,16.9,11.6,7.6,1.4,3.4,30.6,11.3,-0.4,0.4,0.0,-0.011,-5.8,1.5,-4.3,-0.1,0,0.0,OOR,1982,0.671
Pat Cummings,PF,25,MIL,78,1132,219,430,0.509,0,2,0.0,219,428,0.512,0.509,67,91,0.736,61,184,245,99,22,9,108,227,505,11.1,0.537,0.005,0.212,6.4,17.9,12.4,12.5,0.9,0.5,18.7,21.0,0.1,1.7,1.8,0.078,-3.5,-0.1,-3.6,-0.5,0,0.0,OOR,1982,0.671
Earl Cureton,PF,24,PHI,66,956,149,306,0.487,0,2,0.0,149,304,0.49,0.487,51,94,0.543,90,180,270,32,31,27,44,142,349,12.8,0.502,0.007,0.307,11.1,20.3,15.9,4.4,1.5,1.6,11.2,17.0,0.6,1.5,2.1,0.103,-2.1,-0.5,-2.6,-0.1,0,0.0,OOR,1982,0.707
Bob Dandridge,SF,34,MIL,11,174,21,55,0.382,0,0,0.0,21,55,0.382,0.382,10,17,0.588,4,13,17,13,5,2,11,25,52,5.2,0.416,0.0,0.309,2.7,8.3,5.6,9.7,1.4,0.7,15.0,17.4,-0.2,0.2,0.0,0.003,-4.5,-0.3,-4.8,-0.2,0,0.0,OOR,1982,0.671
Adrian Dantley,SF,26,UTA,81,3222,904,1586,0.57,1,3,0.333,903,1583,0.57,0.57,648,818,0.792,231,283,514,324,95,14,299,252,2457,24.2,0.631,0.002,0.516,7.6,9.6,8.6,15.5,1.4,0.2,13.3,27.9,11.9,0.7,12.6,0.187,5.8,-1.7,4.1,5.0,0,0.01,Candidate,1982,0.305
Brad Davis,PG,26,DAL,82,2614,397,771,0.515,14,49,0.286,383,722,0.53,0.524,185,230,0.804,35,191,226,509,73,6,159,218,993,14.5,0.569,0.064,0.298,1.5,8.6,4.9,27.5,1.4,0.1,15.4,16.2,4.4,1.0,5.4,0.1,0.6,-0.8,-0.2,1.2,0,0.0,OOR,1982,0.341
Charles Davis,SF,23,WSB,54,575,88,184,0.478,0,2,0.0,88,182,0.484,0.478,30,37,0.811,54,79,133,31,10,13,43,89,206,10.7,0.514,0.011,0.201,10.5,14.8,12.6,7.7,0.8,1.3,17.7,17.7,0.0,0.8,0.9,0.072,-2.9,0.3,-2.6,-0.1,0,0.0,OOR,1982,0.524
Johnny Davis,SG,26,IND,82,2664,538,1153,0.467,5,27,0.185,533,1126,0.473,0.469,315,394,0.799,72,106,178,346,76,11,186,176,1396,15.2,0.526,0.023,0.342,2.9,4.4,3.6,20.4,1.4,0.2,12.3,23.7,3.0,2.1,5.1,0.091,0.6,-1.1,-0.6,1.0,0,0.0,OOR,1982,0.427
Ron Davis,SF,27,SDC,7,67,10,25,0.4,0,0,0.0,10,25,0.4,0.4,3,6,0.5,7,6,13,4,0,0,5,8,23,6.6,0.416,0.0,0.24,12.1,11.0,11.6,8.0,0.0,0.0,15.3,19.8,-0.1,0.0,-0.1,-0.066,-3.6,-1.5,-5.2,-0.1,0,0.0,OOR,1982,0.207
Walter Davis,SF,27,PHO,55,1182,350,669,0.523,3,16,0.188,347,653,0.531,0.525,91,111,0.82,21,82,103,162,46,3,112,104,794,18.3,0.553,0.024,0.166,2.0,7.5,4.8,23.3,1.9,0.1,13.5,29.0,1.2,1.4,2.7,0.109,1.4,-0.6,0.8,0.8,0,0.0,OOR,1982,0.561
Darryl Dawkins,C,25,PHI,48,1124,207,367,0.564,0,2,0.0,207,365,0.567,0.564,114,164,0.695,68,237,305,55,19,55,96,193,528,15.0,0.601,0.005,0.447,7.1,22.8,15.3,6.7,0.8,2.8,17.9,19.8,1.1,1.8,2.9,0.122,-2.0,0.4,-1.6,0.1,0,0.0,OOR,1982,0.707
Larry Demic,PF,24,NYK,48,356,39,83,0.47,0,1,0.0,39,82,0.476,0.47,14,39,0.359,29,50,79,14,4,6,26,65,92,5.7,0.459,0.012,0.47,9.1,16.4,12.7,5.0,0.5,1.0,20.6,14.6,-0.4,0.2,-0.1,-0.017,-5.3,-1.2,-6.5,-0.4,0,0.0,OOR,1982,0.402
Kenny Dennard,PF,23,KCK,30,607,62,121,0.512,0,0,0.0,62,121,0.512,0.512,26,40,0.65,47,86,133,42,35,8,35,81,150,11.1,0.541,0.0,0.331,8.5,16.3,12.3,8.6,2.7,0.8,20.2,11.7,0.3,0.8,1.1,0.084,-1.6,1.6,0.0,0.3,0,0.0,OOR,1982,0.366
Coby Dietrick,C,33,CHI,74,999,92,200,0.46,0,1,0.0,92,199,0.462,0.46,38,54,0.704,63,125,188,87,49,30,44,131,222,10.8,0.496,0.005,0.27,7.5,13.6,10.7,11.5,2.4,1.7,16.4,11.2,0.5,1.1,1.7,0.08,-1.3,2.0,0.7,0.7,0,0.0,OOR,1982,0.415
Mickey Dillard,PG,23,CLE,33,221,29,79,0.367,0,4,0.0,29,75,0.387,0.367,15,23,0.652,6,9,15,34,8,2,17,40,73,7.0,0.41,0.051,0.291,2.9,4.9,3.8,21.1,1.8,0.5,16.0,19.8,-0.3,0.0,-0.2,-0.051,-4.9,-0.9,-5.8,-0.3,0,0.0,OOR,1982,0.183
James Donaldson,C,24,SEA,82,1710,255,419,0.609,0,0,0.0,255,419,0.609,0.609,151,240,0.629,138,352,490,51,27,139,115,186,661,16.0,0.63,0.0,0.573,9.1,21.6,15.6,4.1,0.8,4.5,18.0,15.5,2.2,3.4,5.6,0.156,-0.5,1.7,1.2,1.4,0,0.0,OOR,1982,0.634
John Douglas,SG,25,SDC,64,1031,181,389,0.465,18,59,0.305,163,330,0.494,0.488,67,102,0.657,27,63,90,146,48,9,92,147,447,12.1,0.515,0.152,0.262,3.0,7.5,5.2,19.6,2.2,0.5,17.5,20.8,0.3,0.2,0.5,0.022,-1.5,-1.1,-2.5,-0.1,0,0.0,OOR,1982,0.207
Leon Douglas,C,27,KCK,63,1093,70,140,0.5,0,0,0.0,70,140,0.5,0.5,32,80,0.4,111,179,290,35,15,38,55,210,172,6.5,0.491,0.0,0.571,11.1,18.9,14.9,3.8,0.6,2.0,23.9,8.6,-0.1,1.1,1.0,0.044,-4.2,0.0,-4.2,-0.6,0,0.0,OOR,1982,0.366
John Drew,SF,27,ATL,70,2040,465,957,0.486,4,12,0.333,461,945,0.488,0.488,364,491,0.741,169,206,375,96,64,3,178,250,1298,18.1,0.553,0.013,0.513,9.3,11.5,10.4,8.1,1.6,0.1,13.2,28.7,3.2,2.4,5.5,0.13,1.4,-1.1,0.3,1.2,0,0.0,OOR,1982,0.512
Larry Drew,PG,23,KCK,81,1973,358,757,0.473,8,27,0.296,350,730,0.479,0.478,150,189,0.794,30,119,149,419,110,1,174,150,874,15.3,0.52,0.036,0.25,1.7,7.0,4.2,29.3,2.6,0.0,17.2,21.0,1.3,1.7,3.0,0.074,0.4,-0.3,0.1,1.0,0,0.0,OOR,1982,0.366
Terry Duerod,SG,25,BOS,21,146,34,77,0.442,0,1,0.0,34,76,0.447,0.442,4,12,0.333,6,9,15,12,3,1,2,9,72,12.5,0.438,0.013,0.156,4.6,6.6,5.7,11.9,1.0,0.4,2.4,23.1,0.1,0.1,0.2,0.071,-2.2,-0.7,-2.9,0.0,0,0.0,OOR,1982,0.768
