Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Othell Wilson,PG,25,53,789,82,185,0.443,3,18,0.167,79,167,0.473,0.451,43,54,0.796,28,53,81,207,42,4,77,67,210,12.1,0.503,0.097,0.292,3.9,7.4,5.6,33.4,2.5,0.3,26.9,14.5,0.1,0.5,0.6,0.038,-0.8,0.4,-0.5,0.3,0,0.0,OOR,1987
David Wingate,SG,23,77,1612,259,602,0.43,13,52,0.25,246,550,0.447,0.441,149,201,0.741,70,86,156,155,93,19,128,169,680,11.9,0.492,0.086,0.334,5.1,6.0,5.6,14.2,2.8,0.7,15.6,21.3,-0.1,1.5,1.4,0.041,-2.2,0.2,-2.1,0.0,0,0.0,OOR,1987
Randy Wittman,SG,27,71,2049,398,792,0.503,4,12,0.333,394,780,0.505,0.505,100,127,0.787,30,94,124,211,39,16,88,107,900,13.0,0.531,0.015,0.16,1.6,4.9,3.3,15.2,0.9,0.5,9.4,18.8,2.6,1.5,4.2,0.098,-0.1,-0.5,-0.6,0.7,0,0.0,OOR,1987
Al Wood,SG,28,54,657,121,310,0.39,7,25,0.28,114,285,0.4,0.402,109,139,0.784,39,55,94,34,19,11,34,83,358,13.2,0.482,0.081,0.448,6.5,8.9,7.7,7.2,1.4,0.9,8.4,25.1,0.5,0.5,1.0,0.076,-1.9,-1.6,-3.4,-0.2,0,0.0,OOR,1987
Leon Wood,PG,24,76,1733,187,501,0.373,60,200,0.3,127,301,0.422,0.433,123,154,0.799,23,97,120,370,48,3,108,126,557,11.1,0.49,0.399,0.307,1.5,6.3,3.9,28.8,1.3,0.1,16.0,15.7,1.3,0.6,2.0,0.054,0.2,-1.3,-1.1,0.4,0,0.0,OOR,1987
Mike Woodson,SG,28,74,2126,494,1130,0.437,34,123,0.276,460,1007,0.457,0.452,240,290,0.828,68,94,162,196,100,16,168,201,1262,13.9,0.502,0.109,0.257,3.3,5.3,4.2,15.2,2.2,0.4,11.8,26.7,0.2,0.7,0.9,0.021,-1.1,-1.4,-2.5,-0.2,0,0.0,OOR,1987
Orlando Woolridge,SF,27,75,2638,556,1067,0.521,1,8,0.125,555,1059,0.524,0.522,438,564,0.777,118,249,367,261,54,86,213,243,1551,17.6,0.59,0.007,0.529,5.0,10.6,7.8,15.5,1.0,1.9,13.9,23.4,5.3,1.6,6.8,0.124,2.6,-0.5,2.1,2.7,0,0.0,OOR,1987
James Worthy,SF,25,82,2819,651,1207,0.539,0,13,0.0,651,1194,0.545,0.539,292,389,0.751,158,308,466,226,108,83,168,206,1594,18.4,0.578,0.011,0.322,6.7,11.4,9.2,11.2,1.8,1.6,10.9,22.3,5.9,3.4,9.3,0.158,2.3,0.3,2.6,3.3,0,0.0,OOR,1987
Brad Wright,PF,24,14,138,20,46,0.435,0,1,0.0,20,45,0.444,0.435,12,28,0.429,25,28,53,1,3,6,13,20,52,11.2,0.446,0.022,0.609,20.2,23.0,21.6,1.0,1.1,2.5,18.2,21.6,-0.2,0.1,0.0,-0.013,-3.7,-2.9,-6.5,-0.2,0,0.0,OOR,1987
Danny Young,PG,24,73,1482,132,288,0.458,29,79,0.367,103,209,0.493,0.509,59,71,0.831,23,90,113,353,74,3,85,72,352,12.8,0.551,0.274,0.247,1.7,6.6,4.2,29.2,2.4,0.1,21.0,10.7,2.0,0.9,2.9,0.095,0.8,0.3,1.1,1.2,0,0.0,OOR,1987
Perry Young,SG,23,9,72,6,21,0.286,0,0,0.0,6,21,0.286,0.286,1,2,0.5,3,5,8,7,5,1,4,14,13,3.0,0.297,0.0,0.095,4.8,7.7,6.2,11.5,3.2,0.8,15.5,14.4,-0.2,0.1,-0.1,-0.047,-7.9,0.6,-7.3,-0.1,0,0.0,OOR,1987
