Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Mike Sanders,SF,26,82,1655,357,722,0.494,2,17,0.118,355,705,0.504,0.496,143,183,0.781,101,170,271,126,61,23,105,210,859,14.4,0.535,0.024,0.253,7.0,11.3,9.2,11.1,1.7,0.8,11.6,22.2,1.5,1.2,2.7,0.079,-0.7,-0.9,-1.6,0.2,0,0.0,OOR,1987
Danny Schayes,C,27,76,1556,210,405,0.519,0,0,0.0,210,405,0.519,0.519,229,294,0.779,120,260,380,85,20,74,95,266,649,13.4,0.607,0.0,0.726,7.6,18.7,12.8,6.7,0.6,2.7,15.1,15.5,2.6,1.3,3.9,0.121,-2.0,-0.3,-2.3,-0.1,0,0.0,OOR,1987
Russ Schoene,PF,26,63,579,71,190,0.374,2,13,0.154,69,177,0.39,0.379,29,46,0.63,52,65,117,27,20,11,42,94,173,6.2,0.411,0.068,0.242,9.8,12.3,11.0,6.0,1.6,1.1,16.7,17.1,-0.6,0.4,-0.2,-0.018,-4.9,-1.0,-6.0,-0.6,0,0.0,OOR,1987
Detlef Schrempf,SF,24,81,1711,265,561,0.472,33,69,0.478,232,492,0.472,0.502,193,260,0.742,87,216,303,161,50,16,110,224,756,13.7,0.56,0.123,0.463,5.6,13.4,9.6,12.6,1.4,0.5,14.0,18.7,2.5,1.5,4.0,0.113,-0.2,-0.1,-0.3,0.7,0,0.0,OOR,1987
John Schweitz,SG,26,3,7,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,1,1,0,0,0,2,2,0,-20.3,0.0,0.0,0.0,0.0,14.9,7.7,0.0,0.0,0.0,66.7,17.3,-0.1,0.0,-0.1,-0.463,-22.1,-5.1,-27.2,0.0,0,0.0,OOR,1987
Byron Scott,SG,25,82,2729,554,1134,0.489,65,149,0.436,489,985,0.496,0.517,224,251,0.892,63,223,286,281,125,18,144,163,1397,16.0,0.561,0.131,0.221,2.8,8.5,5.8,13.8,2.2,0.4,10.4,20.6,4.8,2.9,7.7,0.136,0.9,0.2,1.1,2.1,0,0.0,OOR,1987
Carey Scurry,SF,24,69,753,123,247,0.498,4,13,0.308,119,234,0.509,0.506,94,134,0.701,97,101,198,57,55,54,56,124,344,18.3,0.562,0.053,0.543,13.3,14.1,13.7,10.5,3.4,4.1,15.5,19.1,1.0,1.6,2.6,0.168,0.5,3.4,3.9,1.1,0,0.0,OOR,1987
Brad Sellers,PF,24,80,1751,276,606,0.455,2,10,0.2,274,596,0.46,0.457,126,173,0.728,155,218,373,102,44,68,84,194,680,13.4,0.498,0.017,0.285,9.8,14.4,12.1,8.4,1.3,2.3,11.0,18.5,1.4,2.0,3.3,0.091,-1.4,-0.5,-1.9,0.1,0,0.0,OOR,1987
Purvis Short,SF,29,34,950,240,501,0.479,4,17,0.235,236,484,0.488,0.483,137,160,0.856,55,82,137,86,45,7,68,103,621,18.6,0.543,0.034,0.319,6.3,9.5,7.9,14.2,2.2,0.4,10.6,27.1,1.6,0.6,2.2,0.111,1.5,-0.9,0.7,0.7,0,0.0,OOR,1987
Jerry Sichting,PG,30,78,1566,202,398,0.508,7,26,0.269,195,372,0.524,0.516,37,42,0.881,22,69,91,187,40,1,61,124,448,9.4,0.538,0.065,0.106,1.7,4.6,3.3,15.1,1.2,0.0,12.8,13.0,1.2,1.0,2.3,0.07,-2.0,-0.4,-2.4,-0.1,0,0.0,OOR,1987
Jack Sikma,C,31,82,2536,390,842,0.463,0,2,0.0,390,840,0.464,0.463,265,313,0.847,208,614,822,203,88,90,160,328,1045,16.0,0.533,0.002,0.372,9.0,27.3,18.0,11.1,1.7,2.2,14.0,18.4,2.7,4.7,7.4,0.141,-0.1,1.2,1.1,2.0,0,0.0,OOR,1987
McKinley Singleton,PG,25,2,10,2,3,0.667,0,1,0.0,2,2,1.0,0.667,0,0,0.0,0,0,0,1,0,0,0,1,4,13.3,0.667,0.333,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.131,0.1,0.0,0.1,0.0,0,0.0,OOR,1987
Scott Skiles,PG,22,13,205,18,62,0.29,3,14,0.214,15,48,0.313,0.315,10,12,0.833,6,20,26,45,5,1,21,18,49,6.2,0.364,0.226,0.194,3.2,11.0,7.1,27.9,1.2,0.3,23.8,17.6,-0.4,0.2,-0.2,-0.05,-4.2,-0.8,-5.0,-0.2,0,0.0,OOR,1987
Clinton Smith,SG,23,41,341,50,117,0.427,0,2,0.0,50,115,0.435,0.427,27,36,0.75,26,30,56,45,13,1,26,36,127,11.5,0.478,0.017,0.308,8.3,9.7,9.0,17.7,1.8,0.2,16.4,18.8,0.0,0.2,0.2,0.032,-1.3,-0.9,-2.2,0.0,0,0.0,OOR,1987
Derek Smith,SG,25,52,1658,338,757,0.446,9,33,0.273,329,724,0.454,0.452,178,228,0.781,60,122,182,204,46,23,126,184,863,13.1,0.503,0.044,0.301,3.9,8.1,6.0,17.9,1.3,0.8,12.8,23.7,0.9,0.6,1.6,0.045,-1.0,-1.2,-2.2,-0.1,0,0.0,OOR,1987
Keith Smith,SG,22,42,461,57,150,0.38,3,9,0.333,54,141,0.383,0.39,21,28,0.75,13,19,32,43,25,3,30,74,138,6.0,0.425,0.06,0.187,3.1,4.6,3.9,12.4,2.6,0.4,15.6,17.1,-0.5,0.5,0.0,-0.003,-6.0,0.4,-5.5,-0.4,0,0.0,OOR,1987
Larry Smith,PF,29,80,2374,297,544,0.546,0,1,0.0,297,543,0.547,0.546,113,197,0.574,366,551,917,95,71,56,135,295,707,14.2,0.561,0.002,0.362,16.7,25.7,21.1,5.2,1.4,1.4,17.6,13.0,2.7,2.7,5.4,0.109,-0.2,-0.8,-1.1,0.6,0,0.0,OOR,1987
Otis Smith,SG,23,28,168,33,79,0.418,0,2,0.0,33,77,0.429,0.418,12,21,0.571,17,17,34,22,1,1,19,30,78,8.1,0.442,0.025,0.266,10.0,11.3,10.6,17.5,0.3,0.3,17.7,24.5,-0.2,0.1,-0.2,-0.053,-4.4,-3.4,-7.8,-0.2,0,0.0,OOR,1987
Mike Smrek,C,24,35,233,30,60,0.5,0,0,0.0,30,60,0.5,0.5,16,25,0.64,13,24,37,5,4,13,19,70,76,5.0,0.535,0.0,0.417,6.7,10.7,8.8,2.6,0.8,3.1,21.1,15.7,-0.1,0.3,0.1,0.031,-7.8,0.5,-7.3,-0.3,0,0.0,OOR,1987
Rory Sparrow,PG,28,80,1951,263,590,0.446,11,42,0.262,252,548,0.46,0.455,71,89,0.798,29,86,115,432,67,6,140,160,608,11.2,0.483,0.071,0.151,1.7,5.0,3.3,31.3,1.7,0.2,18.2,16.4,0.4,0.6,1.0,0.024,-1.1,-1.3,-2.4,-0.2,0,0.0,OOR,1987
Terence Stansbury,SG,25,44,375,67,156,0.429,11,29,0.379,56,127,0.441,0.465,31,50,0.62,8,16,24,57,13,0,29,78,176,9.7,0.494,0.186,0.321,2.3,4.7,3.5,20.9,1.6,0.0,14.0,21.7,0.2,0.1,0.3,0.042,-3.1,-1.2,-4.3,-0.2,0,0.0,OOR,1987
Brook Steppe,SG,27,34,665,95,199,0.477,3,9,0.333,92,190,0.484,0.485,73,88,0.83,21,40,61,81,18,3,54,56,266,11.4,0.559,0.045,0.442,3.4,6.6,5.0,16.3,1.3,0.3,18.5,17.5,0.5,0.2,0.7,0.05,-1.2,-0.8,-2.0,0.0,0,0.0,OOR,1987
Steve Stipanovich,C,26,81,2761,382,760,0.503,1,4,0.25,381,756,0.504,0.503,307,367,0.837,184,486,670,180,106,97,130,304,1072,15.9,0.582,0.005,0.483,7.1,19.6,13.3,9.0,1.9,2.1,12.4,15.9,4.6,4.4,9.0,0.156,0.2,1.6,1.8,2.6,0,0.0,OOR,1987
John Stockton,PG,24,82,1858,231,463,0.499,7,39,0.179,224,424,0.528,0.506,179,229,0.782,32,119,151,670,177,14,164,224,648,19.0,0.575,0.084,0.495,1.8,6.7,4.2,47.6,4.4,0.4,22.5,15.5,3.4,3.3,6.7,0.174,1.6,3.7,5.3,3.4,0,0.0,OOR,1987
Jon Sundvold,PG,25,76,1765,365,751,0.486,50,149,0.336,315,602,0.523,0.519,70,84,0.833,20,78,98,315,35,0,97,109,850,14.5,0.539,0.198,0.112,1.2,5.1,3.1,26.1,0.9,0.0,11.0,20.1,2.7,0.3,3.0,0.08,0.8,-2.3,-1.5,0.2,0,0.0,OOR,1987
Roy Tarpley,PF,22,75,1405,233,499,0.467,1,3,0.333,232,496,0.468,0.468,94,139,0.676,180,353,533,52,56,79,101,232,561,15.2,0.501,0.006,0.279,14.1,26.7,20.5,5.0,1.9,3.2,15.3,19.1,0.6,2.5,3.1,0.105,-2.3,0.4,-1.9,0.0,0,0.0,OOR,1987
Jeff Taylor,SG,27,12,44,6,10,0.6,0,0,0.0,6,10,0.6,0.6,9,10,0.9,1,3,4,3,2,1,8,4,21,11.7,0.729,0.0,1.0,2.5,7.1,4.9,9.0,2.2,1.3,35.7,20.6,0.0,0.1,0.0,0.05,-2.4,0.6,-1.8,0.0,0,0.0,OOR,1987
Terry Teagle,SG,26,82,1650,370,808,0.458,0,10,0.0,370,798,0.464,0.458,182,234,0.778,68,107,175,105,68,13,117,190,922,13.2,0.506,0.012,0.29,4.5,7.2,5.8,9.5,1.9,0.5,11.4,25.1,0.4,0.8,1.3,0.037,-1.9,-1.3,-3.3,-0.5,0,0.0,OOR,1987
Reggie Theus,PG,29,79,2872,577,1223,0.472,17,78,0.218,560,1145,0.489,0.479,429,495,0.867,86,180,266,692,78,16,289,208,1600,17.9,0.555,0.064,0.405,3.3,6.9,5.1,35.0,1.3,0.3,16.7,24.1,5.4,0.8,6.2,0.104,2.8,-1.9,0.9,2.1,0,0.0,OOR,1987
David Thirdkill,SF,26,17,89,10,24,0.417,0,1,0.0,10,23,0.435,0.417,5,16,0.313,5,14,19,2,2,0,5,12,25,4.5,0.403,0.042,0.667,6.9,16.3,12.0,2.8,1.1,0.0,13.9,17.3,-0.2,0.1,-0.1,-0.038,-8.3,-2.3,-10.7,-0.2,0,0.0,OOR,1987
Isiah Thomas,PG,25,81,3013,626,1353,0.463,19,98,0.194,607,1255,0.484,0.47,400,521,0.768,82,237,319,813,153,20,343,251,1671,18.8,0.528,0.072,0.385,3.0,8.2,5.7,39.3,2.4,0.4,17.8,25.9,3.8,3.8,7.6,0.121,2.9,0.4,3.3,4.0,0,0.022,Candidate,1987
Bernard Thompson,SF,24,24,331,42,105,0.4,0,3,0.0,42,102,0.412,0.4,27,33,0.818,20,11,31,18,11,5,16,53,111,7.2,0.464,0.029,0.314,6.9,3.7,5.3,7.0,1.6,0.9,11.8,16.6,0.0,0.1,0.1,0.019,-4.6,-1.5,-6.1,-0.3,0,0.0,OOR,1987
Billy Thompson,SF,23,59,762,142,261,0.544,0,1,0.0,142,260,0.546,0.544,48,74,0.649,69,102,171,60,15,30,61,148,332,12.8,0.565,0.004,0.284,10.8,13.9,12.5,10.3,0.9,2.2,17.2,18.9,0.7,0.9,1.6,0.102,-2.6,-0.1,-2.7,-0.1,0,0.0,OOR,1987
LaSalle Thompson,C,25,82,2166,362,752,0.481,0,5,0.0,362,747,0.485,0.481,188,255,0.737,237,450,687,122,69,126,143,290,912,15.7,0.528,0.007,0.339,11.9,22.8,17.3,7.8,1.5,3.3,14.2,18.6,2.0,2.5,4.5,0.1,-0.9,0.4,-0.4,0.8,0,0.0,OOR,1987
Mychal Thompson,PF,32,82,1890,359,797,0.45,1,2,0.5,358,795,0.45,0.451,219,297,0.737,138,274,412,115,45,71,134,202,938,13.9,0.506,0.003,0.373,8.1,16.1,12.0,8.5,1.1,2.1,12.6,22.6,0.8,1.8,2.6,0.066,-1.5,-1.1,-2.6,-0.3,0,0.0,OOR,1987
Bob Thornton,PF,24,33,282,29,67,0.433,0,1,0.0,29,66,0.439,0.433,13,20,0.65,18,38,56,8,4,3,24,48,71,4.1,0.468,0.015,0.299,7.1,15.3,11.1,3.8,0.7,0.6,24.0,14.8,-0.4,0.2,-0.3,-0.044,-6.4,-1.5,-7.9,-0.4,0,0.0,OOR,1987
Otis Thorpe,PF,24,82,2956,567,1050,0.54,0,3,0.0,567,1047,0.542,0.54,413,543,0.761,259,560,819,201,46,60,189,292,1547,18.0,0.6,0.003,0.517,9.5,20.8,15.1,9.7,0.7,1.1,12.8,20.0,6.8,2.1,9.0,0.146,1.8,-0.6,1.2,2.4,0,0.0,OOR,1987
Sedale Threatt,PG,25,68,1446,239,534,0.448,7,32,0.219,232,502,0.462,0.454,95,119,0.798,26,82,108,259,74,13,89,164,580,13.6,0.495,0.06,0.223,2.1,6.5,4.3,26.3,2.5,0.5,13.2,19.7,1.1,1.3,2.5,0.082,-1.6,0.0,-1.6,0.2,0,0.0,OOR,1987
Wayman Tisdale,PF,22,81,2159,458,892,0.513,0,2,0.0,458,890,0.515,0.513,258,364,0.709,217,258,475,117,50,26,139,293,1174,16.3,0.558,0.002,0.408,10.8,13.3,12.0,8.3,1.1,0.7,11.7,23.0,3.2,2.3,5.6,0.124,0.4,-1.0,-0.6,0.7,0,0.0,OOR,1987
Andrew Toney,SG,29,52,1058,197,437,0.451,22,67,0.328,175,370,0.473,0.476,133,167,0.796,16,69,85,188,18,8,112,78,549,14.3,0.538,0.153,0.382,1.8,7.3,4.6,27.2,0.8,0.4,18.0,24.7,0.8,0.5,1.2,0.056,0.6,-2.7,-2.1,0.0,0,0.0,OOR,1987
Kelly Tripucka,SF,27,79,1865,291,621,0.469,19,52,0.365,272,569,0.478,0.484,197,226,0.872,54,188,242,243,85,11,167,147,798,13.0,0.554,0.084,0.364,3.0,10.6,6.7,17.9,2.1,0.3,18.8,18.9,0.8,2.6,3.3,0.085,-1.6,0.9,-0.7,0.6,0,0.0,OOR,1987
Trent Tucker,SG,27,70,1691,325,691,0.47,68,161,0.422,257,530,0.485,0.52,77,101,0.762,49,86,135,166,116,13,78,169,795,15.4,0.54,0.233,0.146,3.2,5.8,4.5,15.1,3.3,0.4,9.6,20.1,2.1,1.3,3.4,0.096,0.6,1.2,1.8,1.6,0,0.0,OOR,1987
Andre Turner,PG,22,3,18,2,5,0.4,0,1,0.0,2,4,0.5,0.4,0,0,0.0,1,1,2,1,0,0,5,1,4,-7.1,0.4,0.2,0.0,6.8,5.8,6.2,6.9,0.0,0.0,50.0,23.7,-0.1,0.0,-0.1,-0.354,-10.7,-7.2,-18.0,-0.1,0,0.0,OOR,1987
Elston Turner,SF,27,70,936,112,252,0.444,1,8,0.125,111,244,0.455,0.446,23,31,0.742,34,81,115,102,30,4,31,97,248,9.4,0.467,0.032,0.123,4.0,10.0,7.0,14.9,1.6,0.3,10.5,13.4,0.4,0.8,1.2,0.063,-2.8,0.2,-2.6,-0.1,0,0.0,OOR,1987
Jeff Turner,PF,24,76,1003,151,325,0.465,0,1,0.0,151,324,0.466,0.465,76,104,0.731,80,117,197,60,33,13,81,200,378,9.1,0.51,0.003,0.32,9.0,13.1,11.0,8.6,1.6,0.8,17.9,18.2,-0.1,0.8,0.6,0.031,-3.7,-0.2,-3.9,-0.5,0,0.0,OOR,1987
Melvin Turpin,C,26,64,801,169,366,0.462,0,0,0.0,169,366,0.462,0.462,55,77,0.714,62,128,190,33,11,40,63,90,393,13.0,0.491,0.0,0.21,8.4,17.2,12.8,6.5,0.7,2.8,13.6,23.1,-0.3,1.0,0.8,0.046,-2.7,-0.6,-3.4,-0.3,0,0.0,OOR,1987
Terry Tyler,SF,30,82,1930,329,664,0.495,1,3,0.333,328,661,0.496,0.496,101,140,0.721,116,212,328,73,55,78,78,151,760,12.8,0.524,0.005,0.211,6.5,12.1,9.3,5.3,1.3,2.3,9.7,16.6,1.6,1.3,2.9,0.072,-0.6,0.0,-0.6,0.7,0,0.0,OOR,1987
Darnell Valentine,PG,27,65,1759,275,671,0.41,13,56,0.232,262,615,0.426,0.42,163,200,0.815,38,112,150,447,116,10,167,148,726,14.5,0.478,0.083,0.298,2.2,7.6,4.7,37.3,3.1,0.3,18.0,21.0,0.0,1.1,1.1,0.029,-0.4,-0.5,-1.0,0.5,0,0.0,OOR,1987
Kiki Vandeweghe,SF,28,79,3029,808,1545,0.523,39,81,0.481,769,1464,0.525,0.536,467,527,0.886,86,165,251,220,52,17,139,137,2122,19.2,0.597,0.052,0.341,3.3,6.0,4.6,11.1,0.8,0.3,7.3,24.8,9.6,1.3,10.8,0.171,3.4,-1.9,1.5,2.7,0,0.0,OOR,1987
Nick Vanos,C,23,57,640,65,158,0.411,0,2,0.0,65,156,0.417,0.411,38,59,0.644,67,113,180,43,19,23,48,94,168,9.1,0.457,0.013,0.373,12.0,19.5,15.8,8.4,1.4,2.1,20.7,14.7,-0.4,0.7,0.3,0.024,-3.9,-0.1,-4.1,-0.3,0,0.0,OOR,1987
Pete Verhoeven,PF,27,5,44,5,14,0.357,0,0,0.0,5,14,0.357,0.357,0,0,0.0,2,5,7,2,2,1,0,11,10,5.2,0.357,0.0,0.0,4.9,12.6,8.7,6.0,2.2,1.4,0.0,13.3,0.0,0.1,0.0,0.04,-7.3,0.0,-7.3,-0.1,0,0.0,OOR,1987
Jay Vincent,SF,27,51,1386,274,613,0.447,0,3,0.0,274,610,0.449,0.447,130,169,0.769,69,141,210,85,40,17,77,127,678,13.2,0.493,0.005,0.276,5.2,11.0,8.0,9.4,1.4,0.7,10.1,22.2,0.7,1.2,1.9,0.067,-1.5,-1.0,-2.5,-0.2,0,0.0,OOR,1987
Sam Vincent,PG,23,46,374,60,136,0.441,0,0,0.0,60,136,0.441,0.441,51,55,0.927,5,22,27,59,13,1,33,33,171,12.8,0.534,0.0,0.404,1.6,6.1,4.1,20.8,1.7,0.1,17.1,22.0,0.2,0.3,0.5,0.069,-1.6,-0.8,-2.4,0.0,0,0.0,OOR,1987
Danny Vranes,SF,28,58,817,59,138,0.428,1,5,0.2,58,133,0.436,0.431,21,45,0.467,51,95,146,30,35,25,26,127,140,6.9,0.444,0.036,0.326,7.3,13.1,10.3,4.8,2.1,1.8,14.1,9.5,-0.1,0.9,0.8,0.048,-3.8,1.2,-2.6,-0.1,0,0.0,OOR,1987
Granville Waiters,C,26,44,534,40,93,0.43,0,1,0.0,40,92,0.435,0.43,5,9,0.556,38,49,87,22,10,31,16,83,85,6.5,0.438,0.011,0.097,7.9,10.6,9.2,5.3,0.9,3.5,14.2,8.9,0.0,0.6,0.5,0.049,-4.4,1.2,-3.2,-0.2,0,0.0,OOR,1987
Darrell Walker,PG,25,81,2020,358,742,0.482,0,4,0.0,358,738,0.485,0.482,272,365,0.745,157,170,327,282,120,37,187,229,988,15.8,0.547,0.005,0.492,7.7,9.4,8.5,18.1,2.7,1.0,17.2,20.7,2.0,1.8,3.8,0.09,0.3,0.2,0.4,1.3,0,0.0,OOR,1987
Kenny Walker,SF,22,68,1719,285,581,0.491,0,4,0.0,285,577,0.494,0.491,140,185,0.757,118,220,338,75,49,49,75,236,710,13.3,0.536,0.007,0.318,7.6,14.5,11.0,6.5,1.4,1.7,10.2,17.9,1.9,1.3,3.1,0.088,-1.2,-0.4,-1.6,0.2,0,0.0,OOR,1987
Bill Walton,C,34,10,112,10,26,0.385,0,0,0.0,10,26,0.385,0.385,8,15,0.533,11,20,31,9,1,10,15,23,28,5.6,0.429,0.0,0.577,12.1,18.5,15.6,9.7,0.4,5.0,31.5,18.1,-0.3,0.2,-0.1,-0.047,-6.4,2.3,-4.1,-0.1,0,0.0,OOR,1987
Chris Washburn,C,21,35,385,57,145,0.393,0,1,0.0,57,144,0.396,0.393,18,51,0.353,36,65,101,16,6,8,39,51,132,5.4,0.394,0.007,0.352,10.1,18.7,14.4,5.6,0.7,1.2,18.9,21.6,-1.1,0.3,-0.8,-0.1,-6.5,-2.5,-9.0,-0.7,0,0.0,OOR,1987
Pearl Washington,PG,23,72,1600,257,538,0.478,4,24,0.167,253,514,0.492,0.481,98,125,0.784,37,92,129,301,92,7,175,184,616,11.5,0.519,0.045,0.232,2.6,6.5,4.5,27.3,2.7,0.3,22.8,19.4,-0.4,1.2,0.7,0.022,-1.7,-0.2,-2.0,0.0,0,0.0,OOR,1987
Spud Webb,PG,23,33,532,71,162,0.438,1,6,0.167,70,156,0.449,0.441,80,105,0.762,6,54,60,167,34,2,70,65,223,16.5,0.536,0.037,0.648,1.2,10.9,6.1,42.6,3.1,0.2,25.2,21.5,0.4,0.8,1.2,0.107,1.0,1.4,2.4,0.6,0,0.0,OOR,1987
Marvin Webster,C,34,15,102,10,19,0.526,1,1,1.0,9,18,0.5,0.553,6,8,0.75,12,14,26,3,3,7,8,17,27,10.7,0.599,0.053,0.421,12.9,15.5,14.2,3.8,1.4,4.2,26.2,12.2,0.0,0.2,0.2,0.095,-2.7,0.2,-2.6,0.0,0,0.0,OOR,1987
Scott Wedman,SF,34,6,78,9,27,0.333,1,2,0.5,8,25,0.32,0.352,1,2,0.5,3,6,9,6,2,2,3,6,20,5.7,0.359,0.074,0.074,4.7,8.0,6.5,9.6,1.2,1.4,9.7,16.9,-0.1,0.1,-0.1,-0.032,-4.3,-1.3,-5.6,-0.1,0,0.0,OOR,1987
Bill Wennington,C,23,58,560,56,132,0.424,0,2,0.0,56,130,0.431,0.424,45,60,0.75,53,76,129,24,13,10,39,95,157,7.9,0.496,0.015,0.455,10.4,14.4,12.5,5.3,1.1,1.0,19.8,14.3,0.0,0.5,0.5,0.045,-4.1,-0.6,-4.7,-0.4,0,0.0,OOR,1987
Mark West,C,26,78,1333,209,385,0.543,0,2,0.0,209,383,0.546,0.543,89,173,0.514,126,213,339,41,22,81,106,229,507,11.5,0.55,0.005,0.449,10.2,17.2,13.7,4.5,0.8,3.4,18.7,17.0,0.1,1.8,1.9,0.068,-3.7,0.7,-3.0,-0.4,0,0.0,OOR,1987
Ennis Whatley,PG,24,73,1816,246,515,0.478,0,2,0.0,246,513,0.48,0.478,126,165,0.764,58,136,194,392,92,10,138,172,618,14.0,0.526,0.004,0.32,3.3,8.1,5.7,30.1,2.4,0.3,19.0,16.0,1.5,1.8,3.3,0.088,-0.7,0.2,-0.5,0.7,0,0.0,OOR,1987
Rory White,SF,27,68,1545,265,552,0.48,0,3,0.0,265,549,0.483,0.48,94,144,0.653,90,104,194,79,47,19,73,159,624,10.8,0.507,0.005,0.261,5.9,8.0,6.9,7.7,1.4,0.7,10.6,17.7,0.5,0.4,1.0,0.03,-2.4,-1.4,-3.8,-0.7,0,0.0,OOR,1987
Jerome Whitehead,C,30,73,937,147,327,0.45,0,1,0.0,147,326,0.451,0.45,79,113,0.699,110,152,262,24,16,12,50,175,373,10.8,0.495,0.003,0.346,12.7,17.9,15.3,3.5,0.8,0.7,11.7,18.4,0.5,0.6,1.2,0.059,-3.3,-2.4,-5.6,-0.9,0,0.0,OOR,1987
Mitchell Wiggins,SG,27,32,788,153,350,0.437,0,5,0.0,153,345,0.443,0.437,49,65,0.754,74,59,133,76,44,3,50,82,355,13.5,0.469,0.014,0.186,10.5,8.1,9.3,14.1,2.7,0.2,11.7,22.2,0.1,1.0,1.2,0.07,-1.5,0.2,-1.2,0.2,0,0.0,OOR,1987
Dominique Wilkins,SF,27,79,2969,828,1787,0.463,31,106,0.292,797,1681,0.474,0.472,607,742,0.818,210,284,494,261,117,51,215,149,2294,23.5,0.543,0.059,0.415,7.7,10.3,9.0,14.9,1.9,1.0,9.2,32.3,8.4,3.7,12.2,0.197,5.5,0.0,5.5,5.6,0,0.164,Candidate,1987
Eddie Lee Wilkins,PF,24,24,454,56,127,0.441,0,1,0.0,56,126,0.444,0.441,27,58,0.466,45,62,107,6,9,2,28,67,139,7.0,0.456,0.008,0.457,11.0,15.5,13.2,1.8,1.0,0.3,15.5,16.6,-0.4,0.3,-0.1,-0.012,-5.1,-2.6,-7.7,-0.7,0,0.0,OOR,1987
Gerald Wilkins,SG,23,80,2758,633,1302,0.486,26,74,0.351,607,1228,0.494,0.496,235,335,0.701,120,174,294,354,88,18,214,165,1527,16.2,0.527,0.057,0.257,4.8,7.1,6.0,21.0,1.6,0.4,12.9,25.2,2.3,1.0,3.3,0.057,1.5,-1.5,0.0,1.4,0,0.0,OOR,1987
Buck Williams,PF,26,82,2976,521,936,0.557,0,1,0.0,521,935,0.557,0.557,430,588,0.731,322,701,1023,129,78,91,280,315,1472,17.6,0.616,0.001,0.628,12.2,26.4,19.3,6.4,1.2,1.8,19.0,20.0,4.3,3.6,7.9,0.127,0.9,-0.5,0.5,1.9,0,0.0,OOR,1987
Gus Williams,SG,33,33,481,53,146,0.363,5,18,0.278,48,128,0.375,0.38,27,40,0.675,8,32,40,139,17,5,54,53,138,9.6,0.422,0.123,0.274,1.8,7.1,4.5,38.0,1.7,0.6,24.8,18.6,-0.4,0.5,0.1,0.007,-1.6,-0.8,-2.5,-0.1,0,0.0,OOR,1987
Herb Williams,PF,28,74,2526,451,939,0.48,0,9,0.0,451,930,0.485,0.48,199,269,0.74,143,400,543,174,59,93,145,255,1101,14.1,0.521,0.01,0.286,6.1,17.6,11.7,10.0,1.1,2.2,12.1,19.9,1.3,3.4,4.7,0.09,-0.7,0.6,-0.2,1.1,0,0.0,OOR,1987
Hot Rod Williams,PF,24,80,2714,435,897,0.485,0,1,0.0,435,896,0.485,0.485,298,400,0.745,222,407,629,154,58,167,139,197,1168,16.2,0.544,0.001,0.446,8.8,16.1,12.5,8.3,1.0,3.4,11.5,17.9,3.8,3.7,7.5,0.132,0.5,0.9,1.4,2.3,0,0.0,OOR,1987
John Williams,SF,20,78,1773,283,624,0.454,8,36,0.222,275,588,0.468,0.46,144,223,0.646,130,236,366,191,129,30,122,173,718,15.5,0.497,0.058,0.357,7.6,14.4,10.9,15.6,3.5,0.9,14.5,19.1,0.8,2.8,3.5,0.096,-0.2,2.0,1.8,1.7,0,0.0,OOR,1987
Kevin Williams,SG,25,65,703,132,296,0.446,0,7,0.0,132,289,0.457,0.446,55,66,0.833,47,36,83,66,45,8,63,154,319,10.4,0.491,0.024,0.223,7.3,5.6,6.4,13.1,3.0,0.6,16.2,21.7,0.0,0.6,0.6,0.038,-4.2,0.3,-3.8,-0.3,0,0.0,OOR,1987
Pete Williams,PF,21,5,10,1,2,0.5,0,0,0.0,1,2,0.5,0.5,0,0,0.0,0,1,1,1,0,0,1,1,2,2.2,0.5,0.0,0.0,0.0,11.2,5.2,11.8,0.0,0.0,33.3,11.5,0.0,0.0,0.0,-0.072,-5.3,-1.9,-7.2,0.0,0,0.0,OOR,1987
Ray Williams,PG,32,32,800,131,290,0.452,7,28,0.25,124,262,0.473,0.464,49,60,0.817,26,49,75,185,38,9,94,111,318,11.9,0.503,0.097,0.207,3.7,6.9,5.3,33.7,2.2,0.7,22.9,20.7,-0.2,0.5,0.4,0.022,-1.0,-0.9,-1.9,0.0,0,0.0,OOR,1987
Kevin Willis,PF,24,81,2626,538,1003,0.536,1,4,0.25,537,999,0.538,0.537,227,320,0.709,321,528,849,62,65,61,173,313,1304,17.4,0.57,0.004,0.319,13.3,21.6,17.5,3.5,1.2,1.4,13.1,20.6,4.4,4.2,8.6,0.156,0.8,-0.5,0.3,1.5,0,0.0,OOR,1987
Michael Wilson,SG-PG,27,7,45,3,10,0.3,0,0,0.0,3,10,0.3,0.3,2,2,1.0,1,3,4,7,1,0,5,10,8,0.3,0.368,0.0,0.2,2.5,7.5,5.0,19.6,1.0,0.0,31.5,14.3,-0.1,0.0,-0.1,-0.098,-7.6,-0.3,-7.8,-0.1,0,0.0,OOR,1987
