Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Tariq Abdul-Wahad,SG,25,61,1578,274,646,0.424,3,23,0.13,271,623,0.435,0.426,146,193,0.756,101,190,291,98,59,28,106,147,697,OOR
Shareef Abdur-Rahim,SF,23,82,3223,594,1277,0.465,29,96,0.302,565,1181,0.478,0.477,446,551,0.809,218,607,825,271,89,87,249,244,1663,OOR
Cory Alexander,PG,26,29,329,28,98,0.286,9,35,0.257,19,63,0.302,0.332,17,22,0.773,8,34,42,58,24,2,28,39,82,OOR
Ray Allen,SG,24,82,3070,642,1411,0.455,172,407,0.423,470,1004,0.468,0.516,353,398,0.887,83,276,359,308,110,19,183,187,1809,OOR
Rafer Alston,PG,23,27,361,27,95,0.284,3,14,0.214,24,81,0.296,0.3,3,4,0.75,5,18,23,70,12,0,29,29,60,OOR
John Amaechi,C,29,80,1684,306,700,0.437,1,6,0.167,305,694,0.439,0.438,223,291,0.766,62,204,266,95,35,37,139,161,836,OOR
Derek Anderson,SG,25,64,2201,377,860,0.438,55,178,0.309,322,682,0.472,0.47,271,309,0.877,80,178,258,220,90,11,167,149,1080,OOR
Kenny Anderson,PG,29,82,2593,434,986,0.44,85,220,0.386,349,766,0.456,0.483,196,253,0.775,55,170,225,420,139,8,130,230,1149,OOR
Nick Anderson,SG,32,72,2094,306,782,0.391,132,397,0.332,174,385,0.452,0.476,37,76,0.487,83,256,339,123,94,16,95,118,781,OOR
Shandon Anderson,SF,26,82,2700,368,778,0.473,79,225,0.351,289,553,0.523,0.524,194,253,0.767,91,293,384,239,96,32,194,182,1009,OOR
Chris Anstey,C,25,73,1007,161,364,0.442,1,6,0.167,160,358,0.447,0.444,116,147,0.789,90,190,280,65,29,25,80,180,439,OOR
Greg Anthony,PG,32,82,1548,169,416,0.406,88,233,0.378,81,183,0.443,0.512,88,114,0.772,17,116,133,208,59,9,85,143,514,OOR
B.J. Armstrong,PG,32,27,583,83,186,0.446,13,29,0.448,70,157,0.446,0.481,22,25,0.88,2,45,47,78,7,1,40,34,201,OOR
Darrell Armstrong,PG,31,82,2590,484,1119,0.433,137,403,0.34,347,716,0.485,0.494,225,247,0.911,65,205,270,501,169,9,248,137,1330,OOR
Chucky Atkins,PG,25,82,1626,314,741,0.424,57,163,0.35,257,578,0.445,0.462,97,133,0.729,20,106,126,306,52,3,142,137,782,OOR
Stacey Augmon,SG,31,59,692,83,175,0.474,0,2,0.0,83,173,0.48,0.474,37,55,0.673,42,74,116,53,27,11,38,69,203,OOR
Isaac Austin,C,30,59,1173,151,352,0.429,1,4,0.25,150,348,0.431,0.43,94,137,0.686,64,218,282,74,17,38,107,128,397,OOR
Anthony Avent,PF,30,49,377,29,96,0.302,0,0,0.0,29,96,0.302,0.302,23,32,0.719,23,51,74,11,16,15,24,62,81,OOR
William Avery,PG,20,59,484,56,181,0.309,18,63,0.286,38,118,0.322,0.359,24,36,0.667,8,32,40,88,14,2,42,60,154,OOR
Toby Bailey,SG,24,46,449,58,140,0.414,2,10,0.2,56,130,0.431,0.421,45,65,0.692,26,46,72,30,13,4,24,55,163,OOR
Vin Baker,C,28,79,2849,514,1129,0.455,2,8,0.25,512,1121,0.457,0.456,281,412,0.682,227,378,605,148,47,66,213,288,1311,OOR
Charles Barkley,PF,36,20,620,106,222,0.477,6,26,0.231,100,196,0.51,0.491,71,110,0.645,71,138,209,63,14,4,44,48,289,OOR
Dana Barros,PG,32,72,1139,196,435,0.451,59,144,0.41,137,291,0.471,0.518,66,76,0.868,13,86,99,133,31,4,66,80,517,OOR
