Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Status
Terry Catledge,PF,27,51,1459,292,632,0.462,0,5,0.0,292,627,0.466,0.462,161,258,0.624,168,187,355,58,34,9,107,113,745,OOR
Duane Causwell,C,22,76,1719,210,413,0.508,0,0,0.0,210,413,0.508,0.508,105,165,0.636,141,250,391,69,49,148,96,225,525,OOR
Cedric Ceballos,SF,21,63,730,204,419,0.487,1,6,0.167,203,413,0.492,0.488,110,166,0.663,77,73,150,35,22,5,69,70,519,OOR
Tom Chambers,PF,31,76,2475,556,1271,0.437,20,73,0.274,536,1198,0.447,0.445,379,459,0.826,104,386,490,194,65,52,177,235,1511,OOR
Rex Chapman,PG,23,70,2100,410,922,0.445,48,148,0.324,362,774,0.468,0.471,234,282,0.83,45,146,191,250,73,16,131,167,1102,OOR
Maurice Cheeks,PG,34,76,2147,241,483,0.499,5,20,0.25,236,463,0.51,0.504,105,129,0.814,22,151,173,435,128,10,108,138,592,OOR
Derrick Chievous,SF,23,18,110,17,46,0.37,0,0,0.0,17,46,0.37,0.37,9,16,0.563,11,7,18,2,3,1,6,16,43,OOR
Richard Coffey,SF,25,52,320,28,75,0.373,0,1,0.0,28,74,0.378,0.373,12,22,0.545,42,37,79,3,6,4,5,45,68,OOR
Derrick Coleman,PF,23,74,2602,514,1100,0.467,13,38,0.342,501,1062,0.472,0.473,323,442,0.731,269,490,759,163,71,99,217,217,1364,OOR
Bimbo Coles,PG,22,82,1355,162,393,0.412,6,34,0.176,156,359,0.435,0.42,71,95,0.747,56,97,153,232,65,12,98,149,401,OOR
Steve Colter,PG,28,19,251,23,56,0.411,5,14,0.357,18,42,0.429,0.455,7,10,0.7,5,21,26,37,11,1,11,27,58,OOR
Lester Conner,PG,31,74,1008,96,207,0.464,0,5,0.0,96,202,0.475,0.464,68,94,0.723,21,91,112,165,85,2,58,75,260,OOR
Anthony Cook,PF,23,58,1121,118,283,0.417,0,3,0.0,118,280,0.421,0.417,71,129,0.55,134,192,326,26,35,72,50,100,307,OOR
Wayne Cooper,C,34,67,746,57,145,0.393,0,1,0.0,57,144,0.396,0.393,33,42,0.786,54,134,188,22,7,61,22,120,147,OOR
Tyrone Corbin,SF,28,82,3196,587,1311,0.448,2,10,0.2,585,1301,0.45,0.449,296,371,0.798,185,404,589,347,162,53,209,257,1472,OOR
Dave Corzine,C,34,28,147,17,38,0.447,0,0,0.0,17,38,0.447,0.447,13,22,0.591,10,23,33,4,5,5,2,18,47,OOR
Pat Cummings,PF,34,4,26,4,6,0.667,0,0,0.0,4,6,0.667,0.667,7,10,0.7,3,2,5,0,0,0,2,8,15,OOR
Terry Cummings,PF,29,67,2195,503,1039,0.484,7,33,0.212,496,1006,0.493,0.487,164,240,0.683,194,327,521,157,61,30,131,225,1177,OOR
Earl Cureton,PF,33,9,159,8,24,0.333,0,1,0.0,8,23,0.348,0.333,1,3,0.333,6,30,36,3,0,3,6,16,17,OOR
Dell Curry,SG,26,76,1515,337,715,0.471,32,86,0.372,305,629,0.485,0.494,96,114,0.842,47,152,199,166,75,25,80,125,802,OOR
Quintin Dailey,SG,30,30,299,73,155,0.471,0,1,0.0,73,154,0.474,0.471,38,62,0.613,11,21,32,16,7,1,19,25,184,OOR
Adrian Dantley,SF,35,10,126,19,50,0.38,1,3,0.333,18,47,0.383,0.39,18,26,0.692,8,5,13,9,5,0,6,8,57,OOR
Brad Daugherty,C,25,76,2946,605,1155,0.524,0,3,0.0,605,1152,0.525,0.524,435,579,0.751,177,653,830,253,74,46,211,191,1645,OOR
Brad Davis,PG,35,80,1426,159,373,0.426,22,85,0.259,137,288,0.476,0.456,91,118,0.771,13,105,118,230,45,17,77,212,431,OOR
Terry Davis,PF,23,55,996,115,236,0.487,1,2,0.5,114,234,0.487,0.489,69,124,0.556,107,159,266,39,18,28,36,129,300,OOR
Walter Davis,SG,36,71,1483,403,862,0.468,11,36,0.306,392,826,0.475,0.474,107,117,0.915,71,110,181,125,80,3,88,150,924,OOR
Johnny Dawkins,PG,27,4,124,26,41,0.634,1,4,0.25,25,37,0.676,0.646,10,11,0.909,0,16,16,28,3,0,8,4,63,OOR
Tony Dawson,SF,23,4,17,4,7,0.571,1,1,1.0,3,6,0.5,0.643,0,0,0.0,2,0,2,0,0,0,1,0,9,OOR
Byron Dinkins,PG,23,12,149,14,34,0.412,0,0,0.0,14,34,0.412,0.412,8,9,0.889,0,12,12,19,2,0,13,15,36,OOR
Vlade Divac,C,22,82,2310,360,637,0.565,5,14,0.357,355,623,0.57,0.569,196,279,0.703,205,461,666,92,106,127,146,247,921,OOR
James Donaldson,C,33,82,2800,327,615,0.532,0,0,0.0,327,615,0.532,0.532,165,229,0.721,201,526,727,69,34,93,146,181,819,OOR
Sherman Douglas,PG,24,73,2562,532,1055,0.504,4,31,0.129,528,1024,0.516,0.506,284,414,0.686,78,131,209,624,121,5,270,178,1352,OOR
Greg Dreiling,C,28,73,1031,98,194,0.505,0,2,0.0,98,192,0.51,0.505,63,105,0.6,66,189,255,51,24,29,57,178,259,OOR
Larry Drew,PG,32,48,496,54,125,0.432,14,33,0.424,40,92,0.435,0.488,17,22,0.773,5,29,34,118,15,1,49,40,139,OOR
Clyde Drexler,SG,28,82,2852,645,1338,0.482,61,191,0.319,584,1147,0.509,0.505,416,524,0.794,212,334,546,493,144,60,232,226,1767,OOR
Kevin Duckworth,C,26,81,2511,521,1084,0.481,0,2,0.0,521,1082,0.482,0.481,240,311,0.772,177,354,531,89,33,34,186,251,1282,OOR
Chris Dudley,C,25,61,1560,170,417,0.408,0,0,0.0,170,417,0.408,0.408,94,176,0.534,229,282,511,37,39,153,80,217,434,OOR
Joe Dumars,SG,27,80,3046,622,1292,0.481,14,45,0.311,608,1247,0.488,0.487,371,417,0.89,62,125,187,443,89,7,189,135,1629,OOR
T.R. Dunn,SG,35,17,217,21,47,0.447,1,4,0.25,20,43,0.465,0.457,9,10,0.9,20,22,42,24,12,1,7,30,52,OOR
Ledell Eackles,SG,24,67,1616,345,762,0.453,14,59,0.237,331,703,0.471,0.462,164,222,0.739,47,81,128,136,47,10,115,121,868,OOR
Mark Eaton,C,34,80,2580,169,292,0.579,0,0,0.0,169,292,0.579,0.579,71,112,0.634,182,485,667,51,39,188,99,298,409,OOR
Blue Edwards,SF,25,62,1611,244,464,0.526,6,24,0.25,238,440,0.541,0.532,82,117,0.701,51,150,201,108,57,29,105,203,576,OOR
James Edwards,C,35,72,1903,383,792,0.484,1,2,0.5,382,790,0.484,0.484,215,295,0.729,91,186,277,65,12,30,126,249,982,OOR
Kevin Edwards,SG,25,79,2000,380,927,0.41,24,84,0.286,356,843,0.422,0.423,171,213,0.803,80,125,205,240,129,46,163,151,955,OOR
Craig Ehlo,SG,29,82,2766,344,773,0.445,49,149,0.329,295,624,0.473,0.477,95,140,0.679,142,246,388,376,121,34,160,209,832,OOR
Mario Elie,SF-SG,27,33,644,79,159,0.497,4,10,0.4,75,149,0.503,0.509,75,89,0.843,46,64,110,45,19,10,30,85,237,OOR
Sean Elliott,SF,22,82,3044,478,976,0.49,20,64,0.313,458,912,0.502,0.5,325,402,0.808,142,314,456,238,69,33,147,190,1301,OOR
Dale Ellis,SG,30,51,1424,340,718,0.474,57,157,0.363,283,561,0.504,0.513,120,166,0.723,66,107,173,95,49,8,81,112,857,OOR
Pervis Ellison,C,23,76,1942,326,636,0.513,0,6,0.0,326,630,0.517,0.513,139,214,0.65,224,361,585,102,49,157,146,268,791,OOR
A.J. English,SG,23,70,1443,251,572,0.439,3,31,0.097,248,541,0.458,0.441,111,157,0.707,66,81,147,177,25,15,114,127,616,OOR
Alex English,SF,37,79,1748,322,734,0.439,0,1,0.0,322,733,0.439,0.439,119,140,0.85,108,146,254,105,40,25,101,141,763,OOR
Patrick Ewing,C,28,81,3104,845,1645,0.514,0,6,0.0,845,1639,0.516,0.514,464,623,0.745,194,711,905,244,80,258,291,287,2154,OOR
Jim Farmer,SG,26,27,456,101,223,0.453,5,23,0.217,96,200,0.48,0.464,48,65,0.738,29,39,68,38,13,2,38,58,255,OOR
Dave Feitl,C,28,52,372,52,140,0.371,0,3,0.0,52,137,0.38,0.371,33,44,0.75,29,71,100,8,3,12,25,52,137,OOR
Duane Ferrell,SF,25,78,1165,174,356,0.489,2,3,0.667,172,353,0.487,0.492,125,156,0.801,97,82,179,55,33,27,78,151,475,OOR
Danny Ferry,PF,24,81,1661,275,643,0.428,23,77,0.299,252,566,0.445,0.446,124,152,0.816,99,187,286,142,43,25,120,230,697,OOR
Vern Fleming,PG,28,69,1929,356,671,0.531,4,18,0.222,352,653,0.539,0.534,161,221,0.729,83,131,214,369,76,13,137,116,877,OOR
Sleepy Floyd,PG,30,82,1850,386,939,0.411,48,176,0.273,338,763,0.443,0.437,185,246,0.752,52,107,159,317,95,17,140,122,1005,OOR
Greg Foster,PF,22,54,606,97,211,0.46,0,5,0.0,97,206,0.471,0.46,42,61,0.689,52,99,151,37,12,22,45,112,236,OOR
Anthony Frederick,SF,26,35,475,67,168,0.399,0,0,0.0,67,168,0.399,0.399,43,60,0.717,36,48,84,44,22,13,40,50,177,OOR
Corey Gaines,SG,25,10,226,28,70,0.4,5,21,0.238,23,49,0.469,0.436,22,26,0.846,4,10,14,91,10,2,23,25,83,OOR
Kevin Gamble,SF,25,82,2706,548,933,0.587,0,7,0.0,548,926,0.592,0.587,185,227,0.815,85,182,267,256,100,34,148,237,1281,OOR
Winston Garland,PG,26,69,1702,221,519,0.426,4,26,0.154,217,493,0.44,0.43,118,157,0.752,46,152,198,317,97,10,116,189,564,OOR
Tom Garrick,SG,24,67,949,100,236,0.424,0,22,0.0,100,214,0.467,0.424,60,79,0.759,40,87,127,223,62,2,66,101,260,OOR
Kenny Gattison,PF,26,72,1552,243,457,0.532,0,2,0.0,243,455,0.534,0.532,164,248,0.661,136,243,379,44,48,67,102,211,650,OOR
Tate George,PG,22,56,594,80,193,0.415,0,2,0.0,80,191,0.419,0.415,32,40,0.8,19,28,47,104,25,5,42,58,192,OOR
Derrick Gervin,PF,27,56,743,164,394,0.416,7,28,0.25,157,366,0.429,0.425,90,114,0.789,40,70,110,30,19,19,45,88,425,OOR
Kendall Gill,SG,22,82,1944,376,836,0.45,2,14,0.143,374,822,0.455,0.451,152,182,0.835,105,158,263,303,104,39,163,186,906,OOR
Armen Gilliam,PF,26,75,2644,487,1001,0.487,0,2,0.0,487,999,0.487,0.487,268,329,0.815,220,378,598,105,69,53,174,185,1242,OOR
Gerald Glass,SF,23,51,606,149,340,0.438,2,17,0.118,147,323,0.455,0.441,52,76,0.684,54,48,102,42,28,9,41,76,352,OOR
Mike Gminski,C,31,80,2196,357,808,0.442,2,14,0.143,355,794,0.447,0.443,128,158,0.81,186,396,582,93,40,56,85,99,844,OOR
Dan Godfread,C,23,10,20,5,12,0.417,0,1,0.0,5,11,0.455,0.417,3,4,0.75,0,2,2,0,1,4,0,5,13,OOR
Jim Grandholm,PF,30,26,168,30,58,0.517,9,17,0.529,21,41,0.512,0.595,10,21,0.476,20,30,50,8,2,8,11,33,79,OOR
Gary Grant,PG,25,68,2105,265,587,0.451,9,39,0.231,256,548,0.467,0.459,51,74,0.689,69,140,209,587,103,12,210,192,590,OOR
Greg Grant,PG,24,22,107,10,27,0.37,1,3,0.333,9,24,0.375,0.389,5,6,0.833,1,9,10,20,9,0,10,12,26,OOR
Harvey Grant,PF,25,77,2842,609,1224,0.498,2,15,0.133,607,1209,0.502,0.498,185,249,0.743,179,378,557,204,91,61,125,232,1405,OOR
Horace Grant,PF,25,78,2641,401,733,0.547,1,6,0.167,400,727,0.55,0.548,197,277,0.711,266,393,659,178,95,69,92,203,1000,OOR
Stuart Gray,C,27,8,37,4,12,0.333,0,0,0.0,4,12,0.333,0.333,3,3,1.0,2,8,10,0,0,1,2,6,11,OOR
Jeff Grayer,SG,25,82,1422,210,485,0.433,0,3,0.0,210,482,0.436,0.433,101,147,0.687,111,135,246,123,48,9,86,98,521,OOR
A.C. Green,PF,27,82,2164,258,542,0.476,11,55,0.2,247,487,0.507,0.486,223,302,0.738,201,315,516,71,59,23,99,117,750,OOR
Rickey Green,PG,36,79,2248,334,722,0.463,8,36,0.222,326,686,0.475,0.468,117,141,0.83,33,104,137,413,57,6,108,130,793,OOR
Sidney Green,PF,30,66,1099,177,384,0.461,0,3,0.0,177,381,0.465,0.461,89,105,0.848,98,215,313,52,32,13,89,172,443,OOR
Dave Greenwood,PF,33,63,1018,85,169,0.503,0,2,0.0,85,167,0.509,0.503,69,94,0.734,61,160,221,52,29,25,71,172,239,OOR
Darrell Griffith,SG,32,75,1005,174,445,0.391,48,138,0.348,126,307,0.41,0.445,34,45,0.756,17,73,90,37,42,7,48,100,430,OOR
Scott Haffner,PG,24,7,50,8,21,0.381,0,2,0.0,8,19,0.421,0.381,1,2,0.5,2,2,4,9,3,1,4,4,17,OOR
Jack Haley,PF,27,78,1178,161,343,0.469,0,0,0.0,161,343,0.469,0.469,112,181,0.619,140,216,356,31,20,21,63,199,434,OOR
Tom Hammonds,PF,23,70,1023,155,336,0.461,0,4,0.0,155,332,0.467,0.461,57,79,0.722,58,148,206,43,15,7,54,108,367,OOR
Bob Hansen,SG,30,36,811,96,256,0.375,19,69,0.275,77,187,0.412,0.412,18,36,0.5,33,63,96,90,20,5,34,72,229,OOR
Tim Hardaway,PG,24,82,3215,739,1551,0.476,97,252,0.385,642,1299,0.494,0.508,306,381,0.803,87,245,332,793,214,12,270,228,1881,OOR
Derek Harper,PG,29,77,2879,572,1226,0.467,89,246,0.362,483,980,0.493,0.503,286,391,0.731,59,174,233,548,147,14,177,222,1519,OOR
Ron Harper,SG,27,39,1383,285,729,0.391,48,148,0.324,237,581,0.408,0.424,145,217,0.668,58,130,188,209,66,35,129,111,763,OOR
Tony Harris,SG,23,6,41,4,16,0.25,0,2,0.0,4,14,0.286,0.25,2,4,0.5,0,1,1,0,1,0,3,5,10,OOR
Scott Hastings,PF,30,27,113,16,28,0.571,3,4,0.75,13,24,0.542,0.625,13,13,1.0,14,14,28,7,0,0,7,23,48,OOR
Hersey Hawkins,SG,24,80,3110,590,1251,0.472,108,270,0.4,482,981,0.491,0.515,479,550,0.871,48,262,310,299,178,39,213,182,1767,OOR
Gerald Henderson,PG,35,23,392,50,117,0.427,7,21,0.333,43,96,0.448,0.457,16,21,0.762,8,29,37,62,12,2,28,43,123,OOR
Steve Henson,PG,22,68,690,79,189,0.418,18,54,0.333,61,135,0.452,0.466,38,42,0.905,14,37,51,131,32,0,43,83,214,OOR
Mike Higgins,SF,23,7,61,6,10,0.6,0,0,0.0,6,10,0.6,0.6,4,7,0.571,4,1,5,2,0,2,4,16,16,OOR
Rod Higgins,SF,31,82,2024,259,559,0.463,73,220,0.332,186,339,0.549,0.529,185,226,0.819,109,245,354,113,52,37,65,198,776,OOR
Sean Higgins,SF,22,50,464,97,212,0.458,3,19,0.158,94,193,0.487,0.465,28,33,0.848,18,45,63,35,8,1,49,53,225,OOR
Tyrone Hill,PF,22,74,1192,147,299,0.492,0,0,0.0,147,299,0.492,0.492,96,152,0.632,157,226,383,19,33,30,72,264,390,OOR
Roy Hinson,PF,29,9,91,20,39,0.513,0,0,0.0,20,39,0.513,0.513,1,3,0.333,6,13,19,4,0,3,6,14,41,OOR
Craig Hodges,SG,30,73,843,146,344,0.424,44,115,0.383,102,229,0.445,0.488,26,27,0.963,10,32,42,97,34,2,35,74,362,OOR
Dave Hoppen,C,26,30,155,24,44,0.545,0,2,0.0,24,42,0.571,0.545,16,22,0.727,18,21,39,3,3,1,13,29,64,OOR
Dennis Hopson,SF,25,61,728,104,244,0.426,1,5,0.2,103,239,0.431,0.428,55,83,0.663,49,60,109,65,25,14,59,79,264,OOR
Jeff Hornacek,SG,27,80,2733,544,1051,0.518,61,146,0.418,483,905,0.534,0.547,201,224,0.897,74,247,321,409,111,16,130,185,1350,OOR
Jay Humphries,PG,28,80,2726,482,960,0.502,60,161,0.373,422,799,0.528,0.533,191,239,0.799,57,163,220,538,129,7,151,237,1215,OOR
Byron Irvin,SG,24,33,316,60,129,0.465,1,5,0.2,59,124,0.476,0.469,50,61,0.82,24,21,45,24,15,2,16,32,171,OOR
Mark Jackson,PG,25,72,1595,250,508,0.492,13,51,0.255,237,457,0.519,0.505,117,160,0.731,62,135,197,452,60,9,135,81,630,OOR
Dave Jamerson,SG,23,37,202,43,113,0.381,5,19,0.263,38,94,0.404,0.403,22,27,0.815,9,21,30,27,6,1,20,24,113,OOR
Henry James,PF,25,37,505,112,254,0.441,24,60,0.4,88,194,0.454,0.488,52,72,0.722,26,53,79,32,15,5,37,59,300,OOR
Les Jepsen,C,23,21,105,11,36,0.306,0,1,0.0,11,35,0.314,0.306,6,9,0.667,17,20,37,1,1,3,3,16,28,OOR
Avery Johnson,PG,25,68,959,130,277,0.469,1,9,0.111,129,268,0.481,0.471,59,87,0.678,22,55,77,230,47,4,74,62,320,OOR
Buck Johnson,SF,27,73,2279,416,873,0.477,2,15,0.133,414,858,0.483,0.478,157,216,0.727,108,222,330,142,81,47,122,240,991,OOR
Eddie Johnson,SG,31,81,2085,543,1122,0.484,39,120,0.325,504,1002,0.503,0.501,229,257,0.891,107,164,271,111,58,9,122,181,1354,OOR
Kevin Johnson,PG,24,77,2772,591,1145,0.516,9,44,0.205,582,1101,0.529,0.52,519,616,0.843,54,217,271,781,163,11,269,174,1710,OOR
Magic Johnson,PG,31,79,2933,466,976,0.477,80,250,0.32,386,726,0.532,0.518,519,573,0.906,105,446,551,989,102,17,314,150,1531,Candidate
Steve Johnson,C,33,24,228,34,63,0.54,0,0,0.0,34,63,0.54,0.54,22,37,0.595,18,39,57,17,4,4,25,50,90,OOR
Vinnie Johnson,SG,34,82,2390,406,936,0.434,11,34,0.324,395,902,0.438,0.44,135,209,0.646,110,170,280,271,75,15,118,166,958,OOR
Charles Jones,C,33,62,1499,67,124,0.54,0,0,0.0,67,124,0.54,0.54,29,50,0.58,119,240,359,48,51,124,46,199,163,OOR
Michael Jordan,SG,27,82,3034,990,1837,0.539,29,93,0.312,961,1744,0.551,0.547,571,671,0.851,118,374,492,453,223,83,202,229,2580,MVP
Shawn Kemp,PF,21,81,2442,462,909,0.508,2,12,0.167,460,897,0.513,0.509,288,436,0.661,267,412,679,144,77,123,202,319,1214,OOR
Steve Kerr,PG,25,57,905,99,223,0.444,28,62,0.452,71,161,0.441,0.507,45,53,0.849,5,32,37,131,29,4,40,52,271,OOR
Jerome Kersey,SF,28,73,2359,424,887,0.478,4,13,0.308,420,874,0.481,0.48,232,327,0.709,169,312,481,227,101,76,149,251,1084,OOR
Alec Kessler,C,24,78,1259,199,468,0.425,0,4,0.0,199,464,0.429,0.425,88,131,0.672,115,221,336,31,17,26,108,189,486,OOR
Randolph Keys,SF,24,44,473,59,145,0.407,3,14,0.214,56,131,0.427,0.417,19,33,0.576,40,60,100,18,22,15,35,93,140,OOR
Bo Kimble,SG,24,62,1004,159,418,0.38,19,65,0.292,140,353,0.397,0.403,92,119,0.773,42,77,119,76,30,8,77,158,429,OOR
