Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Melvin Ely,C,29.0,52.0,621.0,85.0,180.0,0.472,0.0,0.0,0.0,85.0,180.0,0.472,0.472,32.0,58.0,0.552,28.0,117.0,145.0,22.0,7.0,18.0,42.0,79.0,202.0
Maurice Evans,SG,29.0,75.0,1720.0,262.0,545.0,0.481,81.0,209.0,0.388,181.0,336.0,0.539,0.555,59.0,83.0,0.711,92.0,126.0,218.0,81.0,46.0,10.0,40.0,142.0,664.0
Reggie Evans,PF,27.0,81.0,1879.0,152.0,346.0,0.439,1.0,1.0,1.0,151.0,345.0,0.438,0.441,120.0,257.0,0.467,224.0,387.0,611.0,65.0,86.0,8.0,108.0,213.0,425.0
Jordan Farmar,PG,21.0,82.0,1690.0,291.0,631.0,0.461,114.0,307.0,0.371,177.0,324.0,0.546,0.552,53.0,78.0,0.679,39.0,144.0,183.0,225.0,77.0,5.0,108.0,105.0,749.0
Nick Fazekas,PF,22.0,26.0,269.0,46.0,82.0,0.561,0.0,2.0,0.0,46.0,80.0,0.575,0.561,15.0,22.0,0.682,34.0,55.0,89.0,11.0,8.0,11.0,13.0,25.0,107.0
Raymond Felton,PG,23.0,79.0,2972.0,412.0,997.0,0.413,56.0,200.0,0.28,356.0,797.0,0.447,0.441,260.0,325.0,0.8,37.0,199.0,236.0,583.0,96.0,12.0,213.0,184.0,1140.0
Kyrylo Fesenko,C,21.0,9.0,70.0,6.0,16.0,0.375,0.0,0.0,0.0,6.0,16.0,0.375,0.375,2.0,4.0,0.5,14.0,11.0,25.0,2.0,0.0,3.0,8.0,19.0,14.0
Michael Finley,SG,34.0,82.0,2204.0,315.0,761.0,0.414,132.0,357.0,0.37,183.0,404.0,0.453,0.501,64.0,80.0,0.8,27.0,227.0,254.0,114.0,29.0,10.0,56.0,93.0,826.0
Derek Fisher,PG,33.0,82.0,2249.0,339.0,777.0,0.436,112.0,276.0,0.406,227.0,501.0,0.453,0.508,166.0,188.0,0.883,24.0,146.0,170.0,239.0,86.0,3.0,90.0,188.0,956.0
T.J. Ford,PG,24.0,51.0,1199.0,246.0,524.0,0.469,15.0,51.0,0.294,231.0,473.0,0.488,0.484,110.0,125.0,0.88,23.0,77.0,100.0,313.0,54.0,0.0,102.0,93.0,617.0
Jeff Foster,C,31.0,77.0,1884.0,205.0,373.0,0.55,0.0,3.0,0.0,205.0,370.0,0.554,0.55,86.0,145.0,0.593,264.0,404.0,668.0,129.0,56.0,32.0,62.0,221.0,496.0
Randy Foye,PG,24.0,39.0,1259.0,198.0,462.0,0.429,61.0,148.0,0.412,137.0,314.0,0.436,0.495,53.0,65.0,0.815,13.0,115.0,128.0,164.0,36.0,3.0,79.0,102.0,510.0
Adonal Foyle,C,32.0,82.0,774.0,70.0,153.0,0.458,0.0,0.0,0.0,70.0,153.0,0.458,0.458,16.0,34.0,0.471,71.0,137.0,208.0,18.0,16.0,45.0,32.0,94.0,156.0
Richie Frahm,SG,30.0,10.0,163.0,20.0,54.0,0.37,7.0,25.0,0.28,13.0,29.0,0.448,0.435,0.0,2.0,0.0,4.0,10.0,14.0,8.0,2.0,0.0,6.0,7.0,47.0
Steve Francis,PG,30.0,10.0,199.0,19.0,57.0,0.333,4.0,17.0,0.235,15.0,40.0,0.375,0.368,13.0,23.0,0.565,8.0,15.0,23.0,30.0,9.0,5.0,14.0,25.0,55.0
Channing Frye,C,24.0,78.0,1342.0,221.0,453.0,0.488,3.0,10.0,0.3,218.0,443.0,0.492,0.491,85.0,109.0,0.78,107.0,247.0,354.0,57.0,29.0,27.0,55.0,208.0,530.0
Dan Gadzuric,C,29.0,51.0,534.0,64.0,154.0,0.416,0.0,1.0,0.0,64.0,153.0,0.418,0.416,33.0,63.0,0.524,67.0,77.0,144.0,11.0,20.0,24.0,34.0,83.0,161.0
Jorge Garbajosa,PF,30.0,7.0,74.0,8.0,25.0,0.32,6.0,16.0,0.375,2.0,9.0,0.222,0.44,0.0,0.0,0.0,2.0,13.0,15.0,3.0,3.0,0.0,1.0,2.0,22.0
Francisco García,SF,26.0,79.0,2096.0,348.0,752.0,0.463,113.0,289.0,0.391,235.0,463.0,0.508,0.538,162.0,208.0,0.779,52.0,212.0,264.0,128.0,96.0,50.0,128.0,232.0,971.0
Thomas Gardner,SG,22.0,4.0,45.0,9.0,23.0,0.391,3.0,12.0,0.25,6.0,11.0,0.545,0.457,0.0,2.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,4.0,4.0,21.0
Kevin Garnett,PF,31.0,71.0,2328.0,534.0,990.0,0.539,0.0,11.0,0.0,534.0,979.0,0.545,0.539,269.0,336.0,0.801,135.0,520.0,655.0,244.0,100.0,89.0,138.0,163.0,1337.0
Pat Garrity,PF,31.0,31.0,284.0,27.0,80.0,0.338,8.0,37.0,0.216,19.0,43.0,0.442,0.388,4.0,5.0,0.8,9.0,35.0,44.0,13.0,6.0,1.0,17.0,35.0,66.0
Pau Gasol,C,27.0,66.0,2351.0,475.0,890.0,0.534,4.0,16.0,0.25,471.0,874.0,0.539,0.536,292.0,362.0,0.807,155.0,398.0,553.0,211.0,30.0,98.0,124.0,139.0,1246.0
Rudy Gay,SF,21.0,81.0,3000.0,625.0,1355.0,0.461,134.0,387.0,0.346,491.0,968.0,0.507,0.511,248.0,316.0,0.785,140.0,359.0,499.0,158.0,111.0,79.0,190.0,230.0,1632.0
Mickaël Gelabale,SG,24.0,39.0,465.0,69.0,157.0,0.439,16.0,37.0,0.432,53.0,120.0,0.442,0.49,14.0,18.0,0.778,16.0,42.0,58.0,33.0,10.0,9.0,27.0,31.0,168.0
Devean George,SF,30.0,53.0,821.0,74.0,207.0,0.357,22.0,68.0,0.324,52.0,139.0,0.374,0.411,24.0,34.0,0.706,28.0,109.0,137.0,35.0,19.0,13.0,24.0,90.0,194.0
Daniel Gibson,PG,21.0,58.0,1765.0,201.0,465.0,0.432,118.0,268.0,0.44,83.0,197.0,0.421,0.559,85.0,105.0,0.81,30.0,104.0,134.0,145.0,47.0,14.0,76.0,163.0,605.0
Eddie Gill,PG,29.0,14.0,154.0,12.0,31.0,0.387,5.0,15.0,0.333,7.0,16.0,0.438,0.468,9.0,9.0,1.0,1.0,21.0,22.0,22.0,7.0,2.0,9.0,18.0,38.0
Manu Ginóbili,SG,30.0,74.0,2299.0,453.0,984.0,0.46,156.0,389.0,0.401,297.0,595.0,0.499,0.54,380.0,442.0,0.86,63.0,291.0,354.0,332.0,109.0,33.0,200.0,173.0,1442.0
Gordan Giriček,SG,30.0,56.0,831.0,133.0,302.0,0.44,36.0,99.0,0.364,97.0,203.0,0.478,0.5,23.0,26.0,0.885,16.0,80.0,96.0,62.0,24.0,4.0,52.0,82.0,325.0
Ryan Gomes,PF,25.0,82.0,2434.0,392.0,857.0,0.457,59.0,179.0,0.33,333.0,678.0,0.491,0.492,190.0,229.0,0.83,133.0,342.0,475.0,145.0,65.0,10.0,96.0,154.0,1033.0
Drew Gooden,PF,26.0,69.0,2122.0,332.0,740.0,0.449,0.0,6.0,0.0,332.0,734.0,0.452,0.449,162.0,215.0,0.753,175.0,415.0,590.0,81.0,48.0,53.0,122.0,203.0,826.0
Ben Gordon,SG,24.0,72.0,2291.0,464.0,1069.0,0.434,142.0,346.0,0.41,322.0,723.0,0.445,0.5,266.0,293.0,0.908,40.0,181.0,221.0,213.0,55.0,8.0,150.0,171.0,1336.0
Marcin Gortat,C,23.0,6.0,41.0,8.0,17.0,0.471,0.0,0.0,0.0,8.0,17.0,0.471,0.471,2.0,3.0,0.667,8.0,8.0,16.0,2.0,1.0,1.0,2.0,4.0,18.0
Joey Graham,SF,25.0,38.0,331.0,49.0,113.0,0.434,2.0,3.0,0.667,47.0,110.0,0.427,0.442,38.0,45.0,0.844,18.0,49.0,67.0,15.0,3.0,0.0,23.0,47.0,138.0
Stephen Graham,SF,25.0,22.0,128.0,34.0,58.0,0.586,7.0,14.0,0.5,27.0,44.0,0.614,0.647,12.0,16.0,0.75,4.0,18.0,22.0,9.0,4.0,1.0,10.0,14.0,87.0
Danny Granger,SF,24.0,80.0,2876.0,537.0,1205.0,0.446,171.0,423.0,0.404,366.0,782.0,0.468,0.517,322.0,378.0,0.852,93.0,393.0,486.0,166.0,95.0,84.0,171.0,290.0,1567.0
Aaron Gray,C,23.0,61.0,613.0,103.0,204.0,0.505,0.0,1.0,0.0,103.0,203.0,0.507,0.505,56.0,99.0,0.566,70.0,98.0,168.0,41.0,21.0,16.0,57.0,117.0,262.0
Gerald Green,SF,22.0,30.0,362.0,52.0,151.0,0.344,15.0,39.0,0.385,37.0,112.0,0.33,0.394,34.0,41.0,0.829,13.0,51.0,64.0,29.0,8.0,4.0,32.0,45.0,153.0
Jeff Green,SF,21.0,80.0,2253.0,320.0,749.0,0.427,21.0,76.0,0.276,299.0,673.0,0.444,0.441,177.0,238.0,0.744,101.0,278.0,379.0,119.0,46.0,49.0,158.0,198.0,838.0
Taurean Green,SG-PG,21.0,17.0,74.0,7.0,25.0,0.28,2.0,11.0,0.182,5.0,14.0,0.357,0.32,11.0,12.0,0.917,0.0,10.0,10.0,11.0,2.0,0.0,9.0,5.0,27.0
Willie Green,SG,26.0,74.0,1970.0,379.0,870.0,0.436,51.0,179.0,0.285,328.0,691.0,0.475,0.465,112.0,148.0,0.757,32.0,150.0,182.0,151.0,54.0,22.0,109.0,119.0,921.0
Orien Greene,SG,25.0,7.0,61.0,3.0,11.0,0.273,0.0,1.0,0.0,3.0,10.0,0.3,0.273,0.0,0.0,0.0,0.0,6.0,6.0,3.0,3.0,1.0,7.0,9.0,6.0
Adrian Griffin,SG-SF,33.0,35.0,307.0,30.0,76.0,0.395,0.0,0.0,0.0,30.0,76.0,0.395,0.395,5.0,9.0,0.556,28.0,31.0,59.0,27.0,17.0,2.0,21.0,27.0,65.0
Richard Hamilton,SG,29.0,72.0,2424.0,499.0,1030.0,0.484,62.0,141.0,0.44,437.0,889.0,0.492,0.515,184.0,221.0,0.833,75.0,160.0,235.0,299.0,73.0,10.0,132.0,171.0,1244.0
Anfernee Hardaway,SF,36.0,16.0,325.0,22.0,60.0,0.367,8.0,19.0,0.421,14.0,41.0,0.341,0.433,8.0,9.0,0.889,3.0,32.0,35.0,35.0,19.0,1.0,13.0,24.0,60.0
Matt Harpring,SF,31.0,76.0,1374.0,237.0,474.0,0.5,2.0,10.0,0.2,235.0,464.0,0.506,0.502,146.0,205.0,0.712,96.0,144.0,240.0,82.0,45.0,14.0,95.0,162.0,622.0
Al Harrington,C,27.0,81.0,2190.0,401.0,923.0,0.434,153.0,408.0,0.375,248.0,515.0,0.482,0.517,147.0,190.0,0.774,107.0,332.0,439.0,132.0,74.0,16.0,90.0,266.0,1102.0
Othella Harrington,C,34.0,22.0,166.0,18.0,42.0,0.429,0.0,0.0,0.0,18.0,42.0,0.429,0.429,10.0,16.0,0.625,11.0,31.0,42.0,4.0,1.0,4.0,11.0,34.0,46.0
Devin Harris,PG,24.0,64.0,2022.0,321.0,693.0,0.463,56.0,167.0,0.335,265.0,526.0,0.504,0.504,248.0,301.0,0.824,28.0,145.0,173.0,369.0,90.0,10.0,161.0,190.0,946.0
Mike Harris,PF,24.0,17.0,159.0,27.0,54.0,0.5,0.0,2.0,0.0,27.0,52.0,0.519,0.5,8.0,13.0,0.615,24.0,30.0,54.0,3.0,6.0,3.0,9.0,16.0,62.0
David Harrison,C,25.0,55.0,702.0,90.0,170.0,0.529,0.0,0.0,0.0,90.0,170.0,0.529,0.529,49.0,96.0,0.51,43.0,75.0,118.0,14.0,20.0,59.0,58.0,164.0,229.0
Jason Hart,PG,29.0,57.0,606.0,58.0,180.0,0.322,11.0,31.0,0.355,47.0,149.0,0.315,0.353,38.0,45.0,0.844,5.0,50.0,55.0,86.0,30.0,3.0,28.0,75.0,165.0
Udonis Haslem,PF,27.0,49.0,1805.0,237.0,507.0,0.467,0.0,0.0,0.0,237.0,507.0,0.467,0.467,115.0,142.0,0.81,107.0,336.0,443.0,68.0,39.0,18.0,67.0,145.0,589.0
Trenton Hassell,SG,28.0,63.0,773.0,57.0,135.0,0.422,2.0,9.0,0.222,55.0,126.0,0.437,0.43,7.0,10.0,0.7,20.0,63.0,83.0,41.0,13.0,3.0,22.0,90.0,123.0
Spencer Hawes,C,19.0,71.0,931.0,146.0,318.0,0.459,4.0,21.0,0.19,142.0,297.0,0.478,0.465,38.0,58.0,0.655,68.0,162.0,230.0,44.0,14.0,40.0,56.0,128.0,334.0
Chuck Hayes,PF,24.0,79.0,1575.0,113.0,221.0,0.511,0.0,3.0,0.0,113.0,218.0,0.518,0.511,11.0,24.0,0.458,132.0,295.0,427.0,91.0,85.0,43.0,62.0,212.0,237.0
Jarvis Hayes,SF,26.0,82.0,1287.0,217.0,504.0,0.431,73.0,194.0,0.376,144.0,310.0,0.465,0.503,45.0,60.0,0.75,35.0,143.0,178.0,62.0,47.0,6.0,47.0,137.0,552.0
Brendan Haywood,C,28.0,80.0,2228.0,316.0,599.0,0.528,0.0,0.0,0.0,316.0,599.0,0.528,0.528,216.0,294.0,0.735,273.0,303.0,576.0,71.0,31.0,133.0,108.0,216.0,848.0
Luther Head,SG,25.0,73.0,1379.0,206.0,477.0,0.432,79.0,225.0,0.351,127.0,252.0,0.504,0.515,66.0,81.0,0.815,18.0,117.0,135.0,138.0,44.0,9.0,70.0,75.0,557.0
Walter Herrmann,PF,28.0,45.0,373.0,56.0,144.0,0.389,20.0,64.0,0.313,36.0,80.0,0.45,0.458,21.0,25.0,0.84,22.0,51.0,73.0,18.0,7.0,1.0,12.0,24.0,153.0
Nenê,PF,25.0,16.0,266.0,29.0,71.0,0.408,0.0,1.0,0.0,29.0,70.0,0.414,0.408,27.0,49.0,0.551,30.0,57.0,87.0,15.0,9.0,14.0,21.0,46.0,85.0
Grant Hill,SF,35.0,70.0,2222.0,358.0,712.0,0.503,33.0,104.0,0.317,325.0,608.0,0.535,0.526,170.0,196.0,0.867,74.0,279.0,353.0,203.0,65.0,56.0,96.0,153.0,919.0
Kirk Hinrich,PG,27.0,75.0,2380.0,330.0,797.0,0.414,84.0,240.0,0.35,246.0,557.0,0.442,0.467,118.0,142.0,0.831,28.0,216.0,244.0,452.0,87.0,19.0,157.0,224.0,862.0
Ryan Hollins,PF,23.0,60.0,532.0,46.0,94.0,0.489,0.0,0.0,0.0,46.0,94.0,0.489,0.489,55.0,82.0,0.671,53.0,54.0,107.0,14.0,10.0,30.0,25.0,96.0,147.0
Al Horford,C,21.0,81.0,2540.0,333.0,668.0,0.499,0.0,5.0,0.0,333.0,663.0,0.502,0.499,155.0,212.0,0.731,248.0,537.0,785.0,124.0,60.0,76.0,137.0,267.0,821.0
Robert Horry,PF,37.0,45.0,583.0,38.0,119.0,0.319,18.0,70.0,0.257,20.0,49.0,0.408,0.395,18.0,28.0,0.643,35.0,74.0,109.0,47.0,21.0,19.0,22.0,55.0,112.0
Eddie House,PG,29.0,78.0,1480.0,217.0,531.0,0.409,117.0,298.0,0.393,100.0,233.0,0.429,0.519,33.0,36.0,0.917,19.0,148.0,167.0,152.0,59.0,10.0,76.0,114.0,584.0
Dwight Howard,C,22.0,82.0,3088.0,583.0,974.0,0.599,0.0,4.0,0.0,583.0,970.0,0.601,0.599,529.0,897.0,0.59,279.0,882.0,1161.0,110.0,74.0,176.0,263.0,274.0,1695.0
Josh Howard,SF,27.0,76.0,2757.0,567.0,1247.0,0.455,67.0,210.0,0.319,500.0,1037.0,0.482,0.482,312.0,384.0,0.813,120.0,412.0,532.0,164.0,59.0,32.0,114.0,202.0,1513.0
Juwan Howard,PF,34.0,50.0,353.0,23.0,64.0,0.359,0.0,0.0,0.0,23.0,64.0,0.359,0.359,11.0,14.0,0.786,21.0,60.0,81.0,17.0,5.0,2.0,17.0,62.0,57.0
Troy Hudson,PG,31.0,9.0,93.0,9.0,31.0,0.29,4.0,12.0,0.333,5.0,19.0,0.263,0.355,6.0,6.0,1.0,0.0,7.0,7.0,9.0,3.0,0.0,7.0,4.0,28.0
Larry Hughes,PG-SG,29.0,68.0,2020.0,305.0,801.0,0.381,67.0,194.0,0.345,238.0,607.0,0.392,0.423,150.0,188.0,0.798,39.0,191.0,230.0,181.0,99.0,17.0,116.0,139.0,827.0
Kris Humphries,PF,22.0,70.0,925.0,161.0,333.0,0.483,0.0,2.0,0.0,161.0,331.0,0.486,0.483,75.0,124.0,0.605,90.0,169.0,259.0,28.0,25.0,28.0,47.0,107.0,397.0
Lindsey Hunter,PG,37.0,24.0,215.0,22.0,64.0,0.344,7.0,26.0,0.269,15.0,38.0,0.395,0.398,7.0,9.0,0.778,4.0,9.0,13.0,33.0,13.0,2.0,13.0,30.0,58.0
Steven Hunter,C,26.0,19.0,120.0,15.0,28.0,0.536,0.0,0.0,0.0,15.0,28.0,0.536,0.536,9.0,20.0,0.45,10.0,19.0,29.0,0.0,0.0,6.0,7.0,20.0,39.0
Andre Iguodala,SF,24.0,82.0,3242.0,582.0,1277.0,0.456,101.0,307.0,0.329,481.0,970.0,0.496,0.495,365.0,506.0,0.721,85.0,361.0,446.0,391.0,171.0,49.0,214.0,187.0,1630.0
Zydrunas Ilgauskas,C,32.0,73.0,2222.0,417.0,879.0,0.474,0.0,1.0,0.0,417.0,878.0,0.475,0.474,195.0,243.0,0.802,263.0,419.0,682.0,104.0,34.0,120.0,135.0,247.0,1029.0
D.J. Mbenga,C,27.0,42.0,326.0,39.0,84.0,0.464,0.0,0.0,0.0,39.0,84.0,0.464,0.464,5.0,12.0,0.417,28.0,44.0,72.0,10.0,7.0,26.0,12.0,70.0,83.0
Allen Iverson,SG,32.0,82.0,3424.0,712.0,1556.0,0.458,95.0,275.0,0.345,617.0,1281.0,0.482,0.488,645.0,797.0,0.809,47.0,196.0,243.0,586.0,160.0,12.0,245.0,109.0,2164.0
Royal Ivey,PG,26.0,75.0,1437.0,149.0,378.0,0.394,35.0,107.0,0.327,114.0,271.0,0.421,0.44,85.0,117.0,0.726,38.0,80.0,118.0,160.0,45.0,7.0,75.0,166.0,418.0
Jarrett Jack,SG,24.0,82.0,2229.0,267.0,620.0,0.431,65.0,190.0,0.342,202.0,430.0,0.47,0.483,215.0,248.0,0.867,31.0,203.0,234.0,313.0,61.0,1.0,178.0,129.0,814.0
Bobby Jackson,SG-PG,34.0,72.0,1389.0,204.0,506.0,0.403,81.0,226.0,0.358,123.0,280.0,0.439,0.483,64.0,81.0,0.79,33.0,148.0,181.0,139.0,45.0,5.0,59.0,96.0,553.0
Luke Jackson,SF,26.0,14.0,228.0,26.0,80.0,0.325,11.0,30.0,0.367,15.0,50.0,0.3,0.394,16.0,23.0,0.696,7.0,26.0,33.0,17.0,8.0,0.0,9.0,22.0,79.0
Stephen Jackson,SF,29.0,73.0,2855.0,488.0,1204.0,0.405,182.0,501.0,0.363,306.0,703.0,0.435,0.481,308.0,370.0,0.832,67.0,251.0,318.0,300.0,92.0,29.0,197.0,171.0,1466.0
Casey Jacobsen,SG,26.0,53.0,547.0,39.0,115.0,0.339,16.0,72.0,0.222,23.0,43.0,0.535,0.409,13.0,17.0,0.765,12.0,53.0,65.0,20.0,5.0,1.0,16.0,34.0,107.0
Jerome James,C,32.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
LeBron James,SF,23.0,75.0,3027.0,794.0,1642.0,0.484,113.0,359.0,0.315,681.0,1283.0,0.531,0.518,549.0,771.0,0.712,133.0,459.0,592.0,539.0,138.0,81.0,255.0,165.0,2250.0
Mike James,PG,32.0,54.0,720.0,101.0,290.0,0.348,31.0,97.0,0.32,70.0,193.0,0.363,0.402,39.0,48.0,0.813,14.0,55.0,69.0,60.0,21.0,2.0,36.0,56.0,272.0
Antawn Jamison,PF,31.0,79.0,3061.0,618.0,1417.0,0.436,120.0,354.0,0.339,498.0,1063.0,0.468,0.478,333.0,438.0,0.76,215.0,591.0,806.0,120.0,106.0,34.0,113.0,195.0,1689.0
Marko Jarić,SG,29.0,75.0,2189.0,227.0,528.0,0.43,46.0,127.0,0.362,181.0,401.0,0.451,0.473,121.0,163.0,0.742,38.0,184.0,222.0,311.0,97.0,32.0,128.0,180.0,621.0
Al Jefferson,C,23.0,82.0,2919.0,721.0,1441.0,0.5,0.0,5.0,0.0,721.0,1436.0,0.502,0.5,284.0,394.0,0.721,308.0,603.0,911.0,117.0,74.0,119.0,167.0,222.0,1726.0
Richard Jefferson,SF,27.0,82.0,3200.0,619.0,1328.0,0.466,77.0,213.0,0.362,542.0,1115.0,0.486,0.495,542.0,679.0,0.798,93.0,249.0,342.0,252.0,76.0,21.0,199.0,225.0,1857.0
Jared Jeffries,SF,26.0,73.0,1325.0,108.0,270.0,0.4,4.0,25.0,0.16,104.0,245.0,0.424,0.407,49.0,93.0,0.527,118.0,125.0,243.0,66.0,36.0,23.0,64.0,132.0,269.0
Yi Jianlian,PF,20.0,66.0,1647.0,219.0,520.0,0.421,6.0,21.0,0.286,213.0,499.0,0.427,0.427,122.0,145.0,0.841,106.0,238.0,344.0,55.0,36.0,56.0,90.0,153.0,566.0
Alexander Johnson,PF,24.0,43.0,549.0,61.0,125.0,0.488,0.0,0.0,0.0,61.0,125.0,0.488,0.488,57.0,83.0,0.687,32.0,62.0,94.0,13.0,13.0,10.0,42.0,80.0,179.0
Amir Johnson,PF,20.0,62.0,764.0,92.0,165.0,0.558,0.0,0.0,0.0,92.0,165.0,0.558,0.558,37.0,55.0,0.673,87.0,148.0,235.0,29.0,24.0,82.0,39.0,141.0,221.0
Anthony Johnson,PG,33.0,69.0,1531.0,155.0,355.0,0.437,42.0,93.0,0.452,113.0,262.0,0.431,0.496,35.0,43.0,0.814,22.0,115.0,137.0,262.0,52.0,9.0,84.0,115.0,387.0
DerMarr Johnson,SF,27.0,5.0,28.0,7.0,14.0,0.5,3.0,9.0,0.333,4.0,5.0,0.8,0.607,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,17.0
Joe Johnson,SG,26.0,82.0,3343.0,647.0,1497.0,0.432,169.0,444.0,0.381,478.0,1053.0,0.454,0.489,316.0,379.0,0.834,83.0,284.0,367.0,474.0,84.0,18.0,223.0,168.0,1779.0
Linton Johnson,PF,27.0,8.0,63.0,9.0,19.0,0.474,1.0,3.0,0.333,8.0,16.0,0.5,0.5,2.0,2.0,1.0,5.0,9.0,14.0,4.0,0.0,1.0,5.0,11.0,21.0
Bobby Jones,SF,24.0,47.0,531.0,60.0,140.0,0.429,18.0,53.0,0.34,42.0,87.0,0.483,0.493,40.0,51.0,0.784,29.0,63.0,92.0,28.0,15.0,3.0,28.0,85.0,178.0
Dahntay Jones,SG,27.0,25.0,206.0,23.0,53.0,0.434,1.0,6.0,0.167,22.0,47.0,0.468,0.443,34.0,51.0,0.667,7.0,28.0,35.0,12.0,8.0,6.0,10.0,28.0,81.0
Damon Jones,SG,31.0,67.0,1336.0,151.0,363.0,0.416,115.0,276.0,0.417,36.0,87.0,0.414,0.574,20.0,28.0,0.714,5.0,67.0,72.0,126.0,19.0,1.0,36.0,66.0,437.0
Dwayne Jones,PF,24.0,56.0,472.0,25.0,47.0,0.532,0.0,1.0,0.0,25.0,46.0,0.543,0.532,28.0,58.0,0.483,69.0,71.0,140.0,10.0,10.0,25.0,17.0,88.0,78.0
Eddie Jones,SG,36.0,47.0,922.0,66.0,180.0,0.367,34.0,116.0,0.293,32.0,64.0,0.5,0.461,10.0,14.0,0.714,18.0,114.0,132.0,69.0,26.0,8.0,29.0,72.0,176.0
Fred Jones,SG,28.0,70.0,1757.0,182.0,432.0,0.421,74.0,192.0,0.385,108.0,240.0,0.45,0.507,94.0,126.0,0.746,30.0,140.0,170.0,166.0,48.0,18.0,78.0,140.0,532.0
James Jones,SF,27.0,58.0,1276.0,143.0,327.0,0.437,91.0,205.0,0.444,52.0,122.0,0.426,0.576,86.0,98.0,0.878,43.0,118.0,161.0,34.0,24.0,15.0,28.0,96.0,463.0
Solomon Jones,PF,23.0,35.0,145.0,12.0,30.0,0.4,0.0,2.0,0.0,12.0,28.0,0.429,0.4,11.0,20.0,0.55,19.0,23.0,42.0,0.0,3.0,5.0,11.0,28.0,35.0
Chris Kaman,C,25.0,56.0,2083.0,338.0,700.0,0.483,0.0,4.0,0.0,338.0,696.0,0.486,0.483,202.0,265.0,0.762,173.0,538.0,711.0,107.0,33.0,155.0,164.0,179.0,878.0
Jason Kapono,SF,26.0,81.0,1530.0,243.0,498.0,0.488,57.0,118.0,0.483,186.0,380.0,0.489,0.545,37.0,43.0,0.86,31.0,89.0,120.0,65.0,34.0,2.0,58.0,131.0,580.0
Coby Karl,SG,24.0,17.0,71.0,9.0,26.0,0.346,4.0,13.0,0.308,5.0,13.0,0.385,0.423,8.0,10.0,0.8,3.0,11.0,14.0,9.0,4.0,2.0,5.0,4.0,30.0
Viktor Khryapa,PF,25.0,9.0,105.0,12.0,31.0,0.387,0.0,1.0,0.0,12.0,30.0,0.4,0.387,8.0,14.0,0.571,6.0,14.0,20.0,8.0,6.0,0.0,6.0,11.0,32.0
Jason Kidd,PG,34.0,80.0,2906.0,305.0,793.0,0.385,119.0,312.0,0.381,186.0,481.0,0.387,0.46,135.0,165.0,0.818,94.0,506.0,600.0,806.0,136.0,26.0,266.0,165.0,864.0
Tarence Kinsey,SG,23.0,11.0,96.0,16.0,38.0,0.421,3.0,7.0,0.429,13.0,31.0,0.419,0.461,5.0,6.0,0.833,3.0,9.0,12.0,2.0,3.0,0.0,3.0,11.0,40.0
Andrei Kirilenko,SF,26.0,72.0,2217.0,275.0,544.0,0.506,44.0,116.0,0.379,231.0,428.0,0.54,0.546,198.0,257.0,0.77,121.0,218.0,339.0,285.0,86.0,109.0,140.0,165.0,792.0
Linas Kleiza,SF,23.0,79.0,1889.0,311.0,659.0,0.472,94.0,277.0,0.339,217.0,382.0,0.568,0.543,164.0,213.0,0.77,92.0,241.0,333.0,95.0,44.0,19.0,89.0,181.0,880.0
Brevin Knight,PG,32.0,74.0,1674.0,138.0,342.0,0.404,0.0,6.0,0.0,138.0,336.0,0.411,0.404,62.0,71.0,0.873,15.0,127.0,142.0,328.0,100.0,11.0,71.0,160.0,338.0
Kyle Korver,SG-PF,26.0,75.0,1732.0,255.0,575.0,0.443,111.0,296.0,0.375,144.0,279.0,0.516,0.54,119.0,130.0,0.915,21.0,151.0,172.0,101.0,42.0,29.0,75.0,192.0,740.0
Nenad Krstić,C,24.0,45.0,812.0,123.0,300.0,0.41,0.0,2.0,0.0,123.0,298.0,0.413,0.41,52.0,69.0,0.754,35.0,165.0,200.0,27.0,9.0,17.0,41.0,111.0,298.0
Raef LaFrentz,C,31.0,39.0,291.0,27.0,61.0,0.443,0.0,4.0,0.0,27.0,57.0,0.474,0.443,11.0,19.0,0.579,28.0,39.0,67.0,6.0,12.0,17.0,10.0,59.0,65.0
Carl Landry,PF,24.0,42.0,711.0,135.0,219.0,0.616,0.0,1.0,0.0,135.0,218.0,0.619,0.616,72.0,109.0,0.661,96.0,111.0,207.0,21.0,17.0,7.0,26.0,98.0,342.0
Keith Langford,SG,24.0,2.0,10.0,1.0,4.0,0.25,0.0,0.0,0.0,1.0,4.0,0.25,0.25,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0
Stéphane Lasme,PF-SF,25.0,16.0,303.0,32.0,71.0,0.451,0.0,0.0,0.0,32.0,71.0,0.451,0.451,19.0,32.0,0.594,26.0,27.0,53.0,3.0,13.0,22.0,15.0,35.0,83.0
