Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Gilbert Arenas,PG,26.0,13.0,425.0,78.0,196.0,0.398,22.0,78.0,0.282,56.0,118.0,0.475,0.454,74.0,96.0,0.771,6.0,45.0,51.0,66.0,23.0,1.0,49.0,30.0,252.0
Trevor Ariza,SF,22.0,35.0,546.0,69.0,136.0,0.507,5.0,18.0,0.278,64.0,118.0,0.542,0.526,49.0,75.0,0.653,30.0,78.0,108.0,44.0,31.0,11.0,23.0,45.0,192.0
Darrell Armstrong,PG,39.0,50.0,549.0,40.0,110.0,0.364,23.0,69.0,0.333,17.0,41.0,0.415,0.468,20.0,30.0,0.667,17.0,50.0,67.0,73.0,28.0,2.0,41.0,53.0,123.0
Hilton Armstrong,C,23.0,65.0,732.0,67.0,148.0,0.453,0.0,0.0,0.0,67.0,148.0,0.453,0.453,44.0,70.0,0.629,65.0,98.0,163.0,23.0,15.0,34.0,59.0,130.0,178.0
Carlos Arroyo,PG,28.0,62.0,1269.0,157.0,348.0,0.451,29.0,84.0,0.345,128.0,264.0,0.485,0.493,87.0,102.0,0.853,10.0,103.0,113.0,219.0,26.0,2.0,77.0,85.0,430.0
Chucky Atkins,SG,33.0,24.0,352.0,42.0,122.0,0.344,25.0,79.0,0.316,17.0,43.0,0.395,0.447,4.0,9.0,0.444,3.0,28.0,31.0,47.0,9.0,1.0,10.0,27.0,113.0
James Augustine,PF,23.0,25.0,149.0,18.0,34.0,0.529,0.0,0.0,0.0,18.0,34.0,0.529,0.529,4.0,8.0,0.5,16.0,14.0,30.0,2.0,5.0,2.0,6.0,18.0,40.0
Kelenna Azubuike,SG,24.0,81.0,1732.0,261.0,587.0,0.445,71.0,195.0,0.364,190.0,392.0,0.485,0.505,99.0,138.0,0.717,107.0,217.0,324.0,75.0,45.0,34.0,58.0,159.0,692.0
Renaldo Balkman,SF,23.0,65.0,952.0,91.0,186.0,0.489,1.0,12.0,0.083,90.0,174.0,0.517,0.492,41.0,95.0,0.432,83.0,133.0,216.0,40.0,44.0,30.0,37.0,132.0,224.0
Marcus Banks,PG,26.0,36.0,569.0,86.0,191.0,0.45,40.0,102.0,0.392,46.0,89.0,0.517,0.555,27.0,35.0,0.771,4.0,41.0,45.0,61.0,14.0,13.0,37.0,65.0,239.0
Leandro Barbosa,SG,25.0,82.0,2421.0,472.0,1021.0,0.462,164.0,422.0,0.389,308.0,599.0,0.514,0.543,175.0,213.0,0.822,40.0,191.0,231.0,216.0,75.0,18.0,117.0,195.0,1283.0
J.J. Barea,PG,23.0,44.0,460.0,71.0,170.0,0.418,21.0,54.0,0.389,50.0,116.0,0.431,0.479,28.0,35.0,0.8,4.0,43.0,47.0,58.0,14.0,1.0,35.0,48.0,191.0
Andrea Bargnani,PF,22.0,78.0,1861.0,280.0,725.0,0.386,90.0,261.0,0.345,190.0,464.0,0.409,0.448,142.0,169.0,0.84,50.0,238.0,288.0,89.0,23.0,37.0,88.0,211.0,792.0
Matt Barnes,PF,27.0,73.0,1414.0,187.0,442.0,0.423,53.0,181.0,0.293,134.0,261.0,0.513,0.483,59.0,79.0,0.747,94.0,230.0,324.0,139.0,48.0,36.0,85.0,159.0,486.0
Andre Barrett,PG,25.0,4.0,25.0,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,6.0
Earl Barron,C,26.0,46.0,889.0,132.0,327.0,0.404,1.0,13.0,0.077,131.0,314.0,0.417,0.405,61.0,87.0,0.701,67.0,131.0,198.0,29.0,19.0,8.0,48.0,114.0,326.0
Brent Barry,SF,36.0,31.0,554.0,77.0,160.0,0.481,48.0,112.0,0.429,29.0,48.0,0.604,0.631,19.0,20.0,0.95,12.0,43.0,55.0,54.0,17.0,3.0,18.0,43.0,221.0
Brandon Bass,C,22.0,79.0,1557.0,246.0,493.0,0.499,0.0,4.0,0.0,246.0,489.0,0.503,0.499,162.0,197.0,0.822,120.0,227.0,347.0,58.0,22.0,48.0,82.0,150.0,654.0
Maceo Baston,PF,32.0,15.0,103.0,17.0,25.0,0.68,0.0,0.0,0.0,17.0,25.0,0.68,0.68,7.0,10.0,0.7,9.0,17.0,26.0,3.0,2.0,4.0,4.0,20.0,41.0
Shane Battier,SF,29.0,80.0,2907.0,265.0,619.0,0.428,139.0,369.0,0.377,126.0,250.0,0.504,0.54,75.0,101.0,0.743,131.0,276.0,407.0,155.0,77.0,90.0,78.0,196.0,744.0
Marco Belinelli,SG,21.0,33.0,241.0,36.0,93.0,0.387,16.0,41.0,0.39,20.0,52.0,0.385,0.473,7.0,9.0,0.778,3.0,11.0,14.0,15.0,5.0,0.0,12.0,15.0,95.0
Charlie Bell,SG,28.0,68.0,1628.0,185.0,486.0,0.381,74.0,217.0,0.341,111.0,269.0,0.413,0.457,70.0,87.0,0.805,31.0,136.0,167.0,210.0,52.0,2.0,76.0,121.0,514.0
Raja Bell,SG,31.0,75.0,2646.0,317.0,753.0,0.421,176.0,439.0,0.401,141.0,314.0,0.449,0.538,79.0,91.0,0.868,47.0,227.0,274.0,168.0,54.0,27.0,65.0,220.0,889.0
Mike Bibby,PG,29.0,48.0,1573.0,248.0,603.0,0.411,93.0,248.0,0.375,155.0,355.0,0.437,0.488,78.0,100.0,0.78,16.0,144.0,160.0,290.0,54.0,4.0,119.0,97.0,667.0
Andris Biedriņš,C,21.0,76.0,2078.0,340.0,543.0,0.626,0.0,0.0,0.0,340.0,543.0,0.626,0.626,116.0,187.0,0.62,256.0,488.0,744.0,75.0,56.0,94.0,85.0,262.0,796.0
Chauncey Billups,PG,31.0,78.0,2522.0,393.0,877.0,0.448,137.0,342.0,0.401,256.0,535.0,0.479,0.526,401.0,437.0,0.918,42.0,170.0,212.0,529.0,101.0,17.0,160.0,130.0,1324.0
Steve Blake,PG,27.0,81.0,2424.0,261.0,640.0,0.408,121.0,298.0,0.406,140.0,342.0,0.409,0.502,49.0,64.0,0.766,31.0,164.0,195.0,413.0,55.0,4.0,113.0,133.0,692.0
Andray Blatche,PF,21.0,82.0,1675.0,254.0,536.0,0.474,3.0,13.0,0.231,251.0,523.0,0.48,0.477,107.0,154.0,0.695,164.0,261.0,425.0,92.0,53.0,114.0,112.0,258.0,618.0
Mark Blount,C,32.0,69.0,1542.0,238.0,515.0,0.462,17.0,44.0,0.386,221.0,471.0,0.469,0.479,88.0,138.0,0.638,69.0,194.0,263.0,41.0,33.0,34.0,70.0,133.0,581.0
Keith Bogans,SG,27.0,82.0,2198.0,241.0,588.0,0.41,148.0,409.0,0.362,93.0,179.0,0.52,0.536,81.0,110.0,0.736,42.0,224.0,266.0,104.0,59.0,10.0,53.0,164.0,711.0
Andrew Bogut,C,23.0,78.0,2720.0,465.0,910.0,0.511,0.0,7.0,0.0,465.0,903.0,0.515,0.511,189.0,322.0,0.587,245.0,518.0,763.0,199.0,64.0,135.0,172.0,254.0,1119.0
Matt Bonner,PF,27.0,68.0,853.0,121.0,291.0,0.416,46.0,137.0,0.336,75.0,154.0,0.487,0.495,38.0,44.0,0.864,53.0,139.0,192.0,32.0,14.0,17.0,39.0,111.0,326.0
Josh Boone,PF,23.0,70.0,1773.0,238.0,434.0,0.548,0.0,0.0,0.0,238.0,434.0,0.548,0.548,99.0,217.0,0.456,192.0,317.0,509.0,55.0,36.0,61.0,68.0,155.0,575.0
Calvin Booth,C,31.0,31.0,204.0,9.0,27.0,0.333,0.0,0.0,0.0,9.0,27.0,0.333,0.333,6.0,10.0,0.6,6.0,32.0,38.0,8.0,6.0,18.0,4.0,35.0,24.0
Carlos Boozer,PF,26.0,81.0,2827.0,709.0,1297.0,0.547,0.0,1.0,0.0,709.0,1296.0,0.547,0.547,290.0,393.0,0.738,197.0,647.0,844.0,233.0,100.0,41.0,210.0,293.0,1708.0
Chris Bosh,C,23.0,67.0,2425.0,507.0,1027.0,0.494,10.0,25.0,0.4,497.0,1002.0,0.496,0.499,472.0,559.0,0.844,174.0,409.0,583.0,171.0,63.0,67.0,153.0,157.0,1496.0
Bruce Bowen,SF,36.0,81.0,2448.0,174.0,428.0,0.407,90.0,215.0,0.419,84.0,213.0,0.394,0.512,45.0,69.0,0.652,33.0,201.0,234.0,91.0,54.0,22.0,46.0,177.0,483.0
Ryan Bowen,SF,32.0,53.0,660.0,49.0,100.0,0.49,0.0,1.0,0.0,49.0,99.0,0.495,0.49,16.0,29.0,0.552,55.0,45.0,100.0,25.0,32.0,11.0,15.0,77.0,114.0
Earl Boykins,PG,31.0,36.0,577.0,61.0,172.0,0.355,14.0,44.0,0.318,47.0,128.0,0.367,0.395,49.0,59.0,0.831,9.0,25.0,34.0,96.0,13.0,0.0,41.0,21.0,185.0
Elton Brand,PF,28.0,8.0,274.0,52.0,114.0,0.456,0.0,0.0,0.0,52.0,114.0,0.456,0.456,37.0,47.0,0.787,21.0,43.0,64.0,16.0,3.0,15.0,17.0,21.0,141.0
Corey Brewer,SF,21.0,79.0,1803.0,182.0,486.0,0.374,7.0,36.0,0.194,175.0,450.0,0.389,0.382,88.0,110.0,0.8,82.0,210.0,292.0,111.0,76.0,25.0,89.0,188.0,459.0
Ronnie Brewer,SG,22.0,76.0,2088.0,354.0,634.0,0.558,11.0,50.0,0.22,343.0,584.0,0.587,0.567,195.0,257.0,0.759,97.0,121.0,218.0,134.0,129.0,19.0,69.0,110.0,914.0
Primož Brezec,C,28.0,50.0,475.0,44.0,94.0,0.468,0.0,0.0,0.0,44.0,94.0,0.468,0.468,24.0,40.0,0.6,30.0,51.0,81.0,11.0,3.0,7.0,24.0,83.0,112.0
Aaron Brooks,PG,23.0,51.0,608.0,93.0,225.0,0.413,36.0,109.0,0.33,57.0,116.0,0.491,0.493,42.0,49.0,0.857,13.0,43.0,56.0,87.0,13.0,5.0,44.0,69.0,264.0
Andre Brown,PF,26.0,33.0,286.0,39.0,78.0,0.5,0.0,0.0,0.0,39.0,78.0,0.5,0.5,22.0,49.0,0.449,37.0,55.0,92.0,8.0,7.0,4.0,14.0,38.0,100.0
Devin Brown,SG,29.0,78.0,1762.0,217.0,531.0,0.409,45.0,146.0,0.308,172.0,385.0,0.447,0.451,107.0,142.0,0.754,65.0,198.0,263.0,175.0,52.0,7.0,99.0,144.0,586.0
Kwame Brown,C,25.0,38.0,713.0,72.0,142.0,0.507,0.0,0.0,0.0,72.0,142.0,0.507,0.507,40.0,98.0,0.408,51.0,137.0,188.0,45.0,22.0,23.0,51.0,82.0,184.0
P.J. Brown,PF,38.0,18.0,209.0,14.0,41.0,0.341,0.0,1.0,0.0,14.0,40.0,0.35,0.341,11.0,16.0,0.688,29.0,39.0,68.0,10.0,5.0,8.0,10.0,29.0,39.0
Shannon Brown,SG,22.0,21.0,240.0,44.0,126.0,0.349,9.0,30.0,0.3,35.0,96.0,0.365,0.385,17.0,29.0,0.586,6.0,14.0,20.0,17.0,11.0,3.0,24.0,29.0,114.0
Kobe Bryant,SG,29.0,82.0,3192.0,775.0,1690.0,0.459,150.0,415.0,0.361,625.0,1275.0,0.49,0.503,623.0,742.0,0.84,94.0,423.0,517.0,441.0,151.0,40.0,257.0,227.0,2323.0
Greg Buckner,SG,31.0,31.0,520.0,45.0,117.0,0.385,15.0,50.0,0.3,30.0,67.0,0.448,0.449,19.0,22.0,0.864,10.0,55.0,65.0,39.0,21.0,2.0,29.0,63.0,124.0
Caron Butler,SF,27.0,58.0,2314.0,439.0,943.0,0.466,66.0,185.0,0.357,373.0,758.0,0.492,0.501,236.0,262.0,0.901,93.0,295.0,388.0,284.0,128.0,20.0,150.0,160.0,1180.0
Rasual Butler,SF,28.0,51.0,875.0,91.0,260.0,0.35,44.0,133.0,0.331,47.0,127.0,0.37,0.435,26.0,31.0,0.839,16.0,84.0,100.0,36.0,15.0,21.0,10.0,66.0,252.0
Andrew Bynum,C,20.0,35.0,1008.0,189.0,297.0,0.636,0.0,0.0,0.0,189.0,297.0,0.636,0.636,82.0,118.0,0.695,105.0,251.0,356.0,61.0,12.0,72.0,52.0,98.0,460.0
José Calderón,PG,26.0,82.0,2484.0,367.0,707.0,0.519,79.0,184.0,0.429,288.0,523.0,0.551,0.575,109.0,120.0,0.908,34.0,202.0,236.0,678.0,87.0,6.0,126.0,134.0,922.0
Marcus Camby,C,33.0,79.0,2758.0,286.0,635.0,0.45,6.0,20.0,0.3,280.0,615.0,0.455,0.455,143.0,202.0,0.708,230.0,807.0,1037.0,259.0,85.0,285.0,118.0,216.0,721.0
Brian Cardinal,PF,30.0,37.0,440.0,43.0,126.0,0.341,25.0,81.0,0.309,18.0,45.0,0.4,0.44,13.0,19.0,0.684,26.0,70.0,96.0,22.0,10.0,2.0,23.0,62.0,124.0
Rodney Carney,SF,23.0,70.0,1039.0,158.0,392.0,0.403,38.0,120.0,0.317,120.0,272.0,0.441,0.452,55.0,81.0,0.679,50.0,99.0,149.0,32.0,39.0,23.0,34.0,96.0,409.0
Matt Carroll,SG,27.0,80.0,2016.0,252.0,589.0,0.428,105.0,241.0,0.436,147.0,348.0,0.422,0.517,111.0,138.0,0.804,33.0,193.0,226.0,73.0,46.0,19.0,58.0,187.0,720.0
Anthony Carter,PG,32.0,70.0,1960.0,218.0,476.0,0.458,45.0,129.0,0.349,173.0,347.0,0.499,0.505,64.0,85.0,0.753,27.0,173.0,200.0,388.0,107.0,28.0,124.0,172.0,545.0
Vince Carter,SG,31.0,76.0,2959.0,587.0,1287.0,0.456,98.0,273.0,0.359,489.0,1014.0,0.482,0.494,350.0,429.0,0.816,112.0,341.0,453.0,389.0,93.0,33.0,181.0,241.0,1622.0
Sam Cassell,PG,38.0,55.0,1274.0,233.0,532.0,0.438,23.0,76.0,0.303,210.0,456.0,0.461,0.46,127.0,144.0,0.882,17.0,119.0,136.0,214.0,37.0,6.0,97.0,98.0,616.0
Tyson Chandler,C,25.0,79.0,2783.0,377.0,605.0,0.623,0.0,1.0,0.0,377.0,604.0,0.624,0.623,175.0,295.0,0.593,322.0,606.0,928.0,81.0,45.0,84.0,136.0,243.0,929.0
Wilson Chandler,SF,20.0,35.0,685.0,106.0,242.0,0.438,9.0,30.0,0.3,97.0,212.0,0.458,0.457,34.0,54.0,0.63,38.0,89.0,127.0,33.0,15.0,16.0,27.0,83.0,255.0
Josh Childress,SF,24.0,76.0,2274.0,327.0,573.0,0.571,22.0,60.0,0.367,305.0,513.0,0.595,0.59,222.0,275.0,0.807,174.0,199.0,373.0,117.0,71.0,43.0,98.0,129.0,898.0
Jarron Collins,C,29.0,70.0,702.0,36.0,82.0,0.439,0.0,1.0,0.0,36.0,81.0,0.444,0.439,46.0,74.0,0.622,40.0,76.0,116.0,37.0,10.0,6.0,22.0,106.0,118.0
Jason Collins,C,29.0,74.0,1172.0,53.0,113.0,0.469,0.0,1.0,0.0,53.0,112.0,0.473,0.469,34.0,74.0,0.459,64.0,114.0,178.0,25.0,23.0,25.0,48.0,194.0,140.0
Mardy Collins,SG,23.0,46.0,634.0,57.0,175.0,0.326,8.0,32.0,0.25,49.0,143.0,0.343,0.349,23.0,38.0,0.605,19.0,56.0,75.0,89.0,24.0,8.0,56.0,56.0,145.0
Nick Collison,PF,27.0,78.0,2223.0,322.0,641.0,0.502,0.0,2.0,0.0,322.0,639.0,0.504,0.502,123.0,167.0,0.737,254.0,476.0,730.0,113.0,47.0,60.0,118.0,250.0,767.0
Mike Conley,PG,20.0,53.0,1381.0,189.0,442.0,0.428,30.0,91.0,0.33,159.0,351.0,0.453,0.462,90.0,123.0,0.732,21.0,118.0,139.0,222.0,44.0,2.0,89.0,85.0,498.0
Brian Cook,PF,27.0,51.0,629.0,88.0,234.0,0.376,43.0,115.0,0.374,45.0,119.0,0.378,0.468,19.0,21.0,0.905,28.0,81.0,109.0,27.0,13.0,12.0,39.0,93.0,238.0
Daequan Cook,SG,20.0,59.0,1441.0,196.0,514.0,0.381,79.0,238.0,0.332,117.0,276.0,0.424,0.458,47.0,57.0,0.825,20.0,157.0,177.0,75.0,23.0,9.0,63.0,157.0,518.0
Jamal Crawford,SG,27.0,80.0,3190.0,570.0,1391.0,0.41,176.0,494.0,0.356,394.0,897.0,0.439,0.473,329.0,381.0,0.864,37.0,170.0,207.0,398.0,81.0,17.0,192.0,144.0,1645.0
Javaris Crittenton,SG,20.0,50.0,679.0,98.0,233.0,0.421,10.0,37.0,0.27,88.0,196.0,0.449,0.442,72.0,104.0,0.692,27.0,83.0,110.0,51.0,19.0,2.0,55.0,47.0,278.0
Austin Croshere,PF,32.0,44.0,457.0,61.0,137.0,0.445,22.0,61.0,0.361,39.0,76.0,0.513,0.526,29.0,32.0,0.906,33.0,71.0,104.0,30.0,8.0,6.0,22.0,60.0,173.0
Eddy Curry,C,25.0,59.0,1530.0,297.0,544.0,0.546,0.0,0.0,0.0,297.0,544.0,0.546,0.546,187.0,300.0,0.623,111.0,164.0,275.0,32.0,14.0,29.0,126.0,157.0,781.0
Samuel Dalembert,C,26.0,82.0,2724.0,339.0,661.0,0.513,0.0,1.0,0.0,339.0,660.0,0.514,0.513,186.0,263.0,0.707,304.0,545.0,849.0,45.0,40.0,192.0,155.0,269.0,864.0
Erick Dampier,C,32.0,72.0,1755.0,178.0,277.0,0.643,0.0,0.0,0.0,178.0,277.0,0.643,0.643,84.0,146.0,0.575,207.0,332.0,539.0,63.0,24.0,106.0,80.0,226.0,440.0
Antonio Daniels,PG,32.0,71.0,2161.0,205.0,447.0,0.459,17.0,74.0,0.23,188.0,373.0,0.504,0.478,170.0,219.0,0.776,23.0,180.0,203.0,340.0,69.0,2.0,91.0,78.0,597.0
Marquis Daniels,SG,27.0,74.0,1546.0,241.0,561.0,0.43,27.0,102.0,0.265,214.0,459.0,0.466,0.454,97.0,139.0,0.698,66.0,146.0,212.0,137.0,79.0,18.0,112.0,121.0,606.0
Jermareo Davidson,SF,23.0,38.0,322.0,51.0,125.0,0.408,0.0,0.0,0.0,51.0,125.0,0.408,0.408,18.0,28.0,0.643,21.0,41.0,62.0,13.0,7.0,15.0,17.0,46.0,120.0
Baron Davis,PG,28.0,82.0,3196.0,650.0,1526.0,0.426,173.0,525.0,0.33,477.0,1001.0,0.477,0.483,318.0,424.0,0.75,96.0,289.0,385.0,623.0,191.0,43.0,232.0,247.0,1791.0
Glen Davis,C,22.0,69.0,940.0,107.0,221.0,0.484,0.0,0.0,0.0,107.0,221.0,0.484,0.484,99.0,150.0,0.66,95.0,113.0,208.0,28.0,31.0,20.0,65.0,160.0,313.0
Paul Davis,PF,23.0,22.0,194.0,24.0,65.0,0.369,0.0,0.0,0.0,24.0,65.0,0.369,0.369,6.0,10.0,0.6,25.0,22.0,47.0,10.0,6.0,6.0,9.0,33.0,54.0
Ricky Davis,SF,28.0,82.0,2963.0,420.0,971.0,0.433,135.0,333.0,0.405,285.0,638.0,0.447,0.502,155.0,197.0,0.787,55.0,298.0,353.0,276.0,87.0,14.0,191.0,187.0,1130.0
Carlos Delfino,SG,25.0,82.0,1928.0,251.0,632.0,0.397,120.0,314.0,0.382,131.0,318.0,0.412,0.492,116.0,156.0,0.744,66.0,293.0,359.0,145.0,69.0,11.0,75.0,177.0,738.0
Luol Deng,SF,22.0,63.0,2128.0,429.0,896.0,0.479,8.0,22.0,0.364,421.0,874.0,0.482,0.483,204.0,265.0,0.77,136.0,258.0,394.0,155.0,57.0,29.0,120.0,117.0,1070.0
Boris Diaw,PF,25.0,82.0,2308.0,308.0,646.0,0.477,13.0,41.0,0.317,295.0,605.0,0.488,0.487,96.0,129.0,0.744,97.0,281.0,378.0,317.0,61.0,39.0,155.0,166.0,725.0
Yakhouba Diawara,SG,25.0,54.0,542.0,55.0,134.0,0.41,21.0,66.0,0.318,34.0,68.0,0.5,0.489,22.0,31.0,0.71,23.0,39.0,62.0,37.0,8.0,3.0,16.0,61.0,153.0
Guillermo Díaz,SG,22.0,6.0,18.0,1.0,4.0,0.25,0.0,1.0,0.0,1.0,3.0,0.333,0.25,3.0,5.0,0.6,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0
Dan Dickau,PG,29.0,67.0,1040.0,124.0,296.0,0.419,36.0,108.0,0.333,88.0,188.0,0.468,0.48,68.0,82.0,0.829,13.0,84.0,97.0,172.0,32.0,3.0,55.0,108.0,352.0
Kaniel Dickens,PF,29.0,5.0,12.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0
Travis Diener,PG,25.0,66.0,1356.0,159.0,430.0,0.37,74.0,233.0,0.318,85.0,197.0,0.431,0.456,64.0,71.0,0.901,26.0,89.0,115.0,251.0,35.0,4.0,55.0,107.0,456.0
Ike Diogu,PF,24.0,30.0,305.0,64.0,134.0,0.478,0.0,0.0,0.0,64.0,134.0,0.478,0.478,40.0,47.0,0.851,38.0,47.0,85.0,10.0,7.0,3.0,20.0,43.0,168.0
DeSagana Diop,C,26.0,79.0,1295.0,94.0,180.0,0.522,0.0,0.0,0.0,94.0,180.0,0.522,0.522,38.0,70.0,0.543,160.0,232.0,392.0,40.0,26.0,88.0,58.0,146.0,226.0
Juan Dixon,PG,29.0,53.0,668.0,106.0,258.0,0.411,30.0,72.0,0.417,76.0,186.0,0.409,0.469,21.0,26.0,0.808,15.0,60.0,75.0,97.0,21.0,2.0,54.0,62.0,263.0
Michael Doleac,C,30.0,24.0,257.0,28.0,63.0,0.444,0.0,0.0,0.0,28.0,63.0,0.444,0.444,1.0,2.0,0.5,16.0,33.0,49.0,7.0,10.0,10.0,12.0,44.0,57.0
Keyon Dooling,PG,27.0,72.0,1334.0,198.0,423.0,0.468,22.0,65.0,0.338,176.0,358.0,0.492,0.494,163.0,193.0,0.845,7.0,94.0,101.0,133.0,36.0,5.0,61.0,131.0,581.0
Quincy Douby,PG,23.0,74.0,876.0,132.0,335.0,0.394,42.0,122.0,0.344,90.0,213.0,0.423,0.457,48.0,52.0,0.923,17.0,66.0,83.0,53.0,30.0,12.0,59.0,80.0,354.0
Jared Dudley,PF,22.0,73.0,1384.0,163.0,348.0,0.468,9.0,41.0,0.22,154.0,307.0,0.502,0.481,87.0,118.0,0.737,121.0,165.0,286.0,81.0,55.0,10.0,50.0,128.0,422.0
Chris Duhon,PG,25.0,66.0,1490.0,133.0,344.0,0.387,54.0,155.0,0.348,79.0,189.0,0.418,0.465,65.0,80.0,0.813,19.0,97.0,116.0,263.0,48.0,2.0,71.0,92.0,385.0
Tim Duncan,C,31.0,78.0,2651.0,585.0,1178.0,0.497,0.0,4.0,0.0,585.0,1174.0,0.498,0.497,338.0,463.0,0.73,237.0,644.0,881.0,218.0,56.0,152.0,178.0,185.0,1508.0
Mike Dunleavy,SG,27.0,82.0,2953.0,532.0,1117.0,0.476,165.0,389.0,0.424,367.0,728.0,0.504,0.55,336.0,403.0,0.834,59.0,365.0,424.0,288.0,86.0,31.0,190.0,208.0,1565.0
Ronald Dupree,SF,27.0,5.0,21.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,3.0,0.333,0.333,2.0,2.0,1.0,1.0,7.0,8.0,1.0,1.0,0.0,0.0,0.0,4.0
Kevin Durant,SG,19.0,80.0,2768.0,587.0,1366.0,0.43,59.0,205.0,0.288,528.0,1161.0,0.455,0.451,391.0,448.0,0.873,70.0,278.0,348.0,192.0,78.0,75.0,232.0,122.0,1624.0
Monta Ellis,SG,22.0,81.0,3071.0,652.0,1227.0,0.531,12.0,52.0,0.231,640.0,1175.0,0.545,0.536,320.0,417.0,0.767,133.0,271.0,404.0,315.0,124.0,27.0,173.0,195.0,1636.0
Francisco Elson,C,31.0,63.0,813.0,92.0,236.0,0.39,0.0,1.0,0.0,92.0,235.0,0.391,0.39,26.0,37.0,0.703,50.0,150.0,200.0,24.0,15.0,20.0,47.0,96.0,210.0
