Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
Mike Scott,PF,32,PHI,32,563,5.9,.483,.780,.079,1.6,15.3,8.6,4.8,1.5,0.8,10.9,11.2,,-0.2,0.7,0.5,.045,,-3.5,0.1,-3.4,-0.2
Collin Sexton,SG,22,CLE,43,1542,17.4,.572,.243,.316,2.3,6.7,4.5,21.0,1.6,0.2,11.5,28.7,,1.8,0.8,2.6,.080,,1.4,-1.7,-0.3,0.6
Landry Shamet,SG,23,BRK,41,828,9.9,.572,.744,.165,1.3,8.3,4.9,7.3,1.1,0.5,9.3,17.0,,0.6,0.4,0.9,.054,,-1.4,-1.6,-3.0,-0.2
Iman Shumpert,SG,30,BRK,2,11,-0.3,.250,.750,.000,10.7,0.0,5.1,0.0,4.4,0.0,20.0,19.8,,-0.1,0.0,0.0,-0.210,,-10.2,-2.7,-13.0,0.0
Pascal Siakam,PF,26,TOR,42,1485,18.1,.548,.265,.338,5.5,17.5,11.3,21.2,1.6,1.8,9.7,25.4,,2.3,1.5,3.8,.122,,1.0,-0.3,0.7,1.0
Chris Silva,PF,24,TOT,13,87,12.5,.741,.067,1.000,9.3,23.7,16.7,10.0,0.6,6.0,31.6,16.2,,0.1,0.1,0.2,.118,,-5.5,0.7,-4.8,-0.1
Chris Silva,PF,24,MIA,11,83,13.4,.765,.077,1.154,9.8,23.5,16.9,10.5,0.6,6.3,31.5,15.5,,0.1,0.1,0.2,.141,,-5.0,1.2,-3.8,0.0
Chris Silva,PF,24,SAC,2,4,-4.6,.500,.000,.000,0.0,28.0,13.8,0.0,0.0,0.0,33.3,32.1,,0.0,0.0,0.0,-0.356,,-15.6,-9.3,-24.9,0.0
Ben Simmons,PG,24,PHI,43,1440,18.0,.580,.020,.504,5.8,19.5,12.8,31.6,2.2,1.7,20.8,21.1,,1.8,2.4,4.2,.141,,0.6,1.6,2.3,1.6
Anfernee Simons,SG,21,POR,43,716,12.0,.573,.709,.126,1.2,13.9,7.3,12.7,0.5,0.6,9.9,20.1,,0.8,0.1,0.9,.059,,0.3,-2.3,-2.0,0.0
Deividas Sirvydis,SG,20,DET,12,26,14.5,.545,.833,.333,0.0,30.8,15.1,6.0,1.9,0.0,6.8,24.8,,0.0,0.0,0.0,.076,,-0.8,-0.4,-1.2,0.0
Alen Smailagić,PF,20,GSW,5,26,7.0,.468,.500,.400,8.2,4.1,6.1,0.0,0.0,3.4,0.0,19.3,,0.0,0.0,0.0,.004,,-3.1,-3.5,-6.6,0.0
Marcus Smart,PG,26,BOS,33,1059,14.5,.548,.538,.336,1.9,8.5,5.2,23.6,2.3,1.6,13.1,18.4,,1.5,1.0,2.5,.112,,0.0,0.1,0.1,0.6
Dennis Smith Jr.,PG,23,TOT,21,375,14.1,.491,.400,.163,3.2,13.1,8.0,28.9,2.8,3.3,14.7,19.8,,0.0,0.5,0.5,.066,,-1.0,1.6,0.6,0.3
Dennis Smith Jr.,PG,23,NYK,3,28,6.9,.356,.400,.600,0.0,7.7,3.8,14.6,5.4,0.0,7.3,21.5,,-0.1,0.1,0.0,-0.013,,-8.2,3.9,-4.3,0.0
Dennis Smith Jr.,PG,23,DET,18,347,14.7,.504,.400,.128,3.5,13.5,8.4,30.0,2.6,3.6,15.4,19.6,,0.1,0.4,0.5,.073,,-0.4,1.4,1.0,0.3
Ish Smith,PG,32,WAS,22,448,10.4,.410,.158,.122,2.6,15.0,8.7,30.4,1.6,0.9,13.6,15.8,,-0.2,0.4,0.2,.017,,-2.3,-0.3,-2.7,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Smith,PF,20,PHO,16,73,3.7,.399,.400,.120,7.9,16.4,12.3,3.6,0.0,2.5,13.2,18.5,,-0.2,0.1,-0.1,-0.056,,-6.4,-2.2,-8.6,-0.1
Tony Snell,SG,29,ATL,39,824,9.8,.726,.664,.075,1.8,10.2,6.0,8.2,0.4,1.1,10.7,8.9,,1.4,0.3,1.7,.100,,-0.2,-0.4,-0.7,0.3
Ray Spalding,C,23,HOU,2,19,0.9,.410,.250,.500,10.8,11.7,11.2,0.0,0.0,9.4,38.1,17.7,,-0.1,0.0,-0.1,-0.174,,-8.9,-1.4,-10.4,0.0
Cassius Stanley,SG,21,IND,14,38,1.8,.322,.333,.278,11.7,17.7,14.7,0.0,0.0,4.4,4.7,24.1,,-0.1,0.0,-0.1,-0.122,,-9.6,-4.7,-14.3,-0.1
Lamar Stevens,PF,23,CLE,34,450,11.3,.513,.186,.357,5.6,17.3,11.3,8.0,1.8,2.4,11.3,16.3,,0.0,0.5,0.5,.055,,-3.6,0.1,-3.4,-0.2
Isaiah Stewart,C,19,DET,49,951,15.3,.600,.099,.215,12.2,21.5,16.8,6.3,1.3,4.8,14.2,14.2,,1.2,1.2,2.4,.124,,-1.9,0.2,-1.7,0.1
Max Strus,SF,24,MIA,26,334,12.3,.620,.803,.131,1.0,7.1,4.2,6.2,0.7,0.0,3.0,17.9,,0.5,0.2,0.7,.100,,0.6,-1.5,-0.9,0.1
Edmond Sumner,SG,25,IND,37,502,12.0,.615,.339,.291,2.9,10.9,6.9,7.4,1.8,0.8,15.4,18.9,,0.2,0.4,0.6,.061,,-2.5,-0.6,-3.1,-0.1
Jae'Sean Tate,SF,25,HOU,51,1466,13.9,.597,.312,.226,6.8,13.3,9.9,10.6,1.8,1.8,11.3,15.2,,2.0,1.4,3.4,.111,,-1.6,0.5,-1.1,0.3
Jayson Tatum,SF,22,BOS,46,1636,20.2,.562,.369,.217,2.2,19.9,10.9,20.0,1.8,1.2,10.2,30.2,,2.4,1.7,4.1,.121,,3.7,-0.4,3.3,2.2
Jeff Teague,PG,32,TOT,37,662,12.0,.550,.299,.318,1.7,8.5,5.1,17.0,1.9,1.3,14.9,17.5,,0.5,0.5,1.0,.074,,-2.0,-0.1,-2.1,0.0
Jeff Teague,PG,32,BOS,34,616,11.5,.542,.298,.324,1.8,8.6,5.2,16.2,2.1,1.1,15.4,17.8,,0.3,0.5,0.8,.064,,-2.4,-0.2,-2.5,-0.1
Jeff Teague,G,32,MIL,3,46,18.0,.663,.308,.231,0.0,6.6,3.4,28.2,0.0,3.9,6.5,14.0,,0.2,0.0,0.2,.218,,2.8,0.5,3.3,0.1
Garrett Temple,SG,34,CHI,37,1002,9.1,.536,.519,.144,2.4,10.0,6.3,9.5,1.6,1.5,11.4,13.5,,0.3,0.9,1.2,.059,,-3.0,-0.1,-3.1,-0.3
Tyrell Terry,PG,20,DAL,11,56,6.1,.318,.438,.188,0.0,11.5,5.9,14.2,4.4,0.0,10.4,15.3,,-0.1,0.1,-0.1,-0.049,,-7.7,2.2,-5.5,-0.1
Daniel Theis,C,28,TOT,46,1113,15.0,.618,.333,.239,5.7,18.0,11.8,9.5,1.1,4.0,11.4,14.9,,1.8,1.2,3.0,.131,,-0.6,0.6,0.1,0.6
Daniel Theis,C,28,BOS,42,1027,15.2,.625,.330,.233,5.8,18.3,12.0,9.3,1.2,4.0,11.4,15.1,,1.8,1.1,2.9,.136,,-0.5,0.7,0.2,0.6
Daniel Theis,C,28,CHI,4,86,11.5,.519,.381,.333,3.9,15.3,9.7,12.2,0.6,5.0,11.1,13.5,,0.0,0.1,0.1,.073,,-1.5,0.5,-0.9,0.0
Brodric Thomas,SG,24,TOT,14,150,7.5,.453,.543,.457,2.1,11.4,6.6,11.3,2.3,3.0,15.3,18.9,,-0.2,0.2,0.0,-0.012,,-5.5,0.5,-5.0,-0.1
Brodric Thomas,SG,24,HOU,4,24,7.4,.496,.857,1.000,4.3,13.8,8.9,23.1,2.0,3.7,28.4,25.1,,-0.1,0.0,0.0,-0.053,,-6.9,-0.5,-7.3,0.0
Brodric Thomas,SG,24,CLE,10,126,7.5,.443,.487,.359,1.7,10.9,6.2,9.0,2.3,2.9,11.7,17.7,,-0.1,0.1,0.0,-0.004,,-5.2,0.7,-4.6,-0.1
Isaiah Thomas,G,31,NOP,2,44,2.2,.406,.480,.080,0.0,5.0,2.5,16.3,1.1,0.0,16.2,29.8,,-0.2,0.0,-0.2,-0.187,,-7.9,-5.8,-13.7,-0.1
Matt Thomas,SG,26,TOT,29,222,7.9,.525,.671,.092,1.9,11.5,6.6,9.1,0.7,0.0,11.2,17.3,,0.0,0.1,0.1,.016,,-3.0,-2.3,-5.2,-0.2
Matt Thomas,SG,26,TOR,26,192,8.2,.545,.661,.113,1.7,10.6,6.0,6.7,0.5,0.0,8.4,16.0,,0.0,0.1,0.1,.029,,-2.2,-2.5,-4.7,-0.1
Matt Thomas,SG,26,UTA,3,30,5.8,.429,.714,.000,3.7,16.9,10.6,24.1,1.6,0.0,22.2,25.8,,-0.1,0.0,0.0,-0.068,,-7.7,-0.8,-8.6,0.0
Tristan Thompson,PF,29,BOS,37,833,15.7,.552,.013,.373,15.4,26.3,20.8,6.1,0.8,1.8,11.9,15.6,,1.3,0.9,2.2,.124,,-0.7,-1.5,-2.2,0.0
Sindarius Thornwell,SG,26,NOP,14,73,4.5,.388,.429,.095,1.5,6.1,3.8,7.0,3.3,1.3,15.5,15.1,,-0.2,0.1,-0.1,-0.068,,-6.1,0.1,-5.9,-0.1
Matisse Thybulle,SG,23,PHI,48,921,9.8,.502,.615,.083,2.8,7.6,5.3,6.5,3.7,4.5,9.8,9.0,,0.2,1.8,2.0,.106,,-2.7,4.2,1.5,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killian Tillie,C,22,MEM,10,86,5.8,.357,.567,.167,6.1,8.9,7.5,2.9,1.7,5.4,3.0,16.3,,-0.1,0.1,0.0,-0.007,,-5.9,-1.4,-7.2,-0.1
Xavier Tillman Sr.,PF,22,MEM,39,728,13.8,.577,.218,.178,6.9,17.4,12.0,9.6,2.0,2.8,11.6,13.9,,0.8,1.0,1.9,.122,,-1.8,0.9,-0.9,0.2
Obi Toppin,PF,22,NYK,42,491,11.3,.553,.401,.118,3.7,15.5,9.6,6.8,1.2,2.2,11.1,16.2,,0.2,0.7,0.8,.082,,-2.4,0.1,-2.2,0.0
Juan Toscano-Anderson,SG,27,GSW,35,609,11.6,.659,.417,.157,3.1,19.4,11.2,16.2,1.6,2.2,21.7,11.0,,0.6,0.8,1.4,.108,,-2.2,1.7,-0.5,0.2
Axel Toupane,SF,28,MIL,6,41,3.2,.286,.143,.000,0.0,9.9,5.1,5.6,0.0,6.5,0.0,7.2,,0.0,0.0,0.0,-0.002,,-7.3,0.0,-7.4,-0.1
Karl-Anthony Towns,C,25,MIN,32,1101,23.7,.613,.342,.319,8.4,27.3,17.4,22.0,1.1,3.6,13.4,28.5,,2.5,1.1,3.5,.155,,4.2,0.5,4.8,1.9
Gary Trent Jr.,SG,22,TOT,48,1490,12.5,.546,.565,.133,1.5,6.9,4.1,6.9,1.4,0.5,4.9,20.1,,1.4,0.2,1.6,.052,,-0.2,-2.1,-2.4,-0.1
Gary Trent Jr.,SG,22,POR,41,1262,12.6,.550,.582,.143,1.7,6.2,3.9,6.9,1.4,0.4,5.3,20.1,,1.3,0.1,1.4,.053,,0.0,-2.4,-2.4,-0.1
Gary Trent Jr.,SG,22,TOR,7,228,11.8,.526,.480,.078,0.5,11.0,5.5,6.9,1.5,0.9,2.8,20.5,,0.1,0.2,0.2,.045,,-1.3,-0.9,-2.2,0.0
P.J. Tucker,PF,35,TOT,35,1003,5.6,.496,.667,.170,3.7,13.0,8.2,6.0,1.4,1.8,18.5,7.6,,-0.2,0.9,0.7,.033,,-5.0,0.3,-4.7,-0.7
P.J. Tucker,PF,35,HOU,32,959,5.6,.500,.656,.176,3.5,13.3,8.2,6.2,1.4,1.7,19.0,7.8,,-0.2,0.8,0.6,.032,,-5.1,0.3,-4.8,-0.7
P.J. Tucker,PF,35,MIL,3,44,5.3,.375,1.000,.000,7.5,6.9,7.2,2.5,0.0,4.0,0.0,3.8,,0.0,0.0,0.1,.060,,-2.7,0.6,-2.1,0.0
Rayjon Tucker,PG,23,PHI,5,23,17.3,.731,.500,2.000,4.9,14.0,9.6,5.4,0.0,0.0,0.0,14.0,,0.1,0.0,0.1,.297,,-1.5,0.0,-1.6,0.0
Myles Turner,C,24,IND,46,1422,15.8,.604,.475,.322,4.6,18.6,11.6,4.4,1.3,9.4,12.0,16.7,,1.2,2.3,3.5,.117,,-1.2,1.9,0.6,0.9
Jonas Valančiūnas,C,28,MEM,44,1210,23.0,.609,.080,.282,15.6,33.1,24.1,9.9,1.0,2.2,11.6,23.2,,3.0,1.8,4.8,.191,,2.2,-1.0,1.3,1.0
Denzel Valentine,SG,27,CHI,44,791,10.8,.486,.579,.034,2.9,20.0,11.6,12.9,1.6,0.1,7.9,19.2,,-0.1,0.8,0.7,.044,,-1.8,-0.7,-2.5,-0.1
Jarred Vanderbilt,PF,21,MIN,46,792,15.3,.614,.025,.454,9.1,24.1,16.3,10.3,2.6,3.2,18.4,12.7,,0.9,1.0,1.9,.113,,-2.2,1.1,-1.2,0.2
Fred VanVleet,SG,26,TOR,44,1601,17.1,.543,.546,.240,1.8,11.2,6.4,26.2,2.3,2.2,9.7,23.9,,2.2,1.6,3.8,.115,,2.4,-0.1,2.3,1.8
Devin Vassell,SF,20,SAS,42,713,11.0,.535,.503,.164,2.5,15.7,8.9,7.3,2.5,1.5,7.7,13.4,,0.3,0.9,1.2,.082,,-2.3,1.3,-1.0,0.2
Gabe Vincent,PG,24,MIA,36,509,7.5,.487,.634,.124,1.6,7.0,4.4,15.7,1.7,0.4,12.1,19.7,,-0.4,0.5,0.1,.007,,-4.6,-0.8,-5.3,-0.4
Noah Vonleh,PF,25,BRK,4,11,-19.1,.000,.667,.000,0.0,9.7,5.1,10.1,0.0,0.0,40.0,19.8,,-0.1,0.0,-0.1,-0.487,,-20.9,-8.9,-29.9,-0.1
Nikola Vučević,C,30,TOT,50,1689,23.8,.568,.311,.126,6.1,30.9,18.1,21.6,1.3,1.9,7.7,29.7,,2.9,2.2,5.1,.145,,5.5,0.2,5.7,3.3
Nikola Vučević,C,30,ORL,44,1500,23.6,.565,.317,.121,5.8,31.0,18.0,21.7,1.4,1.8,8.0,29.9,,2.4,1.9,4.3,.138,,5.5,0.1,5.6,2.9
Nikola Vučević,C,30,CHI,6,189,25.5,.592,.262,.168,7.8,30.1,19.1,20.7,1.0,2.7,5.7,27.6,,0.6,0.3,0.8,.207,,5.3,1.0,6.3,0.4
Dean Wade,PF,24,CLE,42,664,10.7,.549,.659,.121,3.3,17.3,10.1,9.4,1.0,1.9,7.6,12.9,,0.5,0.5,1.1,.077,,-1.3,-0.1,-1.3,0.1
Moritz Wagner,C,23,TOT,32,429,13.7,.595,.356,.400,4.0,18.6,11.2,12.1,2.4,1.6,14.5,18.1,,0.4,0.5,0.9,.100,,-2.1,0.6,-1.4,0.1
Moritz Wagner,C,23,WAS,25,375,15.5,.614,.344,.426,3.6,17.0,10.3,12.2,2.7,1.8,12.7,18.4,,0.5,0.5,1.0,.127,,-1.1,0.9,-0.2,0.2
Moritz Wagner,C,23,BOS,7,54,1.3,.396,.462,.154,6.1,29.3,17.6,11.8,0.0,0.0,30.2,15.9,,-0.1,0.0,-0.1,-0.090,,-8.9,-1.3,-10.2,-0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kemba Walker,PG,30,BOS,32,990,16.1,.534,.518,.194,1.0,12.0,6.4,23.6,1.7,0.9,11.0,26.1,,1.0,0.8,1.8,.087,,1.6,-0.9,0.8,0.7
Lonnie Walker,SG,22,SAS,37,968,10.1,.526,.459,.119,1.0,10.5,5.6,9.2,1.0,1.2,8.6,20.0,,-0.2,0.7,0.5,.023,,-2.2,-1.4,-3.7,-0.4
John Wall,PG,30,HOU,33,1052,16.3,.503,.344,.294,1.6,10.0,5.6,36.9,1.7,2.2,13.9,31.8,,-0.6,0.9,0.3,.015,,1.7,-1.3,0.4,0.6
Brad Wanamaker,PG,31,TOT,44,714,9.2,.486,.348,.319,1.6,9.3,5.4,21.9,2.0,0.7,16.5,16.6,,-0.2,0.7,0.5,.033,,-4.4,0.1,-4.3,-0.4
Brad Wanamaker,PG,31,GSW,39,625,8.6,.468,.353,.324,1.4,9.9,5.6,21.1,1.9,0.9,15.8,16.0,,-0.3,0.6,0.4,.027,,-4.7,0.3,-4.4,-0.4
Brad Wanamaker,PG,31,CHO,5,89,13.4,.586,.323,.290,3.6,4.9,4.3,27.0,2.2,0.0,20.5,21.1,,0.1,0.1,0.1,.073,,-2.4,-1.3,-3.7,0.0
T.J. Warren,SF,27,IND,4,117,11.8,.560,.137,.196,1.9,11.5,6.7,6.7,0.8,0.0,6.7,21.9,,0.1,0.1,0.1,.048,,-3.0,-2.5,-5.5,-0.1
P.J. Washington,PF,22,CHO,46,1358,12.4,.534,.378,.251,5.3,18.6,11.9,13.0,1.6,4.4,17.0,18.9,,-0.2,1.7,1.5,.054,,-2.1,0.3,-1.8,0.1
Yuta Watanabe,SF,26,TOR,32,374,10.5,.461,.482,.165,8.2,21.5,14.6,6.1,1.8,4.1,9.0,11.6,,0.1,0.5,0.6,.077,,-2.5,0.1,-2.4,0.0
Tremont Waters,PG,23,BOS,15,112,14.6,.497,.472,.333,3.0,7.1,5.0,40.4,3.5,0.0,23.9,20.9,,0.1,0.1,0.2,.074,,0.5,0.2,0.7,0.1
Paul Watson,SF,26,TOR,24,234,8.7,.634,.800,.073,1.4,15.5,8.2,6.6,1.0,0.9,9.6,11.6,,0.2,0.2,0.4,.080,,-2.3,-0.8,-3.0,-0.1
Quinndary Weatherspoon,SG,24,SAS,14,64,2.5,.425,.133,.400,3.2,6.8,5.0,8.0,3.8,1.3,31.2,17.4,,-0.2,0.1,-0.1,-0.100,,-10.0,-0.2,-10.2,-0.1
Russell Westbrook,PG,32,WAS,43,1516,18.0,.502,.226,.335,4.8,27.0,15.8,47.7,1.6,1.0,18.7,31.6,,-0.7,1.7,1.0,.032,,1.8,0.0,1.8,1.5
Coby White,PG,20,CHI,46,1443,11.4,.524,.475,.144,1.7,13.9,7.9,20.9,0.8,0.5,13.5,22.2,,0.2,1.0,1.2,.041,,-1.6,-1.8,-3.4,-0.5
Derrick White,SG,26,SAS,25,726,13.0,.528,.539,.252,0.9,9.4,5.0,16.6,1.1,3.1,9.8,22.6,,0.2,0.7,0.8,.054,,-0.3,-0.4,-0.7,0.2
Hassan Whiteside,C,31,SAC,29,429,19.8,.559,.006,.363,12.7,32.4,22.4,5.6,0.8,7.7,13.7,24.0,,0.2,0.5,0.7,.075,,-1.5,-0.2,-1.8,0.0
Greg Whittington,PF,27,DEN,4,12,-10.2,.000,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,,-0.1,0.0,-0.1,-0.261,,-11.4,-6.1,-17.5,0.0
Andrew Wiggins,PF,25,GSW,51,1650,14.6,.567,.368,.247,3.3,12.4,7.9,10.9,1.3,2.7,10.6,23.4,,0.5,1.7,2.2,.064,,-0.1,-0.7,-0.8,0.5
Grant Williams,PF,22,BOS,44,812,7.7,.547,.539,.216,5.3,12.7,9.0,7.2,1.5,1.9,16.8,11.7,,0.2,0.7,0.9,.053,,-3.8,-0.1,-3.9,-0.4
Kenrich Williams,PF,26,OKC,51,1044,14.3,.605,.286,.156,6.5,14.8,10.7,15.4,1.7,1.0,13.7,15.1,,1.4,1.0,2.4,.111,,-1.0,0.9,0.0,0.5
Lou Williams,PG,34,TOT,47,1039,15.7,.526,.262,.258,1.9,8.8,5.4,23.2,2.0,0.4,11.8,26.4,,0.8,1.0,1.7,.080,,-0.6,-1.4,-2.0,0.0
Lou Williams,PG,34,LAC,42,918,15.9,.529,.277,.277,1.9,8.7,5.4,23.2,2.1,0.4,12.0,26.4,,0.7,0.9,1.6,.086,,-0.5,-1.4,-1.9,0.0
Lou Williams,G,34,ATL,5,121,14.2,.504,.161,.129,1.8,8.9,5.4,23.0,1.6,0.7,9.7,26.0,,0.0,0.1,0.1,.037,,-1.6,-1.7,-3.3,0.0
Patrick Williams,PF,19,CHI,48,1370,10.3,.561,.269,.214,3.6,14.7,9.3,6.3,1.3,2.1,14.0,15.2,,0.2,1.4,1.6,.055,,-2.7,-0.3,-3.0,-0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Williams,C,23,BOS,44,811,26.9,.725,.005,.296,15.7,26.5,21.0,13.5,2.3,9.3,15.3,15.3,,2.9,1.7,4.6,.271,,3.2,3.3,6.5,1.7
Zion Williamson,PF,20,NOP,46,1501,27.9,.660,.032,.535,8.8,14.9,11.9,18.9,1.4,1.9,11.1,29.2,,6.0,0.8,6.8,.217,,5.7,-0.3,5.4,2.8
D.J. Wilson,PF,24,TOT,22,224,11.1,.548,.576,.118,4.2,22.8,13.5,5.2,0.8,3.6,12.7,19.4,,-0.1,0.3,0.2,.048,,-3.1,-0.7,-3.8,-0.1
D.J. Wilson,PF,24,MIL,12,105,8.5,.490,.651,.047,3.1,21.3,12.6,3.7,0.4,3.4,8.4,19.2,,-0.1,0.1,0.1,.024,,-3.3,-2.1,-5.4,-0.1
D.J. Wilson,PF,24,HOU,10,119,13.5,.604,.500,.190,5.2,24.2,14.3,6.6,1.2,3.8,16.5,19.6,,0.0,0.2,0.2,.068,,-2.9,0.5,-2.4,0.0
Dylan Windler,SF,24,CLE,31,513,10.9,.567,.592,.208,4.2,19.4,11.6,9.3,1.8,2.1,18.4,14.7,,0.0,0.6,0.6,.052,,-1.8,0.1,-1.7,0.0
Justise Winslow,SF,24,MEM,16,337,4.9,.372,.281,.110,4.0,20.7,12.2,11.2,1.7,1.9,14.0,22.3,,-1.1,0.5,-0.6,-0.090,,-7.2,-0.2,-7.4,-0.5
Cassius Winston,PG,22,WAS,14,78,12.8,.610,.591,.182,0.0,9.6,4.7,17.1,1.2,1.1,4.0,13.2,,0.2,0.0,0.2,.130,,-0.2,-0.1,-0.4,0.0
James Wiseman,C,19,GSW,37,806,12.7,.545,.105,.239,7.1,21.8,14.4,5.0,0.6,4.0,13.2,23.7,,-0.5,1.0,0.5,.029,,-4.2,-1.5,-5.7,-0.8
Christian Wood,C,25,HOU,28,885,21.3,.601,.304,.302,5.4,27.7,16.1,8.2,1.3,3.5,9.1,25.9,,1.1,1.2,2.4,.128,,2.3,-0.2,2.1,0.9
Robert Woodard,SF,21,SAC,11,29,18.5,.514,.286,.571,11.2,30.9,20.9,0.0,0.0,5.7,5.4,27.3,,0.0,0.0,0.0,.035,,0.2,-3.3,-3.2,0.0
Delon Wright,SG-PG,28,TOT,42,1178,16.2,.562,.314,.311,3.7,13.8,8.6,24.7,2.6,1.4,12.3,15.9,,1.9,1.2,3.1,.127,,0.8,1.5,2.3,1.3
Delon Wright,SG,28,DET,36,1052,16.6,.562,.304,.307,3.9,13.8,8.7,25.9,2.7,1.6,12.6,15.8,,1.7,1.2,2.9,.134,,1.1,1.8,2.8,1.3
Delon Wright,PG,28,SAC,6,126,13.2,.560,.395,.342,2.6,13.3,7.9,14.5,1.5,0.0,10.3,16.6,,0.2,0.0,0.2,.070,,-1.0,-1.0,-2.0,0.0
Thaddeus Young,PF,32,CHI,45,1131,21.1,.602,.057,.170,11.1,17.3,14.3,26.5,2.4,2.0,16.3,21.2,,2.4,1.5,3.9,.166,,2.1,1.7,3.8,1.7
Trae Young,PG,22,ATL,49,1676,22.1,.584,.367,.487,2.1,10.1,6.2,45.5,1.2,0.6,16.6,32.6,,4.4,0.9,5.3,.151,,5.2,-1.8,3.4,2.3
Cody Zeller,C,28,CHO,31,672,18.4,.572,.100,.327,12.9,22.9,17.9,14.2,1.7,1.6,10.0,17.8,,1.5,0.8,2.3,.162,,0.4,0.1,0.5,0.4
Ivica Zubac,C,23,LAC,52,1129,19.6,.687,.011,.433,14.3,23.1,18.8,7.2,0.9,3.7,14.4,15.0,,3.5,1.5,5.0,.213,,0.7,-0.2,0.5,0.7
