Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Karl Malone,PF,33,UTA,0.0,0.555,0.55,0.755,193,616,368,113,48,233,217,2249,28.9,0.6,16.8,24.5,2.0,1.3,11.1,32.7,16.7,8.2,7.7,0.857,MVP,1997,0.78,Correct
John Stockton,PG,34,UTA,0.422,0.587,0.598,0.846,45,183,860,166,15,248,194,1183,22.1,0.656,4.9,46.0,3.1,0.4,21.6,18.4,13.6,6.6,6.3,0.003,Candidate,1997,0.78,Predicted
