Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Russell Westbrook,PG,28,OKC,0.343,0.459,0.476,0.845,137,727,840,132,31,438,190,2558,30.6,0.554,17.1,57.3,2.3,0.9,15.9,41.7,13.1,11.1,9.3,0.879,MVP,2017,0.573,Correct
Kawhi Leonard,SF,25,SAS,0.38,0.529,0.541,0.88,80,350,260,133,55,154,122,1888,27.6,0.61,9.8,18.9,2.7,1.8,9.1,31.1,13.6,9.4,7.1,0.495,Candidate,2017,0.744,Predicted
