Player,Pos,Age,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Tariq Abdul-Wahad,SG,28.0,14.0,204.0,27.0,58.0,0.466,0.0,1.0,0.0,27.0,57.0,0.474,0.466,3.0,6.0,0.5,14.0,26.0,40.0,21.0,6.0,3.0,7.0,26.0,57.0,12.4,0.47,0.017,0.103,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,0.2,0.2,0.4,0.104,-1.6,0.2,-1.4,0.0,0.0,0.0,OOR,2003
Shareef Abdur-Rahim,PF,26.0,81.0,3087.0,566.0,1183.0,0.478,21.0,60.0,0.35,545.0,1123.0,0.485,0.487,455.0,541.0,0.841,175.0,502.0,677.0,242.0,87.0,38.0,212.0,240.0,1608.0,19.9,0.566,0.051,0.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,7.4,2.3,9.7,0.151,2.3,-0.7,1.6,2.8,0.0,0.0,OOR,2003
Courtney Alexander,PG,25.0,66.0,1360.0,193.0,505.0,0.382,19.0,57.0,0.333,174.0,448.0,0.388,0.401,118.0,146.0,0.808,39.0,79.0,118.0,79.0,31.0,6.0,68.0,125.0,523.0,9.3,0.459,0.113,0.289,3.3,6.8,5.0,9.8,1.2,0.3,10.7,21.3,0.1,1.0,1.1,0.04,-3.3,-1.2,-4.5,-0.9,0.0,0.0,OOR,2003
Malik Allen,PF,24.0,80.0,2318.0,335.0,790.0,0.424,0.0,4.0,0.0,335.0,786.0,0.426,0.424,97.0,121.0,0.802,134.0,291.0,425.0,54.0,37.0,78.0,128.0,234.0,767.0,9.9,0.455,0.005,0.153,6.5,14.9,10.6,4.4,0.9,2.6,13.2,19.7,-1.7,2.6,0.9,0.018,-3.9,-0.4,-4.4,-1.4,0.0,0.0,OOR,2003
Ray Allen,SG,27.0,76.0,2880.0,598.0,1363.0,0.439,201.0,533.0,0.377,397.0,830.0,0.478,0.512,316.0,345.0,0.916,94.0,287.0,381.0,334.0,103.0,14.0,198.0,220.0,1713.0,21.3,0.565,0.391,0.253,3.8,11.8,7.8,21.6,1.9,0.4,11.6,27.8,7.6,1.5,9.1,0.152,4.7,-1.0,3.6,4.1,0.0,0.0,OOR,2003
Rafer Alston,PG,26.0,47.0,980.0,139.0,335.0,0.415,51.0,130.0,0.392,88.0,205.0,0.429,0.491,37.0,54.0,0.685,21.0,86.0,107.0,192.0,38.0,15.0,86.0,120.0,366.0,14.4,0.51,0.388,0.161,2.3,10.4,6.2,34.0,2.1,1.1,19.3,20.7,0.7,0.5,1.2,0.059,0.2,-1.0,-0.8,0.3,0.0,0.0,OOR,2003
John Amaechi,C,32.0,50.0,474.0,37.0,118.0,0.314,0.0,0.0,0.0,37.0,118.0,0.314,0.314,25.0,52.0,0.481,26.0,51.0,77.0,21.0,14.0,7.0,34.0,50.0,99.0,3.1,0.351,0.0,0.441,6.9,12.5,9.8,6.8,1.6,1.1,19.4,17.0,-1.1,0.4,-0.7,-0.07,-6.4,-1.6,-8.0,-0.7,0.0,0.0,OOR,2003
Chris Andersen,C,24.0,59.0,907.0,114.0,285.0,0.4,0.0,1.0,0.0,114.0,284.0,0.401,0.4,77.0,140.0,0.55,109.0,165.0,274.0,32.0,30.0,60.0,60.0,90.0,305.0,14.0,0.44,0.004,0.491,13.3,22.3,17.6,6.3,1.7,5.3,14.8,19.9,-0.5,1.7,1.1,0.059,-2.4,0.4,-2.0,0.0,0.0,0.0,OOR,2003
Derek Anderson,PG,28.0,76.0,2556.0,355.0,832.0,0.427,116.0,331.0,0.35,239.0,501.0,0.477,0.496,231.0,269.0,0.859,53.0,211.0,264.0,325.0,90.0,16.0,128.0,141.0,1057.0,16.9,0.556,0.398,0.323,2.5,10.0,6.2,20.7,1.9,0.5,11.9,19.5,5.9,2.2,8.1,0.153,2.2,0.1,2.3,2.8,0.0,0.0,OOR,2003
Kenny Anderson,PG,32.0,61.0,1135.0,163.0,382.0,0.427,1.0,7.0,0.143,162.0,375.0,0.432,0.428,45.0,57.0,0.789,31.0,101.0,132.0,198.0,58.0,5.0,75.0,106.0,372.0,13.6,0.457,0.018,0.149,3.2,10.6,6.8,29.8,2.8,0.3,15.6,19.7,0.4,1.3,1.6,0.069,-1.9,0.9,-1.0,0.3,0.0,0.0,OOR,2003
Shandon Anderson,SF,29.0,82.0,1731.0,248.0,537.0,0.462,52.0,140.0,0.371,196.0,397.0,0.494,0.51,139.0,190.0,0.732,64.0,190.0,254.0,87.0,73.0,20.0,114.0,177.0,687.0,13.4,0.553,0.261,0.354,4.2,13.2,8.6,8.3,2.2,0.8,15.5,19.6,1.2,1.4,2.7,0.074,-0.6,0.2,-0.3,0.7,0.0,0.0,OOR,2003
Robert Archibald,PF,22.0,12.0,72.0,6.0,20.0,0.3,0.0,0.0,0.0,6.0,20.0,0.3,0.3,7.0,18.0,0.389,6.0,11.0,17.0,3.0,0.0,3.0,7.0,9.0,19.0,2.4,0.34,0.0,0.9,9.5,17.0,13.3,6.1,0.0,2.9,20.0,21.8,-0.3,0.0,-0.2,-0.158,-8.8,-3.3,-12.0,-0.2,0.0,0.0,OOR,2003
Gilbert Arenas,PG,21.0,82.0,2866.0,509.0,1180.0,0.431,109.0,313.0,0.348,400.0,867.0,0.461,0.478,370.0,468.0,0.791,97.0,289.0,386.0,514.0,124.0,17.0,290.0,260.0,1497.0,18.6,0.54,0.265,0.397,3.6,10.6,7.2,30.0,2.2,0.4,17.3,24.9,5.8,0.7,6.5,0.109,2.6,-1.3,1.3,2.4,0.0,0.0,OOR,2003
Brandon Armstrong,SG,22.0,17.0,69.0,9.0,27.0,0.333,1.0,6.0,0.167,8.0,21.0,0.381,0.352,5.0,6.0,0.833,0.0,4.0,4.0,2.0,3.0,1.0,5.0,8.0,24.0,3.9,0.405,0.222,0.222,0.0,6.6,3.3,4.8,2.3,1.1,14.4,22.6,-0.2,0.1,-0.1,-0.05,-7.4,-0.7,-8.1,-0.1,0.0,0.0,OOR,2003
Darrell Armstrong,PG,34.0,82.0,2350.0,263.0,643.0,0.409,78.0,232.0,0.336,185.0,411.0,0.45,0.47,165.0,188.0,0.878,91.0,204.0,295.0,323.0,135.0,13.0,160.0,167.0,769.0,14.6,0.53,0.361,0.292,4.3,10.2,7.2,21.7,3.0,0.4,18.1,16.9,2.7,2.2,4.9,0.1,0.2,0.7,0.9,1.7,0.0,0.0,OOR,2003
Carlos Arroyo,PG,23.0,44.0,287.0,50.0,109.0,0.459,3.0,7.0,0.429,47.0,102.0,0.461,0.472,18.0,22.0,0.818,11.0,15.0,26.0,53.0,12.0,1.0,30.0,28.0,121.0,14.1,0.51,0.064,0.202,4.8,6.1,5.5,33.1,2.2,0.3,20.2,23.8,0.1,0.2,0.3,0.057,-0.1,-1.0,-1.0,0.1,0.0,0.0,OOR,2003
Chucky Atkins,PG,28.0,65.0,1398.0,168.0,465.0,0.361,86.0,242.0,0.355,82.0,223.0,0.368,0.454,40.0,49.0,0.816,21.0,75.0,96.0,175.0,27.0,4.0,77.0,108.0,462.0,10.1,0.475,0.52,0.105,1.8,6.5,4.1,22.4,1.1,0.2,13.7,19.4,0.3,1.2,1.5,0.053,-1.1,-1.1,-2.2,-0.1,0.0,0.0,OOR,2003
Stacey Augmon,SG,34.0,70.0,862.0,79.0,192.0,0.411,0.0,7.0,0.0,79.0,185.0,0.427,0.411,54.0,72.0,0.75,26.0,93.0,119.0,69.0,27.0,9.0,40.0,80.0,212.0,9.3,0.474,0.036,0.375,3.5,12.7,8.0,12.5,1.7,0.8,15.2,13.9,0.2,1.0,1.2,0.067,-3.2,0.8,-2.4,-0.1,0.0,0.0,OOR,2003
Dalibor Bagarić,C,22.0,10.0,76.0,8.0,26.0,0.308,0.0,0.0,0.0,8.0,26.0,0.308,0.308,3.0,4.0,0.75,7.0,13.0,20.0,4.0,3.0,3.0,5.0,11.0,19.0,7.1,0.342,0.0,0.154,10.3,18.6,14.5,8.2,2.0,2.9,15.3,19.1,-0.2,0.1,-0.1,-0.048,-5.8,-1.1,-6.9,-0.1,0.0,0.0,OOR,2003
Vin Baker,C,31.0,52.0,942.0,99.0,207.0,0.478,0.0,4.0,0.0,99.0,203.0,0.488,0.478,72.0,107.0,0.673,90.0,108.0,198.0,29.0,22.0,30.0,61.0,146.0,270.0,10.6,0.531,0.019,0.517,10.5,13.3,11.9,5.3,1.2,2.5,19.4,15.5,0.5,1.1,1.6,0.082,-4.4,-0.4,-4.7,-0.6,0.0,0.0,OOR,2003
Brent Barry,SG,31.0,75.0,2480.0,264.0,577.0,0.458,118.0,293.0,0.403,146.0,284.0,0.514,0.56,128.0,161.0,0.795,48.0,253.0,301.0,384.0,113.0,15.0,142.0,199.0,774.0,15.8,0.597,0.508,0.279,2.2,12.2,7.1,25.0,2.5,0.5,18.0,14.9,4.8,2.5,7.3,0.141,1.1,1.5,2.6,2.9,0.0,0.0,OOR,2003
Jon Barry,SG,33.0,80.0,1473.0,191.0,424.0,0.45,87.0,214.0,0.407,104.0,210.0,0.495,0.553,86.0,100.0,0.86,33.0,147.0,180.0,206.0,63.0,14.0,81.0,104.0,555.0,17.9,0.593,0.505,0.236,2.6,12.0,7.2,25.5,2.4,0.7,14.8,17.9,3.4,2.2,5.6,0.183,2.6,1.6,4.3,2.3,0.0,0.0,OOR,2003
Maceo Baston,PF,27.0,16.0,106.0,15.0,25.0,0.6,0.0,0.0,0.0,15.0,25.0,0.6,0.6,10.0,12.0,0.833,4.0,19.0,23.0,0.0,4.0,11.0,6.0,16.0,40.0,18.0,0.661,0.0,0.48,4.1,21.3,12.4,0.0,2.0,7.3,16.5,15.6,0.2,0.2,0.3,0.153,-1.6,2.7,1.0,0.1,0.0,0.0,OOR,2003
Mengke Bateer,C,27.0,12.0,46.0,4.0,17.0,0.235,1.0,3.0,0.333,3.0,14.0,0.214,0.265,0.0,2.0,0.0,2.0,8.0,10.0,4.0,0.0,0.0,6.0,14.0,9.0,-8.4,0.252,0.176,0.118,5.3,19.2,12.6,13.5,0.0,0.0,25.1,24.1,-0.3,0.1,-0.2,-0.248,-14.7,-2.0,-16.7,-0.2,0.0,0.0,OOR,2003
Mike Batiste,PF,25.0,75.0,1248.0,197.0,467.0,0.422,18.0,81.0,0.222,179.0,386.0,0.464,0.441,69.0,88.0,0.784,82.0,175.0,257.0,52.0,42.0,16.0,69.0,120.0,481.0,12.2,0.476,0.173,0.188,7.5,15.6,11.6,6.9,1.7,0.9,12.0,20.7,0.0,0.7,0.8,0.029,-2.1,-1.4,-3.5,-0.5,0.0,0.0,OOR,2003
Tony Battie,C,26.0,67.0,1683.0,199.0,369.0,0.539,1.0,5.0,0.2,198.0,364.0,0.544,0.541,88.0,118.0,0.746,148.0,285.0,433.0,49.0,33.0,81.0,48.0,197.0,487.0,15.2,0.578,0.014,0.32,9.7,19.7,14.6,5.2,1.0,3.8,10.2,12.9,3.3,2.5,5.8,0.164,-1.0,0.8,-0.3,0.7,0.0,0.0,OOR,2003
Shane Battier,SF,24.0,78.0,2383.0,275.0,569.0,0.483,86.0,216.0,0.398,189.0,353.0,0.535,0.559,120.0,145.0,0.828,128.0,217.0,345.0,105.0,102.0,88.0,68.0,207.0,756.0,15.0,0.597,0.38,0.255,6.1,10.1,8.1,6.8,2.2,2.5,9.7,13.2,4.8,1.5,6.2,0.126,1.4,0.8,2.3,2.5,0.0,0.0,OOR,2003
Lonny Baxter,C,24.0,55.0,682.0,96.0,206.0,0.466,0.0,2.0,0.0,96.0,204.0,0.471,0.466,70.0,103.0,0.68,65.0,100.0,165.0,16.0,9.0,22.0,46.0,135.0,262.0,11.3,0.521,0.01,0.5,10.7,16.0,13.4,3.8,0.7,2.3,15.5,19.3,0.4,0.5,0.9,0.063,-4.0,-1.4,-5.4,-0.6,0.0,0.0,OOR,2003
Raja Bell,SG,26.0,75.0,1173.0,93.0,211.0,0.441,21.0,51.0,0.412,72.0,160.0,0.45,0.491,23.0,34.0,0.676,47.0,98.0,145.0,57.0,52.0,8.0,43.0,134.0,230.0,7.9,0.509,0.242,0.161,4.4,9.2,6.8,6.8,2.3,0.5,16.0,10.4,0.5,1.2,1.7,0.069,-3.1,1.4,-1.8,0.1,0.0,0.0,OOR,2003
Jonathan Bender,SF,22.0,46.0,819.0,112.0,254.0,0.441,19.0,53.0,0.358,93.0,201.0,0.463,0.478,60.0,84.0,0.714,42.0,91.0,133.0,42.0,8.0,56.0,42.0,86.0,303.0,13.3,0.521,0.209,0.331,5.9,12.2,9.1,8.6,0.5,5.0,12.6,18.4,0.7,1.0,1.7,0.099,-0.9,0.7,-0.3,0.4,0.0,0.0,OOR,2003
Corey Benjamin,SG,24.0,9.0,152.0,13.0,43.0,0.302,2.0,13.0,0.154,11.0,30.0,0.367,0.326,12.0,16.0,0.75,10.0,21.0,31.0,10.0,1.0,2.0,6.0,20.0,40.0,7.3,0.4,0.302,0.372,7.8,15.1,11.6,10.4,0.3,0.9,10.7,16.9,0.0,0.1,0.0,0.004,-4.6,-2.0,-6.6,-0.2,0.0,0.0,OOR,2003
Travis Best,PG,30.0,72.0,1807.0,231.0,583.0,0.396,36.0,109.0,0.33,195.0,474.0,0.411,0.427,105.0,123.0,0.854,26.0,121.0,147.0,255.0,44.0,7.0,106.0,174.0,603.0,11.2,0.473,0.187,0.211,1.6,8.0,4.7,25.7,1.3,0.3,14.3,19.4,0.5,1.4,1.8,0.048,-2.1,-0.3,-2.4,-0.2,0.0,0.0,OOR,2003
Mike Bibby,PG,24.0,55.0,1835.0,329.0,700.0,0.47,56.0,137.0,0.409,273.0,563.0,0.485,0.51,161.0,187.0,0.861,34.0,113.0,147.0,285.0,72.0,8.0,127.0,93.0,875.0,17.6,0.559,0.196,0.267,2.1,6.3,4.3,24.3,2.0,0.3,14.0,21.9,3.5,2.0,5.6,0.146,1.8,-0.1,1.8,1.8,0.0,0.0,OOR,2003
Chauncey Billups,PG,26.0,74.0,2327.0,366.0,870.0,0.421,149.0,380.0,0.392,217.0,490.0,0.443,0.506,318.0,362.0,0.878,38.0,235.0,273.0,287.0,63.0,15.0,134.0,136.0,1199.0,20.4,0.582,0.437,0.416,1.9,12.2,7.0,23.7,1.5,0.5,11.5,24.1,7.0,2.9,9.9,0.204,4.3,0.3,4.6,3.8,0.0,0.0,OOR,2003
Corie Blount,C,34.0,50.0,836.0,65.0,134.0,0.485,0.0,0.0,0.0,65.0,134.0,0.485,0.485,20.0,35.0,0.571,68.0,137.0,205.0,50.0,33.0,19.0,43.0,121.0,150.0,9.6,0.502,0.0,0.261,9.1,17.9,13.5,8.9,2.0,1.7,22.3,10.2,0.2,0.9,1.1,0.064,-2.9,0.8,-2.2,0.0,0.0,0.0,OOR,2003
Mark Blount,C,27.0,81.0,1403.0,150.0,347.0,0.432,0.0,0.0,0.0,150.0,347.0,0.432,0.432,101.0,139.0,0.727,111.0,197.0,308.0,56.0,42.0,68.0,103.0,187.0,401.0,10.6,0.491,0.0,0.401,8.8,16.9,12.6,7.0,1.6,3.8,20.2,16.4,-0.4,2.1,1.7,0.059,-4.2,1.2,-3.0,-0.4,0.0,0.0,OOR,2003
Calvin Booth,C,26.0,47.0,575.0,52.0,119.0,0.437,0.0,2.0,0.0,52.0,117.0,0.444,0.437,34.0,47.0,0.723,32.0,77.0,109.0,12.0,11.0,33.0,22.0,74.0,138.0,9.9,0.494,0.017,0.395,6.5,16.0,11.2,3.3,1.0,4.5,13.6,13.2,0.2,0.7,0.8,0.071,-4.0,0.6,-3.3,-0.2,0.0,0.0,OOR,2003
Carlos Boozer,PF,21.0,81.0,2049.0,331.0,618.0,0.536,0.0,1.0,0.0,331.0,617.0,0.536,0.536,148.0,192.0,0.771,202.0,407.0,609.0,106.0,59.0,50.0,103.0,224.0,810.0,17.9,0.577,0.002,0.311,10.8,22.7,16.6,9.3,1.5,1.7,12.8,17.1,4.2,1.8,5.9,0.139,0.6,-0.6,0.0,1.0,0.0,0.0,OOR,2003
Ruben Boumtje-Boumtje,C,24.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,24.2,0.0,12.1,26.6,10.7,0.0,0.0,9.2,0.0,0.0,0.0,0.114,2.2,4.5,6.7,0.0,0.0,0.0,OOR,2003
Bruce Bowen,SF,31.0,82.0,2566.0,223.0,479.0,0.466,101.0,229.0,0.441,122.0,250.0,0.488,0.571,36.0,89.0,0.404,59.0,180.0,239.0,113.0,66.0,42.0,72.0,195.0,583.0,9.1,0.563,0.478,0.186,2.8,7.8,5.4,6.8,1.4,1.1,12.2,10.7,2.4,2.7,5.1,0.096,-0.7,1.0,0.2,1.4,0.0,0.0,OOR,2003
Ryan Bowen,SG,27.0,62.0,996.0,97.0,197.0,0.492,2.0,7.0,0.286,95.0,190.0,0.5,0.497,27.0,41.0,0.659,78.0,79.0,157.0,54.0,65.0,29.0,43.0,82.0,223.0,12.7,0.519,0.036,0.208,8.7,9.7,9.2,9.3,3.4,2.3,16.7,11.5,0.6,1.6,2.1,0.102,-1.3,3.1,1.8,1.0,0.0,0.0,OOR,2003
Earl Boykins,PG,26.0,68.0,1321.0,199.0,464.0,0.429,29.0,77.0,0.377,170.0,387.0,0.439,0.46,173.0,200.0,0.865,35.0,53.0,88.0,221.0,38.0,4.0,73.0,75.0,600.0,17.6,0.543,0.166,0.431,2.9,4.2,3.5,26.8,1.5,0.2,11.7,20.1,3.9,-0.4,3.5,0.127,2.6,-2.1,0.6,0.9,0.0,0.0,OOR,2003
Michael Bradley,PF,23.0,67.0,1314.0,151.0,314.0,0.481,1.0,6.0,0.167,150.0,308.0,0.487,0.482,35.0,67.0,0.522,162.0,247.0,409.0,67.0,16.0,32.0,76.0,125.0,338.0,12.8,0.492,0.019,0.213,13.5,22.4,17.7,8.4,0.7,1.7,18.1,14.6,0.7,0.9,1.5,0.056,-1.7,-1.8,-3.4,-0.5,0.0,0.0,OOR,2003
Shawn Bradley,C,30.0,81.0,1731.0,201.0,375.0,0.536,0.0,1.0,0.0,201.0,374.0,0.537,0.536,141.0,175.0,0.806,151.0,325.0,476.0,54.0,65.0,170.0,67.0,242.0,543.0,18.3,0.601,0.003,0.467,9.6,20.7,15.1,4.6,1.9,7.3,12.9,13.6,3.9,3.5,7.4,0.204,-0.4,3.0,2.6,2.0,0.0,0.0,OOR,2003
Elton Brand,PF,23.0,62.0,2454.0,451.0,899.0,0.502,0.0,1.0,0.0,451.0,898.0,0.502,0.502,244.0,356.0,0.685,283.0,420.0,703.0,157.0,71.0,158.0,161.0,204.0,1146.0,21.7,0.543,0.001,0.396,13.1,19.3,16.2,12.0,1.5,4.6,13.2,22.4,4.9,2.7,7.6,0.149,2.5,0.5,3.0,3.1,0.0,0.0,OOR,2003
J.R. Bremer,PG,22.0,64.0,1503.0,171.0,464.0,0.369,101.0,286.0,0.353,70.0,178.0,0.393,0.477,85.0,111.0,0.766,18.0,127.0,145.0,164.0,38.0,3.0,59.0,80.0,528.0,12.7,0.515,0.616,0.239,1.3,9.8,5.5,19.2,1.3,0.2,10.3,17.7,1.8,1.2,3.0,0.096,0.0,-0.5,-0.5,0.6,0.0,0.0,OOR,2003
Jamison Brewer,PG,22.0,10.0,80.0,9.0,17.0,0.529,0.0,2.0,0.0,9.0,15.0,0.6,0.529,4.0,9.0,0.444,5.0,4.0,9.0,18.0,2.0,1.0,6.0,11.0,22.0,13.4,0.525,0.118,0.529,7.2,5.5,6.3,36.4,1.3,0.9,22.3,15.2,0.1,0.1,0.2,0.106,-0.6,-0.3,-0.9,0.0,0.0,0.0,OOR,2003
Primož Brezec,C,23.0,22.0,111.0,15.0,38.0,0.395,0.0,1.0,0.0,15.0,37.0,0.405,0.395,12.0,20.0,0.6,13.0,10.0,23.0,4.0,2.0,4.0,7.0,16.0,42.0,10.9,0.449,0.026,0.526,13.5,9.9,11.6,6.0,0.9,2.6,13.0,21.9,0.0,0.1,0.1,0.047,-3.7,-1.8,-5.5,-0.1,0.0,0.0,OOR,2003
Damone Brown,PF,23.0,5.0,115.0,11.0,35.0,0.314,0.0,2.0,0.0,11.0,33.0,0.333,0.314,6.0,8.0,0.75,3.0,12.0,15.0,3.0,1.0,0.0,6.0,14.0,28.0,1.6,0.363,0.057,0.229,2.9,12.4,7.4,4.2,0.5,0.0,13.5,17.7,-0.3,0.0,-0.2,-0.102,-7.4,-1.8,-9.2,-0.2,0.0,0.0,OOR,2003
Devin Brown,SG,24.0,10.0,93.0,12.0,35.0,0.343,0.0,1.0,0.0,12.0,34.0,0.353,0.343,6.0,8.0,0.75,8.0,10.0,18.0,7.0,4.0,1.0,9.0,14.0,30.0,6.9,0.389,0.029,0.229,10.0,12.8,11.2,13.5,2.3,0.9,18.9,23.0,-0.2,0.1,-0.1,-0.043,-6.6,0.1,-6.5,-0.1,0.0,0.0,OOR,2003
Kedrick Brown,SF,21.0,51.0,666.0,61.0,171.0,0.357,3.0,39.0,0.077,58.0,132.0,0.439,0.365,20.0,32.0,0.625,45.0,95.0,140.0,20.0,34.0,13.0,23.0,68.0,145.0,8.8,0.392,0.228,0.187,7.4,16.6,11.9,5.1,2.7,1.5,11.1,14.5,-0.5,1.1,0.5,0.037,-4.6,0.6,-4.0,-0.3,0.0,0.0,OOR,2003
Kwame Brown,C,20.0,80.0,1773.0,224.0,502.0,0.446,0.0,3.0,0.0,224.0,499.0,0.449,0.446,145.0,217.0,0.668,128.0,298.0,426.0,58.0,50.0,80.0,110.0,159.0,593.0,13.6,0.496,0.006,0.432,8.5,19.9,14.2,5.6,1.5,3.4,15.5,18.8,0.2,2.3,2.5,0.069,-2.1,-0.1,-2.2,-0.1,0.0,0.0,OOR,2003
P.J. Brown,PF,33.0,78.0,2609.0,319.0,601.0,0.531,0.0,3.0,0.0,319.0,598.0,0.533,0.531,194.0,232.0,0.836,243.0,458.0,701.0,147.0,67.0,80.0,98.0,203.0,832.0,17.6,0.592,0.005,0.386,10.7,20.7,15.6,9.2,1.4,2.2,12.2,14.0,6.4,3.8,10.2,0.188,1.6,1.0,2.5,3.0,0.0,0.0,OOR,2003
Randy Brown,PG,34.0,32.0,262.0,16.0,43.0,0.372,0.0,0.0,0.0,16.0,43.0,0.372,0.372,9.0,12.0,0.75,3.0,23.0,26.0,35.0,17.0,2.0,17.0,36.0,41.0,7.2,0.425,0.0,0.279,1.3,10.0,5.6,19.2,3.4,0.6,26.0,11.2,-0.2,0.4,0.2,0.031,-6.0,2.8,-3.2,-0.1,0.0,0.0,OOR,2003
Tierre Brown,PG,23.0,15.0,168.0,27.0,59.0,0.458,0.0,1.0,0.0,27.0,58.0,0.466,0.458,11.0,14.0,0.786,8.0,22.0,30.0,39.0,13.0,0.0,22.0,9.0,65.0,17.4,0.499,0.017,0.237,5.2,14.9,10.0,41.6,4.0,0.0,25.2,22.5,0.0,0.2,0.2,0.044,-0.9,1.1,0.3,0.1,0.0,0.0,OOR,2003
Rick Brunson,PG,30.0,17.0,196.0,23.0,50.0,0.46,4.0,6.0,0.667,19.0,44.0,0.432,0.5,10.0,12.0,0.833,4.0,15.0,19.0,36.0,10.0,3.0,17.0,20.0,60.0,13.4,0.543,0.12,0.24,2.3,8.3,5.4,29.0,2.6,1.1,23.5,16.4,0.1,0.1,0.3,0.07,-1.4,0.4,-1.0,0.1,0.0,0.0,OOR,2003
Kobe Bryant,SG,24.0,82.0,3401.0,868.0,1924.0,0.451,124.0,324.0,0.383,744.0,1600.0,0.465,0.483,601.0,713.0,0.843,106.0,458.0,564.0,481.0,181.0,67.0,288.0,218.0,2461.0,26.2,0.55,0.168,0.371,3.5,15.3,9.3,27.2,2.8,1.4,11.4,32.9,11.0,4.0,14.9,0.21,6.3,0.7,7.1,7.7,8.0,0.417,Candidate,2003
Mark Bryant,PF,37.0,16.0,100.0,5.0,19.0,0.263,0.0,0.0,0.0,5.0,19.0,0.263,0.263,3.0,4.0,0.75,8.0,12.0,20.0,4.0,1.0,1.0,7.0,18.0,13.0,0.4,0.313,0.0,0.211,9.2,14.3,11.7,5.9,0.5,0.8,25.2,12.5,-0.2,0.1,-0.1,-0.068,-8.7,-1.5,-10.2,-0.2,0.0,0.0,OOR,2003
Greg Buckner,SG,26.0,75.0,1514.0,185.0,398.0,0.465,15.0,55.0,0.273,170.0,343.0,0.496,0.484,65.0,81.0,0.802,72.0,144.0,216.0,96.0,72.0,16.0,62.0,203.0,450.0,11.6,0.519,0.138,0.204,5.5,11.4,8.4,10.1,2.5,0.8,12.5,14.7,1.5,1.7,3.1,0.1,-1.7,0.9,-0.8,0.5,0.0,0.0,OOR,2003
Pat Burke,C,29.0,62.0,783.0,113.0,296.0,0.382,1.0,7.0,0.143,112.0,289.0,0.388,0.383,40.0,58.0,0.69,57.0,89.0,146.0,23.0,19.0,25.0,47.0,99.0,267.0,8.3,0.415,0.024,0.196,8.1,13.4,10.7,4.9,1.3,2.3,12.8,21.1,-1.0,0.6,-0.3,-0.021,-4.9,-1.7,-6.6,-0.9,0.0,0.0,OOR,2003
Caron Butler,SF,22.0,78.0,2858.0,429.0,1032.0,0.416,34.0,107.0,0.318,395.0,925.0,0.427,0.432,309.0,375.0,0.824,135.0,262.0,397.0,213.0,137.0,31.0,192.0,230.0,1201.0,15.1,0.502,0.104,0.363,5.3,10.9,8.0,14.1,2.6,0.9,13.8,22.9,1.6,3.6,5.1,0.086,-0.4,1.0,0.5,1.8,0.0,0.0,OOR,2003
Rasual Butler,SG,23.0,72.0,1514.0,207.0,572.0,0.362,50.0,171.0,0.292,157.0,401.0,0.392,0.406,76.0,104.0,0.731,29.0,157.0,186.0,93.0,21.0,43.0,77.0,105.0,540.0,9.5,0.437,0.299,0.182,2.1,12.3,7.1,11.4,0.8,2.2,11.1,21.6,-1.4,1.4,0.1,0.002,-1.9,-0.6,-2.5,-0.2,0.0,0.0,OOR,2003
Jason Caffey,PF,29.0,51.0,894.0,113.0,248.0,0.456,0.0,0.0,0.0,113.0,248.0,0.456,0.456,69.0,106.0,0.651,68.0,108.0,176.0,38.0,19.0,15.0,56.0,122.0,295.0,10.5,0.501,0.0,0.427,8.9,14.2,11.5,6.7,1.1,1.2,16.0,18.3,0.3,0.3,0.6,0.031,-3.1,-1.8,-4.9,-0.7,0.0,0.0,OOR,2003
Marcus Camby,C,28.0,29.0,616.0,93.0,227.0,0.41,2.0,5.0,0.4,91.0,222.0,0.41,0.414,33.0,50.0,0.66,75.0,133.0,208.0,47.0,20.0,40.0,27.0,69.0,221.0,17.5,0.444,0.022,0.22,13.5,26.4,19.7,14.4,1.7,5.2,9.8,19.9,0.3,1.2,1.5,0.119,-0.4,1.0,0.6,0.4,0.0,0.0,OOR,2003
Elden Campbell,C,34.0,56.0,869.0,117.0,295.0,0.397,0.0,1.0,0.0,117.0,294.0,0.398,0.397,109.0,136.0,0.801,47.0,134.0,181.0,51.0,33.0,39.0,50.0,129.0,343.0,14.1,0.483,0.003,0.461,6.2,18.2,12.1,9.9,2.0,3.3,12.4,21.3,0.6,1.4,2.0,0.109,-2.6,1.4,-1.1,0.2,0.0,0.0,OOR,2003
