Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season
Richard Washington,PF,25,CLE,80,1812,340,747,0.455,1,2,0.5,339,745,0.455,0.456,119,159,0.748,158,295,453,129,46,61,129,283,800,13.6,0.49,0.003,0.213,9.2,19.0,13.9,10.2,1.2,1.9,13.6,21.1,0.7,1.4,2.1,0.056,-1.8,-0.4,-2.2,-0.1,0,0.0,OOR,1981
Marvin Webster,C,28,NYK,82,1708,159,341,0.466,1,4,0.25,158,337,0.469,0.468,104,163,0.638,162,303,465,72,27,97,103,187,423,10.8,0.512,0.012,0.478,10.5,21.0,15.5,5.3,0.8,3.3,20.0,12.3,0.5,2.2,2.7,0.076,-2.0,0.5,-1.4,0.2,0,0.0,OOR,1981
Scott Wedman,SF,28,KCK,81,2902,685,1437,0.477,25,77,0.325,660,1360,0.485,0.485,140,204,0.686,128,305,433,226,97,46,161,294,1535,14.8,0.503,0.054,0.142,4.9,11.6,8.3,11.7,1.6,0.9,9.5,24.1,1.7,2.9,4.7,0.077,-0.4,-0.7,-1.1,0.7,0,0.0,OOR,1981
Paul Westphal,SG,30,SEA,36,1078,221,500,0.442,6,25,0.24,215,475,0.453,0.448,153,184,0.832,11,57,68,148,46,14,78,70,601,16.5,0.517,0.05,0.368,1.1,5.7,3.5,21.5,2.0,0.7,11.8,24.9,1.5,0.9,2.4,0.106,1.0,-0.2,0.8,0.7,0,0.0,OOR,1981
Jo Jo White,PG,34,KCK,13,236,36,82,0.439,0,0,0.0,36,82,0.439,0.439,11,18,0.611,3,18,21,37,11,1,18,21,83,10.4,0.462,0.0,0.22,1.4,8.4,4.9,21.0,2.2,0.2,16.7,19.0,-0.1,0.2,0.1,0.021,-3.0,0.0,-3.0,-0.1,0,0.0,OOR,1981
Rudy White,SG,27,SEA,16,208,23,65,0.354,0,1,0.0,23,64,0.359,0.354,15,16,0.938,1,10,11,20,9,1,12,23,61,6.6,0.423,0.015,0.246,0.5,5.2,2.9,12.8,2.1,0.3,14.3,16.3,-0.1,0.2,0.0,0.001,-4.3,-0.1,-4.4,-0.1,0,0.0,OOR,1981
Jerome Whitehead,C,24,SDC,48,688,83,180,0.461,0,1,0.0,83,179,0.464,0.461,28,56,0.5,58,156,214,26,20,9,56,122,194,8.3,0.474,0.006,0.311,9.3,27.5,18.0,5.0,1.4,0.8,21.5,15.5,-0.6,0.8,0.2,0.011,-4.5,-0.7,-5.2,-0.6,0,0.0,OOR,1981
Hawkeye Whitney,SG,23,KCK,47,782,149,306,0.487,2,6,0.333,147,300,0.49,0.49,50,65,0.769,29,77,106,68,47,6,48,98,350,14.0,0.523,0.02,0.212,4.1,10.9,7.5,12.2,2.8,0.4,12.5,20.3,0.5,1.0,1.5,0.091,-1.8,1.1,-0.7,0.3,0,0.0,OOR,1981
Sidney Wicks,PF,31,SDC,49,1083,125,286,0.437,0,1,0.0,125,285,0.439,0.437,76,150,0.507,79,144,223,111,40,40,94,168,326,9.7,0.463,0.003,0.524,8.1,16.2,12.0,13.4,1.8,2.1,21.1,16.8,-0.7,1.0,0.4,0.016,-3.3,0.7,-2.6,-0.2,0,0.0,OOR,1981
Michael Wiley,PF,23,SAS,33,271,76,138,0.551,0,2,0.0,76,136,0.559,0.551,36,48,0.75,22,42,64,11,8,6,28,38,188,19.8,0.591,0.014,0.348,9.2,16.2,12.9,6.5,1.4,1.2,15.0,27.4,0.5,0.3,0.8,0.144,0.3,-1.0,-0.8,0.1,0,0.0,OOR,1981
Bob Wilkerson,SG,26,CHI,80,2238,330,715,0.462,1,10,0.1,329,705,0.467,0.462,137,163,0.84,86,196,282,272,102,23,175,170,798,12.3,0.507,0.014,0.228,4.6,9.6,7.2,16.7,2.2,0.6,18.2,17.5,1.2,2.0,3.2,0.068,-0.9,0.2,-0.7,0.7,0,0.0,OOR,1981
Jamaal Wilkes,SF,27,LAL,81,3028,786,1495,0.526,1,13,0.077,785,1482,0.53,0.526,254,335,0.758,146,289,435,235,121,29,207,223,1827,18.0,0.556,0.009,0.224,5.6,9.8,7.8,11.2,1.9,0.5,11.2,24.5,5.5,3.0,8.5,0.135,1.4,-0.8,0.5,1.9,0,0.028,Candidate,1981
James Wilkes,SF,22,CHI,48,540,85,184,0.462,0,1,0.0,85,183,0.464,0.462,29,42,0.69,36,60,96,30,25,12,34,86,199,11.2,0.491,0.005,0.228,7.9,12.1,10.1,7.8,2.2,1.3,14.4,17.9,0.2,0.6,0.8,0.072,-2.3,0.3,-2.0,0.0,0,0.0,OOR,1981
Jeff Wilkins,C,25,UTA,56,1058,117,260,0.45,0,0,0.0,117,260,0.45,0.45,27,40,0.675,62,212,274,40,32,46,59,169,261,9.2,0.47,0.0,0.154,6.8,22.7,14.9,5.2,1.5,2.5,17.5,13.7,-0.5,1.1,0.5,0.024,-4.1,0.1,-4.0,-0.5,0,0.0,OOR,1981
Freeman Williams,SG,24,SDC,82,1976,642,1381,0.465,48,141,0.34,594,1240,0.479,0.482,253,297,0.852,75,54,129,164,91,5,166,157,1585,20.2,0.524,0.102,0.215,4.2,3.3,3.8,14.9,2.2,0.1,9.9,34.6,3.1,0.9,4.0,0.096,3.1,-1.9,1.2,1.6,0,0.0,OOR,1981
Ray Williams,PG,26,NYK,79,2742,616,1335,0.461,16,68,0.235,600,1267,0.474,0.467,312,382,0.817,122,199,321,432,185,37,235,270,1560,19.0,0.519,0.051,0.286,4.9,8.6,6.7,23.9,3.2,0.8,13.5,25.7,3.8,3.4,7.2,0.127,2.0,1.1,3.0,3.5,0,0.0,OOR,1981
Sly Williams,PF,23,NYK,67,1976,349,708,0.493,2,8,0.25,347,700,0.496,0.494,185,268,0.69,159,257,416,180,116,18,141,199,885,16.6,0.536,0.011,0.379,8.9,15.4,12.0,12.9,2.8,0.5,14.6,19.9,2.4,2.7,5.1,0.124,0.9,0.8,1.7,1.9,0,0.0,OOR,1981
John Williamson,SG,29,WSB,9,112,18,56,0.321,1,6,0.167,17,50,0.34,0.33,5,6,0.833,0,7,7,17,4,1,12,13,42,4.2,0.358,0.107,0.107,0.0,6.6,3.3,20.6,1.7,0.5,17.0,25.3,-0.4,0.1,-0.3,-0.117,-5.2,-0.5,-5.7,-0.2,0,0.0,OOR,1981
Bill Willoughby,SF,23,HOU,55,1145,150,287,0.523,0,0,0.0,150,287,0.523,0.523,49,64,0.766,74,153,227,64,18,31,74,102,349,10.8,0.554,0.0,0.223,7.1,15.0,11.0,7.2,0.8,1.5,19.0,13.8,0.6,0.8,1.5,0.062,-1.3,-0.3,-1.6,0.1,0,0.0,OOR,1981
Brian Winters,SG,28,MIL,69,1771,331,697,0.475,18,51,0.353,313,646,0.485,0.488,119,137,0.869,32,108,140,229,70,10,136,185,799,12.5,0.528,0.073,0.197,2.1,6.6,4.4,17.1,1.8,0.3,15.2,19.8,1.6,1.9,3.5,0.095,-1.1,-0.3,-1.4,0.3,0,0.0,OOR,1981
Mike Woodson,SG,22,NYK,81,949,165,373,0.442,1,5,0.2,164,368,0.446,0.444,49,64,0.766,33,64,97,75,36,12,54,95,380,10.9,0.474,0.013,0.172,3.8,8.0,5.8,11.1,1.8,0.7,11.9,19.5,0.0,0.8,0.9,0.044,-2.1,-0.3,-2.4,-0.1,0,0.0,OOR,1981
Sam Worthen,PG,23,CHI,64,945,95,192,0.495,0,4,0.0,95,188,0.505,0.495,45,60,0.75,22,93,115,115,57,6,91,115,235,8.9,0.538,0.021,0.313,2.8,10.8,6.9,15.7,2.9,0.4,29.4,13.3,-0.4,1.0,0.7,0.035,-3.3,1.4,-1.9,0.0,0,0.0,OOR,1981
Larry Wright,PG,26,DET,45,997,140,303,0.462,2,7,0.286,138,296,0.466,0.465,53,66,0.803,26,62,88,153,42,7,74,114,335,11.1,0.504,0.023,0.218,2.9,7.7,5.1,22.6,2.0,0.4,18.2,16.5,0.4,0.9,1.2,0.06,-2.2,0.1,-2.1,0.0,0,0.0,OOR,1981
