Player,Pos,Age,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,First,Share,Status,Season,W/L%
Glen Rice,SF,31,LAL,27,985,171,396,0.432,53,135,0.393,118,261,0.452,0.499,77,90,0.856,9,90,99,71,17,6,45,67,472,15.2,0.542,0.341,0.227,1.1,10.4,5.9,12.2,0.9,0.4,9.4,22.0,2.0,0.3,2.2,0.108,1.6,-2.0,-0.3,0.4,0,0.0,OOR,1999,0.62
Pooh Richardson,PG,32,LAC,11,130,12,36,0.333,0,6,0.0,12,30,0.4,0.333,4,4,1.0,1,12,13,30,4,0,9,5,28,10.7,0.371,0.167,0.111,0.9,11.6,5.9,37.6,1.7,0.0,19.2,16.3,-0.1,0.0,-0.1,-0.038,-1.8,-3.1,-4.9,-0.1,0,0.0,OOR,1999,0.18
Mitch Richmond,SG,33,WAS,50,1912,331,803,0.412,70,221,0.317,261,582,0.448,0.456,251,293,0.857,30,142,172,122,64,10,136,121,983,15.5,0.527,0.275,0.365,1.8,8.9,5.2,11.4,1.8,0.4,12.7,25.7,2.2,1.0,3.3,0.082,0.9,-1.2,-0.2,0.9,0,0.0,OOR,1999,0.36
Isaiah Rider,SG,27,POR,47,1385,249,605,0.412,42,111,0.378,207,494,0.419,0.446,111,147,0.755,59,137,196,104,25,9,95,100,651,13.7,0.486,0.183,0.243,5.1,11.0,8.2,14.0,1.0,0.5,12.4,25.3,1.0,1.5,2.5,0.086,-0.1,-1.2,-1.3,0.2,0,0.0,OOR,1999,0.7
Eric Riley,C,28,BOS,35,337,28,54,0.519,0,0,0.0,28,54,0.519,0.519,22,31,0.71,36,63,99,13,9,26,26,73,78,11.8,0.577,0.0,0.574,11.7,21.6,16.5,5.8,1.4,5.6,27.8,12.4,0.2,0.5,0.7,0.102,-4.8,1.8,-2.9,-0.1,0,0.0,OOR,1999,0.38
Stanley Roberts,C,28,HOU,6,33,5,13,0.385,0,0,0.0,5,13,0.385,0.385,4,8,0.5,4,7,11,0,0,1,4,2,14,9.7,0.424,0.0,0.615,15.2,23.2,19.5,0.0,0.0,2.1,19.5,29.3,-0.1,0.0,-0.1,-0.083,-7.1,-5.6,-12.6,-0.1,0,0.0,OOR,1999,0.62
Clifford Robinson,SF,32,PHO,50,1740,299,629,0.475,58,139,0.417,241,490,0.492,0.521,163,234,0.697,69,158,227,128,75,59,88,153,819,18.3,0.559,0.221,0.372,4.5,10.8,7.6,12.8,2.3,2.6,10.7,21.8,3.6,1.7,5.3,0.146,2.2,0.6,2.8,2.1,0,0.0,OOR,1999,0.54
David Robinson,C,33,SAS,49,1554,268,527,0.509,0,1,0.0,268,526,0.51,0.509,239,363,0.658,148,344,492,103,69,119,108,143,775,24.9,0.564,0.002,0.689,11.4,23.4,17.8,12.1,2.4,5.3,13.6,23.8,4.0,4.4,8.4,0.261,3.2,3.5,6.7,3.4,0,0.005,Candidate,1999,0.74
Glenn Robinson,SF,26,MIL,47,1579,347,756,0.459,31,79,0.392,316,677,0.467,0.479,140,161,0.87,73,203,276,100,46,41,106,114,865,19.7,0.523,0.104,0.213,5.7,15.3,10.5,12.5,1.6,2.1,11.4,28.2,2.5,1.5,4.0,0.122,2.7,-0.8,1.9,1.5,0,0.001,Candidate,1999,0.56
James Robinson,PG,28,MIN,31,506,67,185,0.362,21,74,0.284,46,111,0.414,0.419,28,41,0.683,18,44,62,56,22,8,44,60,183,10.7,0.451,0.4,0.222,3.8,10.7,7.0,18.0,2.3,1.2,17.8,21.8,-0.3,0.3,-0.1,-0.006,-1.8,-0.5,-2.4,0.0,0,0.0,OOR,1999,0.5
Dennis Rodman,PF,37,LAL,23,657,16,46,0.348,0,2,0.0,16,44,0.364,0.348,17,39,0.436,62,196,258,30,10,12,31,71,49,8.0,0.388,0.043,0.848,11.2,34.1,22.9,6.2,0.8,1.3,32.9,6.5,-0.1,0.9,0.8,0.056,-2.0,0.0,-2.0,0.0,0,0.0,OOR,1999,0.62
Carlos Rogers,PF,27,POR,2,8,2,2,1.0,0,0,0.0,2,2,1.0,1.0,1,4,0.25,0,1,1,1,0,0,0,2,5,23.3,0.665,0.0,2.0,0.0,13.9,7.2,26.7,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.259,3.1,2.4,5.5,0.0,0,0.0,OOR,1999,0.7
Rodney Rogers,SF,27,LAC,47,968,131,297,0.441,18,63,0.286,113,234,0.483,0.471,68,101,0.673,65,114,179,77,47,22,66,140,348,14.7,0.51,0.212,0.34,7.5,14.8,10.9,13.9,2.6,1.7,16.2,19.1,0.9,0.3,1.2,0.062,-0.5,-0.1,-0.6,0.3,0,0.0,OOR,1999,0.18
Sean Rooks,C,29,LAL,36,315,32,79,0.405,0,2,0.0,32,77,0.416,0.405,34,48,0.708,33,39,72,9,2,9,21,61,98,9.1,0.489,0.025,0.608,12.5,14.1,13.3,4.3,0.3,2.1,17.3,17.3,0.2,0.2,0.3,0.052,-4.6,-2.1,-6.7,-0.4,0,0.0,OOR,1999,0.62
Jalen Rose,SF,26,IND,49,1238,200,496,0.403,17,65,0.262,183,431,0.425,0.42,125,158,0.791,34,120,154,93,50,15,72,128,542,14.4,0.479,0.131,0.319,3.3,11.3,7.4,13.6,2.2,0.9,11.3,24.7,0.8,1.0,1.8,0.069,-1.0,-0.2,-1.2,0.2,0,0.0,OOR,1999,0.66
Malik Rose,PF,24,SAS,47,608,93,201,0.463,0,1,0.0,93,200,0.465,0.463,98,146,0.671,90,92,182,29,40,22,56,120,284,19.7,0.535,0.005,0.726,17.7,16.0,16.8,8.4,3.6,2.5,17.4,24.6,1.0,1.6,2.6,0.204,-1.1,1.8,0.6,0.4,0,0.0,OOR,1999,0.74
Bryon Russell,SF,28,UTA,50,1770,217,468,0.464,52,147,0.354,165,321,0.514,0.519,136,171,0.795,65,201,266,74,76,15,76,154,622,14.1,0.572,0.314,0.365,4.8,12.9,9.2,7.3,2.4,0.6,12.3,16.7,2.9,2.7,5.6,0.151,0.4,1.2,1.5,1.6,0,0.0,OOR,1999,0.74
Arvydas Sabonis,C,34,POR,50,1349,232,478,0.485,7,24,0.292,225,454,0.496,0.493,135,175,0.771,88,305,393,119,34,63,85,147,606,20.4,0.546,0.05,0.366,7.8,25.2,16.8,16.2,1.4,3.5,13.3,21.7,3.0,2.9,5.8,0.207,1.8,2.4,4.2,2.1,0,0.003,Candidate,1999,0.7
Jason Sasser,SF,25,VAN,6,39,5,11,0.455,0,0,0.0,5,11,0.455,0.455,1,2,0.5,2,5,7,2,2,0,2,4,11,10.7,0.463,0.0,0.182,5.9,15.4,10.6,9.4,2.8,0.0,14.4,16.3,0.0,0.0,0.0,0.017,-3.8,-0.3,-4.1,0.0,0,0.0,OOR,1999,0.16
Danny Schayes,C,39,ORL,19,143,11,29,0.379,0,0,0.0,11,29,0.379,0.379,6,8,0.75,3,11,14,4,1,2,8,23,28,1.9,0.431,0.0,0.276,2.4,9.1,5.7,4.5,0.4,1.1,19.7,12.9,-0.2,0.1,0.0,-0.008,-7.2,-0.4,-7.6,-0.2,0,0.0,OOR,1999,0.66
Dwayne Schintzius,C,30,BOS,16,67,4,16,0.25,0,0,0.0,4,16,0.25,0.25,3,4,0.75,7,12,19,8,0,3,10,17,11,0.7,0.31,0.0,0.25,11.4,20.7,15.9,17.4,0.0,3.3,36.0,18.5,-0.3,0.1,-0.2,-0.138,-11.1,0.0,-11.1,-0.2,0,0.0,OOR,1999,0.38
Detlef Schrempf,SF,36,SEA,50,1765,259,549,0.472,34,86,0.395,225,463,0.486,0.503,200,243,0.823,77,293,370,184,41,26,103,152,752,18.4,0.573,0.157,0.443,5.0,19.4,12.1,18.0,1.2,1.1,13.6,19.5,4.7,1.1,5.8,0.158,2.2,-0.1,2.0,1.8,0,0.0,OOR,1999,0.5
Dennis Scott,SF,30,MIN,36,738,87,213,0.408,37,97,0.381,50,116,0.431,0.495,23,31,0.742,8,50,58,40,15,3,19,49,234,10.1,0.516,0.455,0.146,1.2,8.0,4.5,8.7,1.1,0.3,7.7,15.0,0.7,0.5,1.2,0.08,-1.1,-0.6,-1.8,0.0,0,0.0,OOR,1999,0.5
Malik Sealy,SF,28,MIN,31,731,95,231,0.411,6,23,0.261,89,208,0.428,0.424,55,61,0.902,23,69,92,36,30,5,33,68,251,11.1,0.487,0.1,0.264,3.3,11.4,7.0,7.8,2.2,0.5,11.3,17.5,0.4,0.7,1.1,0.074,-2.9,0.4,-2.6,-0.1,0,0.0,OOR,1999,0.5
Rony Seikaly,C,33,NJN,9,88,4,20,0.2,0,0,0.0,4,20,0.2,0.2,7,18,0.389,5,16,21,2,4,6,10,15,15,0.5,0.269,0.0,0.9,6.0,21.3,13.2,3.5,2.4,5.0,26.4,19.0,-0.5,0.1,-0.3,-0.177,-11.2,-0.2,-11.3,-0.2,0,0.0,OOR,1999,0.32
Charles Shackleford,C,32,CHH,32,367,44,90,0.489,0,0,0.0,44,90,0.489,0.489,19,29,0.655,41,88,129,13,5,13,27,66,107,12.1,0.521,0.0,0.322,13.8,27.1,20.7,6.2,0.7,2.6,20.8,16.8,0.1,0.5,0.7,0.086,-3.0,-0.2,-3.2,-0.1,0,0.0,OOR,1999,0.52
Brian Shaw,PG,32,POR,1,5,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,1,1,1,0,0,1,1,0,-11.6,0.0,0.0,0.0,0.0,22.3,11.5,27.9,0.0,0.0,50.0,18.3,0.0,0.0,0.0,-0.358,-17.9,-3.7,-21.6,0.0,0,0.0,OOR,1999,0.7
Casey Shaw,C,23,PHI,9,14,1,8,0.125,0,0,0.0,1,8,0.125,0.125,0,0,0.0,3,0,3,0,0,0,2,2,2,-14.9,0.125,0.0,0.0,24.4,0.0,12.5,0.0,0.0,0.0,20.0,32.4,-0.1,0.0,-0.1,-0.498,-18.5,-11.3,-29.8,-0.1,0,0.0,OOR,1999,0.56
Jeff Sheppard,SG,24,ATL,18,185,15,39,0.385,2,7,0.286,13,32,0.406,0.41,8,13,0.615,6,16,22,16,3,0,7,12,40,8.7,0.447,0.179,0.333,3.8,10.0,7.0,15.5,0.9,0.0,13.5,13.2,0.1,0.2,0.3,0.073,-2.5,0.8,-1.7,0.0,0,0.0,OOR,1999,0.62
Miles Simon,SG,23,ORL,5,19,1,5,0.2,0,2,0.0,1,3,0.333,0.2,0,0,0.0,1,1,2,0,1,0,3,1,2,-7.2,0.2,0.4,0.0,6.0,6.2,6.1,0.0,2.8,0.0,37.5,19.1,-0.1,0.0,-0.1,-0.289,-13.5,-3.8,-17.4,-0.1,0,0.0,OOR,1999,0.66
Dickey Simpkins,C,26,CHI,50,1448,150,324,0.463,0,1,0.0,150,323,0.464,0.463,156,242,0.645,110,229,339,65,36,13,72,128,456,13.4,0.53,0.003,0.747,8.6,19.6,13.8,8.4,1.4,0.7,14.3,16.3,1.5,1.3,2.9,0.095,-1.6,-0.8,-2.5,-0.2,0,0.0,OOR,1999,0.26
Alvin Sims,SG,24,PHO,4,25,4,10,0.4,1,1,1.0,3,9,0.333,0.45,2,5,0.4,3,1,4,5,2,0,6,2,11,10.9,0.451,0.1,0.5,13.7,4.7,9.3,34.2,4.3,0.0,33.0,33.6,-0.1,0.0,-0.1,-0.139,-2.6,-1.4,-4.0,0.0,0,0.0,OOR,1999,0.54
Brian Skinner,PF,22,LAC,21,258,33,71,0.465,0,0,0.0,33,71,0.465,0.465,20,33,0.606,20,33,53,1,10,13,19,20,86,13.2,0.503,0.0,0.465,8.7,16.0,12.1,0.7,2.1,3.8,18.2,18.4,0.0,0.1,0.1,0.012,-1.7,-1.0,-2.7,0.0,0,0.0,OOR,1999,0.18
Reggie Slater,PF,28,TOR,30,263,31,81,0.383,0,0,0.0,31,81,0.383,0.383,53,85,0.624,36,34,70,5,3,3,25,50,115,11.3,0.486,0.0,1.049,15.7,15.1,15.4,3.3,0.6,0.9,17.4,24.7,0.1,0.1,0.2,0.04,-3.9,-3.5,-7.3,-0.4,0,0.0,OOR,1999,0.46
Charles Smith,SG,23,LAC,23,317,35,97,0.361,7,33,0.212,28,64,0.438,0.397,7,16,0.438,7,17,24,13,17,14,20,35,84,7.1,0.404,0.34,0.165,2.5,6.7,4.5,6.9,2.9,3.3,16.1,17.8,-0.5,0.1,-0.5,-0.069,-3.9,-0.1,-4.1,-0.2,0,0.0,OOR,1999,0.18
Joe Smith,C,23,MIN,43,1418,223,522,0.427,0,3,0.0,223,519,0.43,0.427,142,188,0.755,154,200,354,68,32,66,66,147,588,16.6,0.486,0.006,0.36,11.3,17.1,14.0,7.9,1.2,3.5,9.8,20.8,2.0,1.7,3.7,0.126,0.0,-0.5,-0.4,0.6,0,0.0,OOR,1999,0.5
Michael Smith,PF,26,VAN,48,1098,77,144,0.535,0,1,0.0,77,143,0.538,0.535,76,128,0.594,135,215,350,48,46,18,60,107,230,14.3,0.574,0.007,0.889,14.2,23.5,18.8,7.2,2.3,1.2,23.0,10.9,1.3,0.9,2.3,0.099,-0.6,-0.4,-1.0,0.3,0,0.0,OOR,1999,0.16
Steve Smith,SG,29,ATL,36,1314,217,540,0.402,47,139,0.338,170,401,0.424,0.445,191,225,0.849,50,101,151,118,36,11,99,100,672,17.9,0.526,0.257,0.417,4.5,8.9,6.7,19.0,1.5,0.6,13.4,26.4,2.7,1.7,4.4,0.162,2.9,0.2,3.1,1.7,0,0.001,Candidate,1999,0.62
Rik Smits,C,32,IND,49,1271,310,633,0.49,0,2,0.0,310,631,0.491,0.49,108,132,0.818,73,202,275,52,18,52,75,159,728,20.2,0.527,0.003,0.209,6.9,18.5,12.8,8.7,0.8,3.0,9.8,28.9,2.3,1.2,3.4,0.13,1.3,-0.7,0.6,0.9,0,0.0,OOR,1999,0.66
Eric Snow,PG,25,PHI,48,1716,149,348,0.428,5,21,0.238,144,327,0.44,0.435,110,150,0.733,25,137,162,301,100,1,111,149,413,12.9,0.499,0.06,0.431,1.7,9.5,5.5,29.5,3.2,0.0,21.1,13.9,1.3,2.5,3.8,0.105,-1.7,1.6,-0.1,0.8,0,0.0,OOR,1999,0.56
Felton Spencer,C,31,GSW,26,159,15,33,0.455,0,0,0.0,15,33,0.455,0.455,12,26,0.462,18,28,46,0,5,10,9,41,42,9.8,0.473,0.0,0.788,11.8,19.3,15.5,0.0,1.7,4.7,16.8,14.9,0.0,0.3,0.3,0.078,-6.0,1.3,-4.7,-0.1,0,0.0,OOR,1999,0.42
Latrell Sprewell,SF,28,NYK,37,1233,215,518,0.415,21,77,0.273,194,441,0.44,0.435,155,191,0.812,41,115,156,91,46,2,79,65,606,16.7,0.503,0.149,0.369,4.1,10.6,7.5,15.0,2.1,0.1,11.6,26.5,1.3,1.7,3.0,0.117,1.1,0.2,1.3,1.1,0,0.0,OOR,1999,0.54
Ryan Stack,PF,23,CLE,18,199,14,37,0.378,0,0,0.0,14,37,0.378,0.378,19,20,0.95,19,15,34,5,2,11,9,31,47,9.7,0.513,0.0,0.541,12.3,9.5,10.9,4.3,0.6,4.5,16.4,13.4,0.2,0.1,0.4,0.086,-3.9,-1.1,-5.0,-0.2,0,0.0,OOR,1999,0.44
Jerry Stackhouse,SG,24,DET,42,1188,181,488,0.371,35,126,0.278,146,362,0.403,0.407,210,247,0.85,26,81,107,118,34,19,121,79,607,15.2,0.509,0.258,0.506,2.7,8.4,5.5,18.5,1.6,1.3,16.9,28.7,0.9,1.0,1.9,0.076,0.5,-1.3,-0.8,0.4,0,0.0,OOR,1999,0.58
John Starks,SG,33,GSW,50,1686,269,728,0.37,78,269,0.29,191,459,0.416,0.423,74,100,0.74,33,130,163,235,69,5,83,135,690,13.9,0.447,0.37,0.137,2.0,8.4,5.2,25.2,2.2,0.2,9.7,22.5,1.5,1.5,3.0,0.085,0.4,0.4,0.8,1.2,0,0.0,OOR,1999,0.42
Vladimir Stepania,C,22,SEA,23,313,53,125,0.424,0,3,0.0,53,122,0.434,0.424,21,40,0.525,27,48,75,12,10,23,32,58,127,11.3,0.445,0.024,0.32,9.8,17.9,13.8,6.9,1.7,5.5,18.3,25.3,-0.5,0.3,-0.1,-0.022,-6.0,-0.2,-6.2,-0.3,0,0.0,OOR,1999,0.5
Michael Stewart,C,23,TOR,42,394,22,53,0.415,0,0,0.0,22,53,0.415,0.415,17,25,0.68,43,56,99,5,4,28,12,76,61,8.8,0.477,0.0,0.472,12.5,16.7,14.6,2.0,0.5,5.4,15.8,8.7,0.3,0.4,0.7,0.079,-4.5,-0.4,-4.9,-0.3,0,0.0,OOR,1999,0.46
Bryant Stith,SG,28,DEN,46,1194,114,290,0.393,31,106,0.292,83,184,0.451,0.447,61,71,0.859,30,77,107,82,28,15,45,65,320,10.0,0.498,0.366,0.245,2.8,7.7,5.2,11.4,1.2,0.9,12.3,13.9,1.0,-0.5,0.5,0.019,-1.2,-1.5,-2.7,-0.2,0,0.0,OOR,1999,0.28
John Stockton,PG,36,UTA,50,1410,200,410,0.488,16,50,0.32,184,360,0.511,0.507,137,169,0.811,31,115,146,374,81,13,110,107,553,21.9,0.571,0.122,0.412,2.9,9.3,6.3,48.3,3.2,0.7,18.5,20.1,4.2,2.2,6.4,0.217,4.1,1.9,6.1,2.8,0,0.0,OOR,1999,0.74
Peja Stojaković,SF,21,SAC,48,1025,141,373,0.378,57,178,0.32,84,195,0.431,0.454,63,74,0.851,43,100,143,72,41,7,53,43,402,13.5,0.496,0.477,0.198,4.4,10.2,7.4,10.8,2.0,0.4,11.6,19.1,1.0,0.7,1.7,0.081,0.5,-0.5,0.1,0.5,0,0.0,OOR,1999,0.54
Damon Stoudamire,PG,25,POR,50,1673,249,629,0.396,44,142,0.31,205,487,0.421,0.431,89,122,0.73,41,126,167,312,49,4,110,81,631,14.7,0.462,0.226,0.194,2.9,8.4,5.8,32.8,1.6,0.2,13.9,21.7,1.7,1.8,3.6,0.102,0.8,-0.7,0.1,0.9,0,0.0,OOR,1999,0.7
Erick Strickland,SG,25,DAL,33,567,89,221,0.403,18,59,0.305,71,162,0.438,0.443,53,65,0.815,12,71,83,64,40,2,36,44,249,18.0,0.499,0.267,0.294,2.4,14.1,8.2,19.9,3.8,0.3,12.6,23.1,0.7,0.7,1.3,0.112,0.4,1.4,1.8,0.6,0,0.0,OOR,1999,0.38
Mark Strickland,PF,28,MIA,32,357,50,101,0.495,0,1,0.0,50,100,0.5,0.495,19,26,0.731,26,52,78,9,7,8,13,28,119,14.7,0.529,0.01,0.257,9.5,16.4,13.2,4.7,1.1,1.7,10.4,17.4,0.5,0.5,1.0,0.136,-0.4,-0.3,-0.7,0.1,0,0.0,OOR,1999,0.66
Rod Strickland,PG,32,WAS,44,1632,251,603,0.416,12,42,0.286,239,561,0.426,0.426,176,236,0.746,56,156,212,434,76,5,142,91,690,20.2,0.488,0.07,0.391,3.9,11.4,7.6,45.9,2.5,0.2,16.7,24.0,2.8,1.3,4.1,0.12,3.4,-0.3,3.1,2.1,0,0.0,OOR,1999,0.36
Derek Strong,PF,30,ORL,44,695,76,180,0.422,0,2,0.0,76,178,0.427,0.422,71,99,0.717,66,95,161,17,15,7,37,64,223,12.1,0.499,0.011,0.55,10.8,16.1,13.4,4.1,1.2,0.8,14.2,17.0,0.6,1.0,1.6,0.109,-2.0,-0.5,-2.5,-0.1,0,0.0,OOR,1999,0.66
Bruno Šundov,C,18,DAL,3,11,2,7,0.286,0,0,0.0,2,7,0.286,0.286,0,0,0.0,0,0,0,1,0,0,1,4,4,-8.8,0.286,0.0,0.0,0.0,0.0,0.0,16.8,0.0,0.0,12.5,33.4,-0.1,0.0,-0.1,-0.328,-14.9,-4.5,-19.4,0.0,0,0.0,OOR,1999,0.38
Bob Sura,PG,25,CLE,50,841,70,210,0.333,9,45,0.2,61,165,0.37,0.355,65,103,0.631,21,81,102,152,46,14,67,98,214,11.0,0.419,0.214,0.49,3.2,12.2,7.7,32.0,3.0,1.3,20.8,18.7,-0.7,1.1,0.4,0.023,-2.5,1.3,-1.3,0.2,0,0.0,OOR,1999,0.44
Johnny Taylor,SF,24,DEN,36,724,82,198,0.414,26,68,0.382,56,130,0.431,0.48,17,23,0.739,30,71,101,24,28,17,34,97,207,9.5,0.497,0.343,0.116,4.6,11.7,8.1,5.7,2.1,1.7,14.0,15.1,0.2,0.0,0.2,0.014,-2.4,-0.6,-3.0,-0.2,0,0.0,OOR,1999,0.28
Maurice Taylor,PF,22,LAC,46,1505,311,675,0.461,1,6,0.167,310,669,0.463,0.461,150,206,0.728,100,142,242,67,16,29,120,179,773,15.2,0.505,0.009,0.305,7.4,11.8,9.5,8.9,0.6,1.4,13.5,26.7,1.2,-0.5,0.7,0.024,-0.7,-3.5,-4.2,-0.9,0,0.0,OOR,1999,0.18
John Thomas,C,23,TOR,39,593,71,123,0.577,0,1,0.0,71,122,0.582,0.577,27,48,0.563,65,69,134,15,17,9,21,82,169,13.7,0.586,0.008,0.39,12.6,13.6,13.1,4.5,1.6,1.2,12.7,12.6,1.2,0.4,1.5,0.125,-0.6,-1.3,-1.9,0.0,0,0.0,OOR,1999,0.46
Kurt Thomas,PF,26,NYK,50,1182,170,368,0.462,0,1,0.0,170,367,0.463,0.462,66,108,0.611,82,204,286,55,45,17,73,159,406,13.1,0.489,0.003,0.293,8.5,19.6,14.3,8.9,2.1,1.1,14.9,19.8,0.2,2.3,2.5,0.1,-2.1,1.2,-0.8,0.4,0,0.0,OOR,1999,0.54
Tim Thomas,SF,21,MIL,50,812,132,279,0.473,21,68,0.309,111,211,0.526,0.511,73,112,0.652,49,77,126,46,26,12,46,107,358,16.0,0.545,0.244,0.401,7.3,11.3,9.3,10.3,1.8,1.2,12.3,21.7,1.5,0.7,2.2,0.13,1.0,-0.5,0.5,0.5,0,0.0,OOR,1999,0.56
Otis Thorpe,PF,36,WAS,49,1539,240,440,0.545,0,2,0.0,240,438,0.548,0.545,74,106,0.698,96,238,334,101,42,19,88,196,554,15.0,0.569,0.005,0.241,7.1,18.5,12.7,11.4,1.5,0.9,15.3,17.2,2.3,1.4,3.7,0.116,-0.5,0.2,-0.3,0.6,0,0.0,OOR,1999,0.36
Robert Traylor,C,21,MIL,49,786,108,201,0.537,0,1,0.0,108,200,0.54,0.537,43,80,0.538,80,102,182,38,44,44,42,140,259,17.0,0.548,0.005,0.398,12.5,15.4,14.0,8.2,3.1,4.6,15.1,16.9,1.3,1.2,2.5,0.152,-0.8,1.7,0.9,0.6,0,0.0,OOR,1999,0.56
Gary Trent,PF,24,DAL,45,1362,287,602,0.477,0,5,0.0,287,597,0.481,0.477,145,235,0.617,127,224,351,77,29,23,66,122,719,20.8,0.51,0.008,0.39,10.4,18.6,14.5,11.0,1.1,1.2,8.6,26.0,3.0,1.0,4.0,0.14,2.6,-1.4,1.2,1.1,0,0.0,OOR,1999,0.38
Nick Van Exel,PG,27,DEN,50,1802,306,769,0.398,72,234,0.308,234,535,0.437,0.445,142,175,0.811,14,99,113,368,40,3,121,90,826,16.7,0.488,0.304,0.228,0.9,6.6,3.6,38.6,1.2,0.1,12.5,24.3,3.2,-1.0,2.2,0.058,2.6,-3.4,-0.8,0.6,0,0.0,OOR,1999,0.28
Keith Van Horn,PF,23,NJN,42,1576,322,752,0.428,16,53,0.302,306,699,0.438,0.439,256,298,0.859,114,244,358,65,43,53,133,134,916,19.6,0.519,0.07,0.396,7.6,18.1,12.6,8.3,1.4,2.4,13.1,28.5,2.3,1.4,3.7,0.113,2.0,-0.8,1.2,1.3,0,0.0,OOR,1999,0.32
David Vaughn,PF,25,NJN,10,103,13,24,0.542,0,0,0.0,13,24,0.542,0.542,8,10,0.8,13,21,34,1,2,8,11,22,34,13.5,0.599,0.0,0.417,13.2,23.8,18.3,1.7,1.0,5.6,27.9,16.9,0.0,0.1,0.2,0.08,-5.1,-0.8,-5.9,-0.1,0,0.0,OOR,1999,0.32
Jacque Vaughn,PG,23,UTA,19,87,11,30,0.367,2,8,0.25,9,22,0.409,0.4,20,24,0.833,1,10,11,12,5,0,14,14,44,13.3,0.542,0.267,0.8,1.5,13.1,7.7,24.4,3.2,0.0,25.7,30.0,0.0,0.1,0.1,0.069,-4.6,0.6,-4.0,0.0,0,0.0,OOR,1999,0.74
Loy Vaught,PF,30,DET,37,481,59,155,0.381,0,1,0.0,59,154,0.383,0.381,9,14,0.643,36,110,146,11,15,6,17,54,127,10.2,0.394,0.006,0.09,9.1,28.1,18.6,4.0,1.7,1.0,9.5,17.6,-0.3,0.8,0.5,0.05,-3.3,-1.0,-4.3,-0.3,0,0.0,OOR,1999,0.58
Stojko Vranković,C,35,LAC,2,12,1,4,0.25,0,0,0.0,1,4,0.25,0.25,0,0,0.0,4,2,6,0,0,0,0,2,2,10.7,0.25,0.0,0.0,37.2,20.9,29.5,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.011,0.4,-9.7,-9.3,0.0,0,0.0,OOR,1999,0.18
Antoine Walker,PF,22,BOS,42,1549,303,735,0.412,65,176,0.369,238,559,0.426,0.456,113,202,0.559,106,253,359,130,63,28,119,142,784,17.0,0.476,0.239,0.275,7.5,18.9,13.0,15.2,2.1,1.3,12.6,27.2,0.6,1.9,2.6,0.079,1.6,-0.6,1.0,1.2,0,0.0,OOR,1999,0.38
Samaki Walker,PF,22,DAL,39,568,88,190,0.463,0,1,0.0,88,189,0.466,0.463,53,98,0.541,46,97,143,6,9,16,37,87,229,12.6,0.491,0.005,0.516,9.0,19.3,14.1,1.9,0.9,2.0,13.7,21.8,0.1,0.5,0.6,0.047,-2.9,-1.7,-4.7,-0.4,0,0.0,OOR,1999,0.38
Ben Wallace,C,24,WAS,46,1231,115,199,0.578,0,0,0.0,115,199,0.578,0.578,47,132,0.356,137,247,384,18,50,90,36,111,277,16.2,0.539,0.0,0.663,12.7,23.9,18.2,2.3,2.2,5.5,12.3,11.0,1.5,2.1,3.6,0.142,0.3,1.5,1.7,1.2,0,0.0,OOR,1999,0.36
John Wallace,SF,24,TOR,48,812,153,354,0.432,0,0,0.0,153,354,0.432,0.432,105,150,0.7,54,117,171,46,12,43,70,92,411,15.9,0.489,0.0,0.424,7.6,16.9,12.2,11.4,0.8,4.0,14.3,27.4,0.4,0.7,1.0,0.061,-0.9,-1.4,-2.2,-0.1,0,0.0,OOR,1999,0.46
Rasheed Wallace,PF,24,POR,49,1414,242,476,0.508,13,31,0.419,229,445,0.515,0.522,131,179,0.732,57,184,241,60,48,54,80,175,628,16.7,0.566,0.065,0.376,4.8,14.5,9.8,7.8,1.8,2.9,12.6,20.5,2.6,2.4,5.0,0.169,0.2,1.8,2.0,1.4,0,0.001,Candidate,1999,0.7
Rex Walters,SG,28,MIA,33,506,35,95,0.368,12,38,0.316,23,57,0.404,0.432,19,23,0.826,10,40,50,58,10,3,32,63,101,6.9,0.48,0.4,0.242,2.6,8.9,6.0,19.0,1.1,0.4,23.3,13.4,0.0,0.5,0.5,0.046,-3.2,0.4,-2.7,-0.1,0,0.0,OOR,1999,0.66
Charlie Ward,PG,28,NYK,50,1556,135,334,0.404,53,149,0.356,82,185,0.443,0.484,55,78,0.705,23,149,172,271,103,8,131,105,378,13.2,0.513,0.446,0.234,1.8,10.9,6.5,30.1,3.7,0.4,26.2,15.4,0.2,2.9,3.1,0.094,-0.8,2.6,1.7,1.5,0,0.0,OOR,1999,0.54
