Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Kevin Garnett,PF,27,MIN,0.256,0.506,0.502,0.791,245,894,409,120,178,212,202,1987,29.4,0.547,20.1,24.4,2.0,4.0,10.5,29.6,18.3,10.2,10.0,0.991,MVP,2004,0.707,Correct
Andrei Kirilenko,PF,22,UTA,0.338,0.471,0.479,0.79,226,403,244,150,215,215,174,1284,22.6,0.559,13.5,15.7,2.9,6.3,15.8,21.9,11.6,7.9,7.2,0.002,Candidate,2004,0.512,Predicted
