Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
David Robinson,C,29,SAS,0.3,0.533,0.532,0.774,234,643,236,134,262,233,230,2238,29.1,0.602,16.2,13.7,2.2,5.9,11.1,29.9,17.5,9.2,8.7,0.858,MVP,1995,0.756,Correct
John Stockton,PG,32,UTA,0.449,0.58,0.607,0.804,57,194,1011,194,22,267,215,1206,23.3,0.651,5.5,52.6,3.5,0.6,22.4,18.9,13.9,9.0,7.9,0.045,Candidate,1995,0.732,Predicted
