Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Kevin Durant,SF,25,OKC,0.391,0.549,0.56,0.873,58,540,445,103,59,285,174,2593,29.8,0.635,10.8,26.7,1.7,1.5,12.2,33.0,19.2,10.2,9.6,0.986,MVP,2014,0.72,Correct
Andre Drummond,C,20,DET,0.0,0.625,0.623,0.418,440,631,35,101,131,110,273,1095,22.6,0.599,22.3,2.2,2.0,4.0,10.7,16.7,9.9,1.4,2.3,0.0,OOR,2014,0.354,Predicted
