Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Derrick Rose,PG,22,CHI,0.332,0.481,0.485,0.858,81,249,623,85,51,278,136,2026,23.5,0.55,6.4,38.7,1.5,1.3,13.1,32.2,13.1,6.8,6.7,0.977,MVP,2011,0.756,Correct
Dwyane Wade,SG,29,MIA,0.306,0.534,0.523,0.758,123,362,346,111,87,237,197,1941,25.6,0.581,10.2,23.5,2.1,2.4,12.4,31.6,12.8,6.6,6.1,0.02,Candidate,2011,0.707,Predicted
