Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Giannis Antetokounmpo,PF,25,MIL,0.304,0.631,0.589,0.633,140,716,354,61,66,230,195,1857,31.9,0.613,22.1,34.2,1.5,3.0,13.2,37.5,11.1,11.5,6.6,0.952,MVP,2020,0.767,Correct
James Harden,SG,30,HOU,0.355,0.556,0.543,0.865,70,376,512,125,60,308,227,2335,29.1,0.626,9.4,35.9,2.3,2.1,14.2,36.3,13.1,9.6,7.3,0.363,Candidate,2020,0.611,Predicted
