Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Steve Nash,PG,30,PHO,0.431,0.526,0.557,0.887,57,192,861,74,6,245,136,1165,22.0,0.606,5.2,49.2,1.4,0.2,20.3,20.5,10.9,4.7,4.4,0.839,MVP,2005,0.756,Correct
Dirk Nowitzki,PF,26,DAL,0.399,0.47,0.49,0.869,96,661,240,97,119,176,219,2032,26.1,0.578,14.0,14.3,1.7,2.9,9.1,28.7,15.6,7.3,7.1,0.275,Candidate,2005,0.707,Predicted
