Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Michael Jordan,SG,27,CHI,0.312,0.551,0.547,0.851,118,374,453,223,83,202,229,2580,31.6,0.605,9.5,25.2,3.7,1.7,8.7,32.9,20.3,12.0,10.8,0.928,MVP,1991,0.744,Correct
Magic Johnson,PG,31,LAL,0.32,0.532,0.518,0.906,105,446,989,102,17,314,150,1531,25.1,0.623,10.9,49.3,1.8,0.3,20.4,22.9,15.4,9.0,8.1,0.518,Candidate,1991,0.707,Predicted
