Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Karl Malone,PF,33,UTA,0.0,0.555,0.55,0.755,193,616,368,113,48,233,217,2249,28.9,0.6,16.8,24.5,2.0,1.3,11.1,32.7,16.7,8.2,7.7,0.857,MVP,1997,0.78,Correct
Scottie Pippen,SF,31,CHI,0.368,0.522,0.531,0.701,160,371,467,154,45,214,213,1656,21.3,0.554,9.7,24.3,2.7,1.1,12.5,24.6,13.1,5.7,6.1,0.005,Candidate,1997,0.841,Predicted
