Player,Pos,Age,Tm,3P%,2P%,eFG%,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,Share,Status,Season,W/L%,Label
Larry Bird,PF,27,BOS,0.247,0.504,0.497,0.888,181,615,520,144,69,237,197,1908,24.2,0.552,14.9,26.2,2.3,1.3,12.1,26.7,13.6,7.6,7.3,0.858,MVP,1984,0.756,Correct
Kareem Abdul-Jabbar,C,36,LAL,0.0,0.579,0.578,0.723,169,418,211,55,143,221,211,1717,21.3,0.608,12.7,11.5,1.0,2.9,13.5,25.1,8.9,3.0,3.3,0.201,Candidate,1984,0.659,Predicted
